
[00:00:00.000 --> 00:00:01.600]   - Thank you, Phoebe.
[00:20:42.940 --> 00:20:47.580]   I have done so many times in my Christian walk, right?
[00:20:47.580 --> 00:20:50.540]   God provide me, you know?
[00:20:50.540 --> 00:20:54.540]   If you answer my prayer, I will recommit myself to you,
[00:20:54.540 --> 00:20:56.620]   and that is what vow means.
[00:20:56.620 --> 00:20:59.140]   That is what commitment means.
[00:20:59.140 --> 00:21:04.460]   I remember years, years ago, I was in seminary,
[00:21:04.460 --> 00:21:07.100]   and I finished the first two terms,
[00:21:07.100 --> 00:21:09.160]   and then I ran out of money.
[00:21:09.160 --> 00:21:13.960]   I just didn't have money to pay for tuition,
[00:21:13.960 --> 00:21:15.860]   so I prayed.
[00:21:15.860 --> 00:21:22.540]   Right at that moment, I was in a really, really big struggle
[00:21:22.540 --> 00:21:25.100]   because I probably have to quit,
[00:21:26.180 --> 00:21:27.980]   have to find a job, right?
[00:21:27.980 --> 00:21:31.340]   And to save up more money so that I can pay for tuition.
[00:21:31.340 --> 00:21:33.120]   So I prayed, I prayed.
[00:21:33.120 --> 00:21:37.580]   So as I prayed, and I went to prayer meeting,
[00:21:37.580 --> 00:21:39.860]   and we prayed together.
[00:21:39.860 --> 00:21:44.020]   Now I remember the following week,
[00:21:44.020 --> 00:21:45.340]   I went to a prayer meeting.
[00:21:45.340 --> 00:21:49.860]   I went to a worship service, and I came home,
[00:21:49.860 --> 00:21:54.860]   and I find a white envelope in my mailbox.
[00:21:55.860 --> 00:22:00.860]   I was kind of curious, okay, who put it there, right?
[00:22:00.860 --> 00:22:06.220]   So I grabbed the envelope, and I went to my bedroom,
[00:22:06.220 --> 00:22:10.820]   and I opened the envelope, and there was a check,
[00:22:10.820 --> 00:22:15.180]   and that check has the amount just enough
[00:22:15.180 --> 00:22:18.560]   for me to pay for the next term, right?
[00:22:18.560 --> 00:22:24.100]   At that moment, I fell on my knees.
[00:22:24.100 --> 00:22:26.300]   I said, "God, thank you.
[00:22:26.300 --> 00:22:30.160]   "Thank you for answering my prayer.
[00:22:30.160 --> 00:22:35.160]   "Thank you for accepting me because I was of little faith,
[00:22:35.160 --> 00:22:37.820]   "right, and God, you are the great provider,
[00:22:37.820 --> 00:22:41.580]   "and you are so faithful to me," right?
[00:22:41.580 --> 00:22:45.780]   So I fell on my knees, and I prayed, I vowed.
[00:22:45.780 --> 00:22:48.540]   You know, "If God, you are so faithful,
[00:22:48.540 --> 00:22:52.260]   "help me in my faithlessness, right?
[00:22:52.260 --> 00:22:54.560]   "Help me with my lack of trust.
[00:22:54.560 --> 00:22:56.460]   "Help me to trust in you."
[00:22:56.460 --> 00:23:01.220]   So there we go, I fulfilled my vow, right?
[00:23:01.220 --> 00:23:03.420]   In my years of ministry, there were up times,
[00:23:03.420 --> 00:23:05.980]   there were many down times.
[00:23:05.980 --> 00:23:08.580]   There are mountain tops, a few mountain tops.
[00:23:08.580 --> 00:23:12.980]   There are many valleys, but I remember this experience.
[00:23:12.980 --> 00:23:16.860]   I made a vow to God that God is faithful,
[00:23:16.860 --> 00:23:20.140]   and I need to continue to trust in him, right?
[00:23:20.140 --> 00:23:23.860]   Whether the times is good or the time is difficult.
[00:23:23.860 --> 00:23:28.340]   That should be part of our journey as well, right?
[00:23:28.340 --> 00:23:33.620]   God grant me this prayer.
[00:23:33.620 --> 00:23:36.860]   I will make a vow to you, right?
[00:23:36.860 --> 00:23:39.700]   I will recommit myself, and that's part of our worship too.
[00:23:39.700 --> 00:23:44.700]   And in the Old Testament, there was a story about Hannah,
[00:23:44.700 --> 00:23:47.340]   right, the woman who was barren.
[00:23:47.340 --> 00:23:52.340]   She didn't have any child, and she was suffering nobility.
[00:23:52.340 --> 00:23:56.340]   She was being locked down upon.
[00:23:56.340 --> 00:24:01.340]   And Hannah prayed to God in the tabernacle,
[00:24:01.340 --> 00:24:04.780]   and prayed that God grant me a child, right?
[00:24:04.780 --> 00:24:08.380]   And lo and behold, God grant her a child, Samuel.
[00:24:08.380 --> 00:24:14.260]   And the next year, she went back to the temple,
[00:24:16.500 --> 00:24:19.940]   the tabernacle, with her husband, Elkina,
[00:24:19.940 --> 00:24:23.300]   and his family, went on their annual trip
[00:24:23.300 --> 00:24:28.300]   to offer worship sacrifice to the Lord, and keep his vow.
[00:24:28.300 --> 00:24:31.140]   And there you go, vow right there.
[00:24:31.140 --> 00:24:34.180]   The vow actually is Hannah's own vow.
[00:24:34.180 --> 00:24:37.100]   So Hannah prayed to God, grant me a child.
[00:24:37.100 --> 00:24:40.940]   If you really grant me a child, I will offer this child
[00:24:40.940 --> 00:24:45.020]   for your service, for the Lord's ministry.
[00:24:45.020 --> 00:24:46.620]   And she did that.
[00:24:46.620 --> 00:24:50.940]   She brought Samuel, the boy, to the temple, or tabernacle,
[00:24:50.940 --> 00:24:55.060]   and offered Samuel as a minister to God.
[00:24:55.060 --> 00:25:00.940]   So vows and promises is part of our worship service.
[00:25:00.940 --> 00:25:07.180]   Now, we will continue this list next week.
[00:25:07.180 --> 00:25:09.300]   Preaching and teaching and sacraments,
[00:25:09.300 --> 00:25:11.540]   and we will explain what sacraments are,
[00:25:11.540 --> 00:25:13.940]   and then offerings and fellowship.
[00:25:13.940 --> 00:25:17.380]   Now, I want to close this sermon by saying,
[00:25:17.380 --> 00:25:20.180]   all of these aspects and all of these elements
[00:25:20.180 --> 00:25:22.420]   are part of legitimate worship.
[00:25:22.420 --> 00:25:27.180]   And God is pleased when His people gather
[00:25:27.180 --> 00:25:30.380]   in His presence to worship Him, right?
[00:25:30.380 --> 00:25:36.500]   Remember this, worship is about God, it's all about God.
[00:25:36.500 --> 00:25:41.100]   And worship in the Bible has two dimensions.
[00:25:41.100 --> 00:25:43.460]   The first dimension is a vertical dimension.
[00:25:43.460 --> 00:25:47.860]   We worship and we respond to what Jesus has done
[00:25:47.860 --> 00:25:49.220]   in our own lives.
[00:25:49.220 --> 00:25:52.220]   He save us for the purpose of worshiping Him.
[00:25:52.220 --> 00:25:53.980]   And that's a vertical dimension.
[00:25:53.980 --> 00:25:58.100]   And the other dimension is horizontal dimension.
[00:25:58.100 --> 00:26:03.100]   Worship is to edify, is to build up others in the community.
[00:26:03.100 --> 00:26:06.580]   Worship is not for me to have fun.
[00:26:06.580 --> 00:26:09.420]   I come here, I am present here,
[00:26:09.420 --> 00:26:12.100]   so that I can practice community.
[00:26:12.100 --> 00:26:13.980]   I can build up the body of Christ.
[00:26:13.980 --> 00:26:17.580]   I can have fellowship and share life with other people.
[00:26:17.580 --> 00:26:21.980]   And our worship can be a witness to the world outside.
[00:26:21.980 --> 00:26:23.820]   Let's remember that, right?
[00:26:23.820 --> 00:26:26.380]   We're gonna close in prayer.
[00:26:26.380 --> 00:26:28.940]   And let's pray before God.
[00:26:28.940 --> 00:26:31.140]   How can we become a better worshiper?
[00:26:31.140 --> 00:26:34.620]   All right, to glorify Him.
[00:26:34.620 --> 00:26:35.460]   Let's all pray.
[00:26:36.540 --> 00:26:39.620]   I'll give you some seconds and you can pray to God
[00:26:39.620 --> 00:26:40.540]   in silence.
[00:26:40.540 --> 00:26:46.660]   If God has led you to repent,
[00:26:46.660 --> 00:26:50.060]   ask for forgiveness.
[00:26:50.060 --> 00:26:52.180]   No, God's grace is always sufficient.
[00:26:52.180 --> 00:26:55.340]   If God is calling you to recommit,
[00:26:55.340 --> 00:27:00.180]   do so, because God is good, worthy of our worship.
[00:27:00.180 --> 00:27:04.380]   (gentle piano music)
[00:27:04.380 --> 00:27:07.460]   (gentle piano music)
[00:27:07.460 --> 00:27:22.220]   Father, thank you for being our loving God.
[00:27:22.220 --> 00:27:26.420]   Thank you for loving us so much.
[00:27:26.420 --> 00:27:30.220]   And call us into your presence,
[00:27:30.220 --> 00:27:32.620]   so that we can be your people.
[00:27:33.900 --> 00:27:35.740]   So we pray that you will help us
[00:27:35.740 --> 00:27:39.340]   to become better worshipers,
[00:27:39.340 --> 00:27:41.020]   to honor you and to glorify you.
[00:27:41.020 --> 00:27:44.540]   Forgive our shortcomings.
[00:27:44.540 --> 00:27:47.620]   Sometimes we don't prepare.
[00:27:47.620 --> 00:27:51.380]   If we don't prepare our hearts and our body
[00:27:51.380 --> 00:27:53.260]   to serve you, to worship you,
[00:27:53.260 --> 00:27:55.700]   may you forgive us
[00:27:55.700 --> 00:28:00.660]   and help us to put you as our life's pyrode.
[00:28:01.820 --> 00:28:04.140]   To worship you is to bring you glory.
[00:28:04.140 --> 00:28:08.020]   Ask your people, ask your church,
[00:28:08.020 --> 00:28:10.580]   help us as a community to worship you,
[00:28:10.580 --> 00:28:14.580]   to honor you in Christ's name we pray.
[00:28:14.580 --> 00:28:18.820]   Well, God bless, and next week we're going to learn
[00:28:18.820 --> 00:28:21.820]   how to be better worshipers, right?
[00:28:21.820 --> 00:28:23.100]   So join us next week.
[00:28:23.100 --> 00:28:23.940]   God bless.
[00:28:23.940 --> 00:28:27.280]   [MUSIC PLAYING]

