
[00:00:00.000 --> 00:00:01.500]   Okay, Mark.
[00:21:41.480 --> 00:21:47.200]   Church is the only organization on earth
[00:21:47.200 --> 00:21:50.120]   that is concerned most about the non-members.
[00:21:50.120 --> 00:21:52.600]   You see what I'm saying?
[00:21:52.600 --> 00:21:56.320]   Church is the only body on earth,
[00:21:56.320 --> 00:22:02.000]   or heavenly body, heavenly sent colonial body,
[00:22:02.000 --> 00:22:05.000]   that is most concerned about the non-members.
[00:22:06.120 --> 00:22:08.260]   How many of you are Costco members?
[00:22:08.260 --> 00:22:13.020]   Yeah, are you proud of it, being a Costco member?
[00:22:13.020 --> 00:22:14.860]   Yeah, right?
[00:22:14.860 --> 00:22:15.680]   (congregation laughing)
[00:22:15.680 --> 00:22:16.920]   You're proud of it, right?
[00:22:16.920 --> 00:22:19.920]   Yeah, because you need that membership card
[00:22:19.920 --> 00:22:22.920]   to go in to that big box, right?
[00:22:22.920 --> 00:22:27.160]   Without that card, you cannot go in.
[00:22:27.160 --> 00:22:29.800]   And with that card, you can bring a lot of people, right?
[00:22:29.800 --> 00:22:32.480]   You can bring the whole church to Costco
[00:22:32.480 --> 00:22:34.560]   and we can all buy some cheap eggs.
[00:22:35.080 --> 00:22:39.440]   You know, all the organizations on earth
[00:22:39.440 --> 00:22:42.400]   are concerned about their own members, right?
[00:22:42.400 --> 00:22:45.720]   But church is the other way around.
[00:22:45.720 --> 00:22:48.340]   It's the other way around.
[00:22:48.340 --> 00:22:54.800]   How do we become a part of the heavenly kingdom?
[00:22:54.800 --> 00:22:58.840]   It's that we should pay attention
[00:22:58.840 --> 00:23:01.960]   to those who do not belong to us.
[00:23:03.720 --> 00:23:05.880]   Those people who have not heard of Christ,
[00:23:05.880 --> 00:23:09.320]   those people who need the gospel,
[00:23:09.320 --> 00:23:11.400]   who need to hear the good news.
[00:23:11.400 --> 00:23:16.280]   Our ultimate concern and interest should be those people.
[00:23:16.280 --> 00:23:21.000]   That's why church community, churches,
[00:23:21.000 --> 00:23:25.480]   should always be open doors, right?
[00:23:25.480 --> 00:23:27.620]   I know there were a lot of concerns these days
[00:23:27.620 --> 00:23:32.180]   about church safety, shooting, and all of that.
[00:23:33.300 --> 00:23:38.300]   But let us be reminded that the church is on earth
[00:23:38.300 --> 00:23:43.400]   being planted from the heavenly kingdom above
[00:23:43.400 --> 00:23:46.840]   is to promote the gospel, the good news.
[00:23:46.840 --> 00:23:51.480]   Some of the actions item I would like to suggest to you,
[00:23:51.480 --> 00:23:57.480]   and let's apply what we have learned today in your lives.
[00:23:57.480 --> 00:24:03.260]   Number one, pray, pray in your own prayers.
[00:24:03.880 --> 00:24:08.880]   Pray that you will be able to reach out to the non-members,
[00:24:08.880 --> 00:24:12.380]   people around you.
[00:24:12.380 --> 00:24:15.960]   I know it's all good.
[00:24:15.960 --> 00:24:17.860]   We have Christian brothers and sisters,
[00:24:17.860 --> 00:24:19.760]   we can hang out together, right?
[00:24:19.760 --> 00:24:23.720]   Last week, I spent hours in Moody Bible Institute
[00:24:23.720 --> 00:24:27.400]   to have fellowship with some of the brothers and sisters
[00:24:27.400 --> 00:24:28.800]   in the midst of us.
[00:24:28.820 --> 00:24:33.620]   And it was such a great time we had together, right?
[00:24:33.620 --> 00:24:37.580]   We can pray together, we all talk in the same language,
[00:24:37.580 --> 00:24:42.580]   right, we all talk, we're in the same wavelength, right?
[00:24:42.580 --> 00:24:45.220]   And we enjoy it.
[00:24:45.220 --> 00:24:49.860]   There are times like this, but our ultimate concern
[00:24:49.860 --> 00:24:54.860]   is to be speaking and talking and relating and outreaching
[00:24:54.860 --> 00:24:58.380]   to those who are different from us.
[00:24:58.380 --> 00:25:01.020]   We are followers of Christ, but we want to reach out
[00:25:01.020 --> 00:25:05.020]   to those who have not heard of the gospel, right?
[00:25:05.020 --> 00:25:10.020]   Yesterday I gave rides to some of the students in the city.
[00:25:10.020 --> 00:25:14.860]   There were some students that I had never met before,
[00:25:14.860 --> 00:25:17.460]   but I gave them a ride, it was a pretty long ride,
[00:25:17.460 --> 00:25:18.420]   two hours ride.
[00:25:18.420 --> 00:25:24.580]   I drove them to some place for their exam,
[00:25:24.580 --> 00:25:26.420]   and then drove them back.
[00:25:26.420 --> 00:25:27.440]   I really enjoy it.
[00:25:28.340 --> 00:25:29.740]   I really enjoy it.
[00:25:29.740 --> 00:25:34.740]   To talk to them, to tell them what I am, right?
[00:25:34.740 --> 00:25:41.420]   So in our conversation, I met them and I introduced myself,
[00:25:41.420 --> 00:25:44.700]   and then they didn't know I'm a pastor.
[00:25:44.700 --> 00:25:49.580]   So after some hours of being together in the car,
[00:25:49.580 --> 00:25:54.580]   and then we went to lunch, and then I finally said,
[00:25:54.580 --> 00:25:55.860]   "I'm a pastor."
[00:25:55.860 --> 00:25:57.780]   And then that girl was like, "Wow."
[00:25:57.780 --> 00:26:00.260]   Her eyes was brightened.
[00:26:00.260 --> 00:26:02.380]   I don't know if it's for good or for bad,
[00:26:02.380 --> 00:26:04.620]   but, "Oh, you're a pastor."
[00:26:04.620 --> 00:26:07.620]   And then I got a nickname.
[00:26:07.620 --> 00:26:11.800]   I got a nickname, she calls me Pastor Daddy.
[00:26:11.800 --> 00:26:16.140]   I guess I'm so old now, right?
[00:26:16.140 --> 00:26:17.840]   The students are calling me Daddy.
[00:26:17.840 --> 00:26:23.460]   I don't know if it's a good thing or not,
[00:26:23.460 --> 00:26:28.460]   but, you know, so I was able to just represent Christ
[00:26:28.460 --> 00:26:34.300]   as I relate to them, right?
[00:26:34.300 --> 00:26:39.300]   As I provide some of the services or help them out,
[00:26:39.300 --> 00:26:42.100]   this is what we should be concerning about.
[00:26:42.100 --> 00:26:47.100]   So number one action item is that for you to pray
[00:26:47.100 --> 00:26:51.500]   that God will use you to outreach other people.
[00:26:52.640 --> 00:26:55.640]   Second, second action item.
[00:26:55.640 --> 00:26:56.780]   So funny, right?
[00:26:56.780 --> 00:26:59.980]   I didn't tell Rachel, but, you know, God bless you.
[00:26:59.980 --> 00:27:01.380]   You got some sisters.
[00:27:01.380 --> 00:27:05.640]   And number two, action item number two,
[00:27:05.640 --> 00:27:08.620]   is to invite others to join the fellowship.
[00:27:08.620 --> 00:27:10.500]   You know, we got social activities
[00:27:10.500 --> 00:27:13.700]   and whatever we want to outreach to other people.
[00:27:13.700 --> 00:27:17.580]   It's a great platform to invite other people to join us.
[00:27:19.040 --> 00:27:23.500]   Number three, when other new people are coming
[00:27:23.500 --> 00:27:28.500]   to our fellowship or our dinners or our social activities,
[00:27:28.500 --> 00:27:31.860]   you know, we need to open our hearts.
[00:27:31.860 --> 00:27:35.220]   We need to open our lives to invite them,
[00:27:35.220 --> 00:27:38.360]   to make them feel welcome, right?
[00:27:38.360 --> 00:27:40.420]   That's what the family of God should be.
[00:27:40.420 --> 00:27:42.760]   That's what the church should be like.
[00:27:42.760 --> 00:27:47.300]   So number one, pray that you will outreach to others.
[00:27:47.300 --> 00:27:51.700]   Number two, invite others to join our community.
[00:27:51.700 --> 00:27:55.880]   Number three, welcome them, right?
[00:27:55.880 --> 00:27:59.280]   Let's all pray together as we partake
[00:27:59.280 --> 00:28:02.980]   the communion, bread and wine together.
[00:28:02.980 --> 00:28:03.820]   Let's all pray.
[00:28:03.820 --> 00:28:13.340]   Dear Father, we give you thanks for calling us in Christ,
[00:28:15.000 --> 00:28:17.600]   that we have the privilege to hear the gospel
[00:28:17.600 --> 00:28:20.400]   and to believe in your name.
[00:28:20.400 --> 00:28:24.940]   And we want to thank you for your love.
[00:28:24.940 --> 00:28:28.760]   We want to thank you for your grace.
[00:28:28.760 --> 00:28:31.320]   Because of the blood of Jesus Christ,
[00:28:31.320 --> 00:28:34.440]   we can become heavenly citizens.
[00:28:34.440 --> 00:28:38.600]   And God, we pray that you will help us
[00:28:38.600 --> 00:28:41.160]   to live out our heavenly citizenship.
[00:28:42.180 --> 00:28:44.780]   Let our concern, let our interest,
[00:28:44.780 --> 00:28:47.360]   is to promote your gospel.
[00:28:47.360 --> 00:28:50.500]   And help us to reach out to others
[00:28:50.500 --> 00:28:54.800]   and use us to invite others to join your heavenly community.
[00:28:54.800 --> 00:28:57.920]   And I pray that your love will fill us up.
[00:28:57.920 --> 00:29:01.680]   That we'll be your channel, we'll be your instruments.
[00:29:01.680 --> 00:29:04.580]   As we take the bread and the cup,
[00:29:04.580 --> 00:29:08.620]   remind us once again, once again,
[00:29:08.620 --> 00:29:11.580]   that you are our Lord, Savior.
[00:29:12.420 --> 00:29:14.360]   You are our loving Lord and God.
[00:29:14.360 --> 00:29:17.200]   Thank you for redeeming our lives,
[00:29:17.200 --> 00:29:21.460]   forgiving our sins, so that we
[00:29:21.460 --> 00:29:24.740]   are called brothers and sisters in Christ.
[00:29:24.740 --> 00:29:28.300]   Thank you for your love in Christ's name.
[00:29:28.300 --> 00:29:30.300]   The world is not a place for you to live.

