
[00:00:00.000 --> 00:00:07.000]  第五節目早安,很高興大家在這麼大雪的日子裡都平安回到家中
[00:20:47.000 --> 00:20:52.000]  在平時抽一點時間出來用心去讀一下上帝的話語
[00:20:52.000 --> 00:20:54.000]  不是好像交功課那樣
[00:20:54.000 --> 00:20:57.000]  是你用心去感受
[00:20:57.000 --> 00:21:00.000]  讓他的光就好像早上的陽光那樣
[00:21:00.000 --> 00:21:03.000]  去照亮我們的內心
[00:21:03.000 --> 00:21:06.000]  不知道大家記不記得我剛剛說過
[00:21:06.000 --> 00:21:09.000]  上帝是用他的話語去創造世界的
[00:21:09.000 --> 00:21:13.000]  他一開口這個世界就由混亂變成有罪
[00:21:13.000 --> 00:21:15.000]  由黑暗變成有光
[00:21:15.000 --> 00:21:17.000]  就好像我們平時讀經一樣
[00:21:17.000 --> 00:21:20.000]  我們看聖經裡面上帝的話語的時候
[00:21:20.000 --> 00:21:23.000]  就在聽上帝再一次對我們的生命
[00:21:23.000 --> 00:21:28.000]  將創造的秩序再一次放在我們的生命裡面
[00:21:28.000 --> 00:21:32.000]  可能你現在的生活正處於一片混亂
[00:21:32.000 --> 00:21:37.000]  可能你會覺得前路真的很混亂、很黑暗
[00:21:37.000 --> 00:21:41.000]  就好像起初未被創造的世界一樣
[00:21:41.000 --> 00:21:43.000]  但是當你打開聖經
[00:21:43.000 --> 00:21:45.000]  你讀上帝的話語的時候
[00:21:45.000 --> 00:21:50.000]  那種創造的力量就會再一次進入我們的生命
[00:21:50.000 --> 00:21:53.000]  就好像跟我們的混亂說:已有秩序
[00:21:53.000 --> 00:21:57.000]  就好像跟我們的黑暗說:已有光
[00:21:57.000 --> 00:22:01.000]  讀經就是在經歷上帝在你的生命裡面
[00:22:01.000 --> 00:22:06.000]  再一次注入創造的秩序
[00:22:06.000 --> 00:22:12.000]  第二,就是我們在生命裡面刻意發現上帝的作為
[00:22:12.000 --> 00:22:15.000]  例如我們享受祂所創造的美好
[00:22:15.000 --> 00:22:19.000]  去發現這個世界,感受祂的光
[00:22:19.000 --> 00:22:24.000]  要留意上帝在我們身上做過什麼
[00:22:24.000 --> 00:22:27.000]  在這個新的一年,我們養成一個新的習慣
[00:22:27.000 --> 00:22:31.000]  就是我們每個星期都刻意去找一樣
[00:22:31.000 --> 00:22:34.000]  上帝在我們生命裡面做過的事情
[00:22:34.000 --> 00:22:38.000]  或者發現上帝給我們的祝福
[00:22:38.000 --> 00:22:40.000]  在我自己的生命裡面
[00:22:40.000 --> 00:22:44.000]  我發現我太太對我接納
[00:22:44.000 --> 00:22:47.000]  是上帝給我的一個很大很大的祝福
[00:22:47.000 --> 00:22:49.000]  還有一個光
[00:22:49.000 --> 00:22:51.000]  有時候我們信主一段時間
[00:22:51.000 --> 00:22:55.000]  我們可能會忽略了一些很基本的動作
[00:22:55.000 --> 00:22:58.000]  我們以為我們信主夠久
[00:22:58.000 --> 00:23:03.000]  我們就不需要刻意去發現祂在我們生命裡面的工作
[00:23:03.000 --> 00:23:08.000]  但其實上帝每一天都在做一些新的事情
[00:23:08.000 --> 00:23:10.000]  每一天都想發現
[00:23:10.000 --> 00:23:15.000]  希望我們發現祂在我們生命裡面做的事情
[00:23:15.000 --> 00:23:24.000]  第三,我們都要讓家人和朋友察覺到上帝的存在
[00:23:24.000 --> 00:23:28.000]  當我們留心我們生命的見證
[00:23:28.000 --> 00:23:30.000]  上帝的作為的時候
[00:23:30.000 --> 00:23:33.000]  我們就會有足夠的見證的存貨
[00:23:33.000 --> 00:23:38.000]  無論什麼時候我們都可以隨時拿出來跟別人說
[00:23:38.000 --> 00:23:41.000]  其實原來上帝真的在我們身邊
[00:23:41.000 --> 00:23:45.000]  最近跟一群朋友吃飯
[00:23:45.000 --> 00:23:49.000]  當中有一位快要結婚的女生
[00:23:49.000 --> 00:23:51.000]  她還沒有信主
[00:23:51.000 --> 00:23:54.000]  期間她就問一個問題
[00:23:54.000 --> 00:24:01.000]  你怎樣肯定那個人就是你可以過一生的伴侶呢?
[00:24:01.000 --> 00:24:05.000]  當中有一個基督徒的姐妹分享令我很深刻
[00:24:05.000 --> 00:24:11.000]  她說一世的伴侶當然是懂得互相的體諒
[00:24:11.000 --> 00:24:17.000]  也要清楚對方在原生家庭裡面帶來的那套生存的機制
[00:24:17.000 --> 00:24:21.000]  但她說最重要的一件事是
[00:24:21.000 --> 00:24:25.000]  只要大家要在上帝的光照之下
[00:24:25.000 --> 00:24:28.000]  才會有悔改和改變的可能
[00:24:28.000 --> 00:24:31.000]  令彼此更加愛對方
[00:24:31.000 --> 00:24:34.000]  如果你靠自己是完全做不到的
[00:24:34.000 --> 00:24:39.000]  那個女生聽完之後就感受到上帝好像跟她很近
[00:24:39.000 --> 00:24:43.000]  她覺得那個聚會很有意義
[00:24:43.000 --> 00:24:45.000]  我想這個就是我想說的
[00:24:45.000 --> 00:24:50.000]  當我們平時留意上帝在生命裡面的證據的時候
[00:24:50.000 --> 00:24:53.000]  我們會儲到這些見證的存貨
[00:24:53.000 --> 00:24:55.000]  到當你適合的時候
[00:24:55.000 --> 00:24:58.000]  我們就可以隨時跟身邊的人分享
[00:24:58.000 --> 00:25:01.000]  告訴別人上帝真的在
[00:25:01.000 --> 00:25:04.000]  我們一起祈禱吧
[00:25:04.000 --> 00:25:11.000]  主啊,多謝你
[00:25:11.000 --> 00:25:18.000]  多謝你在一個很黑暗的世代裡面
[00:25:18.000 --> 00:25:21.000]  你依然現身在我們身邊
[00:25:21.000 --> 00:25:27.000]  你從來都不是一個遠遠地觀看著我們的上帝
[00:25:27.000 --> 00:25:31.000]  你是一個主動進入我們的生命
[00:25:31.000 --> 00:25:32.000]  加入我們的生命
[00:25:32.000 --> 00:25:34.000]  賜給我們有創造秩序的上帝
[00:25:34.000 --> 00:25:36.000]  幫助我們
[00:25:36.000 --> 00:25:40.000]  讓我們用心留意你在我們生命裡面的足跡
[00:25:40.000 --> 00:25:43.000]  一點一滴的見證
[00:25:43.000 --> 00:25:47.000]  建立著我們跟祂的關係
[00:25:47.000 --> 00:25:49.000]  求主幫助我們
[00:25:49.000 --> 00:25:51.000]  感到這封信很敏感
[00:25:51.000 --> 00:25:55.000]  在寒冷的冬天
[00:25:55.000 --> 00:25:56.000]  希望大家都有平安
[00:25:56.000 --> 00:25:57.000]  祝福大家
