
[00:00:00.000 --> 00:00:03.360]   [END PLAYBACK]
[00:23:49.240 --> 00:23:52.240]   Because he knows his own ability and limits so well
[00:23:52.240 --> 00:23:58.240]   that he knew the likelihood of him falling and dying is actually very low.
[00:23:58.240 --> 00:24:01.240]   And so this is a healthy sense of self-confidence.
[00:24:02.240 --> 00:24:31.240]   [NON-ENGLISH SPEECH]
[00:24:32.240 --> 00:24:35.240]   However, when we go to either end of the extremes,
[00:24:35.240 --> 00:24:41.240]   either being excessively confident or overly insecure, it becomes an issue.
[00:24:41.240 --> 00:24:50.240]   [NON-ENGLISH SPEECH]
[00:24:50.240 --> 00:24:56.240]   Maybe some of you, you sense that God is calling you to do something that you are not comfortable with.
[00:24:57.240 --> 00:25:02.240]   Or maybe the Holy Spirit has been prompting you to talk to your coworkers or your neighbors.
[00:25:02.240 --> 00:25:08.240]   But a lot of times, instead of saying yes right away, our response might look like this.
[00:25:08.240 --> 00:25:13.240]   "Oh, I don't know, God. I am not theologically trained or I didn't go to seminary.
[00:25:13.240 --> 00:25:16.240]   So I will leave that job to my pastors."
[00:25:16.240 --> 00:25:19.240]   Or maybe you will respond like this.
[00:25:19.240 --> 00:25:22.240]   "Oh man, God, that really makes me feel uncomfortable.
[00:25:22.240 --> 00:25:26.240]   You made me an introvert and now you want me to talk to my neighbors?"
[00:25:26.240 --> 00:25:55.240]   [NON-ENGLISH SPEECH]
[00:25:55.240 --> 00:26:05.240]   So again, the question for us, where have we let the fear of inadequacy hold us back from living out our calling?
[00:26:05.240 --> 00:26:10.240]   And where have we allowed our self-perceived weakness become an excuse
[00:26:10.240 --> 00:26:13.240]   when God is inviting us to do something for His kingdom?
[00:26:14.240 --> 00:26:30.240]   [NON-ENGLISH SPEECH]
[00:26:30.240 --> 00:26:35.240]   And so again, if we want to live out our full identity and calling as God's children,
[00:26:35.240 --> 00:26:41.240]   the second fear that we need to learn to identify and overcome is the fear of our own inadequacy.
[00:26:42.240 --> 00:26:54.240]   [NON-ENGLISH SPEECH]
[00:26:54.240 --> 00:27:00.240]   So, look at how the Lord responds to Gideon's fear.
[00:27:00.240 --> 00:27:06.240]   In verse 16, the Lord answered, "I will be with you."
[00:27:07.240 --> 00:27:12.240]   Oh, sorry. So the reality is as long as we live on this side of Jesus' second coming,
[00:27:12.240 --> 00:27:17.240]   we will always struggle with the fear of our circumstances and the fear of our inadequacy, right?
[00:27:17.240 --> 00:27:22.240]   And this is actually a completely normal experience living in a fallen world.
[00:27:22.240 --> 00:27:25.240]   So where is our hope in all of these?
[00:27:26.240 --> 00:27:45.240]   [NON-ENGLISH SPEECH]
[00:27:45.240 --> 00:27:51.240]   So, in verse 16, the Lord answered to Gideon, "I will be with you,
[00:27:52.240 --> 00:27:56.240]   and you will strike down all the Midianites, leaving none alive."
[00:27:56.240 --> 00:28:00.240]   And in fact, if you pay attention to how God responded to Gideon each time,
[00:28:00.240 --> 00:28:03.240]   He always reassured Gideon with this same promise.
[00:28:03.240 --> 00:28:09.240]   We know in verse 12, the angel of the Lord say, "The Lord is with you, mighty warriors."
[00:28:09.240 --> 00:28:14.240]   And then in verse 14, the Lord say, "Am I not sending you to save Israel?"
[00:28:14.240 --> 00:28:17.240]   Meaning that God will actually be on Gideon's side.
[00:28:18.240 --> 00:28:22.240]   And then right here in verse 16, "I," meaning the Lord, "will be with you."
[00:28:23.240 --> 00:28:48.240]   [NON-ENGLISH SPEECH]
[00:28:49.240 --> 00:29:03.240]   [NON-ENGLISH SPEECH]
[00:29:03.240 --> 00:29:08.240]   So, Church, this is where our hope is, that God is with us.
[00:29:08.240 --> 00:29:13.240]   This does not mean that all of our fears will just magically disappear or go away,
[00:29:14.240 --> 00:29:20.240]   but it means that in the midst of our fears, something greater and more powerful is actually on our side.
[00:29:20.240 --> 00:29:38.240]   [NON-ENGLISH SPEECH]
[00:29:39.240 --> 00:29:44.240]   Instead of focusing on the fears that are right in front of us, we can learn to lift up our eyes,
[00:29:44.240 --> 00:29:48.240]   above our circumstances, above our own inadequacy,
[00:29:48.240 --> 00:29:53.240]   and fixated on the promise of God that He will be with us,
[00:29:53.240 --> 00:29:56.240]   because He is always consistent with His promise.
[00:29:57.240 --> 00:30:13.240]   [NON-ENGLISH SPEECH]
[00:30:13.240 --> 00:30:17.240]   So God is with Moses when he brought Israel out of Egypt.
[00:30:17.240 --> 00:30:23.240]   [NON-ENGLISH SPEECH]
[00:30:24.240 --> 00:30:27.240]   And God is with Joshua when he led Israel into the Promised Land.
[00:30:27.240 --> 00:30:34.240]   [NON-ENGLISH SPEECH]
[00:30:34.240 --> 00:30:39.240]   And God is with Gideon, even when his fear is greater than his faith.
[00:30:39.240 --> 00:30:46.240]   [NON-ENGLISH SPEECH]
[00:30:46.240 --> 00:30:52.240]   And when we come to the New Testament, Jesus Himself is Emmanuel, God with us.
[00:30:53.240 --> 00:30:59.240]   [NON-ENGLISH SPEECH]
[00:30:59.240 --> 00:31:03.240]   And before Jesus ascended back into heaven after His resurrection,
[00:31:03.240 --> 00:31:09.240]   Jesus gave His disciples, including all of us today, this great commission in Matthew 28.
[00:31:09.240 --> 00:31:16.240]   "Go and make disciples of all nations, baptizing them in the name of the Father, the Son, and the Holy Spirit,
[00:31:16.240 --> 00:31:20.240]   and teaching them to obey everything that I have commanded you."
[00:31:21.240 --> 00:31:26.240]   But this calling from Jesus doesn't just enter, but it comes with the same promise.
[00:31:26.240 --> 00:31:33.240]   Jesus continued, "And surely I am with you always to the very end of the age."
[00:31:34.240 --> 00:31:59.240]   [NON-ENGLISH SPEECH]
[00:32:00.240 --> 00:32:05.240]   So church, we know that we are able to live out this calling despite our fear,
[00:32:05.240 --> 00:32:10.240]   despite our own inadequacy, because we know that God is with us.
[00:32:10.240 --> 00:32:22.240]   [NON-ENGLISH SPEECH]
[00:32:22.240 --> 00:32:24.240]   So let's pray together.
[00:32:24.240 --> 00:32:26.240]   [NON-ENGLISH SPEECH]
[00:32:27.240 --> 00:32:33.240]   Thank you for being a God who is with us, who is in us, and who is for us.
[00:32:33.240 --> 00:32:40.240]   [NON-ENGLISH SPEECH]
[00:32:40.240 --> 00:32:48.240]   In areas of my life where my fear is greater than my faith, give me the strength to overcome these fears.
[00:32:49.240 --> 00:32:58.240]   [NON-ENGLISH SPEECH]
[00:32:58.240 --> 00:33:04.240]   And teach me to move from a life of fear into a life of faith in you, Lord.
[00:33:04.240 --> 00:33:10.240]   [NON-ENGLISH SPEECH]
[00:33:10.240 --> 00:33:12.240]   And in your name we pray.
[00:33:12.240 --> 00:33:18.240]   [NON-ENGLISH SPEECH]
[00:33:19.240 --> 00:33:21.240]   All right. Thank you all for joining us today.
[00:33:21.240 --> 00:33:24.240]   We have some refreshment thanks to Carol, I think.
[00:33:24.240 --> 00:33:32.240]   So, yeah, feel free to stay around and have some community time, fellowship time.
[00:33:32.240 --> 00:33:44.240]   [NON-ENGLISH SPEECH]
[00:33:45.240 --> 00:33:47.820]   (gentle music)
[00:33:47.820 --> 00:33:50.400]   (gentle music)

