
[00:00:00.000 --> 00:00:14.600]  現在時間是開咪,同工同老師都可以一起分享一下
[00:23:21.400 --> 00:23:25.720]  所以本身整個課程的系統也有少許分別
[00:23:25.720 --> 00:23:31.160]  所以你可以想像,如果同時間在修讀延伸課程
[00:23:31.160 --> 00:23:33.160]  同時間在修讀研究院課程
[00:23:33.160 --> 00:23:39.480]  延伸的修讀期限是比較彈性一點的,以我所知
[00:23:39.480 --> 00:23:45.640]  你就可以看看怎樣去編排自己的時間去讀
[00:23:45.640 --> 00:23:48.680]  你覺得對你有幫助和需要的東西
[00:23:48.680 --> 00:23:50.680]  好,我明白,謝謝
[00:23:50.680 --> 00:23:54.040]  我想插一插嘴,可以嗎?Alex
[00:23:54.040 --> 00:23:56.040]  可以,請
[00:23:56.040 --> 00:23:59.080]  因為我覺得這是一個很重要的問題
[00:23:59.080 --> 00:24:03.560]  因為很多同學可能也讀過《心境之道》或是《延伸》
[00:24:03.560 --> 00:24:07.560]  再具體一點,就是《延伸部》你會發現入學資格
[00:24:07.560 --> 00:24:11.400]  教會有一個目者知道你在修讀延伸課程
[00:24:11.400 --> 00:24:15.880]  然後我會教《延伸部》,兩個學分的科目
[00:24:15.880 --> 00:24:22.600]  功課就是你寫一千字,一板紙去交就可以了
[00:24:22.600 --> 00:24:27.800]  但是研究院的課程,如果你進來DeepCS
[00:24:27.800 --> 00:24:30.440]  你會看到入學這麼多要求
[00:24:30.440 --> 00:24:38.600]  因為這是一個全球認證的課程
[00:24:38.600 --> 00:24:40.600]  研究院所有科目都是這樣
[00:24:40.600 --> 00:24:44.200]  所以入學需要有學士學位
[00:24:44.200 --> 00:24:48.760]  或者可能你只能夠讀成為成人學生
[00:24:48.760 --> 00:24:50.760]  才能繼續進深
[00:24:50.760 --> 00:24:55.400]  而你來到讀一個科目,譬如三個學分
[00:24:55.400 --> 00:25:00.680]  你會有看大概四百多頁書的要求
[00:25:00.680 --> 00:25:03.400]  有兩至三個功課
[00:25:03.400 --> 00:25:09.400]  寫一張文章,可能是四千字
[00:25:09.400 --> 00:25:12.440]  一個書評可能是二千字
[00:25:12.440 --> 00:25:16.440]  聽起來你也知道很不一樣
[00:25:16.440 --> 00:25:20.680]  同學也有一條問題擔心能否讀到
[00:25:20.680 --> 00:25:24.600]  剛才我也嘗試在影片中解答這個問題
[00:25:24.600 --> 00:25:29.400]  其實入學的過程
[00:25:29.400 --> 00:25:33.800]  同工也有很多老師跟你一起去設計
[00:25:33.800 --> 00:25:40.280]  究竟是否這個時候或方式去進修神學
[00:25:40.280 --> 00:25:43.000]  所以大家一起祈禱、一起洞察
[00:25:43.000 --> 00:25:46.920]  我也想提一點,你來報讀
[00:25:46.920 --> 00:25:49.560]  你未必會收的
[00:25:49.560 --> 00:25:54.360]  如果不收,你不要覺得太過失望
[00:25:54.360 --> 00:25:57.320]  因為可能我們不收的原因
[00:25:57.320 --> 00:26:01.640]  只是在這個時間,未必是合適的時間
[00:26:01.640 --> 00:26:04.760]  又或者未必是忠神的課程
[00:26:04.760 --> 00:26:09.000]  所以在這個過程當中
[00:26:09.000 --> 00:26:14.200]  老師和申請人也一起去設計
[00:26:14.200 --> 00:26:18.680]  去察驗究竟是否合適的裝備
[00:26:18.680 --> 00:26:22.040]  所以大家要有心理準備
[00:26:22.040 --> 00:26:27.320]  來到讀兼職,跟你在讀研修部很不同
[00:26:27.320 --> 00:26:31.160]  但是我發現我們在讀兼職的同學
[00:26:31.160 --> 00:26:34.760]  也很享受這個很辛苦的功課的過程
[00:26:34.760 --> 00:26:38.680]  因為真的學到一些你只看書是學不到的東西
[00:26:38.680 --> 00:26:42.120]  多謝Gin 老師
[00:26:42.120 --> 00:26:49.880]  時間關係,其實今天的Zoom的部分
[00:26:49.880 --> 00:26:52.120]  差不多到尾聲了
[00:26:52.120 --> 00:26:59.960]  也回應一下很怕應付不了很久沒有上課的情況
[00:26:59.960 --> 00:27:03.080]  我們的確有不少同學
[00:27:03.080 --> 00:27:05.880]  一開始進來的時候有這個擔憂
[00:27:05.880 --> 00:27:09.880]  不過我們聽了很多見證、分享
[00:27:09.880 --> 00:27:12.120]  恩典是舊用
[00:27:12.120 --> 00:27:15.960]  我們也很欣賞各位電影姐妹
[00:27:15.960 --> 00:27:18.440]  在這個艱難的時間裡面
[00:27:18.440 --> 00:27:21.480]  面對這麼多工作、環境的變化
[00:27:21.480 --> 00:27:28.040]  依然很衷心想去盡心自己信仰的認識
[00:27:28.040 --> 00:27:32.360]  以致可以去服侍教會、服侍身邊的群體
[00:27:32.360 --> 00:27:38.920]  所以我們多多為這個課程和自己去禱告
[00:27:38.920 --> 00:27:43.480]  希望接下來看到大家的報名
[00:27:43.480 --> 00:27:47.880]  如果有其他問題、詢問的話
[00:27:47.880 --> 00:27:53.960]  現在螢幕上應該還是看到電郵和電話
[00:27:53.960 --> 00:27:57.480]  可以再個別來問你想問的問題
[00:27:57.480 --> 00:28:01.480]  今天也多謝老師和同工的參與
[00:28:01.480 --> 00:28:04.520]  也多謝大家的參與
[00:28:04.520 --> 00:28:05.800]  今天就來到這裡
[00:28:05.800 --> 00:28:08.920]  祝福大家願主來到次平安
[00:28:08.920 --> 00:28:09.960]  多謝大家
[00:28:09.960 --> 00:28:13.960]  (字幕由 Amara.org 社群提供)
[00:28:13.960 --> 00:28:19.960]  (感謝支持 Amara.org 社群的支持)

