
[00:00:00.000 --> 00:00:13.260]  好 很多謝劉德強先生 Felix 的精彩的講解
[00:19:12.380 --> 00:19:14.380]  而是關係的破裂
[00:19:14.380 --> 00:19:17.380]  所以來到下面
[00:19:17.380 --> 00:19:19.380]  人類,我們做人
[00:19:19.380 --> 00:19:22.380]  操練境權和美德
[00:19:22.380 --> 00:19:27.380]  其實比發展科技去操控世界更加重要
[00:19:27.380 --> 00:19:30.380]  或者當我們用AI的時候
[00:19:30.380 --> 00:19:33.380]  很想做事做得快點,方便一點
[00:19:33.380 --> 00:19:36.380]  但可能更加要問的問題是
[00:19:36.380 --> 00:19:38.380]  當我們用了AI
[00:19:38.380 --> 00:19:41.380]  是否能夠改善我們和身邊的人的關係呢?
[00:19:41.380 --> 00:19:45.380]  還是令我們和身邊的人更加差呢?
[00:19:45.380 --> 00:19:49.380]  同樣問題可能都在問我們用很多社交媒體
[00:19:49.380 --> 00:19:52.380]  有很多社交媒體究竟是改善了我們和身邊的人的關係
[00:19:52.380 --> 00:19:54.380]  還是變差了呢?
[00:19:54.380 --> 00:19:56.380]  這些都是我們要問的問題
[00:19:56.380 --> 00:20:00.380]  今天有很多人問
[00:20:00.380 --> 00:20:06.380]  當AI出現,我如何能夠創造一個更好的AI新世界呢?
[00:20:06.380 --> 00:20:08.380]  不過基督教信仰教我們問
[00:20:08.380 --> 00:20:11.380]  我們更渴望和甚麼人去生活
[00:20:11.380 --> 00:20:13.380]  甚麼人去相處呢?
[00:20:13.380 --> 00:20:18.380]  其實想想,人類歷史裡絕大部分時間都沒有AI
[00:20:18.380 --> 00:20:22.380]  沒有手提電話,沒有Wi-Fi,沒有Internet
[00:20:22.380 --> 00:20:24.380]  不過今天我們有這些東西
[00:20:24.380 --> 00:20:27.380]  是否比以前的人更加滿足快樂呢?
[00:20:27.380 --> 00:20:32.380]  我們今天做人是否比以前的人更加有意義,更加有動力呢?
[00:20:32.380 --> 00:20:35.380]  這些是當我們進入AI新世界裡
[00:20:35.380 --> 00:20:37.380]  一定要想清楚的問題
[00:20:37.380 --> 00:20:39.380]  這是我的回應
[00:20:39.380 --> 00:20:51.380]  (音樂)

