
[00:00:00.000 --> 00:00:02.520]  在詩篇23篇
[00:19:28.400 --> 00:19:31.400]  剛才大家聽到施班的獻詩
[00:19:31.400 --> 00:19:32.200]  一邊聽的時候
[00:19:32.200 --> 00:19:34.200]  我心就一邊想
[00:19:34.200 --> 00:19:35.600]  神啊你是我的力量
[00:19:35.600 --> 00:19:37.600]  我何須懼怕
[00:19:37.600 --> 00:19:39.600]  神啊你是我的幫助
[00:19:39.600 --> 00:19:42.600]  我何須要膽戰
[00:19:42.600 --> 00:19:44.800]  在生活上有很多不同的挑戰
[00:19:44.800 --> 00:19:46.800]  知道神是我的力量
[00:19:46.800 --> 00:19:50.800]  我就可以放心向前行
[00:19:50.800 --> 00:19:53.600]  這個人他是有福的
[00:19:53.600 --> 00:19:54.600]  所以聖經就說
[00:19:54.600 --> 00:19:58.400]  「靠你有力量心中嚮往石安大道的
[00:19:58.400 --> 00:20:02.600]  這人便為有福」
[00:20:02.600 --> 00:20:03.400]  我們再看
[00:20:03.400 --> 00:20:05.800]  聖經再講第三個福
[00:20:05.800 --> 00:20:08.400]  你再讀到最後第十二節
[00:20:08.400 --> 00:20:10.400]  大家一起讀好嗎
[00:20:10.400 --> 00:20:12.800]  耶穌之耶和華啊
[00:20:12.800 --> 00:20:16.200]  依靠你的人便為有福
[00:20:16.200 --> 00:20:17.800]  真正有福的人
[00:20:17.800 --> 00:20:21.400]  是那些懂得去依靠上帝的人
[00:20:21.400 --> 00:20:22.800]  去信靠上帝
[00:20:22.800 --> 00:20:24.600]  無論一切的處境
[00:20:24.600 --> 00:20:28.400]  去渴慕去尋求神
[00:20:28.400 --> 00:20:30.800]  渴慕去依靠祂
[00:20:30.800 --> 00:20:33.600]  祂得著一切的福氣
[00:20:33.600 --> 00:20:35.200]  然後聖經裏面提到
[00:20:35.200 --> 00:20:37.800]  在第十節
[00:20:37.800 --> 00:20:40.600]  祂說「住在你的殿宇當中一日
[00:20:40.600 --> 00:20:44.200]  勝過在其他地方住千日
[00:20:44.200 --> 00:20:47.200]  寧可在我的神殿中開門
[00:20:47.200 --> 00:20:49.800]  一些微小的職份
[00:20:49.800 --> 00:20:54.000]  但不願住在惡人的帳幕裏
[00:20:54.000 --> 00:20:59.400]  不願住在那些惡人的華麗的帳篷裏面」
[00:20:59.400 --> 00:21:02.800]  一個很清楚的對比
[00:21:02.800 --> 00:21:05.200]  我記得有一次看到一位牧者
[00:21:05.200 --> 00:21:09.600]  將《至聖經》一些小小的意義來表達
[00:21:09.600 --> 00:21:13.600]  他說「能夠與神同行一日
[00:21:13.600 --> 00:21:17.800]  比起我去最美麗的海灘
[00:21:17.800 --> 00:21:20.000]  清澈的海水
[00:21:20.000 --> 00:21:21.600]  燦爛的陽光
[00:21:21.600 --> 00:21:26.200]  在那裏度假千日更加好」
[00:21:26.200 --> 00:21:29.200]  他說「寧願我在神的裏面
[00:21:29.200 --> 00:21:31.600]  住在神的殿當中
[00:21:31.600 --> 00:21:35.200]  一個很微小的職份去服侍祂
[00:21:35.200 --> 00:21:39.800]  比起我去到一個最高級的酒店
[00:21:39.800 --> 00:21:42.000]  享受豪宴
[00:21:42.000 --> 00:21:48.000]  被尊為最尊貴的嘉賓更寶貴」
[00:21:48.000 --> 00:21:48.800]  各位靈性姐妹
[00:21:48.800 --> 00:21:52.800]  沒錯很多事情在世界上都會叫我們有滿足
[00:21:52.800 --> 00:21:55.200]  但當你去明白
[00:21:55.200 --> 00:21:57.000]  唯有在主的裏面
[00:21:57.000 --> 00:22:00.000]  你會得到真正的滿足的時候
[00:22:00.000 --> 00:22:03.400]  你就不會介意你有沒有那些的滿足
[00:22:03.400 --> 00:22:08.800]  而是因為你有主在你的裏面
[00:22:08.800 --> 00:22:11.400]  我簡單講一件事情
[00:22:11.400 --> 00:22:15.000]  我記得有一次我自己要去南美
[00:22:15.000 --> 00:22:19.200]  智利開一個特別的宣道會大會
[00:22:19.200 --> 00:22:21.200]  我當時都頗掛心
[00:22:21.200 --> 00:22:23.600]  因為要飛二十多個小時的飛機
[00:22:23.600 --> 00:22:25.200]  很長的程
[00:22:25.200 --> 00:22:27.200]  一路飛的時候去到紐約
[00:22:27.200 --> 00:22:29.400]  已經是十五六個小時很累
[00:22:29.400 --> 00:22:30.600]  但已經去到晚上
[00:22:30.600 --> 00:22:33.600]  我要搏另一班飛機去智利
[00:22:33.600 --> 00:22:36.000]  但飛機遲了一個多小時
[00:22:36.000 --> 00:22:37.000]  然後我很緊張
[00:22:37.000 --> 00:22:37.600]  就清關
[00:22:37.600 --> 00:22:40.200]  然後跑去閘口
[00:22:40.200 --> 00:22:43.000]  去到的時候見到一位空中小姐
[00:22:43.000 --> 00:22:44.000]  她說不用跑了
[00:22:44.000 --> 00:22:46.800]  關上門
[00:22:46.800 --> 00:22:48.200]  櫃位的輸送帶
[00:22:48.200 --> 00:22:51.200]  行李輸送帶都關了
[00:22:51.200 --> 00:22:55.000]  我看著她很失望
[00:22:55.000 --> 00:22:56.800]  但突然間她就說
[00:22:56.800 --> 00:23:01.000]  不要緊我們會供應酒店給你住一晚
[00:23:01.000 --> 00:23:02.600]  因為你飛機遲了
[00:23:02.600 --> 00:23:04.200]  不關你的事
[00:23:04.200 --> 00:23:05.400]  我說這樣嗎
[00:23:05.400 --> 00:23:06.400]  好吧
[00:23:06.400 --> 00:23:08.400]  沒有其他選擇我就住一晚
[00:23:08.400 --> 00:23:10.400]  竟然有一間很舒適的酒店
[00:23:10.400 --> 00:23:12.800]  早上吃一個很好的早餐
[00:23:12.800 --> 00:23:15.400]  然後回到這個櫃位
[00:23:15.400 --> 00:23:19.200]  見到同一位空中小姐
[00:23:19.200 --> 00:23:20.000]  她見到我
[00:23:20.000 --> 00:23:21.800]  是你嗎
[00:23:21.800 --> 00:23:23.200]  昨晚趕不到飛機
[00:23:23.200 --> 00:23:24.000]  不要緊
[00:23:24.000 --> 00:23:30.200]  今天給你一個商務客位
[00:23:30.200 --> 00:23:30.800]  我突然間
[00:23:30.800 --> 00:23:32.800]  意想不到一段很舒服的旅程
[00:23:32.800 --> 00:23:35.800]  就去到智利
[00:23:35.800 --> 00:23:37.600]  但在旅程裏面我突然間想
[00:23:37.600 --> 00:23:39.800]  當初為何這麼緊張
[00:23:39.800 --> 00:23:41.600]  一路跑一路趕
[00:23:41.600 --> 00:23:43.600]  拿著行李的時候
[00:23:43.600 --> 00:23:46.400]  心很焦慮
[00:23:46.400 --> 00:23:48.200]  我想其實神都不想我這麼急
[00:23:48.200 --> 00:23:52.000]  其實我都不一定這麼早去到智利
[00:23:52.000 --> 00:23:54.200]  神似乎更加願意我
[00:23:54.200 --> 00:23:56.000]  你放心休息一下
[00:23:56.000 --> 00:23:58.200]  然後再上路
[00:23:58.200 --> 00:23:59.800]  但我不喜歡
[00:23:59.800 --> 00:24:02.400]  我想快點上路
[00:24:02.400 --> 00:24:04.400]  但神給我一個很特別的
[00:24:04.400 --> 00:24:06.000]  舒適的旅程
[00:24:06.000 --> 00:24:07.400]  但最重要的都不是旅程
[00:24:07.400 --> 00:24:09.200]  我再想起的時候
[00:24:09.200 --> 00:24:12.400]  體會到上帝在我人生的旅程
[00:24:12.400 --> 00:24:14.600]  祂是與我同在
[00:24:14.600 --> 00:24:17.600]  祂大事小事看顧著我
[00:24:17.600 --> 00:24:21.000]  我為何要焦慮
[00:24:21.000 --> 00:24:22.600]  在祂的裏面
[00:24:22.600 --> 00:24:24.600]  在祂的聖殿中
[00:24:24.600 --> 00:24:27.000]  是最美善
[00:24:27.000 --> 00:24:29.800]  是最美好
[00:24:29.800 --> 00:24:30.800]  而上帝更加說
[00:24:30.800 --> 00:24:34.400]  祂不會留下一樣好處不給你
[00:24:34.400 --> 00:24:36.000]  在《成經》下是說
[00:24:36.000 --> 00:24:38.000]  祂是日頭
[00:24:38.000 --> 00:24:41.800]  亦意味著祂是一切恩典的來源
[00:24:41.800 --> 00:24:42.800]  祂是盾牌
[00:24:42.800 --> 00:24:45.600]  是我們最重要的保障
[00:24:45.600 --> 00:24:47.600]  祂要賜下恩惠
[00:24:47.600 --> 00:24:51.000]  和真正的光彩
[00:24:51.000 --> 00:24:54.000]  你尋求很多地上的光彩
[00:24:54.000 --> 00:24:57.800]  不如上帝給你的真正的榮耀
[00:24:57.800 --> 00:24:58.800]  而且祂允許
[00:24:58.800 --> 00:25:01.000]  祂未嘗留下一樣好處
[00:25:01.000 --> 00:25:04.400]  不給那些行動正直的人
[00:25:04.400 --> 00:25:05.800]  行動正直
[00:25:05.800 --> 00:25:07.200]  亦意味著那些人
[00:25:07.200 --> 00:25:08.400]  當他們心裏渴慕
[00:25:08.400 --> 00:25:11.000]  一路與神同行的時候
[00:25:11.000 --> 00:25:15.400]  他們不會想行在黑暗的路上
[00:25:15.400 --> 00:25:17.400]  因為在黑暗中
[00:25:17.400 --> 00:25:21.000]  他們會與神隔離
[00:25:21.000 --> 00:25:23.000]  人心裏渴慕神
[00:25:23.000 --> 00:25:25.200]  亦略心出現一種力量
[00:25:25.200 --> 00:25:27.400]  行在光明中
[00:25:27.400 --> 00:25:30.400]  行在神的心意裏
[00:25:30.400 --> 00:25:32.000]  而神就允許
[00:25:32.000 --> 00:25:34.200]  祂不會留下一樣好處
[00:25:34.200 --> 00:25:38.600]  不給那些行動正直的人
[00:25:38.600 --> 00:25:41.000]  那些渴慕神的人
[00:25:41.000 --> 00:25:42.400]  因此他們得到的
[00:25:42.400 --> 00:25:44.800]  是最大的祝福
[00:25:44.800 --> 00:25:46.800]  是一切的祝福
[00:25:46.800 --> 00:25:48.400]  所以去到十二節
[00:25:48.400 --> 00:25:51.800]  詩人就帶著一種滿足的心情說
[00:25:51.800 --> 00:25:53.800]  萬鈞的耶和華
[00:25:53.800 --> 00:25:55.600]  倚靠你的人
[00:25:55.600 --> 00:25:59.000]  便為有福
[00:25:59.000 --> 00:26:03.400]  真正得到福氣的關鍵
[00:26:03.400 --> 00:26:06.000]  或者說那條約時
[00:26:06.000 --> 00:26:09.400]  就是在一切的情況之下
[00:26:09.400 --> 00:26:12.000]  順靠神
[00:26:12.000 --> 00:26:15.600]  你就必蒙福
[00:26:15.600 --> 00:26:17.000]  在新年的時候
[00:26:17.000 --> 00:26:19.400]  很多人都告訴你
[00:26:19.400 --> 00:26:22.200]  很多地方可以給你福氣
[00:26:22.200 --> 00:26:23.600]  為你求福
[00:26:23.600 --> 00:26:24.600]  告訴你
[00:26:24.600 --> 00:26:26.600]  你得到誰誰看起你
[00:26:26.600 --> 00:26:30.200]  你就有前途了
[00:26:30.200 --> 00:26:31.800]  真正的福氣
[00:26:31.800 --> 00:26:33.800]  不是誰看起你
[00:26:33.800 --> 00:26:36.200]  是你在神的裏面
[00:26:36.200 --> 00:26:38.200]  你順靠祂
[00:26:38.200 --> 00:26:41.000]  你得到真正的福氣
[00:26:41.000 --> 00:26:43.400]  我們一起來祈禱

