
[00:00:00.000 --> 00:00:07.000]  我估計大多數人都坐過飛機
[00:24:23.000 --> 00:24:25.000]  所以和第一點有關
[00:24:25.000 --> 00:24:27.000]  神拯救我
[00:24:27.000 --> 00:24:29.000]  有苦難
[00:24:29.000 --> 00:24:31.000]  不過
[00:24:31.000 --> 00:24:33.000]  神仍然在今天
[00:24:33.000 --> 00:24:35.000]  透過祂的挑選
[00:24:35.000 --> 00:24:37.000]  呼召
[00:24:37.000 --> 00:24:39.000]  讓我們能夠敬虔篤日
[00:24:39.000 --> 00:24:41.000]  為的是彰顯上帝的榮美
[00:24:41.000 --> 00:24:44.000]  即使在最困難的時候
[00:24:46.000 --> 00:24:48.000]  身份帶來使命
[00:24:48.000 --> 00:24:50.000]  身份也帶來行動
[00:24:50.000 --> 00:24:52.000]  我們的行動是這樣的
[00:24:52.000 --> 00:24:54.000]  我們不單止在教會牧養
[00:24:54.000 --> 00:24:56.000]  我們也有呼應的使命
[00:24:56.000 --> 00:24:57.000]  全場福音
[00:24:57.000 --> 00:24:59.000]  這個也是宣道會的精神
[00:24:59.000 --> 00:25:01.000]  在公子會
[00:25:01.000 --> 00:25:02.000]  不要忘記
[00:25:02.000 --> 00:25:03.000]  每個月有街頭報道
[00:25:03.000 --> 00:25:05.000]  12月又是聖誕節
[00:25:05.000 --> 00:25:07.000]  全獨部又舉行聖誕節報道會
[00:25:07.000 --> 00:25:09.000]  很快的
[00:25:09.000 --> 00:25:10.000]  現在八月尾
[00:25:10.000 --> 00:25:12.000]  還有四個月
[00:25:12.000 --> 00:25:14.000]  準備好了沒有
[00:25:14.000 --> 00:25:16.000]  我們也希望
[00:25:16.000 --> 00:25:18.000]  今天開始為我們
[00:25:18.000 --> 00:25:20.000]  微信的親友祈禱
[00:25:20.000 --> 00:25:22.000]  也在這個時機
[00:25:22.000 --> 00:25:24.000]  邀請他們來到我們
[00:25:24.000 --> 00:25:26.000]  教會當中
[00:25:26.000 --> 00:25:28.000]  聽一個很貴的福音
[00:25:28.000 --> 00:25:30.000]  同樣地
[00:25:30.000 --> 00:25:31.000]  第三點
[00:25:31.000 --> 00:25:32.000]  除了神拯救
[00:25:32.000 --> 00:25:33.000]  神呼召之外
[00:25:33.000 --> 00:25:35.000]  神也是懲罰的神
[00:25:35.000 --> 00:25:37.000]  第十三節
[00:25:37.000 --> 00:25:39.000]  保羅告訴
[00:25:39.000 --> 00:25:41.000]  琴海派聽
[00:25:41.000 --> 00:25:43.000]  相對於敬業道的人
[00:25:43.000 --> 00:25:45.000]  有一批惡人
[00:25:45.000 --> 00:25:47.000]  這批惡人
[00:25:47.000 --> 00:25:49.000]  也走向一個方向
[00:25:49.000 --> 00:25:51.000]  這個方向
[00:25:51.000 --> 00:25:53.000]  他們有進程
[00:25:53.000 --> 00:25:57.000]  不過和敬業道人的方向
[00:25:57.000 --> 00:25:59.000]  剛剛相反
[00:25:59.000 --> 00:26:01.000]  他們越來越差
[00:26:01.000 --> 00:26:03.000]  二章十六節
[00:26:03.000 --> 00:26:05.000]  和大學書二章十六節說
[00:26:05.000 --> 00:26:07.000]  這等人必進到更不敬業的地步
[00:26:07.000 --> 00:26:09.000]  越來越偏離
[00:26:09.000 --> 00:26:11.000]  上帝的軌跡
[00:26:11.000 --> 00:26:13.000]  保羅用了兩個
[00:26:13.000 --> 00:26:15.000]  分詞
[00:26:15.000 --> 00:26:17.000]  形容這批人
[00:26:17.000 --> 00:26:19.000]  同一個字
[00:26:19.000 --> 00:26:21.000]  兩個故詞
[00:26:21.000 --> 00:26:23.000]  Deceiving and being deceived
[00:26:23.000 --> 00:26:25.000]  騙人也騙自己
[00:26:25.000 --> 00:26:27.000]  這批人
[00:26:27.000 --> 00:26:29.000]  去騙人
[00:26:29.000 --> 00:26:31.000]  好像上一節說的
[00:26:31.000 --> 00:26:33.000]  三分一字
[00:26:33.000 --> 00:26:35.000]  這批人去騙人
[00:26:35.000 --> 00:26:37.000]  但他們所說的話
[00:26:37.000 --> 00:26:39.000]  所教導的言行舉動
[00:26:39.000 --> 00:26:41.000]  是在騙自己
[00:26:41.000 --> 00:26:45.000]  好像在馬達方十五章十四節
[00:26:45.000 --> 00:26:47.000]  耶穌對法利賽人說
[00:26:47.000 --> 00:26:49.000]  他們是黑眼領路
[00:26:49.000 --> 00:26:53.000]  兩個
[00:26:53.000 --> 00:26:55.000]  前面那個
[00:26:55.000 --> 00:26:57.000]  帶著後面那個
[00:26:57.000 --> 00:26:59.000]  都是盲的
[00:26:59.000 --> 00:27:01.000]  但兩個都叫做黑眼領路
[00:27:01.000 --> 00:27:03.000]  心軟
[00:27:03.000 --> 00:27:05.000]  黑子領路
[00:27:05.000 --> 00:27:07.000]  他們每天都打開一面屎
[00:27:07.000 --> 00:27:09.000]  或者是
[00:27:09.000 --> 00:27:11.000]  傳播媒體
[00:27:11.000 --> 00:27:13.000]  社交平台
[00:27:13.000 --> 00:27:15.000]  這個世界只會越來越差
[00:27:15.000 --> 00:27:17.000]  就是
[00:27:17.000 --> 00:27:19.000]  我猜戰爭
[00:27:19.000 --> 00:27:21.000]  什麼時候如何和平
[00:27:21.000 --> 00:27:23.000]  我都不知道
[00:27:23.000 --> 00:27:25.000]  每天看家沙那裡的
[00:27:25.000 --> 00:27:29.000]  兒童的饑荒程度
[00:27:29.000 --> 00:27:31.000]  真的很難想像
[00:27:31.000 --> 00:27:33.000]  這個世界是
[00:27:33.000 --> 00:27:35.000]  是這樣
[00:27:35.000 --> 00:27:37.000]  在那一天
[00:27:37.000 --> 00:27:39.000]  就正正
[00:27:39.000 --> 00:27:41.000]  到那一天
[00:27:41.000 --> 00:27:43.000]  神的英雄
[00:27:43.000 --> 00:27:45.000]  他會榮耀得勝
[00:27:45.000 --> 00:27:47.000]  就是在來
[00:27:47.000 --> 00:27:49.000]  正正因為那一天
[00:27:49.000 --> 00:27:51.000]  為什麼
[00:27:51.000 --> 00:27:53.000]  保羅提摩泰
[00:27:53.000 --> 00:27:55.000]  而不鎖教會
[00:27:55.000 --> 00:27:57.000]  或者查尊家
[00:27:57.000 --> 00:27:59.000]  要立志
[00:27:59.000 --> 00:28:01.000]  競乾道日宣講福音
[00:28:01.000 --> 00:28:03.000]  正正有原因
[00:28:03.000 --> 00:28:05.000]  那一天
[00:28:05.000 --> 00:28:07.000]  就是審判日子
[00:28:07.000 --> 00:28:09.000]  公義地
[00:28:09.000 --> 00:28:11.000]  無論是義人罪人惡人
[00:28:11.000 --> 00:28:13.000]  一樣的審判
[00:28:13.000 --> 00:28:15.000]  正正因為這樣的時候
[00:28:15.000 --> 00:28:17.000]  我們更加要
[00:28:17.000 --> 00:28:19.000]  為那些失喪的靈魂
[00:28:19.000 --> 00:28:21.000]  黑眼的
[00:28:21.000 --> 00:28:23.000]  去傳播音
[00:28:23.000 --> 00:28:25.000]  明白嗎
[00:28:25.000 --> 00:28:27.000]  不單止說神是救我們
[00:28:27.000 --> 00:28:29.000]  不單止說
[00:28:29.000 --> 00:28:31.000]  我們的身份使命
[00:28:31.000 --> 00:28:33.000]  我們這些惡人
[00:28:33.000 --> 00:28:35.000]  這些惡人不好
[00:28:35.000 --> 00:28:37.000]  但是
[00:28:37.000 --> 00:28:39.000]  是惡者
[00:28:39.000 --> 00:28:41.000]  不防備他們
[00:28:41.000 --> 00:28:43.000]  心眼靈
[00:28:43.000 --> 00:28:45.000]  以致見不到耶穌基督
[00:28:45.000 --> 00:28:47.000]  榮耀的光
[00:28:47.000 --> 00:28:49.000]  我們今天就要努力
[00:28:49.000 --> 00:28:51.000]  好好地珍惜機會
[00:28:51.000 --> 00:28:53.000]  為我們未信的親友祈禱
[00:28:53.000 --> 00:28:55.000]  以致他們
[00:28:55.000 --> 00:28:57.000]  和我們得到同一方的好處
[00:28:57.000 --> 00:28:59.000]  我講過這個故事
[00:28:59.000 --> 00:29:01.000]  不過
[00:29:01.000 --> 00:29:03.000]  這個故事
[00:29:03.000 --> 00:29:05.000]  有一個故事
[00:29:05.000 --> 00:29:07.000]  在上世紀50年代
[00:29:07.000 --> 00:29:09.000]  有五個年青人
[00:29:09.000 --> 00:29:11.000]  二十幾歲
[00:29:11.000 --> 00:29:13.000]  樂智的
[00:29:13.000 --> 00:29:15.000]  去阿瓜多爾
[00:29:15.000 --> 00:29:17.000]  去宣教
[00:29:17.000 --> 00:29:19.000]  你聽過這個故事
[00:29:19.000 --> 00:29:21.000]  他們去一個
[00:29:21.000 --> 00:29:23.000]  很偏僻的
[00:29:23.000 --> 00:29:25.000]  原居民
[00:29:25.000 --> 00:29:27.000]  原住民那裏
[00:29:27.000 --> 00:29:29.000]  布洛村莊
[00:29:29.000 --> 00:29:31.000]  傳福音
[00:29:31.000 --> 00:29:33.000]  他們去傳福音
[00:29:33.000 --> 00:29:35.000]  想了很多策略
[00:29:35.000 --> 00:29:37.000]  我曾經講過
[00:29:37.000 --> 00:29:39.000]  他們有些小型飛機
[00:29:39.000 --> 00:29:41.000]  將當地的
[00:29:41.000 --> 00:29:47.000]  民族的圖像
[00:29:47.000 --> 00:29:49.000]  派遣單審他們
[00:29:49.000 --> 00:29:51.000]  聽他們
[00:29:51.000 --> 00:29:53.000]  用很多方法傳福音
[00:29:53.000 --> 00:29:55.000]  但今天我想講的
[00:29:55.000 --> 00:29:57.000]  這個故事
[00:29:57.000 --> 00:29:59.000]  他們這五個人
[00:29:59.000 --> 00:30:01.000]  在1956年08號
[00:30:01.000 --> 00:30:03.000]  五個被當地的原住民
[00:30:03.000 --> 00:30:05.000]  和當地的
[00:30:05.000 --> 00:30:07.000]  土著的長毛
[00:30:07.000 --> 00:30:09.000]  五個都被刺死在沙灘上
[00:30:09.000 --> 00:30:11.000]  五個都死了
[00:30:11.000 --> 00:30:13.000]  不過
[00:30:13.000 --> 00:30:15.000]  有一個疑問
[00:30:15.000 --> 00:30:17.000]  因為後來
[00:30:21.000 --> 00:30:23.000]  因為失聯了很久
[00:30:23.000 --> 00:30:25.000]  所以那些人
[00:30:25.000 --> 00:30:27.000]  去到他們的地方
[00:30:27.000 --> 00:30:29.000]  找他們
[00:30:29.000 --> 00:30:31.000]  找到他們的時候
[00:30:31.000 --> 00:30:33.000]  就知道其實他們有手槍
[00:30:33.000 --> 00:30:35.000]  每個都有
[00:30:35.000 --> 00:30:37.000]  現在據報道
[00:30:37.000 --> 00:30:39.000]  其中最少有一個
[00:30:39.000 --> 00:30:41.000]  是拿著手槍的時候
[00:30:41.000 --> 00:30:43.000]  向天發了一槍
[00:30:43.000 --> 00:30:45.000]  因為你不知道
[00:30:45.000 --> 00:30:47.000]  手槍有子彈
[00:30:47.000 --> 00:30:49.000]  他們是這樣
[00:30:49.000 --> 00:30:51.000]  有人就問
[00:30:51.000 --> 00:30:53.000]  為什麼這五個年青人
[00:30:53.000 --> 00:30:55.000]  每一個都有手槍
[00:30:55.000 --> 00:30:57.000]  竟然見到
[00:30:57.000 --> 00:30:59.000]  這些原住民拿著長毛
[00:30:59.000 --> 00:31:01.000]  衝過去殺他們的時候
[00:31:01.000 --> 00:31:03.000]  為什麼他們不自衛開槍
[00:31:03.000 --> 00:31:05.000]  以致
[00:31:05.000 --> 00:31:07.000]  保住性命
[00:31:07.000 --> 00:31:09.000]  這個就是疑問
[00:31:09.000 --> 00:31:11.000]  原來他們這五個人
[00:31:11.000 --> 00:31:13.000]  他們從
[00:31:13.000 --> 00:31:15.000]  他們
[00:31:15.000 --> 00:31:17.000]  後來發覺
[00:31:17.000 --> 00:31:19.000]  在一些記錄當中
[00:31:19.000 --> 00:31:21.000]  原來這五個人早就有了協議
[00:31:21.000 --> 00:31:23.000]  早就有了協議
[00:31:23.000 --> 00:31:25.000]  就是他們
[00:31:25.000 --> 00:31:27.000]  當去到
[00:31:27.000 --> 00:31:29.000]  這些階段的時候
[00:31:29.000 --> 00:31:31.000]  他們不會用槍
[00:31:31.000 --> 00:31:33.000]  攻擊原住民
[00:31:33.000 --> 00:31:35.000]  早就有了協議
[00:31:35.000 --> 00:31:37.000]  不是他們反應慢
[00:31:37.000 --> 00:31:39.000]  或者他們不會拿槍
[00:31:39.000 --> 00:31:41.000]  為什麼呢
[00:31:41.000 --> 00:31:43.000]  原來寫了有兩大原因
[00:31:43.000 --> 00:31:45.000]  第一
[00:31:45.000 --> 00:31:47.000]  若有人要跟從我
[00:31:47.000 --> 00:31:49.000]  就當寫起
[00:31:49.000 --> 00:31:51.000]  背起他的十字架
[00:31:51.000 --> 00:31:53.000]  來跟從我
[00:31:53.000 --> 00:31:55.000]  所以這五個年青人
[00:31:55.000 --> 00:31:57.000]  他們跟從耶穌基督
[00:31:57.000 --> 00:31:59.000]  他們知道
[00:31:59.000 --> 00:32:01.000]  他們正在過一個
[00:32:01.000 --> 00:32:03.000]  為主受苦的生活
[00:32:03.000 --> 00:32:05.000]  耶穌基督為他們受死
[00:32:05.000 --> 00:32:07.000]  所以他們甘願
[00:32:07.000 --> 00:32:09.000]  放下自己
[00:32:09.000 --> 00:32:11.000]  背起十字架
[00:32:11.000 --> 00:32:13.000]  進入暴樂當中的傳播人
[00:32:13.000 --> 00:32:15.000]  這是第一
[00:32:15.000 --> 00:32:17.000]  這是他們的心態
[00:32:17.000 --> 00:32:19.000]  第二
[00:32:19.000 --> 00:32:21.000]  為什麼他們會這樣開槍
[00:32:21.000 --> 00:32:23.000]  攻擊原住民
[00:32:23.000 --> 00:32:25.000]  因為他們寫到
[00:32:25.000 --> 00:32:27.000]  其實這些原住民
[00:32:27.000 --> 00:32:29.000]  還未準備好
[00:32:29.000 --> 00:32:31.000]  進入天堂
[00:32:31.000 --> 00:32:33.000]  不過我們五個準備好了
[00:32:33.000 --> 00:32:37.000]  我們知道他們在哪裡
[00:32:37.000 --> 00:32:39.000]  但原住民不知道
[00:32:39.000 --> 00:32:41.000]  所以
[00:32:41.000 --> 00:32:43.000]  他們會用開槍攻擊他們
[00:32:43.000 --> 00:32:45.000]  第一
[00:32:45.000 --> 00:32:49.000]  今天我們需要的是一個
[00:32:49.000 --> 00:32:51.000]  心志
[00:32:51.000 --> 00:32:53.000]  為主
[00:32:53.000 --> 00:32:55.000]  而活的心志
[00:32:55.000 --> 00:32:57.000]  這也是
[00:32:57.000 --> 00:32:59.000]  孫迅博士所說的
[00:32:59.000 --> 00:33:01.000]  Not I but Christ
[00:33:01.000 --> 00:33:03.000]  《迦乃大書》二章二十節
[00:33:03.000 --> 00:33:05.000]  現在不在時我
[00:33:05.000 --> 00:33:07.000]  乃是基督在我
[00:33:07.000 --> 00:33:09.000]  裡面活著
[00:33:09.000 --> 00:33:11.000]  並且我如今在欲生活著
[00:33:11.000 --> 00:33:15.000]  是因信神的兒子而活
[00:33:15.000 --> 00:33:17.000]  他是愛我
[00:33:17.000 --> 00:33:19.000]  為我捨棄
[00:33:19.000 --> 00:33:23.000]  希望保羅
[00:33:23.000 --> 00:33:25.000]  對藤岡太子
[00:33:25.000 --> 00:33:27.000]  這次教會的表演都成為我們的鼓勵
[00:33:27.000 --> 00:33:29.000]  知道為什麼我們要
[00:33:29.000 --> 00:33:31.000]  立志傳福音
[00:33:31.000 --> 00:33:33.000]  因為神不單止救我們
[00:33:33.000 --> 00:33:35.000]  神不單止呼召我們
[00:33:35.000 --> 00:33:37.000]  並且我們知道神是公義的神
[00:33:37.000 --> 00:33:39.000]  有一天
[00:33:39.000 --> 00:33:41.000]  所有人都會在白色的大寶座
[00:33:41.000 --> 00:33:43.000]  跟前受公義的
[00:33:43.000 --> 00:33:45.000]  正正的神恩
[00:33:45.000 --> 00:33:47.000]  求主憐憫
[00:33:47.000 --> 00:33:49.000]  求主幫助我們

