
[00:00:00.000 --> 00:00:06.000]  歡迎大家回到UVAS的時間
[00:21:39.000 --> 00:21:41.000]  第二個的片段
[00:21:41.000 --> 00:21:44.000]  可能有部分的人都聽過
[00:21:44.000 --> 00:21:48.000]  在入了來工作大概三、四年之後
[00:21:48.000 --> 00:21:53.000]  我覺得自己做的事不算很成功
[00:21:53.000 --> 00:21:59.000]  甚至有些計劃的失敗
[00:21:59.000 --> 00:22:01.000]  一些計劃失敗收場
[00:22:01.000 --> 00:22:03.000]  亦都牧羊的一些門徒
[00:22:03.000 --> 00:22:07.000]  可能生命有些軟弱跌倒的狀況
[00:22:07.000 --> 00:22:11.000]  甚至有一些本來和你一起同行的弟兄姊妹
[00:22:11.000 --> 00:22:13.000]  但因為意見不合
[00:22:13.000 --> 00:22:15.000]  以致他們離開教會
[00:22:15.000 --> 00:22:19.000]  可能是來自我對他們的一些傷害
[00:22:19.000 --> 00:22:24.000]  那時候會覺得自己很孤單
[00:22:24.000 --> 00:22:26.000]  會質疑自己
[00:22:26.000 --> 00:22:28.000]  會有很多的比較
[00:22:28.000 --> 00:22:30.000]  會自責、會自憐等等
[00:22:30.000 --> 00:22:33.000]  但那時候卻是讓我有一個體會
[00:22:33.000 --> 00:22:36.000]  當我回到上帝面前
[00:22:36.000 --> 00:22:42.000]  去祈禱很多時間去獨處的時候
[00:22:42.000 --> 00:22:47.000]  我得出了一個感受
[00:22:47.000 --> 00:22:50.000]  正正因為這些經歷
[00:22:50.000 --> 00:22:55.000]  我才稍微了解耶穌為我們承擔的一些痛苦
[00:22:55.000 --> 00:22:58.000]  原來在祂面前
[00:22:58.000 --> 00:23:05.000]  我的那些感受可能是微不足道
[00:23:05.000 --> 00:23:09.000]  因為祂在那三年的服事裏
[00:23:09.000 --> 00:23:11.000]  門徒出賣祂
[00:23:11.000 --> 00:23:14.000]  原本是很受人愛戴
[00:23:14.000 --> 00:23:17.000]  但後來竟然被人釘在十架上
[00:23:17.000 --> 00:23:20.000]  我的痛苦對比祂是微不足道
[00:23:20.000 --> 00:23:23.000]  但也有另一個轉念
[00:23:23.000 --> 00:23:25.000]  原來我的痛苦
[00:23:25.000 --> 00:23:28.000]  祂也明白
[00:23:28.000 --> 00:23:30.000]  因為我所經歷的
[00:23:30.000 --> 00:23:33.000]  祂也同樣經歷過
[00:23:33.000 --> 00:23:35.000]  我突然間會覺得
[00:23:35.000 --> 00:23:38.000]  原來孤獨的不只是我一個
[00:23:38.000 --> 00:23:40.000]  或者我們有時常常回到教會
[00:23:40.000 --> 00:23:44.000]  我們常常覺得自己很孤單、很寂寞、很冷
[00:23:44.000 --> 00:23:47.000]  當然這裡的冷氣很冷
[00:23:47.000 --> 00:23:49.000]  還有覺得自己很可憐等等
[00:23:49.000 --> 00:23:52.000]  常常在敬拜裏我們也祈求
[00:23:52.000 --> 00:23:53.000]  上帝你安慰
[00:23:53.000 --> 00:23:55.000]  上帝你的恩典臨到等等
[00:23:55.000 --> 00:23:57.000]  但原來不是
[00:23:57.000 --> 00:24:02.000]  原來最寂寞、最孤獨的是上帝
[00:24:02.000 --> 00:24:04.000]  因為很多人來到祂面前
[00:24:04.000 --> 00:24:09.000]  要祂的愛、要祂的能力、要祂的榮耀、要祂的金錢
[00:24:09.000 --> 00:24:11.000]  但真心愛祂的人
[00:24:11.000 --> 00:24:13.000]  是沒有幾個
[00:24:13.000 --> 00:24:19.000]  這就是我兩個小小的片段和經歷
[00:24:19.000 --> 00:24:23.000]  我不知道你現在是一個什麼狀態
[00:24:23.000 --> 00:24:27.000]  是單身還是拍拖
[00:24:27.000 --> 00:24:33.000]  還是結婚或者快要進入婚姻的狀態等等
[00:24:33.000 --> 00:24:36.000]  或者就算你有一個親密的關係
[00:24:36.000 --> 00:24:40.000]  可能你仍然會感覺寂寞或孤單
[00:24:40.000 --> 00:24:44.000]  我願今天的訊息能夠幫助到大家
[00:24:44.000 --> 00:24:50.000]  對抗這種寂寞不是去找很多虛假、膚淺的關係
[00:24:50.000 --> 00:24:53.000]  而是回到上帝那裏去信靠祂
[00:24:53.000 --> 00:24:59.000]  因為祂才能夠真正明白你真正裏面的需要和感受
[00:24:59.000 --> 00:25:01.000]  我們有個祈禱
[00:25:05.000 --> 00:25:07.000]  耶穌多謝祢
[00:25:07.000 --> 00:25:12.000]  在聖經裏面我們看到祢很愛我們每一個人
[00:25:12.000 --> 00:25:16.000]  祢離開了祢安穩的位置
[00:25:16.000 --> 00:25:19.000]  道成肉身來到世間
[00:25:19.000 --> 00:25:24.000]  來到世間祢不是受到很多人的讚頌、很多人的掌聲擁戴
[00:25:24.000 --> 00:25:28.000]  反而是為我們的罪去釘身十架
[00:25:28.000 --> 00:25:31.000]  被人唾棄、被人出賣
[00:25:31.000 --> 00:25:35.000]  耶穌知道你承受的痛苦
[00:25:35.000 --> 00:25:39.000]  以至你明白我們今天的處境是怎樣
[00:25:39.000 --> 00:25:41.000]  同樣活在一個罪的世界裏面
[00:25:41.000 --> 00:25:46.000]  我們可能都會有不同的情緒、不同的感受
[00:25:46.000 --> 00:25:52.000]  可能都會覺得有時是孤單、寂寞、孤獨等等
[00:25:52.000 --> 00:25:57.000]  但我們相信我們將這一切的感受交託給你的時候
[00:25:57.000 --> 00:26:03.000]  你聽得明白並且你會愛我們
[00:26:03.000 --> 00:26:06.000]  你告訴我們我們是值得被愛的
[00:26:06.000 --> 00:26:09.000]  我們不需要一些膚淺的關係
[00:26:09.000 --> 00:26:13.000]  而是只需要和你建立一個真誠的關係
[00:26:13.000 --> 00:26:15.000]  求你幫助
[00:26:15.000 --> 00:26:21.000]  若然我們在螢幕面前或在座當中
[00:26:21.000 --> 00:26:27.000]  有人感覺自己沒有人明白、很委屈、很無助的時候
[00:26:27.000 --> 00:26:30.000]  就願你親自來到,親自安慰
[00:26:30.000 --> 00:26:32.000]  多謝你聽我們的禱告
[00:26:32.000 --> 00:26:34.000]  奉耶穌基督之名,阿門

