
[00:00:00.000 --> 00:00:06.280]  好 各位收看直播的大型節目 大家好
[00:22:07.720 --> 00:22:12.720]  今天我們的批評實在太多
[00:22:12.720 --> 00:22:17.720]  與其在當中有這麼多批評的時候
[00:22:17.720 --> 00:22:21.720]  我們是否願意去選擇去祝福
[00:22:21.720 --> 00:22:27.720]  去祝福一些同樣面對和話、面對困難、面對處境的人
[00:22:27.720 --> 00:22:30.720]  就好像耶穌基督一樣
[00:22:30.720 --> 00:22:34.720]  他願意與哀哭的人和家庭代入他們的處境
[00:22:34.720 --> 00:22:36.720]  去明白他們的心情
[00:22:36.720 --> 00:22:41.720]  帶著祝福、帶著造就、帶著幫助
[00:22:41.720 --> 00:22:43.720]  就正如羅馬書第十二章這樣說
[00:22:43.720 --> 00:22:48.720]  他說今天我們要去祝福,不可造就
[00:22:48.720 --> 00:22:53.720]  無論我們面對任何處境,面對人的需要
[00:22:53.720 --> 00:22:57.720]  我們總要帶著祝福,沒有造就
[00:22:57.720 --> 00:23:02.720]  與喜樂的人去同樂,與哀哭的人同屋
[00:23:02.720 --> 00:23:06.720]  與受苦的人在當中去同行
[00:23:06.720 --> 00:23:09.720]  去安慰那些同樣面對受苦的人
[00:23:09.720 --> 00:23:16.720]  這亦是我們今天要將悲傷化為力量的一個正面回應
[00:23:16.720 --> 00:23:21.720]  各位兄弟姐妹,今天你的選擇又是甚麼呢?
[00:23:21.720 --> 00:23:24.720]  今天我們如何能夠將悲傷化為力量?
[00:23:24.720 --> 00:23:25.720]  我們需要做三件事
[00:23:25.720 --> 00:23:27.720]  第一,承認我們真是一個罪人
[00:23:27.720 --> 00:23:31.720]  我們的生命,我們所身處的世界是得罪上帝
[00:23:31.720 --> 00:23:35.720]  我們回到上帝裏尋求上帝的寬恕和憐憫
[00:23:35.720 --> 00:23:39.720]  第二,我們去投靠那位賜給我們力量的神
[00:23:39.720 --> 00:23:41.720]  我們靠著自己人的那份藐視
[00:23:41.720 --> 00:23:44.720]  我們根本沒有能力去面對當下的處境
[00:23:44.720 --> 00:23:50.720]  我們亦不能夠在當中逃離這個悲傷的困局
[00:23:50.720 --> 00:23:52.720]  但當我們唯有回到上帝的裏面
[00:23:52.720 --> 00:23:54.720]  我們就能夠經歷那份力量
[00:23:54.720 --> 00:23:56.720]  經歷從上帝而來的幫助
[00:23:56.720 --> 00:23:58.720]  同樣當你今天得到這份力量
[00:23:58.720 --> 00:24:00.720]  得到這份安慰和幫助的時間
[00:24:00.720 --> 00:24:03.720]  不是讓你獨享
[00:24:03.720 --> 00:24:08.720]  而是讓你去明白更多身處困苦的人
[00:24:08.720 --> 00:24:10.720]  進入他們的心境裏面
[00:24:10.720 --> 00:24:13.720]  帶著祝福沒有走
[00:24:13.720 --> 00:24:18.720]  讓他們都能夠經歷到從上帝而來的那份祝福
[00:24:18.720 --> 00:24:22.720]  以下有一首詩歌
[00:24:22.720 --> 00:24:25.720]  今天不會唱,但很想跟大家分享當中的歌詞
[00:24:25.720 --> 00:24:30.720]  這首詩歌我覺得很有意思
[00:24:30.720 --> 00:24:34.720]  這首詩歌是玻璃海的哀歌
[00:24:34.720 --> 00:24:42.720]  正哥在面對一個充滿患難的世代時
[00:24:42.720 --> 00:24:44.720]  他覺得上帝為何你離棄我
[00:24:44.720 --> 00:24:47.720]  我都經歷不到從來那份安慰
[00:24:47.720 --> 00:24:51.720]  但安靜過後他進入到上帝裏面的時間
[00:24:51.720 --> 00:24:54.720]  在副歌裏面這樣說
[00:24:54.720 --> 00:24:57.720]  「在日出之處定義讚美我主」
[00:24:57.720 --> 00:25:01.720]  「患難裡哭泣追想你慈愛永不倦」
[00:25:01.720 --> 00:25:05.720]  「絕望的心於你是我的醒覺」
[00:25:05.720 --> 00:25:10.720]  他說「我信我主獨行其事」
[00:25:10.720 --> 00:25:12.720]  當我唱到這句的時候
[00:25:12.720 --> 00:25:13.720]  我心裏很感動
[00:25:13.720 --> 00:25:15.720]  我要相信一件甚麼
[00:25:15.720 --> 00:25:18.720]  人真的面對很多的患難和挑戰
[00:25:18.720 --> 00:25:21.720]  我們會感到悲傷甚至哭泣難過
[00:25:21.720 --> 00:25:23.720]  但我們仍然都要相信
[00:25:23.720 --> 00:25:26.720]  我們相信我們的主是一個甚麼的主
[00:25:26.720 --> 00:25:30.720]  我們的主是一個能夠獨行其事的主
[00:25:30.720 --> 00:25:34.720]  無論處境如何
[00:25:34.720 --> 00:25:37.720]  無論未來我們面對的困難有多大
[00:25:37.720 --> 00:25:40.720]  只要你仍然相信
[00:25:40.720 --> 00:25:42.720]  你仍然相信的話
[00:25:42.720 --> 00:25:46.720]  你相信我們所信的主是一個獨行其事的主
[00:25:46.720 --> 00:25:49.720]  他必定為我們生命帶來一個出路
[00:25:49.720 --> 00:25:51.720]  這個出路是甚麼我們不知道
[00:25:51.720 --> 00:25:56.720]  但至少我們能在它裏面經歷這份安慰
[00:25:56.720 --> 00:25:58.720]  經歷這份力量
[00:25:58.720 --> 00:26:00.720]  讓我們帶著這份安慰
[00:26:00.720 --> 00:26:04.720]  帶著這份力量去祝福更多更多的人
[00:26:04.720 --> 00:26:08.720]  正如詩篇第72篇這樣記載
[00:26:08.720 --> 00:26:11.720]  「獨行其事」的意思是
[00:26:11.720 --> 00:26:14.720]  「你的神是應當稱頌的」
[00:26:14.720 --> 00:26:20.720]  當你面對禍患、面對困難、面對悲傷的時候
[00:26:20.720 --> 00:26:24.720]  你仍然能夠開口去讚美主的時候
[00:26:24.720 --> 00:26:28.720]  就是我們帶著信心、帶著盼望
[00:26:28.720 --> 00:26:31.720]  相信這位獨行其事的上帝的時間
[00:26:31.720 --> 00:26:34.720]  他必定能夠帶領我們、陪伴我們
[00:26:34.720 --> 00:26:38.720]  走過生命每一個時刻
[00:26:38.720 --> 00:26:41.720]  讓我們能夠從悲傷中得到力量
[00:26:41.720 --> 00:26:48.720]  去幫助、祝福世上同樣面對禍患、受苦的人
[00:26:48.720 --> 00:26:50.720]  求主幫助、憐憫我們
[00:26:50.720 --> 00:26:52.720]  讓我們一同祈禱
[00:26:52.720 --> 00:26:59.720]  七位恩主,我們在你面前要獻上禱告
[00:26:59.720 --> 00:27:06.720]  當我們面對疫情、整個環境、政治氣氛
[00:27:06.720 --> 00:27:11.720]  我們心裏難免憂傷、難免難過
[00:27:11.720 --> 00:27:14.720]  我們因為自己犯罪得罪你的地方
[00:27:14.720 --> 00:27:16.720]  因為這個世界得罪你的地方
[00:27:16.720 --> 00:27:19.720]  這一刻我們要去到主的當中
[00:27:19.720 --> 00:27:22.720]  我們要尋求上帝的一份寬恕和憐憫
[00:27:22.720 --> 00:27:27.720]  讓你去醫治我們、讓你去拯救我們
[00:27:27.720 --> 00:27:31.720]  也讓我們能夠經歷到一份從你而來的安慰
[00:27:31.720 --> 00:27:35.720]  經歷從你而來的力量和盼望
[00:27:35.720 --> 00:27:37.720]  同樣也幫助我們
[00:27:37.720 --> 00:27:39.720]  讓我們帶著一份安慰、帶著一份盼望
[00:27:39.720 --> 00:27:44.720]  能夠成為更多人的祝福、成為更多人的幫助
[00:27:44.720 --> 00:27:50.720]  正正在一個充滿受苦、苦難的世代裏
[00:27:50.720 --> 00:27:53.720]  我們更需要帶著一份祝福
[00:27:53.720 --> 00:27:56.720]  去祝福這個世代更多有需要的人
[00:27:56.720 --> 00:28:01.720]  求主你憐憫我們的世代、醫治我們的地方
[00:28:01.720 --> 00:28:05.720]  我們願意在你面前獻上最衷心的禱告、交託和感恩
[00:28:05.720 --> 00:28:07.720]  是奉耶穌基督名字祈求
[00:28:07.720 --> 00:28:09.720]  阿門
[00:28:09.720 --> 00:28:11.720]  阿門
[00:28:11.720 --> 00:28:13.720]  (CC字幕製作:貝爾)
[00:28:13.720 --> 00:28:15.720]  (CC字幕製作:貝爾)

