
[00:00:00.000 --> 00:00:13.320]  各位網上崇拜的大型姐妹大家好
[00:20:12.520 --> 00:20:15.520]  在當中你要去祝福更多的弟兄姊妹
[00:20:15.520 --> 00:20:16.520]  上帝要使用你
[00:20:16.520 --> 00:20:18.520]  可能要你進入到社區裡面
[00:20:18.520 --> 00:20:20.520]  要成為更多弱勢的人
[00:20:20.520 --> 00:20:23.520]  無助的人,受苦的人的幫助
[00:20:23.520 --> 00:20:26.520]  我不知道上帝今天如何定義使用你
[00:20:26.520 --> 00:20:28.520]  但你要必須相信
[00:20:28.520 --> 00:20:32.520]  上帝一定會使用你
[00:20:32.520 --> 00:20:34.520]  《羅馬書》第十二章第三章這樣說
[00:20:34.520 --> 00:20:37.520]  我憑著所賜,我既因對你們每一個說
[00:20:37.520 --> 00:20:39.520]  不如把自己看得太高
[00:20:39.520 --> 00:20:43.520]  要照著上帝所給個人的信心來衡量
[00:20:43.520 --> 00:20:45.520]  看得合乎中度
[00:20:45.520 --> 00:20:47.520]  這篇經文裡告訴我們一個很重要的意思
[00:20:47.520 --> 00:20:49.520]  上帝會按照他的心意
[00:20:49.520 --> 00:20:52.520]  要去給每個人的恩和憤
[00:20:52.520 --> 00:20:54.520]  在當中使用你
[00:20:54.520 --> 00:20:57.520]  第一,不要讓你自己看得太高
[00:20:57.520 --> 00:21:00.520]  上帝使用你不是因為你特別厲害
[00:21:00.520 --> 00:21:03.520]  是上帝要使用你,要祝福更多的人
[00:21:03.520 --> 00:21:06.520]  今天你生命的標竿是什麼?
[00:21:06.520 --> 00:21:10.520]  怕我們每一個願意安靜在上帝面前
[00:21:10.520 --> 00:21:13.520]  我們要求主使用我們
[00:21:13.520 --> 00:21:15.520]  按照上帝給我們的目標
[00:21:15.520 --> 00:21:18.520]  我們能夠繼續前行
[00:21:18.520 --> 00:21:22.520]  今天面對充滿挑戰的世代
[00:21:22.520 --> 00:21:25.520]  我們如何能夠大踏步前行?
[00:21:25.520 --> 00:21:26.520]  三樣功課
[00:21:26.520 --> 00:21:28.520]  第一,忘記你的背後
[00:21:28.520 --> 00:21:31.520]  不要容讓你的過去纏繞你
[00:21:31.520 --> 00:21:34.520]  不是要刪除,不是要刪除所有你的記憶
[00:21:34.520 --> 00:21:37.520]  而是讓這些東西成為你生命的功課
[00:21:37.520 --> 00:21:42.520]  預備你自己去開創更多的不可能
[00:21:42.520 --> 00:21:46.520]  努力的面前,不是停留在這裡
[00:21:46.520 --> 00:21:48.520]  不是困在這裡
[00:21:48.520 --> 00:21:51.520]  而是繼續願意向前的心態
[00:21:51.520 --> 00:21:55.520]  你要帶著這個心態,被上帝使用
[00:21:55.520 --> 00:21:58.520]  第三,我們不單止有一個心態
[00:21:58.520 --> 00:22:01.520]  我們更加要知道上帝給你的目標
[00:22:01.520 --> 00:22:03.520]  這個目標因人而異
[00:22:03.520 --> 00:22:05.520]  但你要定義相信
[00:22:05.520 --> 00:22:09.520]  上帝今天一定會使用你
[00:22:09.520 --> 00:22:13.520]  希伯來書第十三章第八節
[00:22:13.520 --> 00:22:16.520]  帶給我們一個很重要的應許
[00:22:16.520 --> 00:22:20.520]  無論過去的日子,你過得如何
[00:22:20.520 --> 00:22:24.520]  今天面對的困難有多大
[00:22:24.520 --> 00:22:30.520]  將來的日子有多少不可預知的事情會發生
[00:22:30.520 --> 00:22:32.520]  但他告訴我們
[00:22:32.520 --> 00:22:38.520]  耶穌基督昨日、今日,直到永遠
[00:22:38.520 --> 00:22:40.520]  到時一樣,因為到時一樣就是
[00:22:40.520 --> 00:22:43.520]  無論過去、今天、將來
[00:22:43.520 --> 00:22:48.520]  發生任何的事情、任何的處境
[00:22:48.520 --> 00:22:54.520]  他都仍然願意與每一個相信他的人
[00:22:54.520 --> 00:22:57.520]  同走每一個的明天
[00:22:57.520 --> 00:22:59.520]  無論環境順應
[00:22:59.520 --> 00:23:03.520]  他都說過,他願意與我們同行
[00:23:03.520 --> 00:23:07.520]  我們只需要做一件事情
[00:23:07.520 --> 00:23:10.520]  就是依靠上帝的恩典
[00:23:10.520 --> 00:23:13.520]  繼續大踏步向前行
[00:23:13.520 --> 00:23:15.520]  讓更多的不可能
[00:23:15.520 --> 00:23:17.520]  藉著上帝的恩典
[00:23:17.520 --> 00:23:20.520]  在我們今天所身處的世代
[00:23:20.520 --> 00:23:22.520]  繼續要發生和出現
[00:23:22.520 --> 00:23:25.520]  一同去見證上帝的名
[00:23:25.520 --> 00:23:27.520]  讓我們一起禱告
[00:23:27.520 --> 00:23:32.520]  祝各位恩主多謝你帶給我們
[00:23:32.520 --> 00:23:35.520]  藉著經文裏面很多的提醒、很多的激勵
[00:23:35.520 --> 00:23:37.520]  我們面對疫情
[00:23:37.520 --> 00:23:40.520]  我們面對社會很多的衝擊
[00:23:40.520 --> 00:23:42.520]  特別是年輕的一代
[00:23:42.520 --> 00:23:44.520]  我們不知道明天會如何
[00:23:44.520 --> 00:23:46.520]  但求主幫助我們
[00:23:46.520 --> 00:23:49.520]  讓我們今天記得一件事情
[00:23:49.520 --> 00:23:52.520]  就是忘記背後、努力面前
[00:23:52.520 --> 00:23:56.520]  向著你所交給我們的標竿
[00:23:56.520 --> 00:23:57.520]  我們繼續直走
[00:23:57.520 --> 00:23:58.520]  求主幫助我們
[00:23:58.520 --> 00:23:59.520]  讓我們大踏步向前行
[00:23:59.520 --> 00:24:01.520]  所靠的不是人的能力
[00:24:01.520 --> 00:24:03.520]  而是上帝的恩典
[00:24:03.520 --> 00:24:05.520]  因為祢讓我們相信
[00:24:05.520 --> 00:24:07.520]  也讓我們知道
[00:24:07.520 --> 00:24:10.520]  耶穌基督是色在、甘在
[00:24:10.520 --> 00:24:13.520]  一直永遠都願意與我們同行
[00:24:13.520 --> 00:24:17.520]  多謝主我們願意在祢面前獻上最衷心的禱告、交代和感恩
[00:24:17.520 --> 00:24:20.520]  奉耶穌基督明智祈求
[00:24:20.520 --> 00:24:21.520]  阿門
[00:24:21.520 --> 00:24:23.520]  (音樂播放)

