
[00:00:00.000 --> 00:00:03.040]  大型智慧平安
[00:20:04.880 --> 00:20:11.160]  只要我們重新重視吃辣
[00:20:11.160 --> 00:20:17.160]  真的開始去視我們的飯桌為上帝恩典臨在的地方的話
[00:20:17.160 --> 00:20:22.160]  我相信我們仍然能夠在吃辣中發現上帝的恩典
[00:20:22.160 --> 00:20:28.960]  所以我想我們可以由今天聽到的開始
[00:20:28.960 --> 00:20:33.760]  去思考如何像傳道者所說,透過吃辣
[00:20:33.760 --> 00:20:37.760]  來享受自己勞苦勞碌所得的成果
[00:20:37.760 --> 00:20:40.760]  來發現上帝預備給我們的恩典
[00:20:40.760 --> 00:20:45.760]  而以下這幾點,我覺得大家儘管可以開始
[00:20:45.760 --> 00:20:49.760]  由待會那頓飯開始,就開始去嘗試實踐
[00:20:49.760 --> 00:20:52.760]  我們可以嘗試去怎樣做呢?
[00:20:52.760 --> 00:21:00.760]  三件事,第一,我們開始嘗試吃好的
[00:21:00.760 --> 00:21:05.760]  要留意我說的好,不是說要吃貴的東西
[00:21:05.760 --> 00:21:08.760]  或是吃那些真羞白味
[00:21:08.760 --> 00:21:13.760]  好的定義可能是關於更加有利於地球環境
[00:21:13.760 --> 00:21:17.760]  農地的可持續發展的好
[00:21:17.760 --> 00:21:22.760]  可能是說我們盡可能去選擇沒有經過基因改造
[00:21:22.760 --> 00:21:25.760]  不是透過那些化學品,用一些非自然的方式
[00:21:25.760 --> 00:21:28.760]  不知怎樣培植出來的那些食物
[00:21:28.760 --> 00:21:34.760]  可能是說那些更加貼近食物原本的形態和味道
[00:21:34.760 --> 00:21:37.760]  這是定義的好
[00:21:37.760 --> 00:21:40.760]  我主張大家這樣開始去選擇
[00:21:40.760 --> 00:21:43.760]  不是說因為環保
[00:21:43.760 --> 00:21:52.760]  而是想像當食物本身牽涉較少人為介入的話
[00:21:52.760 --> 00:21:59.760]  食物裡或許就能保留更多上帝原本的設計和秩序
[00:21:59.760 --> 00:22:03.760]  你儘管想想,我真的不是純粹為了推環保
[00:22:03.760 --> 00:22:06.760]  單純為了環保的話
[00:22:06.760 --> 00:22:08.760]  視乎不同人的界線
[00:22:08.760 --> 00:22:11.760]  嚴謹起來其實很多東西都不能吃
[00:22:11.760 --> 00:22:13.760]  甚至很坦白地說
[00:22:13.760 --> 00:22:17.760]  本著一個環保的心去選擇吃什麼
[00:22:17.760 --> 00:22:24.760]  很可能你有生之年都看不到你很努力去到環保的成果在哪裡
[00:22:24.760 --> 00:22:28.760]  那件事是很令人挫敗的,你不會有成功感
[00:22:28.760 --> 00:22:37.760]  但若果我們的出發點是為了我們更能品嘗上帝原本創造的味道
[00:22:37.760 --> 00:22:40.760]  我們要在其中品嘗上帝的恩典
[00:22:40.760 --> 00:22:43.760]  而去找更好的食物的話
[00:22:46.760 --> 00:22:50.760]  哪怕最後我們只能吃一些基因改造過的食物
[00:22:50.760 --> 00:22:54.760]  或者吃工廠量產出來的食物
[00:22:54.760 --> 00:22:58.760]  但無論如何我們都記得
[00:22:58.760 --> 00:23:03.760]  是上帝首先創造而且讓我們眼前的食物
[00:23:03.760 --> 00:23:07.760]  讓它出現,讓它成長
[00:23:07.760 --> 00:23:09.760]  是上帝讓眼前的食物
[00:23:09.760 --> 00:23:12.760]  以這樣的形態,這樣的味道出現在我們眼前
[00:23:12.760 --> 00:23:15.760]  是帶著這份相信和想像
[00:23:15.760 --> 00:23:18.760]  每一次我們做一點犧牲
[00:23:18.760 --> 00:23:23.760]  我們吃在今天的原則下,在好的食物下的時候
[00:23:23.760 --> 00:23:26.760]  我想我們整頓飯立刻不同了
[00:23:26.760 --> 00:23:30.760]  我們立刻能夠在視覺,在味覺,嗅覺,甚至心靈上
[00:23:30.760 --> 00:23:33.760]  我們更體會上帝創造的恩典
[00:23:33.760 --> 00:23:38.760]  而說到視覺,嗅覺,味覺
[00:23:38.760 --> 00:23:41.760]  就來到今天最後的第二點
[00:23:41.760 --> 00:23:44.760]  我們嘗試吃慢
[00:23:46.760 --> 00:23:49.760]  剛才也說了,今時今日的現代人
[00:23:49.760 --> 00:23:51.760]  為了趕我們自己的進度
[00:23:51.760 --> 00:23:53.760]  為了滿足我們每一天的行程
[00:23:53.760 --> 00:23:56.760]  十餐有九餐都是水果、鴨背這樣吃
[00:23:56.760 --> 00:23:59.760]  Foodpanda有什麼叫什麼
[00:23:59.760 --> 00:24:02.760]  樓下茶餐廳ABCD這餐是什麼就是什麼
[00:24:02.760 --> 00:24:06.760]  根本我們都不會講求我們要品嘗那個食物
[00:24:06.760 --> 00:24:09.760]  填飽肚子,夠便宜就可以了
[00:24:12.760 --> 00:24:16.760]  但這個不是上帝創造食物給我們的目的
[00:24:16.760 --> 00:24:20.760]  如果上帝創造食物的目的
[00:24:20.760 --> 00:24:24.760]  最終只是填飽肚子,我們不用死的話
[00:24:24.760 --> 00:24:26.760]  其實他創造一個石頭
[00:24:26.760 --> 00:24:28.760]  然後有所有營養給我們就行了
[00:24:28.760 --> 00:24:30.760]  每天我們就是吃石頭
[00:24:30.760 --> 00:24:34.760]  上帝也不需要為我們設計視覺,嗅覺,味覺
[00:24:34.760 --> 00:24:38.760]  反正你都是吃石頭的,你都是為了填肚子
[00:24:41.760 --> 00:24:46.760]  所以我會說我們需要刻意去減慢我們吃喝的速度
[00:24:46.760 --> 00:24:52.760]  來給自己空間去品嘗,去發現上帝透過食物給我們的恩典
[00:24:52.760 --> 00:24:56.760]  無論是眼前那一碟的食物
[00:24:56.760 --> 00:24:59.760]  它的香味,它有的很獨特
[00:24:59.760 --> 00:25:02.760]  就算漂亮不漂亮也好,它的形態
[00:25:02.760 --> 00:25:05.760]  每個甜酸苦辣的味道
[00:25:05.760 --> 00:25:08.760]  其實都是上帝創造的
[00:25:09.760 --> 00:25:12.760]  那就是在那頓飯裡面,上帝賜給我們的
[00:25:12.760 --> 00:25:16.760]  當我們說感謝上帝賜給我們食物的時候
[00:25:16.760 --> 00:25:19.760]  我們不只是感謝上帝給我們填飽肚子
[00:25:19.760 --> 00:25:25.760]  更加是感謝他透過食物讓我們經歷到和體會到
[00:25:25.760 --> 00:25:32.760]  而最後,特別是新年
[00:25:32.760 --> 00:25:35.760]  對於傳統中國人來說
[00:25:35.760 --> 00:25:38.760]  在飯桌上出現的往往不只是食物
[00:25:40.760 --> 00:25:44.760]  還有圍著飯桌出現的不同人
[00:25:44.760 --> 00:25:47.760]  而其實歷史以來,不同國家不同地方
[00:25:47.760 --> 00:25:49.760]  其實都是同桌吃飯的
[00:25:49.760 --> 00:25:53.760]  你想一下,耶穌最後晚餐就是同桌吃飯
[00:25:53.760 --> 00:25:58.760]  一起吃飯代表的是關係
[00:25:58.760 --> 00:26:02.760]  能夠和我們同桌吃飯的人
[00:26:02.760 --> 00:26:05.760]  基本上都是和我們有關係的人
[00:26:05.760 --> 00:26:07.760]  除了在茶餐廳的人搭桌
[00:26:10.760 --> 00:26:15.760]  而在飯桌上我們分享的其實都是關係
[00:26:15.760 --> 00:26:20.760]  我們分享我們生活中經歷和面對的
[00:26:20.760 --> 00:26:23.760]  我們分享我們掙扎的,我們分享見到上帝恩典
[00:26:23.760 --> 00:26:25.760]  我們吃到好吃的食物
[00:26:25.760 --> 00:26:28.760]  我們會在飯桌上分享吃到我們不喜歡的食物
[00:26:28.760 --> 00:26:32.760]  芫茜,馬上夾給那個,馬上分享不好吃的食物
[00:26:32.760 --> 00:26:34.760]  三色豆
[00:26:34.760 --> 00:26:38.760]  我們都會在飯桌上分享
[00:26:40.760 --> 00:26:43.760]  我們在飯桌上分享關係
[00:26:43.760 --> 00:26:46.760]  我們在飯桌上建立關係
[00:26:46.760 --> 00:26:50.760]  今時今日,香港人,現代人
[00:26:50.760 --> 00:26:53.760]  我們越來越習慣自己一個
[00:26:53.760 --> 00:26:58.760]  躲在那裡,動起電話,然後就吃飯
[00:26:58.760 --> 00:27:01.760]  完全忽略了人在飯桌上的關係
[00:27:01.760 --> 00:27:07.760]  完全忘記了關係其實就是我們見證神恩典的地方
[00:27:08.760 --> 00:27:11.760]  甚至今天你走進一間餐廳,十間有九間
[00:27:11.760 --> 00:27:13.760]  QR code,落單,是不是?
[00:27:13.760 --> 00:27:20.760]  唯一你可以跟人有關係,叫個姐姐過來落單的機會連結都沒有了
[00:27:20.760 --> 00:27:26.760]  所以我所建議的是不如由今天起
[00:27:26.760 --> 00:27:30.760]  讓關係重新出現在我們的飯桌上
[00:27:30.760 --> 00:27:35.760]  每個禮拜你至少找一餐飯是你刻意和別人吃的
[00:27:36.760 --> 00:27:41.760]  然後在飯桌上分享經歷,分享恩典
[00:27:41.760 --> 00:27:47.760]  弟兄姊妹,發現恩典難不難?
[00:27:47.760 --> 00:27:50.760]  發現恩典難不難?
[00:27:50.760 --> 00:27:55.760]  好像玩Where's Wally那樣,可能很難
[00:27:55.760 --> 00:28:02.760]  因為我們過去忘記了我們找到恩典的方法,方式
[00:28:02.760 --> 00:28:04.760]  甚至我們沒有了線索
[00:28:06.760 --> 00:28:10.760]  但另一邊廂或許其實和我們玩Where's Wally一樣
[00:28:10.760 --> 00:28:14.760]  其實你玩得多,經過練習,經過鍛鍊
[00:28:14.760 --> 00:28:18.760]  你慢慢就會摸索到發現恩典的方法
[00:28:18.760 --> 00:28:21.760]  我們會越來越純熟
[00:28:21.760 --> 00:28:27.760]  我們越來越發現其實我們一早已經被恩典充滿了
[00:28:27.760 --> 00:28:32.760]  所以最後給大家的鼓勵是
[00:28:33.760 --> 00:28:37.760]  其實無論如何我們每一天都吃兩三餐飯
[00:28:37.760 --> 00:28:45.760]  不如讓我們回到生活中的基本
[00:28:45.760 --> 00:28:52.760]  我們重新發現上帝早就預備好給我們的恩典
[00:28:52.760 --> 00:28:58.760]  原來我們就在一個很日常,日常到不日常的中間
[00:28:58.760 --> 00:29:01.760]  我們去經歷恩典
[00:29:01.760 --> 00:29:04.760]  我們去過一個讚美上帝的生命
[00:29:04.760 --> 00:29:06.760]  我們一起祈禱
[00:29:06.760 --> 00:29:16.760]  創造大地,創造我們,創造食物
[00:29:16.760 --> 00:29:19.760]  創造感官的上帝
[00:29:19.760 --> 00:29:25.760]  我們感謝你讓我們發現原來我們早就置身於你的恩典裡
[00:29:27.760 --> 00:29:32.760]  我們感謝你因為你讓我們身處在一個基本上不會餓死的城市裡
[00:29:32.760 --> 00:29:37.760]  這個其實對於很多人來說已經是一個極大的恩典
[00:29:37.760 --> 00:29:40.760]  聖靈啊求你引導我們
[00:29:40.760 --> 00:29:46.760]  幫助我們從生活的最基本裡發現而且確認你的恩典
[00:29:46.760 --> 00:29:53.760]  而不是視所有事為你所當然或者對你的恩典選擇視而不見
[00:29:53.760 --> 00:29:56.760]  更加求你教導我們享受你的創造
[00:29:57.760 --> 00:30:00.760]  因為這些創造都是你視為美好的
[00:30:00.760 --> 00:30:03.760]  是你特意為我們預備的
[00:30:03.760 --> 00:30:07.760]  就願透過我們更加能夠確認你的恩典
[00:30:07.760 --> 00:30:13.760]  你幫助我們成為一群更加能夠確認你的同在的信徒
[00:30:13.760 --> 00:30:20.760]  亦都因為這樣我們成為一班更加願意去付上一切去跟隨你的信徒
[00:30:20.760 --> 00:30:21.760]  求你幫助我們
[00:30:21.760 --> 00:30:22.760]  在你面前禱告
[00:30:22.760 --> 00:30:24.760]  是逢主耶穌基督得聖靈致而求
[00:30:24.760 --> 00:30:27.760]  阿們
