
[00:00:00.000 --> 00:00:06.000]  各位在螢光幕前的弟兄姊妹,平安
[00:27:24.000 --> 00:27:27.000]  情慾支配的現代社會
[00:27:27.000 --> 00:27:29.000]  見怪不怪
[00:27:29.000 --> 00:27:32.000]  多一單不多,少一單不少
[00:27:32.000 --> 00:27:34.000]  又或者
[00:27:34.000 --> 00:27:37.000]  我們都知道自己有罪
[00:27:37.000 --> 00:27:39.000]  在基督的身體裡
[00:27:39.000 --> 00:27:42.000]  在教會沙田浸信會裡
[00:27:42.000 --> 00:27:48.000]  你所參與的是一個坦誠分享的教會
[00:27:48.000 --> 00:27:50.000]  可以將你情慾的掙扎
[00:27:50.000 --> 00:27:56.000]  去叫人替你守望和待討
[00:27:56.000 --> 00:27:58.000]  主耶穌基督的補血
[00:27:58.000 --> 00:28:02.000]  是讓我們去做這些事情
[00:28:02.000 --> 00:28:04.000]  神創造的性愛
[00:28:04.000 --> 00:28:07.000]  在婚姻的框架底下
[00:28:07.000 --> 00:28:12.000]  夫婦能夠坦誠互信地親密
[00:28:12.000 --> 00:28:14.000]  我們身處迷失的世代
[00:28:14.000 --> 00:28:19.000]  輕視了、輕看了神所創立的性愛
[00:28:19.000 --> 00:28:22.000]  唯有靠主耶穌基督的補血
[00:28:22.000 --> 00:28:26.000]  讓生命歸回神美善的設計
[00:28:26.000 --> 00:28:29.000]  享受神創造的原意
[00:28:29.000 --> 00:28:32.000]  不羞恥的性愛
[00:28:32.000 --> 00:28:34.000]  教會是主基督的身體
[00:28:34.000 --> 00:28:37.000]  是一個信徒可以彼此坦誠
[00:28:37.000 --> 00:28:40.000]  分享他自己罪的地方
[00:28:40.000 --> 00:28:44.000]  讓這些罪可以互相成為禱告的代求
[00:28:44.000 --> 00:28:47.000]  去抵擋這些情慾的捆綁
[00:28:47.000 --> 00:28:54.000]  讓這間教會成為呈現復活主的大能
[00:28:54.000 --> 00:28:58.000]  這間教會是一個什麼樣的教會?
[00:28:58.000 --> 00:29:01.000]  你會怎樣做?
[00:29:01.000 --> 00:29:05.000]  你是否準備好去站起來抗爭?
[00:29:05.000 --> 00:29:08.000]  我們低頭祈禱
[00:29:08.000 --> 00:29:11.000]  在這個世代裡
[00:29:11.000 --> 00:29:14.000]  我們很需要你和我們同行
[00:29:14.000 --> 00:29:19.000]  知道環繞我們四周充滿虛荒、充滿氣候
[00:29:19.000 --> 00:29:23.000]  求聖靈帶領我們每一個人
[00:29:23.000 --> 00:29:26.000]  去面對這些試探、這些隱憂
[00:29:26.000 --> 00:29:30.000]  並且藉著救主耶穌的教導
[00:29:30.000 --> 00:29:33.000]  在你基督的身體裡、在教會裡
[00:29:33.000 --> 00:29:37.000]  在我們的小組裡、在我們的群體裡
[00:29:37.000 --> 00:29:42.000]  我們可以做到彼此提醒、認罪悔改
[00:29:42.000 --> 00:29:44.000]  在你的祝福當中
[00:29:44.000 --> 00:29:51.000]  我們懂得愛自己、珍惜和愛護身邊的人
[00:29:51.000 --> 00:29:55.000]  也為自己、為自己、為自己的家人
[00:29:55.000 --> 00:29:59.000]  珍惜和愛護我們身邊的人
[00:29:59.000 --> 00:30:04.000]  也為我們未來的配偶去祈禱
[00:30:04.000 --> 00:30:07.000]  讓神賜予和祝福
[00:30:07.000 --> 00:30:13.000]  讓我們的生命活出你的恩典
[00:30:13.000 --> 00:30:15.000]  我們同心禱告
[00:30:15.000 --> 00:30:17.000]  奉賴基督救主聖名祈求
[00:30:17.000 --> 00:30:19.000]  阿門

