
[00:00:00.000 --> 00:00:02.540]  各位兄弟姐妹
[00:16:26.860 --> 00:16:28.140]  合理的也給
[00:16:28.140 --> 00:16:29.740]  不合理的也給
[00:16:29.740 --> 00:16:31.740]  是愛他呢?
[00:16:31.740 --> 00:16:34.460]  還是害他呢?
[00:16:34.460 --> 00:16:36.540]  從這段聖經
[00:16:36.540 --> 00:16:38.340]  很清楚看到
[00:16:38.340 --> 00:16:41.660]  未必是愛
[00:16:41.660 --> 00:16:44.100]  可能是害
[00:16:44.100 --> 00:16:46.540]  在過去
[00:16:46.540 --> 00:16:51.060]  我幫過無數賭徒
[00:16:51.060 --> 00:16:53.540]  很少賭女來找我
[00:16:53.540 --> 00:16:55.500]  是賭子來找我
[00:16:55.500 --> 00:16:56.780]  就比較多
[00:16:56.780 --> 00:16:59.260]  他們的父母帶著兒子
[00:16:59.260 --> 00:17:01.340]  求我們
[00:17:01.340 --> 00:17:03.100]  牧師
[00:17:03.100 --> 00:17:05.660]  他現在被大耳窿追
[00:17:05.660 --> 00:17:07.940]  說要放火燒他的屋
[00:17:07.940 --> 00:17:10.980]  要斬他
[00:17:10.980 --> 00:17:13.300]  你幫幫他行不行?
[00:17:13.300 --> 00:17:15.540]  我問他父母
[00:17:15.540 --> 00:17:17.940]  你幫過他多少次?
[00:17:17.940 --> 00:17:19.580]  無數次
[00:17:19.580 --> 00:17:23.140]  你幫過他多少次?
[00:17:23.140 --> 00:17:27.260]  住的屋都已經按了
[00:17:27.260 --> 00:17:29.220]  你覺得夠不夠?
[00:17:29.220 --> 00:17:31.980]  你還有什麼屋可以按?
[00:17:31.980 --> 00:17:33.660]  沒有了
[00:17:33.660 --> 00:17:36.660]  有的是他姐姐的屋
[00:17:36.660 --> 00:17:39.340]  有的是他弟弟的屋
[00:17:39.340 --> 00:17:41.940]  你是不是想他姐姐的屋都按?
[00:17:41.940 --> 00:17:43.940]  他弟弟的屋都按?
[00:17:43.940 --> 00:17:45.220]  不是
[00:17:45.220 --> 00:17:48.820]  那為什麼你還是這樣給他錢?
[00:17:48.820 --> 00:17:51.380]  難道看著他死嗎?
[00:17:51.380 --> 00:17:52.780]  我告訴他
[00:17:52.780 --> 00:17:54.780]  如果你繼續這樣給他錢
[00:17:54.780 --> 00:18:02.380]  你就是看著他死
[00:18:02.380 --> 00:18:03.780]  不離
[00:18:03.780 --> 00:18:05.860]  不棄
[00:18:05.860 --> 00:18:08.540]  我們對他們一定要堅定
[00:18:08.540 --> 00:18:09.940]  有立場
[00:18:09.940 --> 00:18:11.940]  但不一定要嚴厲
[00:18:11.940 --> 00:18:14.860]  你不需要說殺死他
[00:18:14.860 --> 00:18:17.820]  你明明知道這樣幫不了他
[00:18:17.820 --> 00:18:20.940]  你就要讓他面對大耳窿
[00:18:20.940 --> 00:18:24.100]  你就要讓他面對被人抓
[00:18:24.100 --> 00:18:27.420]  你就要讓他面對破產各方面的事
[00:18:27.420 --> 00:18:28.740]  這是他的責任
[00:18:28.740 --> 00:18:30.140]  他是成年人
[00:18:30.140 --> 00:18:31.620]  你要讓他面對
[00:18:31.620 --> 00:18:32.620]  唯有這樣
[00:18:32.620 --> 00:18:34.820]  他才會成長成熟
[00:18:34.820 --> 00:18:35.740]  但是
[00:18:35.740 --> 00:18:37.940]  我們不離不棄
[00:18:37.940 --> 00:18:39.860]  當你真的願意悔改的時候
[00:18:39.860 --> 00:18:41.260]  你來找我
[00:18:41.260 --> 00:18:42.620]  我會幫你
[00:18:42.620 --> 00:18:43.940]  我告訴大家
[00:18:43.940 --> 00:18:45.060]  這些小島
[00:18:45.060 --> 00:18:47.460]  當他真的願意悔改的時候
[00:18:47.460 --> 00:18:49.940]  欠一千七百萬的人
[00:18:49.940 --> 00:18:53.700]  他一樣可以找到出路
[00:18:53.700 --> 00:18:55.780]  欠一千七百萬的人
[00:18:55.780 --> 00:18:57.740]  還有很多欠幾百萬的人
[00:18:57.740 --> 00:18:59.340]  現在成為傳道人
[00:18:59.340 --> 00:19:01.580]  是在幫助其他人
[00:19:01.580 --> 00:19:02.740]  為什麼?
[00:19:02.740 --> 00:19:04.420]  悔改
[00:19:04.420 --> 00:19:06.260]  各位弟妹
[00:19:06.260 --> 00:19:08.020]  這個小兒子
[00:19:08.020 --> 00:19:09.300]  你可以很清楚的看到
[00:19:09.300 --> 00:19:11.460]  他是一個敗家子
[00:19:11.460 --> 00:19:12.380]  怎樣敗家?
[00:19:12.380 --> 00:19:13.140]  第一
[00:19:13.140 --> 00:19:17.700]  他收了所有父親分的產業之後
[00:19:17.700 --> 00:19:19.580]  他就往遠方去
[00:19:19.580 --> 00:19:20.580]  什麼叫做遠方?
[00:19:20.580 --> 00:19:22.980]  是有這麼遠走這麼遠
[00:19:22.980 --> 00:19:24.900]  是不理爸爸的
[00:19:24.900 --> 00:19:26.900]  不要爸爸的
[00:19:26.900 --> 00:19:28.500]  離開爸爸
[00:19:28.500 --> 00:19:29.060]  第二
[00:19:29.060 --> 00:19:31.340]  他在那裡任意放蕩
[00:19:31.340 --> 00:19:33.340]  任意的意思
[00:19:33.340 --> 00:19:35.420]  就是喜歡怎麼用就怎麼用
[00:19:35.420 --> 00:19:37.180]  喜歡怎麼用就怎麼用
[00:19:37.180 --> 00:19:40.380]  大哥後來講回頭的時候
[00:19:40.380 --> 00:19:41.820]  就很清楚的說
[00:19:41.820 --> 00:19:43.900]  這個敗家子
[00:19:43.900 --> 00:19:45.860]  將你的資財
[00:19:45.860 --> 00:19:50.100]  全部花在妓女的身上
[00:19:50.100 --> 00:19:51.420]  換句話來說
[00:19:51.420 --> 00:19:53.100]  他將這些家業
[00:19:53.100 --> 00:19:58.940]  全敗在嫖賭飲吹的上面
[00:19:58.940 --> 00:20:01.420]  所以這個兒子
[00:20:01.420 --> 00:20:04.220]  是一個狼子
[00:20:04.220 --> 00:20:07.340]  是一個慕海若鳩的兒子
[00:20:07.340 --> 00:20:08.740]  浪費資財
[00:20:08.740 --> 00:20:10.020]  接著十四節他就說
[00:20:10.020 --> 00:20:12.580]  耗盡一切所有
[00:20:12.580 --> 00:20:14.700]  就是因為他耗盡一切所有
[00:20:14.700 --> 00:20:15.700]  走投無路
[00:20:15.700 --> 00:20:19.500]  所以他去幫人看豬養豬
[00:20:19.500 --> 00:20:21.660]  養豬的時間要吃豬哨
[00:20:21.660 --> 00:20:22.900]  因為不夠吃
[00:20:22.900 --> 00:20:24.900]  豬吃的東西他都要吃
[00:20:24.900 --> 00:20:26.900]  吃豬哨
[00:20:26.900 --> 00:20:30.100]  在他最受不了的時間
[00:20:30.100 --> 00:20:32.980]  突然間他記得
[00:20:32.980 --> 00:20:36.380]  他爸爸有很多的產業
[00:20:36.380 --> 00:20:37.780]  很多的東西
[00:20:37.780 --> 00:20:40.780]  這個也是無法明瞭的
[00:20:40.780 --> 00:20:42.820]  他分開了,那還有呢?
[00:20:42.820 --> 00:20:44.420]  那些東西去哪裏呢?
[00:20:44.420 --> 00:20:47.500]  這是人間的人想不通的
[00:20:47.500 --> 00:20:48.900]  但如果你有天賦
[00:20:48.900 --> 00:20:49.860]  你就想得通
[00:20:49.860 --> 00:20:50.780]  原因在哪裏呢?
[00:20:50.780 --> 00:20:52.580]  整個地球都給了人
[00:20:52.580 --> 00:20:53.900]  那他還有沒有呢?
[00:20:53.900 --> 00:20:55.300]  當然有
[00:20:55.300 --> 00:20:56.980]  他那些東西從哪裏來的?
[00:20:56.980 --> 00:20:58.860]  全部都是他的
[00:20:58.860 --> 00:21:01.340]  天上的東西都是他的
[00:21:01.340 --> 00:21:03.100]  甚至連地上的
[00:21:03.100 --> 00:21:04.740]  他要收就是收的
[00:21:04.740 --> 00:21:05.820]  怎樣收呢?
[00:21:05.820 --> 00:21:06.500]  你看看
[00:21:06.500 --> 00:21:09.620]  騙魏成的老闆
[00:21:09.620 --> 00:21:11.300]  他要收回的時間
[00:21:11.300 --> 00:21:14.180]  是很簡單的
[00:21:14.180 --> 00:21:15.980]  男的就被綁架
[00:21:15.980 --> 00:21:17.940]  然後過了七年
[00:21:17.940 --> 00:21:20.900]  然後就宣判死了
[00:21:20.900 --> 00:21:23.140]  然後女的一樣都是死了
[00:21:23.140 --> 00:21:24.220]  又被人騙
[00:21:24.220 --> 00:21:25.580]  騙完之後又是死了
[00:21:25.580 --> 00:21:28.020]  我看回我的心很急
[00:21:28.020 --> 00:21:30.620]  人到底要拿那些東西來做什麼呢?
[00:21:30.620 --> 00:21:32.180]  那些東西歪歪摺摺
[00:21:32.180 --> 00:21:33.700]  就好像翻簡譜一樣
[00:21:33.700 --> 00:21:35.580]  你吹到最大的時間
[00:21:35.580 --> 00:21:36.860]  會爆的
[00:21:36.860 --> 00:21:38.060]  人就是這樣
[00:21:38.060 --> 00:21:39.780]  但今日在這個世上的人
[00:21:39.780 --> 00:21:41.860]  仍然沒有學到教訓
[00:21:41.860 --> 00:21:44.860]  繼續不斷做這些事
[00:21:44.860 --> 00:21:46.260]  但這個小孩
[00:21:46.260 --> 00:21:48.740]  在那個時候
[00:21:48.740 --> 00:21:51.820]  他做了一個很大的決定
[00:21:51.820 --> 00:21:53.100]  這個決定就是說
[00:21:53.100 --> 00:21:55.300]  我這麼辛苦在這個地方打工
[00:21:55.300 --> 00:21:56.660]  連吃都不夠
[00:21:56.660 --> 00:21:58.900]  要吃豬哨
[00:21:58.900 --> 00:22:00.700]  何苦呢?
[00:22:00.700 --> 00:22:02.580]  他想起他爸爸
[00:22:02.580 --> 00:22:04.060]  我爸爸那裡
[00:22:04.060 --> 00:22:05.700]  一切的東西都是他
[00:22:05.700 --> 00:22:07.220]  樣樣的東西他都有
[00:22:07.220 --> 00:22:09.260]  我為什麼還要在這裡捱呢?
[00:22:09.260 --> 00:22:10.380]  然後他就說
[00:22:10.380 --> 00:22:12.060]  我要回到我爸爸那裡
[00:22:12.060 --> 00:22:13.020]  要跟他說
[00:22:13.020 --> 00:22:14.060]  我得罪了天
[00:22:14.060 --> 00:22:15.060]  又得罪了你
[00:22:15.060 --> 00:22:16.820]  我不配做你的兒子
[00:22:16.820 --> 00:22:17.900]  你收留我
[00:22:17.900 --> 00:22:19.380]  做你的故宮吧
[00:22:19.380 --> 00:22:20.980]  我不能做你的兒子
[00:22:20.980 --> 00:22:22.740]  我不配做你的兒子
[00:22:22.740 --> 00:22:25.660]  你讓我做你的故宮吧
[00:22:25.660 --> 00:22:28.780]  當他願意這樣做的時候
[00:22:28.780 --> 00:22:30.460]  我們看到
[00:22:30.460 --> 00:22:35.220]  一個很大的轉變就出現了
[00:22:35.220 --> 00:22:37.540]  這個很大的轉變
[00:22:37.540 --> 00:22:40.380]  到底在哪裡出現呢?
[00:22:40.380 --> 00:22:43.380]  我們一起讀一讀二十節
[00:22:43.380 --> 00:22:44.740]  一起讀
[00:22:44.740 --> 00:22:48.780]  「於是起來往他父親那裡去
[00:22:48.780 --> 00:22:50.300]  相去還遠
[00:22:50.300 --> 00:22:52.020]  他父親看見
[00:22:52.020 --> 00:22:55.780]  跑去抱著他的頸」
[00:22:59.660 --> 00:23:02.940]  我想大家讀多一點聖經
[00:23:02.940 --> 00:23:06.980]  不單止與他親嘴
[00:23:06.980 --> 00:23:11.300]  我們一起讀一讀二十二節
[00:23:11.300 --> 00:23:12.660]  至到二十三節
[00:23:12.660 --> 00:23:15.140]  二十二到二十三節一起讀
[00:23:15.140 --> 00:23:17.460]  「父親卻吩咐僕人說
[00:23:17.460 --> 00:23:21.340]  把那肥牛肚拿出來給他穿
[00:23:21.340 --> 00:23:23.780]  把戒指戴在他指頭上
[00:23:23.780 --> 00:23:26.020]  把鞋穿在他腳上
[00:23:26.020 --> 00:23:28.740]  把那肥牛肚牽來載了
[00:23:28.740 --> 00:23:31.020]  我們可以吃喝快樂」
[00:23:31.020 --> 00:23:32.340]  弟兄姊妹
[00:23:32.340 --> 00:23:34.340]  這位天父
[00:23:34.340 --> 00:23:37.260]  他對著一個這樣的五翼兒子
[00:23:37.260 --> 00:23:39.300]  他做了幾件事
[00:23:39.300 --> 00:23:40.860]  這幾件事是什麼呢?
[00:23:40.860 --> 00:23:42.220]  第一
[00:23:42.220 --> 00:23:43.660]  這個兒子回去的時候
[00:23:43.660 --> 00:23:46.700]  相去還遠
[00:23:46.700 --> 00:23:48.580]  他父親就看見
[00:23:48.580 --> 00:23:50.500]  怎麼可能呢?
[00:23:50.500 --> 00:23:51.420]  有很多人說
[00:23:51.420 --> 00:23:53.220]  哦!很巧合
[00:23:53.220 --> 00:23:56.020]  有這麼巧合
[00:23:56.020 --> 00:24:00.220]  很偶然就碰巧了
[00:24:00.220 --> 00:24:01.900]  在我人生裏面
[00:24:01.900 --> 00:24:05.740]  太多事巧合
[00:24:05.740 --> 00:24:10.500]  但是沒辦法能夠用巧合解釋
[00:24:10.500 --> 00:24:14.460]  不單止是韋成他聽得到的巧合
[00:24:14.460 --> 00:24:18.100]  沒有一樣是用巧合解釋得到的
[00:24:18.100 --> 00:24:19.700]  在我自己的身上
[00:24:19.700 --> 00:24:21.700]  我太多巧合
[00:24:21.700 --> 00:24:27.020]  我和我父親衝突最厲害的時間
[00:24:27.020 --> 00:24:30.020]  就是因為有一晚
[00:24:30.020 --> 00:24:32.340]  我買菜煮飯
[00:24:32.340 --> 00:24:35.820]  我特意買的菜是我哥哥最不喜歡吃的
[00:24:35.820 --> 00:24:37.220]  就是魚
[00:24:37.220 --> 00:24:38.700]  三尾魚
[00:24:38.700 --> 00:24:39.980]  一尾菜
[00:24:39.980 --> 00:24:41.700]  他最怕吃魚
[00:24:41.700 --> 00:24:43.780]  因為他不懂骨骼
[00:24:43.780 --> 00:24:46.620]  所以一吃魚就噎到脖子
[00:24:46.620 --> 00:24:47.820]  真是奇怪
[00:24:47.820 --> 00:24:49.620]  那天我買了三尾魚
[00:24:49.620 --> 00:24:51.940]  蒸魚仔,很小的
[00:24:51.940 --> 00:24:54.420]  那些麵豉蒸的魚
[00:24:54.420 --> 00:24:56.340]  那些魚是很多骨的
[00:24:56.340 --> 00:24:57.860]  懂骨骼的人
[00:24:57.860 --> 00:24:58.940]  一放進口裏
[00:24:58.940 --> 00:24:59.860]  肉就出來了
[00:24:59.860 --> 00:25:01.220]  骨就吐出來
[00:25:01.220 --> 00:25:03.380]  不懂骨骼的人
[00:25:03.380 --> 00:25:05.460]  一放進口裏就噎到脖子
[00:25:05.460 --> 00:25:06.500]  第二
[00:25:06.500 --> 00:25:07.420]  煲魚湯
[00:25:07.420 --> 00:25:09.140]  又是魚
[00:25:09.140 --> 00:25:10.100]  第三
[00:25:10.100 --> 00:25:11.020]  豆腐煮魚
[00:25:11.020 --> 00:25:12.740]  又是魚
[00:25:12.740 --> 00:25:15.820]  只是一個菜
[00:25:15.820 --> 00:25:17.220]  看著三尾菜
[00:25:17.220 --> 00:25:18.820]  難道不吃嗎?
[00:25:18.820 --> 00:25:19.860]  難道只吃菜嗎?
[00:25:19.860 --> 00:25:20.700]  不行的
[00:25:20.700 --> 00:25:21.620]  所以還是吃
[00:25:21.620 --> 00:25:23.140]  結果就是噎到脖子
[00:25:23.140 --> 00:25:24.300]  一噎到脖子的時候
[00:25:24.300 --> 00:25:25.580]  我爸爸怎樣呢?
[00:25:25.580 --> 00:25:26.780]  很偏心
[00:25:26.780 --> 00:25:29.300]  竟然拍桌子在罵我
[00:25:29.300 --> 00:25:30.500]  臭小子
[00:25:30.500 --> 00:25:33.660]  你們吃掉它吧
[00:25:33.660 --> 00:25:35.460]  我哥哥噎到脖子了
[00:25:35.460 --> 00:25:39.100]  接著我真的發火發得很厲害
[00:25:39.100 --> 00:25:40.660]  我又拍桌子
[00:25:40.660 --> 00:25:41.500]  有沒有搞錯?
[00:25:41.500 --> 00:25:43.220]  這麼大個人噎到脖子
[00:25:43.220 --> 00:25:44.820]  關我什麼事?
[00:25:44.820 --> 00:25:46.660]  我買了菜煮了飯
[00:25:46.660 --> 00:25:47.780]  還不夠嗎?
[00:25:47.780 --> 00:25:49.220]  為什麼還要罵我?
[00:25:49.220 --> 00:25:53.220]  然後就要開片
[00:25:53.220 --> 00:25:56.460]  幸好我家裡姐姐抱著我
[00:25:56.460 --> 00:25:58.660]  哥哥就抱著爸爸
[00:25:58.660 --> 00:26:00.740]  沒有開片
[00:26:00.740 --> 00:26:02.620]  但是那天
[00:26:02.620 --> 00:26:05.380]  很小的一件事
[00:26:05.380 --> 00:26:06.980]  差一點
[00:26:06.980 --> 00:26:07.940]  就去到那個地步
[00:26:07.940 --> 00:26:09.580]  隨時一個拿刀
[00:26:09.580 --> 00:26:10.620]  一個拿椅子
[00:26:10.620 --> 00:26:13.300]  然後就開片
[00:26:13.300 --> 00:26:14.740]  但是那天
[00:26:14.740 --> 00:26:17.540]  我的心真的很生氣
[00:26:17.540 --> 00:26:21.260]  我飯都沒有吃下去
[00:26:21.260 --> 00:26:22.140]  走了出去
[00:26:22.140 --> 00:26:24.780]  那時候我們住民景樓
[00:26:24.780 --> 00:26:26.700]  你知道民景樓對著的是什麼嗎?
[00:26:26.700 --> 00:26:27.940]  如果你知道的話
[00:26:27.940 --> 00:26:30.660]  那個就是總統碼頭
[00:26:30.660 --> 00:26:33.180]  我就在碼頭內會
[00:26:33.180 --> 00:26:35.420]  在那裡走來走去
[00:26:35.420 --> 00:26:36.860]  一直在那裡想
[00:26:36.860 --> 00:26:38.620]  當然在碼頭那裡走
[00:26:38.620 --> 00:26:40.540]  不是說我會跳下去
[00:26:40.540 --> 00:26:42.420]  跳下去都不會死的
[00:26:42.420 --> 00:26:45.460]  因為我偷渡都是有稅的
[00:26:45.460 --> 00:26:47.220]  正式來到香港不是有稅
[00:26:47.220 --> 00:26:48.620]  但是我游過水
[00:26:48.620 --> 00:26:50.260]  不成功
[00:26:50.260 --> 00:26:52.180]  渡海泳我都游過
[00:26:52.180 --> 00:26:54.780]  所以不會跳下去
[00:26:54.780 --> 00:26:57.020]  我在想
[00:26:57.020 --> 00:26:58.420]  為什麼這麼多時候
[00:26:58.420 --> 00:27:00.220]  都是在芝麻綠豆的事
[00:27:00.220 --> 00:27:02.300]  令大家這麼不開心
[00:27:02.300 --> 00:27:04.140]  然後我就說上帝
[00:27:04.140 --> 00:27:06.380]  為什麼你不改變我爸爸
[00:27:06.380 --> 00:27:07.820]  我這麼久之前已經說
[00:27:07.820 --> 00:27:10.020]  你改變我爸爸我就相信你
[00:27:10.020 --> 00:27:11.620]  但是他不僅沒有改變
[00:27:11.620 --> 00:27:13.860]  是變本加厲
[00:27:13.860 --> 00:27:16.500]  我覺得太離譜了
[00:27:16.500 --> 00:27:17.900]  突然之間
[00:27:17.900 --> 00:27:19.980]  心裡出現一節聖經
[00:27:19.980 --> 00:27:21.780]  你們要彼此認罪
[00:27:21.780 --> 00:27:23.580]  互相代求
[00:27:23.580 --> 00:27:25.420]  使你們得意志
[00:27:25.420 --> 00:27:27.780]  然後我的心在想
[00:27:27.780 --> 00:27:34.380]  難道真的要回去認錯?
[00:27:34.380 --> 00:27:37.100]  要和爸爸認錯?
[00:27:37.100 --> 00:27:39.380]  當我在想的時候
[00:27:39.380 --> 00:27:40.380]  巧合
[00:27:40.380 --> 00:27:41.780]  真的巧合
[00:27:41.780 --> 00:27:43.820]  我姐姐就走下來找我
[00:27:43.820 --> 00:27:46.260]  一見到我的時候就跟我說
[00:27:46.260 --> 00:27:47.980]  爸爸哮喘了
[00:27:47.980 --> 00:27:49.500]  很不舒服
[00:27:49.500 --> 00:27:51.780]  你回去給他倒杯茶
[00:27:51.780 --> 00:27:54.260]  認錯
[00:27:54.260 --> 00:27:55.860]  我剛剛在想
[00:27:55.860 --> 00:27:58.780]  難道真的要回去跟他認錯?
[00:27:58.780 --> 00:27:59.780]  姐姐就說
[00:27:59.780 --> 00:28:01.260]  你回去倒杯茶
[00:28:01.260 --> 00:28:04.100]  跟他認錯
[00:28:04.100 --> 00:28:05.780]  我跟他回去
[00:28:05.780 --> 00:28:06.580]  我就在想
[00:28:06.580 --> 00:28:08.740]  我試一下這個神
[00:28:08.740 --> 00:28:11.100]  如果我認錯
[00:28:11.100 --> 00:28:13.220]  搞定呢?
[00:28:13.220 --> 00:28:14.580]  那我就相信你
[00:28:14.580 --> 00:28:17.820]  如果我認錯搞不定呢?
[00:28:17.820 --> 00:28:19.140]  與我無關
[00:28:19.140 --> 00:28:20.100]  我不認你
[00:28:20.100 --> 00:28:21.140]  我不相信你
[00:28:21.140 --> 00:28:23.740]  是應該的
[00:28:23.740 --> 00:28:24.540]  回去的時候
[00:28:24.540 --> 00:28:26.740]  姐姐就倒了一杯茶
[00:28:26.740 --> 00:28:28.300]  給我弟弟爸爸
[00:28:28.300 --> 00:28:31.380]  爸爸在房間
[00:28:31.380 --> 00:28:34.580]  我拿著杯茶
[00:28:34.580 --> 00:28:36.340]  然後我弟弟的時候
[00:28:36.340 --> 00:28:37.700]  我是這樣的
[00:28:37.700 --> 00:28:38.940]  因為我的手為什麼要這樣
[00:28:38.940 --> 00:28:41.580]  因為我不知道他會不會一巴打過來
[00:28:41.580 --> 00:28:42.780]  他一巴打過來的時候
[00:28:42.780 --> 00:28:45.740]  我就這樣一巴打過來
[00:28:45.740 --> 00:28:47.420]  就是這樣
[00:28:47.420 --> 00:28:50.180]  但我沒有想
[00:28:50.180 --> 00:28:53.180]  我爸爸看都不看我的手
[00:28:53.180 --> 00:28:54.180]  是怎麼放的
[00:28:54.180 --> 00:28:57.340]  緊著不看都不看
[00:28:57.340 --> 00:29:02.220]  就這樣拿了一杯茶
[00:29:02.220 --> 00:29:06.060]  然後就說了一句話
[00:29:06.060 --> 00:29:08.140]  好了
[00:29:08.140 --> 00:29:10.500]  那些飯菜凍了
[00:29:10.500 --> 00:29:13.060]  吃飯吧
[00:29:13.060 --> 00:29:14.820]  我告訴大家
[00:29:14.820 --> 00:29:16.740]  我簡直難以置信
[00:29:16.740 --> 00:29:19.060]  我聽到這樣的說話
[00:29:19.060 --> 00:29:20.060]  因為以前
[00:29:20.060 --> 00:29:22.220]  如果是這樣發生的話
[00:29:22.220 --> 00:29:24.860]  不用恨有飯吃
[00:29:24.860 --> 00:29:27.340]  不用恨有菜留
[00:29:27.340 --> 00:29:28.620]  但那天
[00:29:28.620 --> 00:29:31.820]  竟然有飯留菜
[00:29:31.820 --> 00:29:34.340]  我的心半信半疑
[00:29:34.340 --> 00:29:35.580]  走了出去
[00:29:35.580 --> 00:29:38.140]  在客廳吃飯的時候
[00:29:38.140 --> 00:29:40.420]  我一直吃
[00:29:40.420 --> 00:29:44.620]  為什麼今晚這麼好相遇呢
[00:29:44.620 --> 00:29:49.100]  一直流淚
[00:29:49.100 --> 00:29:51.380]  這樣一生
[00:29:51.380 --> 00:29:53.460]  後來
[00:29:53.460 --> 00:29:58.820]  哥哥在家裡開了一個家庭聚會
[00:29:58.820 --> 00:30:00.420]  每個星期一
[00:30:00.420 --> 00:30:01.580]  晚上
[00:30:01.580 --> 00:30:04.940]  我們查聖經
[00:30:04.940 --> 00:30:07.020]  我想我信了之後
[00:30:07.020 --> 00:30:10.180]  大概八、九個月
[00:30:10.180 --> 00:30:12.380]  我爸爸
[00:30:12.380 --> 00:30:15.100]  有一晚流淚
[00:30:15.100 --> 00:30:18.700]  決志信耶穌
[00:30:18.700 --> 00:30:19.860]  我看到
[00:30:19.860 --> 00:30:21.140]  當我爸爸流淚
[00:30:21.140 --> 00:30:24.220]  決志信耶穌之後
[00:30:24.220 --> 00:30:25.620]  我們整個家庭
[00:30:25.620 --> 00:30:27.900]  就是這樣改變了
[00:30:27.900 --> 00:30:29.380]  以前晚上
[00:30:29.380 --> 00:30:30.820]  就是惡夢
[00:30:30.820 --> 00:30:31.740]  而惡夢
[00:30:31.740 --> 00:30:33.940]  以前就是鬥我媽媽的人
[00:30:33.940 --> 00:30:36.180]  但後來竟然是爸爸
[00:30:36.180 --> 00:30:37.860]  原來我爸爸也有惡夢
[00:30:37.860 --> 00:30:38.980]  原來就是兒子
[00:30:38.980 --> 00:30:40.820]  用擔挑打她
[00:30:40.820 --> 00:30:43.660]  我就是看到爸爸用刀砍下來
[00:30:43.660 --> 00:30:47.300]  然後就舉著腳踢她的手
[00:30:47.300 --> 00:30:50.340]  很多這樣的惡夢出現了
[00:30:50.340 --> 00:30:51.900]  但那個時間
[00:30:51.900 --> 00:30:55.380]  我心裡面有一種感覺
[00:30:55.380 --> 00:30:57.740]  竟然沒有了這些惡夢
[00:30:57.740 --> 00:30:59.100]  不僅如此
[00:30:59.100 --> 00:31:00.140]  後來
[00:31:00.140 --> 00:31:01.540]  兩父子之間
[00:31:01.540 --> 00:31:04.420]  有時候間中都會有不同的意見
[00:31:04.420 --> 00:31:06.660]  激烈的爭論
[00:31:06.660 --> 00:31:11.140]  但接著就說「我們不如祈禱吧」
[00:31:11.140 --> 00:31:12.340]  有時候我提議
[00:31:12.340 --> 00:31:14.460]  「爸爸,不如我們一起祈禱吧」
[00:31:14.460 --> 00:31:16.460]  有時候他就停一停
[00:31:16.460 --> 00:31:19.780]  然後就祈禱
[00:31:19.780 --> 00:31:21.580]  就是這樣祈禱
[00:31:21.580 --> 00:31:24.180]  我們就解決了我們的問題
[00:31:24.180 --> 00:31:27.060]  我心裡面在想
[00:31:27.060 --> 00:31:29.540]  為什麼這麼靈驗呢?
[00:31:29.540 --> 00:31:31.780]  每一樣事情就是這麼簡單
[00:31:31.780 --> 00:31:36.620]  就是解決了我們的問題
[00:31:36.620 --> 00:31:38.540]  因為這樣的緣故
[00:31:38.540 --> 00:31:42.020]  在我自己經歷了這些事情之後
[00:31:42.020 --> 00:31:43.900]  我對著我的上帝說
[00:31:43.900 --> 00:31:47.620]  「神啊,我這條命是你的」
[00:31:47.620 --> 00:31:52.580]  「你要怎麼用我,就怎麼用我」
[00:31:52.580 --> 00:31:54.900]  我經歷了很多不同的
[00:31:54.900 --> 00:31:58.340]  巧合無法解釋的事情
[00:31:58.340 --> 00:31:59.420]  我跟大家說
[00:31:59.420 --> 00:32:01.060]  如果我要說的時候
[00:32:01.060 --> 00:32:04.980]  我想要說幾天都說不完
[00:32:04.980 --> 00:32:10.140]  我只說在我們建堂
[00:32:10.140 --> 00:32:11.500]  因為遲些我們在這裡
[00:32:11.500 --> 00:32:14.180]  都要跟大家一起去經歷更多的神蹟
[00:32:14.180 --> 00:32:15.380]  叩堂的神蹟
[00:32:15.380 --> 00:32:18.100]  建堂的神蹟
[00:32:18.100 --> 00:32:21.180]  因福的建堂
[00:32:21.180 --> 00:32:23.660]  我試過有幾個不同的階段
[00:32:23.660 --> 00:32:25.540]  第一個階段
[00:32:25.540 --> 00:32:29.300]  就是我們由方方搬去秋藏的階段
[00:32:29.300 --> 00:32:31.580]  我看到當時水蝕不通
[00:32:31.580 --> 00:32:32.980]  四百多人
[00:32:32.980 --> 00:32:37.820]  但那個只是一千五百平方呎的地方
[00:32:37.820 --> 00:32:40.940]  我一直很想搬去一個大一點的地方
[00:32:40.940 --> 00:32:43.100]  但執事會又不通過
[00:32:43.100 --> 00:32:44.780]  結果不通過之後
[00:32:44.780 --> 00:32:46.060]  我差點真的感覺到
[00:32:46.060 --> 00:32:50.700]  因為教會是這樣的
[00:32:50.700 --> 00:32:51.980]  但心裏又想
[00:32:51.980 --> 00:32:54.060]  你辛辛苦苦帶了這麼多人進來
[00:32:54.060 --> 00:32:55.260]  這樣又離開
[00:32:55.260 --> 00:32:56.980]  對不起他們而已
[00:32:56.980 --> 00:32:59.460]  最後我求神離開路
[00:32:59.460 --> 00:33:01.340]  兩個月後
[00:33:01.340 --> 00:33:03.460]  七月的時間
[00:33:03.460 --> 00:33:05.100]  連續兩個星期
[00:33:05.100 --> 00:33:06.700]  被困困了四個人
[00:33:06.700 --> 00:33:07.700]  那些在方方的
