
[00:00:00.000 --> 00:00:01.000]  各位兄弟姐妹
[00:23:31.000 --> 00:23:34.000]  所謂冤冤相報何時了呢
[00:23:34.000 --> 00:23:36.000]  但是復活的基督
[00:23:36.000 --> 00:23:39.000]  現在已經闖入了這個世界
[00:23:39.000 --> 00:23:42.000]  他是廢掉了這個冤仇
[00:23:42.000 --> 00:23:46.000]  更加是帶來了一個新的群體
[00:23:46.000 --> 00:23:50.000]  這個藉著聖靈能夠彼此接納
[00:23:50.000 --> 00:23:56.000]  讓敵人能夠變成自己家人的那個群體
[00:23:56.000 --> 00:23:59.000]  各位親愛的弟兄姊妹
[00:23:59.000 --> 00:24:01.000]  我們能不能夠在基督裡面
[00:24:01.000 --> 00:24:06.000]  真正地接納不同的人呢
[00:24:06.000 --> 00:24:10.000]  或者我們都是想繼續去報仇呢
[00:24:10.000 --> 00:24:14.000]  最後保羅在這個羅馬書第六章
[00:24:14.000 --> 00:24:16.000]  第四章第五節那裡
[00:24:16.000 --> 00:24:18.000]  跟我們說
[00:24:18.000 --> 00:24:22.000]  復活不只是一件歷史的事件
[00:24:22.000 --> 00:24:27.000]  當然是一種轉化生命的力量
[00:24:27.000 --> 00:24:29.000]  首先復活是證明了
[00:24:29.000 --> 00:24:31.000]  神已經是接納了
[00:24:31.000 --> 00:24:34.000]  基督在十字架上面的一個代屬
[00:24:34.000 --> 00:24:40.000]  這一切信他的人是得到清義
[00:24:40.000 --> 00:24:42.000]  這個其實是非常重要的
[00:24:42.000 --> 00:24:45.000]  所以保羅在這個
[00:24:45.000 --> 00:24:48.000]  前書第十五章那裡說到
[00:24:48.000 --> 00:24:52.000]  如果基督是未曾復活的時候
[00:24:52.000 --> 00:24:55.000]  信徒仍然會在罪裡面
[00:24:55.000 --> 00:24:59.000]  是毫無盼望的
[00:24:59.000 --> 00:25:02.000]  因此保羅在這個羅馬書第六章
[00:25:02.000 --> 00:25:04.000]  第四節那裡
[00:25:04.000 --> 00:25:07.000]  他用了一個洗禮的圖像
[00:25:07.000 --> 00:25:08.000]  美刀說明
[00:25:08.000 --> 00:25:12.000]  信徒與基督聯合的事實
[00:25:12.000 --> 00:25:14.000]  洗禮是象徵著
[00:25:14.000 --> 00:25:18.000]  信徒與基督同死同埋葬
[00:25:18.000 --> 00:25:21.000]  就是說舊的生命已經結束了
[00:25:21.000 --> 00:25:24.000]  而同復活是預表著
[00:25:24.000 --> 00:25:27.000]  信徒是得著新的生命
[00:25:27.000 --> 00:25:30.000]  是進入與神同在的生活
[00:25:30.000 --> 00:25:32.000]  所以信徒的一舉一動
[00:25:32.000 --> 00:25:35.000]  不單只是行為的改變
[00:25:35.000 --> 00:25:38.000]  更加是整個人的轉化
[00:25:38.000 --> 00:25:42.000]  我們不再是活在罪惡的合制底下
[00:25:42.000 --> 00:25:46.000]  而是在這個光明裡面生活
[00:25:46.000 --> 00:25:49.000]  因此信徒的新生命
[00:25:49.000 --> 00:25:52.000]  就如同基督的復活一樣
[00:25:52.000 --> 00:25:56.000]  是一同來彰顯神的大能
[00:25:56.000 --> 00:26:02.000]  神的主權和祂的榮耀
[00:26:02.000 --> 00:26:04.000]  所以保羅在第五節那裡
[00:26:04.000 --> 00:26:07.000]  更加是進一步來解釋
[00:26:07.000 --> 00:26:12.000]  這個生命是怎樣產生的呢
[00:26:12.000 --> 00:26:16.000]  是因為我們與基督來聯合的結果
[00:26:16.000 --> 00:26:19.000]  聯合是什麼意思
[00:26:19.000 --> 00:26:22.000]  原文裡面就是說一同來生長
[00:26:22.000 --> 00:26:27.000]  就是說好像葡萄樹和枝子一樣
[00:26:27.000 --> 00:26:31.000]  是表明信徒確實的生命
[00:26:31.000 --> 00:26:34.000]  與基督是相連在一起
[00:26:34.000 --> 00:26:37.000]  就是說我們信徒是有把握的
[00:26:37.000 --> 00:26:39.000]  如果基督復活
[00:26:39.000 --> 00:26:43.000]  我們信徒一定是復活的
[00:26:43.000 --> 00:26:45.000]  並且跟祂一樣
[00:26:45.000 --> 00:26:48.000]  一同是得到榮耀
[00:26:48.000 --> 00:26:52.000]  所以保羅更加在《哥倫多前書》和《彼得比書》裡面
[00:26:52.000 --> 00:26:54.000]  進一步來解釋
[00:26:54.000 --> 00:26:58.000]  信徒將來如何復活的身體
[00:26:58.000 --> 00:27:00.000]  將會改變
[00:27:00.000 --> 00:27:07.000]  跟基督一樣成為一個榮耀的身體
[00:27:07.000 --> 00:27:09.000]  所以基督徒的洗禮
[00:27:09.000 --> 00:27:12.000]  其實是別具意義
[00:27:12.000 --> 00:27:14.000]  這個不單止是儀式
[00:27:14.000 --> 00:27:16.000]  不單止是見證
[00:27:16.000 --> 00:27:19.000]  而是與基督同死
[00:27:19.000 --> 00:27:20.000]  同埋葬
[00:27:20.000 --> 00:27:23.000]  同復活的象徵
[00:27:23.000 --> 00:27:27.000]  生命是得到了徹底的轉換
[00:27:27.000 --> 00:27:28.000]  新的生命
[00:27:28.000 --> 00:27:35.000]  其實那個時候就已經誕生了
[00:27:35.000 --> 00:27:37.000]  所以舊的生命
[00:27:37.000 --> 00:27:40.000]  可能說這又怎樣
[00:27:40.000 --> 00:27:42.000]  在第六節裡
[00:27:42.000 --> 00:27:44.000]  保羅更加講到
[00:27:44.000 --> 00:27:47.000]  是與基督同釘十字架
[00:27:47.000 --> 00:27:48.000]  就是說
[00:27:48.000 --> 00:27:53.000]  罪已經不能夠在死的人身上掌權
[00:27:53.000 --> 00:27:57.000]  不能夠在死的人身上做些什麼
[00:27:57.000 --> 00:28:02.000]  所以與基督同復活的信徒
[00:28:02.000 --> 00:28:04.000]  那個新的生命
[00:28:04.000 --> 00:28:06.000]  當然是可以很自由
[00:28:06.000 --> 00:28:11.000]  很自在地來到聖潔的生活
[00:28:11.000 --> 00:28:15.000]  所以說聖潔的生活不是因為我們的行為
[00:28:15.000 --> 00:28:17.000]  而得到改善
[00:28:17.000 --> 00:28:25.000]  而是因為信徒是與主聯合的結果
[00:28:25.000 --> 00:28:28.000]  我們常常都可以看到
[00:28:28.000 --> 00:28:31.000]  新的生命的特質
[00:28:31.000 --> 00:28:32.000]  就是什麼
[00:28:32.000 --> 00:28:34.000]  就是不會為自己而活
[00:28:34.000 --> 00:28:39.000]  是會為主而活
[00:28:39.000 --> 00:28:42.000]  有一位信了很多年的弟兄
[00:28:42.000 --> 00:28:43.000]  有一天跟我說
[00:28:43.000 --> 00:28:49.000]  我的生命仍然好像很軟弱
[00:28:49.000 --> 00:28:54.000]  我不敢說他去批評他什麼
[00:28:54.000 --> 00:28:56.000]  我只不過心裡想
[00:28:56.000 --> 00:28:58.000]  是不是我們接受耶穌的時候
[00:28:58.000 --> 00:29:00.000]  很多時候都是
[00:29:00.000 --> 00:29:05.000]  只不過是在頭腦上的接受呢
[00:29:05.000 --> 00:29:08.000]  我們有沒有真正來到與神
[00:29:08.000 --> 00:29:13.000]  與基督聯合呢
[00:29:13.000 --> 00:29:15.000]  在保羅的身上
[00:29:15.000 --> 00:29:19.000]  其實我們可以看得到這件事
[00:29:19.000 --> 00:29:22.000]  令我們更加能夠明白
[00:29:22.000 --> 00:29:25.000]  在《佳太書》第二章第20節
[00:29:25.000 --> 00:29:28.000]  保羅他見證他自己
[00:29:28.000 --> 00:29:32.000]  他說他已經與基督同釘十字架了
[00:29:32.000 --> 00:29:35.000]  現在活著的不再是我
[00:29:35.000 --> 00:29:38.000]  乃是基督在我裡面活著
[00:29:38.000 --> 00:29:42.000]  並且我如今在肉身活著
[00:29:42.000 --> 00:29:45.000]  是因信神的疑似而活
[00:29:45.000 --> 00:29:47.000]  他是愛我
[00:29:47.000 --> 00:29:49.000]  為我寫記
[00:29:49.000 --> 00:29:53.000]  我們要把我們生命的主權
[00:29:53.000 --> 00:29:55.000]  交出來
[00:29:55.000 --> 00:29:58.000]  讓聖靈來掌管我們的生命
[00:29:58.000 --> 00:30:00.000]  並且把我們的老我
[00:30:00.000 --> 00:30:04.000]  與基督一同釘死在十字架上
[00:30:04.000 --> 00:30:07.000]  讓基督那個寫記的愛
[00:30:07.000 --> 00:30:11.000]  真的可以活在我們每一個人的裡面
[00:30:11.000 --> 00:30:16.000]  這樣這條與主聯合的生命
[00:30:16.000 --> 00:30:21.000]  就會脫離了罪惡的控訴
[00:30:21.000 --> 00:30:29.000]  並且可以活出聖潔的生活
[00:30:29.000 --> 00:30:31.000]  總結一下
[00:30:31.000 --> 00:30:34.000]  各位弟兄姊妹
[00:30:34.000 --> 00:30:36.000]  復活不是結束
[00:30:36.000 --> 00:30:38.000]  而是一個開始
[00:30:38.000 --> 00:30:41.000]  不是我們在做歷史的回顧
[00:30:41.000 --> 00:30:43.000]  而是基督復活的大能
[00:30:43.000 --> 00:30:47.000]  正在更生萬有
[00:30:47.000 --> 00:30:50.000]  當保羅在《佳太書》第一章第16節說到
[00:30:50.000 --> 00:30:56.000]  他說上帝把耶穌基督啟示在他心裡的時候
[00:30:56.000 --> 00:30:58.000]  他所說的
[00:30:58.000 --> 00:31:02.000]  其實不只是說他在這個知識上
[00:31:02.000 --> 00:31:05.000]  對基督的認識
[00:31:05.000 --> 00:31:08.000]  而是說到他整個的生命
[00:31:08.000 --> 00:31:13.000]  是被復活的基督翻轉了
[00:31:13.000 --> 00:31:18.000]  其實昔日都不少人見過這位復活的主
[00:31:18.000 --> 00:31:21.000]  包括十二的仕途
[00:31:21.000 --> 00:31:24.000]  婦女和她一起的那些
[00:31:24.000 --> 00:31:27.000]  還有好好的門徒
[00:31:27.000 --> 00:31:30.000]  其實他們的生命都是被神
[00:31:30.000 --> 00:31:34.000]  都是被這位復活的基督翻轉
[00:31:34.000 --> 00:31:38.000]  他們很多人都不會為自己而活
[00:31:38.000 --> 00:31:41.000]  而是為主而活
[00:31:41.000 --> 00:31:44.000]  如果你問基督復活
[00:31:44.000 --> 00:31:49.000]  今天會不會仍然在翻轉人心
[00:31:49.000 --> 00:31:52.000]  我給你的答案是肯定的
[00:31:52.000 --> 00:31:58.000]  大家都知道香港有一個叫「賊王」葉繼歡
[00:31:58.000 --> 00:32:02.000]  在上世紀九十年代的時候
[00:32:02.000 --> 00:32:06.000]  犯下了很多持械行劫
[00:32:06.000 --> 00:32:08.000]  打劫金舖的罪案
[00:32:08.000 --> 00:32:13.000]  更加是懷疑跟成哥父子綁架有關
[00:32:13.000 --> 00:32:16.000]  後來當然是被捕
[00:32:16.000 --> 00:32:19.000]  並且重判四十一年
[00:32:19.000 --> 00:32:24.000]  跟終身監禁是沒有什麼分別
[00:32:24.000 --> 00:32:26.000]  他跟保羅一樣
[00:32:26.000 --> 00:32:29.000]  可以說是罪人中的罪魁
[00:32:29.000 --> 00:32:35.000]  但是他在監獄裏面是悔改信主
[00:32:35.000 --> 00:32:40.000]  他曾經寫給基督徒雜誌
[00:32:40.000 --> 00:32:43.000]  《天使心》的一封信裏面
[00:32:43.000 --> 00:32:45.000]  他見證了他自己
[00:32:45.000 --> 00:32:50.000]  怎樣在黑暗裏面能夠遇到這位復活的主
[00:32:50.000 --> 00:32:55.000]  更加在2004年的時候受洗歸主
[00:32:55.000 --> 00:32:59.000]  在監獄裏面參加主義崇拜
[00:32:59.000 --> 00:33:03.000]  並且不斷地鼓勵那些仇友
[00:33:03.000 --> 00:33:07.000]  叫他們出獄要改過自身
[00:33:07.000 --> 00:33:10.000]  他不再以這個暴力為榮
[00:33:10.000 --> 00:33:16.000]  而只是以基督的赦免為他生生命的開始
[00:33:16.000 --> 00:33:18.000]  所以基督的復活
[00:33:18.000 --> 00:33:25.000]  其實他的能力是無處不在
[00:33:25.000 --> 00:33:32.000]  他不單止不斷地在我們周圍改變我們人的生命
[00:33:32.000 --> 00:33:35.000]  無論你在哪裏
[00:33:35.000 --> 00:33:39.000]  無論你以前做過什麼
[00:33:39.000 --> 00:33:43.000]  保羅說若有人在基督裏
[00:33:43.000 --> 00:33:45.000]  他就是新做的人
[00:33:45.000 --> 00:33:50.000]  舊事已過都變成新的你
[00:33:50.000 --> 00:33:52.000]  各位親愛的弟兄姊妹
[00:33:52.000 --> 00:33:54.000]  今天基督已經復活了
[00:33:54.000 --> 00:33:58.000]  更加是藉著聖靈是住在我們的心裏面
[00:33:58.000 --> 00:34:01.000]  他不單止是改變了這個世界
[00:34:01.000 --> 00:34:04.000]  改變了我們這個信仰的群體
[00:34:04.000 --> 00:34:08.000]  更加是改變了你和我
[00:34:08.000 --> 00:34:13.000]  你願不願意他在你心裏面來動工
[00:34:13.000 --> 00:34:16.000]  一起活出一個更新的生命呢
[00:34:16.000 --> 00:34:20.000]  讓我們一齊來祈禱
[00:34:20.000 --> 00:34:22.000]  親愛的主耶穌
[00:34:22.000 --> 00:34:24.000]  我們很感謝你
[00:34:24.000 --> 00:34:27.000]  因為在兩千多年前
[00:34:27.000 --> 00:34:29.000]  你已經從死裏復活
[00:34:29.000 --> 00:34:32.000]  你戰勝了罪的和死亡
[00:34:32.000 --> 00:34:35.000]  更加是改變了這個歷史
[00:34:35.000 --> 00:34:38.000]  以及我們的生命
[00:34:38.000 --> 00:34:42.000]  願你復活的大能今天就臨到我們
[00:34:42.000 --> 00:34:45.000]  讓我們能夠成為你恩典的見證人
[00:34:45.000 --> 00:34:47.000]  禱告奉主耶穌基督聖名
