
[00:00:00.000 --> 00:00:01.520]  各位電影姐妹早晨
[00:20:18.440 --> 00:20:22.560]  那些來自地獄的呢?
[00:20:22.560 --> 00:20:24.560]  來自魔鬼?
[00:20:24.560 --> 00:20:27.840]  來自情欲的智慧?
[00:20:27.840 --> 00:20:31.160]  會透過人同樣這一塊三靈鏡
[00:20:31.160 --> 00:20:34.760]  折射出甚麼呢?
[00:20:34.760 --> 00:20:35.760]  我們可以肯定
[00:20:35.760 --> 00:20:38.320]  那些來自地獄、來自魔鬼的智慧
[00:20:38.320 --> 00:20:40.120]  一定
[00:20:40.120 --> 00:20:41.800]  不妨是好東西
[00:20:41.800 --> 00:20:45.800]  是名副其實的死光
[00:20:45.800 --> 00:20:50.880]  它透過人這塊三靈鏡所折射出來的
[00:20:50.880 --> 00:20:54.280]  就是嫉妒和紛爭
[00:20:54.280 --> 00:20:57.680]  我們一起看三章十四到十六節
[00:20:57.680 --> 00:20:59.560]  十四到十六節
[00:20:59.560 --> 00:21:01.560]  預備起
[00:21:01.560 --> 00:21:15.360]  不是從上頭來的
[00:21:15.360 --> 00:21:17.000]  乃是屬地的
[00:21:17.000 --> 00:21:18.320]  屬情欲的
[00:21:18.320 --> 00:21:20.000]  屬鬼魔的
[00:21:20.000 --> 00:21:23.160]  在何處有嫉妒紛爭
[00:21:23.160 --> 00:21:27.480]  就在何處有擾亂和各樣的壞事
[00:21:27.480 --> 00:21:33.440]  一個從屬地、屬情欲、屬鬼魔、智慧橫行
[00:21:33.440 --> 00:21:36.240]  人人對峙的不良環境底下
[00:21:36.240 --> 00:21:41.120]  和平的種子在當中不但不能夠生長
[00:21:41.120 --> 00:21:45.400]  群體也都會漸漸被苦毒和紛爭所佔據
[00:21:45.400 --> 00:21:49.240]  成為了一塊噴漬的不毛之地
[00:21:49.240 --> 00:21:52.520]  不單見不出任何公義的果實
[00:21:52.520 --> 00:21:56.240]  更會令整個環境佈滿了十六節所講的
[00:21:56.240 --> 00:22:01.280]  擾亂和各樣的壞事
[00:22:01.280 --> 00:22:05.440]  既然屬地、屬情欲、屬鬼魔的智慧
[00:22:05.440 --> 00:22:08.200]  不能夠叫我們收成公義的果子
[00:22:08.200 --> 00:22:10.320]  我們就要堅決拒絕
[00:22:10.320 --> 00:22:13.400]  這樣的智慧在我們中間存在
[00:22:13.400 --> 00:22:15.120]  甚至滋長
[00:22:15.120 --> 00:22:22.480]  首先我們要知道甚麼是屬地、屬情欲、屬鬼魔的智慧
[00:22:22.480 --> 00:22:25.600]  聖經在這裡斬釘截鐵地指出
[00:22:25.600 --> 00:22:27.800]  這些智慧是來自世界
[00:22:27.800 --> 00:22:29.160]  是來自情欲
[00:22:29.160 --> 00:22:31.320]  是來自魔鬼的
[00:22:31.320 --> 00:22:35.000]  是以世俗那一套作為標準的智慧
[00:22:35.000 --> 00:22:38.920]  是源於人自己裡面私欲的智慧
[00:22:38.920 --> 00:22:45.040]  是來自那位「立心與神為敵為仇魔鬼撒旦」的智慧
[00:22:45.040 --> 00:22:47.040]  擁有這樣智慧的人
[00:22:47.040 --> 00:22:52.800]  他已經被自己的私欲所佔據
[00:22:52.800 --> 00:22:55.760]  「與神為敵」
[00:22:55.760 --> 00:23:00.240]  當人的內心所蘊藏著一個極端的苦毒的時候
[00:23:00.240 --> 00:23:01.560]  毫無疑問
[00:23:01.560 --> 00:23:05.320]  他是被自己的私欲和個人的慾望
[00:23:05.320 --> 00:23:07.760]  牢牢地控制著
[00:23:07.760 --> 00:23:11.440]  這正是《雅各書》三章十四節所提到的
[00:23:11.440 --> 00:23:15.120]  苦毒的質度和自私的野心
[00:23:15.120 --> 00:23:17.120]  「和本」這個紛爭的字
[00:23:17.120 --> 00:23:21.360]  原本的意思就是自私的野心
[00:23:21.360 --> 00:23:25.120]  我們先去了解甚麼是質度
[00:23:25.120 --> 00:23:30.040]  質度原文原本的意思是有熱心
[00:23:30.040 --> 00:23:31.080]  大家知道嗎?
[00:23:31.080 --> 00:23:32.800]  熱心的意思
[00:23:32.800 --> 00:23:34.840]  因此我們經常見到懷著質度的人
[00:23:34.840 --> 00:23:36.760]  通常都很熱心
[00:23:36.760 --> 00:23:40.160]  但問題在於他這一份的熱心
[00:23:40.160 --> 00:23:46.600]  原來是源於他當事人自己裏面的一份苦毒
[00:23:46.600 --> 00:23:49.640]  是出於自己自私的動機
[00:23:49.640 --> 00:23:54.120]  繼而就引發出自己內心那份暴烈的狂熱
[00:23:54.120 --> 00:23:55.960]  這份質度式的熱心
[00:23:55.960 --> 00:24:00.000]  正是聖經所責備、所指斥的
[00:24:00.000 --> 00:24:03.000]  而這份質度是會因著自私的動機
[00:24:03.000 --> 00:24:05.120]  而引發起一腔的怒火
[00:24:05.120 --> 00:24:09.280]  而這個怒火不單止焚燒自己
[00:24:09.280 --> 00:24:11.280]  更加會禍延其他人
[00:24:11.280 --> 00:24:16.800]  所以其他人亦都被捲入在這個漩渦裏面
[00:24:16.800 --> 00:24:19.320]  另外,甚麼是紛爭?
[00:24:19.320 --> 00:24:21.560]  紛爭記得所說的是甚麼嗎?
[00:24:21.560 --> 00:24:23.680]  自私的野心
[00:24:23.680 --> 00:24:25.000]  在希臘文原文來說
[00:24:25.000 --> 00:24:28.760]  這個字是非常罕見的一個字
[00:24:28.760 --> 00:24:31.680]  在新約聖經出現之前
[00:24:31.680 --> 00:24:35.040]  這個字唯一出現過的地方
[00:24:35.040 --> 00:24:37.160]  是在亞里士多德的作品裏面
[00:24:37.160 --> 00:24:38.320]  大家認不認識他?
[00:24:38.320 --> 00:24:40.800]  亞里士多德
[00:24:40.800 --> 00:24:42.600]  亞里士多德說甚麼呢?
[00:24:42.600 --> 00:24:46.080]  原來他所指的就是人自私的野心
[00:24:46.080 --> 00:24:49.360]  就是當時那些貪心的政客
[00:24:49.360 --> 00:24:52.520]  為了自己的野心
[00:24:52.520 --> 00:24:56.840]  狹窄地分黨分化
[00:24:56.840 --> 00:25:02.160]  為了達到自己的目的而不擇手段
[00:25:02.160 --> 00:25:06.440]  這種帶有苦毒的質度和自私的野心的智慧
[00:25:06.440 --> 00:25:10.920]  是與我們從上
[00:25:10.920 --> 00:25:13.200]  從神而來屬天的智慧
[00:25:13.200 --> 00:25:17.920]  完全是天與地之間的分別
[00:25:17.920 --> 00:25:19.360]  《雅各書》三章十六節
[00:25:19.360 --> 00:25:23.000]  就描述由擁有這個彎曲薄迷
[00:25:23.000 --> 00:25:27.480]  從魔鬼、從鬼魔而來的智慧所引發的後果
[00:25:27.480 --> 00:25:31.960]  最明顯就是會為群體帶來混亂
[00:25:31.960 --> 00:25:35.120]  和各種各樣的惡事
[00:25:35.120 --> 00:25:39.120]  在何處有質度紛爭就會怎樣?
[00:25:39.120 --> 00:25:46.760]  就在何處有擾亂和各樣的壞事
[00:25:46.760 --> 00:25:48.720]  去到這裏
[00:25:48.720 --> 00:25:50.840]  究竟有甚麼方法
[00:25:50.840 --> 00:25:54.160]  可以讓我們自己不再被這些屬地
[00:25:54.160 --> 00:25:58.880]  屬情慾、屬魔鬼的智慧所克制
[00:25:58.880 --> 00:26:04.280]  不再叫自己心裏懷著那些苦毒的質度和自私的野心
[00:26:04.280 --> 00:26:06.120]  取而代之
[00:26:06.120 --> 00:26:11.600]  就是能夠得著從上頭而來屬天的智慧
[00:26:11.600 --> 00:26:13.640]  一個真正屬靈的智慧
[00:26:13.640 --> 00:26:19.480]  叫自己可以有公義的果實作為修成
[00:26:19.480 --> 00:26:26.120]  聖經在《雅各書》三章十四節這樣勸勉我們
[00:26:26.120 --> 00:26:31.200]  你們心裏若懷著苦毒的質度和紛爭
[00:26:31.200 --> 00:26:38.920]  就不可自誇、不可說謊話抵擋真道
[00:26:38.920 --> 00:26:42.800]  自誇和說謊不單止為真理
[00:26:42.800 --> 00:26:45.960]  這個從神而來的福音所不容
[00:26:45.960 --> 00:26:49.960]  而且更加是人能夠展現真道的原因
[00:26:49.960 --> 00:26:54.240]  如果一個人其實是擁有著苦毒的質度和自私的野心
[00:26:54.240 --> 00:26:57.040]  他誇耀自己有屬靈的智慧
[00:26:57.040 --> 00:26:58.520]  擁有了真理
[00:26:58.520 --> 00:27:01.160]  事實的真相是甚麼?
[00:27:01.160 --> 00:27:03.160]  他是無視真理
[00:27:03.160 --> 00:27:05.640]  抵擋真理
[00:27:05.640 --> 00:27:07.080]  我們必須要注意
[00:27:07.080 --> 00:27:09.680]  聖經是一個命令來的
[00:27:09.680 --> 00:27:12.280]  三章十四節是一個命令來的
[00:27:12.280 --> 00:27:16.400]  是神對我們每一個的命令
[00:27:16.400 --> 00:27:22.960]  就是不可自誇、不可說謊話抵擋真道
[00:27:22.960 --> 00:27:28.560]  只有這樣我們才能夠得著從上頭、從神而來屬天的智慧
[00:27:28.560 --> 00:27:35.800]  只有這樣我們才能夠得著公義的果實作為修成
[00:27:35.800 --> 00:27:37.400]  弟兄姊妹
[00:27:37.400 --> 00:27:38.920]  你有沒有發現?
[00:27:38.920 --> 00:27:42.040]  其實我們每一個都是農夫
[00:27:42.040 --> 00:27:47.240]  在每一天的生活裏我們都是不斷地播種的
[00:27:47.240 --> 00:27:50.360]  但問題是甚麼?
[00:27:50.360 --> 00:27:55.040]  你所散播的種子是甚麼種子?
[00:27:55.040 --> 00:27:58.680]  當中所散播的究竟是從地獄的智慧
[00:27:58.680 --> 00:28:01.440]  而衍生出來的那些苦毒的種子?
[00:28:01.440 --> 00:28:03.120]  嫉妒的種子?
[00:28:03.120 --> 00:28:04.920]  自私的種子?
[00:28:04.920 --> 00:28:11.440]  情慾的種子?
[00:28:11.440 --> 00:28:16.240]  還是從神而來真正的屬天的智慧
[00:28:16.240 --> 00:28:19.960]  所衍生出來的和平的種子?
[00:28:19.960 --> 00:28:24.440]  信心的種子呢?
[00:28:24.440 --> 00:28:25.680]  甚麼是和平的種子?
[00:28:25.680 --> 00:28:27.880]  甚麼是信心的種子?
[00:28:27.880 --> 00:28:30.920]  就是在怨恨那裏播下甚麼?
[00:28:30.920 --> 00:28:33.280]  愛
[00:28:33.280 --> 00:28:37.280]  在傷痕那裏播下寬恕
[00:28:37.280 --> 00:28:41.400]  在懷疑之處播下信實
[00:28:41.400 --> 00:28:50.040]  在絕望裏播下盼望
[00:28:50.040 --> 00:28:55.720]  請問你期望你自己的人生能夠以甚麼來作為修成?
[00:28:55.720 --> 00:28:58.320]  聖經《雅各書》提醒我們
[00:28:58.320 --> 00:29:03.720]  你生命最重要的就是這份屬天的智慧
[00:29:03.720 --> 00:29:07.680]  與其去過一個充斥著苦毒的人生
[00:29:07.680 --> 00:29:10.840]  倒不如就選擇去把握
[00:29:10.840 --> 00:29:14.800]  去得著從神而來這個屬天的智慧
[00:29:14.800 --> 00:29:19.920]  這個從神已經預設了給你這個充滿
[00:29:19.920 --> 00:29:24.880]  生命色彩的人生是否更好?
[00:29:24.880 --> 00:29:28.280]  要得著一個充滿生命色彩的人生
[00:29:28.280 --> 00:29:30.080]  頂智們你現在要做的
[00:29:30.080 --> 00:29:31.640]  就是在今天
[00:29:31.640 --> 00:29:34.280]  聖經《雅各書》所命令的我們
[00:29:34.280 --> 00:29:35.040]  記不記得是甚麼?
[00:29:35.040 --> 00:29:36.160]  三章十四節
[00:29:36.160 --> 00:29:38.480]  不可自誇
[00:29:38.480 --> 00:29:42.240]  也不可說謊話抵擋真道
[00:29:42.240 --> 00:29:46.400]  卻要在神面前柔和謙卑
[00:29:46.400 --> 00:29:48.200]  敬畏我們的神
[00:29:48.200 --> 00:29:52.800]  讓主耶穌基督真真正正進入你的生命裡
[00:29:52.800 --> 00:29:57.520]  使你得著從神而來屬天的智慧
[00:29:57.520 --> 00:30:03.320]  享有一個真真正正由神賜給你的豐盛的生命
[00:30:03.320 --> 00:30:05.400]  因此弟兄姊妹
[00:30:05.400 --> 00:30:07.400]  到最後
[00:30:07.400 --> 00:30:11.400]  很盼望大家答應牧師
[00:30:11.400 --> 00:30:12.920]  在以後的日子
[00:30:12.920 --> 00:30:14.440]  無論如何
[00:30:14.440 --> 00:30:16.280]  你最首要要做的
[00:30:16.280 --> 00:30:19.400]  你要做一個敬畏神的人
[00:30:19.400 --> 00:30:24.600]  因為敬畏神的人才懂得遠離惡事
[00:30:24.600 --> 00:30:25.640]  第二
[00:30:25.640 --> 00:30:31.800]  你們要彼此切實相愛
[00:30:31.800 --> 00:30:32.600]  最後
[00:30:32.600 --> 00:30:36.320]  你更加要成為和平之子
[00:30:36.320 --> 00:30:39.320]  去散播甚麼種子?
[00:30:39.320 --> 00:30:42.000]  和平的種子
[00:30:42.000 --> 00:30:43.120]  這樣
[00:30:43.120 --> 00:30:49.000]  你們將來必定能夠得到從神而來
[00:30:49.000 --> 00:30:50.920]  那個公義的果實
[00:30:50.920 --> 00:30:53.040]  成為你們的修星
[00:30:53.040 --> 00:30:55.720]  願不願意?
[00:30:55.720 --> 00:30:57.080]  敬畏神
[00:30:57.080 --> 00:30:59.800]  遠離惡事
[00:30:59.800 --> 00:31:03.800]  以後大家彼此切實相愛
[00:31:03.800 --> 00:31:05.800]  成為和平之子
[00:31:05.800 --> 00:31:08.200]  散播和平的種子
[00:31:08.200 --> 00:31:12.120]  神必定將公義的果實賜給大家
[00:31:12.120 --> 00:31:13.880]  成為大家的修成
[00:31:13.880 --> 00:31:19.000]  讓我們同心同意
[00:31:19.000 --> 00:31:21.320]  天父上帝我們感謝你
[00:31:21.320 --> 00:31:25.680]  今天你透過雅各書給我們有很重要的提醒
[00:31:25.680 --> 00:31:30.080]  讓我們每一個都在你面前柔和謙卑
[00:31:30.080 --> 00:31:33.360]  我們願意降伏在主你的底下
[00:31:33.360 --> 00:31:36.240]  我們願意去成為一個敬畏你的人
[00:31:36.240 --> 00:31:38.960]  遠離惡事
[00:31:38.960 --> 00:31:44.200]  求你讓我們成為彼此切實相愛的群體
[00:31:44.200 --> 00:31:47.960]  唯有愛才能將主你彰顯出來
[00:31:47.960 --> 00:31:52.200]  求你讓我們真正成為和平之子
[00:31:52.200 --> 00:31:56.720]  在我們日常生活裡將和平的種子散播
[00:31:56.720 --> 00:31:59.400]  因為我們知道你已經應許我們
[00:31:59.400 --> 00:32:01.520]  當我們願意這樣做的時候
[00:32:01.520 --> 00:32:07.200]  你已經將公義的果實當作修成賜給我們
[00:32:07.200 --> 00:32:11.720]  求你親自讓我們這一塊生命的三靈鏡
[00:32:11.720 --> 00:32:15.520]  能夠得到有從你而來屬天的智慧
[00:32:15.520 --> 00:32:18.160]  以致我們的生命所折射出來的
[00:32:18.160 --> 00:32:21.960]  就是主耶穌基督你賜給我們這個生命的色彩
[00:32:21.960 --> 00:32:24.200]  滿有光彩的生命
[00:32:24.200 --> 00:32:26.520]  求你祝福我們整個的群體
[00:32:26.520 --> 00:32:28.840]  求你祝福我們祝福教會
[00:32:28.840 --> 00:32:30.520]  我們這樣祈禱交託
[00:32:30.520 --> 00:32:32.760]  奉主耶穌基督的名求
[00:32:32.760 --> 00:32:34.760]  阿們
