
[00:00:00.000 --> 00:00:02.800]  當我剛才一路參與崇拜的時候
[00:16:54.080 --> 00:16:56.280]  他還有另外一隻眼睛
[00:16:56.280 --> 00:16:58.720]  A person with one non-functioning eye
[00:16:58.720 --> 00:17:01.800]  can only see with other eyes
[00:17:01.800 --> 00:17:05.040]  另外一隻眼睛就是
[00:17:05.040 --> 00:17:07.840]  可以取代不看的眼睛嗎
[00:17:07.840 --> 00:17:10.080]  一個人他有一隻用的眼睛
[00:17:10.080 --> 00:17:11.720]  他就只能用一隻眼來看
[00:17:11.720 --> 00:17:14.760]  Even though the seeing eyes can still see
[00:17:14.760 --> 00:17:18.080]  but the person only have a monocular vision
[00:17:18.080 --> 00:17:19.760]  雖然有一隻眼睛看
[00:17:19.760 --> 00:17:20.920]  但是這個人呢
[00:17:20.920 --> 00:17:24.160]  他只是有一個眼睛的視野
[00:17:24.160 --> 00:17:28.680]  The seeing eyes cannot replace the non-seeing eyes
[00:17:28.680 --> 00:17:30.280]  這個有點繞口啊
[00:17:30.280 --> 00:17:32.320]  這個看的眼睛啊
[00:17:32.320 --> 00:17:35.160]  他是不能夠取代那一隻不看的眼睛的
[00:17:35.160 --> 00:17:37.560]  Do you understand brother and sister?
[00:17:37.560 --> 00:17:40.200]  你們明白嗎?弟兄姊妹
[00:17:40.200 --> 00:17:41.560]  You are you
[00:17:41.560 --> 00:17:43.560]  你就是你
[00:17:43.560 --> 00:17:44.600]  You are unique
[00:17:44.600 --> 00:17:46.320]  Your gifts and talents
[00:17:46.320 --> 00:17:49.840]  If you don't engage in the word of Christ
[00:17:49.840 --> 00:17:51.880]  Nobody can replace you
[00:17:51.880 --> 00:17:54.920]  你的獨特 你的恩賜 你的才能
[00:17:54.920 --> 00:17:58.000]  你若不參加天國的施工
[00:17:58.000 --> 00:17:59.160]  天國就是少了你
[00:17:59.160 --> 00:18:00.960]  沒有人可以取代你的
[00:18:00.960 --> 00:18:03.800]  And the kingdom is missing something
[00:18:03.800 --> 00:18:05.720]  that only you can provide
[00:18:05.720 --> 00:18:09.240]  這個天國呢就失去你了
[00:18:09.240 --> 00:18:11.040]  沒有人可以取代
[00:18:11.040 --> 00:18:12.520]  As mentioned earlier
[00:18:12.520 --> 00:18:15.680]  we live in a consumeristic society
[00:18:15.680 --> 00:18:20.000]  where people lost their sense of purpose and meaning
[00:18:20.000 --> 00:18:23.640]  就像我們剛才講的我們是生活在一個消費主義的社會當中
[00:18:23.640 --> 00:18:26.480]  人失去了目的和意義
[00:18:26.480 --> 00:18:33.520]  Lacking direction and get caught in the endless cycles of consumption and memories
[00:18:33.520 --> 00:18:40.040]  他們沒有向錢的方向就只能不停的在回憶當中打圈圈
[00:18:40.040 --> 00:18:43.000]  But we can offer people's hope
[00:18:43.000 --> 00:18:46.080]  我們一同參加成為天國的群體的話
[00:18:46.080 --> 00:18:47.840]  我們就能夠讓人看見盼望
[00:18:47.840 --> 00:18:51.080]  When we participate together to become a community
[00:18:51.080 --> 00:18:53.640]  to bear witness to God's kingdom
[00:18:53.640 --> 00:18:56.520]  then we can offer people's hope
[00:18:56.520 --> 00:18:58.520]  我們一同參加的話
[00:18:58.520 --> 00:19:01.960]  我們就能讓人看見盼望
[00:19:01.960 --> 00:19:04.960]  在沒有認識的人當中看到我們生命的話
[00:19:04.960 --> 00:19:06.480]  就看到我們是有這個
[00:19:06.480 --> 00:19:09.000]  So those of us who don't know God
[00:19:09.000 --> 00:19:10.480]  They can see our lives
[00:19:10.480 --> 00:19:14.120]  and realize that we live with purpose and meaning
[00:19:14.120 --> 00:19:16.840]  如果他們在我們身上看見的話
[00:19:16.840 --> 00:19:19.640]  他們就看到我們是有意義來活著的
[00:19:19.640 --> 00:19:23.680]  When they can see us our life change and can move forward
[00:19:23.680 --> 00:19:25.680]  They can see meaning
[00:19:25.680 --> 00:19:28.520]  當他們在我們身上看見的時候
[00:19:28.520 --> 00:19:31.080]  他們就認識到我們是有意義的
[00:19:31.080 --> 00:19:34.560]  When they see that our mindset is not waiting to die
[00:19:34.560 --> 00:19:36.800]  but hoping for resurrection
[00:19:36.800 --> 00:19:39.840]  They can see meaning
[00:19:39.840 --> 00:19:44.080]  是的 他們如果在我們身上看見可以改變向錢的話
[00:19:44.080 --> 00:19:45.760]  就知道這個意義了
[00:19:45.760 --> 00:19:46.960]  活出這樣的意義
[00:19:46.960 --> 00:19:51.000]  And that is the testimony we can give to this world
[00:19:51.000 --> 00:19:53.720]  這就是我們可以給這個世界的見證
[00:19:53.720 --> 00:19:55.880]  When we live out this life
[00:19:55.880 --> 00:19:58.640]  we can harness the gospel influence
[00:19:58.640 --> 00:20:03.040]  so that become the most powerful testimony for God in this age
[00:20:03.040 --> 00:20:04.680]  當我們活出這樣的生命
[00:20:04.680 --> 00:20:07.800]  我們就發揮了福音的影響力
[00:20:07.800 --> 00:20:09.600]  就能夠在這個不幸的時代
[00:20:09.600 --> 00:20:11.040]  活出最有力的見證
[00:20:11.040 --> 00:20:13.920]  I'm not saying that it will be easy and smooth
[00:20:13.920 --> 00:20:17.120]  我並不是說這個過程是很容易的是很順利的
[00:20:17.120 --> 00:20:19.600]  But we can overcome with joys
[00:20:19.600 --> 00:20:22.920]  because we live in God's grace
[00:20:22.920 --> 00:20:27.160]  但是我們能夠得勝靠著神的恩典
[00:20:27.160 --> 00:20:30.640]  We can celebrate and shout together with the psalmist
[00:20:30.640 --> 00:20:33.160]  The Lord has done great thing for us
[00:20:33.160 --> 00:20:35.640]  and we are filled with joy
[00:20:35.640 --> 00:20:39.960]  我們可以和這個詩人一起慶祝和歡呼
[00:20:39.960 --> 00:20:42.040]  耶和華果然為我們行了大事
[00:20:42.040 --> 00:20:43.280]  我們就歡喜
[00:20:43.280 --> 00:20:44.840]  So brother and sister
[00:20:44.840 --> 00:20:46.800]  How we live for the God's kingdom
[00:20:46.800 --> 00:20:50.280]  is the most powerful witnesses to the gospel
[00:20:50.280 --> 00:20:51.360]  所以弟兄姊妹們
[00:20:51.360 --> 00:20:53.080]  我們如何為天國而活
[00:20:53.080 --> 00:20:55.680]  就是在這個不幸的時代中
[00:20:55.680 --> 00:21:00.960]  Some say that evangelism is very difficult today
[00:21:00.960 --> 00:21:02.360]  我們如何活呢
[00:21:02.360 --> 00:21:05.120]  就是為這個世代的福音做最好的見證
[00:21:05.120 --> 00:21:08.400]  有人說這個時代傳福音不容易
[00:21:08.400 --> 00:21:09.280]  I agree
[00:21:09.280 --> 00:21:11.120]  要 我同意的
[00:21:11.120 --> 00:21:14.280]  It's like a shoe salesman arriving in a village
[00:21:14.280 --> 00:21:16.200]  that nobody wears shoes
[00:21:16.200 --> 00:21:17.880]  就好像一個賣鞋的商人
[00:21:17.880 --> 00:21:21.040]  他到了一個村莊沒有人穿鞋
[00:21:21.040 --> 00:21:23.360]  You can say that selling shoes in this village
[00:21:23.360 --> 00:21:24.800]  is very difficult
[00:21:24.800 --> 00:21:27.160]  你可以說他要在這個村莊賣鞋
[00:21:27.160 --> 00:21:29.440]  太不容易了
[00:21:29.440 --> 00:21:32.440]  But if he can successfully demonstrate
[00:21:32.440 --> 00:21:35.760]  how wearing shoes can make walking easier
[00:21:35.760 --> 00:21:39.440]  allow you to walk further and prevent injuries
[00:21:39.440 --> 00:21:45.120]  His demonstration actually can make his business success
[00:21:45.120 --> 00:21:50.400]  但是他如果能夠示範給別人
[00:21:50.400 --> 00:21:52.680]  他怎麼樣穿著鞋走路
[00:21:52.680 --> 00:21:55.040]  怎麼樣能夠走得更遠
[00:21:55.040 --> 00:21:56.280]  走得更容易
[00:21:56.280 --> 00:22:00.440]  而且還不用擔心腳被刺傷
[00:22:00.440 --> 00:22:04.760]  那他就可以成功的賣掉這個鞋
[00:22:04.760 --> 00:22:07.440]  The success of his business
[00:22:07.440 --> 00:22:09.640]  is about his demonstration
[00:22:09.640 --> 00:22:12.120]  how to walk with that shoes
[00:22:12.120 --> 00:22:18.480]  他成功的賣鞋是因為他示範怎麼走路
[00:22:18.480 --> 00:22:21.360]  That's the most powerful testimony
[00:22:21.360 --> 00:22:26.120]  in this seemingly repetition and meaningless age
[00:22:26.120 --> 00:22:30.720]  這是一個非常非常有力的見證
[00:22:30.720 --> 00:22:32.640]  怎樣的為天國而活
[00:22:32.640 --> 00:22:35.080]  是我們最有力的見證
[00:22:35.080 --> 00:22:37.640]  So let me conclude with Paul's words
[00:22:37.640 --> 00:22:42.720]  in Philippians 1st chapter 27 to 28
[00:22:42.720 --> 00:22:46.760]  所以我現在想用一個保羅在菲律賓書
[00:22:46.760 --> 00:22:53.240]  一章的話作為總結來互相的鼓勵
[00:22:53.240 --> 00:22:54.680]  Whatever happens
[00:22:54.680 --> 00:22:56.440]  Conduct yourself in a manner
[00:22:56.440 --> 00:22:58.960]  worthy of the gospel of Christ
[00:22:58.960 --> 00:23:02.280]  Then whether I come and see you
[00:23:02.280 --> 00:23:04.960]  or only hear about you in my absence
[00:23:04.960 --> 00:23:08.760]  I will know that you stand firm in the one spirit
[00:23:08.760 --> 00:23:13.600]  striving together as one of the faith of the gospel
[00:23:13.600 --> 00:23:18.640]  without being frightened in any way by those who oppose you
[00:23:18.640 --> 00:23:22.440]  This is the sign to them that they will be destroyed
[00:23:22.440 --> 00:23:26.440]  but you will be saved and dead by God
[00:23:26.440 --> 00:23:28.680]  經文說只要你們行事為人
[00:23:28.680 --> 00:23:30.600]  以基督的福音相襯
[00:23:30.600 --> 00:23:33.360]  叫我或來見你們或不在你們中間
[00:23:33.360 --> 00:23:36.120]  都可以聽到你們的狀況
[00:23:36.120 --> 00:23:38.200]  知道你們有同一個心智
[00:23:38.200 --> 00:23:39.280]  站立的穩
[00:23:39.280 --> 00:23:41.840]  為所信的福音齊心的努力
[00:23:41.840 --> 00:23:44.600]  凡事不怕敵人的驚嚇
[00:23:44.600 --> 00:23:47.560]  這是證明了他們沉淪
[00:23:47.560 --> 00:23:49.720]  而你們得救了
[00:23:49.720 --> 00:23:52.360]  May God be all the glory
[00:23:52.360 --> 00:23:53.480]  這都是出於神
[00:23:53.480 --> 00:23:54.880]  願榮耀歸於主
