
[00:00:00.000 --> 00:00:02.720]  各位電視節目的早晨 各位來賓早晨
[00:26:02.100 --> 00:26:06.900]  設定了程式的機械人
[00:26:06.900 --> 00:26:11.300]  祂留下的是給人一個自由意志去選擇
[00:26:11.300 --> 00:26:16.260]  祂期望的是人與上帝之間的親密關係
[00:26:16.260 --> 00:26:19.540]  的愛
[00:26:19.540 --> 00:26:22.900]  愛是上帝的心意
[00:26:22.900 --> 00:26:26.020]  祂期望人與人之間有愛
[00:26:26.020 --> 00:26:30.420]  祂更加期望人去愛上帝
[00:26:30.420 --> 00:26:35.940]  因為上帝已經先去愛了每一個人
[00:26:35.940 --> 00:26:37.780]  主耶穌留下我們
[00:26:37.780 --> 00:26:41.300]  留下你和我有這份心意
[00:26:41.300 --> 00:26:46.900]  祂期望我們每一位門徒去見證著
[00:26:46.900 --> 00:26:48.660]  耶穌的愛
[00:26:48.660 --> 00:26:53.460]  勝過這個世界的惡念
[00:26:53.460 --> 00:26:57.140]  仕途保羅在羅馬書第十二章的結束裡面
[00:26:57.140 --> 00:27:02.740]  提到說我們要為逼迫我們去祝福
[00:27:02.740 --> 00:27:04.260]  不要就座
[00:27:04.260 --> 00:27:08.420]  他提到說要以善成惡
[00:27:08.420 --> 00:27:12.660]  一個很不簡單的鼓勵
[00:27:12.660 --> 00:27:16.020]  一個很不容易的要求
[00:27:16.020 --> 00:27:18.900]  以善成惡
[00:27:18.900 --> 00:27:20.500]  但正正就是今天
[00:27:20.500 --> 00:27:27.940]  我們信仰生命的一個美好的實踐
[00:27:27.940 --> 00:27:33.780]  耶穌的愛很奇妙
[00:27:33.780 --> 00:27:37.300]  我想分享德國的體會
[00:27:37.300 --> 00:27:43.700]  我們去院舍探訪一位老人家好幾年
[00:27:43.700 --> 00:27:47.140]  這位老人家雖然在院舍住
[00:27:47.140 --> 00:27:50.740]  身體受限制 但腦筋一點也不差
[00:27:50.740 --> 00:27:53.380]  不是傻傻的 不是喝你沒
[00:27:53.380 --> 00:27:56.340]  不是叫你信耶穌 他就是噏頭的那種人
[00:27:56.340 --> 00:28:02.180]  他很堅持沒有信仰
[00:28:02.180 --> 00:28:06.980]  前後我相信有四年多的時間
[00:28:06.980 --> 00:28:14.420]  這位老人家昨天在座位裡面說
[00:28:14.420 --> 00:28:18.420]  他說我真心相信耶穌
[00:28:18.420 --> 00:28:24.500]  雖然我太太不信 我都不理她了
[00:28:24.500 --> 00:28:26.900]  他說很開心見到弟兄姊妹
[00:28:26.900 --> 00:28:29.300]  他跟我說很開心見到我
[00:28:29.300 --> 00:28:31.700]  他說差點以為還沒機會見到我
[00:28:31.700 --> 00:28:35.460]  我心想不知道我有事
[00:28:35.460 --> 00:28:37.620]  原來是一份愛的關係
[00:28:37.620 --> 00:28:40.100]  或者我更加說不是我的愛
[00:28:40.100 --> 00:28:41.540]  而是整個群體的愛
[00:28:41.540 --> 00:28:46.420]  特別是一班探訪恩悅護老院的弟兄姊妹的愛
[00:28:46.420 --> 00:28:50.580]  有些弟兄很悉心去探望他 鼓勵他
[00:28:50.580 --> 00:28:54.340]  連他的家人都受感動
[00:28:54.340 --> 00:28:58.980]  就是這種愛原來可以改變人的生命
[00:28:58.980 --> 00:29:02.260]  靠的不是知識
[00:29:02.260 --> 00:29:04.260]  知識背後如果沒有了愛
[00:29:04.260 --> 00:29:06.660]  沒有了對上帝的愛
[00:29:06.660 --> 00:29:14.340]  可能還是差很遠
[00:29:14.340 --> 00:29:17.460]  盼望我們今天面對著這個挑戰
[00:29:17.460 --> 00:29:19.700]  面對著這個世界的時候
[00:29:19.700 --> 00:29:26.260]  好好回歸到上帝的說話當中
[00:29:26.260 --> 00:29:28.020]  在這段日子裡面
[00:29:28.020 --> 00:29:31.700]  我自己有一份感受 感慨
[00:29:31.700 --> 00:29:36.900]  當人去追求美好的前景
[00:29:36.900 --> 00:29:39.380]  美好的夢想的時候
[00:29:39.380 --> 00:29:41.460]  如果錯過了上帝
[00:29:41.460 --> 00:29:44.340]  如果沒有將上帝擺在當中
[00:29:44.340 --> 00:29:47.860]  一切都可能是徒然短暫
[00:29:47.860 --> 00:29:49.780]  從歷史的向度來看
[00:29:49.780 --> 00:29:53.140]  任何的power任何的帝國
[00:29:53.140 --> 00:29:56.340]  最終都會傾覆滅亡
[00:29:56.340 --> 00:29:57.860]  從聖經的角度來看
[00:29:57.860 --> 00:30:04.100]  最終得勝的都是上帝的國
[00:30:04.100 --> 00:30:07.780]  人世間沒有完美的制度
[00:30:07.780 --> 00:30:10.180]  但是有完美的愛
[00:30:10.180 --> 00:30:12.100]  是耶穌基督的愛
[00:30:12.100 --> 00:30:19.620]  今天教會要履行的使命就是愛
[00:30:19.620 --> 00:30:24.340]  盼望聖經的說話
[00:30:24.340 --> 00:30:28.820]  耶穌留下給我們升過世界的能力
[00:30:28.820 --> 00:30:32.500]  信 望 愛
[00:30:32.500 --> 00:30:35.940]  都是在祈禱當中去經驗出來
[00:30:35.940 --> 00:30:39.700]  讓我們不要吝嗇我們膝頭上的功夫
[00:30:39.700 --> 00:30:41.860]  好好來繼續禱告
[00:30:41.860 --> 00:30:45.300]  奉主耶穌的名來禱告
[00:30:45.300 --> 00:30:47.700]  改變自己
[00:30:47.700 --> 00:30:49.300]  預備自己
[00:30:49.300 --> 00:30:55.380]  成為一個勝在別人痛苦失望的人
[00:30:55.380 --> 00:30:57.620]  接下來的日子裏面
[00:30:57.620 --> 00:31:02.740]  我們要面對的不是暴力的結束
[00:31:02.740 --> 00:31:08.260]  而是心靈裏面的失落
[00:31:08.260 --> 00:31:11.140]  那種的沮喪
[00:31:11.140 --> 00:31:15.940]  那種的難過 絕望
[00:31:15.940 --> 00:31:18.660]  容香 我再講兩句
[00:31:18.660 --> 00:31:19.940]  在這段日子裏面
[00:31:19.940 --> 00:31:27.620]  我收過一定的電話求助的需要
[00:31:27.620 --> 00:31:33.620]  亦都看到年青人他們的失望
[00:31:33.620 --> 00:31:36.900]  值得我們去留心關心
[00:31:36.900 --> 00:31:40.580]  或者預備好我們去承載這班青年人
[00:31:40.580 --> 00:31:42.100]  陪他們一起面對
[00:31:42.100 --> 00:31:44.260]  可能又或者我們當中的
[00:31:44.260 --> 00:31:47.140]  我們這些叫做什麼呢
[00:31:47.140 --> 00:31:52.900]  金靈 銀靈 總之不同的年齡
[00:31:52.900 --> 00:31:55.060]  都有情緒的困擾
[00:31:55.060 --> 00:31:58.820]  我們有沒有辦法能夠成為他們的同行者呢
[00:31:58.820 --> 00:32:01.380]  我們有沒有辦法和他們一起祈禱
[00:32:01.380 --> 00:32:04.340]  讓他們的生命得到平安呢
[00:32:04.340 --> 00:32:07.220]  這是我心底裏面的期盼
[00:32:07.220 --> 00:32:10.660]  與你們節目一齊去思考這個問題
[00:32:10.660 --> 00:32:12.660]  預備好自己
[00:32:12.660 --> 00:32:15.940]  預備好自己的心迎向這個挑戰
[00:32:15.940 --> 00:32:19.780]  我想邀請大家來到這裏安靜禱告
[00:32:19.780 --> 00:32:24.340]  願意上帝的信望愛都成為你心裏面的力量
[00:32:24.340 --> 00:32:26.340]  願意神如果感動你的時候
[00:32:26.340 --> 00:32:30.580]  你都去回應上帝給你的使命 照明
[00:32:30.580 --> 00:32:32.020]  迎向這個挑戰
