
[00:00:00.000 --> 00:00:04.000]  新明紀26章的中心主題
[00:27:22.000 --> 00:27:26.000]  願意跟人分享神的恩典
[00:27:26.000 --> 00:27:29.000]  守約、遵行主道
[00:27:29.000 --> 00:27:32.000]  作神聖潔的指紋
[00:27:32.000 --> 00:27:37.000]  讓我們把最好的獻給我們的主
[00:27:37.000 --> 00:28:02.000]  我自己有一個禱告
[00:28:02.000 --> 00:28:09.000]  我們來到您的跟前並不是偶然
[00:28:09.000 --> 00:28:12.000]  可能透過其他人介紹
[00:28:12.000 --> 00:28:16.000]  我們來到這一間的教會
[00:28:16.000 --> 00:28:20.000]  昔日給我們機會去認識您
[00:28:20.000 --> 00:28:23.000]  決志去跟隨您
[00:28:23.000 --> 00:28:27.000]  您更新了我們眾人的生命
[00:28:27.000 --> 00:28:35.000]  您慰藏我們成來到被釘死
[00:28:35.000 --> 00:28:38.000]  親愛主
[00:28:38.000 --> 00:28:43.000]  因著您的口音大愛
[00:28:43.000 --> 00:28:47.000]  我們實在很難去回報
[00:28:47.000 --> 00:28:50.000]  盼望主的靈
[00:28:50.000 --> 00:28:53.000]  成為我們的鼓勵、同行
[00:28:53.000 --> 00:28:58.000]  讓我們更深體會您的恩賜
[00:28:58.000 --> 00:29:01.000]  樂意來親近您
[00:29:01.000 --> 00:29:03.000]  尊崇您
[00:29:03.000 --> 00:29:05.000]  敬拜您
[00:29:05.000 --> 00:29:08.000]  去服侍您
[00:29:08.000 --> 00:29:11.000]  以上祈禱奉著耶穌基督的名
[00:29:11.000 --> 00:29:13.000]  阿門
