
[00:00:00.000 --> 00:00:03.180]  主給我的感動是今年的40日
[00:21:15.420 --> 00:21:20.340]  那很肉酸啊 是不是 但是短短的也不怕
[00:21:20.340 --> 00:21:23.700]  坐直一點 坐得穩 坐得直就不怕
[00:21:23.700 --> 00:21:27.300]  那不壓到嘛 哎呀 有些這樣的
[00:21:27.300 --> 00:21:29.380]  其實如果我去看醫生
[00:21:29.380 --> 00:21:31.820]  哎呀 我又怕着尷尬 怕着不好意思
[00:21:31.820 --> 00:21:34.020]  那怎麼會醫得好呢?
[00:21:34.020 --> 00:21:37.340]  那現在就有些藥膏擦一下 好一點哦
[00:21:37.340 --> 00:21:39.980]  那我又不怕跟大家說
[00:21:39.980 --> 00:21:44.740]  我今年 今年2025年的7月
[00:21:44.740 --> 00:21:49.980]  香港政府就給我喫水果了 就是70了
[00:21:49.980 --> 00:21:53.500]  給我喫水果的時候 你知道多少歲了嗎?
[00:21:53.500 --> 00:21:59.940]  70歲嘛 那近期就好像去小便的時候
[00:21:59.940 --> 00:22:05.380]  咦 可能有少少這個前列腺有些大的跡象
[00:22:05.380 --> 00:22:08.660]  去小便 去到尾就沒那麼好了
[00:22:08.660 --> 00:22:11.580]  咦 哇 這些東西怎麼說啊?
[00:22:11.580 --> 00:22:16.180]  你叫我不怕說 那我就請醫生告訴他
[00:22:16.180 --> 00:22:19.260]  醫生就說 哎 沒什麼可以不用搞的
[00:22:19.260 --> 00:22:21.620]  你去到這個年齡 個個都有的了
[00:22:21.620 --> 00:22:24.340]  那要喫藥嗎? 喫藥血壓會低的
[00:22:24.340 --> 00:22:27.100]  你的血壓都不高了 不要喫了 由它吧
[00:22:27.100 --> 00:22:30.620]  咦 那會不會變成癌呢? 會變成什麼呢?
[00:22:30.620 --> 00:22:35.660]  他說很少的 放心吧 哎 他很熟悉的
[00:22:35.660 --> 00:22:39.340]  你個人不在 它都沒大
[00:22:39.340 --> 00:22:43.620]  你個人不在 它都不會 都害你不死
[00:22:43.620 --> 00:22:48.500]  那我就說 哦 好啦 那就直接跟他說
[00:22:48.500 --> 00:22:51.100]  其實來到主耶穌面前
[00:22:51.100 --> 00:22:53.780]  不怕將自己的軟弱告訴他聽
[00:22:53.780 --> 00:22:55.780]  不怕將自己的困難告訴他聽
[00:22:55.780 --> 00:22:59.100]  不怕告訴他聽 主耶穌真是壞到極了
[00:22:59.100 --> 00:23:01.740]  壞到極了 我真是很需要禰的依次
[00:23:01.740 --> 00:23:04.180]  我很軟弱、很脆弱
[00:23:04.180 --> 00:23:05.980]  在人面前 哇 多麼剛強
[00:23:05.980 --> 00:23:08.300]  不過其實自己知道自己的事
[00:23:08.300 --> 00:23:11.260]  很弱 求着幫助
[00:23:11.260 --> 00:23:16.860]  讓我們不怕去到祂的診所那裏找祂看病
[00:23:16.860 --> 00:23:18.860]  主耶穌的眼睛看不到
[00:23:18.860 --> 00:23:22.340]  前面那條路怎麼走 我眼睛看不到
[00:23:22.340 --> 00:23:26.900]  主耶穌前面那條路 我知道怎麼走 不過我瘸腿走不動
[00:23:26.900 --> 00:23:30.900]  所以這兩種病人在聖殿裏面被醫治是很有意義的
[00:23:30.900 --> 00:23:33.380]  主耶穌前面那條路怎麼走 我不知道
[00:23:33.380 --> 00:23:35.740]  禰醫好我 讓我看到
[00:23:35.740 --> 00:23:40.740]  哎呀 我知道怎麼走 不過我走不動 瘸腿
[00:23:40.740 --> 00:23:44.700]  這個時候就真的很需要主給我們的依次
[00:23:44.700 --> 00:23:48.140]  好 願主幫助 願主依次你
[00:23:48.140 --> 00:23:52.300]  好 聖殿裏面主耶穌醫病
[00:23:52.300 --> 00:23:55.300]  今天的金句
[00:23:55.300 --> 00:24:00.780]  路加十八章第四十一、四十二節
[00:24:00.780 --> 00:24:02.940]  耶穌就說 見到一盒子
[00:24:02.940 --> 00:24:05.700]  「你要我爲你做什麼?」
[00:24:05.700 --> 00:24:09.180]  「主啊 我要能看見」
[00:24:09.180 --> 00:24:12.380]  耶穌說「你可以看見 你的信就了你」
[00:24:12.380 --> 00:24:14.900]  特別是這個言過了
[00:24:14.900 --> 00:24:19.060]  「主啊 我要能看見」
[00:24:19.060 --> 00:24:22.900]  今天的金句 「主啊 我要能看見」
[00:24:22.900 --> 00:24:27.060]  其實主是先問「你要我爲你做什麼?」
[00:24:27.060 --> 00:24:29.420]  祂時時都這樣問的 不過我沒有說
[00:24:29.420 --> 00:24:33.300]  怕不好意思 扮強不說
[00:24:33.300 --> 00:24:36.180]  或者根本不知道自己想怎樣
[00:24:36.180 --> 00:24:39.660]  「要我爲你做什麼?主啊 我要能看見」
[00:24:39.660 --> 00:24:44.220]  主耶穌就說「好啊 你可以看見 是你的信就了你」
[00:24:44.220 --> 00:24:45.900]  哇 讚美上主
[00:24:45.900 --> 00:24:47.620]  今天跟大家分享到這裏
[00:24:47.620 --> 00:24:50.820]  在聖周裏面主耶穌做第三件事
[00:24:50.820 --> 00:24:56.700]  在聖殿裏祂自己的辦公室做診所
[00:24:56.700 --> 00:25:00.820]  醫病 讚美上主 祈禱
[00:25:00.820 --> 00:25:04.260]  讚美主耶穌
[00:25:04.260 --> 00:25:07.020]  你一生人都是表現出一樣東西
[00:25:07.020 --> 00:25:09.980]  就是你對人很關心
[00:25:09.980 --> 00:25:13.340]  你對人很接納
[00:25:13.340 --> 00:25:16.740]  你只是不接納那些假冒爲善
[00:25:16.740 --> 00:25:20.300]  你只是不接納那些自以爲清高
[00:25:20.300 --> 00:25:24.980]  自以爲高尚、很了不起、內心驕傲的人
[00:25:24.980 --> 00:25:28.420]  你只是不接納那些以爲自己有身份
[00:25:28.420 --> 00:25:31.780]  和上帝特別接近的人
[00:25:31.780 --> 00:25:36.060]  每一個到你面前的 無論多軟弱
[00:25:36.060 --> 00:25:40.660]  你都願意接納 你都願意赦免
[00:25:40.660 --> 00:25:45.860]  讚美我們的主 甚至和你同釘的一個犯人
[00:25:45.860 --> 00:25:50.180]  這樣釘法的都曾經殺過人 是政治犯
[00:25:50.180 --> 00:25:51.860]  可能都是罪大惡極
[00:25:51.860 --> 00:25:56.900]  不過主是說 今天你和我再落緣
[00:25:56.900 --> 00:25:59.180]  讚美主 讚美你的接納
[00:25:59.180 --> 00:26:02.740]  對着那個殼子你就說 你想我爲你做什麼呢?
[00:26:02.740 --> 00:26:06.540]  我要看見 好啊 你就看見吧
[00:26:06.540 --> 00:26:10.500]  殼子祂知道你面前在聖殿裏的診所那裏
[00:26:10.500 --> 00:26:14.580]  他們都被醫治 看到那條路怎麼走
[00:26:14.580 --> 00:26:17.940]  而且那雙腳再有力行得動
[00:26:17.940 --> 00:26:22.540]  讚美你 主多謝你 有這樣的救贖主
[00:26:22.540 --> 00:26:27.900]  有這樣的醫生 心裏邊很平安
[00:26:27.900 --> 00:26:30.460]  讚美上主的同在 有你的同在
[00:26:30.460 --> 00:26:35.900]  最好滿有平安 滿有出人意外的平安
[00:26:35.900 --> 00:26:41.460]  多謝你 讚美你 願你得着榮耀稱讚 阿們
