
[00:00:00.000 --> 00:00:02.560]  在過往的日子
[00:21:51.040 --> 00:21:53.760]  他已經跟從耶穌基督
[00:21:53.760 --> 00:21:57.280]  你們會不會跟著西門呢?
[00:21:57.280 --> 00:22:00.240]  會不會因此一起跟
[00:22:00.240 --> 00:22:04.280]  一起去跟隨耶穌基督?
[00:22:04.280 --> 00:22:06.040]  假如你細心去聽
[00:22:06.040 --> 00:22:10.120]  當西門在走的時候
[00:22:10.120 --> 00:22:12.560]  跟隨耶穌基督的時候
[00:22:12.560 --> 00:22:16.160]  他正在唱一首詩歌
[00:22:16.160 --> 00:22:18.920]  他正在唱
[00:22:18.920 --> 00:22:21.720]  Deep and wide
[00:22:21.720 --> 00:22:23.920]  Deep and wide
[00:22:23.920 --> 00:22:26.080]  There's a fountain
[00:22:26.080 --> 00:22:28.880]  Flowing deep and wide
[00:22:28.880 --> 00:22:30.120]  再唱
[00:22:30.120 --> 00:22:33.080]  Deep and wide
[00:22:33.080 --> 00:22:35.160]  Deep and wide
[00:22:35.160 --> 00:22:37.320]  There's a fountain
[00:22:37.320 --> 00:22:41.560]  Flowing deep and wide
[00:22:41.560 --> 00:22:44.360]  Deep and wide
[00:22:44.360 --> 00:22:46.480]  Deep and wide
[00:22:46.480 --> 00:22:48.520]  There's a fountain
[00:22:48.520 --> 00:22:52.880]  Flowing deep and wide
[00:22:52.880 --> 00:22:55.560]  Deep and wide
[00:22:55.560 --> 00:22:57.760]  Deep and wide
[00:22:57.760 --> 00:23:00.160]  There's a fountain
[00:23:00.160 --> 00:23:06.560]  Flowing deep and wide
