
[00:00:00.000 --> 00:00:02.660]  在我讀中學御科的時候
[00:24:47.640 --> 00:24:49.640]  所以講到就會短一點
[00:24:51.640 --> 00:24:53.640]  我們低頭祈禱
[00:24:53.640 --> 00:24:55.640]  撐住我們滿心感謝你
[00:24:55.640 --> 00:24:59.640]  你提醒了我們
[00:24:59.640 --> 00:25:03.640]  你是色在 永在 金在的神
[00:25:03.640 --> 00:25:07.640]  你是無所不能 無所不知的神
[00:25:07.640 --> 00:25:13.640]  你要我們明白
[00:25:13.640 --> 00:25:15.640]  每一樣東西都是互相有效力
[00:25:15.640 --> 00:25:19.640]  都是在你的旨意當中
[00:25:19.640 --> 00:25:21.640]  無論今天我們經歷的是困難
[00:25:21.640 --> 00:25:25.640]  或者經歷到貧窮
[00:25:25.640 --> 00:25:27.640]  或者有疾病
[00:25:27.640 --> 00:25:29.640]  或者有軟弱的時候
[00:25:29.640 --> 00:25:31.640]  求主給我們仍然有個信服的心
[00:25:31.640 --> 00:25:35.640]  因為我們相信萬事都有效力
[00:25:35.640 --> 00:25:39.640]  因為主你是預知 預定
[00:25:39.640 --> 00:25:43.640]  預定我們今天來到這個教會
[00:25:43.640 --> 00:25:47.640]  預定我們來到英國
[00:25:47.640 --> 00:25:49.640]  預定我們一家小朋友是在英國長大
[00:25:49.640 --> 00:25:55.640]  你更加要預定我們是得救
[00:25:55.640 --> 00:25:59.640]  好叫我們能夠白白的稱義
[00:25:59.640 --> 00:26:03.640]  叫我們可以得到榮耀
[00:26:03.640 --> 00:26:07.640]  我們滿心感謝你
[00:26:07.640 --> 00:26:09.640]  求主繼續帶領我們以後的日子
[00:26:09.640 --> 00:26:13.640]  我們多些為主作功
[00:26:15.640 --> 00:26:17.640]  我們放下我們個人的自我和驕傲
[00:26:17.640 --> 00:26:21.640]  放下我們生活上的老虎重擔
[00:26:21.640 --> 00:26:27.640]  我們完全交託給我們的主
[00:26:27.640 --> 00:26:31.640]  因為主你是全能全智的
[00:26:31.640 --> 00:26:35.640]  我們祈禱是奉主的
[00:26:35.640 --> 00:26:37.640]  德性明智祈求
[00:26:37.640 --> 00:26:39.640]  阿們
