
[00:00:00.000 --> 00:00:04.680]  今天是2020年第一個Jackson拜
[00:15:15.360 --> 00:15:16.960]  一個女人在那個環境裏
[00:15:16.960 --> 00:15:18.360]  如果沒有兒子
[00:15:18.360 --> 00:15:20.600]  臨老是無法依靠的
[00:15:20.600 --> 00:15:23.800]  根本不知道怎麼可以繼續過活下去
[00:15:23.800 --> 00:15:25.040]  所以蠟熱米
[00:15:25.040 --> 00:15:26.440]  回到她故鄉的時候
[00:15:26.440 --> 00:15:28.680]  人們叫她蠟熱米你回來了
[00:15:28.680 --> 00:15:30.880]  她說你千萬不要再叫我蠟熱米
[00:15:30.880 --> 00:15:33.440]  蠟熱米的名字的意思是甜的
[00:15:33.440 --> 00:15:36.280]  相信她是帶着父母對她的祝福
[00:15:36.280 --> 00:15:38.680]  你的名字是父母給你的祝福
[00:15:38.680 --> 00:15:40.880]  她希望女兒開開心心
[00:15:40.880 --> 00:15:41.880]  Always sweet
[00:15:41.880 --> 00:15:43.800]  就改了名叫蠟熱米
[00:15:43.800 --> 00:15:47.000]  很可惜蠟熱米說我根本
[00:15:47.000 --> 00:15:48.720]  非常之痛苦
[00:15:48.720 --> 00:15:51.040]  所以你叫我做馬拉就算了
[00:15:51.040 --> 00:15:54.160]  蠟熱米在她的絕望和痛苦裏面
[00:15:54.160 --> 00:15:55.640]  她有沒有埋怨上帝
[00:15:55.640 --> 00:15:57.040]  或者她有沒有憤怒
[00:15:57.040 --> 00:15:58.440]  她有沒有仇恨
[00:15:58.440 --> 00:16:00.200]  我們看到其實她沒有
[00:16:00.200 --> 00:16:03.800]  其實這些說話是表達她對上帝的敬畏
[00:16:03.800 --> 00:16:06.440]  猶太人無論什麼事他們覺得
[00:16:06.440 --> 00:16:08.240]  如果沒有上帝容許
[00:16:08.240 --> 00:16:10.400]  是不會發生在自己身上
[00:16:10.400 --> 00:16:12.480]  既然上帝容許的時候
[00:16:12.480 --> 00:16:15.040]  他們只會默默地去接受
[00:16:15.040 --> 00:16:16.840]  所以她說我的名字要改了
[00:16:16.840 --> 00:16:17.920]  我是苦的
[00:16:17.920 --> 00:16:19.560]  我的神要我受苦
[00:16:19.560 --> 00:16:21.920]  我所有東西都是上帝容許的
[00:16:21.920 --> 00:16:24.040]  那我就默默地去接受
[00:16:24.040 --> 00:16:26.920]  你不要再叫我做蠟熱米了
[00:16:26.920 --> 00:16:30.040]  蠟熱米麪對的環境就好像這幅圖一樣
[00:16:30.040 --> 00:16:32.600]  我很感恩我找到這幅圖我覺得很棒
[00:16:32.600 --> 00:16:37.000]  好像一般我們大部分的基督徒都是這樣
[00:16:37.000 --> 00:16:39.000]  我們往往在困難
[00:16:39.000 --> 00:16:40.600]  在沙漠裏
[00:16:40.600 --> 00:16:42.720]  我們心裏面會怎麼想
[00:16:42.720 --> 00:16:44.760]  我們第一樣就會覺得
[00:16:44.760 --> 00:16:47.920]  上帝是否刻意作弄我
[00:16:47.920 --> 00:16:51.520]  這個是不是你的弟兄姊妹
[00:16:51.520 --> 00:16:53.640]  太陰了
[00:16:53.640 --> 00:16:55.560]  地都龜裂了
[00:16:55.560 --> 00:16:57.240]  風也沒有雨也沒有
[00:16:57.240 --> 00:16:59.720]  上帝你是否作弄我
[00:16:59.720 --> 00:17:02.520]  人生突然而來的突變
[00:17:02.520 --> 00:17:04.520]  我們真的不知道怪誰的時候
[00:17:04.520 --> 00:17:06.920]  一定是怪上帝
[00:17:06.920 --> 00:17:08.840]  剛剛在上個星期
[00:17:08.840 --> 00:17:11.920]  我們的區也遇到一件很突然的事
[00:17:11.920 --> 00:17:14.520]  在聖誕派對還玩得很開心
[00:17:14.520 --> 00:17:15.440]  照片還拍得很漂亮
[00:17:15.440 --> 00:17:17.720]  所以拍得出這些組員是什麼樣子的
[00:17:17.720 --> 00:17:19.720]  突然收到一個消息就是
[00:17:19.720 --> 00:17:20.880]  頭痛
[00:17:20.880 --> 00:17:22.840]  頭痛女人很痛的
[00:17:22.840 --> 00:17:24.440]  是不是經常頭痛的女人
[00:17:24.440 --> 00:17:25.960]  喫了佩拉多兩天都頂不了
[00:17:25.960 --> 00:17:27.560]  很痛 而且越來越痛
[00:17:27.560 --> 00:17:29.760]  終於就進醫院去看
[00:17:29.760 --> 00:17:31.360]  一看的時候就知道糟糕了
[00:17:31.360 --> 00:17:32.640]  叫她照時力共振
[00:17:32.640 --> 00:17:34.800]  各方面都不能這樣做
[00:17:34.800 --> 00:17:36.360]  結果出來
[00:17:36.360 --> 00:17:42.040]  她的腦子四分之一的大小是一個扭
[00:17:42.040 --> 00:17:43.560]  哇 什麼呀
[00:17:43.560 --> 00:17:45.680]  剛剛上個星期我們纔在玩
[00:17:45.680 --> 00:17:46.840]  纔在派對
[00:17:46.840 --> 00:17:48.440]  爲什麼突然會這樣
[00:17:48.440 --> 00:17:49.560]  四分之一
[00:17:49.560 --> 00:17:50.760]  九釐米
[00:17:50.760 --> 00:17:52.520]  翻出來的那個腦子的扭
[00:17:52.520 --> 00:17:54.320]  你想想你的頭有多大
[00:17:54.320 --> 00:17:56.360]  九釐米就是一個球
[00:17:56.360 --> 00:17:58.280]  怎麼可能塞在裏面呢
[00:17:58.280 --> 00:17:59.560]  接受不了
[00:17:59.560 --> 00:18:00.680]  我自己也接受不了
[00:18:00.680 --> 00:18:02.400]  我相信當事人接受不了
[00:18:02.400 --> 00:18:03.280]  組員也接受不了
[00:18:03.280 --> 00:18:05.200]  家裏人很震驚
[00:18:05.200 --> 00:18:07.760]  覺得不懂得回應
[00:18:07.760 --> 00:18:09.640]  所以沒辦法每天都去看看她
[00:18:09.640 --> 00:18:12.240]  因爲她都沒什麼可以說
[00:18:12.240 --> 00:18:14.480]  不知道怎麼處理
[00:18:14.480 --> 00:18:16.240]  很多事情很擔心
[00:18:16.240 --> 00:18:19.240]  究竟是不是這樣就完了
[00:18:19.240 --> 00:18:21.640]  錢是一個問題
[00:18:21.640 --> 00:18:23.080]  在哪裏上市是問題
[00:18:23.080 --> 00:18:24.640]  找誰做是問題
[00:18:24.640 --> 00:18:26.400]  很多很多的問題
[00:18:26.400 --> 00:18:28.200]  甚至是否作弄我
[00:18:28.200 --> 00:18:30.400]  是否我這麼多年不聽話
[00:18:30.400 --> 00:18:31.440]  又是否曾經
[00:18:31.440 --> 00:18:34.880]  那個時間是否做了錯的決定
[00:18:34.880 --> 00:18:36.480]  那個時間我是否做了一些得罪神
[00:18:36.480 --> 00:18:40.680]  總之有很多很多的問題
[00:18:40.680 --> 00:18:42.920]  神爲什麼要這麼看得起我
[00:18:42.920 --> 00:18:44.400]  神爲什麼要弄我
[00:18:44.400 --> 00:18:46.680]  這句話你們是不是很熟悉
[00:18:46.680 --> 00:18:47.720]  很熟悉
[00:18:47.720 --> 00:18:50.600]  當我們遇到突然而來的惡好的時候
[00:18:50.600 --> 00:18:52.960]  心裏面都一定會這樣去想
[00:18:52.960 --> 00:18:54.720]  爲什麼我喜歡這幅圖畫呢
[00:18:54.720 --> 00:18:55.800]  因爲去禱告的時候
[00:18:55.800 --> 00:18:57.160]  神禱告說你給我一幅
[00:18:57.160 --> 00:18:58.960]  我很想表達的圖畫
[00:18:58.960 --> 00:19:02.320]  在牧會里經常遇到突然而來的惡好
[00:19:02.320 --> 00:19:04.880]  所以才叫我們十萬火急去
[00:19:04.880 --> 00:19:07.520]  很多問題真的不懂得去解答
[00:19:07.520 --> 00:19:10.760]  但心裏面卻有一個很強烈的信念
[00:19:10.760 --> 00:19:11.800]  和旁邊的人說
[00:19:11.800 --> 00:19:14.920]  上帝是愛我們的
[00:19:14.920 --> 00:19:16.160]  如果我們對上帝的愛
[00:19:16.160 --> 00:19:18.640]  失去信心和信任的時候
[00:19:18.640 --> 00:19:20.240]  人生真的再沒有幸福
[00:19:20.240 --> 00:19:22.080]  也都再沒有希望
[00:19:22.080 --> 00:19:23.600]  就像這幅圖一樣
[00:19:23.600 --> 00:19:24.760]  真的
[00:19:24.760 --> 00:19:26.400]  烈日當空
[00:19:26.400 --> 00:19:27.360]  真的
[00:19:27.360 --> 00:19:30.240]  四周圍的環境都幹到幹蒸蒸
[00:19:30.240 --> 00:19:31.560]  沒有救了
[00:19:31.560 --> 00:19:33.640]  看不到希望
[00:19:33.640 --> 00:19:34.720]  但是
[00:19:34.720 --> 00:19:37.080]  你有沒有看一下你自己的位置
[00:19:37.080 --> 00:19:40.480]  你自己的地方
[00:19:40.480 --> 00:19:42.120]  外面很亂
[00:19:42.120 --> 00:19:43.600]  但你自己呢
[00:19:43.600 --> 00:19:46.400]  你心裏面有沒有平安
[00:19:46.400 --> 00:19:49.800]  你心裏面有沒有上帝的蔭祕
[00:19:49.800 --> 00:19:50.960]  在這幅圖裏面
[00:19:50.960 --> 00:19:53.600]  沒有改變你的環境
[00:19:53.600 --> 00:19:54.480]  但是
[00:19:54.480 --> 00:19:56.840]  這一塊玉雲
[00:19:56.840 --> 00:19:57.880]  單單
[00:19:57.880 --> 00:19:59.520]  也都剛剛
[00:19:59.520 --> 00:20:01.320]  足夠你使用
[00:20:01.320 --> 00:20:03.040]  這個就叫做
[00:20:03.040 --> 00:20:05.240]  因典
[00:20:05.240 --> 00:20:07.480]  當我們轉變了我們的眼光
[00:20:07.480 --> 00:20:11.440]  當我們轉變了我們所說話的方向的時候
[00:20:11.440 --> 00:20:13.240]  同一個病房
[00:20:13.240 --> 00:20:15.320]  同一羣人
[00:20:15.320 --> 00:20:16.520]  每一天
[00:20:16.520 --> 00:20:18.720]  我們的氣氛就改變
[00:20:18.720 --> 00:20:20.800]  我們看見的很多東西是不明白的
[00:20:20.800 --> 00:20:22.400]  很多東西不知道爲什麼
[00:20:22.400 --> 00:20:23.600]  但是
[00:20:23.600 --> 00:20:27.160]  我們卻看見上帝在整件事裏面
[00:20:27.160 --> 00:20:29.400]  有很多很多的因典
[00:20:29.400 --> 00:20:31.320]  今天上午他做了一個水禮
[00:20:31.320 --> 00:20:33.560]  在一個姐妹的姐姐
[00:20:33.560 --> 00:20:34.560]  已經是
[00:20:34.560 --> 00:20:36.000]  乳癌之後再復發
[00:20:36.000 --> 00:20:38.200]  腦有癌症
[00:20:38.200 --> 00:20:39.640]  肺也有
[00:20:39.640 --> 00:20:41.000]  化療了一會兒
[00:20:41.000 --> 00:20:42.040]  受不了
[00:20:42.040 --> 00:20:42.800]  嘔了一年多
[00:20:42.800 --> 00:20:46.080]  受到得盆骨
[00:20:46.080 --> 00:20:47.560]  當他決定真的覺得
[00:20:47.560 --> 00:20:49.000]  他需要受水禮
[00:20:49.000 --> 00:20:50.320]  他覺得他真的想
[00:20:50.320 --> 00:20:51.920]  在他有生之前
[00:20:51.920 --> 00:20:54.520]  能夠去受水禮的時候
[00:20:54.520 --> 00:20:57.840]  面對着你可以說些什麼呢
[00:20:57.840 --> 00:21:00.520]  有什麼希望呢
[00:21:00.520 --> 00:21:02.440]  受了水禮之後有什麼改變呢
[00:21:02.440 --> 00:21:04.760]  人生還有什麼幸福呢
[00:21:04.760 --> 00:21:06.520]  是不是這樣就算了呢
[00:21:06.520 --> 00:21:08.200]  這些姐妹
[00:21:08.200 --> 00:21:10.440]  面對着人生所有的苦難
[00:21:10.440 --> 00:21:11.960]  所有的生老病死
[00:21:11.960 --> 00:21:15.000]  沒辦法去改變的事實的時候
[00:21:15.000 --> 00:21:20.320]  是不是人生就真的完全沒有幸福了呢
[00:21:20.320 --> 00:21:25.240]  耶穌基督降世就是爲了讓我們脫離罪的困所
[00:21:25.240 --> 00:21:26.720]  人本來不需要死
[00:21:26.720 --> 00:21:28.160]  就是面對着罪
[00:21:28.160 --> 00:21:30.240]  所以人類纔會進入死亡
[00:21:30.240 --> 00:21:34.200]  因爲有死亡所以我們有病各方面的問題
[00:21:34.200 --> 00:21:35.880]  回到神的身邊
[00:21:35.880 --> 00:21:37.400]  去領受祂的愛
[00:21:37.400 --> 00:21:41.560]  最重要的一件事就是我們生命當中有一份盼望
[00:21:41.560 --> 00:21:44.440]  這份盼望是讓我們度過在世的日子
[00:21:44.440 --> 00:21:46.640]  無論遇到什麼苦難都好
[00:21:46.640 --> 00:21:47.640]  我們知道
[00:21:47.640 --> 00:21:49.760]  我改變不了外面的環境
[00:21:49.760 --> 00:21:51.760]  但是在我們這裏
[00:21:51.760 --> 00:21:54.520]  神的恩典是足夠我們使用的
[00:21:54.520 --> 00:21:55.760]  跟旁邊的姐妹說
[00:21:55.760 --> 00:21:58.960]  神的恩典是足夠我們使用的
[00:21:58.960 --> 00:22:01.080]  這朋友的信心很重要
[00:22:01.080 --> 00:22:03.080]  納俄米是死路一條
[00:22:03.080 --> 00:22:06.160]  因爲她沒有兒子生了
[00:22:06.160 --> 00:22:08.160]  她沒有男丁了
[00:22:08.160 --> 00:22:09.680]  她沒得依靠了
[00:22:09.680 --> 00:22:11.720]  她可以依靠誰呢
[00:22:11.720 --> 00:22:13.160]  所以在《轉望國》裏面
[00:22:13.160 --> 00:22:16.240]  她唯一知道她只可以依靠她的上帝
[00:22:16.240 --> 00:22:17.520]  她聽聞她的故鄉
[00:22:17.520 --> 00:22:18.720]  饑荒過了
[00:22:18.720 --> 00:22:21.400]  耶和華憐憫了自己的百姓
[00:22:21.400 --> 00:22:23.200]  她唯有投靠神
[00:22:23.200 --> 00:22:24.360]  除了神可以投靠她
[00:22:24.360 --> 00:22:26.800]  還可以找哪個男人可以投靠呢
[00:22:26.800 --> 00:22:30.040]  於是她就決定回到她的故鄉
[00:22:30.040 --> 00:22:32.320]  但是現在不是一個人的問題
[00:22:32.320 --> 00:22:35.080]  還有兩個年輕的寡婦跟着自己
[00:22:35.080 --> 00:22:38.080]  自己沒有希望就算了
[00:22:38.080 --> 00:22:39.680]  納俄米是一個很好的奶奶
[00:22:39.680 --> 00:22:41.360]  她很想她的兩個媳婦
[00:22:41.360 --> 00:22:43.120]  仍然還有希望
[00:22:43.120 --> 00:22:46.360]  所以她鼓勵他們回到孃家再嫁
[00:22:46.360 --> 00:22:47.480]  唯有再結婚
[00:22:47.480 --> 00:22:49.000]  你可以有一個新的婚姻
[00:22:49.000 --> 00:22:50.800]  你有新的男人可以保護你
[00:22:50.800 --> 00:22:52.000]  你可能有子女
[00:22:52.000 --> 00:22:53.760]  你仍然有希望
[00:22:53.760 --> 00:22:55.040]  聖經長話多說
[00:22:55.040 --> 00:22:56.080]  他們搞了一大輪
[00:22:56.080 --> 00:22:59.120]  終於有個媳婦很不捨得之後就離開了她
[00:22:59.120 --> 00:23:01.160]  但是另一個故事的女主角
[00:23:01.160 --> 00:23:02.920]  叫做路德 大家都很熟了
[00:23:02.920 --> 00:23:05.040]  這個女人很厲害
[00:23:05.040 --> 00:23:06.760]  她死都不肯離開奶奶
[00:23:06.760 --> 00:23:09.200]  這個也是令我們很費解的
[00:23:09.200 --> 00:23:10.360]  但是我們感恩
[00:23:10.360 --> 00:23:12.360]  聖經竟然66卷書
[00:23:12.360 --> 00:23:14.640]  有一卷書竟然是將一個
[00:23:14.640 --> 00:23:18.960]  這麼好的媳婦和奶奶的關係記載
[00:23:18.960 --> 00:23:21.160]  我覺得我們要多謝主
[00:23:21.160 --> 00:23:23.920]  牧會30年了 你問我
[00:23:23.920 --> 00:23:26.640]  什麼困難都可以談的
[00:23:26.640 --> 00:23:30.160]  拍拖也好 金錢上的問題也好
[00:23:30.160 --> 00:23:32.080]  感情出軌的問題也好
[00:23:32.080 --> 00:23:34.640]  打仔的問題也好 都可以說的
[00:23:34.640 --> 00:23:37.200]  總是不知道爲什麼婆媳關係
[00:23:37.200 --> 00:23:39.720]  就是一個大忌
[00:23:39.720 --> 00:23:41.200]  男人不敢鬥
[00:23:41.200 --> 00:23:43.320]  我想講師母都不敢鬥
[00:23:43.320 --> 00:23:45.280]  這件事很難搞的
[00:23:45.280 --> 00:23:47.200]  但是聖經裏面卻給我們一個
[00:23:47.200 --> 00:23:49.480]  很好的一個例證
[00:23:49.480 --> 00:23:52.720]  原來婆媳關係可以好到這樣
[00:23:52.720 --> 00:23:55.760]  奶奶一定是一個很好的奶奶
[00:23:55.760 --> 00:23:57.360]  一定是一個很好的奶奶
[00:23:57.360 --> 00:23:58.960]  當你有一個很好的奶奶的時候
[00:23:58.960 --> 00:24:01.240]  一定應該有一個好媳婦
[00:24:01.240 --> 00:24:03.760]  路德竟然願意爲了
[00:24:03.760 --> 00:24:06.440]  去照顧這個奶奶
[00:24:06.440 --> 00:24:08.720]  離開自己的本族本家
[00:24:08.720 --> 00:24:11.000]  去到一個他完全不認識的地方
[00:24:11.000 --> 00:24:12.400]  他根本都不認識耶和華
[00:24:12.400 --> 00:24:14.360]  也都沒有經歷過什麼叫做耶和華
[00:24:14.360 --> 00:24:16.480]  但是他不捨得他的奶奶
[00:24:16.480 --> 00:24:18.920]  一個人孤零零的
[00:24:18.920 --> 00:24:21.360]  回到故鄉都不知道怎麼維生
[00:24:21.360 --> 00:24:24.960]  於是這個媳婦就跟着他回去
[00:24:24.960 --> 00:24:27.560]  但是跟着又怎麼樣呢
[00:24:27.560 --> 00:24:29.320]  兩個都是寡婦
[00:24:29.320 --> 00:24:32.240]  那兩個的生活怎麼去面對呢
[00:24:32.240 --> 00:24:33.280]  原因是什麼你應該知道
[00:24:33.280 --> 00:24:35.560]  我們要了解當時的背景
[00:24:35.560 --> 00:24:37.360]  爲什麼寡婦這麼困難
[00:24:37.360 --> 00:24:38.320]  我再講
[00:24:38.320 --> 00:24:40.280]  因爲在那個年代
[00:24:40.280 --> 00:24:44.360]  沒有藍丁是沒有任何的承繼權的
[00:24:44.360 --> 00:24:45.360]  沒有
[00:24:45.360 --> 00:24:50.320]  所以以色列在神的愛護裏面
[00:24:50.320 --> 00:24:52.600]  十二支派分地是固定了的
[00:24:52.600 --> 00:24:55.400]  每一個人的家產也都固定的
[00:24:55.400 --> 00:24:56.200]  但是當然了
[00:24:56.200 --> 00:24:57.040]  你經營不善
[00:24:57.040 --> 00:24:57.600]  有憂不慎
[00:24:57.600 --> 00:24:58.560]  你要借貸
[00:24:58.560 --> 00:25:00.160]  你要賣的嘛
[00:25:00.160 --> 00:25:01.840]  但是以色列有一個好的制度
[00:25:01.840 --> 00:25:03.200]  就叫做欺廉
[00:25:03.200 --> 00:25:04.800]  每第五十年
[00:25:04.800 --> 00:25:06.480]  你還得多少就還多少
[00:25:06.480 --> 00:25:07.600]  到那個日子
[00:25:07.600 --> 00:25:09.000]  所有的信用卡
[00:25:09.000 --> 00:25:11.360]  所有的東西就一筆勾銷的了
[00:25:11.360 --> 00:25:12.520]  所以發大財的
[00:25:12.520 --> 00:25:14.800]  你四十七年就快點借錢
[00:25:14.800 --> 00:25:16.240]  五十年就好了
[00:25:16.240 --> 00:25:16.960]  不用還
[00:25:16.960 --> 00:25:17.840]  你也想哦
[00:25:17.840 --> 00:25:18.680]  你這麼想
[00:25:18.680 --> 00:25:20.440]  借給你的人也是這麼想的
[00:25:20.440 --> 00:25:21.280]  我想四十五年
[00:25:21.280 --> 00:25:23.960]  已經不會有人借錢給你的了
[00:25:23.960 --> 00:25:26.520]  納瓦米不知道是不是因爲他們移民
[00:25:26.520 --> 00:25:28.080]  所以賣光了家當
[00:25:28.080 --> 00:25:30.000]  所以他在以色列地
[00:25:30.000 --> 00:25:32.360]  他們名下的土地
[00:25:32.360 --> 00:25:34.120]  已經是應該不屬於他們的了
[00:25:34.120 --> 00:25:35.920]  賣了出去的
[00:25:35.920 --> 00:25:37.200]  於是他有辦法的
[00:25:37.200 --> 00:25:39.040]  有錢就買回來
[00:25:39.040 --> 00:25:41.160]  當然窮搞富貴是沒錢的
[00:25:41.160 --> 00:25:43.440]  第二有錢也沒用
[00:25:43.440 --> 00:25:46.080]  土地只屬於南丁
[00:25:46.080 --> 00:25:48.480]  所以納瓦米回去是死路一條
[00:25:48.480 --> 00:25:51.000]  隨時沒地方住沒得喫的
[00:25:51.000 --> 00:25:52.160]  只不過
[00:25:52.160 --> 00:25:54.280]  在納瓦米的心裏面
[00:25:54.280 --> 00:25:56.160]  他只是窮得
[00:25:56.160 --> 00:25:58.160]  剩下上帝
[00:25:58.160 --> 00:26:01.520]  所以說我怎麼都回去我自己的故鄉
[00:26:01.520 --> 00:26:02.840]  當他這樣走的時候
[00:26:02.840 --> 00:26:04.400]  結果是怎樣呢
[00:26:04.400 --> 00:26:08.200]  這個努德
[00:26:08.200 --> 00:26:10.880]  回去有一樣東西可以做
[00:26:10.880 --> 00:26:13.560]  用現在的說話來說就是做乞丐
[00:26:13.560 --> 00:26:15.560]  什麼意思啊
[00:26:15.560 --> 00:26:19.480]  他只可以去到別人的和尚裏面
[00:26:19.480 --> 00:26:22.000]  去扔掉別人扔剩下的東西
[00:26:22.000 --> 00:26:23.200]  回來
[00:26:23.200 --> 00:26:25.600]  做個餅給奶奶喫
[00:26:25.600 --> 00:26:27.720]  這個也是以色列一個很好的
[00:26:27.720 --> 00:26:29.480]  所謂的持位系統來的
[00:26:29.480 --> 00:26:31.320]  當時是沒有公援的
[00:26:31.320 --> 00:26:32.080]  不過呢
[00:26:32.080 --> 00:26:34.080]  他們的法例說你收割的時候
[00:26:34.080 --> 00:26:36.920]  有什麼掉在地上的就請你不可以扔掉
[00:26:36.920 --> 00:26:38.640]  然後也鼓勵
[00:26:38.640 --> 00:26:40.600]  心地仁慈的人
[00:26:40.600 --> 00:26:42.960]  儘量不要收掉你的東西
[00:26:42.960 --> 00:26:44.120]  收剩一點
[00:26:44.120 --> 00:26:45.000]  爲什麼呢
[00:26:45.000 --> 00:26:47.000]  就是讓那些窮的人
[00:26:47.000 --> 00:26:49.040]  可以看你們收工之後
[00:26:49.040 --> 00:26:50.280]  旁白的時間
[00:26:50.280 --> 00:26:52.240]  來扔掉你們留下的東西
[00:26:52.240 --> 00:26:53.440]  於是努德
[00:26:53.440 --> 00:26:56.720]  陪着奶奶回去不是享福的
[00:26:56.720 --> 00:26:59.040]  回去是幫忙做乞丐的
[00:26:59.040 --> 00:26:59.840]  每一天
[00:26:59.840 --> 00:27:02.360]  就去等別人割剩下的東西
[00:27:02.360 --> 00:27:03.720]  他就去扔掉
[00:27:03.720 --> 00:27:04.800]  扔回去
[00:27:04.800 --> 00:27:06.160]  就可能可以做個餅
[00:27:06.160 --> 00:27:07.840]  於是兩個女人
[00:27:07.840 --> 00:27:09.440]  這樣就生活了
[00:27:09.440 --> 00:27:11.800]  所以看到他們的時候我們都明白的
[00:27:11.800 --> 00:27:12.800]  他們兩個之間
[00:27:12.800 --> 00:27:14.920]  這個女人的關係應該很好
[00:27:14.920 --> 00:27:15.680]  是吧
[00:27:15.680 --> 00:27:17.120]  他們有愛意歸屬
[00:27:17.120 --> 00:27:18.960]  有個餅喫呢
[00:27:18.960 --> 00:27:20.960]  就維持到他們的生活
[00:27:20.960 --> 00:27:22.680]  但是這個是不是
[00:27:22.680 --> 00:27:26.040]  上帝賜給我們幸福的人生呢
[00:27:26.040 --> 00:27:29.040]  就是一家人好好地有了個餅
[00:27:29.040 --> 00:27:30.920]  那就算了
[00:27:30.920 --> 00:27:33.320]  故事看下去你就知道不是的
[00:27:33.320 --> 00:27:36.480]  在這個故事裏面出現了一個男主角
[00:27:36.480 --> 00:27:37.960]  就叫波阿斯
[00:27:37.960 --> 00:27:39.680]  波阿斯是個什麼樣的人呢
[00:27:39.680 --> 00:27:42.840]  聖經形容他是努德他們的夫家
[00:27:42.840 --> 00:27:44.560]  一個院房親戚
[00:27:44.560 --> 00:27:46.800]  聖經裏面也記載了很多事蹟
[00:27:46.800 --> 00:27:48.680]  見到他應該是一個好人
[00:27:48.680 --> 00:27:49.960]  爲什麼這麼說呢
[00:27:49.960 --> 00:27:52.280]  因爲當他在執拾的時候
[00:27:52.280 --> 00:27:54.000]  波阿斯在田間見到
[00:27:54.000 --> 00:27:55.840]  就問工人那個女人是誰
[00:27:55.840 --> 00:27:56.800]  他說是努德
[00:27:56.800 --> 00:27:58.320]  但是努德也很厲害
[00:27:58.320 --> 00:27:59.800]  因爲他這麼孝順
[00:27:59.800 --> 00:28:01.840]  在村裏面也有些名字
[00:28:01.840 --> 00:28:04.680]  見到有個這麼孝順的媳婦
[00:28:04.680 --> 00:28:07.000]  跟着外婆回來也挺鬨動的
[00:28:07.000 --> 00:28:08.680]  波阿斯是個很好的人
[00:28:08.680 --> 00:28:10.800]  他就吩咐那些工人跟他說
[00:28:10.800 --> 00:28:12.880]  你們收拾的時候
[00:28:12.880 --> 00:28:14.000]  安靜一點
[00:28:14.000 --> 00:28:16.320]  留下讓他們可以收拾回去
[00:28:16.320 --> 00:28:17.640]  讓他們兩個喫
[00:28:17.640 --> 00:28:19.800]  也跟努德說
[00:28:19.800 --> 00:28:20.720]  不要客氣
[00:28:20.720 --> 00:28:22.120]  你有需要喝水的
[00:28:22.120 --> 00:28:23.360]  有需要喫東西的
[00:28:23.360 --> 00:28:26.040]  你就跟我們這些工人一起喫就行了
[00:28:26.040 --> 00:28:26.920]  意思是什麼呢
[00:28:26.920 --> 00:28:29.440]  波阿斯用盡他自己能夠的方法
[00:28:29.440 --> 00:28:34.480]  儘量去幫助這個困苦的家庭
[00:28:34.480 --> 00:28:36.240]  但是我們不明白
[00:28:36.240 --> 00:28:37.560]  剛纔我們不是提過
[00:28:37.560 --> 00:28:39.200]  他是什麼
[00:28:39.200 --> 00:28:41.560]  努德的遠房親戚
[00:28:41.560 --> 00:28:47.760]  其實他是不是應該出手去救他們呢
[00:28:47.760 --> 00:28:52.560]  只要有人將他們原本夫家的財產買回來
[00:28:52.560 --> 00:28:55.680]  你就可以安置這兩個女人
[00:28:55.680 --> 00:28:57.640]  爲什麼波阿斯又不做呢
[00:28:57.640 --> 00:29:00.000]  我們看下去你就知道了
[00:29:00.000 --> 00:29:03.280]  當這個男人突然間出現
[00:29:03.280 --> 00:29:04.280]  對努德這麼好
[00:29:04.280 --> 00:29:07.480]  於是努德很明顯回到家裏
[00:29:07.480 --> 00:29:08.840]  當然是多做兩個餅
[00:29:08.840 --> 00:29:11.400]  因爲他可以多拿一點東西
[00:29:11.400 --> 00:29:14.760]  我們就發現一個看聖經看了很久都不明白的故事
[00:29:14.760 --> 00:29:17.480]  小時候只看書就不明白
[00:29:17.480 --> 00:29:19.560]  覺得很古怪
[00:29:19.560 --> 00:29:21.840]  可能你看過這個和我有想法
[00:29:21.840 --> 00:29:29.840]  爲什麼這個奶奶竟然會教媳婦去勾引男人呢
[00:29:29.840 --> 00:29:31.600]  你有沒有這樣的想法
[00:29:31.600 --> 00:29:34.920]  聽到努德回來
[00:29:34.920 --> 00:29:36.680]  聽到波阿斯的事
[00:29:36.680 --> 00:29:38.880]  可能都觀察了一段時間
[00:29:38.880 --> 00:29:41.000]  這個奶奶厲害了
[00:29:41.000 --> 00:29:42.760]  心裏就盤算了
[00:29:42.760 --> 00:29:45.080]  咦 有個好男人
[00:29:45.080 --> 00:29:46.760]  我都要怎樣啊
[00:29:46.760 --> 00:29:49.080]  爲我的媳婦着想
[00:29:49.080 --> 00:29:50.760]  她說女兒你聽我的
[00:29:50.760 --> 00:29:52.160]  我給你一個好主意
[00:29:52.160 --> 00:29:54.600]  我要爲你找個安身之所
[00:29:54.600 --> 00:29:56.560]  我希望你能夠享福
[00:29:56.560 --> 00:29:58.040]  她教他做什麼呢
[00:29:58.040 --> 00:29:59.640]  第一教他梳洗
[00:29:59.640 --> 00:30:00.760]  弄好自己
[00:30:00.760 --> 00:30:02.600]  可能噴點香水
[00:30:02.600 --> 00:30:04.280]  小時候看的時候就覺得
[00:30:04.280 --> 00:30:05.520]  咦 這麼有趣
[00:30:05.520 --> 00:30:07.520]  奶奶怎麼會叫媳婦做這些事
[00:30:07.520 --> 00:30:09.440]  我們原來是想錯了
