
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹早晨
[00:25:26.520 --> 00:25:29.320]  為什麼?
[00:25:29.320 --> 00:25:34.520]  你認為什麼才是對你的子女最好的呢?
[00:25:34.520 --> 00:25:37.760]  是不是就是名校的教育呢?
[00:25:37.760 --> 00:25:39.920]  為什麼你要給他們好的教育呢?
[00:25:39.920 --> 00:25:44.280]  你希望他們將來有一份好功
[00:25:44.280 --> 00:25:47.560]  可能做父母的都曾經這樣跟子女說過
[00:25:47.560 --> 00:25:48.960]  你要勤力讀書
[00:25:48.960 --> 00:25:51.920]  你勤力讀書將來就會有一份好功
[00:25:51.920 --> 00:25:55.720]  但是請問你心目中所想的好功
[00:25:55.720 --> 00:26:02.280]  這個好字你是會怎樣下定義呢?
[00:26:02.280 --> 00:26:05.240]  如果你心目中好功
[00:26:05.240 --> 00:26:09.560]  只不過是等於一份高薪的功
[00:26:09.560 --> 00:26:19.400]  那你又在灌輸一些什麼價值觀給你的子女呢?
[00:26:19.400 --> 00:26:23.440]  我自己都曾經思想過這些問題
[00:26:23.440 --> 00:26:29.720]  我覺得我能夠給我的女兒最寶貴的
[00:26:29.720 --> 00:26:32.120]  不是錢
[00:26:32.120 --> 00:26:34.720]  不是名校的教育
[00:26:34.720 --> 00:26:42.360]  也不是讓她學會很多東西 琴棋書畫 騎馬 打高爾夫球
[00:26:42.360 --> 00:26:52.000]  以致她將來可能有機會在那些所謂的上流社會裡面有社交的生活
[00:26:52.000 --> 00:26:57.280]  我認為我能夠給我的女兒最寶貴的
[00:26:57.280 --> 00:27:01.800]  就是帶她去認識神
[00:27:01.800 --> 00:27:07.400]  培育她有一個良好的品格
[00:27:07.400 --> 00:27:10.160]  品格是我們裡面的
[00:27:10.160 --> 00:27:15.520]  是我們將來上天堂的時候我們仍然可以帶到回去
[00:27:15.520 --> 00:27:17.120]  因為是我們裡面的
[00:27:17.120 --> 00:27:20.520]  其他一切的東西都是我們外面的
[00:27:20.520 --> 00:27:25.440]  是我們將來帶不走的
[00:27:25.440 --> 00:27:31.840]  如果能夠讓你的子女去認識神的時候
[00:27:31.840 --> 00:27:36.680]  將來她在人生裡面面對大大小小的決定
[00:27:36.680 --> 00:27:38.600]  大大小小的挑戰
[00:27:38.600 --> 00:27:47.960]  她都懂得怎樣向神祈禱 求神的引導
[00:27:47.960 --> 00:27:49.960]  感謝主
[00:27:49.960 --> 00:27:57.760]  我的女兒從她讀完理科之後 轉到去讀法律
[00:27:57.760 --> 00:28:04.360]  從在倫敦工作 被公司派回香港工作
[00:28:04.360 --> 00:28:07.640]  這些她人生重大的決定
[00:28:07.640 --> 00:28:18.760]  都是她自己向神禱告 感受到神的大靈和恩典
[00:28:18.760 --> 00:28:22.240]  我覺得可惜的是
[00:28:22.240 --> 00:28:28.960]  有一些父母只顧著要子女學這樣學那樣
[00:28:28.960 --> 00:28:34.160]  而忽略了將他們帶到去上帝的面前
[00:28:34.160 --> 00:28:37.040]  讓他們認識神
[00:28:37.040 --> 00:28:43.040]  忽略了培育他們良好的品格
[00:28:43.040 --> 00:28:48.080]  品格的培育是一個長期的投資
[00:28:48.080 --> 00:28:51.480]  是要透過父母的榜樣
[00:28:51.480 --> 00:28:55.200]  透過在家裡那種愛的氣氛
[00:28:55.200 --> 00:28:59.080]  透過學習聖經的真理
[00:28:59.080 --> 00:29:08.680]  透過在教會裡面和其他人彼此的交往等等
[00:29:08.680 --> 00:29:15.960]  品格的培育絕對不可能贏在起跑線
[00:29:15.960 --> 00:29:22.080]  很多弟兄姊妹他們都會唸一句金句
[00:29:22.080 --> 00:29:26.120]  是關於教養子女的
[00:29:26.120 --> 00:29:29.120]  《針研》二十二章第六節
[00:29:29.120 --> 00:29:31.600]  請大家一起讀出
[00:29:31.600 --> 00:29:35.600]  教養孩童使他走當行的道
[00:29:35.600 --> 00:29:39.400]  就是道路他也不偏離
[00:29:39.400 --> 00:29:44.960]  我想問問你 什麼是當行的道呢?
[00:29:44.960 --> 00:29:50.240]  當行的道不是父母為子女預備的道路
[00:29:50.240 --> 00:29:55.160]  雖然你可能會很努力去為他們預備
[00:29:55.160 --> 00:30:02.160]  當行的道就是上帝為他們預備的道路
[00:30:02.160 --> 00:30:08.240]  因為上帝在你的子女身上都有一個很奇妙的計劃
[00:30:08.240 --> 00:30:17.800]  他不是每個人都要他做醫生、做律師有一份高薪的工作
[00:30:17.800 --> 00:30:20.160]  我認識一位的姐妹
[00:30:20.160 --> 00:30:23.680]  她的女兒在英國出生和長大
[00:30:23.680 --> 00:30:25.640]  在英國讀大學
[00:30:25.640 --> 00:30:27.760]  大學一畢業之後
[00:30:27.760 --> 00:30:31.800]  她就心裡面是感受到上帝是呼召她
[00:30:31.800 --> 00:30:34.880]  要她去中國那裡去服侍
[00:30:34.880 --> 00:30:39.000]  而她是一點都不認識中國
[00:30:39.000 --> 00:30:42.040]  她決定回應這個呼召
[00:30:42.040 --> 00:30:49.960]  於是她就和爸爸媽媽詳細地去商量這件事
[00:30:49.960 --> 00:30:55.240]  做爸爸媽媽的當然是很擔心、很捨不得
[00:30:55.240 --> 00:30:58.640]  一個剛剛大學畢業的女孩子
[00:30:58.640 --> 00:31:02.040]  人生路不熟要去到
[00:31:02.040 --> 00:31:07.120]  中國裡面一個都是頗為落後的村落那裡
[00:31:07.120 --> 00:31:09.120]  又沒有朋友
[00:31:09.120 --> 00:31:13.200]  要適應當地的生活實在不容易
[00:31:13.200 --> 00:31:15.840]  但是就在傾談的過程裡面
[00:31:15.840 --> 00:31:17.720]  父母是感受到
[00:31:17.720 --> 00:31:19.240]  也都明白到
[00:31:19.240 --> 00:31:25.560]  這個是上帝在他的女兒身上的旨意
[00:31:25.560 --> 00:31:30.120]  於是這一對的父母就願意信服
[00:31:30.120 --> 00:31:38.600]  憑信心將女兒交托在上帝的手裡面
[00:31:38.600 --> 00:31:41.200]  透過一些機構的安排
[00:31:41.200 --> 00:31:46.560]  他的女兒就去了山東威海那裡去教英文
[00:31:46.560 --> 00:31:50.120]  我不知道你認不認識威海是什麼地方
[00:31:50.120 --> 00:31:53.240]  我自己就不太知道
[00:31:53.240 --> 00:31:55.520]  在過程當中
[00:31:55.520 --> 00:31:57.560]  他們一起祈禱
[00:31:57.560 --> 00:31:59.240]  一起倚靠神
[00:31:59.240 --> 00:32:01.840]  他深深感受到
[00:32:01.840 --> 00:32:09.880]  上帝在女兒身上那種的看顧、保守和大力
[00:32:09.880 --> 00:32:13.840]  就是這樣教了幾年書之後
[00:32:13.840 --> 00:32:18.080]  神的恩典就讓這個女孩子
[00:32:18.080 --> 00:32:25.000]  在威海那裡認識了當地一個很愛主的男孩子
[00:32:25.000 --> 00:32:31.200]  上個月他們剛剛在威海那裡結婚
[00:32:31.200 --> 00:32:33.520]  親愛的弟兄姊妹
[00:32:33.520 --> 00:32:37.760]  如果你是這個女孩子的爸爸媽媽
[00:32:37.760 --> 00:32:42.480]  你會不會被他去威海呢?
[00:32:42.480 --> 00:32:48.080]  當行的道就是上帝為他預備的路
[00:32:48.080 --> 00:32:50.080]  是一條恩典的路
[00:32:50.080 --> 00:32:55.080]  沒錯,這條恩典的路不一定是順風順水
[00:32:55.080 --> 00:32:57.880]  不一定是平平安安
[00:32:57.880 --> 00:33:00.960]  不過這條恩典的路
[00:33:00.960 --> 00:33:03.120]  上帝是有應許
[00:33:03.120 --> 00:33:07.360]  那個應許就是祂的恩典救我們用
[00:33:07.360 --> 00:33:11.640]  當我們遇到困難、遇到挑戰的時候
[00:33:11.640 --> 00:33:19.440]  祂一樣會用祂的恩典去承托著我們
[00:33:19.440 --> 00:33:23.840]  家庭是社會的基石
[00:33:23.840 --> 00:33:27.840]  安定的家庭會帶來安定的社會
[00:33:27.840 --> 00:33:30.280]  家庭也是教會的核心
[00:33:30.280 --> 00:33:37.840]  一個健康的教會是需要建立在一個健康的家庭之上
[00:33:37.840 --> 00:33:41.480]  如果能夠有更多的弟兄姊妹
[00:33:41.480 --> 00:33:45.720]  是願意去建立一個基督化的家庭
[00:33:45.720 --> 00:33:53.960]  這樣社會和教會都會更加健康
[00:33:53.960 --> 00:33:59.160]  有一本書叫做《精彩的基督化家庭》
[00:33:59.160 --> 00:34:04.120]  是台灣一位牧者和神學院院長所寫的
[00:34:04.120 --> 00:34:09.560]  內容豐富,可讀性很高
[00:34:09.560 --> 00:34:12.720]  什麼是基督化家庭呢?
[00:34:12.720 --> 00:34:21.960]  不是一個在家裡擺著「基督是我家之主」的擺設的家庭
[00:34:21.960 --> 00:34:31.080]  一個基督化的家庭是一種持續的家庭的生活方式
[00:34:31.080 --> 00:34:36.520]  任何的家庭如果是以基督為家庭的中心的時候
[00:34:36.520 --> 00:34:41.440]  它就是一個基督化的家庭
[00:34:41.440 --> 00:34:48.160]  我們教會是銳意深化家庭的模樣
[00:34:48.160 --> 00:34:51.920]  銳意去推動基督化的家庭
[00:34:51.920 --> 00:34:56.640]  我們的目標就是讓弟兄姊妹能夠實踐
[00:34:56.640 --> 00:35:04.120]  「我和我家必定侍奉耶和華」這一種的心智
[00:35:04.120 --> 00:35:18.160]  我期望你的子女能夠承傳你作為耶穌基督門徒的生命
[00:35:18.160 --> 00:35:26.880]  我也期望你和你的家庭能夠一起見證著
[00:35:26.880 --> 00:35:30.600]  耶穌基督的福音的大能
[00:35:30.600 --> 00:35:33.600]  因為唯有耶穌基督的福音
[00:35:33.600 --> 00:35:39.960]  我們的生命才能夠轉化
[00:35:39.960 --> 00:35:45.560]  請問基督是不是你家庭的主呢?
[00:35:45.560 --> 00:35:51.160]  你有沒有在家裏面真的活出聖經的教導
[00:35:51.160 --> 00:35:54.320]  建立一個親密的夫妻關係
[00:35:54.320 --> 00:35:59.040]  帶領你的子女去跟隨耶穌呢?
[00:35:59.040 --> 00:36:02.520]  我選了一首詩歌做回應詩
[00:36:02.520 --> 00:36:05.640]  就是「願我家基督化」
[00:36:05.640 --> 00:36:07.960]  稍後我們會唱
[00:36:07.960 --> 00:36:11.840]  有幾句是這樣說的
[00:36:11.840 --> 00:36:13.040]  歌詞裏面說
[00:36:13.040 --> 00:36:16.640]  「父親既真誠強壯堅固」
[00:36:16.640 --> 00:36:20.440]  「母親既溫柔關懷愛護」
[00:36:20.440 --> 00:36:24.440]  「兒女在主愛女蒙教導」
[00:36:24.440 --> 00:36:28.560]  「德之主真善美」
[00:36:28.560 --> 00:36:32.840]  但願你的家庭都能夠基督化
[00:36:32.840 --> 00:36:40.520]  但願主耶穌基督真的能夠成為你家庭的主
[00:36:40.520 --> 00:36:44.080]  我們低頭一起祈禱
[00:36:44.080 --> 00:36:44.760]  親愛的主耶穌
[00:36:44.760 --> 00:36:46.840]  我們向祢宣告
[00:36:46.840 --> 00:36:49.560]  祢是我們家庭的主
[00:36:49.560 --> 00:36:52.040]  祢是我們婚姻的主
[00:36:52.040 --> 00:36:55.680]  祢是我們生命裏面每一個範疇的主
[00:36:55.680 --> 00:36:57.280]  求祢幫助我們
[00:36:57.280 --> 00:36:58.640]  給我們力量
[00:36:58.640 --> 00:37:01.560]  真是去見證主祢的大能
[00:37:01.560 --> 00:37:04.080]  見證主祢的榮美
[00:37:04.080 --> 00:37:11.960]  讓我們的家庭都能夠成為一個為主作美好見證的家庭
[00:37:11.960 --> 00:37:13.120]  多謝祢
[00:37:13.120 --> 00:37:14.240]  聽我們的祈禱
[00:37:14.240 --> 00:37:16.600]  奉耶穌基督成名祈求
[00:37:16.600 --> 00:37:17.920]  阿們
