
[00:00:00.000 --> 00:00:03.200]  呢個比喻係一個唔容易解釋嘅比喻
[00:21:57.000 --> 00:22:01.000]  佢為錢呀佢落咗一個咁樣嘅結論
[00:22:01.000 --> 00:22:05.000]  我哋一齊讀一讀第十三節好冇
[00:22:05.000 --> 00:22:19.000]  馬門即係錢呀
[00:22:19.000 --> 00:22:23.000]  服事呢個字喺原文嘅字間呢即係做奴隸去服事
[00:22:23.000 --> 00:22:25.000]  有奴隸呢個意味
[00:22:25.000 --> 00:22:28.000]  做奴隸即係放棄我嘅主權
[00:22:28.000 --> 00:22:32.000]  我係服事我冇自己我放低我嘅主權係個主人話事
[00:22:32.000 --> 00:22:36.000]  原來錢好威力喎原來錢可以
[00:22:36.000 --> 00:22:40.000]  令我哋喪失主權令我哋做奴隸
[00:22:40.000 --> 00:22:44.000]  所以耶穌第一樣嘢就係我哋唔好做錢嘅奴隸
[00:22:44.000 --> 00:22:48.000]  奴隸呢係冇屬於自己嘅嘢嘅
[00:22:48.000 --> 00:22:52.000]  冇屬於自己嘅時間冇屬於自己嘅才幹一切都係屬於個主人
[00:22:52.000 --> 00:22:56.000]  所以呢你服事主呢就冇兼職呀
[00:22:56.000 --> 00:23:00.000]  你冇你冇得工餘我份正職
[00:23:00.000 --> 00:23:04.000]  我服事主係兼職嚟嘅我服事主係工餘
[00:23:04.000 --> 00:23:08.000]  我唔係指你平時返工你放工返教會去去練師呀
[00:23:08.000 --> 00:23:12.000]  去團契我唔係指呢樣嘢我哋嘅家庭
[00:23:12.000 --> 00:23:16.000]  我哋嘅工作我哋每一刻光陰每一分力量
[00:23:16.000 --> 00:23:20.000]  都係屬於神神係獨一無二嘅主你冇得有
[00:23:20.000 --> 00:23:24.000]  第二個成為我哋嘅主人
[00:23:24.000 --> 00:23:28.000]  我哋唔可以又係錢係我哋主人
[00:23:28.000 --> 00:23:32.000]  神係我哋主人你冇得咁樣
[00:23:32.000 --> 00:23:36.000]  你得一個主人我哋按住呢個主人嘅心意去用錢
[00:23:36.000 --> 00:23:40.000]  按住呢個主人嘅心意去管理家庭按住呢個主人嘅心意去打工
[00:23:40.000 --> 00:23:44.000]  按住主人嘅心意去運用我哋嘅才幹我哋所有
[00:23:44.000 --> 00:23:48.000]  我哋得一個主人
[00:23:48.000 --> 00:23:52.000]  因此呢你要揀你得一個主人
[00:23:52.000 --> 00:23:56.000]  你一定要揀你冇得兩頭蛇
[00:23:56.000 --> 00:24:00.000]  你要揀邊個係我嘅主人呢邊個係你生命嘅主呢
[00:24:00.000 --> 00:24:04.000]  你一生要服侍邊個呢
[00:24:04.000 --> 00:24:08.000]  耶穌就鼓勵我哋唔好服侍錢我哋要服侍神
[00:24:08.000 --> 00:24:12.000]  錢係一個好威力嘅嘢嚟嘅
[00:24:12.000 --> 00:24:16.000]  錢比好多嘢都更加威力對我哋會更多嘅限制
[00:24:16.000 --> 00:24:20.000]  我哋唔好服侍錢要服侍神錢唔係用嚟服侍
[00:24:20.000 --> 00:24:24.000]  錢用嚟運用我哋運用錢運用呢啲
[00:24:24.000 --> 00:24:28.000]  短暫嘅冇永恆價值嘅嘢
[00:24:28.000 --> 00:24:32.000]  去換取有永恆價值嘅財寶
[00:24:32.000 --> 00:24:36.000]  喺十九世紀有一個嘅藝術家佢叫John Ruskin
[00:24:36.000 --> 00:24:40.000]  佢講咗句說話都好值得去諗佢講咗人人生有三樣
[00:24:40.000 --> 00:24:44.000]  三個問題呢你成日問自己你從邊度嚟
[00:24:44.000 --> 00:24:48.000]  你會去邊度喺中間你要做乜嘢
[00:24:48.000 --> 00:24:52.000]  咁我成日問自己呢就第一個問題我就好少問自己
[00:24:52.000 --> 00:24:56.000]  我就問自己後嗰兩個問題我要去邊度
[00:24:56.000 --> 00:25:00.000]  咁我今日我要做乜嘢去預備我去邊度
[00:25:00.000 --> 00:25:04.000]  我常常覺得係未來決定
[00:25:04.000 --> 00:25:08.000]  現在係咪未來決定
[00:25:08.000 --> 00:25:12.000]  現在你聽日要考試咁你今天要搵閘囉
[00:25:12.000 --> 00:25:16.000]  如果你聽日要去旅行你今晚都要執行你
[00:25:16.000 --> 00:25:20.000]  未來決定現在我哋每一個信徒
[00:25:20.000 --> 00:25:24.000]  都要預備未來我哋嘅未來就係有一日
[00:25:24.000 --> 00:25:28.000]  我哋要面對耶穌基督喺個審判台前我哋要交賬
[00:25:28.000 --> 00:25:32.000]  我哋今天要做啲乜去好好
[00:25:32.000 --> 00:25:36.000]  預備嗰一天我哋點樣運用呢啲
[00:25:36.000 --> 00:25:40.000]  短暫冇價值嘅嘢能夠去換取有
[00:25:40.000 --> 00:25:44.000]  永恆價值嘅嘢我常常有一個願望
[00:25:44.000 --> 00:25:48.000]  就係我見到耶穌佢話阿Paul你都算係
[00:25:48.000 --> 00:25:52.000]  有忠心有良善嘅僕人我人生最怕一樣嘢
[00:25:52.000 --> 00:25:56.000]  我常常發惡夢嘅嘢就係見到耶穌你係又懶
[00:25:56.000 --> 00:26:00.000]  又惡嘅僕人呢個我好驚好驚
[00:26:00.000 --> 00:26:04.000]  其實人生好短暫呀弟兄姊妹
[00:26:04.000 --> 00:26:08.000]  我哋要去做精明嘅投資
[00:26:08.000 --> 00:26:12.000]  去運用我哋一啲短暫冇價值嘅嘢
[00:26:12.000 --> 00:26:16.000]  今日係渣打馬拉松我唔知有幾多弟兄姊妹你係跑完返嚟
[00:26:16.000 --> 00:26:20.000]  或者跑完十公里返嚟有冇一句句手
[00:26:20.000 --> 00:26:24.000]  好好欣賞呢啲
[00:26:24.000 --> 00:26:28.000]  即係身體好攰
[00:26:28.000 --> 00:26:32.000]  但係心靈應該好好活潑兩年前我
[00:26:32.000 --> 00:26:36.000]  參加咗渣打我跑十公里當我過終點嘅時候呢
[00:26:36.000 --> 00:26:40.000]  冇幾耐我收到個消息喺我後面
[00:26:40.000 --> 00:26:44.000]  有一個年青人佢跑半馬跑廿一公里
[00:26:44.000 --> 00:26:48.000]  佢過終點之後呢佢跌低咗
[00:26:48.000 --> 00:26:52.000]  十字車嚟嘅時候呢佢離開咗呢個世界我即刻翻睇新聞
[00:26:52.000 --> 00:26:56.000]  原來呢一個年青人得廿六歲
[00:26:56.000 --> 00:27:00.000]  佢唔係第一次跑喎佢應該第三次跑
[00:27:00.000 --> 00:27:04.000]  我好感慨廿六歲我估呢個年青人
[00:27:04.000 --> 00:27:08.000]  從來冇諗過嗰日就係佢人生最後嘅一天
[00:27:08.000 --> 00:27:12.000]  人生好短嘅姐弟兄姊妹你唔好以為我都冇事冇幹
[00:27:12.000 --> 00:27:16.000]  行得走得食得咁唔知道
[00:27:16.000 --> 00:27:20.000]  我哋唔知道上帝嘅時間人生苦短
[00:27:20.000 --> 00:27:24.000]  我哋要去好好諗下我嘅大事我嘅小事
[00:27:24.000 --> 00:27:28.000]  係咪耶穌嘅大事小事我點樣用呢啲
[00:27:28.000 --> 00:27:32.000]  小事能夠好好投資做精明嘅投資
[00:27:32.000 --> 00:27:36.000]  去換取嗰啲有永恆價值嘅大事呢
[00:27:36.000 --> 00:27:40.000]  點樣應用呢我諗個個都唔同
[00:27:40.000 --> 00:27:44.000]  但係好多應用你有好多嘢
[00:27:44.000 --> 00:27:48.000]  你嘅錢你可以去奉獻於
[00:27:48.000 --> 00:27:52.000]  上帝嘅聖功如果你有間屋
[00:27:52.000 --> 00:27:56.000]  你有冇開放你嘅屋企開團契呀開小組呀
[00:27:56.000 --> 00:28:00.000]  滿分呀可以去建立群體
[00:28:00.000 --> 00:28:04.000]  你有嘅時間我哋會
[00:28:04.000 --> 00:28:08.000]  飲飲食食呀去娛樂自己呢個都唔係罪
[00:28:08.000 --> 00:28:12.000]  但係有冇多用嚟傳福音去幫人去認識主
[00:28:12.000 --> 00:28:16.000]  你有嘅才幹除咗嚟搵錢之外
[00:28:16.000 --> 00:28:20.000]  有冇用於去侍奉呀讓更加人
[00:28:20.000 --> 00:28:24.000]  更加多人去得益神更加得榮耀
[00:28:24.000 --> 00:28:28.000]  盼望我哋做一個精明嘅投資者呀我哋能夠畀
[00:28:28.000 --> 00:28:32.000]  今世之子更加精明同心圖告
