
[00:00:00.000 --> 00:00:04.000]  「逃性」 即是逃跑的逃
[00:25:04.000 --> 00:25:06.000]  那裡有一個叫
[00:25:06.000 --> 00:25:09.000]  希伯倫
[00:25:09.000 --> 00:25:10.000]  就是基里亞巴
[00:25:10.000 --> 00:25:13.000]  那個是TOMATO
[00:25:13.000 --> 00:25:14.000]  很熟悉
[00:25:14.000 --> 00:25:16.000]  聖經問答比賽
[00:25:16.000 --> 00:25:18.000]  六個屠城
[00:25:18.000 --> 00:25:22.000]  好像六個低設防的監獄
[00:25:22.000 --> 00:25:24.000]  你知不知道上帝
[00:25:24.000 --> 00:25:26.000]  以色列人還沒進去
[00:25:26.000 --> 00:25:28.000]  已經預備
[00:25:28.000 --> 00:25:30.000]  當人會誤犯
[00:25:30.000 --> 00:25:32.000]  有誤犯
[00:25:32.000 --> 00:25:33.000]  罪的時候
[00:25:33.000 --> 00:25:35.000]  神已經為人設立
[00:25:35.000 --> 00:25:36.000]  贖罪制
[00:25:36.000 --> 00:25:38.000]  有誤犯
[00:25:38.000 --> 00:25:39.000]  我無心的
[00:25:39.000 --> 00:25:40.000]  我軟弱
[00:25:40.000 --> 00:25:42.000]  我喝醉酒
[00:25:42.000 --> 00:25:43.000]  我做錯事
[00:25:43.000 --> 00:25:45.000]  神有贖罪制
[00:25:45.000 --> 00:25:47.000]  可以幫我們
[00:25:47.000 --> 00:25:49.000]  不是沒後果
[00:25:49.000 --> 00:25:50.000]  一樣有後果
[00:25:50.000 --> 00:25:51.000]  但是
[00:25:51.000 --> 00:25:53.000]  神可以幫我們有贖罪制
[00:25:53.000 --> 00:25:54.000]  這裡
[00:25:54.000 --> 00:25:56.000]  甚至在殺人的事上
[00:25:56.000 --> 00:25:57.000]  有死人的事上
[00:25:57.000 --> 00:25:58.000]  誤殺的事上
[00:25:58.000 --> 00:26:00.000]  神為以色列人
[00:26:00.000 --> 00:26:02.000]  預先設立了屠城
[00:26:02.000 --> 00:26:04.000]  有六座屠城
[00:26:04.000 --> 00:26:05.000]  在六個地方
[00:26:05.000 --> 00:26:07.000]  屠城的特點
[00:26:07.000 --> 00:26:08.000]  就是神吩咐
[00:26:08.000 --> 00:26:11.000]  在所有利美人聚居
[00:26:11.000 --> 00:26:13.000]  利美人的特點就是
[00:26:13.000 --> 00:26:14.000]  他們沒有自己的地圖
[00:26:14.000 --> 00:26:16.000]  然後神就給他們
[00:26:16.000 --> 00:26:17.000]  有四十八座城
[00:26:17.000 --> 00:26:19.000]  其中六座是屠城
[00:26:19.000 --> 00:26:22.000]  然後那些犯了誤殺罪的人
[00:26:22.000 --> 00:26:24.000]  就可以在那裡
[00:26:24.000 --> 00:26:25.000]  被軟禁
[00:26:27.000 --> 00:26:28.000]  第四節到第六節
[00:26:28.000 --> 00:26:29.000]  我們再讀一次
[00:26:29.000 --> 00:26:30.000]  二十章四至六
[00:26:30.000 --> 00:26:32.000]  看一下屠城的規例
[00:26:32.000 --> 00:26:33.000]  預備起
[00:26:58.000 --> 00:26:59.000]  我以前講報道會
[00:26:59.000 --> 00:27:00.000]  用的一個題目
[00:27:00.000 --> 00:27:02.000]  就是抄孫明會的
[00:27:02.000 --> 00:27:04.000]  孫明會有一個camp
[00:27:04.000 --> 00:27:06.000]  叫做「給生命一個機會」
[00:27:06.000 --> 00:27:07.000]  我說
[00:27:07.000 --> 00:27:08.000]  啊這句
[00:27:08.000 --> 00:27:09.000]  孫明會的題目
[00:27:09.000 --> 00:27:11.000]  為什麼會用孫明會的題目
[00:27:11.000 --> 00:27:12.000]  因為孫明會
[00:27:12.000 --> 00:27:13.000]  不是孫明會
[00:27:13.000 --> 00:27:15.000]  孫明會有一個camp
[00:27:15.000 --> 00:27:17.000]  叫做「給生命一個機會」
[00:27:17.000 --> 00:27:18.000]  孫明會有一個camp
[00:27:18.000 --> 00:27:19.000]  叫做「給生命一個機會」
[00:27:19.000 --> 00:27:20.000]  孫明會有一個camp
[00:27:20.000 --> 00:27:21.000]  叫做「給生命一個機會」
[00:27:21.000 --> 00:27:22.000]  孫明會有一個camp
[00:27:22.000 --> 00:27:23.000]  叫做「給生命一個機會」
[00:27:23.000 --> 00:27:24.000]  孫明會有一個camp
[00:27:24.000 --> 00:27:25.000]  叫做「給生命一個機會」
[00:27:25.000 --> 00:27:26.000]  孫明會有一個camp
[00:27:26.000 --> 00:27:27.000]  叫做「給生命一個機會」
[00:27:27.000 --> 00:27:28.000]  孫明會有一個camp
[00:27:28.000 --> 00:27:29.000]  叫做「給生命一個機會」
[00:27:29.000 --> 00:27:30.000]  孫明會有一個camp
[00:27:30.000 --> 00:27:31.000]  叫做「給生命一個機會」
[00:27:31.000 --> 00:27:32.000]  孫明會有一個camp
[00:27:32.000 --> 00:27:33.000]  叫做「給生命一個機會」
[00:27:33.000 --> 00:27:34.000]  孫明會有一個camp
[00:27:34.000 --> 00:27:35.000]  叫做「給生命一個機會」
[00:27:35.000 --> 00:27:36.000]  孫明會有一個camp
[00:27:36.000 --> 00:27:37.000]  叫做「給生命一個機會」
[00:27:37.000 --> 00:27:38.000]  孫明會有一個camp
[00:27:38.000 --> 00:27:39.000]  叫做「給生命一個機會」
[00:27:39.000 --> 00:27:40.000]  孫明會有一個camp
[00:27:40.000 --> 00:27:41.000]  叫做「給生命一個機會」
[00:27:41.000 --> 00:27:42.000]  孫明會有一個camp
[00:27:42.000 --> 00:27:43.000]  叫做「給生命一個機會」
[00:27:43.000 --> 00:27:44.000]  孫明會有一個camp
[00:27:44.000 --> 00:27:45.000]  叫做「給生命一個機會」
[00:27:45.000 --> 00:27:46.000]  孫明會有一個camp
[00:27:46.000 --> 00:27:47.000]  叫做「給生命一個機會」
[00:27:47.000 --> 00:27:48.000]  孫明會有一個camp
[00:27:56.000 --> 00:28:00.000]  他就能夠有一個活命的機會
[00:28:00.000 --> 00:28:01.000]  第一點
[00:28:01.000 --> 00:28:04.000]  神吩咐設立屠城
[00:28:04.000 --> 00:28:06.000]  顯示神的智慧
[00:28:06.000 --> 00:28:09.000]  又表達神對公義的要求
[00:28:09.000 --> 00:28:10.000]  所以你殺了人
[00:28:10.000 --> 00:28:13.000]  無論你是誤殺
[00:28:13.000 --> 00:28:14.000]  都有後果的
[00:28:14.000 --> 00:28:16.000]  但神就給你一個生存的機會
[00:28:16.000 --> 00:28:18.000]  神給一個救恩
[00:28:18.000 --> 00:28:20.000]  在這裡我們看到一個很特別
[00:28:20.000 --> 00:28:24.000]  就是神預先已經為我們人
[00:28:24.000 --> 00:28:28.000]  預備了屠城
[00:28:28.000 --> 00:28:32.000]  預備了一個可以逃命的地方
[00:28:32.000 --> 00:28:36.000]  或者原本的意思就是一個避難所
[00:28:36.000 --> 00:28:39.000]  你有沒有試過做錯事
[00:28:39.000 --> 00:28:42.000]  想找一個避難所
[00:28:42.000 --> 00:28:43.000]  我們做錯事
[00:28:43.000 --> 00:28:44.000]  我們會躲起來
[00:28:44.000 --> 00:28:47.000]  你記得當阿當和夏娃犯罪
[00:28:47.000 --> 00:28:48.000]  他們躲起來
[00:28:48.000 --> 00:28:50.000]  他們都想找一個避難所
[00:28:50.000 --> 00:28:54.000]  但在神面前無可逃避
[00:28:54.000 --> 00:28:57.000]  但神幫人找一個避難所
[00:28:57.000 --> 00:28:59.000]  我們往往想起
[00:28:59.000 --> 00:29:02.000]  我們做錯的一些事情
[00:29:02.000 --> 00:29:04.000]  我們很害怕
[00:29:04.000 --> 00:29:08.000]  我讀中學的時候
[00:29:08.000 --> 00:29:10.000]  我小學試過逃學
[00:29:10.000 --> 00:29:12.000]  但不知為何我會逃學
[00:29:12.000 --> 00:29:13.000]  回想起來
[00:29:13.000 --> 00:29:15.000]  我當時當然想
[00:29:15.000 --> 00:29:18.000]  其實上學也可以多些活動
[00:29:18.000 --> 00:29:20.000]  但我自己一個人逃學
[00:29:20.000 --> 00:29:22.000]  在街上碰到街坊
[00:29:22.000 --> 00:29:25.000]  他說阿全你為什麼在這裡
[00:29:25.000 --> 00:29:27.000]  你不用上學嗎
[00:29:27.000 --> 00:29:29.000]  我說我出來逛逛
[00:29:29.000 --> 00:29:32.000]  他不知怎樣回答我
[00:29:32.000 --> 00:29:35.000]  總之有些店鋪的街坊看到我
[00:29:35.000 --> 00:29:37.000]  你逃學你死了
[00:29:37.000 --> 00:29:39.000]  我說是嗎
[00:29:39.000 --> 00:29:41.000]  但我已經逃了
[00:29:41.000 --> 00:29:42.000]  你明白嗎
[00:29:42.000 --> 00:29:43.000]  當時已經九點多
[00:29:43.000 --> 00:29:44.000]  我還在街上
[00:29:44.000 --> 00:29:48.000]  我記得很害怕
[00:29:48.000 --> 00:29:49.000]  我回到學校
[00:29:49.000 --> 00:29:50.000]  老師問我
[00:29:50.000 --> 00:29:52.000]  你為什麼不上學
[00:29:52.000 --> 00:29:55.000]  我說我想出去逛逛
[00:29:55.000 --> 00:29:57.000]  平時我不太頑皮
[00:29:57.000 --> 00:29:59.000]  老師說不要了
[00:29:59.000 --> 00:30:01.000]  我說不要了
[00:30:01.000 --> 00:30:04.000]  我試過逃過一天兩天
[00:30:04.000 --> 00:30:06.000]  我中學還試過
[00:30:06.000 --> 00:30:09.000]  上課的時候踢了老師一腳
[00:30:09.000 --> 00:30:11.000]  是意外
[00:30:11.000 --> 00:30:13.000]  那天是美術課
[00:30:13.000 --> 00:30:16.000]  那天是學校術科展
[00:30:16.000 --> 00:30:18.000]  所有同學的作品
[00:30:18.000 --> 00:30:20.000]  過去這麼多屆最美的作品
[00:30:20.000 --> 00:30:23.000]  無論是什麼類型的美術作品
[00:30:23.000 --> 00:30:26.000]  都在學校大堂
[00:30:26.000 --> 00:30:28.000]  擺放了壁報板
[00:30:28.000 --> 00:30:30.000]  老師說這兩堂
[00:30:30.000 --> 00:30:32.000]  我們下去看別人的作品
[00:30:32.000 --> 00:30:34.000]  我穿著中衣
[00:30:34.000 --> 00:30:36.000]  這麼頑皮的學生
[00:30:36.000 --> 00:30:38.000]  我當然開始生氣
[00:30:38.000 --> 00:30:40.000]  我就在褸袋
[00:30:40.000 --> 00:30:43.000]  首先把褸袋放在褸袋上
[00:30:43.000 --> 00:30:44.000]  其實正在上課
[00:30:44.000 --> 00:30:45.000]  不過在戶外
[00:30:45.000 --> 00:30:49.000]  走到大堂走來走去
[00:30:49.000 --> 00:30:52.000]  我和同學在玩
[00:30:52.000 --> 00:30:54.000]  我們走到沒有人的地方
[00:30:54.000 --> 00:30:56.000]  就四處走
[00:30:56.000 --> 00:30:58.000]  我走到大堂後面
[00:30:58.000 --> 00:31:00.000]  看到一隻手伸上來
[00:31:00.000 --> 00:31:01.000]  一腳踢下去
[00:31:01.000 --> 00:31:03.000]  我以為是同學
[00:31:03.000 --> 00:31:04.000]  踢完他
[00:31:04.000 --> 00:31:06.000]  我就「哈」
[00:31:06.000 --> 00:31:07.000]  隔壁板看過去
[00:31:07.000 --> 00:31:09.000]  老師看著我
[00:31:09.000 --> 00:31:10.000]  他說「你幹什麼」
[00:31:10.000 --> 00:31:12.000]  「你幹什麼踢我」
[00:31:12.000 --> 00:31:14.000]  「你的口裡有什麼」
[00:31:14.000 --> 00:31:16.000]  「你在吃糖嗎」
[00:31:16.000 --> 00:31:17.000]  我說「是的」
[00:31:17.000 --> 00:31:19.000]  他說「你幹什麼踢我」
[00:31:19.000 --> 00:31:22.000]  我說「我以為你是我的同學」
[00:31:22.000 --> 00:31:24.000]  他說「同學你是可以踢的」
[00:31:24.000 --> 00:31:25.000]  其實我心想
[00:31:25.000 --> 00:31:27.000]  我和他打招呼
[00:31:27.000 --> 00:31:30.000]  放學
[00:31:30.000 --> 00:31:32.000]  來見我
[00:31:32.000 --> 00:31:33.000]  最後
[00:31:33.000 --> 00:31:35.000]  我抄了校規
[00:31:35.000 --> 00:31:37.000]  十次
[00:31:37.000 --> 00:31:38.000]  用毛筆
[00:31:38.000 --> 00:31:40.000]  用那些叫什麼
[00:31:40.000 --> 00:31:42.000]  那些叫什麼
[00:31:42.000 --> 00:31:44.000]  投稿那些叫什麼
[00:31:44.000 --> 00:31:46.000]  原稿紙
[00:31:46.000 --> 00:31:48.000]  抄了校規
[00:31:48.000 --> 00:31:49.000]  十次
[00:31:49.000 --> 00:31:50.000]  毛筆字
[00:31:50.000 --> 00:31:51.000]  唉 慘了
[00:31:51.000 --> 00:31:52.000]  抄完還說
[00:31:52.000 --> 00:31:54.000]  他考慮會不會記我
[00:31:54.000 --> 00:31:55.000]  即那些
[00:31:55.000 --> 00:31:57.000]  歌那些
[00:31:57.000 --> 00:31:59.000]  幸好我踢得不是很大力
[00:31:59.000 --> 00:32:00.000]  證明我只是
[00:32:00.000 --> 00:32:02.000]  腳和手一樣
[00:32:02.000 --> 00:32:04.000]  只是一種撫摸
[00:32:04.000 --> 00:32:06.000]  Touch
[00:32:06.000 --> 00:32:08.000]  很溫暖的Touch
[00:32:08.000 --> 00:32:10.000]  不過是用腳
[00:32:10.000 --> 00:32:11.000]  你知道嗎
[00:32:11.000 --> 00:32:12.000]  做錯事
[00:32:12.000 --> 00:32:14.000]  也是小事
[00:32:14.000 --> 00:32:16.000]  我見過有些朋友做錯什麼
[00:32:16.000 --> 00:32:18.000]  我在醫院
[00:32:18.000 --> 00:32:20.000]  我太太在醫院工作
[00:32:20.000 --> 00:32:22.000]  見過有些人打錯針
[00:32:22.000 --> 00:32:24.000]  是吧
[00:32:24.000 --> 00:32:26.000]  有些人做手術
[00:32:26.000 --> 00:32:28.000]  留下一些東西在別人的肚子
[00:32:28.000 --> 00:32:30.000]  是吧
[00:32:30.000 --> 00:32:32.000]  或者有些人做得更加嚴重
[00:32:32.000 --> 00:32:34.000]  令到病人過身
[00:32:34.000 --> 00:32:36.000]  最近鄧貴師那件事
[00:32:36.000 --> 00:32:38.000]  忘了給乙型肝炎
[00:32:38.000 --> 00:32:40.000]  那些
[00:32:40.000 --> 00:32:42.000]  對應的藥物
[00:32:42.000 --> 00:32:44.000]  我們認識一些
[00:32:44.000 --> 00:32:46.000]  醫護人員他做錯事
[00:32:46.000 --> 00:32:48.000]  他很大壓力
[00:32:48.000 --> 00:32:49.000]  他不是想的
[00:32:49.000 --> 00:32:50.000]  他一時看錯
[00:32:50.000 --> 00:32:51.000]  一時失魂
[00:32:51.000 --> 00:32:53.000]  很多很多這些
[00:32:53.000 --> 00:32:55.000]  做錯事
[00:32:55.000 --> 00:32:57.000]  又或者有些人醉酒
[00:32:57.000 --> 00:32:58.000]  開車
[00:32:58.000 --> 00:32:59.000]  撞到人
[00:32:59.000 --> 00:33:01.000]  甚至撞死人
[00:33:01.000 --> 00:33:02.000]  你知道嗎
[00:33:02.000 --> 00:33:03.000]  聖經說
[00:33:03.000 --> 00:33:05.000]  預先知道人的軟弱
[00:33:05.000 --> 00:33:07.000]  神就說
[00:33:07.000 --> 00:33:09.000]  一早吩咐
[00:33:09.000 --> 00:33:11.000]  以色列人要訂六個屠城
[00:33:11.000 --> 00:33:13.000]  就是當有人死了之後
[00:33:13.000 --> 00:33:15.000]  故意殺人的
[00:33:15.000 --> 00:33:17.000]  依例去處死
[00:33:17.000 --> 00:33:19.000]  但是誤殺的
[00:33:19.000 --> 00:33:21.000]  有一個空間
[00:33:21.000 --> 00:33:23.000]  要報血仇
[00:33:23.000 --> 00:33:25.000]  那些家人被殺
[00:33:25.000 --> 00:33:27.000]  即是被怒火
[00:33:27.000 --> 00:33:29.000]  即是掩蓋了他
[00:33:29.000 --> 00:33:31.000]  overwhelm
[00:33:31.000 --> 00:33:33.000]  那些人怒火
[00:33:33.000 --> 00:33:35.000]  會打死人
[00:33:35.000 --> 00:33:37.000]  我聽過有個賊
[00:33:37.000 --> 00:33:39.000]  打劫一個的士司機
[00:33:39.000 --> 00:33:41.000]  就
[00:33:41.000 --> 00:33:43.000]  的士司機一call
[00:33:43.000 --> 00:33:45.000]  call台
[00:33:45.000 --> 00:33:47.000]  整個沙田區的的士
[00:33:47.000 --> 00:33:49.000]  就去圍那個犯
[00:33:49.000 --> 00:33:51.000]  最後抓到那個犯
[00:33:51.000 --> 00:33:53.000]  有兩個犯
[00:33:53.000 --> 00:33:55.000]  那個警察抓到一個
[00:33:55.000 --> 00:33:57.000]  他做了一樣東西
[00:33:57.000 --> 00:33:59.000]  他插了他在路邊的欄杆
[00:33:59.000 --> 00:34:01.000]  最後那個賊
[00:34:01.000 --> 00:34:03.000]  就被其他的士司機打死了
[00:34:03.000 --> 00:34:07.000]  那個警察想著
[00:34:07.000 --> 00:34:09.000]  先插了一個鎖
[00:34:09.000 --> 00:34:11.000]  他追另一個
[00:34:11.000 --> 00:34:13.000]  但原來報仇的人
[00:34:13.000 --> 00:34:15.000]  是有時失去理性
[00:34:15.000 --> 00:34:17.000]  他
[00:34:17.000 --> 00:34:19.000]  所以你們知道那些賊
[00:34:19.000 --> 00:34:21.000]  不會入圍村去偷東西
[00:34:21.000 --> 00:34:23.000]  因為後果很嚴重
[00:34:23.000 --> 00:34:25.000]  抓到
[00:34:25.000 --> 00:34:27.000]  隨時斷幾條肺骨就濕濕碎
[00:34:27.000 --> 00:34:29.000]  所以頂智梅
[00:34:29.000 --> 00:34:31.000]  聖經講到一個誤殺罪的人
[00:34:31.000 --> 00:34:33.000]  第四第五第六節
[00:34:33.000 --> 00:34:35.000]  他說他可以逃命去到那裡
[00:34:35.000 --> 00:34:37.000]  他
[00:34:37.000 --> 00:34:39.000]  那裡的祭司利美人
[00:34:39.000 --> 00:34:41.000]  他們可以
[00:34:41.000 --> 00:34:43.000]  去收留他
[00:34:43.000 --> 00:34:45.000]  而追殺他報血仇那個
[00:34:45.000 --> 00:34:47.000]  不能夠在屠城裏面
[00:34:47.000 --> 00:34:49.000]  去殺人
[00:34:49.000 --> 00:34:51.000]  這個逃入去屠城裏面的人
[00:34:51.000 --> 00:34:53.000]  他就要等他住在
[00:34:53.000 --> 00:34:55.000]  其他地方他走過來
[00:34:55.000 --> 00:34:57.000]  或者就算他在屠城裏面
[00:34:57.000 --> 00:34:59.000]  居住的人
[00:34:59.000 --> 00:35:01.000]  他犯了誤殺罪
[00:35:01.000 --> 00:35:03.000]  他就要找回他本族的人
[00:35:03.000 --> 00:35:05.000]  來聽審
[00:35:05.000 --> 00:35:07.000]  在長老面前
[00:35:07.000 --> 00:35:09.000]  去審判去證明
[00:35:09.000 --> 00:35:11.000]  他是不是誤殺
[00:35:11.000 --> 00:35:13.000]  證明到他就要被軟禁
[00:35:13.000 --> 00:35:15.000]  在這裏
[00:35:15.000 --> 00:35:17.000]  但你知道在屠城裏面有兩個很得意的問題
[00:35:17.000 --> 00:35:19.000]  第一你有沒有試過你犯了事
[00:35:19.000 --> 00:35:21.000]  到判刑的時候
[00:35:21.000 --> 00:35:23.000]  是判了有罪
[00:35:23.000 --> 00:35:25.000]  判刑期有多久
[00:35:25.000 --> 00:35:27.000]  不知道
[00:35:27.000 --> 00:35:29.000]  判刑期有多久
[00:35:29.000 --> 00:35:31.000]  直到主人牧師死的那天
[00:35:31.000 --> 00:35:35.000]  主人牧師很年輕
[00:35:35.000 --> 00:35:37.000]  住了二十多三十年
[00:35:37.000 --> 00:35:39.000]  這裏很有趣
[00:35:39.000 --> 00:35:41.000]  直到大祭司
[00:35:41.000 --> 00:35:43.000]  全個祭司
[00:35:43.000 --> 00:35:45.000]  都是利美的子孫
[00:35:45.000 --> 00:35:47.000]  祭司最大的那個
[00:35:47.000 --> 00:35:49.000]  大祭司他死的那天
[00:35:49.000 --> 00:35:51.000]  他就可以放監
[00:35:51.000 --> 00:35:53.000]  六座
[00:35:53.000 --> 00:35:55.000]  預先訂好的
[00:35:55.000 --> 00:35:57.000]  低設房的監獄
[00:35:57.000 --> 00:35:59.000]  不止
[00:35:59.000 --> 00:36:01.000]  一個沒有明顯
[00:36:01.000 --> 00:36:03.000]  年期的
[00:36:03.000 --> 00:36:05.000]  不知道要坐多久
[00:36:05.000 --> 00:36:07.000]  第二個就很有趣
[00:36:07.000 --> 00:36:09.000]  你知道坐監
[00:36:09.000 --> 00:36:11.000]  其中一件事很害怕
[00:36:11.000 --> 00:36:13.000]  就是不知道跟什麼人混在一起
[00:36:13.000 --> 00:36:15.000]  你看監獄風雲
[00:36:15.000 --> 00:36:17.000]  有越南幫
[00:36:17.000 --> 00:36:19.000]  有大圈幫
[00:36:19.000 --> 00:36:21.000]  不知道什麼幫
[00:36:21.000 --> 00:36:23.000]  有菲律賓
[00:36:23.000 --> 00:36:25.000]  很多
[00:36:25.000 --> 00:36:27.000]  你進去就怕被人欺負
[00:36:27.000 --> 00:36:29.000]  有很多不同的字頭
[00:36:29.000 --> 00:36:31.000]  A B C D
[00:36:31.000 --> 00:36:33.000]  你頭文字是什麼
[00:36:33.000 --> 00:36:35.000]  我L
[00:36:35.000 --> 00:36:37.000]  我姓劉
[00:36:37.000 --> 00:36:39.000]  但裏面很多
[00:36:39.000 --> 00:36:41.000]  但這裏曾經說
[00:36:41.000 --> 00:36:43.000]  這個屠城裏面的人
[00:36:43.000 --> 00:36:45.000]  跟什麼人一起住
[00:36:45.000 --> 00:36:47.000]  跟利美人
[00:36:47.000 --> 00:36:49.000]  自奉神的利美人
[00:36:49.000 --> 00:36:51.000]  所以我想都很有智慧
[00:36:51.000 --> 00:36:53.000]  如果那些犯了法的人
[00:36:53.000 --> 00:36:55.000]  他
[00:36:55.000 --> 00:36:57.000]  只能夠在教會裏面住
[00:36:57.000 --> 00:36:59.000]  天天對著我們
[00:36:59.000 --> 00:37:01.000]  他不可以離開
[00:37:01.000 --> 00:37:03.000]  他離開會死
[00:37:03.000 --> 00:37:05.000]  有生命危險
[00:37:05.000 --> 00:37:07.000]  他住在利美人的城裏
[00:37:07.000 --> 00:37:09.000]  他住在利美人的城裏
[00:37:09.000 --> 00:37:13.000]  我不知道你覺不覺得這是因典
[00:37:13.000 --> 00:37:15.000]  聖經說
[00:37:15.000 --> 00:37:17.000]  神吩咐六座屠城
[00:37:17.000 --> 00:37:19.000]  表示神
[00:37:19.000 --> 00:37:21.000]  給以色列人管理
[00:37:21.000 --> 00:37:23.000]  以色列地的智慧
[00:37:23.000 --> 00:37:25.000]  表示神公義的品性
[00:37:25.000 --> 00:37:27.000]  神是公義的
[00:37:27.000 --> 00:37:29.000]  這些反映到神的救恩
[00:37:29.000 --> 00:37:31.000]  他為誤犯了
[00:37:31.000 --> 00:37:33.000]  殺人罪的
[00:37:33.000 --> 00:37:35.000]  留下救恩
[00:37:35.000 --> 00:37:37.000]  有一條生路給他走
[00:37:37.000 --> 00:37:39.000]  很後悔
[00:37:39.000 --> 00:37:41.000]  但有一條生路
[00:37:41.000 --> 00:37:43.000]  我不是想這樣的
[00:37:43.000 --> 00:37:45.000]  神給予一個機會
[00:37:45.000 --> 00:37:47.000]  神也是很公義的
[00:37:47.000 --> 00:37:49.000]  每一個故意殺人的
[00:37:49.000 --> 00:37:51.000]  都要憑兩三個見證人
[00:37:51.000 --> 00:37:53.000]  誤殺的
[00:37:53.000 --> 00:37:55.000]  他進到屠城
[00:37:55.000 --> 00:37:57.000]  有他本族的長老
[00:37:57.000 --> 00:37:59.000]  會來
[00:37:59.000 --> 00:38:01.000]  有相關的見證人會來
[00:38:01.000 --> 00:38:03.000]  來證明
[00:38:03.000 --> 00:38:05.000]  審判他是不是
[00:38:05.000 --> 00:38:07.000]  正式誤殺
[00:38:07.000 --> 00:38:09.000]  還是故意殺人
[00:38:09.000 --> 00:38:11.000]  到他要住在那裏
[00:38:11.000 --> 00:38:13.000]  被軟禁
[00:38:13.000 --> 00:38:15.000]  好像被坐牢一樣
[00:38:15.000 --> 00:38:17.000]  他不能夠離開那個地方
[00:38:17.000 --> 00:38:19.000]  直到
[00:38:19.000 --> 00:38:21.000]  那一屆的大祭司
[00:38:21.000 --> 00:38:23.000]  死的日子
[00:38:23.000 --> 00:38:25.000]  大祭司沒有退休的日子
[00:38:25.000 --> 00:38:27.000]  他死的日子就是他退休的日子
[00:38:27.000 --> 00:38:29.000]  其他祭司有退休的時間
[00:38:29.000 --> 00:38:31.000]  大祭司沒有
[00:38:31.000 --> 00:38:35.000]  神的憐憫
[00:38:35.000 --> 00:38:37.000]  這裏我們看到
[00:38:37.000 --> 00:38:39.000]  在整個神的計劃裏面
[00:38:39.000 --> 00:38:41.000]  神對以色列人
[00:38:41.000 --> 00:38:43.000]  不可殺人這條例
[00:38:43.000 --> 00:38:45.000]  是第一條對人講不可
[00:38:45.000 --> 00:38:47.000]  最重要的
[00:38:47.000 --> 00:38:49.000]  罪
[00:38:49.000 --> 00:38:51.000]  神是一個公義的審判
[00:38:51.000 --> 00:38:53.000]  對誤殺的人
[00:38:53.000 --> 00:38:55.000]  有一個出路
[00:38:55.000 --> 00:38:57.000]  頂姐妹
[00:38:57.000 --> 00:38:59.000]  在神的公義裏面
[00:38:59.000 --> 00:39:01.000]  我們人的腦袋怎計都計不到
[00:39:01.000 --> 00:39:05.000]  這裏講大祭司的死
[00:39:05.000 --> 00:39:07.000]  就預表著
[00:39:07.000 --> 00:39:09.000]  叫人獻贖罪祭
[00:39:09.000 --> 00:39:11.000]  那個代罪羔羊
[00:39:11.000 --> 00:39:15.000]  就是他承擔了我們的罪
[00:39:15.000 --> 00:39:17.000]  我們按手在頭上
[00:39:17.000 --> 00:39:19.000]  我們的罪他就承擔
[00:39:19.000 --> 00:39:21.000]  我們仍然在講一個問題
[00:39:21.000 --> 00:39:23.000]  人怎樣可以解決自己的罪
[00:39:23.000 --> 00:39:25.000]  沒有辦法
[00:39:25.000 --> 00:39:27.000]  如果我誤殺了一個人
[00:39:27.000 --> 00:39:31.000]  我駕車醉酒駕車
[00:39:31.000 --> 00:39:33.000]  我撞死了一些人
[00:39:33.000 --> 00:39:35.000]  我都講
[00:39:35.000 --> 00:39:37.000]  罪是解決不了問題
[00:39:37.000 --> 00:39:39.000]  對方是不會復生
[00:39:39.000 --> 00:39:41.000]  我賠償也沒有
[00:39:41.000 --> 00:39:43.000]  解決不了問題
[00:39:43.000 --> 00:39:45.000]  人是沒有辦法做任何的事
[00:39:45.000 --> 00:39:47.000]  做功德行善
[00:39:47.000 --> 00:39:51.000]  苦待自己
[00:39:51.000 --> 00:39:53.000]  我坐一世監
[00:39:53.000 --> 00:39:55.000]  我餐餐都吃不飽
[00:39:55.000 --> 00:39:59.000]  什麼都好
[00:39:59.000 --> 00:40:01.000]  是補償不了罪
[00:40:01.000 --> 00:40:03.000]  人是無力去解決
[00:40:03.000 --> 00:40:05.000]  一個誤犯殺人罪的人
[00:40:05.000 --> 00:40:07.000]  他的罪有後果
[00:40:07.000 --> 00:40:09.000]  他有被軟禁
[00:40:09.000 --> 00:40:11.000]  直到大祭司死
[00:40:11.000 --> 00:40:13.000]  就反映神說
[00:40:13.000 --> 00:40:15.000]  大祭司就是在神面前
[00:40:15.000 --> 00:40:17.000]  為我們贖罪
[00:40:17.000 --> 00:40:19.000]  獻贖罪
[00:40:19.000 --> 00:40:21.000]  預表耶穌基督
[00:40:21.000 --> 00:40:23.000]  他也是贖罪祭
[00:40:23.000 --> 00:40:25.000]  那個被殺的羊羔
[00:40:25.000 --> 00:40:27.000]  他也是獻祭
[00:40:27.000 --> 00:40:29.000]  那個大祭司
[00:40:29.000 --> 00:40:31.000]  大祭司死就代表
[00:40:31.000 --> 00:40:33.000]  他可以得到自由
[00:40:33.000 --> 00:40:35.000]  所有誤犯罪的人
[00:40:35.000 --> 00:40:37.000]  都可以得到自由
[00:40:37.000 --> 00:40:39.000]  他就可以回到自己的家
[00:40:39.000 --> 00:40:41.000]  本族本鄉
[00:40:41.000 --> 00:40:43.000]  聖經在25-29節
[00:40:43.000 --> 00:40:45.000]  我們讀26-29節
[00:40:45.000 --> 00:40:47.000]  我們讀26-29節
