
[00:00:00.000 --> 00:00:03.200]  上次講到Donald Whitley
[00:26:25.500 --> 00:26:30.500]  只有上帝能夠滿足祢的靈魂
[00:26:30.500 --> 00:26:38.500]  因此渴想神是指跟神有親密的個人關係
[00:26:38.500 --> 00:26:42.500]  然後總是渴望更多的渴望祂
[00:26:42.500 --> 00:26:46.500]  並且單單地去追求祂
[00:26:46.500 --> 00:26:52.500]  讓祂填補充滿我們生活裡面的真空
[00:26:52.500 --> 00:26:58.500]  我們說,我們嘗試在三方面去了解渴想神
[00:26:58.500 --> 00:27:02.500]  就去解答三個問題
[00:27:02.500 --> 00:27:06.500]  第一個問題是,渴想神是什麼意思?
[00:27:06.500 --> 00:27:13.500]  第二個問題是,一個真正渴想神的人是怎樣的呢?
[00:27:13.500 --> 00:27:18.500]  這個人當然是以神為中心
[00:27:18.500 --> 00:27:25.500]  怎樣以神為中心?他一定有四大表現
[00:27:25.500 --> 00:27:33.500]  第一,一個真正渴想神的人,他內心一定會滿足
[00:27:33.500 --> 00:27:37.500]  這篇六十三篇第五節說
[00:27:37.500 --> 00:27:42.500]  我在床上紀念祢,在夜間的時候思想祢
[00:27:42.500 --> 00:27:47.500]  我的心就像飽足了骨髓肥油
[00:27:47.500 --> 00:27:52.500]  我也要以歡樂的嘴唇讚美祢
[00:27:52.500 --> 00:27:56.500]  這個人一定是在神裡面滿足
[00:27:56.500 --> 00:27:59.500]  但這個並不是自滿
[00:27:59.500 --> 00:28:02.500]  簡單的問你一個問題
[00:28:02.500 --> 00:28:10.500]  你覺得神賜給你的今天,是不是已經是最好的呢?
[00:28:10.500 --> 00:28:21.500]  再問你一次,你覺得神賜給你的今天,是不是已經是最好的呢?
[00:28:21.500 --> 00:28:26.500]  還是可以再好一點?
[00:28:26.500 --> 00:28:30.500]  特別是在困苦當中,病患裡面
[00:28:30.500 --> 00:28:36.500]  你是不是仍然達得這麼瀟灑呢?
[00:28:36.500 --> 00:28:41.500]  有一首詩歌我很喜歡的,叫做《幽谷中的盼望》
[00:28:41.500 --> 00:28:45.500]  這首詩歌是參照哈巴谷書寫成的
[00:28:45.500 --> 00:28:49.500]  讓我們一起看看他的歌詞
[00:28:49.500 --> 00:28:55.500]  山邊,無花果樹不發黃葉
[00:28:55.500 --> 00:28:58.500]  殘留葉水,隨風輕飄
[00:28:58.500 --> 00:29:03.500]  葡萄樹未結果,橄欖樹枯乾了
[00:29:03.500 --> 00:29:08.500]  天地也沒有出糧食了
[00:29:08.500 --> 00:29:11.500]  即使羊圈好像荒廢了
[00:29:11.500 --> 00:29:15.500]  羊群未見,綠草稀少
[00:29:15.500 --> 00:29:19.500]  牛棚全部已空,尼巴被燒毀了
[00:29:19.500 --> 00:29:30.500]  我仍能靠著神起小
[00:29:30.500 --> 00:29:34.500]  為你,是我終生拯救,我心中力量
[00:29:34.500 --> 00:29:37.500]  是我亮光,我的保障
[00:29:37.500 --> 00:29:40.500]  無需畏懼前途如何荒涼
[00:29:40.500 --> 00:29:44.500]  唯獨是你,是永久的依靠
[00:29:44.500 --> 00:29:48.500]  幽谷中盼望
[00:29:48.500 --> 00:29:51.500]  活在世俗中,看見你的恩惠
[00:29:51.500 --> 00:29:55.500]  人生變幻無常,仍不膽喪
[00:29:55.500 --> 00:29:58.500]  心可見狀
[00:29:58.500 --> 00:30:03.500]  這首歌,這首詩歌不單止給了我們很大的鼓勵
[00:30:03.500 --> 00:30:05.500]  也是很大的提醒
[00:30:05.500 --> 00:30:08.500]  甚至讓我們自己去檢視自己一番
[00:30:08.500 --> 00:30:14.500]  我們剛才是不是下巴輕輕的去回答那個問題
[00:30:14.500 --> 00:30:18.500]  當我問你,你覺得神賜給你的今天
[00:30:18.500 --> 00:30:21.500]  是不是已經是最好
[00:30:21.500 --> 00:30:26.500]  大衛為我們樹立了一個很好的典範
[00:30:26.500 --> 00:30:30.500]  在被追殺的困境當中
[00:30:30.500 --> 00:30:34.500]  他仍然有神給他的平安
[00:30:34.500 --> 00:30:39.500]  仍然因著神而滿足
[00:30:39.500 --> 00:30:45.500]  幽谷中的盼望這首詩歌給我們很大的安慰
[00:30:45.500 --> 00:30:48.500]  為你,是我終生拯救
[00:30:48.500 --> 00:30:55.500]  唯獨是你,是永久的依靠
[00:30:55.500 --> 00:30:58.500]  滿足
[00:30:58.500 --> 00:31:06.500]  一個真正渴想神的人,內心一定會起立
[00:31:06.500 --> 00:31:09.500]  我們再看第五節
[00:31:09.500 --> 00:31:13.500]  我也要以歡樂的咀唇讚美你
[00:31:13.500 --> 00:31:15.500]  第七節
[00:31:15.500 --> 00:31:17.500]  因為你曾幫助我
[00:31:17.500 --> 00:31:20.500]  我就在你翅膀的任下歡呼
[00:31:20.500 --> 00:31:22.500]  第十一節
[00:31:22.500 --> 00:31:27.500]  但是黃必因神歡喜
[00:31:27.500 --> 00:31:32.500]  大衛的喜樂不是因環境而產生
[00:31:32.500 --> 00:31:36.500]  他的全世界其實正在傾覆
[00:31:36.500 --> 00:31:40.500]  但是他有神
[00:31:40.500 --> 00:31:46.500]  以及感受到神存然不變不死的愛
[00:31:46.500 --> 00:31:52.500]  他可以讚美、歡呼、歡喜
[00:31:52.500 --> 00:31:55.500]  所以雅各書一章二節說
[00:31:55.500 --> 00:32:00.500]  我的弟兄們,你們落在百般試煉中
[00:32:00.500 --> 00:32:03.500]  都要以為大喜樂
[00:32:03.500 --> 00:32:06.500]  這個並不是空口說白話
[00:32:06.500 --> 00:32:10.500]  也不是高不可攀的指標
[00:32:10.500 --> 00:32:16.500]  也不是可望而不可積的願望
[00:32:16.500 --> 00:32:22.500]  必因神歡喜
[00:32:22.500 --> 00:32:29.500]  一個真正渴想神的人,內心一定會平安
[00:32:29.500 --> 00:32:34.500]  我們再看第七、第八節
[00:32:34.500 --> 00:32:36.500]  因為你曾幫助我
[00:32:36.500 --> 00:32:38.500]  我就在你翅膀的任下歡呼
[00:32:38.500 --> 00:32:42.500]  我心緊緊地跟隨你
[00:32:42.500 --> 00:32:45.500]  你的右手扶持我
[00:32:45.500 --> 00:32:47.500]  神就是大衛的幫助
[00:32:47.500 --> 00:32:50.500]  當他的心緊緊地跟隨神
[00:32:50.500 --> 00:32:53.500]  而神的右手扶持他的時候
[00:32:53.500 --> 00:32:55.500]  還怕些什麼?
[00:32:55.500 --> 00:32:57.500]  還怎麼會心寒呢?
[00:32:57.500 --> 00:33:00.500]  只有平安
[00:33:00.500 --> 00:33:04.500]  就算你在醫院或者在什麼困境當中
[00:33:04.500 --> 00:33:12.500]  你的右手扶持我,只有平安
[00:33:12.500 --> 00:33:20.500]  第四,一個真正渴想神的人,內心一定有方向
[00:33:20.500 --> 00:33:26.500]  第九到十一節
[00:33:26.500 --> 00:33:29.500]  但那些尋殺要滅我命的人
[00:33:29.500 --> 00:33:31.500]  必往地底下去
[00:33:31.500 --> 00:33:34.500]  他們必被刀劍所殺
[00:33:34.500 --> 00:33:36.500]  被野狗所吃
[00:33:36.500 --> 00:33:40.500]  但是黃必因神歡喜
[00:33:40.500 --> 00:33:43.500]  凡指著他發誓的必要跨口
[00:33:43.500 --> 00:33:48.500]  因為說謊之人的口必被塞住
[00:33:48.500 --> 00:33:52.500]  大衛沒有急於要神聽他的說話
[00:33:52.500 --> 00:33:53.500]  行他的旨意
[00:33:53.500 --> 00:33:55.500]  他信得過神
[00:33:55.500 --> 00:33:58.500]  神是公義、公正、公平的
[00:33:58.500 --> 00:34:02.500]  身軟在身
[00:34:02.500 --> 00:34:07.500]  更加重要的是
[00:34:07.500 --> 00:34:09.500]  第十一節
[00:34:09.500 --> 00:34:14.500]  但是黃必因神歡喜
[00:34:14.500 --> 00:34:17.500]  大衛沒有忘記他的身份
[00:34:17.500 --> 00:34:20.500]  這個是神的呼召
[00:34:20.500 --> 00:34:23.500]  他被高辣是神的意思
[00:34:23.500 --> 00:34:28.500]  如果他要退下來,也是神的意思
[00:34:28.500 --> 00:34:30.500]  不是他自己貿貿然
[00:34:30.500 --> 00:34:33.500]  因為環境的信譽而決定去留
[00:34:33.500 --> 00:34:38.500]  所以,無論他在不同的崗位上遇到什麼
[00:34:38.500 --> 00:34:45.500]  他仍然必因神歡喜
[00:34:45.500 --> 00:34:46.500]  神學訓練之後
[00:34:46.500 --> 00:34:50.500]  我全職侍奉,擔任傳道
[00:34:50.500 --> 00:34:55.500]  一直都沒有忘記神最初給我的呼召
[00:34:55.500 --> 00:34:58.500]  所以,我每一個崗位的去留
[00:34:58.500 --> 00:35:01.500]  在侍奉崗位上的改變
[00:35:01.500 --> 00:35:04.500]  我都交托、等候
[00:35:04.500 --> 00:35:08.500]  他的時間就好像他當初的呼召一樣
[00:35:08.500 --> 00:35:11.500]  總是在我們的意料之外
[00:35:11.500 --> 00:35:14.500]  無論在崗位上遇到什麼
[00:35:14.500 --> 00:35:16.500]  我都被提醒
[00:35:16.500 --> 00:35:21.500]  仍然必因神歡喜
[00:35:21.500 --> 00:35:23.500]  你呢?
[00:35:23.500 --> 00:35:26.500]  你在職場上的升遷
[00:35:26.500 --> 00:35:28.500]  有沒有依靠神?
[00:35:28.500 --> 00:35:31.500]  有沒有等候神?
[00:35:31.500 --> 00:35:33.500]  你有沒有想過?
[00:35:33.500 --> 00:35:35.500]  當初擔任你現在這個職位
[00:35:35.500 --> 00:35:37.500]  是你的意思?
[00:35:37.500 --> 00:35:40.500]  還是神的意思?
[00:35:40.500 --> 00:35:44.500]  你退休、買樓、投資
[00:35:44.500 --> 00:35:47.500]  有沒有邀請神的加入?
[00:35:47.500 --> 00:35:51.500]  你作出這些決定之後的一連串問題
[00:35:51.500 --> 00:35:57.500]  你有沒有因著神而有方向?
[00:35:57.500 --> 00:35:59.500]  還是每每遇到困難的時候
[00:35:59.500 --> 00:36:02.500]  我們就驚慌失措
[00:36:02.500 --> 00:36:04.500]  不知道怎麼辦
[00:36:04.500 --> 00:36:07.500]  還是很清楚自己的位份
[00:36:07.500 --> 00:36:13.500]  說得出必因神歡喜?
[00:36:13.500 --> 00:36:17.500]  我們嘗試從三方面去了解
[00:36:17.500 --> 00:36:18.500]  「喝上神」
[00:36:18.500 --> 00:36:23.500]  去解答這三個問題
[00:36:23.500 --> 00:36:25.500]  第一個問題是
[00:36:25.500 --> 00:36:29.500]  「喝上神」是什麼意思?
[00:36:29.500 --> 00:36:30.500]  第二個問題
[00:36:30.500 --> 00:36:34.500]  一個真正「喝上神」的人是怎樣?
[00:36:34.500 --> 00:36:37.500]  而第三個問題是
[00:36:37.500 --> 00:36:41.500]  我們應該怎樣才可以做到「喝上神」呢?
[00:36:41.500 --> 00:36:46.500]  時間關係 我們留待下回分解
[00:36:46.500 --> 00:36:51.500]  期間就讓我們繼續去尋求
[00:36:51.500 --> 00:36:54.500]  繼續去渴望
[00:36:54.500 --> 00:36:58.500]  願意再一次以圖書的禱告
[00:36:58.500 --> 00:37:02.500]  作為我們等候的禱告
[00:37:02.500 --> 00:37:11.500]  也是今天我們結束的時候的一個禱告
[00:37:32.500 --> 00:37:37.500]  I long to be filled with longing
[00:37:37.500 --> 00:37:42.500]  I thirst to be made thirsty still
[00:37:42.500 --> 00:37:46.500]  神啊 我已經嘗過你的美善
[00:37:46.500 --> 00:37:48.500]  祂既滿足了我
[00:37:48.500 --> 00:37:51.500]  又讓我更加渴慕
[00:37:51.500 --> 00:37:56.500]  我痛徹感意識到我需要更多的恩典
[00:37:56.500 --> 00:38:00.500]  我授予自己缺乏渴望
[00:38:00.500 --> 00:38:02.500]  神啊 三一的神
[00:38:02.500 --> 00:38:05.500]  我渴望渴慕你
[00:38:05.500 --> 00:38:08.500]  我渴望被渴慕充滿
[00:38:08.500 --> 00:38:12.500]  我渴望變得營救渴慕
