
[00:00:00.000 --> 00:00:08.900]  弟兄姊妹啊也晚來也應該先說一下哈呃新年快樂啊這晚來的祝福
[00:27:25.540 --> 00:27:32.940]  還有夥伴同讀 有夥伴同讀就容易堅持 可以約定弟兄姊妹什麼時候一塊來
[00:27:32.940 --> 00:27:39.780]  聽那個樂享聖言 然後有些分享 例如可以利用那個午飯的時間啊 還有
[00:27:40.300 --> 00:27:45.500]  有一男就可以一塊來討論 這樣就避免自己走歪 對嗎 就是夥伴同讀
[00:27:45.500 --> 00:27:52.780]  嗯 但我們真的對神的話 有更多的認識的時候就可以更容易的辨別異端和外裏
[00:27:52.780 --> 00:27:58.940]  我相信大家應該都大概都沒有加入異端組織哈 可是呢
[00:27:58.940 --> 00:28:05.260]  我想我們的信仰可能也有點迷思啊 可能也不到極端的地步 但是是有一些
[00:28:05.780 --> 00:28:12.740]  迷思的吧 我要這樣說 所以我就嘗試啊 列舉一下以下的迷思 我們一同來
[00:28:12.740 --> 00:28:20.940]  看看這些是否真的符合聖經所說的真理啊 這是第一 人的盡頭 神的開始
[00:28:20.940 --> 00:28:28.580]  其實神呢 聖經告訴我們 約翰福音告訴我們 神一直在做工 其實神不是等到人的盡頭
[00:28:28.580 --> 00:28:35.460]  纔開始做工的 還有最近事事不慎 肯定是神在懲罰我
[00:28:36.580 --> 00:28:37.260]  不一定吧
[00:28:37.260 --> 00:28:40.180]  有可能是神的管教 但不一定
[00:28:40.180 --> 00:28:46.700]  舉一個例子 例如你對女朋友很不關心 對他態度很糟糕 有一天他跟你分手
[00:28:46.700 --> 00:28:54.380]  然後你就說 哎呀 這是神在懲罰我 我看這是人的自然反應吧 你對他不好
[00:28:54.380 --> 00:28:59.100]  他當然就離開你 對嗎 我只是舉這個例子 所以啊
[00:28:59.780 --> 00:29:07.300]  這一句未必一定成立啊 也有一些事情是我們不明白的 不一定是神懲罰我 對嗎 事情不順利 還有第三
[00:29:07.300 --> 00:29:13.700]  有沒有聽過弟兄姊妹這樣說 通常我喜歡什麼 神就會把他拿走的
[00:29:13.700 --> 00:29:19.940]  你自己有沒有這樣說過 當你沮喪的時候 可能我自己的沮喪時候也說過
[00:29:19.940 --> 00:29:27.940]  哎 冷靜一點想 當你哭過以後想 哎 其實有沒有一些你喜歡的東西 神沒有拿走啊
[00:29:28.700 --> 00:29:36.740]  應該有吧 如果如果沒有的話 可能你很不會現在生存在這個狀態的 可能是不會
[00:29:36.740 --> 00:29:47.380]  重生有一些 而且如果真的是沒有那些東西 是不是神主動拿走呢 我也不知道 也可能剛纔說的是自己行爲的一些自然的後果
[00:29:47.380 --> 00:29:53.100]  第三呢 第三步 如果真是神拿走 神可能還有美意
[00:29:53.100 --> 00:29:58.540]  我們要接受自己的侷限 接受自己智慧的有限
[00:29:59.260 --> 00:30:07.820]  精心侍奉神 神一定會把你想要的東西給你的 神只應許把對我們最好的東西給我們
[00:30:07.820 --> 00:30:18.740]  對微信的朋友 邀請他來教會 哎 來到我們教會啊 可以認識多點朋友 多點人脈 也可以補充正能量
[00:30:18.740 --> 00:30:23.620]  其實認識多一點朋友補充正能量
[00:30:24.580 --> 00:30:32.020]  是我們跟神和好解決罪之後一些附帶的好結果 但不是
[00:30:32.020 --> 00:30:35.540]  我們認識神啊 怎麼說 或者
[00:30:35.540 --> 00:30:44.540]  來教會的主要目的吧 我們要請別人來教會 讓他多認識人生啊 多明白真理
[00:30:44.540 --> 00:30:47.860]  啊 面愛多認識一下主耶穌
[00:30:50.180 --> 00:30:58.780]  這些當然不是說一些異端 絕對不是啊 有些時候可能我也說過這樣的話 坦白說 但我想說的是
[00:30:58.780 --> 00:31:00.460]  如果我們常常說
[00:31:00.460 --> 00:31:07.700]  這些話 前言末話真的會影響我們自己 還有聽的人對真理的認識
[00:31:07.700 --> 00:31:16.980]  有所偏差 也會影響我們自己的行爲 甚至行動啊 甚至心情啊等等 我們可以多留意一點
[00:31:18.140 --> 00:31:21.860]  那聽到這樣啊 這裏的時候可能你會說
[00:31:21.860 --> 00:31:29.780]  哎呀 保羅啊 是屬靈的巨人呢 他能爲主鬥過跑進守住 但
[00:31:29.780 --> 00:31:36.100]  他是這個段位 我們常說段位 我是這個段位的 他離我太遠了
[00:31:36.100 --> 00:31:45.820]  他太高層次 我是這裏保羅自己說 他是由誰軟弱 我不軟弱呢 他
[00:31:47.060 --> 00:31:53.500]  能位置能這樣爲主過一生關鍵因素是因爲主同在
[00:31:53.500 --> 00:31:56.900]  還有團隊撐
[00:31:56.900 --> 00:32:06.580]  保羅一生因爲傳道遇到數不清的兇險艱難 可是每每在困境當中他都深刻的經歷神的同在
[00:32:06.580 --> 00:32:08.340]  例如當他在格林多
[00:32:09.300 --> 00:32:17.660]  傳道或者在耶路撒朗受猶太領袖逼害的時候 他都曾經盡力主在異象當中和他說話爲他壯膽
[00:32:17.660 --> 00:32:21.620]  鼓勵他不要怕 只管繼續宣揚主的道
[00:32:21.620 --> 00:32:26.220]  當然 除了異象 神也用很多其他的方法來激勵他
[00:32:26.220 --> 00:32:34.260]  那爲何他可以與主這麼親密呢 很重要的因素是他認弱示弱
[00:32:34.980 --> 00:32:41.740]  看聖經就知道保羅常常在神面前禱告 是真誠的把自己的軟弱和難處告訴主
[00:32:41.740 --> 00:32:48.860]  他曾經三次 我猜是非常痛苦的這樣求啊 把他肉體的一個痛苦請主拿走
[00:32:48.860 --> 00:32:56.860]  但主的回應是說 我的恩典夠你用 因爲我的能力是在人的軟弱上顯得完全
[00:32:56.860 --> 00:32:59.540]  保羅在神面前的謙卑
[00:33:00.380 --> 00:33:05.620]  他就深深盡力主的能力 因爲他軟弱嘛 當他願意承認
[00:33:05.620 --> 00:33:13.780]  他的深深經歷主的能力 覆蓋他 覆蓋他 當他這樣深刻經歷主的同在 他當然就更愛主了
[00:33:13.780 --> 00:33:20.060]  更有勇氣爲主做工 更想啊 很有動力讓別人認識主是這麼美好的
[00:33:20.060 --> 00:33:22.420]  在他快要離開世界的時候
[00:33:22.420 --> 00:33:25.860]  他回顧過去的傳道生涯 他說
[00:33:26.300 --> 00:33:34.180]  我有主站在我旁邊 加給我力量 傳福音 讓福音 使福音都被我傳開
[00:33:34.180 --> 00:33:42.300]  親愛的弟兄姊妹 但願新的一年我們都能在主面前真誠的認弱示弱
[00:33:42.300 --> 00:33:50.460]  我們禱告吧 把面子丟下吧 我們可以傾訴自己的軟弱 呼求主讓我們深刻經歷他的同在
[00:33:50.780 --> 00:33:58.380]  呼求主幫助我們去爲他做工 主不是要求每個信徒都有保羅那種巨大的影響力
[00:33:58.380 --> 00:34:06.660]  他欣賞的是我們曾經爲他拼過堅持傳真理 到最後是那個心 那個願意的心
[00:34:06.660 --> 00:34:12.300]  還有就是我們需要戰友撐我們啊 真的需要他們
[00:34:13.260 --> 00:34:21.380]  支持我們 神除了自己親自與我們同在 加力給我們 很多時候他也會透過同工團隊來爲我們打氣
[00:34:21.380 --> 00:34:26.580]  看到提摩太後書第四章就發現保羅有他的親密的戰友
[00:34:26.580 --> 00:34:31.220]  他不但有同工 最重要是有可以信賴的同工
[00:34:31.220 --> 00:34:36.460]  他可以在他的戰友面前展露負面情緒 你看保羅
[00:34:37.100 --> 00:34:44.060]  他作爲老師 他也可以說啊 那個人害我啊 我很生氣 還有呢 他表達我很孤單啊
[00:34:44.060 --> 00:34:49.380]  他說無人幫助我啊 都離開我 離棄我 其實這是
[00:34:49.380 --> 00:34:55.020]  一句氣話有點不是完全的事實 對嗎 因爲從四章十一節就知道
[00:34:55.020 --> 00:35:00.020]  路加州在他旁邊 而且提摩他也快來了 也會把馬可帶來 對嗎
[00:35:01.260 --> 00:35:08.380]  但是保羅當時情緒是這樣 他也有這個信任度 可以跟提摩太這樣坦誠分享
[00:35:08.380 --> 00:35:12.300]  他這種情緒 而且他當然也得到提摩太的接納
[00:35:12.300 --> 00:35:19.700]  還有他可以很放膽的提出他的實質的需要 實質的一些需要 他可以說啊
[00:35:19.700 --> 00:35:25.780]  呃 我需要一些物質 我需要衣服 需要書籍拿來給我 對嗎 很貼地氣
[00:35:26.460 --> 00:35:32.860]  還有其實最不容易的是什麼呢 我們願意邀請我們的戰友陪伴我們
[00:35:32.860 --> 00:35:38.580]  真的不容易 我們很多時候都喜歡扮演很堅強的 沒事啊 不用擔心啊
[00:35:38.580 --> 00:35:45.500]  但是他的坦坦白白的邀請你摩太 你來陪伴我啊 還要快點來 冬天前來啊
[00:35:45.500 --> 00:35:48.940]  弟兄姊妹 你有沒有這樣的戰友啊
[00:35:48.940 --> 00:35:56.180]  不需要很多 有幾個已經很有福 當然有多是好 但是其實不容易 有幾個
[00:35:56.460 --> 00:35:59.580]  非常好 有沒有弟兄姊妹 你是可以
[00:35:59.580 --> 00:36:03.140]  真的很放心表達你的負面情緒啊
[00:36:03.140 --> 00:36:09.380]  未必一定很有建設性的 或者是未必 甚至未必可能是一時衝動的 他能接納
[00:36:09.380 --> 00:36:13.580]  你需要抒發啊 也會守密 有沒有些戰友
[00:36:13.580 --> 00:36:19.100]  是你可以提出一些物質要求 有沒有些戰友是你可以
[00:36:19.100 --> 00:36:23.260]  大膽的邀請他 我需要你陪伴啊 我很孤單啊
[00:36:23.660 --> 00:36:28.620]  如果有 請你好好珍惜 而且也一定要成爲他的好戰友 因爲是雙方面的
[00:36:28.620 --> 00:36:33.940]  另一方面 如果沒有的話 請你真的可以大膽的向神求
[00:36:33.940 --> 00:36:40.140]  真的很認真的向心求一些 向神求一些戰友 一些 呃 團隊
[00:36:40.140 --> 00:36:48.340]  如果你是新手媽媽啊 媽媽我鼓勵你了 你也可以跟其他的新手的媽媽啊
[00:36:48.940 --> 00:36:56.780]  那些媽媽啊 一塊組成一個whatsapp什麼的 一個團隊哈 彼此的鼓勵 對嗎 也想商量一下怎麼去
[00:36:56.780 --> 00:37:03.340]  把福音跟家人啊 其他人分享 如果你要到內地大灣區工作 也可以
[00:37:03.340 --> 00:37:08.300]  看看哪些弟兄姊妹在附近哈 彼此成爲好的戰友
[00:37:08.300 --> 00:37:15.980]  弟兄姊妹保羅也像我們一樣 有血有肉有軟弱 但靠着主的同在
[00:37:16.540 --> 00:37:23.980]  戰友的支持 他可以在離世之前說爲主鬥過了 跑進了 守住了
[00:37:23.980 --> 00:37:29.900]  當時在牢裏他的確是孤單了 但同時又是滿足
[00:37:29.900 --> 00:37:37.340]  他有天國的視野 他選擇把人生投資在有永恆價值的東西
[00:37:37.340 --> 00:37:43.860]  他又是充滿盼望的 因爲他知道與主耶穌面對面的時候
[00:37:44.580 --> 00:37:49.820]  這是我們常說的直面的時候 他會得到主的認可
[00:37:49.820 --> 00:37:56.940]  弟兄姊妹 新的一年 你要怎樣度過呢
[00:37:56.940 --> 00:38:03.940]  現在的抉擇影響你的將來 讓我們同心打高
[00:38:03.940 --> 00:38:14.500]  親愛的主耶穌 我們不想爲你做工 可是我們都是軟弱的
[00:38:15.460 --> 00:38:22.660]  生活的壓力 自己的無能 世界的憂惑 都使我們迷失了 或者太乏力
[00:38:22.660 --> 00:38:26.620]  鬥不過 跑不動 守不住
[00:38:26.620 --> 00:38:34.060]  求你幫助我們 回想你的赦罪的大恩 讓我們再深刻敬業你的同在
[00:38:34.060 --> 00:38:38.900]  也請賜我們戰友 使我們可以重新得力
[00:38:40.340 --> 00:38:45.220]  當我們重新得力的時候 我們可以常常懷有天國的視野
[00:38:45.220 --> 00:38:49.100]  爲人生的前路做最有智慧的抉擇
[00:38:49.100 --> 00:38:56.260]  求主恩領 我們這樣禱告 是奉主耶穌基督 你永遠得勝的名字祈求
[00:38:56.260 --> 00:38:57.380]  阿們
