
[00:00:00.000 --> 00:00:03.520]  你在哪裡找建築的藍圖呢?
[00:21:04.840 --> 00:21:11.160]  成為一個最堅壯的軍隊
[00:21:11.160 --> 00:21:13.760]  主啊 願我們珍惜祢的禮物
[00:21:13.760 --> 00:21:18.040]  祢的兒子 祢的聖經
[00:21:18.040 --> 00:21:25.440]  讓我們教會成為一個將福音帶到地極
[00:21:25.440 --> 00:21:32.840]  將每一位弟兄姊妹的生命建立在盤石上的教會
[00:21:32.840 --> 00:21:37.800]  這是我們給祢的榮耀
[00:21:37.800 --> 00:21:41.520]  求主你閱覽我們的奉獻
[00:21:41.520 --> 00:21:42.240]  我們感恩祈禱
[00:21:42.240 --> 00:21:43.880]  是奉主耶穌基督的名禱
[00:21:43.880 --> 00:21:45.880]  阿們
