
[00:00:00.000 --> 00:00:02.000]  嘿!大型節目好!
[00:16:20.680 --> 00:16:22.680]  然後他們就會見這些棚
[00:16:22.680 --> 00:16:24.680]  很有趣
[00:16:24.680 --> 00:16:26.680]  but what does it mean?
[00:16:26.680 --> 00:16:28.680]  這個就是我們想
[00:16:28.680 --> 00:16:30.680]  今次第一次講一講
[00:16:30.680 --> 00:16:32.680]  這些所謂Sukkot
[00:16:32.680 --> 00:16:34.680]  Sukka
[00:16:34.680 --> 00:16:36.680]  到底有什麼意思呢?
[00:16:36.680 --> 00:16:38.680]  這些
[00:16:38.680 --> 00:16:40.680]  都是
[00:16:40.680 --> 00:16:42.680]  你可以在Sukkot的時候
[00:16:42.680 --> 00:16:44.680]  即是駐棚節的時候
[00:16:44.680 --> 00:16:46.680]  你在以色列都能夠見到
[00:16:46.680 --> 00:16:48.680]  這個西牆的廣場
[00:16:48.680 --> 00:16:50.680]  他們就拿那些棕樹
[00:16:50.680 --> 00:16:52.680]  即是剛才魏仙講的那些棕樹
[00:16:52.680 --> 00:16:54.680]  那些葉子
[00:16:54.680 --> 00:16:56.680]  那些枝、那些框
[00:16:56.680 --> 00:16:58.680]  他們就去弄一些帳棚出來
[00:16:58.680 --> 00:17:00.680]  然後那一星期
[00:17:00.680 --> 00:17:02.680]  很多時候他們就在帳棚底下
[00:17:02.680 --> 00:17:04.680]  去吃東西、三餐
[00:17:04.680 --> 00:17:06.680]  然後有時候有些人
[00:17:06.680 --> 00:17:08.680]  甚至sleep over
[00:17:08.680 --> 00:17:10.680]  在這樣的tent裡面去sleep over
[00:17:10.680 --> 00:17:12.680]  是什麼叫reminder?
[00:17:14.680 --> 00:17:16.680]  什麼叫reminder?
[00:17:16.680 --> 00:17:20.680]  他們這些猶太人的律法
[00:17:20.680 --> 00:17:22.680]  有時候都會
[00:17:22.680 --> 00:17:24.680]  很多時候都會討論
[00:17:24.680 --> 00:17:26.680]  這些Sukka
[00:17:26.680 --> 00:17:28.680]  這些棚
[00:17:28.680 --> 00:17:30.680]  應該怎麼整佛
[00:17:30.680 --> 00:17:32.680]  有一個故事是這樣講的
[00:17:32.680 --> 00:17:34.680]  兩個拉比以前
[00:17:34.680 --> 00:17:36.680]  曾經有兩個很出名的拉比
[00:17:36.680 --> 00:17:38.680]  這些律法教師
[00:17:38.680 --> 00:17:40.680]  他們有一次因為Sukkot的時候
[00:17:40.680 --> 00:17:42.680]  他們就在搭船
[00:17:42.680 --> 00:17:44.680]  因為Sukkot來了
[00:17:44.680 --> 00:17:46.680]  所以我們要去見那個棚
[00:17:46.680 --> 00:17:48.680]  船上他們就去見那個棚
[00:17:48.680 --> 00:17:50.680]  其中一個拉比就在船頭
[00:17:50.680 --> 00:17:52.680]  那個deck那裡
[00:17:52.680 --> 00:17:54.680]  就去弄一個棚出來
[00:17:54.680 --> 00:17:56.680]  我不知道他找什麼弄
[00:17:56.680 --> 00:17:58.680]  弄了之後晚上
[00:17:58.680 --> 00:18:00.680]  因為有風來到的時候
[00:18:00.680 --> 00:18:02.680]  那個棚就倒塌了
[00:18:02.680 --> 00:18:04.680]  另一個拉比就跟他說
[00:18:04.680 --> 00:18:06.680]  為什麼你弄一個棚這麼容易倒塌
[00:18:06.680 --> 00:18:08.680]  那個拉比就回答
[00:18:08.680 --> 00:18:10.680]  他說這個exactly
[00:18:10.680 --> 00:18:12.680]  就是我們
[00:18:12.680 --> 00:18:14.680]  弄棚的時候的要求
[00:18:14.680 --> 00:18:16.680]  弄了之後
[00:18:16.680 --> 00:18:18.680]  是會倒塌,是很容易倒塌
[00:18:18.680 --> 00:18:20.680]  因為那樣東西是temporary
[00:18:20.680 --> 00:18:22.680]  等於我們去露營
[00:18:22.680 --> 00:18:24.680]  我們弄那個
[00:18:24.680 --> 00:18:26.680]  螢幕,露營的螢幕
[00:18:26.680 --> 00:18:28.680]  都是很temporary
[00:18:28.680 --> 00:18:30.680]  in fact他們的律法裡面
[00:18:30.680 --> 00:18:32.680]  就是講到我們弄棚的時候
[00:18:32.680 --> 00:18:34.680]  就是不可以太實淨
[00:18:34.680 --> 00:18:36.680]  因為
[00:18:36.680 --> 00:18:38.680]  駐棚節要紀念什麼
[00:18:38.680 --> 00:18:40.680]  就是他們
[00:18:40.680 --> 00:18:42.680]  一代,四十年
[00:18:42.680 --> 00:18:44.680]  在
[00:18:44.680 --> 00:18:46.680]  曠野
[00:18:46.680 --> 00:18:48.680]  上帝帶領他們走過
[00:18:48.680 --> 00:18:50.680]  駐棚,那個棚
[00:18:50.680 --> 00:18:52.680]  Suka
[00:18:52.680 --> 00:18:54.680]  其實代表我們人生
[00:18:54.680 --> 00:18:56.680]  就是一些很temporary
[00:18:56.680 --> 00:18:58.680]  很暫時
[00:18:58.680 --> 00:19:00.680]  很暫時就會經過
[00:19:00.680 --> 00:19:02.680]  很快我們就會
[00:19:02.680 --> 00:19:04.680]  經過我們人生
[00:19:04.680 --> 00:19:06.680]  駐棚節每一次來到的時候
[00:19:06.680 --> 00:19:08.680]  我們住在棚裡面,去吃喝
[00:19:08.680 --> 00:19:10.680]  去唱歌
[00:19:10.680 --> 00:19:12.680]  去到有團年等等
[00:19:12.680 --> 00:19:14.680]  吃飯
[00:19:14.680 --> 00:19:16.680]  都是remind他們
[00:19:16.680 --> 00:19:18.680]  生命裡面我們就是
[00:19:18.680 --> 00:19:20.680]  永遠都不會
[00:19:20.680 --> 00:19:22.680]  真的落地三近
[00:19:22.680 --> 00:19:24.680]  life is
[00:19:24.680 --> 00:19:26.680]  transitional
[00:19:26.680 --> 00:19:28.680]  永遠都是過渡
[00:19:28.680 --> 00:19:30.680]  永遠都是過客
[00:19:30.680 --> 00:19:32.680]  無論你今天住的地方
[00:19:32.680 --> 00:19:34.680]  你選的世界都好
[00:19:34.680 --> 00:19:36.680]  都是
[00:19:36.680 --> 00:19:38.680]  很容易就會垮
[00:19:38.680 --> 00:19:40.680]  life is fragile
[00:19:40.680 --> 00:19:42.680]  很容易爛
[00:19:42.680 --> 00:19:44.680]  很容易就過去
[00:19:44.680 --> 00:19:46.680]  最近我去了
[00:19:46.680 --> 00:19:48.680]  一些婚禮
[00:19:48.680 --> 00:19:50.680]  就是以前的學生
[00:19:50.680 --> 00:19:52.680]  現在長大了
[00:19:52.680 --> 00:19:54.680]  結婚,見了很多
[00:19:54.680 --> 00:19:56.680]  很久沒見的人
[00:19:56.680 --> 00:19:58.680]  我們
[00:19:58.680 --> 00:20:00.680]  整晚
[00:20:00.680 --> 00:20:02.680]  就是見朋友say hi的時候
[00:20:02.680 --> 00:20:04.680]  整天都有支歌唱
[00:20:04.680 --> 00:20:06.680]  有
[00:20:06.680 --> 00:20:08.680]  有句對白
[00:20:08.680 --> 00:20:10.680]  就是time flies
[00:20:10.680 --> 00:20:12.680]  時間真的過得
[00:20:12.680 --> 00:20:14.680]  很快
[00:20:14.680 --> 00:20:16.680]  大家講起
[00:20:16.680 --> 00:20:18.680]  特別他見到小孩子
[00:20:18.680 --> 00:20:20.680]  以前是豆釘那麼小
[00:20:20.680 --> 00:20:22.680]  或者上次見他
[00:20:22.680 --> 00:20:24.680]  在IG或者在Facebook
[00:20:24.680 --> 00:20:26.680]  見到他的相片,豆釘那麼小
[00:20:26.680 --> 00:20:28.680]  手抱,哇,今天見到他
[00:20:28.680 --> 00:20:30.680]  他已經可以到處走,去搞事
[00:20:30.680 --> 00:20:32.680]  問回我
[00:20:32.680 --> 00:20:34.680]  我的兩個小孩
[00:20:34.680 --> 00:20:36.680]  他說,哇,原來他那麼大
[00:20:36.680 --> 00:20:38.680]  我還以為他還在高中
[00:20:38.680 --> 00:20:40.680]  他說,不是啦
[00:20:40.680 --> 00:20:42.680]  下年我的女兒大學畢業
[00:20:42.680 --> 00:20:44.680]  是嗎?
[00:20:44.680 --> 00:20:46.680]  她要找工作了,是嗎?
[00:20:46.680 --> 00:20:48.680]  你想想
[00:20:48.680 --> 00:20:50.680]  我昨晚想起
[00:20:50.680 --> 00:20:52.680]  我的書櫃
[00:20:52.680 --> 00:20:54.680]  有
[00:20:54.680 --> 00:20:56.680]  他們小孩子的照片
[00:20:56.680 --> 00:20:58.680]  我說,那個不是妹釘嗎?
[00:20:58.680 --> 00:21:00.680]  不可以叫妹釘
[00:21:00.680 --> 00:21:02.680]  今天已經笑了,快要叫她女人
[00:21:02.680 --> 00:21:06.680]  Life is transitional
[00:21:06.680 --> 00:21:08.680]  朱鵬之就是remind我們這件事
[00:21:08.680 --> 00:21:10.680]  他說,好叫你
[00:21:10.680 --> 00:21:12.680]  世世代代,紀念
[00:21:12.680 --> 00:21:14.680]  你出埃及的時候,上帝帶領過來
[00:21:14.680 --> 00:21:16.680]  住過鵬
[00:21:16.680 --> 00:21:18.680]  不是permanent的東西
[00:21:18.680 --> 00:21:20.680]  但是,是上帝
[00:21:20.680 --> 00:21:22.680]  去帶領著
[00:21:22.680 --> 00:21:24.680]  如果是這樣的緣故
[00:21:24.680 --> 00:21:26.680]  去remind我們人生
[00:21:26.680 --> 00:21:28.680]  怎麼那麼快會過去
[00:21:28.680 --> 00:21:30.680]  你就應該想一想
[00:21:30.680 --> 00:21:32.680]  到底你應該怎樣計劃
[00:21:32.680 --> 00:21:34.680]  人生
[00:21:34.680 --> 00:21:36.680]  在上帝裡面
[00:21:36.680 --> 00:21:38.680]  到底你應該做些什麼
[00:21:38.680 --> 00:21:40.680]  既然生命
[00:21:40.680 --> 00:21:42.680]  會過得那麼快
[00:21:42.680 --> 00:21:44.680]  時間會飛逝
[00:21:44.680 --> 00:21:46.680]  到底我們應該在神的面前
[00:21:46.680 --> 00:21:48.680]  怎樣聽祂旨意
[00:21:48.680 --> 00:21:50.680]  希望提醒到你
[00:21:50.680 --> 00:21:54.680]  Life is not permanent
[00:21:54.680 --> 00:21:56.680]  是transitional
[00:21:56.680 --> 00:21:58.680]  在上帝面前
[00:21:58.680 --> 00:22:00.680]  我們應該怎樣立志
[00:22:00.680 --> 00:22:02.680]  我們同心下手祈禱
[00:22:02.680 --> 00:22:04.680]  上主,我們感恩
[00:22:04.680 --> 00:22:06.680]  因為你是那一位
[00:22:06.680 --> 00:22:08.680]  帶領我們走過曠野
[00:22:08.680 --> 00:22:10.680]  帶領我們走過
[00:22:10.680 --> 00:22:12.680]  不同高高低低的上帝
[00:22:12.680 --> 00:22:14.680]  但我們去
[00:22:14.680 --> 00:22:16.680]  紀念到
[00:22:16.680 --> 00:22:18.680]  你去remind我們
[00:22:18.680 --> 00:22:20.680]  提醒我們
[00:22:20.680 --> 00:22:22.680]  人生就是一些
[00:22:22.680 --> 00:22:24.680]  很快的過渡
[00:22:24.680 --> 00:22:26.680]  暫時的,並且非常脆弱
[00:22:26.680 --> 00:22:28.680]  駐棚的意思
[00:22:28.680 --> 00:22:30.680]  讓我們謹記
[00:22:30.680 --> 00:22:32.680]  既然生命是那麼短暫
[00:22:32.680 --> 00:22:34.680]  時間會
[00:22:34.680 --> 00:22:36.680]  很快的飛逝
[00:22:36.680 --> 00:22:38.680]  我們怎樣把握
[00:22:38.680 --> 00:22:40.680]  我們這個時間
[00:22:40.680 --> 00:22:42.680]  我們的生命
[00:22:42.680 --> 00:22:44.680]  來侍奉你
[00:22:44.680 --> 00:22:46.680]  為了一些有永恆價值的事
[00:22:46.680 --> 00:22:48.680]  我們去憂去亡
[00:22:48.680 --> 00:22:50.680]  求你來幫助我們
[00:22:50.680 --> 00:22:52.680]  幫助教會
[00:22:52.680 --> 00:22:54.680]  能夠在你的reminder裏面
[00:22:54.680 --> 00:22:56.680]  更盡心盡力
[00:22:56.680 --> 00:22:58.680]  愛你,跟隨你
[00:22:58.680 --> 00:23:00.680]  祈禱鳳尊明教
