
[00:00:00.000 --> 00:00:08.980]  (主席) 今日的講道是八月份的年輕人什麼愛的續篇
[00:21:36.040 --> 00:21:39.000]  魯特教授就這樣說
[00:21:39.000 --> 00:21:44.440]  「是的,青年工作應該是尋找真實的撒拿」
[00:21:44.440 --> 00:21:46.120]  「真實的故事」
[00:21:46.120 --> 00:21:49.640]  「如果一間教會找到五十個真實的」
[00:21:49.640 --> 00:21:51.080]  「是真的,不是假的」
[00:21:51.080 --> 00:21:52.640]  「真實的生命的故事」
[00:21:52.640 --> 00:21:54.800]  「這間教會一定會喜樂的」
[00:21:54.800 --> 00:21:56.520]  「找到的話」
[00:21:56.520 --> 00:21:59.720]  「我們找到五十個真實的故事」
[00:21:59.720 --> 00:22:03.200]  「是我們常常聽到心裡很歡喜的故事」
[00:22:03.200 --> 00:22:06.200]  「在當中去講這些故事」
[00:22:06.200 --> 00:22:11.600]  「因為事實的真相就是」
[00:22:11.600 --> 00:22:16.280]  「我們的身份不單單是由我們的感受去組成的」
[00:22:16.280 --> 00:22:22.640]  「我們的身份是由一些真實的生命故事去組成的」
[00:22:22.640 --> 00:22:27.280]  「所以教會的青少年工作」
[00:22:27.280 --> 00:22:33.720]  「應該是讓年輕人聽見和經歷一些真實的故事」
[00:22:33.720 --> 00:22:36.240]  「讓他們聽見,讓他們發問」
[00:22:36.240 --> 00:22:38.640]  「讓他們反思,讓他們問」
[00:22:38.640 --> 00:22:40.440]  「這些故事是否真的」
[00:22:40.440 --> 00:22:44.080]  「是否神真的在當中生命的工作」
[00:22:44.080 --> 00:22:46.080]  「你是講假還是講真的」
[00:22:46.080 --> 00:22:49.160]  「是否神動功之後會帶來新的生命」
[00:22:49.160 --> 00:22:54.200]  「神動功的話,教會就會改變的」
[00:22:54.200 --> 00:22:59.000]  「在今年的十一月十一日的執事會」
[00:22:59.000 --> 00:23:02.600]  「這個是我會記得的一天」
[00:23:02.600 --> 00:23:07.200]  「不知道你們知不知道執事會開會是怎樣開的,知不知道」
[00:23:07.200 --> 00:23:08.920]  「要知道的,舉手讓我知道一下」
[00:23:08.920 --> 00:23:11.440]  「是怎樣開的,我們城鎮街開執事會」
[00:23:11.440 --> 00:23:12.800]  「有沒有人知道的」
[00:23:12.800 --> 00:23:15.120]  「你們不知道嗎?那我告訴你們」
[00:23:15.120 --> 00:23:18.680]  「那,慣常來說開執事會是這樣說的」
[00:23:18.680 --> 00:23:20.760]  「七點半開始」
[00:23:20.760 --> 00:23:26.600]  「那執事會的主席就會請兩位的執事祈禱」
[00:23:26.600 --> 00:23:28.880]  「然後請一位目者祈禱」
[00:23:28.880 --> 00:23:33.440]  「祈禱之後,在那一年我就會分享聖經的話」
[00:23:33.440 --> 00:23:35.960]  「或者一些心事」
[00:23:35.960 --> 00:23:39.600]  「或者方牧師幫忙去做這件事情」
[00:23:39.600 --> 00:23:44.120]  「然後才進入報告事項,討論事項的」
[00:23:44.120 --> 00:23:47.840]  「但在十一月十一日有點不同」
[00:23:47.840 --> 00:23:52.320]  「就經過了兩個的執事討告」
[00:23:52.320 --> 00:23:56.160]  「方牧師討告之後,就沒有進入到訊息分享」
[00:23:56.160 --> 00:23:59.400]  「就進入了兩個特別的報告事項」
[00:23:59.400 --> 00:24:01.480]  「第一個報告事項就是」
[00:24:01.480 --> 00:24:07.080]  「方瑞文執事就講到教會的網絡」
[00:24:07.080 --> 00:24:11.760]  「網絡牧羊士工的手機應用程式」
[00:24:11.760 --> 00:24:13.520]  「Apps的安排」
[00:24:13.520 --> 00:24:18.160]  「然後就請了陪道小學的陳校長分享」
[00:24:18.160 --> 00:24:22.920]  「在小學裏面的福音士工的遠像」
[00:24:22.920 --> 00:24:27.320]  「陳校長結束去分享的時候大概是八點半」
[00:24:27.320 --> 00:24:30.440]  「然後我就去分享神的話語」
[00:24:30.440 --> 00:24:31.920]  「講一些提醒的說話」
[00:24:31.920 --> 00:24:36.000]  「就進入報告,然後進入議論」
[00:24:36.000 --> 00:24:38.520]  「議論是很重要的」
[00:24:38.520 --> 00:24:42.120]  「在議論當中我們談到很重要的時候」
[00:24:42.120 --> 00:24:43.120]  「執事會主席就說」
[00:24:43.120 --> 00:24:44.880]  「我們起身要為此祈禱」
[00:24:44.880 --> 00:24:46.880]  「請牧師為此祈禱」
[00:24:46.880 --> 00:24:48.840]  「其實在討論當中」
[00:24:48.840 --> 00:24:52.640]  「有一個執事就坐在旁邊」
[00:24:52.640 --> 00:24:55.560]  「他就走到我耳邊說」
[00:24:55.560 --> 00:24:58.600]  「我們開會要好好準備」
[00:24:58.600 --> 00:25:00.200]  「他這樣說的時候」
[00:25:00.200 --> 00:25:04.200]  「我就坐在那裏,我就說」
[00:25:04.200 --> 00:25:06.520]  「是的,他說得是對的」
[00:25:06.520 --> 00:25:09.000]  「其實我知道就是」
[00:25:09.000 --> 00:25:12.120]  「他是很投入這個會議」
[00:25:12.120 --> 00:25:16.840]  「在這個會議當中他給了很好的建議」
[00:25:16.840 --> 00:25:18.440]  「直到十一點多」
[00:25:18.440 --> 00:25:20.840]  「十一點多我們就開始」
[00:25:20.840 --> 00:25:25.480]  「一年一度的職員的互選」
[00:25:25.480 --> 00:25:27.920]  「有五個職位要互選的」
[00:25:27.920 --> 00:25:29.560]  「執事會主席」
[00:25:29.560 --> 00:25:30.680]  「第一副主席」
[00:25:30.680 --> 00:25:32.400]  「第二副主席」
[00:25:32.400 --> 00:25:34.560]  「第一書記」
[00:25:34.560 --> 00:25:35.520]  「正書記」
[00:25:35.520 --> 00:25:37.600]  「第二副書記」
[00:25:37.600 --> 00:25:41.360]  「在選舉之前我又要分享訊息」
[00:25:41.360 --> 00:25:44.400]  「在執事叫我去分享的」
[00:25:44.400 --> 00:25:49.040]  「分享完之後何鏡衛執事就說」
[00:25:49.040 --> 00:25:51.520]  「教會要開始新的一頁」
[00:25:51.520 --> 00:25:53.960]  「所以要選新的面孔」
[00:25:53.960 --> 00:25:57.240]  「不要選舊人了」
[00:25:57.240 --> 00:26:00.520]  「然後之後有些執事分享一些心事」
[00:26:00.520 --> 00:26:04.440]  「然後我又帶領大家做互選的祈禱」
[00:26:04.440 --> 00:26:06.360]  「在祈禱當中,我這樣祈禱的」
[00:26:06.360 --> 00:26:07.360]  「有一部分我就說」
[00:26:07.360 --> 00:26:11.160]  「神啊,求祢給那麼多位的執事」
[00:26:11.160 --> 00:26:16.200]  「他們好像在大堂崇拜領袖」
[00:26:16.200 --> 00:26:19.440]  「提亞飛羅的訊息一樣」
[00:26:19.440 --> 00:26:21.160]  「他們是神的朋友」
[00:26:21.160 --> 00:26:25.280]  「他們在侍奉的當中是朋友」
[00:26:25.280 --> 00:26:28.200]  「事實上他們是朋友來的」
[00:26:28.200 --> 00:26:30.640]  「他們年輕的時候是朋友來的」
[00:26:30.640 --> 00:26:33.840]  「真的很願意在他們百年歸老」
[00:26:33.840 --> 00:26:35.840]  「他們去到主的面前」
[00:26:35.840 --> 00:26:39.880]  「以先他們的侍奉是非常好的朋友」
[00:26:39.880 --> 00:26:45.560]  「享受人間侍奉的友情樂趣」
[00:26:45.560 --> 00:26:47.560]  「然後我們就做選舉」
[00:26:47.560 --> 00:26:50.880]  「做選舉完之後,你猜選到幾點鐘呢?」
[00:26:50.880 --> 00:26:53.360]  「其實是很快的」
[00:26:53.360 --> 00:26:59.640]  「選到11月12日凌晨12點多」
[00:26:59.640 --> 00:27:02.840]  「但是那些執事仍然很開心的」
[00:27:02.840 --> 00:27:05.000]  「所以我就在這裡開玩笑」
[00:27:05.000 --> 00:27:12.400]  「做城鎮的執事要那麼捱得嗎?」
[00:27:12.400 --> 00:27:13.920]  「我見到他們很歡喜」
[00:27:13.920 --> 00:27:18.160]  「在那一瞬間,我見到我面前的一群人」
[00:27:18.160 --> 00:27:21.480]  「都是年輕人」
[00:27:21.480 --> 00:27:23.480]  「我看見他們年輕的時期」
[00:27:23.480 --> 00:27:27.560]  「他們分享很多生命的故事」
[00:27:27.560 --> 00:27:31.960]  「在當中,我見到他們在生命」
[00:27:31.960 --> 00:27:35.640]  「講真求真的瞬間」
[00:27:35.640 --> 00:27:39.480]  「在那一次我見到那種生命的美麗」
[00:27:39.480 --> 00:27:41.720]  「那種無礙」
[00:27:41.720 --> 00:27:44.120]  「我看到這群執事其實是這樣的」
[00:27:44.120 --> 00:27:46.400]  「有八十多歲的」
[00:27:46.400 --> 00:27:48.080]  「有七十多歲的」
[00:27:48.080 --> 00:27:49.760]  「有六十多歲的」
[00:27:49.760 --> 00:27:52.560]  「有接近五十多歲的」
[00:27:52.560 --> 00:27:55.480]  「我見到有幾代的導師」
[00:27:55.480 --> 00:27:58.000]  「幾代的團友」
[00:27:58.000 --> 00:28:03.000]  「六十多歲的做過五十五歲的執事的導師」
[00:28:03.000 --> 00:28:07.400]  「七十多歲的做過六十多歲的執事的導師」
[00:28:07.400 --> 00:28:13.000]  「七十多歲的執事做過五十多歲的導師」
[00:28:13.000 --> 00:28:16.120]  「所以這個執事的團隊是跨代的」
[00:28:16.120 --> 00:28:18.280]  「不只是一代十年」
[00:28:18.280 --> 00:28:22.160]  「還是兩代二十年」
[00:28:22.160 --> 00:28:27.160]  「這次的選舉是喜樂的」
[00:28:27.160 --> 00:28:29.040]  「我們就祈求」
[00:28:29.040 --> 00:28:33.640]  「我又看見其實這個執事會」
[00:28:33.640 --> 00:28:37.880]  「是讓後室裏面在過往」
[00:28:37.880 --> 00:28:42.400]  「有很多生命真實的故事的分享」
[00:28:42.400 --> 00:28:48.920]  「將來要有更多真實故事生命的分享」
[00:28:48.920 --> 00:28:52.160]  「這種的歡愉這種的分享」
[00:28:52.160 --> 00:28:54.760]  「是教會的常態」
[00:28:54.760 --> 00:28:58.120]  「應該是教會的新常態」
[00:28:58.120 --> 00:29:00.280]  「我記得我年輕的時候」
[00:29:00.280 --> 00:29:03.480]  「我都見過一些麻麻地的執事」
[00:29:03.480 --> 00:29:04.520]  「非常的失望」
[00:29:04.520 --> 00:29:05.960]  「那時我十幾歲而已」
[00:29:05.960 --> 00:29:07.960]  「年輕人很熱情的」
[00:29:07.960 --> 00:29:09.040]  「求真」
[00:29:09.040 --> 00:29:11.400]  「那時候我真的讀仙之書」
[00:29:11.400 --> 00:29:12.960]  「我讀小仙之書」
[00:29:12.960 --> 00:29:15.720]  「所以我現在喜歡講剛毅正直」
[00:29:15.720 --> 00:29:17.920]  「以前看尼加書學回來的」
[00:29:17.920 --> 00:29:19.600]  「我寫在宣籤那裏」
[00:29:19.600 --> 00:29:21.760]  「要講剛毅正直」
[00:29:21.760 --> 00:29:24.080]  「那時候我十幾歲才知道」
[00:29:24.080 --> 00:29:25.600]  「那時候挺好的」
[00:29:25.600 --> 00:29:28.080]  「我可以跪下祈禱一個小時的」
[00:29:28.080 --> 00:29:29.520]  「我為甚麼會這樣祈禱」
[00:29:29.520 --> 00:29:32.360]  「因為我見到那些」
[00:29:32.360 --> 00:29:35.120]  「長者他們跪下來祈禱」
[00:29:35.120 --> 00:29:37.400]  「所以今天如果我站在那裏」
[00:29:37.400 --> 00:29:40.000]  「我是喜歡跪的」
[00:29:40.000 --> 00:29:42.200]  「站在那裏跪也可以」
[00:29:42.200 --> 00:29:44.120]  「跪在那裏靈修是好一點的」
[00:29:44.120 --> 00:29:46.200]  「專心一點的」
[00:29:46.200 --> 00:29:51.320]  「這些都是哥哥姐姐的教導」
[00:29:51.320 --> 00:29:54.520]  「我十三歲的時候就參加助導會了」
[00:29:54.520 --> 00:29:56.200]  「在助導會小時候」
[00:29:56.200 --> 00:29:58.600]  「好像你們那麼小」
[00:29:58.600 --> 00:30:00.200]  「你們知不知道」
[00:30:00.200 --> 00:30:02.800]  「我是領師的」
[00:30:02.800 --> 00:30:05.320]  「我還講道理的」
[00:30:05.320 --> 00:30:07.840]  「我們有一個職員會」
[00:30:07.840 --> 00:30:10.360]  「我開始做書記的」
[00:30:10.360 --> 00:30:13.360]  「你知道嗎?小時候就這樣學」
[00:30:13.360 --> 00:30:14.960]  「就這樣成長」
[00:30:14.960 --> 00:30:17.480]  「我見到其實這個執事會」
[00:30:17.480 --> 00:30:20.160]  「是一個青年的編組」
[00:30:20.160 --> 00:30:24.600]  「其實青年的編組是何等的美好」
[00:30:24.600 --> 00:30:26.360]  「是剛剛星期三」
[00:30:26.360 --> 00:30:28.360]  「我做了一個比較特別的做法」
[00:30:28.360 --> 00:30:32.760]  「我邀請了一位剛剛十年畢業的校友」
[00:30:32.760 --> 00:30:34.440]  「來神學院講祖會」
[00:30:34.440 --> 00:30:35.480]  「很小可的」
[00:30:35.480 --> 00:30:38.080]  「通常人們說來神學院講祖會很緊張」
[00:30:38.080 --> 00:30:42.080]  「我就偏偏邀請一個十年畢業的來」
[00:30:42.080 --> 00:30:44.200]  「他剛剛按立做牧師而已」
[00:30:44.200 --> 00:30:49.200]  「但是他講道他的生命」
[00:30:49.200 --> 00:30:53.320]  「帶來很震撼」
[00:30:53.320 --> 00:30:57.160]  「老師很驚訝」
[00:30:57.160 --> 00:30:58.440]  「我們整個日子當中」
[00:30:58.440 --> 00:31:01.120]  「在課堂有提起這個名字」
[00:31:01.120 --> 00:31:03.560]  「我記得其實在之前跟你說」
[00:31:03.560 --> 00:31:04.880]  「兩個星期前跟你說」
[00:31:04.880 --> 00:31:08.720]  「聖靈的能力、大能」
[00:31:08.720 --> 00:31:13.480]  「我就見到這位弟兄」
[00:31:13.480 --> 00:31:16.080]  「由二零一四年」
[00:31:16.080 --> 00:31:19.640]  「如何轉變到今天的樣貌」
[00:31:19.640 --> 00:31:22.400]  「他在一間教會侍奉是不開心」
[00:31:22.400 --> 00:31:25.000]  「去到另一間教會是開心」
[00:31:25.000 --> 00:31:27.880]  「因為開心,神正在用他」
[00:31:27.880 --> 00:31:30.440]  「很奇妙的,在最近他們的教會」
[00:31:30.440 --> 00:31:33.360]  「吸引了八十多位年輕人」
[00:31:33.360 --> 00:31:36.360]  「恆常地回到他們的教會」
[00:31:36.360 --> 00:31:39.240]  「於是我就跟他吃飯,訪問一下他」
[00:31:39.240 --> 00:31:40.680]  「為甚麼可以這樣」
[00:31:40.680 --> 00:31:42.720]  「是否讀過那些課程」
[00:31:42.720 --> 00:31:43.920]  「他說有讀」
[00:31:43.920 --> 00:31:45.960]  「但是他說的時候」
[00:31:45.960 --> 00:31:46.760]  「說著說著我說」
[00:31:46.760 --> 00:31:49.360]  「我知道為甚麼會好了」
[00:31:49.360 --> 00:31:52.600]  「因為你們幾位同工都是用心的」
[00:31:52.600 --> 00:31:57.920]  「第二方面,你們沒有跟足課程」
[00:31:57.920 --> 00:31:59.080]  「你們改革了」
[00:31:59.080 --> 00:32:01.160]  「你們做了青年編組」
[00:32:01.160 --> 00:32:03.120]  「青年編組」
[00:32:03.120 --> 00:32:04.680]  「還有你們說」
[00:32:04.680 --> 00:32:07.960]  「你們說教會成熟的人」
[00:32:07.960 --> 00:32:10.840]  「會認領一些年輕人來祈禱」
[00:32:10.840 --> 00:32:12.920]  「就算不懂也為他們祈禱」
[00:32:12.920 --> 00:32:19.200]  「又出錢、出力幫忙侍奉」
[00:32:19.200 --> 00:32:22.640]  「這位牧師雖然是年輕」
[00:32:22.640 --> 00:32:27.560]  「他是一位講真求真的牧師」
[00:32:27.560 --> 00:32:30.840]  「是非常直率的牧師」
[00:32:30.840 --> 00:32:33.520]  「我希望這樣的年輕牧者」
[00:32:33.520 --> 00:32:39.720]  「在香港繼續會神給我們這樣的牧者」
[00:32:39.720 --> 00:32:42.320]  「本來我以為沒有的,不過會有的」
[00:32:42.320 --> 00:32:44.440]  「神理就是這麼奇妙」
[00:32:44.440 --> 00:32:49.000]  「我們希望城鎮教會出現這樣的牧者」
[00:32:49.000 --> 00:32:51.000]  「更多年輕的牧者」
[00:32:51.000 --> 00:32:53.840]  「更多年輕的神學生」
[00:32:53.840 --> 00:32:57.760]  「雖然很多人說現在這個時間退堂」
[00:32:57.760 --> 00:33:00.560]  「但很奇妙的就是在神的話語堅定」
[00:33:00.560 --> 00:33:02.880]  「神引領他們」
[00:33:02.880 --> 00:33:07.560]  「求神賜給我們更多求真、講真」
[00:33:07.560 --> 00:33:11.240]  「被聖靈充滿的年輕牧者」
[00:33:11.240 --> 00:33:16.360]  「你們牧者能夠看見生命的故事」
[00:33:16.360 --> 00:33:20.320]  「能夠講述真實的故事」
[00:33:20.320 --> 00:33:23.280]  「求主恩代城鎮」
[00:33:23.280 --> 00:33:25.400]  「恩代香港」
[00:33:25.400 --> 00:33:26.400]  阿門
