
[00:00:00.000 --> 00:00:03.000]  各位大型節目,早晨,平安
[00:20:52.000 --> 00:20:54.000]  天天歡欣地過日子
[00:20:54.000 --> 00:20:58.000]  因為家裡的工具和用具不多
[00:20:58.000 --> 00:21:00.000]  但他用得很開心
[00:21:00.000 --> 00:21:02.000]  有人問他為什麼這麼歡欣
[00:21:02.000 --> 00:21:04.000]  因為有得用
[00:21:04.000 --> 00:21:06.000]  以前的用具都不是很多
[00:21:06.000 --> 00:21:08.000]  但都會用完再用
[00:21:08.000 --> 00:21:12.000]  其實用工具都很好用
[00:21:12.000 --> 00:21:17.000]  他歡欣是因為欣賞到工具本身有實用價值
[00:21:17.000 --> 00:21:20.000]  雖然生活的時候會依賴有型的工具
[00:21:20.000 --> 00:21:24.000]  但有得用的時候他就會好好地用
[00:21:24.000 --> 00:21:27.000]  他歡欣是因為欣賞到
[00:21:27.000 --> 00:21:30.000]  人生所得夠就夠
[00:21:30.000 --> 00:21:33.000]  可以盡用 知足常樂
[00:21:33.000 --> 00:21:36.000]  有得用時就好好地用
[00:21:36.000 --> 00:21:38.000]  從前有一個基督徒很快樂
[00:21:38.000 --> 00:21:40.000]  天天歡欣地過日子
[00:21:40.000 --> 00:21:45.000]  有機會的時候他會親親大自然
[00:21:45.000 --> 00:21:47.000]  一會兒在校園大家走一走
[00:21:47.000 --> 00:21:49.000]  親親大自然
[00:21:49.000 --> 00:21:51.000]  他覺得一花一樹都是美麗的
[00:21:51.000 --> 00:21:54.000]  因為他聽到小鳥唱歌的時候
[00:21:54.000 --> 00:21:55.000]  他會細聽
[00:21:55.000 --> 00:21:57.000]  他就覺得很好聽
[00:21:57.000 --> 00:22:00.000]  在梅園會有一個位置有很多候鳥
[00:22:00.000 --> 00:22:06.000]  每天五點多就會在那裡聚集去唱歌
[00:22:06.000 --> 00:22:08.000]  蝴蝶飛舞在花間他就會細看
[00:22:08.000 --> 00:22:11.000]  因為他覺得其實很好看
[00:22:11.000 --> 00:22:13.000]  有人問為什麼你這麼歡欣
[00:22:13.000 --> 00:22:16.000]  他說因為這些都不是我應得的
[00:22:16.000 --> 00:22:17.000]  這些都是我多得
[00:22:17.000 --> 00:22:20.000]  所以我感到我得蒙恩代
[00:22:20.000 --> 00:22:22.000]  所以我就會歡欣喜樂
[00:22:22.000 --> 00:22:24.000]  所以如果有人問
[00:22:24.000 --> 00:22:26.000]  為什麼基督徒你們會這麼歡欣
[00:22:26.000 --> 00:22:30.000]  明明人世間有很多苦困
[00:22:30.000 --> 00:22:33.000]  你會不會可以這樣回答
[00:22:33.000 --> 00:22:35.000]  因為這些都不是我應得
[00:22:35.000 --> 00:22:36.000]  是我多得
[00:22:36.000 --> 00:22:39.000]  所以我感到我得蒙恩代的時候
[00:22:39.000 --> 00:22:41.000]  我就歡欣快樂
[00:22:41.000 --> 00:22:43.000]  I rejoice in grace
[00:22:43.000 --> 00:22:46.000]  because I am blessed everyday
[00:22:46.000 --> 00:22:49.000]  如何可能怎麼可能是這樣的呢
[00:22:49.000 --> 00:22:51.000]  今天的道就是想講明白
[00:22:51.000 --> 00:22:55.000]  基督徒的生命都是因順清而經歷著
[00:22:55.000 --> 00:22:58.000]  我們都是蒙恩的罪人
[00:22:58.000 --> 00:23:00.000]  雖然不配得
[00:23:00.000 --> 00:23:05.000]  但是常存在我們心靈當中的歡欣
[00:23:05.000 --> 00:23:07.000]  這裡說的是
[00:23:07.000 --> 00:23:11.000]  這種歡欣是一種心靈產生的歡欣
[00:23:11.000 --> 00:23:12.000]  今天沒有時間講
[00:23:12.000 --> 00:23:15.000]  其實這段十一節的經文
[00:23:15.000 --> 00:23:19.000]  是在在地顯示了我們基督教信仰三一神
[00:23:19.000 --> 00:23:23.000]  三個的位格同時出現
[00:23:23.000 --> 00:23:25.000]  就是神與我們和好
[00:23:25.000 --> 00:23:28.000]  因為藉著耶穌基督聖子
[00:23:28.000 --> 00:23:30.000]  而聖子所給我們的
[00:23:30.000 --> 00:23:33.000]  就是因著聖靈囂觀我們心裡面
[00:23:33.000 --> 00:23:35.000]  以致我們能夠在歡欣當中
[00:23:35.000 --> 00:23:37.000]  所謂聖父、聖子、聖靈
[00:23:37.000 --> 00:23:40.000]  三個神在這段經文裡面都很清晰
[00:23:40.000 --> 00:23:44.000]  所以我們回到開首的因
[00:23:44.000 --> 00:23:45.000]  因為的因
[00:23:45.000 --> 00:23:49.000]  如果我們因順清而的因的意思
[00:23:49.000 --> 00:23:51.000]  就是因為我們自己的信心
[00:23:51.000 --> 00:23:54.000]  我們由最初不信、未信
[00:23:54.000 --> 00:23:57.000]  到歸信、入信
[00:23:57.000 --> 00:24:01.000]  這個過程好像是我們自身的努力的話
[00:24:01.000 --> 00:24:02.000]  我們就很容易
[00:24:02.000 --> 00:24:05.000]  因為我們自身的心理的強弱
[00:24:05.000 --> 00:24:07.000]  信仰的經歷
[00:24:07.000 --> 00:24:09.000]  靈性的高低而所動搖
[00:24:09.000 --> 00:24:10.000]  如果是這樣的話
[00:24:10.000 --> 00:24:12.000]  我們的所謂因順清而
[00:24:12.000 --> 00:24:16.000]  其實很容易出現一種動盪的不安
[00:24:16.000 --> 00:24:18.000]  我們今天經課看到
[00:24:18.000 --> 00:24:20.000]  其實所有這些的因
[00:24:20.000 --> 00:24:22.000]  無論出現多少次
[00:24:22.000 --> 00:24:27.000]  都會有藉著我們的主耶穌基督
[00:24:27.000 --> 00:24:32.000]  所以這個因不是因為我們自己的信
[00:24:32.000 --> 00:24:35.000]  而是因為我們的信
[00:24:35.000 --> 00:24:40.000]  是依靠著、藉著主耶穌基督
[00:24:40.000 --> 00:24:43.000]  在我們還作罪人的時候為我們死
[00:24:43.000 --> 00:24:46.000]  而讓我們能夠得救
[00:24:46.000 --> 00:24:47.000]  再看回經文
[00:24:47.000 --> 00:24:48.000]  所有的因是什麼呢
[00:24:48.000 --> 00:24:50.000]  是靠著我們的上主
[00:24:50.000 --> 00:24:53.000]  我們的神的信實
[00:24:53.000 --> 00:24:56.000]  其實是因為他信守這個信約
[00:24:56.000 --> 00:24:57.000]  簡單來說
[00:24:57.000 --> 00:25:01.000]  他說了就是算的
[00:25:01.000 --> 00:25:04.000]  他說了就是這樣
[00:25:04.000 --> 00:25:08.000]  所以當我們是因為信主耶穌基督
[00:25:08.000 --> 00:25:10.000]  藉著祂、藉著主耶穌基督
[00:25:10.000 --> 00:25:12.000]  這個信約
[00:25:12.000 --> 00:25:15.000]  上帝是會信守
[00:25:15.000 --> 00:25:18.000]  這個信約就是祂願意放下
[00:25:18.000 --> 00:25:20.000]  責怪我們的罪行的憤怒
[00:25:20.000 --> 00:25:25.000]  甘願和我們和好
[00:25:25.000 --> 00:25:29.000]  當然我們是一個罪人
[00:25:29.000 --> 00:25:32.000]  我們都是要靠我們的信
[00:25:32.000 --> 00:25:36.000]  讓因點臨到我們身上
[00:25:36.000 --> 00:25:38.000]  所以因為主耶穌基督救我們
[00:25:38.000 --> 00:25:40.000]  因為神會守這個約
[00:25:40.000 --> 00:25:45.000]  我們才白白得到蒙恩而視為義
[00:25:45.000 --> 00:25:48.000]  可以因著信而歡欣地過我們的日子
[00:25:48.000 --> 00:25:52.000]  無論世間多苦多難
[00:25:52.000 --> 00:25:55.000]  人生在世經受苦難
[00:25:55.000 --> 00:25:58.000]  面對香港這個時代
[00:25:58.000 --> 00:26:01.000]  我們可以怎樣呢
[00:26:01.000 --> 00:26:02.000]  三年前的六月
[00:26:02.000 --> 00:26:06.000]  我在這裡說了一趟道
[00:26:06.000 --> 00:26:09.000]  是關乎民主公義的結構性罪惡
[00:26:09.000 --> 00:26:12.000]  就是Structural Sin
[00:26:12.000 --> 00:26:17.000]  也是關於不讓中環價值佔領我們的心靈
[00:26:17.000 --> 00:26:23.000]  今天我又在香港一個追求民主公義的關鍵時機之下說道
[00:26:23.000 --> 00:26:25.000]  而下個主日3月26日
[00:26:25.000 --> 00:26:28.000]  我作為一個選委
[00:26:28.000 --> 00:26:29.000]  高教界的選委
[00:26:29.000 --> 00:26:32.000]  要為香港投下一票
[00:26:32.000 --> 00:26:37.000]  選出新一任的特首
[00:26:37.000 --> 00:26:42.000]  其實香港的民主公義有沒有進步過呢
[00:26:42.000 --> 00:26:47.000]  人類的歷史其實有沒有進步過呢
[00:26:47.000 --> 00:26:51.000]  今天是宗教改革五百週年
[00:26:51.000 --> 00:26:52.000]  五百年前
[00:26:52.000 --> 00:26:55.000]  馬丁路德改革這個教會
[00:26:55.000 --> 00:27:00.000]  再一次提出恩信稱義的信仰解讀
[00:27:00.000 --> 00:27:04.000]  路德和其他改革者
[00:27:04.000 --> 00:27:07.000]  提到五個唯獨
[00:27:07.000 --> 00:27:08.000]  Physolas
[00:27:08.000 --> 00:27:10.000]  去陳述上帝的真理
[00:27:10.000 --> 00:27:18.000]  其中包括了我們今天提到的兩個唯獨信心和唯獨恩典
[00:27:18.000 --> 00:27:21.000]  相關的經文我再讀一些
[00:27:21.000 --> 00:27:22.000]  讓大家明白
[00:27:22.000 --> 00:27:27.000]  其實整個的恩信稱義是貫穿著我們的聖經
[00:27:27.000 --> 00:27:32.000]  唯獨信心就是藉著耶穌基督的生和死所成就的愛的禮物
[00:27:32.000 --> 00:27:36.000]  是要人藉著相信去接受
[00:27:36.000 --> 00:27:40.000]  我們看希伯來書十一章十一至二節
[00:27:40.000 --> 00:27:42.000]  信就是所望的事的實體
[00:27:42.000 --> 00:27:44.000]  是未見之事的確據
[00:27:44.000 --> 00:27:49.000]  古人在這些信上得到美好的證據
[00:27:49.000 --> 00:27:51.000]  羅馬書四章三節這樣說
[00:27:51.000 --> 00:27:52.000]  阿伯拉罕信上帝
[00:27:52.000 --> 00:27:56.000]  這就算為他的義
[00:27:56.000 --> 00:27:59.000]  其實這個信仰是沒有條件的
[00:27:59.000 --> 00:28:01.000]  因為只要你信就行了
[00:28:01.000 --> 00:28:02.000]  你什麼都不用做
[00:28:02.000 --> 00:28:04.000]  因為這個是白白的恩典
[00:28:04.000 --> 00:28:08.000]  就可以靠著耶穌為全人類所預備的
[00:28:08.000 --> 00:28:11.000]  得救的信心就好像恩典一樣
[00:28:11.000 --> 00:28:13.000]  其實都是上帝賜
[00:28:13.000 --> 00:28:18.000]  正如以弗所書二章八至九節這樣說
[00:28:18.000 --> 00:28:20.000]  你們得救是本乎因
[00:28:20.000 --> 00:28:22.000]  也因著信
[00:28:22.000 --> 00:28:24.000]  並不是出於自己
[00:28:24.000 --> 00:28:26.000]  乃是上帝所賜的
[00:28:26.000 --> 00:28:28.000]  也不是出於行為
[00:28:28.000 --> 00:28:30.000]  免得有人自誇
[00:28:30.000 --> 00:28:33.000]  我們都是蒙恩的罪人
[00:28:33.000 --> 00:28:35.000]  因著上主的信實
[00:28:35.000 --> 00:28:37.000]  我們得蒙去賜的恩典
[00:28:37.000 --> 00:28:38.000]  可以與神和好
[00:28:38.000 --> 00:28:41.000]  活在歡恩的生活當中
[00:28:41.000 --> 00:28:45.000]  讓我們一起低頭禱告 結束
[00:29:00.000 --> 00:29:04.000]  因信得以進入現在所站立的恩典當中
[00:29:04.000 --> 00:29:06.000]  並且歡歡喜喜
[00:29:06.000 --> 00:29:09.000]  盼望神理的榮耀
[00:29:09.000 --> 00:29:10.000]  不但如此
[00:29:10.000 --> 00:29:13.000]  就是希望我們能夠在患難當中
[00:29:13.000 --> 00:29:15.000]  都是歡歡喜喜
[00:29:15.000 --> 00:29:18.000]  因為知道患難身忍耐
[00:29:18.000 --> 00:29:20.000]  忍耐身老年
[00:29:20.000 --> 00:29:21.000]  老年身盼望
[00:29:21.000 --> 00:29:23.000]  盼望不至於落空
[00:29:23.000 --> 00:29:25.000]  因為神理的大愛
[00:29:25.000 --> 00:29:28.000]  已經藉著所賜給我們的聖靈
[00:29:28.000 --> 00:29:31.000]  囂觀在我們心裡
[00:29:31.000 --> 00:29:32.000]  不但如此
[00:29:32.000 --> 00:29:34.000]  我們既藉著我們的主耶穌基督
[00:29:34.000 --> 00:29:36.000]  得以神理和好
[00:29:36.000 --> 00:29:39.000]  也就藉著祂
[00:29:39.000 --> 00:29:41.000]  以神理為樂
[00:29:41.000 --> 00:29:43.000]  但願榮耀都歸給
[00:29:43.000 --> 00:29:44.000]  聖父 聖子 聖靈
[00:29:44.000 --> 00:29:46.000]  永在的三一神
[00:29:46.000 --> 00:29:47.000]  阿們
