
[00:00:00.000 --> 00:00:02.800]  今天要來跟你談談家中的事
[00:16:12.200 --> 00:16:13.200]  是一次的
[00:16:13.200 --> 00:16:15.200]  是產生美好果效的
[00:16:15.200 --> 00:16:16.200]  這是什麼
[00:16:16.200 --> 00:16:18.200]  這是在聖殿當中的服侍
[00:16:18.200 --> 00:16:20.200]  不是一個人
[00:16:20.200 --> 00:16:22.200]  從來沒有一個人
[00:16:22.200 --> 00:16:24.200]  從來都是一起來服侍
[00:16:24.200 --> 00:16:27.200]  神要我們的是一起來服侍
[00:16:27.200 --> 00:16:30.200]  西家帶眷
[00:16:30.200 --> 00:16:33.200]  全家一起來侍奉
[00:16:33.200 --> 00:16:35.200]  全族一起來侍奉
[00:16:35.200 --> 00:16:37.200]  一起來回應主
[00:16:37.200 --> 00:16:39.200]  讓神在我們生命當中
[00:16:39.200 --> 00:16:41.200]  帶領成為美好
[00:16:41.200 --> 00:16:42.200]  而且可讚美
[00:16:42.200 --> 00:16:46.200]  這是大衛在這群人當中所做的事
[00:16:46.200 --> 00:16:48.200]  也是在我們神家當中我們可以學習的
[00:16:48.200 --> 00:16:49.200]  我們好不好
[00:16:49.200 --> 00:16:50.200]  我們可以一起來
[00:16:50.200 --> 00:16:52.200]  看見我們可以侍奉的機會
[00:16:52.200 --> 00:16:54.200]  是出於上帝的決選
[00:16:54.200 --> 00:16:55.200]  我們好不好
[00:16:55.200 --> 00:16:56.200]  我們可以看見
[00:16:56.200 --> 00:16:58.200]  原來我們可以一起來服侍
[00:16:58.200 --> 00:17:00.200]  跟知生知妾沒有關係
[00:17:00.200 --> 00:17:02.200]  我們就是一起來服侍神
[00:17:02.200 --> 00:17:04.200]  讓神得到榮耀
[00:17:04.200 --> 00:17:06.200]  讓許多人滿福氣
[00:17:06.200 --> 00:17:08.200]  我們一起來祷告
[00:17:08.200 --> 00:17:14.200]  主耶穌我們再次來謝謝你
[00:17:14.200 --> 00:17:16.200]  謝謝你給我們一些機會
[00:17:16.200 --> 00:17:18.200]  讓我們可以來服侍你
[00:17:18.200 --> 00:17:20.200]  所以謝謝你讓我們來看見
[00:17:20.200 --> 00:17:22.200]  主剛我們所做的
[00:17:22.200 --> 00:17:23.200]  不管大小
[00:17:23.200 --> 00:17:24.200]  但是我們所做的
[00:17:24.200 --> 00:17:26.200]  你夠願意
[00:17:26.200 --> 00:17:28.200]  主因為剛我們進入你心意
[00:17:28.200 --> 00:17:30.200]  願意與你對齊的時候
[00:17:30.200 --> 00:17:31.200]  主我們就看見
[00:17:31.200 --> 00:17:33.200]  主你在我們身上的恩典
[00:17:33.200 --> 00:17:35.200]  是何等的奇妙
[00:17:35.200 --> 00:17:38.200]  謝謝你幫助我們學習來服侍你
[00:17:38.200 --> 00:17:39.200]  在你的家庄中
[00:17:39.200 --> 00:17:40.200]  我們看見
[00:17:40.200 --> 00:17:43.200]  是你量給我們這美好的機會
[00:17:43.200 --> 00:17:45.200]  讓我們可以來服侍
[00:17:45.200 --> 00:17:46.200]  主我們讚美你
[00:17:46.200 --> 00:17:48.200]  奉耶穌基督的名禱告
[00:17:48.200 --> 00:17:49.200]  Amen
