
[00:00:00.000 --> 00:00:02.000]  在新的一年開始
[00:16:53.500 --> 00:16:55.500]  很多人去拜假神
[00:16:55.500 --> 00:16:57.500]  黃大仙
[00:16:57.500 --> 00:16:59.500]  車公廟
[00:16:59.500 --> 00:17:01.500]  慈禮觀音開庫
[00:17:01.500 --> 00:17:03.500]  拜誰是沒有衝突的
[00:17:03.500 --> 00:17:05.500]  拜完黃大仙就可以拜車公
[00:17:05.500 --> 00:17:07.500]  拜完車公也可以拜觀音
[00:17:07.500 --> 00:17:09.500]  無所謂
[00:17:09.500 --> 00:17:11.500]  但是我們基督教信仰就是
[00:17:11.500 --> 00:17:13.500]  信神
[00:17:13.500 --> 00:17:15.500]  所以人們偏離了真道
[00:17:15.500 --> 00:17:17.500]  這是很可悲的
[00:17:17.500 --> 00:17:19.500]  甚至是怎樣呢
[00:17:19.500 --> 00:17:21.500]  你見到有些人
[00:17:21.500 --> 00:17:23.500]  這是很多年前
[00:17:23.500 --> 00:17:25.500]  這個人跟丈夫離婚
[00:17:25.500 --> 00:17:27.500]  丈夫很有錢
[00:17:27.500 --> 00:17:29.500]  他申請拿20多億的贍養費
[00:17:29.500 --> 00:17:31.500]  法庭後來判案
[00:17:31.500 --> 00:17:33.500]  法庭後來
[00:17:33.500 --> 00:17:35.500]  書面判決
[00:17:35.500 --> 00:17:37.500]  他拿這份書面判決
[00:17:37.500 --> 00:17:39.500]  很多記者
[00:17:39.500 --> 00:17:41.500]  在法院的外面
[00:17:41.500 --> 00:17:43.500]  等待消息
[00:17:43.500 --> 00:17:45.500]  聽到他笑得很開心
[00:17:45.500 --> 00:17:47.500]  剛在法庭出來的時候
[00:17:47.500 --> 00:17:49.500]  很開心
[00:17:49.500 --> 00:17:51.500]  喜形於色是什麼呢
[00:17:51.500 --> 00:17:53.500]  就是他
[00:17:53.500 --> 00:17:55.500]  雖然拿不到20多億
[00:17:55.500 --> 00:17:57.500]  但是法庭判決有12億的贍養費
[00:17:57.500 --> 00:17:59.500]  所以你留意到他自己
[00:17:59.500 --> 00:18:01.500]  說得很開心很高興
[00:18:01.500 --> 00:18:03.500]  我在想當天他結婚的時候
[00:18:03.500 --> 00:18:05.500]  他有沒有這麼開心
[00:18:05.500 --> 00:18:07.500]  反而離婚的時候
[00:18:07.500 --> 00:18:09.500]  有個女兒在讀幼稚園的時候
[00:18:09.500 --> 00:18:11.500]  但是為什麼
[00:18:11.500 --> 00:18:13.500]  他沒有去想一想
[00:18:13.500 --> 00:18:15.500]  一個破碎家庭對小朋友來說
[00:18:15.500 --> 00:18:17.500]  其實不是那麼好的
[00:18:17.500 --> 00:18:19.500]  但是有錢就很開心
[00:18:19.500 --> 00:18:21.500]  有些人放棄自己的貞操
[00:18:21.500 --> 00:18:23.500]  去換膠
[00:18:23.500 --> 00:18:25.500]  甚至會覺得沒有人逼我的
[00:18:25.500 --> 00:18:27.500]  我可以很快賺到錢
[00:18:27.500 --> 00:18:29.500]  我喜歡吃什麼就吃什麼
[00:18:29.500 --> 00:18:31.500]  喜歡賣名牌就賣名牌
[00:18:31.500 --> 00:18:33.500]  會不會有些人就是為了錢
[00:18:33.500 --> 00:18:35.500]  可能連他自己都不信的東西
[00:18:35.500 --> 00:18:37.500]  他都要去告訴別人
[00:18:37.500 --> 00:18:39.500]  所以第一
[00:18:39.500 --> 00:18:41.500]  魔鬼的工作就是
[00:18:41.500 --> 00:18:43.500]  迷惑世人
[00:18:43.500 --> 00:18:45.500]  有些人可能為了錢
[00:18:45.500 --> 00:18:47.500]  親近權力就放棄了
[00:18:47.500 --> 00:18:49.500]  自己應有的原則和操守
[00:18:49.500 --> 00:18:51.500]  這是很可悲的
[00:18:51.500 --> 00:18:53.500]  我剛剛在看這本書
[00:18:53.500 --> 00:18:55.500]  叫做無力的時代
[00:18:55.500 --> 00:18:57.500]  有力的信仰
[00:18:57.500 --> 00:18:59.500]  他都在說有些人說自己是基督徒
[00:18:59.500 --> 00:19:01.500]  但是當他依附在權力之下
[00:19:01.500 --> 00:19:03.500]  就沒有去做一些
[00:19:03.500 --> 00:19:05.500]  正義的事
[00:19:05.500 --> 00:19:07.500]  這是很可悲的
[00:19:07.500 --> 00:19:09.500]  第二方面是什麼呢
[00:19:09.500 --> 00:19:11.500]  就是控告子民
[00:19:11.500 --> 00:19:13.500]  啟示第十二章第十節
[00:19:13.500 --> 00:19:15.500]  因為那在我們神面前
[00:19:15.500 --> 00:19:17.500]  晝夜控告我們弟兄的
[00:19:17.500 --> 00:19:19.500]  已經被摔下去了
[00:19:19.500 --> 00:19:21.500]  魔鬼是
[00:19:21.500 --> 00:19:23.500]  晝夜控告神的子民
[00:19:23.500 --> 00:19:25.500]  控告我們弟兄的
[00:19:25.500 --> 00:19:27.500]  而且是很勤力
[00:19:27.500 --> 00:19:29.500]  日奔奔夜奔奔晝夜的來控告
[00:19:29.500 --> 00:19:31.500]  所以你留意到魔鬼
[00:19:31.500 --> 00:19:35.500]  是不斷的來控訴神的子民
[00:19:35.500 --> 00:19:37.500]  那麼在事錄裏面
[00:19:37.500 --> 00:19:39.500]  我們會看到這裏
[00:19:39.500 --> 00:19:41.500]  但是如果我們留意到
[00:19:41.500 --> 00:19:45.500]  在約伯記第一章
[00:19:45.500 --> 00:19:47.500]  塞加利亞書第三章
[00:19:47.500 --> 00:19:49.500]  第一到第五節都有一個情景
[00:19:49.500 --> 00:19:51.500]  就是魔鬼在神的面前
[00:19:51.500 --> 00:19:53.500]  控訴神的子民
[00:19:53.500 --> 00:19:55.500]  他控訴約伯
[00:19:55.500 --> 00:19:57.500]  他這麼敬虔因為你祝福他
[00:19:57.500 --> 00:19:59.500]  他控訴什麼呢
[00:19:59.500 --> 00:20:01.500]  塞加利亞書裏面
[00:20:01.500 --> 00:20:03.500]  那個的異象就是說
[00:20:03.500 --> 00:20:05.500]  當時的大祭司叫約書亞
[00:20:05.500 --> 00:20:07.500]  也都譯名叫耶書亞
[00:20:07.500 --> 00:20:09.500]  那麼就在被控席上面
[00:20:09.500 --> 00:20:11.500]  魔鬼就控訴他
[00:20:11.500 --> 00:20:13.500]  他穿著一件污穢的衣服
[00:20:13.500 --> 00:20:15.500]  約書亞是沒有聲可出的
[00:20:15.500 --> 00:20:17.500]  因為他真的犯了罪
[00:20:17.500 --> 00:20:19.500]  但是神說我要責備你
[00:20:19.500 --> 00:20:21.500]  是從火中抽出來的一根柴
[00:20:21.500 --> 00:20:23.500]  雖然他犯錯
[00:20:23.500 --> 00:20:25.500]  但是我願意帶他去赦免他
[00:20:25.500 --> 00:20:27.500]  所以你記住
[00:20:27.500 --> 00:20:29.500]  魔鬼會不斷的控訴我們
[00:20:29.500 --> 00:20:31.500]  第一在我們自己的內心裏面
[00:20:31.500 --> 00:20:33.500]  控訴我們
[00:20:33.500 --> 00:20:35.500]  我們可能過去都曾經犯過一些錯
[00:20:35.500 --> 00:20:37.500]  雖然我們已經在神的面前
[00:20:37.500 --> 00:20:39.500]  承認了我們的罪
[00:20:39.500 --> 00:20:41.500]  但是魔鬼有時候會
[00:20:41.500 --> 00:20:43.500]  在我心裏面說
[00:20:43.500 --> 00:20:45.500]  你的罪太大了
[00:20:45.500 --> 00:20:47.500]  神是不會赦免你的
[00:20:47.500 --> 00:20:49.500]  是令到我們會有那種的不安
[00:20:49.500 --> 00:20:51.500]  我自己最近都接觸
[00:20:51.500 --> 00:20:53.500]  一位姊妹
[00:20:53.500 --> 00:20:55.500]  她很好
[00:20:55.500 --> 00:20:57.500]  也曾經回過我的教會
[00:20:57.500 --> 00:20:59.500]  她很想
[00:20:59.500 --> 00:21:01.500]  去轉另一份工作
[00:21:01.500 --> 00:21:03.500]  但是會不會
[00:21:03.500 --> 00:21:05.500]  很多年前一個無心之失
[00:21:05.500 --> 00:21:07.500]  但是會影響我呢
[00:21:07.500 --> 00:21:09.500]  她是很懼怕
[00:21:09.500 --> 00:21:11.500]  但是我去鼓勵她
[00:21:11.500 --> 00:21:13.500]  放心 其實第一
[00:21:13.500 --> 00:21:15.500]  不是有意的 第二就是
[00:21:15.500 --> 00:21:17.500]  如果神已經赦免的時候
[00:21:17.500 --> 00:21:19.500]  你不再需要懼怕這件事
[00:21:19.500 --> 00:21:21.500]  魔鬼就會這樣控訴我們
[00:21:21.500 --> 00:21:23.500]  但是我們看看離家書
[00:21:23.500 --> 00:21:25.500]  就好像是何等的寶貴
[00:21:25.500 --> 00:21:27.500]  特別我們做父母
[00:21:27.500 --> 00:21:29.500]  要學這一個神的特質
[00:21:29.500 --> 00:21:31.500]  好 我們一起來聽
[00:21:31.500 --> 00:21:35.500]  神啊 有何神將你赦免罪孽
[00:21:35.500 --> 00:21:38.500]  要恕你產孽之愚民的罪過
[00:21:38.500 --> 00:21:40.500]  不永遠懷怒
[00:21:40.500 --> 00:21:42.500]  喜愛私恩
[00:21:42.500 --> 00:21:44.500]  必再憐憫我們
[00:21:44.500 --> 00:21:46.500]  將我們的罪孽踏在腳下
[00:21:46.500 --> 00:21:48.500]  又將我們的一切罪
[00:21:48.500 --> 00:21:50.500]  投於深海
[00:21:50.500 --> 00:21:52.500]  你想想 神是很寶貴的
[00:21:52.500 --> 00:21:54.500]  怎樣呢 神是你帶進去
[00:21:54.500 --> 00:21:56.500]  當我們真正肯認罪的時候
[00:21:56.500 --> 00:21:58.500]  神就不再計算我們的罪惡
[00:21:58.500 --> 00:22:01.500]  是將這個罪投在深海之中
[00:22:01.500 --> 00:22:03.500]  不再紀念 但是人不是
[00:22:03.500 --> 00:22:05.500]  有些人說自己是基督徒
[00:22:05.500 --> 00:22:07.500]  但是都會成為什麼呢
[00:22:07.500 --> 00:22:09.500]  魔鬼的工具
[00:22:09.500 --> 00:22:11.500]  因為基督耶穌是我們死
[00:22:11.500 --> 00:22:13.500]  我們肯悔改神的赦免
[00:22:13.500 --> 00:22:15.500]  魔鬼的控訴就不能夠成立了
[00:22:15.500 --> 00:22:17.500]  我們看看羅馬書第8章
[00:22:17.500 --> 00:22:19.500]  33到34節
[00:22:20.500 --> 00:22:23.500]  「誰能控告神所揀選的人呢
[00:22:23.500 --> 00:22:25.500]  有神稱他們為異鳥
[00:22:25.500 --> 00:22:27.500]  誰能定他們的罪呢
[00:22:27.500 --> 00:22:29.500]  有基督耶穌已經死了
[00:22:29.500 --> 00:22:31.500]  而且從死裡復活
[00:22:31.500 --> 00:22:33.500]  現今在神的右邊
[00:22:33.500 --> 00:22:35.500]  也替我們祈求」
[00:22:35.500 --> 00:22:37.500]  羅馬書第8章就是
[00:22:37.500 --> 00:22:39.500]  保羅的外哥
[00:22:39.500 --> 00:22:41.500]  他能夠
[00:22:41.500 --> 00:22:43.500]  暴示別人對他的挑戰
[00:22:43.500 --> 00:22:45.500]  為什麼呢 他曾經殺了人
[00:22:45.500 --> 00:22:47.500]  犯了罪 但是
[00:22:47.500 --> 00:22:49.500]  他是真正的悔改
[00:22:49.500 --> 00:22:51.500]  那時候是無知的
[00:22:51.500 --> 00:22:53.500]  所以他可以成為神的仕途
[00:22:53.500 --> 00:22:55.500]  「誰能控告神所揀選的人
[00:22:55.500 --> 00:22:57.500]  有神稱他們為異鳥
[00:22:57.500 --> 00:22:59.500]  誰能定他們的罪呢
[00:22:59.500 --> 00:23:01.500]  有基督耶穌已經死了
[00:23:01.500 --> 00:23:03.500]  甚至為我們禱告
[00:23:03.500 --> 00:23:05.500]  所以很感恩的
[00:23:05.500 --> 00:23:07.500]  我們可以得勝殺膽
[00:23:07.500 --> 00:23:09.500]  就是因為神赦免了我們的罪
[00:23:09.500 --> 00:23:11.500]  魔鬼的工作
[00:23:11.500 --> 00:23:13.500]  要迷惑眾人
[00:23:13.500 --> 00:23:15.500]  但是針對基督徒
[00:23:15.500 --> 00:23:17.500]  針對神的兒女就要
[00:23:17.500 --> 00:23:19.500]  第三就是掌死權
[00:23:19.500 --> 00:23:21.500]  死後魔鬼最大的權勢
[00:23:21.500 --> 00:23:23.500]  就是掌死權
[00:23:23.500 --> 00:23:25.500]  因為人犯罪就要面對死
[00:23:25.500 --> 00:23:27.500]  罪的功架乃是死
[00:23:27.500 --> 00:23:29.500]  但是如果人不悔改
[00:23:29.500 --> 00:23:31.500]  他離世之後就變成在死的權勢下
[00:23:31.500 --> 00:23:33.500]  成為死亡之子
[00:23:33.500 --> 00:23:35.500]  但是主耶穌粉碎
[00:23:35.500 --> 00:23:37.500]  就是一切魔鬼的權勢
[00:23:37.500 --> 00:23:39.500]  主耶穌降世為人
[00:23:39.500 --> 00:23:41.500]  他完全沒有罪 是聖潔的代替
[00:23:41.500 --> 00:23:43.500]  我們成為罪
[00:23:43.500 --> 00:23:45.500]  就完成了神對公義的罪審判
[00:23:45.500 --> 00:23:47.500]  他從死那裡復活下去
[00:23:47.500 --> 00:23:49.500]  不就只是死
[00:23:49.500 --> 00:23:51.500]  他能夠突破了死亡
[00:23:51.500 --> 00:23:53.500]  於是就突破了死亡的枷鎖
[00:23:53.500 --> 00:23:55.500]  帶給我們盼望
[00:23:55.500 --> 00:23:57.500]  所以我們就不再懼怕死亡了
[00:23:57.500 --> 00:23:59.500]  我們看看哥倫多前書
[00:23:59.500 --> 00:24:01.500]  第十五章的55到57節
[00:24:15.500 --> 00:24:17.500]  死的權勢在哪裡
[00:24:17.500 --> 00:24:19.500]  死的毒鉤在哪裡
[00:24:19.500 --> 00:24:21.500]  死的毒鉤就是罪
[00:24:21.500 --> 00:24:23.500]  罪為什麼會知道
[00:24:23.500 --> 00:24:25.500]  因為有那個律法
[00:24:25.500 --> 00:24:27.500]  我們知道什麼是罪
[00:24:27.500 --> 00:24:29.500]  但是他說感謝神
[00:24:29.500 --> 00:24:31.500]  原來藉著主耶穌基督得勝
[00:24:31.500 --> 00:24:33.500]  為什麼呢
[00:24:33.500 --> 00:24:35.500]  我們再看希伯來書第二章14到15兩節
[00:24:45.500 --> 00:24:51.500]  原來他說到掌死權的是什麼
[00:24:51.500 --> 00:24:53.500]  就是魔鬼
[00:24:53.500 --> 00:24:55.500]  但是因為耶穌基督從死那裡復活
[00:24:55.500 --> 00:24:57.500]  我們認罪
[00:24:57.500 --> 00:24:59.500]  得著這個永生的盼望
[00:24:59.500 --> 00:25:01.500]  我們就不再去被死拘禁了
[00:25:01.500 --> 00:25:03.500]  所以魔鬼三方面
[00:25:03.500 --> 00:25:05.500]  迷惑世人
[00:25:05.500 --> 00:25:07.500]  控告神的兒女
[00:25:07.500 --> 00:25:09.500]  還有是什麼呢
[00:25:09.500 --> 00:25:11.500]  就是掌死權
[00:25:11.500 --> 00:25:13.500]  好了 我們德性的方法
[00:25:13.500 --> 00:25:15.500]  怎麼樣呢
[00:25:15.500 --> 00:25:17.500]  在第十五章第十一節裡面
[00:25:17.500 --> 00:25:19.500]  就給我們看到
[00:25:19.500 --> 00:25:21.500]  德性魔鬼的三個方法
[00:25:21.500 --> 00:25:23.500]  第十一節
[00:25:23.500 --> 00:25:35.500]  第一就是靠著高揚的血
[00:25:35.500 --> 00:25:37.500]  勝過魔鬼的迷惑
[00:25:37.500 --> 00:25:39.500]  其實很在乎我們對神的認識
[00:25:39.500 --> 00:25:41.500]  祂的心意
[00:25:41.500 --> 00:25:43.500]  我們了解
[00:25:43.500 --> 00:25:45.500]  於是我們清楚神期望
[00:25:45.500 --> 00:25:47.500]  不是那麼容易被祂迷惑
[00:25:47.500 --> 00:25:49.500]  但是記住都不是靠我們自己的努力
[00:25:49.500 --> 00:25:51.500]  是因為基督耶穌的補血
[00:25:51.500 --> 00:25:53.500]  這個是很重要的
[00:25:53.500 --> 00:25:55.500]  第二方面是什麼呢
[00:25:55.500 --> 00:25:57.500]  就是所見證的渡禍
[00:25:57.500 --> 00:25:59.500]  耶穌基督拯救我們
[00:25:59.500 --> 00:26:01.500]  是神主動
[00:26:01.500 --> 00:26:03.500]  當然我們有回應
[00:26:03.500 --> 00:26:05.500]  但是我們不要停留在幽亂的階段裡面
[00:26:05.500 --> 00:26:07.500]  我們有沒有對神有更多的體會
[00:26:07.500 --> 00:26:09.500]  更多的認識
[00:26:09.500 --> 00:26:11.500]  更多的經歷
[00:26:11.500 --> 00:26:13.500]  時間問題
[00:26:13.500 --> 00:26:15.500]  所以我就不會說太多
[00:26:15.500 --> 00:26:17.500]  我自己經歷很多神祂自己很奇妙的帶領
[00:26:17.500 --> 00:26:19.500]  就是憐憫
[00:26:19.500 --> 00:26:21.500]  保守和供應
[00:26:21.500 --> 00:26:23.500]  所以呢
[00:26:23.500 --> 00:26:25.500]  我的信心是會日漸的增加
[00:26:25.500 --> 00:26:27.500]  特別我離開了香港
[00:26:27.500 --> 00:26:29.500]  離開了一個叫comfort zone
[00:26:29.500 --> 00:26:31.500]  一個安樂的舒適的區域裡面
[00:26:31.500 --> 00:26:33.500]  你面對的挑戰大很多
[00:26:33.500 --> 00:26:35.500]  所以你就會怎麼樣呢
[00:26:35.500 --> 00:26:37.500]  你就會來到經歷神更多
[00:26:37.500 --> 00:26:39.500]  所以我們是要追求有深度的認識
[00:26:39.500 --> 00:26:43.500]  以致我們可以來見證我們的主
[00:26:43.500 --> 00:26:45.500]  第三方面是什麼呢
[00:26:45.500 --> 00:26:47.500]  就是我們要
[00:26:47.500 --> 00:26:49.500]  有一個視死如歸的心
[00:26:49.500 --> 00:26:53.500]  就是也不愛惜自己的生命
[00:26:53.500 --> 00:26:55.500]  一個人如果不怕死
[00:26:55.500 --> 00:26:57.500]  就是最強的
[00:26:57.500 --> 00:26:59.500]  這樣呢
[00:26:59.500 --> 00:27:01.500]  勇者無懼
[00:27:01.500 --> 00:27:03.500]  耶穌也說過
[00:27:03.500 --> 00:27:05.500]  他說殺身體不能殺靈魂
[00:27:05.500 --> 00:27:07.500]  你不用怕
[00:27:07.500 --> 00:27:09.500]  最怕我一個人殺身體又殺靈魂
[00:27:09.500 --> 00:27:11.500]  這時候你不要忘記
[00:27:11.500 --> 00:27:13.500]  前三百多年的教會歷史
[00:27:13.500 --> 00:27:17.500]  他們是充滿了血與淚的
[00:27:17.500 --> 00:27:19.500]  他們是要把生命給你擺上
[00:27:19.500 --> 00:27:21.500]  但是
[00:27:21.500 --> 00:27:23.500]  主耶穌說你堅持到底就必定的會
[00:27:23.500 --> 00:27:25.500]  來得著這個冠冕
[00:27:25.500 --> 00:27:29.500]  我們看看啟示錄第二章的第十節
[00:27:29.500 --> 00:27:31.500]  你無要致死終生
[00:27:31.500 --> 00:27:33.500]  我就賜給你那生命的冠冕
[00:27:33.500 --> 00:27:37.500]  這裡很清楚的去說
[00:27:37.500 --> 00:27:39.500]  就是你要致死終生
[00:27:39.500 --> 00:27:41.500]  其實這是來自啟示錄七教會
[00:27:41.500 --> 00:27:43.500]  第二間的教會
[00:27:43.500 --> 00:27:45.500]  就是侍媒蘭的教會
[00:27:45.500 --> 00:27:47.500]  只有四節經文
[00:27:47.500 --> 00:27:49.500]  但是呢
[00:27:49.500 --> 00:27:51.500]  現在你看到聖經的真實
[00:27:51.500 --> 00:27:53.500]  在土耳其
[00:27:53.500 --> 00:27:55.500]  侍媒蘭依然的存在是第二大城市
[00:27:55.500 --> 00:27:59.500]  我帶隊去啟示錄看七教會的時候
[00:27:59.500 --> 00:28:01.500]  都會去侍媒蘭
[00:28:01.500 --> 00:28:03.500]  但是沒有景點的
[00:28:03.500 --> 00:28:05.500]  但是為什麼會去呢
[00:28:05.500 --> 00:28:07.500]  因為是我去找的
[00:28:07.500 --> 00:28:09.500]  找到一間教堂是紀念玻璃甲
[00:28:09.500 --> 00:28:11.500]  這間教堂很特別
[00:28:11.500 --> 00:28:13.500]  是需要預先約的
[00:28:13.500 --> 00:28:15.500]  它平時不開教堂門的
[00:28:15.500 --> 00:28:17.500]  我們會在裡面聚會
[00:28:17.500 --> 00:28:19.500]  因為紀念一位
[00:28:19.500 --> 00:28:21.500]  很願意為主的員工
[00:28:21.500 --> 00:28:23.500]  而把生命擺上的玻璃甲
[00:28:23.500 --> 00:28:25.500]  你看到
[00:28:25.500 --> 00:28:27.500]  現在最多基督徒就聚居在土耳其裡面
[00:28:27.500 --> 00:28:29.500]  最多基督徒就在侍媒蘭
[00:28:29.500 --> 00:28:31.500]  老底家
[00:28:31.500 --> 00:28:33.500]  他們那時候好像很安心
[00:28:33.500 --> 00:28:35.500]  很繁榮
[00:28:35.500 --> 00:28:37.500]  但是現在成為頹垣敗瓦
[00:28:37.500 --> 00:28:39.500]  所以當你踏足這些地方
[00:28:39.500 --> 00:28:41.500]  你就會更加體會到神的真實
[00:28:41.500 --> 00:28:43.500]  好了 我們會看到三方面
[00:28:43.500 --> 00:28:45.500]  我們就是要靠著高揚的保血
[00:28:45.500 --> 00:28:47.500]  我們要追求成長自己見證的道
[00:28:47.500 --> 00:28:49.500]  我們要追求成長自己見證的道
[00:28:49.500 --> 00:28:51.500]  還有我們呢
[00:28:51.500 --> 00:28:53.500]  是會有一個致死忠心
[00:28:53.500 --> 00:28:55.500]  那我們又怎樣呢
[00:28:55.500 --> 00:28:57.500]  我們就成為一個勇者
[00:28:57.500 --> 00:28:59.500]  他們雖致死
[00:28:59.500 --> 00:29:01.500]  也不愛惜生命
[00:29:01.500 --> 00:29:03.500]  今天很多的先聖先賢
[00:29:03.500 --> 00:29:05.500]  用他們的生命和血
[00:29:05.500 --> 00:29:07.500]  寫下了教會光輝的歷史
[00:29:07.500 --> 00:29:09.500]  你們也看到羅馬當時是
[00:29:09.500 --> 00:29:11.500]  逼迫教會成為
[00:29:11.500 --> 00:29:13.500]  國教 是不是
[00:29:13.500 --> 00:29:15.500]  所以他們的血是沒有白流的
[00:29:15.500 --> 00:29:17.500]  求神要幫助我們
[00:29:17.500 --> 00:29:19.500]  好了 我們第一部份就完了
[00:29:19.500 --> 00:29:21.500]  就是看聖經裡面
[00:29:21.500 --> 00:29:23.500]  關於這個蛇
[00:29:23.500 --> 00:29:25.500]  這個魔鬼的工作
[00:29:25.500 --> 00:29:27.500]  現在我慣常會用
[00:29:27.500 --> 00:29:29.500]  和生肖有關的成語
[00:29:29.500 --> 00:29:31.500]  和生肖有關的成語
[00:29:31.500 --> 00:29:33.500]  提醒我們
[00:29:33.500 --> 00:29:35.500]  控飲黃龍
[00:29:35.500 --> 00:29:37.500]  可能大家不是很熟悉
[00:29:37.500 --> 00:29:39.500]  但是大家很熟悉的就是
[00:29:39.500 --> 00:29:41.500]  直搗黃龍 是不是
[00:29:41.500 --> 00:29:43.500]  黃龍是一個虎的名字
[00:29:43.500 --> 00:29:45.500]  就是虎啊 群啊 縣啊
[00:29:45.500 --> 00:29:47.500]  是昔日金國的首都
[00:29:47.500 --> 00:29:49.500]  是今天吉林省的龍安縣
[00:29:49.500 --> 00:29:51.500]  是今天吉林省的龍安縣
[00:29:51.500 --> 00:29:53.500]  在宋史的《飛傳》裡面提到
[00:29:53.500 --> 00:29:55.500]  他們的軍隊得勝
[00:29:55.500 --> 00:29:57.500]  很開心 向他們的下屬說
[00:29:57.500 --> 00:29:59.500]  我們直抵黃龍府
[00:29:59.500 --> 00:30:01.500]  與諸君痛飲矣
[00:30:01.500 --> 00:30:03.500]  我們去到
[00:30:03.500 --> 00:30:05.500]  黃龍府的時候
[00:30:05.500 --> 00:30:07.500]  我們就去喝吧
[00:30:07.500 --> 00:30:09.500]  這個就叫
[00:30:09.500 --> 00:30:11.500]  痛飲黃龍 即是和直搗黃龍一樣
[00:30:11.500 --> 00:30:13.500]  在《雪閣傳傳》
[00:30:13.500 --> 00:30:15.500]  第77回裡面
[00:30:15.500 --> 00:30:17.500]  是這麼說的
[00:30:17.500 --> 00:30:19.500]  痛飲黃龍 雪舊恥
[00:30:19.500 --> 00:30:21.500]  平吞鴨 六步新軍
[00:30:23.500 --> 00:30:25.500]  我現在就會
[00:30:25.500 --> 00:30:27.500]  由那個的第二部分
[00:30:27.500 --> 00:30:29.500]  就是
[00:30:29.500 --> 00:30:31.500]  痛飲黃龍那裡
[00:30:31.500 --> 00:30:33.500]  來講起
[00:30:33.500 --> 00:30:35.500]  記住 我們要怎麼樣呢
[00:30:35.500 --> 00:30:37.500]  就是我們要抵擋魔鬼
[00:30:37.500 --> 00:30:39.500]  我們不要只是逃避
[00:30:39.500 --> 00:30:41.500]  我們會
[00:30:41.500 --> 00:30:43.500]  來看看一段
[00:30:43.500 --> 00:30:45.500]  經文
[00:30:45.500 --> 00:30:47.500]  就是《雅各書》第四章的第七節
[00:30:53.500 --> 00:30:56.500]  魔鬼就必離開 你們逃跑了
[00:30:56.500 --> 00:30:58.500]  所以不只是去逃避
[00:30:58.500 --> 00:31:00.500]  不夠的 我們要積極的去面對
[00:31:00.500 --> 00:31:02.500]  我不知道大家有沒有試過
[00:31:02.500 --> 00:31:05.500]  被狗去追你的那種經驗
[00:31:05.500 --> 00:31:07.500]  我剛剛出來做傳導人
[00:31:07.500 --> 00:31:09.500]  是在元朗的
[00:31:09.500 --> 00:31:11.500]  就是去建立了宣導會
[00:31:11.500 --> 00:31:13.500]  那時候住在八鄉的
[00:31:13.500 --> 00:31:15.500]  橫台山河的背村
[00:31:15.500 --> 00:31:17.500]  晚上回家的時候
[00:31:17.500 --> 00:31:19.500]  還有師母就下車
[00:31:19.500 --> 00:31:21.500]  就要走進村裡面的
[00:31:21.500 --> 00:31:23.500]  很多狗
[00:31:23.500 --> 00:31:25.500]  七八隻以上
[00:31:25.500 --> 00:31:27.500]  走過來跟著你
[00:31:27.500 --> 00:31:29.500]  然後就要吠了
[00:31:29.500 --> 00:31:31.500]  你知道師母一定會很害怕
[00:31:31.500 --> 00:31:33.500]  當我越害怕那些狗就越走過來
[00:31:33.500 --> 00:31:35.500]  但其實對付這些
[00:31:35.500 --> 00:31:37.500]  絕對不可以害怕
[00:31:37.500 --> 00:31:39.500]  我就會站定
[00:31:39.500 --> 00:31:41.500]  看著鏡頭
[00:31:41.500 --> 00:31:43.500]  對著那些狗
[00:31:43.500 --> 00:31:47.500]  避開它
[00:31:47.500 --> 00:31:49.500]  那些狗會害怕
[00:31:49.500 --> 00:31:51.500]  那些狗會走的
[00:31:51.500 --> 00:31:53.500]  那時候 所以很清楚一件事
[00:31:53.500 --> 00:31:55.500]  就是我們不可以
[00:31:55.500 --> 00:31:57.500]  只是去逃避
[00:31:57.500 --> 00:31:59.500]  我們要好好的傳福音
[00:31:59.500 --> 00:32:01.500]  要有好的見證
[00:32:01.500 --> 00:32:03.500]  但令人跪著 攻破堡壘
[00:32:03.500 --> 00:32:05.500]  一直擊倒黃龍
[00:32:05.500 --> 00:32:07.500]  所以求神幫助我們
[00:32:07.500 --> 00:32:09.500]  第二個的成語是什麼呢
[00:32:09.500 --> 00:32:11.500]  葉公號龍
[00:32:11.500 --> 00:32:13.500]  葉公號龍是什麼呢
[00:32:13.500 --> 00:32:15.500]  提到一個人叫葉公
[00:32:15.500 --> 00:32:17.500]  他非常喜歡龍
[00:32:17.500 --> 00:32:19.500]  拍了很多龍
[00:32:19.500 --> 00:32:21.500]  天上那條龍
[00:32:21.500 --> 00:32:23.500]  聽到就說 咦
[00:32:23.500 --> 00:32:25.500]  挺好的
[00:32:25.500 --> 00:32:27.500]  於是怎樣呢
[00:32:27.500 --> 00:32:29.500]  他就來探望葉公
[00:32:29.500 --> 00:32:31.500]  頭伸到窗戶裡
[00:32:31.500 --> 00:32:33.500]  尾伸到門裡
[00:32:33.500 --> 00:32:35.500]  葉公看到嚇他走
[00:32:35.500 --> 00:32:37.500]  很害怕
[00:32:37.500 --> 00:32:39.500]  葉公見之 棄而還酒
[00:32:39.500 --> 00:32:41.500]  失其魂魄 五色無主
[00:32:41.500 --> 00:32:43.500]  接著有一句很特別
[00:32:43.500 --> 00:32:45.500]  葉公
[00:32:45.500 --> 00:32:47.500]  非號龍也
