
[00:00:00.000 --> 00:00:05.820]  各位弟兄姊妹 現在就踏入十二月了
[00:22:22.200 --> 00:22:26.200]  越失去就越珍惜
[00:22:26.200 --> 00:22:29.200]  人總是爲各種事情去預備
[00:22:29.200 --> 00:22:31.200]  預備是需要的
[00:22:31.200 --> 00:22:34.200]  但是我們何曾真的預備得好
[00:22:34.200 --> 00:22:36.200]  特別是迎接世界的黑暗
[00:22:36.200 --> 00:22:37.200]  人生的黑暗
[00:22:37.200 --> 00:22:39.200]  將來的黑暗
[00:22:39.200 --> 00:22:44.200]  我們是否真的預備得到
[00:22:44.200 --> 00:22:48.200]  我們是否真的預備好自己
[00:22:48.200 --> 00:22:50.200]  然後就跨國
[00:22:50.200 --> 00:22:52.200]  這位老師
[00:22:52.200 --> 00:22:54.200]  當他太太第一次懷孕的時候
[00:22:54.200 --> 00:22:57.200]  我相信他心理上多少也有些預備
[00:22:57.200 --> 00:22:59.200]  想想將來是怎樣
[00:22:59.200 --> 00:23:00.200]  生活是怎樣
[00:23:00.200 --> 00:23:02.200]  要預備些什麼
[00:23:02.200 --> 00:23:04.200]  你怎樣也會想
[00:23:04.200 --> 00:23:08.200]  但是當事情真的來臨的時候
[00:23:08.200 --> 00:23:10.200]  一切的事情
[00:23:10.200 --> 00:23:12.200]  一剎那之間
[00:23:12.200 --> 00:23:16.200]  變成所有都措手不及
[00:23:16.200 --> 00:23:18.200]  或者渺小的人爲自己
[00:23:18.200 --> 00:23:20.200]  所作少少的預備
[00:23:20.200 --> 00:23:23.200]  如果要面對驚濤駭浪
[00:23:23.200 --> 00:23:26.200]  恐怕其實也不是什麼預備
[00:23:26.200 --> 00:23:29.200]  所以神就說
[00:23:29.200 --> 00:23:34.200]  祂願意爲了你來到你那裏與你同行
[00:23:34.200 --> 00:23:36.200]  大家相信神的預備嗎
[00:23:36.200 --> 00:23:38.200]  你問下你自己的心
[00:23:38.200 --> 00:23:41.200]  你相不相信神有預備
[00:23:41.200 --> 00:23:44.200]  大家相不相信神會與人同行
[00:23:44.200 --> 00:23:45.200]  你問下你自己
[00:23:45.200 --> 00:23:47.200]  你是否真的相信
[00:23:47.200 --> 00:23:49.200]  你怎樣相信
[00:23:49.200 --> 00:23:50.200]  或者有人會說
[00:23:50.200 --> 00:23:53.200]  哎呀 所有的事情都很巧合
[00:23:53.200 --> 00:23:57.200]  是你們這羣基督徒自己想多了
[00:23:57.200 --> 00:23:59.200]  我和大家分享一個經歷
[00:23:59.200 --> 00:24:02.200]  大家又看看是不是神的同行
[00:24:02.200 --> 00:24:04.200]  還是真的這麼巧合呢
[00:24:04.200 --> 00:24:09.200]  我一家四口在2018年7月
[00:24:09.200 --> 00:24:12.200]  由雅德萊德搬來悉尼
[00:24:12.200 --> 00:24:14.200]  當年的2月
[00:24:14.200 --> 00:24:18.200]  我自己一個人先來悉尼
[00:24:18.200 --> 00:24:20.200]  去預備一個住的地方
[00:24:20.200 --> 00:24:23.200]  只是停留幾天
[00:24:23.200 --> 00:24:27.200]  在悉尼我們一家是沒有朋友的
[00:24:27.200 --> 00:24:29.200]  現在有大家了
[00:24:29.200 --> 00:24:31.200]  也沒有家人
[00:24:31.200 --> 00:24:33.200]  在悉尼當時是沒有人沒有物的
[00:24:33.200 --> 00:24:35.200]  要找地方住
[00:24:35.200 --> 00:24:36.200]  要怎樣呢
[00:24:36.200 --> 00:24:38.200]  就要找個地產經紀
[00:24:38.200 --> 00:24:40.200]  我就祈禱和神說
[00:24:40.200 --> 00:24:43.200]  神你爲我們預備一個地方
[00:24:43.200 --> 00:24:47.200]  我又見到一個地方好像很適合可以住
[00:24:47.200 --> 00:24:50.200]  我就去聯絡地產經紀
[00:24:50.200 --> 00:24:53.200]  當時我就去見他
[00:24:53.200 --> 00:24:54.200]  他又看着我
[00:24:54.200 --> 00:24:55.200]  我又看着他
[00:24:55.200 --> 00:24:57.200]  他給了我一張卡片
[00:24:57.200 --> 00:24:59.200]  介紹一下他自己
[00:24:59.200 --> 00:25:02.200]  他說他的名字叫Emmanuel
[00:25:02.200 --> 00:25:04.200]  然後我看一看這張卡片
[00:25:04.200 --> 00:25:06.200]  他真的叫Emmanuel
[00:25:06.200 --> 00:25:09.200]  大家知不知道什麼是Emmanuel
[00:25:09.200 --> 00:25:11.200]  耳馬來釐
[00:25:11.200 --> 00:25:16.200]  當時我的感覺是神與你同在
[00:25:16.200 --> 00:25:19.200]  當時我的心都很驚
[00:25:19.200 --> 00:25:21.200]  有沒有這麼對的
[00:25:21.200 --> 00:25:23.200]  但他真的幫我找到一個適合的地方
[00:25:23.200 --> 00:25:26.200]  可以一家落腳
[00:25:26.200 --> 00:25:29.200]  原來沒有人沒有物的地方
[00:25:29.200 --> 00:25:31.200]  即使身在悉尼
[00:25:31.200 --> 00:25:33.200]  神都與我們同在同行
[00:25:33.200 --> 00:25:36.200]  神都與你們同在同行
[00:25:36.200 --> 00:25:40.200]  剛纔那首歌其實唱得很好
[00:25:40.200 --> 00:25:43.200]  歌詞說一個wonderful world
[00:25:43.200 --> 00:25:45.200]  不單止樹是綠色
[00:25:45.200 --> 00:25:46.200]  天是藍色
[00:25:46.200 --> 00:25:48.200]  雲是白色
[00:25:48.200 --> 00:25:50.200]  還要有朋友
[00:25:50.200 --> 00:25:52.200]  有同行的人
[00:25:52.200 --> 00:25:54.200]  在身邊彼此的問候
[00:25:54.200 --> 00:25:56.200]  彼此的關心
[00:25:56.200 --> 00:25:58.200]  有願意幫助自己的人
[00:25:58.200 --> 00:26:00.200]  有共鳴的同行者
[00:26:00.200 --> 00:26:04.200]  就是一個wonderful world
[00:26:04.200 --> 00:26:07.200]  神願意來到你那裏
[00:26:07.200 --> 00:26:09.200]  和你去同行
[00:26:09.200 --> 00:26:12.200]  信息在最後
[00:26:12.200 --> 00:26:15.200]  我想和大家彼此提醒的是
[00:26:15.200 --> 00:26:19.200]  神願意來到你那裏
[00:26:19.200 --> 00:26:21.200]  和你去同行
[00:26:21.200 --> 00:26:25.200]  並且神會爲你帶來最終的盼望
[00:26:25.200 --> 00:26:29.200]  我民生侍奉神的念頭
[00:26:29.200 --> 00:26:32.200]  是始於南亞大海嘯
[00:26:32.200 --> 00:26:35.200]  即是2000年初的時候
[00:26:35.200 --> 00:26:38.200]  當時我和一個失去了老婆子女的漁夫
[00:26:38.200 --> 00:26:40.200]  的一段對話
[00:26:40.200 --> 00:26:42.200]  是起始點
[00:26:42.200 --> 00:26:45.200]  當時我只有20歲
[00:26:45.200 --> 00:26:47.200]  第一次接觸一個人
[00:26:47.200 --> 00:26:49.200]  失去全家
[00:26:49.200 --> 00:26:51.200]  我第一次見到什麼叫做綻望
[00:26:51.200 --> 00:26:53.200]  不是我在他身上見到
[00:26:53.200 --> 00:26:55.200]  我出世成長的地方
[00:26:55.200 --> 00:26:57.200]  是一個小社區
[00:26:57.200 --> 00:26:59.200]  香港一個小城鎮
[00:26:59.200 --> 00:27:02.200]  但最近成爲了國際新聞的焦點
[00:27:02.200 --> 00:27:05.200]  Tai Po 大家聽過吧
[00:27:05.200 --> 00:27:07.200]  未必懂得大埔
[00:27:07.200 --> 00:27:09.200]  其實我是大埔人
[00:27:09.200 --> 00:27:11.200]  我在大埔住的
[00:27:11.200 --> 00:27:13.200]  結婚之前
[00:27:13.200 --> 00:27:17.200]  二十多年我都是在大埔成長和生活
[00:27:17.200 --> 00:27:22.200]  新聞最近沒有報道大埔的圖片的時候
[00:27:22.200 --> 00:27:26.200]  其實我的家人已經經過手機
[00:27:26.200 --> 00:27:28.200]  發了一些短片給我看
[00:27:28.200 --> 00:27:31.200]  因爲大埔社區的人
[00:27:31.200 --> 00:27:34.200]  自己有些大埔社區的羣組
[00:27:34.200 --> 00:27:37.200]  焚燒那幾棟樓宇
[00:27:37.200 --> 00:27:40.200]  我去過那裏的朋友家裏玩
[00:27:40.200 --> 00:27:43.200]  住在大埔的人就知道
[00:27:43.200 --> 00:27:45.200]  小朋友都喜歡踩單車
[00:27:45.200 --> 00:27:47.200]  我小學三年級的時候
[00:27:47.200 --> 00:27:50.200]  我和朋友踩單車由大埔踩到沙田
[00:27:50.200 --> 00:27:53.200]  每次都經過那個地方
[00:27:53.200 --> 00:27:56.200]  因爲那個地方是吐露港的起點
[00:27:56.200 --> 00:28:00.200]  所以當我收到大埔這個社區裏面
[00:28:00.200 --> 00:28:02.200]  一些真實的故事的時候
[00:28:02.200 --> 00:28:06.200]  都會想起不少事情
[00:28:06.200 --> 00:28:09.200]  我就和大家分享一些
[00:28:09.200 --> 00:28:11.200]  我在一些社區裏面收到
[00:28:11.200 --> 00:28:13.200]  有血有肉真實的事情
[00:28:13.200 --> 00:28:16.200]  其中一段信息是這樣說的
[00:28:16.200 --> 00:28:19.200]  從屋裏面的相片
[00:28:19.200 --> 00:28:23.200]  認出一位女士的丈夫的遺體
[00:28:23.200 --> 00:28:26.200]  家人就抱頭痛哭
[00:28:26.200 --> 00:28:30.200]  明天家人要去殮房正式認遺體
[00:28:30.200 --> 00:28:33.200]  其實都已經難以辨認
[00:28:33.200 --> 00:28:35.200]  只是靠一張照片
[00:28:35.200 --> 00:28:39.200]  在屋裏面一張照片就覺得是她了
[00:28:39.200 --> 00:28:42.200]  而社區的人士也都作出了統計
[00:28:42.200 --> 00:28:44.200]  新聞都有報道
[00:28:44.200 --> 00:28:48.200]  現在大埔罹難的人的年紀
[00:28:48.200 --> 00:28:53.200]  是由一歲去到九十七歲
[00:28:53.200 --> 00:28:59.200]  這個世界是不是真的一個奇妙的世界呢?
[00:28:59.200 --> 00:29:03.200]  聖經從來都沒有否認這個世界的破碎
[00:29:03.200 --> 00:29:06.200]  反而正正是在破碎之中
[00:29:06.200 --> 00:29:09.200]  神的光才顯得更加的真實
[00:29:09.200 --> 00:29:14.200]  剛纔那首歌《Wonderful World》
[00:29:14.200 --> 00:29:16.200]  在1970年代錄音的時候
[00:29:16.200 --> 00:29:19.200]  其實是第一個版本
[00:29:19.200 --> 00:29:20.200]  這個版本
[00:29:20.200 --> 00:29:22.200]  以前的歌你知道是很老套的
[00:29:22.200 --> 00:29:25.200]  唱之前是有一些對白的
[00:29:25.200 --> 00:29:28.200]  要說一些東西然後纔開歌唱
[00:29:28.200 --> 00:29:31.200]  《Louis Armstrong》這首歌最初
[00:29:31.200 --> 00:29:34.200]  也有一個開場的讀白
[00:29:34.200 --> 00:29:36.200]  讀白是這樣的
[00:29:36.200 --> 00:29:38.200]  我讀給大家聽
[00:29:38.200 --> 00:29:43.200]  有些年輕人經常跟我說
[00:29:43.200 --> 00:29:47.200]  叔叔你說這個世界是一個美好的世界
[00:29:47.200 --> 00:29:49.200]  是什麼意思啊?
[00:29:49.200 --> 00:29:53.200]  你看到處都是戰爭
[00:29:53.200 --> 00:29:55.200]  這都叫美好嗎?
[00:29:55.200 --> 00:29:58.200]  又有飢餓污染
[00:29:58.200 --> 00:30:00.200]  哪裏美好呢?
[00:30:00.200 --> 00:30:05.200]  不過你不妨聽叔叔說兩句
[00:30:05.200 --> 00:30:09.200]  其實不是這個世界原本那麼糟糕
[00:30:09.200 --> 00:30:12.200]  是我們對它做了一些事情
[00:30:12.200 --> 00:30:14.200]  我想說的是
[00:30:14.200 --> 00:30:18.200]  如果我們願意給這個世界一個機會
[00:30:18.200 --> 00:30:22.200]  你就會看到它其實可以是多麼的美好
[00:30:26.200 --> 00:30:30.200]  所以《Louis Armstrong》說年輕人
[00:30:30.200 --> 00:30:33.200]  愛就是那個祕訣
[00:30:33.200 --> 00:30:36.200]  如果有更多的人願意彼此相愛
[00:30:36.200 --> 00:30:39.200]  我們是能夠解決更多的事情
[00:30:39.200 --> 00:30:42.200]  這個世界也可以變得更加的美好
[00:30:42.200 --> 00:30:43.200]  弟兄姊妹
[00:30:43.200 --> 00:30:45.200]  人的愛是有限的
[00:30:45.200 --> 00:30:47.200]  但是神的愛是無限的
[00:30:47.200 --> 00:30:49.200]  或者一個wonderful world
[00:30:49.200 --> 00:30:53.200]  不是單單我們互相有幾個人彼此相愛
[00:30:53.200 --> 00:30:57.200]  而是我們也很需要神的愛
[00:30:57.200 --> 00:30:58.200]  各位
[00:30:58.200 --> 00:30:59.200]  聖經說
[00:30:59.200 --> 00:31:00.200]  神是愛
[00:31:00.200 --> 00:31:03.200]  聖誕是神的愛
[00:31:03.200 --> 00:31:05.200]  臨到每一個人
[00:31:05.200 --> 00:31:07.200]  因爲耶穌基督的降生
[00:31:07.200 --> 00:31:10.200]  你的黑暗不再是終點
[00:31:10.200 --> 00:31:12.200]  因爲耶穌基督的同行
[00:31:12.200 --> 00:31:16.200]  你的道路不會孤單
[00:31:16.200 --> 00:31:18.200]  因爲耶穌基督在來
[00:31:18.200 --> 00:31:21.200]  眼望不再只是幻想
[00:31:21.200 --> 00:31:23.200]  而是一個應許
[00:31:23.200 --> 00:31:24.200]  所以我邀請你
[00:31:24.200 --> 00:31:25.200]  亦相信神
[00:31:25.200 --> 00:31:26.200]  跟隨神
[00:31:26.200 --> 00:31:28.200]  接受神的愛
[00:31:28.200 --> 00:31:31.200]  我是真心盼望你接受邀請
[00:31:31.200 --> 00:31:34.200]  讓我們在再世有限的年日
[00:31:34.200 --> 00:31:36.200]  能夠與神一起
[00:31:36.200 --> 00:31:39.200]  以愛去讓這個世界變得更好
[00:31:39.200 --> 00:31:42.200]  這就是神給我們最終的盼望
[00:31:42.200 --> 00:31:44.200]  讓我們低頭祈禱
[00:31:44.200 --> 00:31:48.200]  親愛的主我們感謝你
[00:31:48.200 --> 00:31:50.200]  因爲好在世界有你
[00:31:50.200 --> 00:31:53.200]  我們就見得到盼望
[00:31:53.200 --> 00:31:58.200]  父神要使我們被一切的事情
[00:31:58.200 --> 00:32:00.200]  吸引走的時候
[00:32:00.200 --> 00:32:01.200]  你就提醒我們
[00:32:01.200 --> 00:32:04.200]  其實我們真正需要的是你
[00:32:04.200 --> 00:32:07.200]  正如剛纔的詩歌如月所講
[00:32:07.200 --> 00:32:09.200]  有很多事情我們要去跨過
[00:32:09.200 --> 00:32:11.200]  但是父神我們今天的祈求
[00:32:11.200 --> 00:32:14.200]  我們不想一個人跨過
[00:32:14.200 --> 00:32:17.200]  我們想你和我們一起跨過
[00:32:17.200 --> 00:32:20.200]  我們想有你在我們身邊與我們同行
[00:32:20.200 --> 00:32:23.200]  親愛的恩主願以這個聖誕
[00:32:23.200 --> 00:32:26.200]  在今年來到年終的時候
[00:32:26.200 --> 00:32:28.200]  你給我們有好的提醒
[00:32:28.200 --> 00:32:30.200]  珍惜我們所擁有的
[00:32:30.200 --> 00:32:33.200]  亦明白這個世界中言頗衰
[00:32:33.200 --> 00:32:35.200]  但我們要主耶穌基督
[00:32:35.200 --> 00:32:37.200]  亦讓我們更加看到
[00:32:37.200 --> 00:32:38.200]  一些未認識你的人
[00:32:38.200 --> 00:32:40.200]  其實何等的需要
[00:32:40.200 --> 00:32:41.200]  父神我們祈求
[00:32:41.200 --> 00:32:43.200]  要使這個世界今天
[00:32:43.200 --> 00:32:44.200]  有人很需要認識你
[00:32:44.200 --> 00:32:47.200]  但是他未認識求主你行使大能
[00:32:47.200 --> 00:32:50.200]  派天使將主的盼望
[00:32:50.200 --> 00:32:52.200]  福音的美好
[00:32:52.200 --> 00:32:54.200]  帶到他們的生命當中
[00:32:54.200 --> 00:32:56.200]  不要叫人有新的生命
[00:32:56.200 --> 00:32:58.200]  叫人能夠認識你
[00:32:58.200 --> 00:33:01.200]  作永生有美好的生活
[00:33:01.200 --> 00:33:03.200]  他們的世界變得更美好
[00:33:03.200 --> 00:33:04.200]  求主你教導我們
[00:33:04.200 --> 00:33:05.200]  作一個微小的人
[00:33:05.200 --> 00:33:08.200]  亦在當中能夠盡一點的綿力
[00:33:08.200 --> 00:33:11.200]  教導我們如何將我們的生命
[00:33:11.200 --> 00:33:12.200]  化爲一個器皿
[00:33:12.200 --> 00:33:15.200]  地主你即使只是用一點
[00:33:15.200 --> 00:33:17.200]  父神我們都願意
[00:33:17.200 --> 00:33:19.200]  我們祈禱奉耶穌你的名
