
[00:00:00.000 --> 00:00:07.280]  如果你是對於Tricup記是有掙扎的
[00:21:48.900 --> 00:21:51.580]  在十字架上彰顯來到這個世界
[00:21:51.580 --> 00:21:55.020]  而這個回眸的誕生
[00:21:55.020 --> 00:21:57.460]  真正的回眸、新的世界
[00:21:57.460 --> 00:21:59.340]  來到這個有罪的世界
[00:21:59.340 --> 00:22:01.260]  不斷在這個世界擴張
[00:22:01.260 --> 00:22:05.540]  以致這個世界可以得到更新、最後的拯救
[00:22:05.540 --> 00:22:07.300]  哇!一輪罪說了很多
[00:22:07.300 --> 00:22:10.340]  希望大家都聽得明白一點
[00:22:10.340 --> 00:22:12.500]  也都希望你可以看到
[00:22:12.500 --> 00:22:16.900]  為什麼這段聖經要寫得這麼長
[00:22:16.900 --> 00:22:18.460]  也都是這麼仔細
[00:22:18.460 --> 00:22:19.980]  也都是這麼美麗
[00:22:19.980 --> 00:22:21.900]  願耶穌基督的榮耀
[00:22:21.900 --> 00:22:24.220]  深深的印在我們的身上
