
[00:00:00.000 --> 00:00:03.800]  從猜算哥哥變成猜算阿伯
[00:20:11.200 --> 00:20:13.200]  當時以色列人有一個信念
[00:20:13.200 --> 00:20:16.200]  原來他以為資產只有地上的
[00:20:16.200 --> 00:20:19.200]  所以在利未記裡面說到
[00:20:19.200 --> 00:20:21.200]  他說你們承受地產的時候
[00:20:21.200 --> 00:20:24.200]  應該將一切交給下一代
[00:20:24.200 --> 00:20:26.200]  不要折磨其他外地人
[00:20:26.200 --> 00:20:29.200]  他們是寬恕
[00:20:29.200 --> 00:20:33.200]  能夠明白到
[00:20:33.200 --> 00:20:35.200]  產業
[00:20:35.200 --> 00:20:37.200]  其實地上的產業
[00:20:37.200 --> 00:20:40.200]  不夠天上的產業的重要
[00:20:40.200 --> 00:20:42.200]  因為地上的產業
[00:20:42.200 --> 00:20:44.200]  可能會貶值
[00:20:44.200 --> 00:20:46.200]  可能被人偷走
[00:20:46.200 --> 00:20:48.200]  但是天上的產業
[00:20:48.200 --> 00:20:50.200]  是不會扭壞
[00:20:50.200 --> 00:20:52.200]  不會沾污
[00:20:52.200 --> 00:20:54.200]  不會衰殘
[00:20:54.200 --> 00:20:57.200]  所以
[00:20:57.200 --> 00:20:59.200]  給得提醒這班
[00:20:59.200 --> 00:21:02.200]  受苦受難的信徒
[00:21:02.200 --> 00:21:03.200]  給得多次提醒他們
[00:21:03.200 --> 00:21:04.200]  為什麼呢
[00:21:04.200 --> 00:21:07.200]  因為不單止在第一章
[00:21:07.200 --> 00:21:11.200]  告訴他們是一班寄居者
[00:21:11.200 --> 00:21:13.200]  好像難民一樣
[00:21:13.200 --> 00:21:15.200]  也在第十九節說到
[00:21:15.200 --> 00:21:18.200]  原來他們將來會重受苦難
[00:21:18.200 --> 00:21:21.200]  原來在這個背景裡面
[00:21:21.200 --> 00:21:24.200]  一班人在面對困難的時候
[00:21:24.200 --> 00:21:25.200]  他們會驚慌
[00:21:25.200 --> 00:21:26.200]  他們不知道
[00:21:26.200 --> 00:21:31.200]  我們可以將我們的將來
[00:21:31.200 --> 00:21:33.200]  交託給神
[00:21:33.200 --> 00:21:37.200]  無論是喜是樂
[00:21:37.200 --> 00:21:39.200]  有神同在
[00:21:39.200 --> 00:21:42.200]  我們可以一起解決
[00:21:42.200 --> 00:21:44.200]  近期有首流行歌
[00:21:44.200 --> 00:21:45.200]  我很少聽
[00:21:45.200 --> 00:21:46.200]  我沒有聽過
[00:21:46.200 --> 00:21:47.200]  但是很多人唱
[00:21:47.200 --> 00:21:48.200]  叫做羅生門
[00:21:48.200 --> 00:21:51.200]  原來男的可以很忠心愛一個女的
[00:21:51.200 --> 00:21:53.200]  女的可以變心
[00:21:53.200 --> 00:21:55.200]  變幻無常
[00:21:55.200 --> 00:21:58.200]  我那時候聽那首
[00:21:58.200 --> 00:22:01.200]  叫做人在旅途灑淚時
[00:22:01.200 --> 00:22:05.200]  我聽那時候又有喜又有愁
[00:22:05.200 --> 00:22:10.200]  香港人都體會到
[00:22:10.200 --> 00:22:14.200]  變幻原是永恆
[00:22:14.200 --> 00:22:16.200]  為什麼
[00:22:16.200 --> 00:22:19.200]  因為無論打風落雨
[00:22:19.200 --> 00:22:21.200]  下一次或者會停天
[00:22:21.200 --> 00:22:24.200]  停天之後又會停天霹靂
[00:22:27.200 --> 00:22:32.200]  因此美德再次提醒
[00:22:32.200 --> 00:22:37.200]  那些住在驚慌動日的信徒
[00:22:37.200 --> 00:22:39.200]  受到尼祿王打擊的信徒
[00:22:39.200 --> 00:22:40.200]  去四散
[00:22:40.200 --> 00:22:43.200]  告訴你不要害怕
[00:22:43.200 --> 00:22:44.200]  你有一個新的生命
[00:22:44.200 --> 00:22:45.200]  有一個新的身份
[00:22:45.200 --> 00:22:48.200]  就是主耶穌基督用寶贖了你
[00:22:48.200 --> 00:22:50.200]  已經將你聚
[00:22:50.200 --> 00:22:53.200]  洗得乾乾淨淨
[00:22:53.200 --> 00:22:55.200]  以至你能夠繼續上路
[00:22:55.200 --> 00:22:56.200]  不僅如此
[00:22:56.200 --> 00:22:57.200]  還告訴你
[00:22:57.200 --> 00:23:01.200]  你可以繼續有活潑的盼望
[00:23:01.200 --> 00:23:03.200]  人活著需要有盼望
[00:23:03.200 --> 00:23:06.200]  有盼望的時候就能夠繼續活著
[00:23:06.200 --> 00:23:08.200]  今年四月的時候
[00:23:08.200 --> 00:23:10.200]  在尼泊爾有一個地方
[00:23:10.200 --> 00:23:11.200]  叫做加德滿都
[00:23:11.200 --> 00:23:13.200]  經歷過八級大地震
[00:23:13.200 --> 00:23:14.200]  八級大地震裏面
[00:23:14.200 --> 00:23:18.200]  又令到有八千人受傷
[00:23:18.200 --> 00:23:23.200]  有很多人喪命
[00:23:23.200 --> 00:23:25.200]  第一天地震之後
[00:23:25.200 --> 00:23:27.200]  很多人在泥堆裏面
[00:23:27.200 --> 00:23:29.200]  重獲新生
[00:23:29.200 --> 00:23:30.200]  第二天就少了
[00:23:30.200 --> 00:23:31.200]  第三天更加少
[00:23:31.200 --> 00:23:33.200]  第四天沒有什麼希望
[00:23:33.200 --> 00:23:35.200]  第五天有奇蹟出現
[00:23:35.200 --> 00:23:37.200]  有個少年人是十五歲的
[00:23:37.200 --> 00:23:39.200]  他被挖了出來
[00:23:39.200 --> 00:23:40.200]  有人訪問他
[00:23:40.200 --> 00:23:42.200]  為什麼你能夠再求生
[00:23:42.200 --> 00:23:44.200]  他說帶著一個希望
[00:23:44.200 --> 00:23:45.200]  什麼希望
[00:23:45.200 --> 00:23:46.200]  他說知道
[00:23:46.200 --> 00:23:48.200]  總有一天得救
[00:23:48.200 --> 00:23:50.200]  他在附近有一瓶牛油
[00:23:50.200 --> 00:23:52.200]  他每天都吃牛油
[00:23:52.200 --> 00:23:55.200]  他身旁有一群人生存著
[00:23:55.200 --> 00:23:56.200]  彼此鼓勵
[00:23:56.200 --> 00:23:58.200]  因為他有這個希望的時候
[00:23:58.200 --> 00:24:01.200]  他就自己堅持要活下去
[00:24:01.200 --> 00:24:04.200]  我要活下去
[00:24:04.200 --> 00:24:12.200]  因此信徒需要一個什麼希望
[00:24:12.200 --> 00:24:14.200]  就是不能夠扭壞
[00:24:14.200 --> 00:24:15.200]  不能夠煎污
[00:24:15.200 --> 00:24:17.200]  不能夠衰殘的希望
[00:24:17.200 --> 00:24:20.200]  就像我們產義一樣
[00:24:20.200 --> 00:24:22.200]  當時以色列人的產業
[00:24:22.200 --> 00:24:24.200]  就以為只是地產
[00:24:24.200 --> 00:24:26.200]  不知道最大的產業
[00:24:26.200 --> 00:24:28.200]  就是天上的基業
[00:24:28.200 --> 00:24:30.200]  什麼叫天上的基業
[00:24:30.200 --> 00:24:31.200]  就是這個救恩
[00:24:31.200 --> 00:24:33.200]  因為救恩是不會離開我們
[00:24:33.200 --> 00:24:35.200]  不會貶值
[00:24:35.200 --> 00:24:38.200]  香港的地產其實不是很可靠
[00:24:38.200 --> 00:24:40.200]  我聽到一個專有名詞
[00:24:40.200 --> 00:24:42.200]  叫地產霸權
[00:24:42.200 --> 00:24:44.200]  那時才是贏了
[00:24:44.200 --> 00:24:46.200]  小市民那些
[00:24:46.200 --> 00:24:49.200]  好像剛才說的又升又落
[00:24:49.200 --> 00:24:53.200]  那時我的弟夫住在清水圍
[00:24:53.200 --> 00:24:55.200]  他那間屋那時叫富資產
[00:24:55.200 --> 00:24:57.200]  現在就增值得很厲害
[00:24:57.200 --> 00:24:59.200]  我不知道何時又再富資產
[00:24:59.200 --> 00:25:01.200]  富富富資產
[00:25:01.200 --> 00:25:04.200]  因為這些產業
[00:25:04.200 --> 00:25:07.200]  好像種子飄流一樣
[00:25:07.200 --> 00:25:10.200]  寄居者隨風飄散
[00:25:10.200 --> 00:25:13.200]  我需要的基業是不能夠扭壞
[00:25:13.200 --> 00:25:15.200]  不能夠煎污
[00:25:15.200 --> 00:25:18.200]  不能夠衰殘的基業
[00:25:18.200 --> 00:25:21.200]  在第五節裏面說到
[00:25:21.200 --> 00:25:24.200]  如果有一個活潑的盼望
[00:25:24.200 --> 00:25:28.200]  我們能夠繼續去上路
[00:25:28.200 --> 00:25:30.200]  因為者恩信
[00:25:30.200 --> 00:25:32.200]  蒙神能力保守的人
[00:25:32.200 --> 00:25:34.200]  在英文曆本裏面
[00:25:34.200 --> 00:25:36.200]  有解經者說
[00:25:36.200 --> 00:25:38.200]  We have been given a brand new life
[00:25:38.200 --> 00:25:40.200]  and have everything to live for
[00:25:40.200 --> 00:25:44.200]  including our future
[00:25:44.200 --> 00:25:47.200]  這個人就叫做Eugene Peterson
[00:25:47.200 --> 00:25:50.200]  在加拿大維珍修行學院
[00:25:50.200 --> 00:25:52.200]  以前是一個退休學者
[00:25:52.200 --> 00:25:54.200]  寫了一本現代版的聖經
[00:25:54.200 --> 00:25:57.200]  叫做The Message
[00:25:57.200 --> 00:26:01.200]  原來蒙神能力所保守的人
[00:26:01.200 --> 00:26:04.200]  體會到You have everything
[00:26:04.200 --> 00:26:07.200]  你已經擁有一切
[00:26:07.200 --> 00:26:10.200]  一隻手可以拿到多少
[00:26:10.200 --> 00:26:12.200]  但這隻手可以拿到一切
[00:26:12.200 --> 00:26:14.200]  在神的恩惠裏我拿到一切
[00:26:14.200 --> 00:26:17.200]  所以不需要太緊張
[00:26:17.200 --> 00:26:20.200]  其他失去的東西
[00:26:20.200 --> 00:26:23.200]  香港人不喜歡笑
[00:26:23.200 --> 00:26:24.200]  我太太說我為何不喜歡笑
[00:26:24.200 --> 00:26:26.200]  我也是香港人
[00:26:26.200 --> 00:26:28.200]  一笑人家覺得你很邪惡
[00:26:28.200 --> 00:26:29.200]  她說不信任你
[00:26:29.200 --> 00:26:31.200]  香港人你跟他說早晨
[00:26:31.200 --> 00:26:33.200]  他會走開
[00:26:33.200 --> 00:26:34.200]  面對笑的時候
[00:26:34.200 --> 00:26:39.200]  你以為你是賣地產的
[00:26:39.200 --> 00:26:41.200]  難怪香港人快樂恩情
[00:26:41.200 --> 00:26:44.200]  因素是尾四
[00:26:44.200 --> 00:26:46.200]  我們需要有一個信念
[00:26:46.200 --> 00:26:47.200]  甚麼信念呢
[00:26:47.200 --> 00:26:50.200]  我們是蒙神簡樹的人
[00:26:50.200 --> 00:26:53.200]  雖然我們是寄居者
[00:26:53.200 --> 00:26:57.200]  但我的盼望是不能夠拿走
[00:26:57.200 --> 00:27:06.200]  我在伊拉克和敘利亞的時候
[00:27:06.200 --> 00:27:10.200]  體會到伊斯蘭國製造了很多業
[00:27:10.200 --> 00:27:13.200]  一些人是不能夠承受的
[00:27:13.200 --> 00:27:15.200]  我看看
[00:27:15.200 --> 00:27:19.200]  聯合國今年四月出了一個運動
[00:27:19.200 --> 00:27:20.200]  它說
[00:27:20.200 --> 00:27:27.200]  What does it take to end the crisis in Syria
[00:27:27.200 --> 00:27:29.200]  它說我們還需要做甚麼呢
[00:27:29.200 --> 00:27:31.200]  因為過去四年裏
[00:27:31.200 --> 00:27:33.200]  在敘利亞經歷了很大的苦難
[00:27:33.200 --> 00:27:35.200]  看看What does it take
[00:27:40.200 --> 00:27:42.200]  它說過去四年
[00:27:42.200 --> 00:27:46.200]  敘利亞的數字不停增加
[00:27:46.200 --> 00:27:47.200]  甚麼數字呢
[00:27:47.200 --> 00:27:50.200]  原來有22萬人被殺
[00:27:50.200 --> 00:27:52.200]  仍然在增加
[00:27:52.200 --> 00:27:56.200]  有100萬人受傷害
[00:27:56.200 --> 00:28:00.200]  有200萬的學童失學
[00:28:00.200 --> 00:28:05.200]  有近乎4萬的難民
[00:28:05.200 --> 00:28:10.200]  有近乎1100萬的人被迫離開家園
[00:28:10.200 --> 00:28:18.200]  有近乎1200萬人住在生活性貧窮線之下
[00:28:18.200 --> 00:28:20.200]  這班人最需要甚麼呢
[00:28:20.200 --> 00:28:23.200]  就是希望的訊息
[00:28:23.200 --> 00:28:25.200]  我去到伊拉克的時候
[00:28:25.200 --> 00:28:29.200]  我都不知道原來人所想要的
[00:28:29.200 --> 00:28:30.200]  一會兒都沒有了
[00:28:30.200 --> 00:28:33.200]  我去過銀行和一些弟兄姊妹
[00:28:33.200 --> 00:28:34.200]  他們說要去銀行
[00:28:34.200 --> 00:28:36.200]  原來要帶一個大行李箱去
[00:28:36.200 --> 00:28:38.200]  整個行李箱的紙幣
[00:28:38.200 --> 00:28:40.200]  原來只剩下一千元美金
[00:28:40.200 --> 00:28:41.200]  一大袋
[00:28:41.200 --> 00:28:43.200]  這百萬富翁只剩下一千元美金
[00:28:43.200 --> 00:28:45.200]  怎麼這麼快
[00:28:45.200 --> 00:28:48.200]  我又去探望難民營
[00:28:48.200 --> 00:28:50.200]  看看他們怎樣住
[00:28:50.200 --> 00:28:51.200]  播放一下難民營
[00:28:51.200 --> 00:28:53.200]  他們的生活近況是怎樣的呢
[00:28:53.200 --> 00:28:58.200]  原來難民營裏面
[00:28:58.200 --> 00:29:00.200]  播放了
[00:29:00.200 --> 00:29:02.200]  I speak Chinese
[00:29:02.200 --> 00:29:04.200]  這裏有兩家人住
[00:29:04.200 --> 00:29:06.200]  人頭收了床褥
[00:29:06.200 --> 00:29:08.200]  晚上放床褥在這裏住
[00:29:08.200 --> 00:29:23.200]  一眼看完
[00:29:23.200 --> 00:29:27.200]  兩個家人住在棺材房
[00:29:27.200 --> 00:29:30.200]  只放了七張床褥
[00:29:30.200 --> 00:29:33.200]  這些人將來會住十年
[00:29:33.200 --> 00:29:34.200]  為甚麼
[00:29:34.200 --> 00:29:35.200]  作為難民
[00:29:35.200 --> 00:29:39.200]  想移民最少要經歷十年的審查
[00:29:39.200 --> 00:29:45.200]  人有時候會沒有希望
[00:29:45.200 --> 00:29:46.200]  如果沒有耶穌基督
[00:29:46.200 --> 00:29:50.200]  我有一個姊妹在約旦
[00:29:50.200 --> 00:29:51.200]  她說了一個故事給我聽
[00:29:51.200 --> 00:29:52.200]  令我很擇心
[00:29:52.200 --> 00:29:54.200]  她說她一樣去到伊拉克
[00:29:54.200 --> 00:29:56.200]  因為她有個親友在那裏
[00:29:56.200 --> 00:29:58.200]  她的親友擁有很大的物業
[00:29:58.200 --> 00:30:00.200]  她說你要走了
[00:30:00.200 --> 00:30:01.200]  伊斯蘭國會來騷擾你的
[00:30:01.200 --> 00:30:02.200]  她說她不走
[00:30:02.200 --> 00:30:03.200]  她已經預備好了
[00:30:03.200 --> 00:30:04.200]  她預備好了甚麼
[00:30:04.200 --> 00:30:06.200]  她說買了一支槍
[00:30:06.200 --> 00:30:08.200]  這個老人家買了一支槍
[00:30:08.200 --> 00:30:09.200]  很厲害
[00:30:09.200 --> 00:30:13.200]  原來她是一個女戰神
[00:30:13.200 --> 00:30:16.200]  誰知後來消息說
[00:30:16.200 --> 00:30:17.200]  當伊斯蘭國來的時候
[00:30:17.200 --> 00:30:19.200]  第一支就用一支槍
[00:30:19.200 --> 00:30:22.200]  了結了自己的生命
[00:30:22.200 --> 00:30:25.200]  因為活著沒有希望
[00:30:27.200 --> 00:30:29.200]  人需要有希望
[00:30:29.200 --> 00:30:30.200]  這個希望是怎樣呢
[00:30:30.200 --> 00:30:33.200]  這個希望是不會扭壞
[00:30:33.200 --> 00:30:34.200]  這個希望不會戰亂
[00:30:34.200 --> 00:30:36.200]  這個希望是不會衰殘
[00:30:36.200 --> 00:30:38.200]  就像飢餓一樣
[00:30:38.200 --> 00:30:39.200]  這個希望呢
[00:30:39.200 --> 00:30:41.200]  能夠知道神能夠保守我們
[00:30:41.200 --> 00:30:46.200]  沒有一個保險
[00:30:46.200 --> 00:30:48.200]  是向神買保險
[00:30:48.200 --> 00:30:50.200]  更加的可貴
[00:30:50.200 --> 00:30:52.200]  因為祂能夠保守我們
[00:30:52.200 --> 00:30:56.200]  讓我們能夠擁有一切
[00:30:56.200 --> 00:30:57.200]  恭喜每一個
[00:30:57.200 --> 00:31:00.200]  如果你明白你是天國的子民的時候
[00:31:00.200 --> 00:31:02.200]  地上沒有樓
[00:31:02.200 --> 00:31:03.200]  待會你出去的時候
[00:31:03.200 --> 00:31:04.200]  有人叫你買樓
[00:31:04.200 --> 00:31:06.200]  你已經買了在上面
[00:31:06.200 --> 00:31:08.200]  如果你今天
[00:31:08.200 --> 00:31:11.200]  仍然帶著很多秘密的時候
[00:31:11.200 --> 00:31:12.200]  恭喜你
[00:31:12.200 --> 00:31:14.200]  因為你是天國的子民
[00:31:14.200 --> 00:31:17.200]  你是被神的血灑的人
[00:31:17.200 --> 00:31:19.200]  能夠乾乾淨淨
[00:31:19.200 --> 00:31:21.200]  站得直直
[00:31:22.200 --> 00:31:26.200]  因為神已經將我們的罪洗淨
[00:31:26.200 --> 00:31:29.200]  讓我們能夠重新上路
[00:31:29.200 --> 00:31:31.200]  多謝神預備將來
[00:31:31.200 --> 00:31:33.200]  因為末世祂要再顯現
[00:31:33.200 --> 00:31:36.200]  再一次將救恩恩典給我們
[00:31:36.200 --> 00:31:37.200]  讓我明白到
[00:31:37.200 --> 00:31:40.200]  今天我所面對的
[00:31:40.200 --> 00:31:43.200]  原來都是一些很微小的事情
[00:31:43.200 --> 00:31:46.200]  不要太過執著
[00:31:46.200 --> 00:31:50.200]  作為一個宣教士
[00:31:50.200 --> 00:31:53.200]  其實是一個喜樂的事情
[00:31:53.200 --> 00:31:55.200]  雖然我好像什麼都沒有
[00:31:55.200 --> 00:31:57.200]  但是原來我有一件事
[00:31:57.200 --> 00:31:59.200]  可以交給我三個兒子
[00:31:59.200 --> 00:32:01.200]  就是屬靈的產業
[00:32:01.200 --> 00:32:05.200]  他可以承受屬靈的產業
[00:32:05.200 --> 00:32:07.200]  屬靈的產業就是
[00:32:07.200 --> 00:32:08.200]  當遇見困難的時候
[00:32:08.200 --> 00:32:09.200]  可以去面對
[00:32:09.200 --> 00:32:11.200]  當他面對失意的時候
[00:32:11.200 --> 00:32:12.200]  可以重新上路
[00:32:12.200 --> 00:32:14.200]  當他覺得是不如意的時候
[00:32:14.200 --> 00:32:16.200]  可以再抬起頭來
[00:32:18.200 --> 00:32:21.200]  這個產業才不會變化
[00:32:21.200 --> 00:32:23.200]  In Christ alone
[00:32:23.200 --> 00:32:25.200]  在耶穌基督裡面
[00:32:25.200 --> 00:32:26.200]  I have everything
[00:32:26.200 --> 00:32:28.200]  我已經擁有一切
[00:32:28.200 --> 00:32:32.200]  這個世界越來越亂
[00:32:32.200 --> 00:32:34.200]  好像伊斯蘭國
[00:32:34.200 --> 00:32:37.200]  為什麼這麼殘酷地面對這個世界
[00:32:37.200 --> 00:32:39.200]  他覺得原來這個世界裡面
[00:32:39.200 --> 00:32:40.200]  有一個神
[00:32:40.200 --> 00:32:43.200]  另一個名字叫Almighty
[00:32:43.200 --> 00:32:45.200]  Almighty這個字
[00:32:45.200 --> 00:32:48.200]  就是說當這個世界越黑暗
[00:32:48.200 --> 00:32:49.200]  越混亂的時候
[00:32:49.200 --> 00:32:51.200]  Almighty就會出現
[00:32:51.200 --> 00:32:53.200]  Almighty的意思就是領導者
[00:32:53.200 --> 00:32:55.200]  會帶著火把去領導
[00:32:55.200 --> 00:32:57.200]  但是這些穆斯林
[00:32:57.200 --> 00:32:59.200]  越領導
[00:32:59.200 --> 00:33:02.200]  這個新的領導者就越混亂
[00:33:02.200 --> 00:33:05.200]  我在印度的時候
[00:33:05.200 --> 00:33:08.200]  這個世紀叫做Akali
[00:33:08.200 --> 00:33:10.200]  是一個末世的時候
[00:33:10.200 --> 00:33:11.200]  卡里女神的時候
[00:33:11.200 --> 00:33:13.200]  卡里女神有六隻手
[00:33:13.200 --> 00:33:15.200]  是拿著不同的武器
[00:33:15.200 --> 00:33:17.200]  她會斬
[00:33:17.200 --> 00:33:19.200]  她會懲罰
[00:33:19.200 --> 00:33:21.200]  感謝我們的神
[00:33:21.200 --> 00:33:23.200]  雖然在末世
[00:33:23.200 --> 00:33:24.200]  但是聖經裡面說到
[00:33:24.200 --> 00:33:26.200]  她是一位有憐憫
[00:33:26.200 --> 00:33:27.200]  憐憫的意思就是說
[00:33:27.200 --> 00:33:29.200]  她是一個悲天憫人
[00:33:29.200 --> 00:33:32.200]  破碎心上感同身受的神
[00:33:32.200 --> 00:33:34.200]  她知道我們的苦楚
[00:33:34.200 --> 00:33:37.200]  和我們一起去面對
[00:33:37.200 --> 00:33:39.200]  親愛的弟兄姊妹
[00:33:39.200 --> 00:33:42.200]  你們因著夢神所解說
[00:33:42.200 --> 00:33:45.200]  明白到你們夢神能力保守的人
[00:33:45.200 --> 00:33:49.200]  必能得著預備
[00:33:49.200 --> 00:33:51.200]  裡面的意思就是說
[00:33:51.200 --> 00:33:53.200]  必定能夠神的供應豐富
[00:33:53.200 --> 00:33:58.200]  因為必定能夠和你去面對將來的困難
[00:33:58.200 --> 00:34:00.200]  過去的失敗
[00:34:00.200 --> 00:34:02.200]  不穩定的變化
[00:34:02.200 --> 00:34:04.200]  無常的將來
[00:34:04.200 --> 00:34:06.200]  所以我們能夠笑對風雲
[00:34:06.200 --> 00:34:09.200]  無論現象是怎樣
[00:34:09.200 --> 00:34:14.200]  有一個喜歡寫畫的
[00:34:14.200 --> 00:34:18.200]  或者喜歡寫一些很鼓勵華語的
[00:34:18.200 --> 00:34:20.200]  叫做紀米
[00:34:20.200 --> 00:34:22.200]  我在Facebook那裡
[00:34:22.200 --> 00:34:24.200]  面書看到一幅畫
[00:34:24.200 --> 00:34:27.200]  很黑很黑很暗
[00:34:27.200 --> 00:34:29.200]  然後有一條船
[00:34:29.200 --> 00:34:31.200]  望向這些黑夜裡面
[00:34:31.200 --> 00:34:34.200]  有一些黃色的小星星在那裡
[00:34:34.200 --> 00:34:35.200]  下面寫著
[00:34:35.200 --> 00:34:39.200]  當黑夜越黑越暗的時候
[00:34:39.200 --> 00:34:43.200]  就是星光燦爛的時候
[00:34:43.200 --> 00:34:45.200]  都有一些真理
[00:34:45.200 --> 00:34:47.200]  如果我們願意做小星星的時候
[00:34:47.200 --> 00:34:50.200]  無論外面多黑暗
[00:34:50.200 --> 00:34:54.200]  我們都可以照亮這個世界
[00:34:54.200 --> 00:34:56.200]  你有沒有預備
[00:34:56.200 --> 00:34:59.200]  你願意作為神的小星星
[00:34:59.200 --> 00:35:02.200]  去照亮別人
[00:35:02.200 --> 00:35:05.200]  你有沒有預備
[00:35:05.200 --> 00:35:08.200]  面對黑暗世界的時候
[00:35:08.200 --> 00:35:11.200]  將你的生命成為火把
[00:35:11.200 --> 00:35:13.200]  照亮這個世界
[00:35:13.200 --> 00:35:15.200]  我們一起祈禱
[00:35:15.200 --> 00:35:17.200]  愛我們的神
[00:35:17.200 --> 00:35:20.200]  願意你的話語成為我們的鼓勵
[00:35:20.200 --> 00:35:22.200]  願意因為我們相信
[00:35:22.200 --> 00:35:24.200]  成為夢神能力保守的人
[00:35:24.200 --> 00:35:26.200]  經歷力所預備
[00:35:26.200 --> 00:35:29.200]  願意我們繼續去體會
[00:35:29.200 --> 00:35:34.200]  去感受你顯現救恩這個能力
[00:35:34.200 --> 00:35:36.200]  願意神你的補血
[00:35:36.200 --> 00:35:38.200]  繼續提醒我們
[00:35:38.200 --> 00:35:39.200]  你有憐憫
[00:35:39.200 --> 00:35:41.200]  你給我們活潑的盼望
[00:35:41.200 --> 00:35:42.200]  你從死裡復活
[00:35:42.200 --> 00:35:45.200]  讓我們重新上路
[00:35:45.200 --> 00:35:47.200]  求主耶穌的愛
[00:35:47.200 --> 00:35:49.200]  激勵我們每一天
[00:35:49.200 --> 00:35:51.200]  繼續活潑地
[00:35:51.200 --> 00:35:54.200]  將這個盼望保持下去
[00:35:54.200 --> 00:35:56.200]  願意將神愛人
[00:35:56.200 --> 00:35:59.200]  這幾個訊息帶給近處的人
[00:35:59.200 --> 00:36:01.200]  帶給遠處的人
[00:36:01.200 --> 00:36:03.200]  在這裡醫治一群
[00:36:03.200 --> 00:36:04.200]  曾經受過傷害
[00:36:04.200 --> 00:36:07.200]  在過去裡仍然糾纏
[00:36:07.200 --> 00:36:08.200]  仍然不知道
[00:36:08.200 --> 00:36:10.200]  怎樣去揶揄自己
[00:36:10.200 --> 00:36:12.200]  揶揄別人
[00:36:12.200 --> 00:36:14.200]  他們能夠揶揄自己
[00:36:14.200 --> 00:36:15.200]  重新上路
[00:36:15.200 --> 00:36:17.200]  讓我們有一個活潑的生命
[00:36:17.200 --> 00:36:19.200]  經常有活潑的希望
[00:36:19.200 --> 00:36:20.200]  聽我們禱告
[00:36:20.200 --> 00:36:22.200]  本主耶穌基督的名字
[00:36:22.200 --> 00:36:23.200]  阿門
