
[00:00:00.000 --> 00:00:02.220]  那麼如果你有聖經的話 請你打開到
[00:17:12.580 --> 00:17:16.180]  弟兄姊妹這個新的人是跟基督聯在一起的
[00:17:16.180 --> 00:17:18.020]  是跟其他新的人
[00:17:18.020 --> 00:17:20.580]  弟兄姊妹是聯在一起的
[00:17:20.580 --> 00:17:23.580]  所以我們很有把握
[00:17:23.580 --> 00:17:26.460]  這也是為什麼我們信了主之後
[00:17:26.460 --> 00:17:28.020]  我們不可以
[00:17:28.020 --> 00:17:29.940]  叫做什麼
[00:17:29.940 --> 00:17:35.580]  自己一個人
[00:17:35.580 --> 00:17:38.180]  不可能的
[00:17:38.180 --> 00:17:41.420]  我們必須要跟教會
[00:17:41.420 --> 00:17:42.980]  我們必須要在教會裡面
[00:17:42.980 --> 00:17:43.900]  我不是說教會裡面
[00:17:43.900 --> 00:17:46.180]  所有的人都是重生得救的
[00:17:46.180 --> 00:17:51.740]  但是我們必須要跟其他的弟兄姊妹
[00:17:51.740 --> 00:17:53.420]  真正信主的弟兄姊妹
[00:17:53.420 --> 00:17:54.860]  跟他一起聯合
[00:17:54.860 --> 00:17:56.780]  跟他一起在教會裡面服事
[00:17:56.780 --> 00:17:58.420]  在教會裡面敬拜
[00:17:58.420 --> 00:18:01.340]  不是我自己在家裡面
[00:18:01.340 --> 00:18:04.340]  現在反正現在電腦上面有很多的講道的
[00:18:04.340 --> 00:18:04.900]  對不對
[00:18:04.900 --> 00:18:06.780]  也有很多的唱詩歌的
[00:18:06.780 --> 00:18:08.420]  弟兄姊妹你可以自己去看
[00:18:08.420 --> 00:18:09.140]  我告訴你
[00:18:10.100 --> 00:18:11.620]  你看了一陣子之後
[00:18:11.620 --> 00:18:13.940]  如果你真的在你裡面
[00:18:13.940 --> 00:18:15.900]  有那基督的生命在你的裡頭
[00:18:15.900 --> 00:18:17.380]  你是不會滿足的
[00:18:17.380 --> 00:18:19.060]  你絕對不會滿足的
[00:18:19.060 --> 00:18:24.620]  那麼我們在教會裡面當然也很重要
[00:18:24.620 --> 00:18:25.780]  就是我們傳道人
[00:18:25.780 --> 00:18:27.540]  我們必須要注意在教會裡面
[00:18:27.540 --> 00:18:29.500]  我們要傳講基督的道理
[00:18:29.500 --> 00:18:31.860]  我們要把基督介紹給人
[00:18:31.860 --> 00:18:33.860]  我們要把基督教給別人
[00:18:33.860 --> 00:18:36.340]  我們要學基督
[00:18:38.260 --> 00:18:40.380]  那麼在這裡二十三節
[00:18:40.380 --> 00:18:43.740]  他說又要將你們的心智改換一新
[00:18:43.740 --> 00:18:45.340]  這是一個現在式的
[00:18:45.340 --> 00:18:46.980]  換句話講
[00:18:46.980 --> 00:18:52.300]  保羅的意思就是叫我們
[00:18:52.300 --> 00:18:54.500]  不停的不斷的
[00:18:54.500 --> 00:18:57.260]  要將我們的心智改換一新
[00:18:57.260 --> 00:18:59.940]  就好像羅馬書第十二章第二節那邊所說的
[00:18:59.940 --> 00:19:00.540]  對不對
[00:19:00.540 --> 00:19:02.460]  要心意更新而變化
[00:19:02.460 --> 00:19:03.580]  每天都要
[00:19:03.580 --> 00:19:04.780]  不停的
[00:19:04.780 --> 00:19:07.020]  我們不停的我們要跟神親近
[00:19:07.020 --> 00:19:09.020]  我們不停的要去讀神的話語
[00:19:09.020 --> 00:19:11.180]  我們不停的還有一件事情
[00:19:11.180 --> 00:19:12.780]  我們看了神的話之後
[00:19:12.780 --> 00:19:15.060]  我們不停的要認罪
[00:19:15.060 --> 00:19:15.860]  悔改
[00:19:15.860 --> 00:19:19.620]  你知道我常常很驚訝
[00:19:19.620 --> 00:19:22.300]  就是有很多弟兄姐妹會告訴我說
[00:19:22.300 --> 00:19:24.740]  哇 信了主之後還要認罪
[00:19:24.740 --> 00:19:26.020]  要的
[00:19:26.020 --> 00:19:27.740]  我告訴你
[00:19:27.740 --> 00:19:28.660]  你如果不認罪
[00:19:28.660 --> 00:19:30.340]  你心裡面的良心
[00:19:30.340 --> 00:19:33.860]  會跟你衝擊的
[00:19:35.740 --> 00:19:37.540]  所以聖經上告訴我們說
[00:19:37.540 --> 00:19:38.620]  我們信了主之後
[00:19:38.620 --> 00:19:39.740]  我們不停的認罪
[00:19:39.740 --> 00:19:42.100]  讓我們的良心繼續的保持
[00:19:42.100 --> 00:19:44.380]  不會沒有被罪所污染
[00:19:44.380 --> 00:19:46.180]  沒有被罪所遮蓋
[00:19:46.180 --> 00:19:51.580]  因為我們的良心已經被主耶穌
[00:19:51.580 --> 00:19:54.500]  他自己所獻上的血洗乾淨了
[00:19:54.500 --> 00:20:01.180]  這是才能為我們所做的事情
[00:20:01.180 --> 00:20:02.580]  如果我們看
[00:20:02.580 --> 00:20:05.580]  哥羅西書第三章第五節第十節
[00:20:05.580 --> 00:20:07.060]  我們第五節到第十節
[00:20:07.060 --> 00:20:08.820]  我覺得我很快的跟你們講
[00:20:08.820 --> 00:20:11.380]  哥羅西書第三章第五節到第十節
[00:20:11.380 --> 00:20:14.820]  他說所以要致使你們在地上的肢體等等等等
[00:20:14.820 --> 00:20:18.580]  如淫亂 污穢等等等等
[00:20:18.580 --> 00:20:22.140]  因這些事神的憤怒必臨到那悖逆之子
[00:20:22.140 --> 00:20:24.220]  當你們在這些事中活著的時候
[00:20:24.220 --> 00:20:25.940]  也曾這樣行過
[00:20:25.940 --> 00:20:26.900]  第八節
[00:20:26.900 --> 00:20:30.540]  但現在你們要棄絕這一切的事
[00:20:30.540 --> 00:20:33.780]  以及腦恨 憤怒 惡毒 毀謗
[00:20:33.780 --> 00:20:35.820]  並口中污穢的言語
[00:20:35.820 --> 00:20:37.220]  不要彼此說謊
[00:20:37.220 --> 00:20:43.060]  因你們已經脫去舊人和舊人的行為
[00:20:43.060 --> 00:20:45.060]  已經穿上了新人
[00:20:45.060 --> 00:20:46.900]  這個已經是我自己加上去的
[00:20:46.900 --> 00:20:48.540]  但是從文法的結構上看
[00:20:48.540 --> 00:20:50.380]  我們知道是一個完成式
[00:20:50.380 --> 00:20:52.740]  那麼已經穿上了新人
[00:20:52.740 --> 00:20:53.820]  這個新人是什麼呢
[00:20:53.820 --> 00:20:55.980]  在知識上漸漸更新
[00:20:55.980 --> 00:20:59.460]  正如趙他祖的形象
[00:20:59.460 --> 00:21:02.220]  那麼在已夫所書裡面就告訴我們
[00:21:02.220 --> 00:21:03.940]  我們接受了這個新的人
[00:21:03.940 --> 00:21:05.140]  這個新的人是什麼
[00:21:05.140 --> 00:21:08.620]  有真理的人意和聖潔
[00:21:08.620 --> 00:21:11.900]  我們跟亞當不一樣了
[00:21:11.900 --> 00:21:14.860]  我們裡面有一個新造的人
[00:21:14.860 --> 00:21:17.740]  這個新造的人是永遠會在裡面的
[00:21:17.740 --> 00:21:20.060]  這段經文真的是很重要
[00:21:20.060 --> 00:21:20.860]  為什麼
[00:21:20.860 --> 00:21:22.340]  因為神告訴我們
[00:21:22.340 --> 00:21:25.300]  因為聖靈藉著保羅告訴我們
[00:21:25.300 --> 00:21:26.700]  當我們信主的時候
[00:21:26.700 --> 00:21:28.820]  在我們身上所發生的事情
[00:21:28.820 --> 00:21:32.540]  這個叫做conversion
[00:21:32.540 --> 00:21:37.180]  這個是憑著信心
[00:21:37.180 --> 00:21:40.700]  這段經文讓我想起來
[00:21:40.700 --> 00:21:42.140]  其實很多時候我們碰到一些
[00:21:42.140 --> 00:21:44.100]  剛剛一些信了主的基督徒
[00:21:44.100 --> 00:21:49.300]  常常會懷疑自己是否真正的信了主了
[00:21:49.300 --> 00:21:50.500]  對不對
[00:21:50.500 --> 00:21:51.620]  當他聽你講的時候
[00:21:51.620 --> 00:21:53.180]  他就說哇你講得很好
[00:21:53.180 --> 00:21:57.580]  不過因為我自己從來沒有感覺到這些事情
[00:21:57.580 --> 00:22:00.020]  我從來沒有感覺到神在我身上
[00:22:00.020 --> 00:22:01.700]  我有一個新的改變
[00:22:01.700 --> 00:22:04.940]  看一看也的確好像看不出來
[00:22:04.940 --> 00:22:07.380]  對不對
[00:22:07.380 --> 00:22:09.260]  感覺
[00:22:09.260 --> 00:22:11.460]  因為沒有經歷過
[00:22:11.460 --> 00:22:13.100]  跟我信主沒有信主
[00:22:13.100 --> 00:22:16.220]  所以有很多人在沒有信主之前
[00:22:16.220 --> 00:22:18.380]  哇像保羅一樣
[00:22:18.380 --> 00:22:20.020]  那個時候他的名字叫掃羅
[00:22:20.020 --> 00:22:22.100]  拼命地殺害基督徒
[00:22:22.100 --> 00:22:24.860]  拼命地打壓基督徒
[00:22:24.860 --> 00:22:27.620]  也許你沒有殺害
[00:22:27.620 --> 00:22:30.820]  也許你把基督徒逼的簡直是走投無路
[00:22:30.820 --> 00:22:32.460]  你還很得意對不對
[00:22:32.460 --> 00:22:34.420]  然後後來信了主之後好不容易
[00:22:34.420 --> 00:22:36.700]  哇自己在那邊掙扎半天
[00:22:36.700 --> 00:22:40.020]  最後信了主之後做起見證來的時候
[00:22:40.020 --> 00:22:45.260]  真的是讓人好像淚流滿面
[00:22:45.260 --> 00:22:46.260]  但是有的人就說
[00:22:46.260 --> 00:22:48.060]  哇我都沒有看到這些東西
[00:22:48.060 --> 00:22:51.980]  我都沒有感覺
[00:22:51.980 --> 00:22:53.340]  你知道這裡面有兩個原因
[00:22:53.340 --> 00:22:54.540]  我們為什麼會出問題
[00:22:54.540 --> 00:22:57.300]  第一個原因就是心裡面就是我看見了
[00:22:57.300 --> 00:23:00.500]  我們沒有憑著信心
[00:23:00.500 --> 00:23:04.180]  你知道感覺也是眼見
[00:23:04.180 --> 00:23:05.460]  我們追求感覺
[00:23:05.460 --> 00:23:09.220]  我們想要感覺其實是跟眼見是一樣的
[00:23:09.220 --> 00:23:11.140]  只不過不是用我們的肉眼去看
[00:23:11.140 --> 00:23:13.460]  但是我們的感覺
[00:23:13.460 --> 00:23:17.660]  所以聖經上的真理是要憑著信
[00:23:17.660 --> 00:23:19.180]  我們相信耶穌基督
[00:23:19.180 --> 00:23:22.460]  我們接受耶穌基督
[00:23:22.460 --> 00:23:24.340]  第二個原因
[00:23:24.340 --> 00:23:27.740]  是因為不知道認罪悔改
[00:23:27.740 --> 00:23:29.140]  當我們還沒有信主的時候
[00:23:29.140 --> 00:23:31.140]  我們也許會承認自己的錯
[00:23:31.140 --> 00:23:32.220]  對不對
[00:23:32.220 --> 00:23:34.020]  我們中間也有很多不信的人
[00:23:34.020 --> 00:23:35.420]  你就想說這有什麼了不起
[00:23:35.420 --> 00:23:38.260]  我現在我也會承認我自己的錯
[00:23:38.260 --> 00:23:39.340]  對不對
[00:23:39.340 --> 00:23:41.940]  我們有的時候因為我們承認自己的錯
[00:23:41.940 --> 00:23:43.220]  為什麼會承認自己的錯
[00:23:43.220 --> 00:23:48.860]  因為如果我們不承認的話會帶來後果
[00:23:48.860 --> 00:23:50.260]  可是多半的時候呢
[00:23:50.260 --> 00:23:54.380]  我們的心裡面還是不甘心的
[00:23:54.380 --> 00:23:56.780]  所以我們會給自己找許多的理由
[00:23:56.780 --> 00:23:57.780]  對不對
[00:23:57.780 --> 00:23:58.980]  我們不是怨天
[00:23:58.980 --> 00:24:03.260]  就是下面是什麼
[00:24:03.260 --> 00:24:04.340]  對不對
[00:24:04.340 --> 00:24:05.460]  你們有沒有想想
[00:24:05.460 --> 00:24:07.460]  你跟太太吵架的時候
[00:24:07.460 --> 00:24:09.620]  或者是跟人家發什麼脾氣的時候
[00:24:09.620 --> 00:24:12.580]  通常我們的理由就是怨天
[00:24:12.580 --> 00:24:15.380]  如果天不能怨我們就怨誰
[00:24:15.380 --> 00:24:18.260]  我們就由人
[00:24:18.260 --> 00:24:20.580]  總是覺得說都是因為你嘛
[00:24:20.580 --> 00:24:23.580]  如果沒有你我也不會做這種事情
[00:24:23.580 --> 00:24:25.260]  所以我們道歉的時候就說
[00:24:25.260 --> 00:24:26.460]  呀我錯了
[00:24:26.460 --> 00:24:29.380]  就是因為你講的那句話
[00:24:29.380 --> 00:24:32.460]  這個不叫道歉
[00:24:32.460 --> 00:24:33.580]  這個不叫認罪
[00:24:33.580 --> 00:24:35.660]  這個不叫悔改
[00:24:35.660 --> 00:24:40.060]  那很多時候我們真的是把罪
[00:24:40.060 --> 00:24:44.860]  把罪當成了我們叫做相對的
[00:24:44.860 --> 00:24:46.660]  relative
[00:24:46.660 --> 00:24:48.060]  我記得過去看一篇文章
[00:24:48.060 --> 00:24:51.060]  就是說愛因斯坦當他發現了相對論之後
[00:24:51.060 --> 00:24:54.060]  所以後來什麼東西都受了他的相對論的影響
[00:24:54.060 --> 00:24:59.660]  道德什麼東西通通受了相對論的影響
[00:24:59.660 --> 00:25:00.860]  我是不懂相對論
[00:25:00.860 --> 00:25:04.060]  不過呢我覺得很多時候我們
[00:25:04.060 --> 00:25:10.660]  真的是誤解了愛因斯坦
[00:25:10.660 --> 00:25:12.060]  其實我們人
[00:25:12.060 --> 00:25:13.660]  你知道
[00:25:13.660 --> 00:25:15.260]  聖經上告訴我們說
[00:25:15.260 --> 00:25:16.260]  當我們信了主
[00:25:16.260 --> 00:25:17.460]  當我們接受了基督
[00:25:17.460 --> 00:25:18.660]  當我們聽了基督
[00:25:18.660 --> 00:25:21.060]  當我們在基督裡受了教導之後
[00:25:21.060 --> 00:25:25.260]  我們就知道罪是絕對的
[00:25:25.260 --> 00:25:26.860]  不是相對的
[00:25:26.860 --> 00:25:28.460]  所謂的相對的就是
[00:25:28.460 --> 00:25:30.260]  假如你沒有做這件事情
[00:25:30.260 --> 00:25:32.260]  我就不會犯罪
[00:25:32.260 --> 00:25:33.260]  或者是說
[00:25:33.260 --> 00:25:35.260]  我今天為什麼會做錯事情
[00:25:35.260 --> 00:25:38.460]  都是因為社會對我的影響
[00:25:38.460 --> 00:25:43.460]  都是因為我看的TV看的太多了
[00:25:43.460 --> 00:25:45.460]  這是我們人的理由啊
[00:25:45.460 --> 00:25:47.460]  我不知道你的理由是什麼
[00:25:47.460 --> 00:25:50.460]  但是我們真的是把罪相對化了
[00:25:50.460 --> 00:25:52.660]  你知道你要能夠脫罪的話
[00:25:52.660 --> 00:25:55.860]  你如果要能夠把罪變成相對化
[00:25:55.860 --> 00:25:57.860]  你就很容易脫罪
[00:25:57.860 --> 00:26:02.660]  但是從聖經上讓我們看見
[00:26:02.660 --> 00:26:06.060]  在詩篇第51篇
[00:26:06.060 --> 00:26:07.460]  真的你就告訴我們
[00:26:07.460 --> 00:26:09.860]  我們的罪是絕對的
[00:26:09.860 --> 00:26:11.260]  為什麼是絕對的
[00:26:11.260 --> 00:26:19.660]  是因為我們唯獨得罪了神
[00:26:19.660 --> 00:26:21.660]  你知道接下去我們會講
[00:26:21.660 --> 00:26:23.660]  保羅就告訴我們
[00:26:23.660 --> 00:26:26.460]  下面就說我們要棄絕謊言
[00:26:26.460 --> 00:26:27.060]  二十九節
[00:26:27.060 --> 00:26:29.660]  無悔的言語不可出口
[00:26:29.660 --> 00:26:32.860]  我們為什麼會有謊言
[00:26:32.860 --> 00:26:36.860]  你為什麼會說謊
[00:26:36.860 --> 00:26:40.060]  因為你為了自己的利益
[00:26:40.060 --> 00:26:44.060]  也許你會為了別人的利益
[00:26:44.060 --> 00:26:45.860]  但是很多時候我們說謊
[00:26:45.860 --> 00:26:48.260]  是因為自我為中心
[00:26:48.260 --> 00:26:49.060]  我們很多時候
[00:26:49.060 --> 00:26:51.660]  口裡面講出誤會的言語
[00:26:51.660 --> 00:26:54.660]  是因為我裡面的惡
[00:26:54.660 --> 00:26:56.860]  我為什麼會輕視別人
[00:26:56.860 --> 00:26:58.660]  因為我裡面的惡
[00:26:58.660 --> 00:27:01.260]  我為什麼會講
[00:27:01.260 --> 00:27:02.460]  我們很多時候
[00:27:02.460 --> 00:27:04.660]  我們也許不會講太髒的話
[00:27:04.660 --> 00:27:06.460]  但是只有在生氣的時候
[00:27:06.460 --> 00:27:09.460]  那些髒話就會出籠了
[00:27:09.460 --> 00:27:11.460]  很多時候我們跟人在一起的時候
[00:27:11.460 --> 00:27:12.660]  我們會聽到有些人
[00:27:12.660 --> 00:27:16.860]  會喜歡講一些黃色的髒話
[00:27:16.860 --> 00:27:17.660]  我不知道你們懂不懂
[00:27:17.660 --> 00:27:21.460]  什麼叫做黃色
[00:27:21.460 --> 00:27:22.860]  為什麼我們會講出來
[00:27:22.860 --> 00:27:25.060]  因為我們裡面有奸淫
[00:27:25.060 --> 00:27:27.060]  因為我們裡面有貪婪
[00:27:27.060 --> 00:27:29.060]  因為我們裡面有詭詐
[00:27:29.060 --> 00:27:31.060]  因為我們裡面有淫蕩
[00:27:31.060 --> 00:27:32.860]  因為我們裡面有嫉妒
[00:27:32.860 --> 00:27:34.660]  因為我們裡面有叛徒
[00:27:34.660 --> 00:27:36.660]  因為我們裡面有驕傲
[00:27:36.660 --> 00:27:40.660]  因為我們裡面有狂妄
[00:27:40.660 --> 00:27:44.060]  所以在詩篇第51篇
[00:27:44.060 --> 00:27:45.260]  我念給你們聽
[00:27:45.260 --> 00:27:46.860]  這是很有名的一篇詩篇
[00:27:46.860 --> 00:27:49.460]  是大衛當他犯了淫亂罪之後
[00:27:49.460 --> 00:27:50.460]  他是一個王
[00:27:50.460 --> 00:27:52.460]  他可以想要什麼就得到
[00:27:52.460 --> 00:27:53.860]  他就得到什麼
[00:27:53.860 --> 00:27:56.660]  那麼這是大衛他犯了罪之後
[00:27:56.660 --> 00:27:58.660]  然後一個先知告訴他
[00:27:58.660 --> 00:28:00.260]  你得罪的是誰
[00:28:00.260 --> 00:28:02.060]  然後他就講
[00:28:02.060 --> 00:28:03.660]  他說第四節
[00:28:03.660 --> 00:28:04.660]  他說第三節
[00:28:04.660 --> 00:28:08.060]  因為我知道我的過犯我的罪藏在我面前
[00:28:08.060 --> 00:28:09.260]  我向你犯罪
[00:28:09.260 --> 00:28:09.860]  看到沒有
[00:28:09.860 --> 00:28:11.260]  他說我向你犯罪
[00:28:11.260 --> 00:28:12.660]  唯獨得罪了你
[00:28:12.660 --> 00:28:14.460]  在你眼前行了這惡
[00:28:14.460 --> 00:28:16.860]  以至你責備我的時候顯為公義
[00:28:16.860 --> 00:28:19.060]  判斷我的時候顯為輕正
[00:28:19.060 --> 00:28:22.860]  我是在罪孽裡生的
[00:28:22.860 --> 00:28:26.460]  接下去他求神用牛膝草潔淨他
[00:28:26.460 --> 00:28:27.660]  讓他變乾淨
[00:28:27.660 --> 00:28:30.060]  怎麼乾淨法呢
[00:28:30.060 --> 00:28:34.060]  他說神啊求你為我造清潔的心
[00:28:34.060 --> 00:28:37.260]  使我裡面重新有正直的靈
[00:28:37.260 --> 00:28:38.260]  不要丟棄我
[00:28:38.260 --> 00:28:39.660]  使我離開你的面
[00:28:39.660 --> 00:28:42.060]  不要從我收回你的聖靈
[00:28:42.060 --> 00:28:44.460]  求你使我仁德救恩之樂
[00:28:44.460 --> 00:28:48.460]  賜我樂意的靈扶持我
[00:28:48.460 --> 00:28:52.060]  這些事情在主耶穌的身上都成就了
[00:28:52.060 --> 00:28:57.660]  讓我們能夠知道神為我們所做的事情
[00:28:57.660 --> 00:28:59.460]  所以第二十三節告訴我們說
[00:28:59.460 --> 00:29:02.460]  我們真的是要讀經
[00:29:02.460 --> 00:29:04.260]  我們要順服神的話
[00:29:04.260 --> 00:29:06.860]  我們天天都要承認
[00:29:06.860 --> 00:29:09.260]  我們天天都要confess
[00:29:09.260 --> 00:29:12.660]  神所說的話都是對的
[00:29:12.660 --> 00:29:16.260]  不要再把我們的罪看成是relative
[00:29:16.260 --> 00:29:20.060]  看成是相對的
[00:29:20.060 --> 00:29:22.860]  我們要看我們的罪是絕對的
[00:29:22.860 --> 00:29:25.460]  因為我們得罪了這一位
[00:29:25.460 --> 00:29:27.460]  從永遠到永遠的神
[00:29:27.460 --> 00:29:30.460]  不改變的神
[00:29:30.460 --> 00:29:32.260]  二十節到二十四節
[00:29:32.260 --> 00:29:34.660]  是我們信了主耶穌之後
[00:29:34.660 --> 00:29:37.660]  非常非常關鍵性的一段經文
[00:29:37.660 --> 00:29:39.260]  我盼望我們信了主的人
[00:29:39.260 --> 00:29:41.460]  我們能夠明白這件事情
[00:29:41.460 --> 00:29:43.460]  我們知道當我們信主的時候
[00:29:43.460 --> 00:29:46.460]  什麼事情已經發生在我身上了
[00:29:46.460 --> 00:29:49.460]  這個就叫做我的改變
[00:29:49.460 --> 00:29:51.260]  我的conversion
[00:29:51.260 --> 00:29:55.060]  接下去我們要繼續走這一條路
[00:29:55.060 --> 00:29:56.860]  我們要每天讀神的話
[00:29:56.860 --> 00:29:58.860]  我們要每天在神的面前
[00:29:58.860 --> 00:30:00.660]  承認我們自己的罪
[00:30:00.660 --> 00:30:02.660]  就好像舊約裡面的祭司
[00:30:02.660 --> 00:30:04.260]  在每天清晨的時候
[00:30:04.260 --> 00:30:06.060]  把那些獻祭的那些物
[00:30:06.060 --> 00:30:09.660]  一樣一樣陳列在神的面前
[00:30:09.660 --> 00:30:11.260]  我們每天清晨的時候
[00:30:11.260 --> 00:30:12.860]  也把我們自己的罪
[00:30:12.860 --> 00:30:18.260]  陳列在神的面前
[00:30:18.260 --> 00:30:21.860]  這就是我們在主裡面
[00:30:21.860 --> 00:30:23.260]  我們信了主之後
[00:30:23.260 --> 00:30:24.460]  我們所得到的
[00:30:24.460 --> 00:30:26.060]  以後我們就開始講
[00:30:26.060 --> 00:30:28.860]  生活當中的我們該做的事情
