
[00:00:00.000 --> 00:00:05.160]  今日的故事是發生在猶太年曆的第七個月
[00:19:55.440 --> 00:19:56.840]  是不是他們喜樂是因為
[00:19:56.840 --> 00:19:57.840]  我比其他人都厲害
[00:19:57.840 --> 00:19:59.960]  我建這個棚是最大的
[00:19:59.960 --> 00:20:00.760]  我比其他人都厲害
[00:20:00.760 --> 00:20:02.600]  因為這個棚是最名貴的
[00:20:02.600 --> 00:20:03.440]  我比其他人都厲害
[00:20:03.440 --> 00:20:05.960]  因為這個棚我做得最快的
[00:20:05.960 --> 00:20:07.760]  是不是這樣的原因而喜樂?
[00:20:07.760 --> 00:20:10.520]  聖經有沒有講他們為了什麼而喜樂?
[00:20:10.520 --> 00:20:12.680]  如果我們看第十七節
[00:20:12.680 --> 00:20:15.120]  聖經告訴我們他們喜樂的原因
[00:20:15.120 --> 00:20:17.840]  因為從亂的兒子約書雅
[00:20:17.840 --> 00:20:20.440]  一直到當時尼西米的時候
[00:20:20.440 --> 00:20:23.320]  以色列人從來沒有這樣做過
[00:20:23.320 --> 00:20:24.800]  大家知不知道那段時間有多長?
[00:20:24.800 --> 00:20:28.000]  由約書雅到尼西米大概有多久的時間?
[00:20:28.000 --> 00:20:30.680]  超過了一千年
[00:20:30.680 --> 00:20:32.120]  當然在這一千年裡面
[00:20:32.120 --> 00:20:33.560]  其實聖經都有講到
[00:20:33.560 --> 00:20:37.240]  他們有小規模的駐棚節的經驗
[00:20:37.240 --> 00:20:38.360]  但是
[00:20:38.360 --> 00:20:42.760]  如果說是全國人民一起參與這個駐棚節
[00:20:42.760 --> 00:20:43.760]  一千年
[00:20:43.760 --> 00:20:45.520]  超過一千年的時間裡面
[00:20:45.520 --> 00:20:46.760]  只有這一次
[00:20:46.760 --> 00:20:50.640]  全民參與這個駐棚節
[00:20:50.640 --> 00:20:53.240]  而我相信他們的大大的喜樂
[00:20:53.240 --> 00:20:56.880]  就是因為整個民族最後
[00:20:56.880 --> 00:21:01.240]  可以在他拜偶像的罪裡面走出來
[00:21:01.240 --> 00:21:02.240]  他走出來之後
[00:21:02.240 --> 00:21:07.120]  整個民族最後可以進入神的應許
[00:21:07.120 --> 00:21:09.320]  神的納約裡面
[00:21:09.320 --> 00:21:11.280]  再一次重新肯定
[00:21:11.280 --> 00:21:14.320]  律法書上所記的教導
[00:21:14.320 --> 00:21:16.320]  聆聽、明白
[00:21:16.320 --> 00:21:22.000]  更加重要的是進行律法書上所記的
[00:21:22.000 --> 00:21:24.880]  當整個民族
[00:21:24.880 --> 00:21:33.160]  全心全意去彌補他們犯了一千年以上的過錯
[00:21:33.160 --> 00:21:36.360]  整個民族上下一心
[00:21:36.360 --> 00:21:38.480]  撥亂反正
[00:21:38.480 --> 00:21:41.600]  我相信這個就是他們喜樂的原因
[00:21:41.600 --> 00:21:44.080]  而在整個七天的駐棚節裡面
[00:21:44.080 --> 00:21:45.920]  他們聆聽
[00:21:45.920 --> 00:21:48.560]  跟隨神的說話
[00:21:48.560 --> 00:21:49.640]  如果剛才我們講
[00:21:49.640 --> 00:21:52.040]  整個駐棚節是反映著
[00:21:52.040 --> 00:21:53.400]  或者代表著
[00:21:53.400 --> 00:21:57.200]  今天我們在地上的人生旅程的時候
[00:21:57.200 --> 00:21:59.520]  我相信我們今天所學到的功課
[00:21:59.520 --> 00:22:02.000]  就是我們需要聆聽、明白
[00:22:02.000 --> 00:22:06.520]  以及進行聖經的教導
[00:22:06.520 --> 00:22:08.760]  我相信很多弟兄姊妹
[00:22:08.760 --> 00:22:13.480]  都建立了一個很恆常的讀經的習慣
[00:22:13.480 --> 00:22:16.000]  我相信每一天讀經是相當重要
[00:22:16.000 --> 00:22:17.760]  對靈明的成長
[00:22:17.760 --> 00:22:22.480]  但是如果弟兄姊妹仍然只是回來教會
[00:22:22.480 --> 00:22:25.000]  稍微聽一聽聖經的時候
[00:22:25.000 --> 00:22:29.880]  很鼓勵大家需要建立一個恆常的讀經習慣
[00:22:29.880 --> 00:22:31.960]  因為屬靈的成長
[00:22:31.960 --> 00:22:35.240]  從來都不是無緣無故發生
[00:22:35.240 --> 00:22:38.760]  是需要我們刻意和下功夫的
[00:22:38.760 --> 00:22:40.840]  所以教會有很多的事工
[00:22:40.840 --> 00:22:42.560]  我們有查經班
[00:22:42.560 --> 00:22:45.600]  讓弟兄姊妹可以幫助弟兄姊妹去明白聖經
[00:22:45.600 --> 00:22:48.560]  亦都將會成立成長小組
[00:22:48.560 --> 00:22:52.680]  讓弟兄姊妹成立一個群組
[00:22:52.680 --> 00:22:54.040]  去一起經歷聖經
[00:22:54.040 --> 00:22:57.000]  一起實踐、進行聖經
[00:22:57.000 --> 00:22:58.800]  所以在這裏很鼓勵大家
[00:22:58.800 --> 00:23:04.880]  在尼西米這個屬靈的復興的經驗上面
[00:23:04.880 --> 00:23:07.240]  讓我們一同學習
[00:23:07.240 --> 00:23:09.800]  我們需要聽到、需要行動
[00:23:09.800 --> 00:23:13.520]  以致神的家可以得到建立
[00:23:13.520 --> 00:23:16.040]  請我們一同低頭祈禱
[00:23:44.520 --> 00:23:46.000]  以致我們整個人生
[00:23:46.000 --> 00:23:48.480]  無論遇到任何人生的風浪
[00:23:48.480 --> 00:23:52.800]  我們仍然活在理所自的平安與喜樂當中
[00:23:52.800 --> 00:23:54.120]  多謝祢給我們一切
[00:23:54.120 --> 00:23:56.280]  祈禱奉耶穌名字以求
[00:23:56.280 --> 00:23:57.280]  Amen
