
[00:00:00.000 --> 00:00:09.000]  每件事到我的這種年齡,包括上廁所,能不能大方便跟小方便都要禱告
[00:11:48.000 --> 00:11:49.000]  喜樂靠什麼
[00:11:49.000 --> 00:11:50.000]  靠神
[00:11:50.000 --> 00:11:51.000]  靠神
[00:11:51.000 --> 00:11:52.000]  靠你自己願意
[00:11:52.000 --> 00:11:53.000]  靠你自己願意
[00:11:53.000 --> 00:11:54.000]  靠你自己願意
[00:11:54.000 --> 00:11:55.000]  然後用柔軟謙卑的心
[00:11:55.000 --> 00:11:56.000]  然後用柔軟謙卑的心
[00:11:56.000 --> 00:11:57.000]  用柔軟謙卑的心
[00:11:57.000 --> 00:11:58.000]  然後知道耶穌要來了
[00:11:58.000 --> 00:11:59.000]  然後知道耶穌要來了
[00:11:59.000 --> 00:12:00.000]  知道耶穌要來
[00:12:00.000 --> 00:12:01.000]  平安靠什麼
[00:12:01.000 --> 00:12:02.000]  平安靠什麼
[00:12:02.000 --> 00:12:03.000]  平安靠什麼
[00:12:03.000 --> 00:12:04.000]  禱告本的禱告
[00:12:04.000 --> 00:12:05.000]  禱告本的禱告
[00:12:05.000 --> 00:12:06.000]  因為禱告本的禱告呢
[00:12:06.000 --> 00:12:07.000]  因為禱告本的禱告呢
[00:12:07.000 --> 00:12:08.000]  你一直禱告禱告
[00:12:08.000 --> 00:12:09.000]  你一直禱告禱告
[00:12:09.000 --> 00:12:10.000]  你一直不曉得會不會存呢
[00:12:10.000 --> 00:12:17.000]  你發現通通勾了嘛
[00:12:17.000 --> 00:12:18.000]  你發現通通勾了嘛
[00:12:18.000 --> 00:12:19.000]  十個有九個都勾了
[00:12:19.000 --> 00:12:20.000]  十個有九個都勾了
[00:12:20.000 --> 00:12:21.000]  你突然就覺得什麼
[00:12:21.000 --> 00:12:22.000]  十個有九個都勾了
[00:12:22.000 --> 00:12:23.000]  你突然就覺得什麼
[00:12:23.000 --> 00:12:24.000]  很有信心啊
[00:12:24.000 --> 00:12:25.000]  很有信心啊
[00:12:25.000 --> 00:12:26.000]  禱告以前只要和神信心
[00:12:26.000 --> 00:12:27.000]  禱告以前只要和神信心
[00:12:27.000 --> 00:12:28.000]  都答應了嗎
[00:12:28.000 --> 00:12:29.000]  都答應了嗎
[00:12:29.000 --> 00:12:30.000]  你禱告本就可以看回以前
[00:12:30.000 --> 00:12:31.000]  你禱告本就可以看回以前
[00:12:31.000 --> 00:12:32.000]  我們合神的禱告
[00:12:32.000 --> 00:12:33.000]  我們合神的禱告
[00:12:33.000 --> 00:12:34.000]  都能夠被答應
[00:12:34.000 --> 00:12:35.000]  都能夠被答應
[00:12:35.000 --> 00:12:36.000]  那你看前面都是勾的多嗎
[00:12:36.000 --> 00:12:37.000]  那你看前面都是勾的多嗎
[00:12:37.000 --> 00:12:38.000]  你就會有信心
[00:12:38.000 --> 00:12:39.000]  那你就會有信心
[00:12:39.000 --> 00:12:40.000]  用禱告本就是認真
[00:12:40.000 --> 00:12:41.000]  用禱告本就是認真
[00:12:41.000 --> 00:12:42.000]  你不答應我就不拿出去嗎
[00:12:42.000 --> 00:12:43.000]  你不答應我就不拿出去嗎
[00:12:43.000 --> 00:12:44.000]  因為你答應你就會拿出去
[00:12:44.000 --> 00:12:45.000]  因為你答應你就會拿出去
[00:12:45.000 --> 00:12:46.000]  你不答應我就不拔掉
[00:12:46.000 --> 00:12:47.000]  你不答應我就不會劃掉
[00:12:47.000 --> 00:12:48.000]  你不答應我就不會劃掉
[00:12:48.000 --> 00:12:49.000]  所以你現在必須什麼
[00:12:49.000 --> 00:12:50.000]  所以你現在必須什麼
[00:12:50.000 --> 00:12:51.000]  扎扎實實禱告
[00:12:51.000 --> 00:12:52.000]  扎扎實實的祈禱
[00:12:52.000 --> 00:12:53.000]  看荒漠甘泉
[00:12:53.000 --> 00:12:54.000]  看荒漠甘泉
[00:12:54.000 --> 00:12:55.000]  靈敏堅強起來
[00:12:55.000 --> 00:12:56.000]  靈敏堅強起來
[00:12:56.000 --> 00:12:57.000]  看正能量的事情
[00:12:57.000 --> 00:12:58.000]  看正能量的事情
[00:12:58.000 --> 00:12:59.000]  然後有生命的導師跟隨他
[00:12:59.000 --> 00:13:00.000]  然後有生命的導師跟隨他
[00:13:00.000 --> 00:13:14.000]  然後有生命的導師跟隨他
[00:13:14.000 --> 00:13:15.000]  我相信以後的情況也不是很容易對付
[00:13:15.000 --> 00:13:16.000]  我相信以後的情況也不是很容易對付
[00:13:16.000 --> 00:13:17.000]  我相信以後的情況也不是很容易對付
[00:13:17.000 --> 00:13:18.000]  所以最後爭你三句話
[00:13:18.000 --> 00:13:19.000]  所以最後爭你三句話
[00:13:19.000 --> 00:13:20.000]  所以最後爭你三句話
[00:13:20.000 --> 00:13:21.000]  安神立命
[00:13:21.000 --> 00:13:22.000]  安神立命
[00:13:22.000 --> 00:13:23.000]  掌握真相
[00:13:23.000 --> 00:13:24.000]  掌握真相
[00:13:24.000 --> 00:13:25.000]  趨吉避凶
[00:13:25.000 --> 00:13:26.000]  掌握真相
[00:13:26.000 --> 00:13:27.000]  趨吉避凶
[00:13:27.000 --> 00:13:28.000]  趨吉
[00:13:28.000 --> 00:13:29.000]  趨
[00:13:29.000 --> 00:13:30.000]  趨
[00:13:30.000 --> 00:13:31.000]  有吉屋有凶宅
[00:13:31.000 --> 00:13:32.000]  有吉屋有凶宅
[00:13:32.000 --> 00:13:33.000]  你一定買吉屋不會買凶宅
[00:13:33.000 --> 00:13:34.000]  你一定買吉屋不會買凶宅
[00:13:34.000 --> 00:13:35.000]  你一定要
[00:13:35.000 --> 00:13:36.000]  趨吉避凶
[00:13:36.000 --> 00:13:37.000]  吉這方面
[00:13:37.000 --> 00:13:38.000]  凶別去
[00:13:38.000 --> 00:13:39.000]  去好的地方
[00:13:39.000 --> 00:13:40.000]  背起來沒有
[00:13:40.000 --> 00:13:41.000]  去好的地方
[00:13:41.000 --> 00:13:42.000]  第一句是什麼
[00:13:42.000 --> 00:13:43.000]  第一句是什麼
[00:13:43.000 --> 00:13:44.000]  第一句是什麼
[00:13:44.000 --> 00:13:45.000]  安神立命
[00:13:45.000 --> 00:13:46.000]  安神立命
[00:13:46.000 --> 00:13:47.000]  地上要安神立命
[00:13:47.000 --> 00:13:48.000]  地上要安神立命
[00:13:48.000 --> 00:13:49.000]  天上
[00:13:49.000 --> 00:13:50.000]  天上
[00:13:50.000 --> 00:13:51.000]  生命冊有沒有你的名字
[00:13:51.000 --> 00:13:52.000]  生命冊有沒有你的名字
[00:13:52.000 --> 00:13:53.000]  第二個掌握真相
[00:13:53.000 --> 00:13:54.000]  生命冊有沒有你的名字
[00:13:54.000 --> 00:13:55.000]  第二個掌握真相
[00:13:55.000 --> 00:13:56.000]  第二個掌握真相
[00:13:56.000 --> 00:13:57.000]  第二個掌握真相
[00:13:57.000 --> 00:13:59.000]  你不掌握真相你一定搞錯
[00:13:59.000 --> 00:14:00.000]  第三個是什麼
[00:14:00.000 --> 00:14:01.000]  什麼是吉
[00:14:01.000 --> 00:14:02.000]  什麼是吉
[00:14:02.000 --> 00:14:03.000]  什麼是凶
[00:14:03.000 --> 00:14:04.000]  什麼是凶
[00:14:04.000 --> 00:14:05.000]  我剛才跟你講什麼是吉
[00:14:05.000 --> 00:14:06.000]  通通不是凶
[00:14:06.000 --> 00:14:07.000]  通通不是凶
[00:14:07.000 --> 00:14:08.000]  都是不是凶
[00:14:08.000 --> 00:14:09.000]  所以看到吉
[00:14:09.000 --> 00:14:10.000]  要朝著吉去
[00:14:10.000 --> 00:14:11.000]  不要朝著凶
[00:14:11.000 --> 00:14:12.000]  要去吉就要去朝著吉
[00:14:12.000 --> 00:14:13.000]  千萬別自作孽不可活
[00:14:13.000 --> 00:14:14.000]  千萬別自作孽不可活
[00:14:14.000 --> 00:14:15.000]  千萬別自作孽不可活
[00:14:15.000 --> 00:14:16.000]  千萬別自作孽不可活
[00:14:16.000 --> 00:14:17.000]  千萬別自作孽不可活
[00:14:17.000 --> 00:14:18.000]  千萬別自作孽不可活
[00:14:18.000 --> 00:14:19.000]  千萬別自作孽不可活
[00:14:19.000 --> 00:14:20.000]  千萬別自作孽不可活
[00:14:20.000 --> 00:14:21.000]  千萬別自作孽不可活
[00:14:21.000 --> 00:14:34.000]  千萬別自作孽不可活
[00:14:34.000 --> 00:14:35.000]  千萬別自作孽不可活
[00:14:35.000 --> 00:14:36.000]  千萬別自作孽不可活
[00:14:36.000 --> 00:14:37.000]  千萬別自作孽不可活
[00:14:37.000 --> 00:14:38.000]  千萬別自作孽不可活
[00:14:38.000 --> 00:14:39.000]  千萬別自作孽不可活
[00:14:39.000 --> 00:14:40.000]  千萬別自作孽不可活
[00:14:40.000 --> 00:14:41.000]  千萬別自作孽不可活
[00:14:41.000 --> 00:14:42.000]  千萬別自作孽不可活
[00:14:42.000 --> 00:14:43.000]  千萬別自作孽不可活
[00:14:43.000 --> 00:14:45.000]  MING PAO CANADA | MING PAO TORONTO
