
[00:00:00.000 --> 00:00:05.000]  在1776年7月4日的時候
[00:22:56.900 --> 00:23:00.900]  一個彌賽亞帶他們脫離羅馬帝國的統治
[00:23:00.900 --> 00:23:02.900]  但是他們卻是失望
[00:23:02.900 --> 00:23:06.900]  因為他們跟隨的人就這樣被人釘在十字架上
[00:23:06.900 --> 00:23:11.900]  但是那個復活卻是讓我們看到
[00:23:11.900 --> 00:23:13.900]  耶穌的死是勝過
[00:23:13.900 --> 00:23:16.900]  他的復活是勝過死亡的決勢
[00:23:16.900 --> 00:23:18.900]  不單單復活
[00:23:18.900 --> 00:23:21.900]  耶穌在他離開世界之前
[00:23:21.900 --> 00:23:23.900]  他也說過
[00:23:23.900 --> 00:23:25.900]  我要離開你們
[00:23:25.900 --> 00:23:28.900]  他跟他的一班跟隨的學生說
[00:23:28.900 --> 00:23:30.900]  我要離開你們
[00:23:30.900 --> 00:23:32.900]  但是你們不用憂愁
[00:23:32.900 --> 00:23:38.900]  因為我會派一個安慰者來到你們當中
[00:23:38.900 --> 00:23:41.900]  這個安慰者就是聖人與你們同在
[00:23:41.900 --> 00:23:43.900]  而我去的地方
[00:23:43.900 --> 00:23:47.900]  我是為你們預備一個地方在天上
[00:23:47.900 --> 00:23:49.900]  你們以後也會去
[00:23:49.900 --> 00:23:52.900]  以後我也會接你們去
[00:23:52.900 --> 00:23:54.900]  耶穌離開世界之前
[00:23:54.900 --> 00:23:57.900]  卻是給了他們跟隨的一班人
[00:23:57.900 --> 00:23:59.900]  有一個盼望
[00:23:59.900 --> 00:24:01.900]  有一個意義在世上
[00:24:01.900 --> 00:24:05.900]  有對永恆有一個盼望
[00:24:05.900 --> 00:24:08.900]  所以其實我們看到
[00:24:08.900 --> 00:24:15.900]  當一個人在人生活著的時候
[00:24:15.900 --> 00:24:20.900]  我們說我們要追尋快樂
[00:24:20.900 --> 00:24:26.900]  我們說我們要希望有一個充滿喜樂的人生
[00:24:26.900 --> 00:24:31.900]  究竟我們是怎樣可以得著呢
[00:24:31.900 --> 00:24:33.900]  在我們人生當中
[00:24:33.900 --> 00:24:36.900]  我們會試圖去追逐
[00:24:36.900 --> 00:24:40.900]  去尋求一些我們想要的東西
[00:24:40.900 --> 00:24:45.900]  這些是包括可能世界上一些的金錢
[00:24:45.900 --> 00:24:46.900]  一些的物質
[00:24:46.900 --> 00:24:47.900]  一些的權力
[00:24:47.900 --> 00:24:49.900]  一些的地位
[00:24:49.900 --> 00:24:50.900]  一些的享受
[00:24:50.900 --> 00:24:52.900]  我們可能要尋求一個享樂主義
[00:24:52.900 --> 00:24:55.900]  我們需要盡量去享樂
[00:24:55.900 --> 00:24:57.900]  在這裡讓我想起
[00:24:57.900 --> 00:25:00.900]  在聖經裏面其實有一本書
[00:25:00.900 --> 00:25:03.900]  這本書叫做《傳道書》
[00:25:03.900 --> 00:25:06.900]  其實這本書中文的譯名
[00:25:06.900 --> 00:25:12.900]  未必完全很貼透原文的意思
[00:25:12.900 --> 00:25:14.900]  原文希伯來文
[00:25:14.900 --> 00:25:16.900]  其實是coherent這個字
[00:25:16.900 --> 00:25:20.900]  其實是說集會的講者
[00:25:20.900 --> 00:25:21.900]  一個集會的講者
[00:25:21.900 --> 00:25:23.900]  或者集會的一個分子
[00:25:23.900 --> 00:25:25.900]  如果你看英文聖經
[00:25:25.900 --> 00:25:27.900]  它是用accusations
[00:25:27.900 --> 00:25:30.900]  這個字你英文從來找不到
[00:25:30.900 --> 00:25:32.900]  因為這個不是一個英文字
[00:25:32.900 --> 00:25:36.900]  是一個希臘文直接轉過來的
[00:25:36.900 --> 00:25:38.900]  因為他們用希臘文
[00:25:38.900 --> 00:25:42.900]  來翻譯希伯來文原文
[00:25:42.900 --> 00:25:44.900]  用了這個字
[00:25:44.900 --> 00:25:46.900]  所以英文其實不是英文
[00:25:46.900 --> 00:25:47.900]  英文這個字
[00:25:47.900 --> 00:25:50.900]  這本書是講到一個集會
[00:25:50.900 --> 00:25:52.900]  通常在古代時的世代
[00:25:52.900 --> 00:25:55.900]  那個集會是很多人在談一些
[00:25:55.900 --> 00:25:58.900]  認為人生智慧的東西
[00:25:58.900 --> 00:26:00.900]  這本書其實充滿了
[00:26:00.900 --> 00:26:03.900]  希伯對人生智慧的看法
[00:26:03.900 --> 00:26:04.900]  在這本書裏面
[00:26:04.900 --> 00:26:07.900]  有一句如果大家熟悉這本書的話
[00:26:07.900 --> 00:26:09.900]  就是經常說的空虛
[00:26:09.900 --> 00:26:11.900]  虛空 虛空的虛空
[00:26:11.900 --> 00:26:13.900]  虛空的虛空 凡事都是虛空
[00:26:13.900 --> 00:26:15.900]  Vanity and Vanity
[00:26:15.900 --> 00:26:17.900]  All Vanity
[00:26:17.900 --> 00:26:20.900]  其實這本書不是一本很負面
[00:26:20.900 --> 00:26:23.900]  不是一本很消極的一本書
[00:26:23.900 --> 00:26:25.900]  這本書裏面是很積極
[00:26:25.900 --> 00:26:27.900]  裏面有一些很正面的東西
[00:26:27.900 --> 00:26:31.900]  是講我們怎樣去享受我們的人生
[00:26:31.900 --> 00:26:32.900]  虛空這個字
[00:26:32.900 --> 00:26:36.900]  其實我比較喜歡用原文這個字
[00:26:36.900 --> 00:26:38.900]  原文希伯來文
[00:26:38.900 --> 00:26:40.900]  H-E-B-E-L這個字
[00:26:40.900 --> 00:26:43.900]  是講煙 smoke
[00:26:43.900 --> 00:26:45.900]  是smoke來的
[00:26:45.900 --> 00:26:48.900]  所以有些翻譯叫smoke and smoke
[00:26:48.900 --> 00:26:50.900]  all but smoke
[00:26:50.900 --> 00:26:52.900]  一樣都是煙
[00:26:52.900 --> 00:26:54.900]  我比較喜歡這個翻譯
[00:26:54.900 --> 00:26:56.900]  因為在這個字眼裏面
[00:26:56.900 --> 00:27:00.900]  其實是反映我們今天追求煙
[00:27:00.900 --> 00:27:02.900]  是一些甚麼的東西
[00:27:02.900 --> 00:27:03.900]  煙是甚麼
[00:27:03.900 --> 00:27:04.900]  我們看到
[00:27:04.900 --> 00:27:05.900]  我們想去拿
[00:27:05.900 --> 00:27:06.900]  我們拿著
[00:27:06.900 --> 00:27:07.900]  我們拿著
[00:27:07.900 --> 00:27:09.900]  但是我們開手
[00:27:09.900 --> 00:27:10.900]  是沒有東西的
[00:27:10.900 --> 00:27:12.900]  我們見到這個煙
[00:27:12.900 --> 00:27:14.900]  一會兒可能就沒有了
[00:27:14.900 --> 00:27:17.900]  我們這個煙一會兒吹一吹
[00:27:17.900 --> 00:27:18.900]  它就沒有了
[00:27:18.900 --> 00:27:20.900]  就很短暫
[00:27:20.900 --> 00:27:25.900]  其實是非常有智慧的形容
[00:27:25.900 --> 00:27:27.900]  我們smoke
[00:27:27.900 --> 00:27:28.900]  大家試想想
[00:27:28.900 --> 00:27:31.900]  我們今天所追求的是甚麼
[00:27:31.900 --> 00:27:33.900]  我們追求的東西其實
[00:27:33.900 --> 00:27:35.900]  再想深一層
[00:27:35.900 --> 00:27:40.900]  很多東西不是能夠永遠的長存
[00:27:40.900 --> 00:27:42.900]  是一個短暫的東西
[00:27:42.900 --> 00:27:45.900]  是一個我們不能夠拿得很緊的東西
[00:27:45.900 --> 00:27:47.900]  這個就是一個smoke
[00:27:47.900 --> 00:27:50.900]  今天我們pursue happiness
[00:27:50.900 --> 00:27:52.900]  我們去追求我們的快樂
[00:27:52.900 --> 00:27:54.900]  我們去追求一些東西
[00:27:54.900 --> 00:27:56.900]  覺得我們可以拿著
[00:27:56.900 --> 00:27:57.900]  又可以很快樂的話
[00:27:57.900 --> 00:28:01.900]  其實這些就差不多是一個煙
[00:28:01.900 --> 00:28:02.900]  一個霧
[00:28:02.900 --> 00:28:05.900]  一個很虛空的東西
[00:28:05.900 --> 00:28:08.900]  但是當我們去尋求
[00:28:08.900 --> 00:28:11.900]  我們人生的意義的時候
[00:28:11.900 --> 00:28:13.900]  當我們尋求究竟
[00:28:13.900 --> 00:28:16.900]  甚麼是meaning of life的時候
[00:28:16.900 --> 00:28:18.900]  這個就可能帶到
[00:28:18.900 --> 00:28:20.900]  我們生命上面
[00:28:20.900 --> 00:28:21.900]  可以得到一些
[00:28:21.900 --> 00:28:25.900]  我們覺得是會有永恆性的東西
[00:28:25.900 --> 00:28:27.900]  有兩位
[00:28:27.900 --> 00:28:30.900]  大家都很熟悉的人物
[00:28:30.900 --> 00:28:31.900]  講了一些說話
[00:28:31.900 --> 00:28:33.900]  我都希望可以
[00:28:33.900 --> 00:28:35.900]  將他們的曲給大家聽
[00:28:35.900 --> 00:28:45.900]  一個是美國前第一夫人
[00:28:45.900 --> 00:28:49.900]  羅斯福總統夫人
[00:28:49.900 --> 00:28:51.900]  Eleanor Roosevelt
[00:28:51.900 --> 00:28:53.900]  她怎麼說呢
[00:28:53.900 --> 00:28:56.900]  她說happiness is not a goal
[00:28:56.900 --> 00:29:00.900]  it's a by-product of a life well lived
[00:29:00.900 --> 00:29:02.900]  她說快樂不是一個目標
[00:29:02.900 --> 00:29:04.900]  不是我們去追求某一樣東西
[00:29:04.900 --> 00:29:10.900]  它是當我們踏實人生的時候的副產品
[00:29:10.900 --> 00:29:16.900]  所以快樂的起落
[00:29:16.900 --> 00:29:19.900]  不是我們去尋求得來的東西
[00:29:19.900 --> 00:29:22.900]  而是當我們生命上面
[00:29:22.900 --> 00:29:27.900]  我們活出一個有意義的人生的時候
[00:29:27.900 --> 00:29:29.900]  的副產品來的
[00:29:29.900 --> 00:29:31.900]  產生的東西出來的
[00:29:31.900 --> 00:29:33.900]  馬丁路德金
[00:29:33.900 --> 00:29:35.900]  Martin Luther King
[00:29:35.900 --> 00:29:37.900]  大家都知道是一個人權的
[00:29:37.900 --> 00:29:41.900]  黑人民權的人來的
[00:29:41.900 --> 00:29:42.900]  他怎麼說呢
[00:29:42.900 --> 00:29:46.900]  those who are not looking for happiness
[00:29:46.900 --> 00:29:48.900]  are the most likely to find it
[00:29:48.900 --> 00:29:50.900]  because those who are searching
[00:29:50.900 --> 00:29:54.900]  forget that the surest way to be happy
[00:29:54.900 --> 00:29:57.900]  is to seek happiness for others
[00:29:57.900 --> 00:30:00.900]  沒有尋找快樂的人
[00:30:00.900 --> 00:30:02.900]  最有可能找到快樂
[00:30:02.900 --> 00:30:04.900]  因為在尋找快樂的人
[00:30:04.900 --> 00:30:06.900]  忘記了一樣東西
[00:30:06.900 --> 00:30:09.900]  就是感到快樂最確定的方法
[00:30:09.900 --> 00:30:12.900]  就是為他人尋求快樂
[00:30:12.900 --> 00:30:14.900]  這個是說到當一個人
[00:30:14.900 --> 00:30:16.900]  能夠在生命當中
[00:30:16.900 --> 00:30:19.900]  能夠找到人生的意義
[00:30:19.900 --> 00:30:23.900]  能夠對永恆有一個盼望的時候
[00:30:23.900 --> 00:30:25.900]  這一樣東西
[00:30:25.900 --> 00:30:28.900]  就是令你心裡面有個快樂
[00:30:28.900 --> 00:30:30.900]  有一個喜樂
[00:30:30.900 --> 00:30:33.900]  這個也是我們人生所夢求的一樣東西
[00:30:33.900 --> 00:30:37.900]  就是我們能夠有一個喜樂的人生
[00:30:37.900 --> 00:30:40.900]  在這裡我都希望
[00:30:40.900 --> 00:30:42.900]  也都但願各位
[00:30:42.900 --> 00:30:46.900]  你們能夠有一個喜樂的人生
[00:30:46.900 --> 00:30:49.900]  在這個充滿這麼多
[00:30:49.900 --> 00:30:54.900]  隨時我們會面對逆境的人生
[00:30:54.900 --> 00:30:57.900]  我們能夠活得更加豐盛
[00:30:57.900 --> 00:30:58.900]  活得更加快樂
[00:30:58.900 --> 00:31:00.900]  更加有喜樂的心
[00:31:00.900 --> 00:31:01.900]  多謝大家
