
[00:00:00.000 --> 00:00:06.160]  各位 請問大家有沒有試過搭飛機的時候
[00:22:56.380 --> 00:22:59.980]  到底還有沒有公義呢?
[00:22:59.980 --> 00:23:01.940]  如果他沒有參加過這個活動
[00:23:01.940 --> 00:23:03.460]  沒有這個體驗
[00:23:03.460 --> 00:23:06.980]  他不會問這個問題
[00:23:06.980 --> 00:23:12.020]  有一位參加者在體驗過清潔工的勞動生活之後
[00:23:12.020 --> 00:23:16.540]  那時候他每一晚捲曲在不夠二十呎的床位
[00:23:16.540 --> 00:23:20.220]  然後他經歷了這個體驗之後
[00:23:20.220 --> 00:23:23.980]  他辭去了那份珠寶公司行政總裁的職位
[00:23:23.980 --> 00:23:28.940]  跟社福機構合作展開了扶貧的工作
[00:23:28.940 --> 00:23:33.340]  社會認為升級才是值得追求的
[00:23:33.340 --> 00:23:37.860]  耶穌的生命告訴我們
[00:23:37.860 --> 00:23:43.380]  有時自我降級是能夠拯救世界的
[00:23:43.380 --> 00:23:45.860]  窮富庸大作證的例子也顯示
[00:23:45.860 --> 00:23:47.220]  有能力的人
[00:23:47.220 --> 00:23:49.420]  如果願意降級
[00:23:49.420 --> 00:23:54.020]  願意輸尊降貴地體驗人間疾苦
[00:23:54.020 --> 00:23:56.860]  就能夠成為其他人的幫助
[00:23:56.860 --> 00:24:00.260]  也令社會多一點溫情
[00:24:00.260 --> 00:24:02.260]  願上主幫助我們
