
[00:00:00.000 --> 00:00:03.180]  在1863年的一次演講當中
[00:21:02.780 --> 00:21:06.780]  Dickens挑戰政府和一些富裕的
[00:21:06.780 --> 00:21:10.780]  以憐恤和慈愛去對待貧窮
[00:21:10.780 --> 00:21:14.780]  就好像故事的主人翁 Scrooge
[00:21:14.780 --> 00:21:16.780]  讀完這本書之後
[00:21:16.780 --> 00:21:20.780]  沒有人想做故事開頭的 Scrooge
[00:21:20.780 --> 00:21:23.780]  個個都想做故事結尾的
[00:21:23.780 --> 00:21:26.780]  那個慷慨的充滿最喜樂的 Scrooge
[00:21:26.780 --> 00:21:28.780]  Dickens的這本書
[00:21:28.780 --> 00:21:32.780]  將聖誕節帶回到英國
[00:21:32.780 --> 00:21:34.780]  特別是提醒讀者
[00:21:34.780 --> 00:21:37.780]  在這本書的最後一句
[00:21:37.780 --> 00:21:39.780]  他說
[00:21:39.780 --> 00:21:43.780]  God bless us, everyone
[00:21:43.780 --> 00:21:47.780]  當我們明白聖誕的真正意義
[00:21:47.780 --> 00:21:50.780]  因著主耶穌基督的誕生
[00:21:50.780 --> 00:21:52.780]  我們有機會成為新造的人
[00:21:52.780 --> 00:21:58.780]  除去我們的石心有生命改變
[00:21:58.780 --> 00:22:00.780]  在《Christmas Carol》這本書的
[00:22:00.780 --> 00:22:03.780]  Scrooge面對著
[00:22:03.780 --> 00:22:06.780]  Past, Present, Future
[00:22:06.780 --> 00:22:08.780]  三個怪物
[00:22:08.780 --> 00:22:10.780]  他看到自己的虛空
[00:22:10.780 --> 00:22:13.780]  貪婪和苦惱
[00:22:13.780 --> 00:22:15.780]  他想改變
[00:22:15.780 --> 00:22:17.780]  於是在聖誕前夕
[00:22:17.780 --> 00:22:19.780]  他重尋自己過去的足跡
[00:22:19.780 --> 00:22:22.780]  然後一一改正過來
[00:22:22.780 --> 00:22:24.780]  於是他變成了一個
[00:22:24.780 --> 00:22:28.780]  Giving, Loving, Caring
[00:22:28.780 --> 00:22:33.780]  充滿慷慨愛心和關心的人
[00:22:33.780 --> 00:22:35.780]  因著聖誕
[00:22:35.780 --> 00:22:36.780]  因著主耶穌
[00:22:36.780 --> 00:22:38.780]  他的生命由欺詐
[00:22:38.780 --> 00:22:40.780]  Humbug
[00:22:40.780 --> 00:22:42.780]  變成Hallelujah
[00:22:42.780 --> 00:22:49.780]  路加福音二章十三到十四節
[00:22:49.780 --> 00:22:50.780]  忽然有一大隊天兵
[00:22:50.780 --> 00:22:52.780]  和那天使讚美神說
[00:22:52.780 --> 00:22:55.780]  在至高之處榮耀歸於神
[00:22:55.780 --> 00:23:00.780]  在地上平安歸於他所喜悅的人
[00:23:00.780 --> 00:23:02.780]  自從進入了世界之後
[00:23:02.780 --> 00:23:07.780]  人本來活著是順從神的旨意
[00:23:07.780 --> 00:23:13.780]  但取而代之人是隨從自己的私慾
[00:23:13.780 --> 00:23:15.780]  以卓亞書五十三章六節
[00:23:15.780 --> 00:23:17.780]  我們都如羊走迷
[00:23:17.780 --> 00:23:21.780]  各人偏行幾路
[00:23:21.780 --> 00:23:24.780]  天上的地上的平安
[00:23:24.780 --> 00:23:28.780]  都因此離我們而去
[00:23:28.780 --> 00:23:31.780]  人忘記了神
[00:23:31.780 --> 00:23:35.780]  人以為是靠自己的種種作為
[00:23:35.780 --> 00:23:37.780]  平安了
[00:23:37.780 --> 00:23:40.780]  但是耶利米書六章十四節提醒我們
[00:23:40.780 --> 00:23:43.780]  平安了 平安了
[00:23:43.780 --> 00:23:47.780]  其實沒有平安
[00:23:47.780 --> 00:23:49.780]  難道天使搞錯了
[00:23:49.780 --> 00:23:50.780]  天使說
[00:23:50.780 --> 00:23:51.780]  第十四節
[00:23:51.780 --> 00:23:53.780]  在至高之處榮耀歸於神
[00:23:53.780 --> 00:23:58.780]  在地上平安歸於他所喜悅的人
[00:23:58.780 --> 00:23:59.780]  天使沒錯
[00:23:59.780 --> 00:24:01.780]  平安已經臨到
[00:24:01.780 --> 00:24:04.780]  因為戰爭已經結束
[00:24:04.780 --> 00:24:06.780]  就在這個第一個聖誕
[00:24:06.780 --> 00:24:08.780]  戰爭已經結束
[00:24:08.780 --> 00:24:11.780]  為什麼
[00:24:11.780 --> 00:24:15.780]  榮耀歸主眾的歌詞並無印錯
[00:24:15.780 --> 00:24:17.780]  在至高之處榮耀歸於神
[00:24:17.780 --> 00:24:21.780]  在地上平安歸於他所喜悅的人
[00:24:21.780 --> 00:24:23.780]  主耶穌降生
[00:24:23.780 --> 00:24:24.780]  戰爭結束了
[00:24:24.780 --> 00:24:27.780]  什麼戰爭結束了
[00:24:27.780 --> 00:24:30.780]  是歷史上最長的戰爭
[00:24:30.780 --> 00:24:34.780]  是歷史上傷亡最慘重的戰爭
[00:24:34.780 --> 00:24:36.780]  因為當耶穌降生
[00:24:36.780 --> 00:24:40.780]  在世上為的是要走上各國他生
[00:24:40.780 --> 00:24:42.780]  釘死在十字架上
[00:24:42.780 --> 00:24:44.780]  然後復活
[00:24:44.780 --> 00:24:46.780]  就是要結束這場
[00:24:46.780 --> 00:24:48.780]  由亞當、夏娃他們的
[00:24:48.780 --> 00:24:52.780]  不順從而展開的戰爭
[00:24:52.780 --> 00:24:54.780]  創世紀三章十五節
[00:24:54.780 --> 00:24:57.780]  我又要叫你和女人彼此為仇
[00:24:57.780 --> 00:25:01.780]  你的後裔和女人的後裔也彼此為仇
[00:25:01.780 --> 00:25:03.780]  女人的後裔要傷你的頭
[00:25:03.780 --> 00:25:06.780]  你要傷她的腳筋
[00:25:06.780 --> 00:25:10.780]  女人的後裔是預表耶穌基督
[00:25:10.780 --> 00:25:12.780]  為童女所生
[00:25:12.780 --> 00:25:14.780]  你要傷她的腳筋是指
[00:25:14.780 --> 00:25:19.780]  魔鬼頂多只能殺死主的肉身
[00:25:19.780 --> 00:25:22.780]  及不能阻止祂的復活
[00:25:22.780 --> 00:25:25.780]  而信徒唯有在基督耶穌裡
[00:25:25.780 --> 00:25:30.780]  才能對付神的仇敵撒旦
[00:25:30.780 --> 00:25:34.780]  本來已經可以發表勝利宣言
[00:25:34.780 --> 00:25:37.780]  只是人卻忘記了神
[00:25:37.780 --> 00:25:40.780]  為了私慾卻要自相殘殺
[00:25:40.780 --> 00:25:45.780]  忘記了聖誕的真正意義
[00:25:45.780 --> 00:25:49.780]  路加福音二章十一節
[00:25:49.780 --> 00:25:51.780]  今天在大衛的城裡
[00:25:51.780 --> 00:25:55.780]  為你們生了救主就是主基督
[00:25:55.780 --> 00:25:57.780]  主耶穌基督的降生
[00:25:57.780 --> 00:26:02.780]  就是為了承擔我們所有的罪孽
[00:26:02.780 --> 00:26:05.780]  二章下書五十三章第五節
[00:26:05.780 --> 00:26:09.780]  那至他為我們的過犯受害
[00:26:09.780 --> 00:26:11.780]  為我們的罪孽壓傷
[00:26:11.780 --> 00:26:13.780]  因他受的刑罰
[00:26:13.780 --> 00:26:14.780]  我們得平安
[00:26:14.780 --> 00:26:16.780]  因他受的鞭傷
[00:26:16.780 --> 00:26:18.780]  我們得醫治
[00:26:18.780 --> 00:26:22.780]  我們是真正平安了
[00:26:22.780 --> 00:26:25.780]  羅馬書五章十到十一節
[00:26:25.780 --> 00:26:28.780]  因為我們作仇敵的時候
[00:26:28.780 --> 00:26:31.780]  並藉著神兒女的死
[00:26:31.780 --> 00:26:33.780]  得與神和好
[00:26:33.780 --> 00:26:35.780]  既已和好
[00:26:35.780 --> 00:26:40.780]  就更要因他的生得救了
[00:26:40.780 --> 00:26:41.780]  不但如此
[00:26:41.780 --> 00:26:44.780]  我們既藉著我主耶穌基督
[00:26:44.780 --> 00:26:45.780]  得與神和好
[00:26:45.780 --> 00:26:53.780]  也藉著他以神為樂
[00:26:53.780 --> 00:26:56.780]  此曾相悉嗎
[00:26:56.780 --> 00:27:01.780]  於是藉著榮耀歸主眾
[00:27:01.780 --> 00:27:03.780]  感恩我們與神和好
[00:27:03.780 --> 00:27:05.780]  以神為樂
[00:27:05.780 --> 00:27:09.780]  還可以與瑪利亞的尊主眾
[00:27:09.780 --> 00:27:15.780]  一起唱歌
[00:27:15.780 --> 00:27:16.780]  瑪利亞說
[00:27:16.780 --> 00:27:17.780]  我心尊主為大
[00:27:17.780 --> 00:27:22.780]  我令以神我的救主為樂
[00:27:22.780 --> 00:27:23.780]  領受了這麼上好的福分
[00:27:23.780 --> 00:27:27.780]  我們怎麼回應呢
[00:27:27.780 --> 00:27:31.780]  哥林頓後書五章十七到二十一節
[00:27:31.780 --> 00:27:32.780]  若有人在基督裡
[00:27:32.780 --> 00:27:33.780]  他就是新造的人
[00:27:33.780 --> 00:27:36.780]  舊事已過都變成新的了
[00:27:36.780 --> 00:27:38.780]  一切都是出於神
[00:27:38.780 --> 00:27:41.780]  他藉著基督使我們與他和好
[00:27:41.780 --> 00:27:44.780]  又將勸人與他和好的積分
[00:27:44.780 --> 00:27:46.780]  賜給我們
[00:27:46.780 --> 00:27:48.780]  這就是神在基督裡
[00:27:48.780 --> 00:27:51.780]  叫世人與自己和好
[00:27:51.780 --> 00:27:54.780]  不將他們的過犯歸到他們身上
[00:27:54.780 --> 00:27:56.780]  並且將這和好的道理
[00:27:56.780 --> 00:27:58.780]  託付了我們
[00:27:58.780 --> 00:28:01.780]  所以我們作基督的使者
[00:28:01.780 --> 00:28:03.780]  就好像神藉著
[00:28:03.780 --> 00:28:05.780]  我們勸你們一樣
[00:28:05.780 --> 00:28:10.780]  我們替基督求你們與神和好
[00:28:10.780 --> 00:28:13.780]  神使那無罪的替我們成為罪
[00:28:13.780 --> 00:28:17.780]  好叫我們在他裡面成為神的義
[00:28:17.780 --> 00:28:20.780]  所以各位基督的使者
[00:28:20.780 --> 00:28:22.780]  各位弟兄姊妹
[00:28:22.780 --> 00:28:24.780]  我們學校牧羊人
[00:28:24.780 --> 00:28:28.780]  當天使唱完榮耀歸主眾之後
[00:28:28.780 --> 00:28:32.780]  他們做了些什麼
[00:28:32.780 --> 00:28:35.780]  眾天使離開他們 升天去了
[00:28:35.780 --> 00:28:37.780]  牧羊的人彼此說
[00:28:37.780 --> 00:28:39.780]  我們往百里行去
[00:28:39.780 --> 00:28:41.780]  看看所成的事
[00:28:41.780 --> 00:28:44.780]  就算主所指示我們的
[00:28:44.780 --> 00:28:46.780]  他們急忙去了
[00:28:46.780 --> 00:28:48.780]  就尋見瑪麗亞和藥室
[00:28:48.780 --> 00:28:51.780]  又有懶嬰孩餓在馬槽裡
[00:28:51.780 --> 00:28:52.780]  第十七節
[00:28:52.780 --> 00:28:57.780]  既然看見就把天使論者孩子的話全開了
[00:28:57.780 --> 00:29:01.780]  既然看見就把天使論者孩子的話全開了
[00:29:01.780 --> 00:29:09.780]  凡聽見的就詫異牧羊之人對他們所說的話
[00:29:09.780 --> 00:29:13.780]  瑪麗亞及把這一切的事存在心裡反復思想
[00:29:13.780 --> 00:29:17.780]  牧羊的人回去了
[00:29:17.780 --> 00:29:20.780]  因所聽見所看見的一切事
[00:29:20.780 --> 00:29:22.780]  正如天使向他們所說的
[00:29:22.780 --> 00:29:27.780]  就歸榮耀與神讚美他
[00:29:27.780 --> 00:29:31.780]  人無歸榮耀比神
[00:29:31.780 --> 00:29:34.780]  是因為他們忘記了神
[00:29:34.780 --> 00:29:37.780]  牧羊人歸榮耀比神
[00:29:37.780 --> 00:29:40.780]  是因為他們沒有忘記神
[00:29:40.780 --> 00:29:45.780]  憑望我們時時都歸榮耀與神
[00:29:45.780 --> 00:29:50.780]  是因為我們沒有忘記神
[00:29:50.780 --> 00:29:51.780]  在1988年
[00:29:51.780 --> 00:29:54.780]  有一套荷里活的電影叫做《Scrooged》
[00:29:54.780 --> 00:29:59.780]  是以《A Christmas Carol》為藍本翻拍
[00:29:59.780 --> 00:30:02.780]  由Bill Murray主演
[00:30:02.780 --> 00:30:04.780]  最後主角的一次獨白
[00:30:04.780 --> 00:30:09.780]  他那場的獨白再次帶出了聖誕的真正意見
[00:30:09.780 --> 00:30:12.780]  聖誕的訊息
[00:30:12.780 --> 00:30:14.780]  電影結束之前
[00:30:14.780 --> 00:30:16.780]  最後主角再問
[00:30:16.780 --> 00:30:19.780]  有沒有忘記了什麼
[00:30:19.780 --> 00:30:23.780]  電影再一次透過小朋友答話
[00:30:23.780 --> 00:30:28.780]  「神保佑我們所有人」
[00:30:28.780 --> 00:30:32.780]  人忘記了
[00:30:32.780 --> 00:30:40.780]  憑望我們都不會說我們忘記了
[00:30:40.780 --> 00:30:43.780]  在至高之處榮耀歸與神
[00:30:43.780 --> 00:30:48.780]  在地上平安歸與他所喜悅的人
[00:30:48.780 --> 00:30:53.780]  讓我們一起低頭祈禱
[00:30:53.780 --> 00:30:55.780]  最後主
[00:30:55.780 --> 00:30:58.780]  謝謝你藉著訊息提醒我們
[00:30:58.780 --> 00:30:59.780]  其實當我們想起
[00:30:59.780 --> 00:31:02.780]  我們究竟真的忘記了聖誕的真正意義
[00:31:02.780 --> 00:31:04.780]  還是沒有忘記
[00:31:04.780 --> 00:31:09.780]  其實我都不敢這麼肯定地說
[00:31:09.780 --> 00:31:12.780]  或者再貼身一點的問題
[00:31:12.780 --> 00:31:15.780]  究竟我們有沒有忘記你
[00:31:15.780 --> 00:31:18.780]  或者我們很多時候都沒有
[00:31:18.780 --> 00:31:20.780]  但是
[00:31:20.780 --> 00:31:25.780]  有很多時候有
[00:31:25.780 --> 00:31:27.780]  主
[00:31:27.780 --> 00:31:29.780]  為什麼我們會忘記你
[00:31:29.780 --> 00:31:32.780]  為什麼我們沒有時刻的去仰望
[00:31:32.780 --> 00:31:36.780]  去渴望你
[00:31:36.780 --> 00:31:39.780]  這是我們在這個
[00:31:39.780 --> 00:31:45.780]  預備迎接聖誕節的一個日子裏面
[00:31:45.780 --> 00:31:47.780]  值得我們反思的
[00:31:47.780 --> 00:31:50.780]  原來我們每一個都來到你面前去反思
[00:31:50.780 --> 00:31:51.780]  很多時候
[00:31:51.780 --> 00:31:54.780]  我們真的在聖誕派對裏面
[00:31:54.780 --> 00:31:58.780]  我們真的頂多在借飯禱告裏面提一提你
[00:31:58.780 --> 00:32:03.780]  然後我們什麼都沒有再說過
[00:32:03.780 --> 00:32:05.780]  我們的話題只是牽涉到一些
[00:32:05.780 --> 00:32:08.780]  我們以為重要的
[00:32:08.780 --> 00:32:10.780]  有趣
[00:32:10.780 --> 00:32:11.780]  但是其實
[00:32:11.780 --> 00:32:12.780]  我們在生活裏面
[00:32:12.780 --> 00:32:14.780]  每一天和你的點滴
[00:32:14.780 --> 00:32:15.780]  都是重要的
[00:32:15.780 --> 00:32:17.780]  都是有趣的
[00:32:17.780 --> 00:32:19.780]  但是主我們卻忘記了
[00:32:19.780 --> 00:32:21.780]  聖誕給我們的真正意義
[00:32:21.780 --> 00:32:23.780]  忘記了你是為我們而生
[00:32:23.780 --> 00:32:24.780]  為我們而死
[00:32:24.780 --> 00:32:26.780]  為我們復活
[00:32:26.780 --> 00:32:27.780]  主
[00:32:27.780 --> 00:32:31.780]  就盼望在今年
[00:32:31.780 --> 00:32:33.780]  這個聖誕節
[00:32:33.780 --> 00:32:35.780]  又或者在這個今年
[00:32:35.780 --> 00:32:36.780]  這個聖誕節裏面
[00:32:36.780 --> 00:32:38.780]  給我們的提醒之後
[00:32:38.780 --> 00:32:41.780]  讓我們時時都
[00:32:41.780 --> 00:32:44.780]  邀請你和我們同在
[00:32:44.780 --> 00:32:46.780]  無論聖誕派對
[00:32:46.780 --> 00:32:49.780]  每一天的派對
[00:32:49.780 --> 00:32:53.780]  每一天的家常便飯
[00:32:53.780 --> 00:32:55.780]  每一天我們向你的禱告
[00:32:55.780 --> 00:32:57.780]  我們都邀請你和我們同在
[00:32:57.780 --> 00:33:00.780]  和我們同行
[00:33:00.780 --> 00:33:02.780]  盼望
[00:33:02.780 --> 00:33:04.780]  這個已經不再是
[00:33:04.780 --> 00:33:07.780]  記不記得你的這個問題
[00:33:07.780 --> 00:33:10.780]  而當我們時刻和你
[00:33:10.780 --> 00:33:12.780]  一起的時候
[00:33:12.780 --> 00:33:15.780]  我們根本就不需要去想
[00:33:15.780 --> 00:33:17.780]  記不記得你的問題
[00:33:17.780 --> 00:33:19.780]  主就藉著
[00:33:19.780 --> 00:33:20.780]  我們預備
[00:33:20.780 --> 00:33:22.780]  我們心靈去迎接聖誕的
[00:33:22.780 --> 00:33:23.780]  這個時刻
[00:33:23.780 --> 00:33:25.780]  再一次來到你跟前
[00:33:25.780 --> 00:33:26.780]  主我們承認
[00:33:26.780 --> 00:33:28.780]  我們過去的不是
[00:33:28.780 --> 00:33:30.780]  過去的不足
[00:33:30.780 --> 00:33:32.780]  求你幫助
[00:33:32.780 --> 00:33:34.780]  我們不單只是立志
[00:33:34.780 --> 00:33:36.780]  也真正活得出
[00:33:36.780 --> 00:33:37.780]  在未來的日子裏面
[00:33:37.780 --> 00:33:40.780]  我們天天邀請你和我們同行
[00:33:40.780 --> 00:33:42.780]  那我們就真的可以活出
[00:33:42.780 --> 00:33:44.780]  聖誕真正的意義
[00:33:44.780 --> 00:33:47.780]  也都可以將聖誕的真正意義
[00:33:47.780 --> 00:33:49.780]  好像牧羊人一樣
[00:33:49.780 --> 00:33:51.780]  將他們帶給
[00:33:51.780 --> 00:33:53.780]  所有我們身邊的人
[00:33:53.780 --> 00:33:55.780]  認識的不認識的
[00:33:55.780 --> 00:33:57.780]  多謝你聽我們的祈禱
[00:33:57.780 --> 00:33:58.780]  奉主耶穌基督的名
[00:33:58.780 --> 00:34:00.780]  謝謝
