
[00:00:00.000 --> 00:00:02.000]  各位來賓 平安
[00:21:28.000 --> 00:21:31.000]  國家主權的興起
[00:21:31.000 --> 00:21:33.000]  成為了五百年來
[00:21:33.000 --> 00:21:37.000]  人類社會所敬拜最大的偶像
[00:21:37.000 --> 00:21:39.000]  因為一提到國家主權
[00:21:39.000 --> 00:21:42.000]  我們就在此表明
[00:21:42.000 --> 00:21:45.000]  國家是具有一種永遠的
[00:21:45.000 --> 00:21:47.000]  最高的
[00:21:48.000 --> 00:21:53.000]  它是不被任何其他權力約束的本質
[00:21:53.000 --> 00:21:58.000]  甚至言下之意就是
[00:21:58.000 --> 00:22:01.000]  否定了上帝的治權
[00:22:01.000 --> 00:22:05.000]  就是國家權力的正當來源
[00:22:05.000 --> 00:22:08.000]  但是聖經怎麼說呢
[00:22:08.000 --> 00:22:11.000]  聖經說沒有一樣的權柄不是從神來的
[00:22:11.000 --> 00:22:14.000]  掌權的都是神設立
[00:22:17.000 --> 00:22:19.000]  前美國總統列根
[00:22:19.000 --> 00:22:22.000]  他曾經說過一番這樣的說話
[00:22:22.000 --> 00:22:24.000]  他說美國需要神
[00:22:24.000 --> 00:22:26.000]  多過神需要美國
[00:22:26.000 --> 00:22:30.000]  如果我們忘記美國是在神之下
[00:22:30.000 --> 00:22:32.000]  美國就會沒落
[00:22:32.000 --> 00:22:34.000]  我相信他這番說話
[00:22:34.000 --> 00:22:37.000]  不單只適用於美國
[00:22:37.000 --> 00:22:41.000]  甚至任何一個國家都是適用的
[00:22:41.000 --> 00:22:44.000]  每一個國家如果不知道
[00:22:45.000 --> 00:22:49.000]  忘記了他們都是在神的權柄之下
[00:22:49.000 --> 00:22:53.000]  那個國家都不會有真正的興盛
[00:22:53.000 --> 00:22:59.000]  所以我們都要為我們的國家民族去禱告
[00:22:59.000 --> 00:23:02.000]  因為我們的國家民族都是屬於神
[00:23:02.000 --> 00:23:05.000]  就好像耶穌教導我們祈禱
[00:23:05.000 --> 00:23:10.000]  我們要求願神的名在我們的國家民族裏被尊崇
[00:23:10.000 --> 00:23:13.000]  我們要求神的旨意
[00:23:14.000 --> 00:23:18.000]  在我們的國家民族裏如同行在天上一樣
[00:23:18.000 --> 00:23:20.000]  因此我們可以做的
[00:23:20.000 --> 00:23:24.000]  也是我們要努力的向同胞傳福音
[00:23:24.000 --> 00:23:31.000]  第三就是我們要接受耶穌基督的恩典
[00:23:31.000 --> 00:23:33.000]  在《約翰福音》裏
[00:23:33.000 --> 00:23:37.000]  很清楚地講到神的恩典
[00:23:37.000 --> 00:23:39.000]  我們一起讀
[00:23:40.000 --> 00:23:44.000]  神住在我們中間 滿有恩典和真理
[00:23:44.000 --> 00:23:46.000]  我們見過祂的榮光
[00:23:46.000 --> 00:23:50.000]  正是從父而來的獨生子的榮光
[00:23:50.000 --> 00:23:54.000]  耶穌基督擔當了我們的罪業
[00:23:54.000 --> 00:23:57.000]  祂也帶領我們去度過每日的生活
[00:23:57.000 --> 00:23:59.000]  祂願意和我們同行
[00:23:59.000 --> 00:24:03.000]  祂可以賜下屬天的平安和喜樂
[00:24:03.000 --> 00:24:06.000]  因為祂就是那位有真有活的神
[00:24:07.000 --> 00:24:11.000]  每一個人都能夠靠著這位和平之君得到平安
[00:24:11.000 --> 00:24:14.000]  我們可以靠著這個奇妙的測試
[00:24:14.000 --> 00:24:16.000]  做我們生命的嚮導
[00:24:16.000 --> 00:24:19.000]  以致無論我們面對什麼樣的境況
[00:24:19.000 --> 00:24:21.000]  就算在絕望當中
[00:24:21.000 --> 00:24:24.000]  我們仍然能夠在耶穌基督裏面
[00:24:24.000 --> 00:24:26.000]  找到盼望和出路
[00:24:26.000 --> 00:24:28.000]  待會崇拜之後
[00:24:28.000 --> 00:24:30.000]  我們聚餐完結後
[00:24:30.000 --> 00:24:34.000]  Joey姊妹會在當中和我們分享
[00:24:35.000 --> 00:24:39.000]  耶穌基督如何成為他在絕望中的盼望
[00:24:39.000 --> 00:24:44.000]  我不知道大家現在的情況如何
[00:24:44.000 --> 00:24:48.000]  可能有些人只是面對著前途的困難
[00:24:48.000 --> 00:24:50.000]  好像看不到出路
[00:24:50.000 --> 00:24:54.000]  或者你可能面對著工作、家庭的困難
[00:24:54.000 --> 00:24:58.000]  但是耶穌知道你的情況
[00:24:58.000 --> 00:25:00.000]  祂能夠幫助你
[00:25:00.000 --> 00:25:03.000]  因為唯有祂是那位至高至大的神
[00:25:04.000 --> 00:25:06.000]  因為我們願意來到謙卑的時候
[00:25:06.000 --> 00:25:09.000]  你才會看到這個真是神
[00:25:09.000 --> 00:25:13.000]  我昨天讀聖經讀到這一段詩篇
[00:25:13.000 --> 00:25:15.000]  給我很大的提醒
[00:25:15.000 --> 00:25:17.000]  我們一起讀
[00:25:17.000 --> 00:25:20.000]  你們都來看耶和華的作為
[00:25:20.000 --> 00:25:22.000]  看祂怎樣使地荒涼
[00:25:22.000 --> 00:25:24.000]  祂使戰爭止息
[00:25:24.000 --> 00:25:26.000]  直到地極
[00:25:26.000 --> 00:25:28.000]  祂把弓截毀
[00:25:28.000 --> 00:25:30.000]  把矛砍斷
[00:25:30.000 --> 00:25:32.000]  把戰車用火焚燒
[00:25:33.000 --> 00:25:34.000]  祂說我是神
[00:25:34.000 --> 00:25:36.000]  我要在列國中被尊崇
[00:25:36.000 --> 00:25:38.000]  我要在全地上被尊崇
[00:25:38.000 --> 00:25:40.000]  當我們很多時候工作
[00:25:40.000 --> 00:25:42.000]  我們只以為自己很厲害的時候
[00:25:42.000 --> 00:25:46.000]  我們往往不會看到這個神
[00:25:46.000 --> 00:25:48.000]  你不會看到神的作為
[00:25:48.000 --> 00:25:50.000]  你願不願意謙卑
[00:25:50.000 --> 00:25:53.000]  以至你真的經歷到這個神
[00:25:53.000 --> 00:25:55.000]  在你生命中的大能
[00:25:55.000 --> 00:25:59.000]  唯有神是可以永遠止息戰爭的那位
[00:26:00.000 --> 00:26:03.000]  在耶穌基督來到掌權的時候
[00:26:03.000 --> 00:26:06.000]  這個世界才有真正的盼望
[00:26:06.000 --> 00:26:09.000]  但願我們都像詩篇最後那句
[00:26:09.000 --> 00:26:12.000]  我們願意神在列國中被尊崇
[00:26:12.000 --> 00:26:15.000]  要神在全地上被尊崇
[00:26:15.000 --> 00:26:18.000]  我盼望在這個聖誕節裡
[00:26:18.000 --> 00:26:21.000]  我們每一位都能夠把握機會
[00:26:21.000 --> 00:26:24.000]  得著這位大能的神
[00:26:24.000 --> 00:26:26.000]  這位愛你的神
[00:26:26.000 --> 00:26:29.000]  所賜給你的救恩和豐盛的生命
[00:26:30.000 --> 00:26:31.000]  祈求祈禱
[00:27:00.000 --> 00:27:02.000]  當我們真的願意謙卑
[00:27:02.000 --> 00:27:04.000]  願意仰望你的時候
[00:27:04.000 --> 00:27:06.000]  求祢讓我們經歷祢的大能
[00:27:06.000 --> 00:27:09.000]  主今日願祢賜福我們在在每一位
[00:27:09.000 --> 00:27:13.000]  叫我們在這個聖誕節更加不再一樣
[00:27:13.000 --> 00:27:15.000]  因為我們有祢
[00:27:15.000 --> 00:27:17.000]  作我們生命的主
[00:27:17.000 --> 00:27:19.000]  我們同心祈禱奉耶穌基督的名
[00:27:19.000 --> 00:27:21.000]  阿們
