
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 我們再一次用掌聲感謝我們的主
[00:21:52.000 --> 00:21:54.000]  但實際上
[00:21:54.000 --> 00:21:57.000]  不是,這個不是最重要
[00:21:57.000 --> 00:21:59.000]  最重要其實是弟兄姊妹
[00:21:59.000 --> 00:22:03.000]  是那個人的心智應該是怎樣
[00:22:03.000 --> 00:22:07.000]  當黑盤望遠鏡校正了焦點的時候
[00:22:07.000 --> 00:22:11.000]  它能夠客觀地傳送那些資料回來的時候
[00:22:11.000 --> 00:22:14.000]  就幫助我們對這個太空有更深入的認識
[00:22:14.000 --> 00:22:18.000]  當信徒能夠校正那個
[00:22:18.000 --> 00:22:20.000]  救贖我們基督的時候
[00:22:20.000 --> 00:22:23.000]  我們的生命就很自然流露
[00:22:23.000 --> 00:22:27.000]  不斷更新改變的這種力量
[00:22:27.000 --> 00:22:32.000]  當我們這樣的背景下的時候
[00:22:32.000 --> 00:22:34.000]  我們又再看看
[00:22:34.000 --> 00:22:36.000]  如果我們真的發揮到
[00:22:36.000 --> 00:22:39.000]  信徒這種不斷更新改變的力量的時候
[00:22:39.000 --> 00:22:42.000]  保羅告訴我們我們會見到一個什麼樣的處境
[00:22:42.000 --> 00:22:45.000]  這樣說來不再有希臘人
[00:22:45.000 --> 00:22:47.000]  或猶太人的區分
[00:22:47.000 --> 00:22:49.000]  也不再有受割禮的
[00:22:49.000 --> 00:22:50.000]  不受割禮的
[00:22:50.000 --> 00:22:51.000]  野蠻的
[00:22:51.000 --> 00:22:52.000]  未開化的
[00:22:52.000 --> 00:22:53.000]  奴隸的
[00:22:53.000 --> 00:22:55.000]  或自由人等分別
[00:22:55.000 --> 00:22:57.000]  基督就是一切
[00:22:57.000 --> 00:22:59.000]  基督貫徹一切
[00:22:59.000 --> 00:23:01.000]  換句話說
[00:23:01.000 --> 00:23:06.000]  如果那個信徒能夠做回他應該有的本份
[00:23:06.000 --> 00:23:08.000]  能夠對準基督的時候
[00:23:08.000 --> 00:23:10.000]  他不斷地成長更新
[00:23:10.000 --> 00:23:13.000]  就會出現一個局面
[00:23:13.000 --> 00:23:17.000]  其實這個局面是形容一個什麼樣的境地
[00:23:17.000 --> 00:23:21.000]  就是說人與人之間沒有了種族的歧視
[00:23:21.000 --> 00:23:24.000]  宗教的禮儀已經被摒棄
[00:23:24.000 --> 00:23:26.000]  文化的水平
[00:23:26.000 --> 00:23:27.000]  社會的階梯
[00:23:27.000 --> 00:23:30.000]  這些完全不再重要
[00:23:30.000 --> 00:23:33.000]  這裡其實描述的是一個門徒
[00:23:33.000 --> 00:23:37.000]  與整個社會的人倫之間的關係
[00:23:37.000 --> 00:23:38.000]  當然了
[00:23:38.000 --> 00:23:40.000]  在現在這段時間
[00:23:40.000 --> 00:23:43.000]  你可能聽我說這種境界
[00:23:43.000 --> 00:23:45.000]  應該都很熟口面的
[00:23:45.000 --> 00:23:47.000]  因為區議會選舉又來了
[00:23:47.000 --> 00:23:50.000]  當然告訴你充滿著希望
[00:23:50.000 --> 00:23:53.000]  帶領我們有一個很好的社會
[00:23:54.000 --> 00:23:57.000]  他們的基礎是怎麼樣呢
[00:23:57.000 --> 00:23:59.000]  我今天不說
[00:23:59.000 --> 00:24:00.000]  不過呢
[00:24:00.000 --> 00:24:04.000]  聖經裡面去描述這個不分種族
[00:24:04.000 --> 00:24:06.000]  宗教文化水平
[00:24:06.000 --> 00:24:08.000]  社會地位的一個處境
[00:24:08.000 --> 00:24:10.000]  有我們信仰的基礎
[00:24:10.000 --> 00:24:13.000]  我們試一下整理一下
[00:24:13.000 --> 00:24:15.000]  第八節我們看回
[00:24:15.000 --> 00:24:16.000]  他是這麼說的
[00:24:16.000 --> 00:24:20.000]  但是現在你們必須跟著這件事
[00:24:20.000 --> 00:24:22.000]  接著就說到
[00:24:22.000 --> 00:24:24.000]  我們要自死的事
[00:24:24.000 --> 00:24:25.000]  跟著的事
[00:24:25.000 --> 00:24:27.000]  其實就是我們要脫下的事
[00:24:27.000 --> 00:24:29.000]  這裡說脫下什麼呢
[00:24:29.000 --> 00:24:31.000]  不可再有憤怒啊
[00:24:31.000 --> 00:24:32.000]  暴戾啊
[00:24:32.000 --> 00:24:33.000]  仇恨啊
[00:24:33.000 --> 00:24:34.000]  不可說誹謗啊
[00:24:34.000 --> 00:24:37.000]  污穢的說話
[00:24:37.000 --> 00:24:39.000]  其實這裡的演繹
[00:24:39.000 --> 00:24:41.000]  原文很精彩
[00:24:41.000 --> 00:24:43.000]  他怎麼去表達呢
[00:24:43.000 --> 00:24:45.000]  其實他是在說人的一些情緒
[00:24:45.000 --> 00:24:47.000]  以及我們的性情
[00:24:47.000 --> 00:24:49.000]  憤怒呢
[00:24:49.000 --> 00:24:52.000]  一般是指到我們短暫的一些激氣
[00:24:52.000 --> 00:24:54.000]  啊 生氣了
[00:24:54.000 --> 00:24:56.000]  生氣完可能就算了
[00:24:56.000 --> 00:24:57.000]  但是接著呢
[00:24:57.000 --> 00:24:58.000]  暴戾呢
[00:24:58.000 --> 00:24:59.000]  就有一些升級
[00:24:59.000 --> 00:25:01.000]  描述到這個人呢
[00:25:01.000 --> 00:25:03.000]  他處事的態度
[00:25:03.000 --> 00:25:07.000]  或者他回應外界事情發生的時候
[00:25:07.000 --> 00:25:10.000]  他會用一種較為暴力的態度
[00:25:10.000 --> 00:25:11.000]  去回應
[00:25:11.000 --> 00:25:12.000]  去實踐出來
[00:25:12.000 --> 00:25:14.000]  而仇恨呢
[00:25:14.000 --> 00:25:16.000]  其實是說到一個世界觀
[00:25:16.000 --> 00:25:19.000]  他說到他好像看到這個世界
[00:25:19.000 --> 00:25:21.000]  所有人都是挑戰他的
[00:25:21.000 --> 00:25:23.000]  他覺得那些人都是不友善的
[00:25:23.000 --> 00:25:25.000]  那些人是要對他呢
[00:25:25.000 --> 00:25:27.000]  作出那個挑戰的
[00:25:27.000 --> 00:25:30.000]  在這樣的情況底下
[00:25:30.000 --> 00:25:32.000]  如果我們習慣了
[00:25:32.000 --> 00:25:35.000]  我們長期都看我們周圍的環境
[00:25:35.000 --> 00:25:37.000]  都是充滿著仇敵的話呢
[00:25:37.000 --> 00:25:39.000]  或者充滿著仇恨的話呢
[00:25:39.000 --> 00:25:40.000]  那你可以想到
[00:25:40.000 --> 00:25:42.000]  其實他會說些什麼呢
[00:25:42.000 --> 00:25:45.000]  充滿著咒咒
[00:25:45.000 --> 00:25:47.000]  充滿著偽旁
[00:25:47.000 --> 00:25:50.000]  攻擊傷害別人
[00:25:50.000 --> 00:25:52.000]  久不久教會呢
[00:25:52.000 --> 00:25:54.000]  都有些弟兄姐會問我這個問題
[00:25:54.000 --> 00:25:56.000]  雖然現在天氣開始冷
[00:25:56.000 --> 00:25:58.000]  但是我都儘管和大家講一下
[00:25:58.000 --> 00:26:00.000]  有時候都會問我
[00:26:00.000 --> 00:26:02.000]  究竟我穿一件吊帶背心
[00:26:02.000 --> 00:26:04.000]  或者穿一件T-top回來
[00:26:04.000 --> 00:26:06.000]  教會崇拜好不好啊
[00:26:06.000 --> 00:26:09.000]  那我一定說沒問題啊
[00:26:09.000 --> 00:26:12.000]  你在外面套一件cardigan就可以了
[00:26:12.000 --> 00:26:15.000]  又或者我穿一條超短裙回來
[00:26:15.000 --> 00:26:17.000]  這麼短行不行啊
[00:26:17.000 --> 00:26:18.000]  我說一定行啊
[00:26:18.000 --> 00:26:20.000]  你裡面穿一條褲子就可以了
[00:26:20.000 --> 00:26:22.000]  還要長那些就可以了
[00:26:22.000 --> 00:26:24.000]  接著又或者問我
[00:26:24.000 --> 00:26:27.000]  我在教會講髒話行不行啊
[00:26:27.000 --> 00:26:29.000]  那我就會這樣說
[00:26:29.000 --> 00:26:31.000]  其實
[00:26:31.000 --> 00:26:33.000]  如果我能夠
[00:26:33.000 --> 00:26:36.000]  用很華麗的詞組
[00:26:36.000 --> 00:26:39.000]  很委婉的修辭
[00:26:39.000 --> 00:26:42.000]  其實我立心要去侮辱你
[00:26:42.000 --> 00:26:45.000]  要去貶低你的人格
[00:26:45.000 --> 00:26:48.000]  其實就算我能夠這樣做也好
[00:26:48.000 --> 00:26:50.000]  我都覺得
[00:26:50.000 --> 00:26:53.000]  我很壞啊
[00:26:53.000 --> 00:26:57.000]  況且聖經都告訴我們
[00:26:57.000 --> 00:26:59.000]  保羅都告訴我們
[00:26:59.000 --> 00:27:00.000]  其實
[00:27:00.000 --> 00:27:03.000]  我們要丟棄的這些東西
[00:27:03.000 --> 00:27:05.000]  我們要跟絕的
[00:27:05.000 --> 00:27:11.000]  為什麼我們對我們自己這個人的要求這麼低呢
[00:27:11.000 --> 00:27:13.000]  在第十二節這麼說
[00:27:13.000 --> 00:27:16.000]  他說穿上憐憫的心腸
[00:27:16.000 --> 00:27:18.000]  因此謙卑
[00:27:18.000 --> 00:27:19.000]  溫柔
[00:27:19.000 --> 00:27:20.000]  忍耐
[00:27:20.000 --> 00:27:24.000]  那這幾個不同的美德啊
[00:27:24.000 --> 00:27:28.000]  大家都可以從字面當中裡面
[00:27:28.000 --> 00:27:30.000]  其實你都應該會發現
[00:27:30.000 --> 00:27:32.000]  在基督耶穌的身上
[00:27:32.000 --> 00:27:35.000]  我們顯而易見可以找到
[00:27:35.000 --> 00:27:37.000]  當我們在教會裡面
[00:27:37.000 --> 00:27:39.000]  或者在這個世界裡面
[00:27:39.000 --> 00:27:40.000]  我們要說
[00:27:40.000 --> 00:27:42.000]  其實我們在追求的
[00:27:42.000 --> 00:27:43.000]  是要種族啊
[00:27:43.000 --> 00:27:44.000]  宗教啊
[00:27:44.000 --> 00:27:45.000]  文化啊
[00:27:45.000 --> 00:27:46.000]  社會地位啊
[00:27:46.000 --> 00:27:47.000]  這些東西我們要摒棄
[00:27:47.000 --> 00:27:48.000]  我們要自由
[00:27:48.000 --> 00:27:49.000]  我們要民主
[00:27:49.000 --> 00:27:51.000]  當我們說這些東西的時候
[00:27:51.000 --> 00:27:53.000]  我想我們在教會裡面
[00:27:53.000 --> 00:27:55.000]  我們一定要想一件事情
[00:27:55.000 --> 00:27:58.000]  就是其實我們是一個什麼樣的人
[00:27:58.000 --> 00:28:03.000]  我們究竟有沒有穿起這一件的新衣
[00:28:03.000 --> 00:28:06.000]  還是我們只是拿了一件舊衣服出來
[00:28:06.000 --> 00:28:08.000]  就在那裡
[00:28:08.000 --> 00:28:10.000]  告訴別人
[00:28:10.000 --> 00:28:12.000]  這件就是我的新衣服
[00:28:12.000 --> 00:28:17.000]  究竟我們怎樣對我們自己這個人的生命呢
[00:28:17.000 --> 00:28:18.000]  第十二節呢
[00:28:18.000 --> 00:28:20.000]  不單止
[00:28:20.000 --> 00:28:24.000]  這個不是我配音來的
[00:28:24.000 --> 00:28:26.000]  沒有video的
[00:28:26.000 --> 00:28:28.000]  我們繼續看下去
[00:28:28.000 --> 00:28:32.000]  所以你們既然是神所揀選的人
[00:28:32.000 --> 00:28:33.000]  是聖潔的
[00:28:33.000 --> 00:28:35.000]  是神所愛的
[00:28:35.000 --> 00:28:39.000]  其實第十二節提供了一個很重要的線索給我們
[00:28:39.000 --> 00:28:42.000]  不單止告訴我們我們的基督是怎樣
[00:28:42.000 --> 00:28:44.000]  鼓勵我們要去穿上
[00:28:44.000 --> 00:28:46.000]  要學校這些的美德
[00:28:46.000 --> 00:28:49.000]  他更加告訴我們一個很重要的訊息
[00:28:49.000 --> 00:28:53.000]  其實門徒是被神所揀選的
[00:28:53.000 --> 00:28:56.000]  我們這一班弟兄姊妹
[00:28:56.000 --> 00:28:58.000]  這一班的子民
[00:28:58.000 --> 00:29:01.000]  其實不是主體來的
[00:29:01.000 --> 00:29:05.000]  我們是被神所揀選的
[00:29:05.000 --> 00:29:08.000]  門徒之德義被稱為聖潔
[00:29:08.000 --> 00:29:11.000]  也不是因為我們的本質是聖潔
[00:29:11.000 --> 00:29:14.000]  而是因為神揀選了我們的緣故
[00:29:14.000 --> 00:29:17.000]  我們被分別為聖
[00:29:17.000 --> 00:29:19.000]  所以保羅講到這裡
[00:29:19.000 --> 00:29:21.000]  最後要告訴我們
[00:29:21.000 --> 00:29:23.000]  最赤裸裸的事實
[00:29:23.000 --> 00:29:28.000]  其實就是神愛我們
[00:29:28.000 --> 00:29:31.000]  這是一個最簡單的道理
[00:29:31.000 --> 00:29:37.000]  原來神在千萬人當中揀選了我們
[00:29:37.000 --> 00:29:44.000]  其實我過去就已經看過這位Dr. Jennifer Wiseman的見證
[00:29:44.000 --> 00:29:49.000]  我曾經看過她好幾次不同的分享影片
[00:29:49.000 --> 00:29:51.000]  也有人問她
[00:29:51.000 --> 00:29:54.000]  究竟你觀測這個宇宙的時候
[00:29:54.000 --> 00:29:56.000]  你有什麼屬靈的體會
[00:29:56.000 --> 00:29:59.000]  其實剛才那個片段當中
[00:29:59.000 --> 00:30:00.000]  她也有說到
[00:30:00.000 --> 00:30:03.000]  她看到上帝創造的偉大
[00:30:03.000 --> 00:30:05.000]  祂很有創意
[00:30:05.000 --> 00:30:07.000]  但其實我看到有一個部份
[00:30:07.000 --> 00:30:09.000]  我最初真的很不明白
[00:30:09.000 --> 00:30:13.000]  她說到她看到上帝的Patience
[00:30:13.000 --> 00:30:15.000]  祂的忍耐
[00:30:15.000 --> 00:30:20.000]  慈愛是我們強行創造的
[00:30:20.000 --> 00:30:23.000]  在其他場所裡
[00:30:23.000 --> 00:30:29.000]  她也形容她體會到上帝很有那種忍耐
[00:30:29.000 --> 00:30:32.000]  但當我去想一想
[00:30:32.000 --> 00:30:34.000]  當這位學者
[00:30:34.000 --> 00:30:37.000]  他越看到我們這個宇宙
[00:30:37.000 --> 00:30:42.000]  其實是不斷的井然有序地運作
[00:30:42.000 --> 00:30:45.000]  原來甚至以他的理論
[00:30:45.000 --> 00:30:49.000]  我們這個宇宙還在不斷的運動和膨脹的時候
[00:30:49.000 --> 00:30:54.000]  他就看到原來這個宇宙這麼浩瀚和偉大
[00:30:54.000 --> 00:30:57.000]  這個宇宙的基督
[00:30:57.000 --> 00:31:02.000]  原來祂沒有計較我們這一群人的卑鄙
[00:31:02.000 --> 00:31:03.000]  我們的環境
[00:31:03.000 --> 00:31:05.000]  我們的罪性
[00:31:05.000 --> 00:31:07.000]  祂越是偉大
[00:31:07.000 --> 00:31:11.000]  祂對我們這一群人的忍耐和愛就越深
[00:31:11.000 --> 00:31:18.000]  我們其實本來都可以穿上這一件新衣
[00:31:18.000 --> 00:31:20.000]  其實我們已經穿上了
[00:31:20.000 --> 00:31:23.000]  但為什麼我們不將我們運作得好一點
[00:31:23.000 --> 00:31:28.000]  我們反而將耶穌基督的真理模糊了
[00:31:28.000 --> 00:31:32.000]  我們不願意的改換一身穿上一件
[00:31:32.000 --> 00:31:35.000]  這一件這麼美麗的新衣
[00:31:35.000 --> 00:31:38.000]  還拿回一件舊衣服出來
[00:31:38.000 --> 00:31:44.000]  原來基督耶穌就是這樣愛我們
[00:31:44.000 --> 00:31:47.000]  在今天正道結束的時候
[00:31:47.000 --> 00:31:50.000]  我很想播一條分半鐘的短片
[00:31:50.000 --> 00:31:55.000]  這段短片當中的主人翁並不是基督徒
[00:31:55.000 --> 00:31:59.000]  他經歷的事也跟基督教沒有關係
[00:31:59.000 --> 00:32:02.000]  最低限度我看不到
[00:32:02.000 --> 00:32:08.000]  其實是一個新興媒體叫做一百無的封面攝影師
[00:32:08.000 --> 00:32:11.000]  他講他自己的一些心聲
[00:32:11.000 --> 00:32:13.000]  他的名字叫做Derek
[00:32:13.000 --> 00:32:15.000]  我們看看他講什麼
[00:32:15.000 --> 00:32:18.000]  值得留意當中裡面的訊息
[00:32:18.000 --> 00:32:22.000]  我是Derek 今年28歲
[00:32:22.000 --> 00:32:24.000]  我是拍攝人像的廣告
[00:32:24.000 --> 00:32:27.000]  雜誌 雜誌cover 一百無是黑字
[00:32:27.000 --> 00:32:29.000]  今年2015年才開始拍攝黑字
[00:32:29.000 --> 00:32:32.000]  我沒有讀過攝影
[00:32:32.000 --> 00:32:35.000]  我做過麥當勞 做過百老匯
[00:32:35.000 --> 00:32:37.000]  慢慢慢慢越來越偏近這一行
[00:32:37.000 --> 00:32:38.000]  我覺得我是極端地懶
[00:32:38.000 --> 00:32:40.000]  我只是做我喜歡做的事
[00:32:40.000 --> 00:32:41.000]  因為我不讀書
[00:32:41.000 --> 00:32:43.000]  我用光了時間來玩我喜歡的事
[00:32:43.000 --> 00:32:45.000]  那你整天玩那件事
[00:32:45.000 --> 00:32:46.000]  你打機也會擅長
[00:32:46.000 --> 00:32:48.000]  原來拍照是想有人看的
[00:32:48.000 --> 00:32:49.000]  是很開心的
[00:32:49.000 --> 00:32:53.000]  但我很感謝那時候的師傅
[00:32:53.000 --> 00:32:55.000]  他傾囊相授
[00:32:55.000 --> 00:32:56.000]  我師傅叫Rex
[00:32:56.000 --> 00:32:59.000]  很多和我們合作的藝人的戲都很出色
[00:32:59.000 --> 00:33:00.000]  是捕捉
[00:33:00.000 --> 00:33:01.000]  他一定做到給你
[00:33:01.000 --> 00:33:02.000]  是看你捉不捉到
[00:33:02.000 --> 00:33:05.000]  有時候他是扮那個台詞
[00:33:05.000 --> 00:33:07.000]  他就會不停地將那句台詞講
[00:33:07.000 --> 00:33:09.000]  就catch他究竟那個口型
[00:33:09.000 --> 00:33:12.000]  哪個位置令人最覺得回想那一刻
[00:33:12.000 --> 00:33:15.000]  所有燈 甚至每隻手指的角度
[00:33:15.000 --> 00:33:16.000]  我們都會跟蹤
[00:33:16.000 --> 00:33:17.000]  真的
[00:33:17.000 --> 00:33:22.000]  我有些照片是做給我媽媽看的
[00:33:22.000 --> 00:33:26.000]  因為我媽媽在我人生肯定
[00:33:26.000 --> 00:33:28.000]  是一個最低潮的時間
[00:33:28.000 --> 00:33:29.000]  她離開了我們
[00:33:29.000 --> 00:33:31.000]  肺癌過世了
[00:33:31.000 --> 00:33:36.000]  她花了她整個青春在我的生命裏
[00:33:36.000 --> 00:33:38.000]  將她最好的東西給了我
[00:33:38.000 --> 00:33:42.000]  我媽媽是很疼我和兩個小朋友
[00:33:42.000 --> 00:33:43.000]  我不知道她能不能看到
[00:33:43.000 --> 00:33:46.000]  但我很希望可以讓她看到
[00:33:46.000 --> 00:33:49.000]  她沒有白費她的青春
[00:33:49.000 --> 00:33:52.000]  這個人生可以讓她看到
[00:33:52.000 --> 00:33:54.000]  我沒有浪費
[00:34:20.000 --> 00:34:22.000]  但接著她有兩件事
[00:34:22.000 --> 00:34:24.000]  她的樣子是嚴肅了
[00:34:24.000 --> 00:34:26.000]  第一件事
[00:34:26.000 --> 00:34:28.000]  她覺得她在人生裏
[00:34:28.000 --> 00:34:30.000]  有一個師父
[00:34:30.000 --> 00:34:34.000]  願意傾囊相授
[00:34:34.000 --> 00:34:35.000]  很難的
[00:34:35.000 --> 00:34:37.000]  在今天我們的社會裏
[00:34:37.000 --> 00:34:38.000]  有人她認識的東西
[00:34:38.000 --> 00:34:40.000]  她能夠告訴我們
[00:34:40.000 --> 00:34:43.000]  教我們 不計較地傳授給我們
[00:34:43.000 --> 00:34:46.000]  她感受到一份愛
[00:34:46.000 --> 00:34:51.000]  因為我們知道沒有人有必然要教我們
[00:34:51.000 --> 00:34:54.000]  但她體會到有一個這樣的師父的時候
[00:34:54.000 --> 00:34:56.000]  所以她特意都要說一下
[00:34:56.000 --> 00:34:59.000]  她這個師父叫什麼名字
[00:34:59.000 --> 00:35:01.000]  接著第三件事
[00:35:01.000 --> 00:35:03.000]  觸動她的是什麼
[00:35:03.000 --> 00:35:08.000]  她媽媽對她無條件的愛
[00:35:08.000 --> 00:35:11.000]  為她付出了青春
[00:35:11.000 --> 00:35:13.000]  為她付出了生命
[00:35:13.000 --> 00:35:16.000]  按照Derek的背景
[00:35:16.000 --> 00:35:19.000]  她會有這樣的想法
[00:35:19.000 --> 00:35:21.000]  雖然她媽媽已經離開了
[00:35:21.000 --> 00:35:22.000]  死了
[00:35:22.000 --> 00:35:25.000]  但她都希望她很認真地去拍一張照片的時候
[00:35:25.000 --> 00:35:27.000]  她想告訴別人
[00:35:27.000 --> 00:35:28.000]  告訴她媽媽
[00:35:28.000 --> 00:35:29.000]  我很努力的
[00:35:29.000 --> 00:35:31.000]  我沒有浪費我這個青春
[00:35:31.000 --> 00:35:34.000]  沒有浪費你為我付出的愛
[00:35:34.000 --> 00:35:36.000]  弟兄姊妹
[00:35:36.000 --> 00:35:40.000]  這個世界的共通的語言
[00:35:40.000 --> 00:35:42.000]  是愛
[00:35:42.000 --> 00:35:46.000]  所以耶穌基督花了這麼大的
[00:35:46.000 --> 00:35:48.000]  這麼多的汗水
[00:35:48.000 --> 00:35:50.000]  這麼多的血
[00:35:50.000 --> 00:35:53.000]  是為了世人去傾流
[00:35:53.000 --> 00:35:56.000]  祂是要我們明白
[00:35:56.000 --> 00:35:59.000]  這一份的愛
[00:35:59.000 --> 00:36:03.000]  是能夠幫我們改喚我們的生命
[00:36:03.000 --> 00:36:08.000]  而當我們願意穿上這件愛的新衣的時候
[00:36:08.000 --> 00:36:11.000]  那個所謂的政治的理想
[00:36:11.000 --> 00:36:15.000]  那個人倫的關係的重塑
[00:36:15.000 --> 00:36:19.000]  自然會令到我們的社區
[00:36:19.000 --> 00:36:23.000]  或者我們身邊工作的地方
[00:36:23.000 --> 00:36:26.000]  會有一個不一樣的改變
[00:36:26.000 --> 00:36:28.000]  弟兄姊妹
[00:36:28.000 --> 00:36:32.000]  你願不願意去穿上這個新衣
[00:36:32.000 --> 00:36:36.000]  去活現基督耶穌的愛呢?
[00:36:36.000 --> 00:36:37.000]  弟兄姊妹
[00:36:37.000 --> 00:36:39.000]  我們一起禱告
[00:36:42.000 --> 00:36:45.000]  弟兄姊妹
[00:36:45.000 --> 00:36:47.000]  我們每一個人的生命
[00:36:47.000 --> 00:36:56.000]  一定比那個25億元美金的哈勃望遠鏡來得寶貴
[00:36:56.000 --> 00:37:00.000]  因為那個創天造地
[00:37:00.000 --> 00:37:03.000]  以永能托住萬有
[00:37:03.000 --> 00:37:05.000]  那位的基督耶穌
[00:37:05.000 --> 00:37:09.000]  祂甘願死在十字架上面
[00:37:09.000 --> 00:37:11.000]  為著我們的不順
[00:37:11.000 --> 00:37:13.000]  為著我們的環境
[00:37:13.000 --> 00:37:17.000]  祂甘願的犧牲自己
[00:37:17.000 --> 00:37:19.000]  弟兄姊妹
[00:37:19.000 --> 00:37:25.000]  在我們每一個真心決志耶穌基督的你和我
[00:37:25.000 --> 00:37:31.000]  其實已經擁有那份更新改變的力量
[00:37:31.000 --> 00:37:36.000]  我們可以照著耶穌基督的樣式
[00:37:36.000 --> 00:37:40.000]  這樣去追求改變
[00:37:40.000 --> 00:37:43.000]  去更認識祂
[00:37:43.000 --> 00:37:45.000]  以致在我們的生命裏
[00:37:45.000 --> 00:37:52.000]  能夠結出那些恩慈、謙卑、溫柔和忍耐
[00:37:52.000 --> 00:37:56.000]  主啊!我懇求祢幫助我們這個群體
[00:37:56.000 --> 00:37:59.000]  特別在這個世代當中
[00:37:59.000 --> 00:38:01.000]  充滿了暴力
[00:38:01.000 --> 00:38:03.000]  充滿了歪理
[00:38:03.000 --> 00:38:06.000]  主祢更加看得起我們教會
[00:38:06.000 --> 00:38:11.000]  我們不單止現在擁有50號這個單位
[00:38:11.000 --> 00:38:15.000]  我們更加有97號這個地方
[00:38:15.000 --> 00:38:18.000]  我們可以在這條街
[00:38:18.000 --> 00:38:21.000]  在這個社區當中
[00:38:21.000 --> 00:38:27.000]  去彰顯主祢應許給我們看到的那個境地
[00:38:27.000 --> 00:38:31.000]  就是那些人倫的和諧
[00:38:31.000 --> 00:38:34.000]  我們不計較那些信仰
[00:38:34.000 --> 00:38:36.000]  我們不看人的種族
[00:38:36.000 --> 00:38:40.000]  我們不鄙視文化水平的落差
[00:38:40.000 --> 00:38:43.000]  我們不計較社會的地位
[00:38:43.000 --> 00:38:48.000]  主啊!求祢幫我們穿上這件外的新衣
[00:38:48.000 --> 00:38:52.000]  在這個社區裏彰顯祢自己的愛
[00:38:52.000 --> 00:38:53.000]  我們今天禱告
[00:38:53.000 --> 00:38:54.000]  奉耶穌基督的聖名
[00:38:54.000 --> 00:38:55.000]  阿門
