
[00:00:00.000 --> 00:00:05.800]  我哋今日開始繼續我哋嘅Romance嘅Series
[00:15:43.300 --> 00:15:45.300]  咁唔知佢喺邊啦
[00:15:45.300 --> 00:15:47.300]  咁你估
[00:15:47.300 --> 00:15:49.300]  我做領袖嗰次 等唔等呢
[00:15:49.300 --> 00:15:51.300]  等唔等
[00:15:51.300 --> 00:15:53.300]  邊個想等嘅 邊個會等嘅
[00:15:53.300 --> 00:15:55.300]  ok 好
[00:15:55.300 --> 00:15:57.300]  呢啲女仔唔會等嘅
[00:15:57.300 --> 00:15:59.300]  Winnie 你個group唔等人嘅係咪
[00:15:59.300 --> 00:16:01.300]  一齊去旅行唔等人
[00:16:01.300 --> 00:16:03.300]  佢自己行走咗就ok
[00:16:03.300 --> 00:16:05.300]  唔等 ok
[00:16:05.300 --> 00:16:07.300]  唔等 ok
[00:16:07.300 --> 00:16:09.300]  所以要講呢篇度
[00:16:09.300 --> 00:16:11.300]  咁我哋呢
[00:16:11.300 --> 00:16:13.300]  就啊 去咗邊呀
[00:16:13.300 --> 00:16:15.300]  呢個女仔去咗邊呀
[00:16:15.300 --> 00:16:17.300]  佢自己呢就
[00:16:17.300 --> 00:16:19.300]  行去 我要搵電話卡
[00:16:19.300 --> 00:16:21.300]  我要text我個boyfriend
[00:16:21.300 --> 00:16:23.300]  要搵電話卡
[00:16:23.300 --> 00:16:25.300]  咁等唔等呢
[00:16:25.300 --> 00:16:27.300]  咁我哋就
[00:16:27.300 --> 00:16:29.300]  我send個helper
[00:16:29.300 --> 00:16:31.300]  搵下佢喺邊度
[00:16:31.300 --> 00:16:33.300]  跟住去remind佢
[00:16:33.300 --> 00:16:35.300]  你陪我哋一齊
[00:16:35.300 --> 00:16:37.300]  做個group mission呢
[00:16:37.300 --> 00:16:39.300]  就要一齊stay together
[00:16:39.300 --> 00:16:41.300]  同埋有一次
[00:16:41.300 --> 00:16:43.300]  我哋去
[00:16:43.300 --> 00:16:45.300]  another trip個時
[00:16:45.300 --> 00:16:47.300]  我哋 短暫已經完咗
[00:16:47.300 --> 00:16:49.300]  我哋就返
[00:16:49.300 --> 00:16:51.300]  香港
[00:16:51.300 --> 00:16:53.300]  我哋返香港呢就係要
[00:16:53.300 --> 00:16:55.300]  轉機
[00:16:55.300 --> 00:16:57.300]  喺Manila轉機 邊個去過Manila嘅
[00:16:57.300 --> 00:16:59.300]  知唔知Manila係邊呀
[00:16:59.300 --> 00:17:01.300]  Timon 知 ok
[00:17:01.300 --> 00:17:03.300]  Manila轉機
[00:17:03.300 --> 00:17:05.300]  咁我哋轉機個時呢
[00:17:05.300 --> 00:17:07.300]  係要再
[00:17:07.300 --> 00:17:09.300]  即係check in
[00:17:09.300 --> 00:17:11.300]  一次嘅
[00:17:11.300 --> 00:17:13.300]  咁我哋一group
[00:17:13.300 --> 00:17:15.300]  可能 我諗七個啦
[00:17:15.300 --> 00:17:17.300]  check in 個個
[00:17:17.300 --> 00:17:19.300]  畀咗passport 跟住
[00:17:19.300 --> 00:17:21.300]  有一個呢就話 哎呀
[00:17:21.300 --> 00:17:23.300]  死啦
[00:17:23.300 --> 00:17:25.300]  佢唔見咗個passport
[00:17:25.300 --> 00:17:27.300]  喎 你知唔知佢
[00:17:27.300 --> 00:17:29.300]  留咗個passport喺邊呀
[00:17:29.300 --> 00:17:31.300]  你
[00:17:31.300 --> 00:17:33.300]  你坐 你坐飛機
[00:17:33.300 --> 00:17:35.300]  個時呢 前面未有個
[00:17:35.300 --> 00:17:37.300]  有個pocket嘅
[00:17:37.300 --> 00:17:39.300]  佢擺咗個passport喺個
[00:17:39.300 --> 00:17:41.300]  pocket 前面喎 有無人
[00:17:41.300 --> 00:17:43.300]  試過咁樣擺嘅
[00:17:43.300 --> 00:17:45.300]  有無人試過 你試過
[00:17:45.300 --> 00:17:47.300]  ok 你記得攞返
[00:17:47.300 --> 00:17:49.300]  佢就唔記得攞啦
[00:17:49.300 --> 00:17:51.300]  咁我哋
[00:17:51.300 --> 00:17:53.300]  就 就嚟上機啦
[00:17:53.300 --> 00:17:55.300]  等唔等好呀
[00:17:55.300 --> 00:17:57.300]  等唔等 邊個會等嘅
[00:17:57.300 --> 00:17:59.300]  個個
[00:17:59.300 --> 00:18:01.300]  miss個flight去等佢 邊個
[00:18:01.300 --> 00:18:03.300]  會等嘅 有無人
[00:18:03.300 --> 00:18:05.300]  無人會等 VN
[00:18:05.300 --> 00:18:07.300]  唔會等 Irene 會等
[00:18:07.300 --> 00:18:09.300]  ok 呢個好嘅
[00:18:09.300 --> 00:18:11.300]  好嘅牧師 ok
[00:18:11.300 --> 00:18:13.300]  跟呢個去trip 好啦 係咪
[00:18:13.300 --> 00:18:15.300]  VN就唔好啦
[00:18:15.300 --> 00:18:17.300]  VN話唔等喎 Timon
[00:18:17.300 --> 00:18:19.300]  你小心囉
[00:18:19.300 --> 00:18:25.300]  講笑呀講笑 唔好嬲喎
[00:18:25.300 --> 00:18:27.300]  要輸我
[00:18:27.300 --> 00:18:33.300]  得一個鐘
[00:18:33.300 --> 00:18:35.300]  佢唔見咗個passport
[00:18:35.300 --> 00:18:37.300]  喺之前個機嗰度
[00:18:37.300 --> 00:18:39.300]  咁我做領袖應該做點呀
[00:18:39.300 --> 00:18:41.300]  點呀
[00:18:41.300 --> 00:18:43.300]  我哋有七個
[00:18:43.300 --> 00:18:45.300]  你哋會點呀
[00:18:45.300 --> 00:18:49.300]  ok very good 有無人聽到
[00:18:49.300 --> 00:18:51.300]  Pierre 講嘢 留一個
[00:18:51.300 --> 00:18:53.300]  同佢走
[00:18:53.300 --> 00:18:55.300]  咁我做領袖就點呀
[00:18:55.300 --> 00:18:57.300]  我陪你
[00:18:57.300 --> 00:18:59.300]  等返個passport
[00:18:59.300 --> 00:19:01.300]  我哋一齊走啦 我哋留幾晚
[00:19:01.300 --> 00:19:03.300]  一晚ok啦
[00:19:03.300 --> 00:19:05.300]  係咪 個個安全就得啦
[00:19:05.300 --> 00:19:07.300]  係咪 咁我哋喺嗰個
[00:19:07.300 --> 00:19:09.300]  嗰個咩
[00:19:09.300 --> 00:19:11.300]  Security office lost and found
[00:19:11.300 --> 00:19:13.300]  嗰個 ok 喺度坐啦
[00:19:13.300 --> 00:19:15.300]  坐呀
[00:19:15.300 --> 00:19:17.300]  得返45分鐘
[00:19:17.300 --> 00:19:19.300]  跟住
[00:19:19.300 --> 00:19:21.300]  哎呀 騎咗肚啦好唔好呀
[00:19:21.300 --> 00:19:23.300]  跟住得返30分鐘
[00:19:23.300 --> 00:19:25.300]  啊
[00:19:25.300 --> 00:19:27.300]  passport嚟咗喎 即刻
[00:19:27.300 --> 00:19:29.300]  攬攬去 即刻check
[00:19:29.300 --> 00:19:31.300]  check in 即刻
[00:19:31.300 --> 00:19:33.300]  搵返
[00:19:33.300 --> 00:19:35.770]  回到我們的團隊,那就要感謝神了,回到你身邊了
[00:19:35.770 --> 00:19:46.770]  對不對?有時候,我們在團隊,在教會,有些人是要走的
[00:19:46.770 --> 00:19:48.770]  對不對?有些人是要走的
[00:19:48.770 --> 00:19:56.770]  我們有強的,有些人是軟弱的,有些人是忘記的
[00:19:58.770 --> 00:20:01.770]  我們要bear with one another
[00:20:01.770 --> 00:20:02.770]  我們要怎樣?
[00:20:02.770 --> 00:20:08.770]  第一,謙卑我們自己,humble,recognize 我們自己都有軟弱的
[00:20:08.770 --> 00:20:16.770]  第二,要看到哪個人是有,要幫助的
[00:20:16.770 --> 00:20:20.770]  realize,recognize
[00:20:20.770 --> 00:20:23.770]  第三呢,是reach out 去幫人
[00:20:23.770 --> 00:20:30.770]  好,我們繼續,verse 15,我們繼續,chapter 15,verse 2
[00:20:30.770 --> 00:20:32.770]  我們一起讀英文,第二節
[00:20:32.770 --> 00:20:34.770]  ok,這裡,1,2,3
[00:20:34.770 --> 00:20:40.770]  let each of us please,ok,1,2,3
[00:20:40.770 --> 00:20:45.770]  let each of us please his neighbor for his good
[00:20:45.770 --> 00:20:47.770]  to build him up
[00:20:47.770 --> 00:20:50.770]  for Christ did not please himself
[00:20:50.770 --> 00:20:52.770]  but it was written
[00:20:52.770 --> 00:20:58.770]  the reproaches of those who reproached you fell on me
[00:20:58.770 --> 00:21:04.770]  好,第二點呢,是保羅叫我們please our neighbor
[00:21:04.770 --> 00:21:08.770]  邊個係我哋嘅neighbor?
[00:21:08.770 --> 00:21:10.770]  who is our neighbor?
[00:21:10.770 --> 00:21:12.770]  邊個係我哋嘅neighbor?
[00:21:12.770 --> 00:21:15.770]  who is our neighbor?
[00:21:15.770 --> 00:21:18.770]  ok,你拍下你隔離嗰個,ok
[00:21:18.770 --> 00:21:20.770]  係咪neighbor?你隔離嗰個係咪neighbor?
[00:21:20.770 --> 00:21:24.770]  邊個識你個neighbor嘅?你住嗰度嘅neighbor,識唔識嘅?
[00:21:24.770 --> 00:21:27.770]  識唔識?ok,好,bb識
[00:21:27.770 --> 00:21:29.770]  ok,仲有冇人識?
[00:21:29.770 --> 00:21:31.770]  winnie,你識唔識你隔離嗰啲neighbor嘅?
[00:21:31.770 --> 00:21:32.770]  係咪好人嚟嘅?
[00:21:32.770 --> 00:21:34.770]  好啊,佢請我食嘢嘅
[00:21:34.770 --> 00:21:37.770]  嘩,請你食嘢,wow,good neighbor
[00:21:37.770 --> 00:21:40.770]  有冇啲唔好嘅neighbor嘅?
[00:21:40.770 --> 00:21:43.770]  有冇啲覺得係唔好嘅neighbor,有冇?
[00:21:43.770 --> 00:21:46.770]  耶穌嗰時呢
[00:21:46.770 --> 00:21:49.770]  啲門徒都問佢喎
[00:21:49.770 --> 00:21:51.770]  who is my neighbor?
[00:21:51.770 --> 00:21:54.770]  咁我哋讀Luke chapter 10
[00:21:54.770 --> 00:21:57.770]  我哋請Ava幫我哋讀Luke chapter 10
[00:21:57.770 --> 00:21:59.770]  Luke chapter 10
[00:21:59.770 --> 00:22:01.770]  佢回答說
[00:22:01.770 --> 00:22:07.770]  你要盡心,盡性,盡力,盡意愛主,你的神
[00:22:07.770 --> 00:22:10.770]  又要愛倫如己
[00:22:10.770 --> 00:22:12.770]  耶穌對佢說
[00:22:12.770 --> 00:22:14.770]  你回答得正確
[00:22:14.770 --> 00:22:17.770]  你這樣做就會得永生
[00:22:17.770 --> 00:22:20.770]  那人要證明自己有理
[00:22:20.770 --> 00:22:22.770]  就對耶穌說
[00:22:22.770 --> 00:22:24.770]  誰是我的倫者呢?
[00:22:24.770 --> 00:22:27.770]  係啦,呢度
[00:22:27.770 --> 00:22:29.770]  個disciple問佢
[00:22:29.770 --> 00:22:31.770]  who is my neighbor?
[00:22:31.770 --> 00:22:35.770]  耶穌話love your enemies or love God, love others
[00:22:35.770 --> 00:22:37.770]  係咪?love your neighbor
[00:22:37.770 --> 00:22:40.770]  咁佢就話who is my neighbor?
[00:22:40.770 --> 00:22:42.770]  跟住耶穌就講咗咩故事
[00:22:42.770 --> 00:22:44.770]  知唔知?記唔記得?
[00:22:44.770 --> 00:22:46.770]  講咩故事啊?
[00:22:46.770 --> 00:22:48.770]  係啦,very good
[00:22:48.770 --> 00:22:50.770]  the good Samaritan
[00:22:50.770 --> 00:22:54.770]  呢個人呢就俾人打
[00:22:54.770 --> 00:22:56.770]  跟住搶晒啲嘢
[00:22:56.770 --> 00:22:58.770]  衫都透埋
[00:22:58.770 --> 00:23:01.770]  係咪?跟住咩人行過啊?
[00:23:01.770 --> 00:23:04.770]  咩人行過?呢個咩人嚟㗎?
[00:23:04.770 --> 00:23:06.770]  呢個high priest
[00:23:06.770 --> 00:23:09.770]  係咪?high priest walk
[00:23:09.770 --> 00:23:11.770]  睇到佢呢就點啊?
[00:23:11.770 --> 00:23:13.770]  即刻閃
[00:23:13.770 --> 00:23:15.770]  係咪?哇
[00:23:15.770 --> 00:23:16.770]  閃
[00:23:16.770 --> 00:23:18.770]  跟住個Levi, a priest又嚟
[00:23:18.770 --> 00:23:20.770]  係咪?
[00:23:20.770 --> 00:23:22.770]  佢又睇到佢
[00:23:22.770 --> 00:23:24.770]  佢又點啊?
[00:23:24.770 --> 00:23:26.770]  睇到佢咁慘,俾人打
[00:23:26.770 --> 00:23:28.770]  俾人搶晒啲嘢,佢點啊?
[00:23:28.770 --> 00:23:30.770]  佢都走啊
[00:23:30.770 --> 00:23:32.770]  係咪?
[00:23:32.770 --> 00:23:34.770]  但係最後呢,呢個人
[00:23:34.770 --> 00:23:36.770]  就係一個Samaritan
[00:23:36.770 --> 00:23:38.770]  係咪?之前個課題係
[00:23:38.770 --> 00:23:40.770]  Samaritan, 睇到佢喎
[00:23:40.770 --> 00:23:43.770]  Samaritan同Jews個relationship係點㗎?
[00:23:43.770 --> 00:23:46.770]  啲猶太人覺得See Samaritan係點㗎?
[00:23:46.770 --> 00:23:49.770]  佢係look down on佢哋
[00:23:49.770 --> 00:23:51.770]  係咪?look down on呢啲人嘅
[00:23:51.770 --> 00:23:53.770]  哇,呢啲人
[00:23:53.770 --> 00:23:55.770]  同我哋啲enemy一齊
[00:23:55.770 --> 00:23:57.770]  去interact嘅
[00:23:57.770 --> 00:23:59.770]  係咪?
[00:23:59.770 --> 00:24:01.770]  intermingle嘅,唔同呢啲人嘅
[00:24:01.770 --> 00:24:03.770]  佢look down佢哋
[00:24:03.770 --> 00:24:05.770]  但係呢個Samaritan睇到呢個人
[00:24:05.770 --> 00:24:07.770]  俾人打
[00:24:07.770 --> 00:24:09.770]  搶晒啲嘢
[00:24:09.770 --> 00:24:11.770]  佢就點啊?next slide
[00:24:11.770 --> 00:24:13.770]  佢就幫佢啦
[00:24:13.770 --> 00:24:15.770]  係咪?帶佢嚟
[00:24:15.770 --> 00:24:17.770]  帶佢去個hotel
[00:24:17.770 --> 00:24:19.770]  俾埋hotel個費喎
[00:24:19.770 --> 00:24:21.770]  係咪?
[00:24:21.770 --> 00:24:23.770]  去幫佢啦
[00:24:23.770 --> 00:24:25.770]  咁呢個故事,耶穌就講咗
[00:24:25.770 --> 00:24:27.770]  之後呢,就話
[00:24:27.770 --> 00:24:29.770]  who is the neighbor in this story?
[00:24:29.770 --> 00:24:31.770]  你覺得who is the neighbor?
[00:24:31.770 --> 00:24:35.770]  who is the neighbor?
[00:24:35.770 --> 00:24:37.770]  is the good Samaritan
[00:24:37.770 --> 00:24:39.770]  幫佢
[00:24:39.770 --> 00:24:41.770]  嗰個人呢,就真正
[00:24:41.770 --> 00:24:43.770]  係佢嘅neighbor啦
[00:24:43.770 --> 00:24:45.770]  咁保羅喺呢個passage呢
[00:24:45.770 --> 00:24:47.770]  就叫我哋點
[00:24:47.770 --> 00:24:49.770]  可以please our neighbor?
[00:24:49.770 --> 00:24:51.770]  let us each please our
[00:24:51.770 --> 00:24:53.770]  his neighbor for his good
[00:24:53.770 --> 00:24:57.770]  for his good
[00:24:57.770 --> 00:24:59.770]  我哋幫人點解?
[00:24:59.770 --> 00:25:01.770]  因為為佢好
[00:25:01.770 --> 00:25:03.770]  我哋點去
[00:25:03.770 --> 00:25:05.770]  distinguish what is good?
[00:25:05.770 --> 00:25:07.770]  how do we distinguish
[00:25:07.770 --> 00:25:09.770]  what is good for our neighbor?
[00:25:09.770 --> 00:25:11.770]  我哋點去
[00:25:11.770 --> 00:25:13.770]  distinguish?
[00:25:13.770 --> 00:25:15.770]  知唔知?
[00:25:15.770 --> 00:25:17.770]  唔知
[00:25:17.770 --> 00:25:19.770]  how do we
[00:25:19.770 --> 00:25:21.770]  distinguish what is good?
[00:25:21.770 --> 00:25:23.770]  Gabe?
[00:25:23.770 --> 00:25:25.770]  how do we distinguish
[00:25:25.770 --> 00:25:27.770]  how to please our neighbor for his good?
[00:25:35.770 --> 00:25:37.770]  ok,第一
[00:25:37.770 --> 00:25:41.770]  how do we distinguish what is good in general?
[00:25:41.770 --> 00:25:45.770]  read the bible
[00:25:45.770 --> 00:25:47.770]  sunday school answer, very good
[00:25:47.770 --> 00:25:49.770]  讀聖經啦,係咪?
[00:25:49.770 --> 00:25:51.770]  讀聖經呢,跟住要睇下
[00:25:51.770 --> 00:25:53.770]  神
[00:25:53.770 --> 00:25:55.770]  話咩係好,同埋唔好嘅
[00:25:55.770 --> 00:25:57.770]  that's the first point
[00:25:57.770 --> 00:25:59.770]  係咪?跟住呢
[00:25:59.770 --> 00:26:01.770]  第二,係用我哋
[00:26:01.770 --> 00:26:03.770]  自己嘅 reason
[00:26:03.770 --> 00:26:05.770]  食呢啲嘢好
[00:26:05.770 --> 00:26:07.770]  食呢啲嘢唔好,讀下書
[00:26:07.770 --> 00:26:09.770]  do some study,係咪?
[00:26:09.770 --> 00:26:11.770]  睇下咩係好唔好
[00:26:11.770 --> 00:26:13.770]  the first thing is
[00:26:13.770 --> 00:26:15.770]  is it biblical?
[00:26:15.770 --> 00:26:17.770]  跟住第二呢,佢就話
[00:26:17.770 --> 00:26:19.770]  唔單止係 for his good
[00:26:19.770 --> 00:26:21.770]  係要 build him up
[00:26:21.770 --> 00:26:23.770]  build
[00:26:23.770 --> 00:26:25.770]  him up
[00:26:25.770 --> 00:26:27.770]  邊個試過係 build up
[00:26:27.770 --> 00:26:29.770]  人哋嘅
[00:26:29.770 --> 00:26:31.770]  姐係人哋
[00:26:31.770 --> 00:26:33.770]  係幫人嘅 for his good
[00:26:33.770 --> 00:26:35.770]  邊個試過
[00:26:35.770 --> 00:26:37.770]  有冇人試過
[00:26:37.770 --> 00:26:39.770]  我哋去返之前個 slide
[00:26:39.770 --> 00:26:41.770]  我哋係圖畫
[00:26:41.770 --> 00:26:43.770]  個圖畫,係幫人嗰個圖畫
[00:26:43.770 --> 00:26:47.770]  slide number
[00:26:47.770 --> 00:26:51.770]  11,係咪?
[00:26:51.770 --> 00:26:53.770]  10, 11
[00:26:53.770 --> 00:26:55.770]  yeah, this one
[00:26:55.770 --> 00:26:57.770]  邊個參加過嘅
[00:26:57.770 --> 00:26:59.770]  邊個參加過
[00:26:59.770 --> 00:27:01.770]  呢個?有咩?
[00:27:01.770 --> 00:27:03.770]  有?
[00:27:03.770 --> 00:27:05.770]  唔係呢個,ok, good
[00:27:05.770 --> 00:27:07.770]  我哋呢度去做咩嘢?
[00:27:07.770 --> 00:27:09.770]  去派飯
[00:27:09.770 --> 00:27:11.770]  派飯畀邊個?
[00:27:11.770 --> 00:27:13.770]  派飯畀啲
[00:27:13.770 --> 00:27:15.770]  homeless 嗰啲人
[00:27:15.770 --> 00:27:17.770]  係咪?係嗰個旺角 area
[00:27:17.770 --> 00:27:19.770]  呢個 Carmen 啦,呢個 Carol
[00:27:19.770 --> 00:27:21.770]  後面嗰個頭都係 Shermaine
[00:27:21.770 --> 00:27:23.770]  係咪?我哋為一個
[00:27:23.770 --> 00:27:25.770]  homeless person 去祈禱喎
[00:27:25.770 --> 00:27:27.770]  咁
[00:27:27.770 --> 00:27:29.770]  我哋點可以 decide what is good
[00:27:29.770 --> 00:27:31.770]  for him
[00:27:31.770 --> 00:27:33.770]  我哋係咪應該畀錢呢?
[00:27:33.770 --> 00:27:35.770]  係畀 welcome card 呢?
[00:27:35.770 --> 00:27:37.770]  畀 Timon 的 credit card 呢?
[00:27:37.770 --> 00:27:39.770]  畀咩好?我哋點
[00:27:39.770 --> 00:27:41.770]  可以 decide what is good
[00:27:41.770 --> 00:27:43.770]  定係淨係派飯呢?
[00:27:43.770 --> 00:27:45.770]  我哋點 decide 呀?
[00:27:45.770 --> 00:27:47.770]  咁我哋就諗下,oh, 咩係
[00:27:47.770 --> 00:27:49.770]  biblical 呀?畀飯,畀唔畢讀?
[00:27:49.770 --> 00:27:51.770]  畀錢,畀唔畢讀?
[00:27:51.770 --> 00:27:53.770]  跟住諗下,用 reason
[00:27:53.770 --> 00:27:55.770]  用 reason,你哋有冇 reason
[00:27:55.770 --> 00:27:57.770]  oh, 佢哋會用呢啲錢
[00:27:57.770 --> 00:27:59.770]  去做咩呢?如果佢哋
[00:27:59.770 --> 00:28:01.770]  用錢去買啲唔好嘢
[00:28:01.770 --> 00:28:03.770]  咁就唔好啦,咁我哋
[00:28:03.770 --> 00:28:05.770]  個 reason 係,oh, 我哋派飯
[00:28:05.770 --> 00:28:07.770]  畀佢,佢哋食咗咪好囉
[00:28:07.770 --> 00:28:09.770]  係咪?咁嗰個 reasoning
[00:28:09.770 --> 00:28:11.770]  知唔知呀? this is how we help
[00:28:11.770 --> 00:28:13.770]  our neighbor,係要用 wisdom
[00:28:13.770 --> 00:28:15.770]  嘅,去 help
[00:28:15.770 --> 00:28:17.770]  唔係淨係傻下傻下去 help
[00:28:17.770 --> 00:28:19.770]  人,係咪?要用 wisdom
[00:28:19.770 --> 00:28:21.770]  去 help 人
[00:28:21.770 --> 00:28:23.770]  ok, alright
[00:28:23.770 --> 00:28:25.770]  let's go to
[00:28:25.770 --> 00:28:29.770]  point number 3
[00:28:29.770 --> 00:28:31.770]  我哋
[00:28:31.770 --> 00:28:33.770]  讀第 4 同埋
[00:28:33.770 --> 00:28:35.770]  4 到第 7 節
[00:28:35.770 --> 00:28:37.770]  ok, 我哋請
[00:28:37.770 --> 00:28:39.770]  Eva 幫我哋讀
[00:28:39.770 --> 00:28:41.770]  從前所寫
[00:28:41.770 --> 00:28:43.770]  的聖經都是為
[00:28:43.770 --> 00:28:45.770]  教導我哋寫的
[00:28:45.770 --> 00:28:47.770]  要使我哋藉著忍耐
[00:28:47.770 --> 00:28:49.770]  和因聖經所生的
[00:28:49.770 --> 00:28:51.770]  安慰得著盼望
[00:28:51.770 --> 00:28:53.770]  但願賜忍耐
[00:28:53.770 --> 00:28:55.770]  和安慰的神
[00:28:55.770 --> 00:28:57.770]  使你們彼此同心
[00:28:57.770 --> 00:28:59.770]  效法基督耶穌
[00:28:59.770 --> 00:29:03.770]  為使你們同心
[00:29:03.770 --> 00:29:05.770]  同聲,榮耀我哋主
[00:29:05.770 --> 00:29:07.770]  耶穌基督的父神
[00:29:07.770 --> 00:29:09.770]  所以,你們要
[00:29:09.770 --> 00:29:11.770]  彼此接納,如同
[00:29:11.770 --> 00:29:13.770]  基督接納你們一樣
[00:29:13.770 --> 00:29:15.770]  歸榮要給神
[00:29:15.770 --> 00:29:17.770]  ok, very good
[00:29:17.770 --> 00:29:19.770]  第 1 個 point
[00:29:19.770 --> 00:29:21.770]  我哋要 bear with the weak
[00:29:21.770 --> 00:29:23.770]  bear with the weak
[00:29:23.770 --> 00:29:25.770]  point number 2
[00:29:25.770 --> 00:29:27.770]  what was point number 2?
[00:29:27.770 --> 00:29:29.770]  to please our neighbor for his good
[00:29:29.770 --> 00:29:31.770]  and to build him up
[00:29:31.770 --> 00:29:33.770]  just like Jesus does for us
[00:29:33.770 --> 00:29:35.770]  第 3個 point
[00:29:35.770 --> 00:29:37.770]  is live in harmony
[00:29:37.770 --> 00:29:39.770]  and welcome one
[00:29:39.770 --> 00:29:41.770]  another, 係咪?第 5 節
[00:29:41.770 --> 00:29:43.770]  佢就咁講
[00:29:43.770 --> 00:29:45.770]  one voice to glorify
[00:29:45.770 --> 00:29:47.770]  God, the Father, and
[00:29:47.770 --> 00:29:49.770]  our Lord Jesus Christ
[00:29:49.770 --> 00:29:51.770]  therefore welcome one another
[00:29:51.770 --> 00:29:53.770]  as Christ has
[00:29:53.770 --> 00:29:55.770]  welcomed you
[00:29:55.770 --> 00:29:57.770]  咁點解我哋要
[00:29:57.770 --> 00:29:59.770]  live in harmony
[00:29:59.770 --> 00:30:01.770]  and welcome one another? 點解呀?
[00:30:01.770 --> 00:30:03.770]  因為耶穌
[00:30:03.770 --> 00:30:05.770]  welcome我哋先嘅
[00:30:05.770 --> 00:30:07.770]  耶穌 welcome我哋
[00:30:07.770 --> 00:30:09.770]  去佢個家庭先嘅
[00:30:09.770 --> 00:30:11.770]  第 2 呢,係
[00:30:11.770 --> 00:30:13.770]  it glorifies God
[00:30:13.770 --> 00:30:15.770]  it glorifies God
[00:30:15.770 --> 00:30:17.770]  主耶穌係幫我哋
[00:30:17.770 --> 00:30:19.770]  set 一個 example
[00:30:19.770 --> 00:30:21.770]  of welcoming each other
[00:30:21.770 --> 00:30:23.770]  and bringing
[00:30:23.770 --> 00:30:25.770]  peace with one another
[00:30:25.770 --> 00:30:27.770]  之前呢
[00:30:27.770 --> 00:30:29.770]  保羅講
[00:30:29.770 --> 00:30:31.770]  猶太人
[00:30:31.770 --> 00:30:33.770]  同埋 non-Jews
[00:30:33.770 --> 00:30:35.770]  係咪?佢哋
[00:30:35.770 --> 00:30:37.770]  冇 peace 喎
[00:30:37.770 --> 00:30:39.770]  冇平安喎,係耶穌
[00:30:39.770 --> 00:30:41.770]  先帶真正嘅平安
[00:30:41.770 --> 00:30:43.770]  點解耶穌
[00:30:43.770 --> 00:30:45.770]  先帶真正嘅平安呢
[00:30:45.770 --> 00:30:47.770]  我哋可唔可以睇
[00:30:47.770 --> 00:30:49.770]  嗰個 graph
[00:30:49.770 --> 00:30:51.770]  兩個 circle 嗰啲
[00:30:51.770 --> 00:30:53.770]  兩個 circle 嗰個
[00:30:53.770 --> 00:30:55.770]  第一呢,係猶太人
[00:30:55.770 --> 00:30:57.770]  佢哋明白
[00:30:57.770 --> 00:30:59.770]  舊約
[00:30:59.770 --> 00:31:01.770]  佢哋認識神,真正嘅神
[00:31:01.770 --> 00:31:03.770]  咁佢就跟隨
[00:31:03.770 --> 00:31:05.770]  神嘅法律
[00:31:05.770 --> 00:31:07.770]  係咪?佢哋有
[00:31:07.770 --> 00:31:09.770]  food restriction 所以,係咪?
[00:31:09.770 --> 00:31:11.770]  但啲 Gentiles
[00:31:11.770 --> 00:31:13.770]  啲 non-Jews 佢哋 worship 乜嘢?
[00:31:13.770 --> 00:31:15.770]  唔同嘅嘢,係咪?
[00:31:15.770 --> 00:31:17.770]  啲 Roman Gods
[00:31:17.770 --> 00:31:19.770]  咁所以,有唔同嘅
[00:31:19.770 --> 00:31:21.770]  separation
[00:31:21.770 --> 00:31:23.770]  啲猶太人呢
[00:31:23.770 --> 00:31:25.770]  係 blessed by God
[00:31:25.770 --> 00:31:27.770]  ok, they are God's
[00:31:27.770 --> 00:31:29.770]  chosen people 同埋佢哋認識神
[00:31:29.770 --> 00:31:31.770]  但啲 non-Jews
[00:31:31.770 --> 00:31:33.770]  佢哋 follow 佢自己
[00:31:33.770 --> 00:31:35.770]  個 law,佢
[00:31:35.770 --> 00:31:37.770]  佢敬拜佢自己嗰啲
[00:31:37.770 --> 00:31:39.770]  唔同嘅偶像
[00:31:39.770 --> 00:31:41.770]  但係主耶穌呢
[00:31:41.770 --> 00:31:43.770]  帶畀我哋有
[00:31:43.770 --> 00:31:45.770]  真正嘅平安
[00:31:45.770 --> 00:31:47.770]  好似
[00:31:47.770 --> 00:31:49.770]  two olive trees 咁樣
[00:31:49.770 --> 00:31:51.770]  有一個呢,係 cultivated
[00:31:51.770 --> 00:31:53.770]  olive tree
[00:31:53.770 --> 00:31:55.770]  cultivated olive tree
[00:31:55.770 --> 00:31:57.770]  好似猶太人咁樣
[00:31:57.770 --> 00:31:59.770]  Jews are the cultivated
[00:31:59.770 --> 00:32:01.770]  tree
[00:32:01.770 --> 00:32:03.770]  個 wild,細波嗰個呢
[00:32:03.770 --> 00:32:05.770]  係 wild olive tree
[00:32:05.770 --> 00:32:07.770]  wild olive tree
[00:32:07.770 --> 00:32:09.770]  你
[00:32:09.770 --> 00:32:11.770]  你有冇見過
[00:32:11.770 --> 00:32:13.770]  兩
[00:32:13.770 --> 00:32:15.770]  兩個
[00:32:15.770 --> 00:32:17.770]  have you seen an apple
[00:32:17.770 --> 00:32:19.770]  and an orange tree together
[00:32:19.770 --> 00:32:21.770]  有冇人見過嘅
[00:32:21.770 --> 00:32:23.770]  一棵樹係有蘋果
