
[00:00:00.000 --> 00:00:02.580]  苦難中的忍耐
[00:25:48.200 --> 00:25:51.340]  也不能淡化
[00:25:51.340 --> 00:25:56.320]  但是耶穌是一位受苦的神
[00:25:56.320 --> 00:26:00.520]  祂藉著在十字架所受的苦
[00:26:00.520 --> 00:26:05.780]  將祂的愛和祂的拯救就向人顯明
[00:26:05.780 --> 00:26:10.620]  叫人明白苦難是可以有意義的
[00:26:10.620 --> 00:26:15.600]  苦難是可以叫人成長的
[00:26:15.600 --> 00:26:19.840]  耶穌祂在《馬大福音》的24章13節
[00:26:19.840 --> 00:26:21.740]  祂這樣說,祂說
[00:26:21.740 --> 00:26:27.540]  唯有忍耐到底的必然得救
[00:26:27.540 --> 00:26:34.740]  弟兄姐妹,你願不願意在苦難的逼迫當中
[00:26:34.740 --> 00:26:38.560]  仍然是忍耐到底?
[00:26:38.560 --> 00:26:41.920]  我們去依靠這一位
[00:26:41.920 --> 00:26:46.160]  必定會拯救我們的主
[00:26:46.160 --> 00:26:49.600]  讓我們同心低頭禱告
[00:26:49.600 --> 00:26:52.100]  親愛的主耶穌,我們感謝你
[00:26:52.100 --> 00:26:55.940]  感謝你,因為你在十字架上
[00:26:55.940 --> 00:27:02.140]  你受的苦難,為了要拯救我們
[00:27:02.140 --> 00:27:06.440]  主你的愛是這樣向我們顯明
[00:27:06.440 --> 00:27:10.720]  願意我們今天聽到這個信息的每一個人
[00:27:10.720 --> 00:27:14.920]  我們都能夠再一次感受你的愛
[00:27:14.920 --> 00:27:21.600]  不只是感受,我們也再一次經歷主你的愛
[00:27:21.600 --> 00:27:27.540]  主讓我們能夠在苦難逼迫當中
[00:27:27.540 --> 00:27:32.040]  我們有忍耐,因為我們信靠
[00:27:32.040 --> 00:27:35.700]  你將來會拯救我們
[00:27:35.700 --> 00:27:42.640]  主要在一息之間,我們會一起守主餐
[00:27:42.640 --> 00:27:47.060]  紀念你在十字架上為我們受死
[00:27:47.060 --> 00:27:49.720]  但你也為我們復活
[00:27:49.720 --> 00:27:57.300]  在守餐的時候,讓我們都能夠有安靜的心
[00:27:57.300 --> 00:28:02.600]  我們再一次紀念你為我們成就的一切
[00:28:02.600 --> 00:28:04.840]  多謝主你聽我們的祈禱
[00:28:04.840 --> 00:28:07.940]  奉耶穌基督聖名祈禱
[00:28:07.940 --> 00:28:08.940]  阿們
