
[00:00:00.000 --> 00:00:05.860]  為什麼人總是在跨年的時候設定目標
[00:25:51.140 --> 00:25:54.240]  「個人要隨本心所著定的」
[00:25:54.240 --> 00:25:56.640]  「不要作難,不要勉強」
[00:25:56.640 --> 00:26:01.440]  「因為捐得樂意的人,是神所喜愛的」
[00:26:01.440 --> 00:26:05.140]  雖然經文指出「捐得樂意的人」的角色
[00:26:05.140 --> 00:26:09.440]  原本並沒有「捐」這個動詞
[00:26:09.440 --> 00:26:12.940]  一整節的經文只有一個動詞
[00:26:12.940 --> 00:26:15.440]  就是「著定」
[00:26:15.440 --> 00:26:21.440]  「著定」是指在教會還沒有出現赤字之前
[00:26:21.440 --> 00:26:25.640]  沒有迫切需要發生之前
[00:26:25.640 --> 00:26:29.840]  沒有在牧師講道呼籲之前
[00:26:29.840 --> 00:26:33.340]  信徒就樂意奉獻
[00:26:33.340 --> 00:26:39.240]  所以在新年立志是最正確不過的事
[00:26:39.240 --> 00:26:44.140]  樂意不是強調隨心奉獻
[00:26:44.140 --> 00:26:49.740]  而是在心裡面就已經著定奉獻
[00:26:49.740 --> 00:26:52.840]  隨心是出於情緒
[00:26:52.840 --> 00:26:57.040]  在心中或者著定是決意的
[00:26:57.040 --> 00:27:00.440]  隨心是主觀和會變的
[00:27:00.440 --> 00:27:10.040]  但是「著定」是堅定的、是果斷的、是詳細的
[00:27:10.040 --> 00:27:14.540]  「作難」是指出於悲情、可憐
[00:27:14.540 --> 00:27:17.540]  和內心沉重的奉獻
[00:27:17.540 --> 00:27:21.140]  「勉強」是指有心理壓力
[00:27:21.140 --> 00:27:24.540]  就好像被人扭著一個人的手臂
[00:27:24.540 --> 00:27:27.540]  要求付出他的手臂和腳一樣
[00:27:27.540 --> 00:27:30.740]  是痛苦的、是不甘心的
[00:27:30.740 --> 00:27:35.540]  是不樂意的付出
[00:27:35.540 --> 00:27:41.740]  我們的奉獻是出於愛心、喜樂和平安
[00:27:41.740 --> 00:27:45.440]  並且我們感謝神給我們有機會奉獻
[00:27:45.440 --> 00:27:49.540]  所以文章提議我們奉獻的第二種態度
[00:27:49.540 --> 00:27:53.540]  是喜樂施予、總不勉強
[00:27:53.540 --> 00:27:58.540]  Give cheerfully, not compulsorily to the Lord
[00:27:58.540 --> 00:28:05.540]  Give cheerfully, not compulsorily to the Lord
[00:28:05.540 --> 00:28:09.540]  接著第三種態度我們看八到十一節
[00:28:09.540 --> 00:28:13.040]  神能將各樣的恩惠多多地加給你們
[00:28:13.040 --> 00:28:16.240]  使你們凡事常常充足
[00:28:16.240 --> 00:28:18.540]  能多行各樣善事
[00:28:18.540 --> 00:28:20.140]  如經上所記
[00:28:20.140 --> 00:28:22.940]  他施捨錢財、奏祭貧窮
[00:28:22.940 --> 00:28:25.640]  他的仁義全道永遠
[00:28:25.640 --> 00:28:27.740]  那次種給殺種的
[00:28:27.740 --> 00:28:29.440]  賜糧給人吃的
[00:28:29.440 --> 00:28:32.540]  必多多加給你們種地的種子
[00:28:32.540 --> 00:28:35.340]  又增添你們仁義的果子
[00:28:35.340 --> 00:28:37.240]  叫你們凡事付足
[00:28:37.240 --> 00:28:38.940]  可以多多施捨
[00:28:38.940 --> 00:28:46.140]  就藉著我們使感謝貴於神
[00:28:46.140 --> 00:28:50.740]  現代信徒有很多人說不明白什麼是十一奉獻
[00:28:50.740 --> 00:28:53.240]  但是只要你隨手查一查
[00:28:53.240 --> 00:28:54.740]  不需要去查聖經
[00:28:54.740 --> 00:28:56.140]  就算查字典
[00:28:56.140 --> 00:29:01.940]  連dictionary.com都說
[00:29:01.940 --> 00:29:06.740]  十一奉獻是將10%的農產品
[00:29:06.740 --> 00:29:10.540]  或者個人收入分別出來給神
[00:29:10.540 --> 00:29:14.540]  作為奉獻或者慈善的侍公
[00:29:14.540 --> 00:29:17.940]  或者以同等數目作為支持教會
[00:29:17.940 --> 00:29:23.040]  神職人員或者類似的業務
[00:29:23.040 --> 00:29:26.340]  這段經文提醒我們
[00:29:26.340 --> 00:29:32.740]  神能夠將各樣的多多加給你們
[00:29:32.740 --> 00:29:37.640]  使你們凡事上上充足
[00:29:37.640 --> 00:29:41.440]  能多行各樣善事
[00:29:41.440 --> 00:29:44.940]  叫你們凡事付足
[00:29:44.940 --> 00:29:47.540]  可以多多施捨
[00:29:47.540 --> 00:29:54.740]  就藉著我們使感謝貴於神
[00:29:54.740 --> 00:29:57.740]  所以文章提議我們奉獻的三種態度
[00:29:57.740 --> 00:30:00.140]  第三種態度是
[00:30:00.140 --> 00:30:03.340]  勇敢施予不大條件
[00:30:03.340 --> 00:30:05.340]  Give confidently
[00:30:05.340 --> 00:30:08.740]  Not conditionally to the Lord
[00:30:08.740 --> 00:30:13.140]  讓我們重複看這三個態度
[00:30:13.140 --> 00:30:16.540]  第一是慷慨施予毫不保留
[00:30:16.540 --> 00:30:18.340]  Give convincingly
[00:30:18.340 --> 00:30:21.940]  Not conservatively to the Lord
[00:30:21.940 --> 00:30:24.440]  喜樂施予總不勉強
[00:30:24.440 --> 00:30:25.740]  Give cheerfully
[00:30:25.740 --> 00:30:28.740]  Not compulsorily to the Lord
[00:30:28.740 --> 00:30:30.240]  第三
[00:30:30.240 --> 00:30:32.640]  勇敢施予不大條件
[00:30:32.640 --> 00:30:34.340]  Give confidently
[00:30:34.340 --> 00:30:38.440]  Not conditionally to the Lord
[00:30:38.440 --> 00:30:40.040]  對某些信徒來說
[00:30:40.040 --> 00:30:41.540]  奉獻十分之一
[00:30:41.540 --> 00:30:45.340]  就好像在他身上的一塊肉
[00:30:45.340 --> 00:30:53.340]  但是奉獻其實並不是關乎個人的富餘
[00:30:53.340 --> 00:30:54.640]  Giving
[00:30:54.640 --> 00:30:58.340]  不是關乎個人的Giving
[00:30:58.340 --> 00:31:03.140]  而是個人在靈裡面的成長
[00:31:03.140 --> 00:31:06.740]  不是關乎個人的Giving
[00:31:06.740 --> 00:31:10.040]  而是關乎個人的Growth
[00:31:10.040 --> 00:31:15.240]  關鍵不是在供物或者奉獻上面
[00:31:15.240 --> 00:31:20.040]  重點不是在offering
[00:31:20.040 --> 00:31:22.640]  而是在Obedience
[00:31:22.640 --> 00:31:26.540]  在信服上面
[00:31:26.540 --> 00:31:30.140]  重點不是在比例上面
[00:31:30.140 --> 00:31:31.240]  percentage
[00:31:31.240 --> 00:31:32.940]  而是在priority
[00:31:32.940 --> 00:31:36.540]  在我們的優先次序裡面
[00:31:36.540 --> 00:31:38.740]  耶穌說
[00:31:38.740 --> 00:31:40.540]  因為你的財寶在那裡
[00:31:40.540 --> 00:31:43.440]  你的心也在那裡
[00:31:43.440 --> 00:31:45.340]  你的心投資在世界
[00:31:45.340 --> 00:31:48.440]  還是在永恆的事上面呢
[00:31:48.440 --> 00:31:51.840]  你更關心美化自己的房屋
[00:31:51.840 --> 00:31:54.940]  還是建立神的家呢
[00:31:54.940 --> 00:31:57.040]  你奉獻的是最好的
[00:31:57.040 --> 00:32:01.140]  還是你剩下的多餘的
[00:32:01.140 --> 00:32:03.540]  你奉獻的是你的珍寶
[00:32:03.540 --> 00:32:06.540]  還是只是小費
[00:32:06.540 --> 00:32:08.240]  是卓定的
[00:32:08.240 --> 00:32:11.740]  還是隨意的
[00:32:11.740 --> 00:32:14.040]  講錢商感情
[00:32:14.040 --> 00:32:16.940]  錢財並非新外物
[00:32:16.940 --> 00:32:21.140]  由你的支票簿
[00:32:21.140 --> 00:32:25.840]  可以看到你是什麼人
[00:32:25.840 --> 00:32:28.640]  錢財並非新外物
[00:32:28.640 --> 00:32:32.640]  因為真是在我們怎麼花錢的方式上面
[00:32:32.640 --> 00:32:35.440]  可以看到我們自己是什麼人
[00:32:35.440 --> 00:32:37.740]  因為你的財寶在那裡
[00:32:37.740 --> 00:32:41.740]  你的心也在那裡
[00:32:41.740 --> 00:32:43.940]  如果只是靠你
[00:32:43.940 --> 00:32:45.840]  只是靠我們自己
[00:32:45.840 --> 00:32:49.940]  我們的大計將會是注定的失敗
[00:32:49.940 --> 00:32:53.040]  記住這是一個joint venture
[00:32:53.040 --> 00:32:54.940]  和聖靈合作的計劃
[00:32:54.940 --> 00:32:58.140]  joint venture with the Holy Spirit
[00:32:58.140 --> 00:33:00.140]  耶穌說
[00:33:00.140 --> 00:33:02.940]  約翰福音14章26節
[00:33:02.940 --> 00:33:05.140]  但保衛斯就是負因我的名
[00:33:05.140 --> 00:33:09.540]  所有猜來的聖靈他要將一切的事指教你們
[00:33:09.540 --> 00:33:16.840]  並且要叫你們想起我對你們所說的一切話
[00:33:16.840 --> 00:33:18.640]  他又說
[00:33:18.640 --> 00:33:21.340]  在約翰福音15章4到5節
[00:33:21.340 --> 00:33:22.940]  你們要常在我裡面
[00:33:22.940 --> 00:33:25.840]  我也常在你們裡面
[00:33:25.840 --> 00:33:29.040]  只指若不常在葡萄樹上
[00:33:29.040 --> 00:33:30.740]  自己就不能結果子
[00:33:30.740 --> 00:33:32.740]  你們若不常在我裡面
[00:33:32.740 --> 00:33:34.540]  也是這樣
[00:33:34.540 --> 00:33:36.840]  我是葡萄樹 你們是枝子
[00:33:36.840 --> 00:33:38.140]  常在我裡面的
[00:33:38.140 --> 00:33:40.340]  我也常在他裡面
[00:33:40.340 --> 00:33:42.040]  這些人就多結果子
[00:33:42.040 --> 00:33:43.240]  因為來了我
[00:33:43.240 --> 00:33:48.240]  你們就不能作什麼
[00:33:48.240 --> 00:33:50.140]  新年立志
[00:33:50.140 --> 00:33:53.640]  第一 是定時和神約會
[00:33:53.640 --> 00:33:56.540]  第二 向罪 say no
[00:33:56.540 --> 00:33:58.540]  第三 我們很好的
[00:33:58.540 --> 00:34:00.140]  靠著神的智慧
[00:34:00.140 --> 00:34:02.540]  讓我們去管理我們的錢財
[00:34:02.540 --> 00:34:05.340]  我們心心樂意的
[00:34:05.340 --> 00:34:07.040]  向神作出我們的奉獻
[00:34:07.040 --> 00:34:08.940]  十一奉獻
[00:34:08.940 --> 00:34:10.040]  記住
[00:34:10.040 --> 00:34:12.040]  這是一個joint venture
[00:34:12.040 --> 00:34:15.240]  和聖靈的一個合作計劃
[00:34:15.240 --> 00:34:17.440]  如果只是靠你 靠我
[00:34:17.440 --> 00:34:18.840]  我們自己的力量
[00:34:18.840 --> 00:34:19.840]  我們的大計
[00:34:19.840 --> 00:34:24.940]  將會是注定的失敗
[00:34:24.940 --> 00:34:25.940]  這樣
[00:34:25.940 --> 00:34:27.840]  我們究竟願意注資多少
[00:34:27.840 --> 00:34:30.240]  在這個計劃當中
[00:34:30.240 --> 00:34:32.640]  我上次提醒過大家
[00:34:32.640 --> 00:34:35.240]  究竟我們的投資
[00:34:35.240 --> 00:34:38.740]  和聖靈的投資是怎樣的分配
[00:34:38.740 --> 00:34:41.840]  是不是五五之分
[00:34:41.840 --> 00:34:42.540]  好了
[00:34:42.540 --> 00:34:45.940]  厲害的我們是不是六四七三之分
[00:34:45.940 --> 00:34:47.740]  其實都不是
[00:34:47.740 --> 00:34:51.640]  是你 是我注資我們的百分百
[00:34:51.640 --> 00:34:53.740]  而是聖靈他同時
[00:34:53.740 --> 00:34:57.040]  也都付上他的百分百
[00:34:57.040 --> 00:34:58.840]  當是大家
[00:34:58.840 --> 00:35:02.040]  我們和聖靈的這個合作計劃
[00:35:02.040 --> 00:35:05.340]  我們擺上我們全部的時候
[00:35:05.340 --> 00:35:08.240]  我們這個新年計劃
[00:35:08.240 --> 00:35:10.940]  肯定有希望
[00:35:10.940 --> 00:35:12.340]  各位朋友
[00:35:12.340 --> 00:35:14.940]  各位電影節目不用擔心
[00:35:14.940 --> 00:35:16.840]  雖然上個星期我們說了之後
[00:35:16.840 --> 00:35:18.840]  可能你還遲遲
[00:35:18.840 --> 00:35:20.840]  還未的起心肝
[00:35:20.840 --> 00:35:25.540]  去和聖靈展開這個合作計劃
[00:35:25.540 --> 00:35:27.540]  咦 新年過去了
[00:35:27.540 --> 00:35:29.740]  不是 不需要擔心
[00:35:29.740 --> 00:35:30.740]  再過兩天
[00:35:30.740 --> 00:35:32.940]  農曆新年又開始了
[00:35:32.940 --> 00:35:36.040]  願意我們這個新年大計
[00:35:36.040 --> 00:35:38.040]  靠著聖靈
[00:35:38.040 --> 00:35:42.440]  我們和神親近的這個計劃
[00:35:42.440 --> 00:35:47.240]  可以徹徹實實地進行
[00:35:47.240 --> 00:35:51.840]  讓我們一起祈禱
[00:35:51.840 --> 00:35:57.540]  親愛的主 一年開始
[00:35:57.540 --> 00:36:03.140]  讓我們就在這個新的起點裡面
[00:36:03.140 --> 00:36:09.640]  讓我們擺上我們這份願意的心
[00:36:09.640 --> 00:36:16.040]  我們願意和聖靈展開這個合作的計劃
[00:36:16.040 --> 00:36:19.340]  我們願意定時的和你約會
[00:36:19.340 --> 00:36:23.140]  我們願意的向最四路
[00:36:23.140 --> 00:36:26.640]  我們願意的甘心樂意的
[00:36:26.640 --> 00:36:30.240]  向你奉獻我們自己
[00:36:30.240 --> 00:36:35.240]  我們將我們的全人奉獻
[00:36:35.240 --> 00:36:37.140]  靠著你給我們的智慧
[00:36:37.140 --> 00:36:41.140]  讓我們了解我們在財政上的分配
[00:36:41.140 --> 00:36:44.340]  在時間上的分配
[00:36:44.340 --> 00:36:48.340]  在是非對錯裡面的選擇
[00:36:48.340 --> 00:36:51.540]  我們由今天開始
[00:36:51.540 --> 00:36:54.740]  這個今年的大計
[00:36:54.740 --> 00:36:57.640]  這個我們一生的大計
[00:36:57.640 --> 00:37:00.840]  就靠著聖靈
[00:37:00.840 --> 00:37:06.340]  靠著我們自己的擺上
[00:37:06.340 --> 00:37:10.140]  真真實實地展開
[00:37:10.140 --> 00:37:12.840]  求主你監察
[00:37:12.840 --> 00:37:14.840]  求主你引領
[00:37:14.840 --> 00:37:19.840]  多謝你聽我們的祈禱 奉主耶穌基督的名
