
[00:00:00.000 --> 00:00:05.000]  感謝主的恩典 讓我來分享神的說話
[00:23:51.000 --> 00:23:53.000]  保羅每到不同的地方
[00:23:53.000 --> 00:23:55.000]  都有一班宗教分子
[00:23:55.000 --> 00:23:57.000]  來跟著他
[00:23:57.000 --> 00:24:00.000]  來破壞他的福音工作
[00:24:00.000 --> 00:24:02.000]  挑起仇恨
[00:24:02.000 --> 00:24:04.000]  阻礙福音的工作
[00:24:04.000 --> 00:24:08.000]  保羅最終用自己是羅馬公民的皇牌
[00:24:08.000 --> 00:24:10.000]  來到羅馬這個地方
[00:24:10.000 --> 00:24:12.000]  第三天
[00:24:12.000 --> 00:24:14.000]  羅馬的猶太人就找上門
[00:24:14.000 --> 00:24:16.000]  經文裡說
[00:24:16.000 --> 00:24:19.000]  要保羅解釋被攻擊的原因
[00:24:19.000 --> 00:24:22.000]  詩行短二十八章二十二節
[00:24:22.000 --> 00:24:24.000]  「但我們願意聽你的意見
[00:24:24.000 --> 00:24:26.000]  如何因為這教門
[00:24:26.000 --> 00:24:30.000]  我們曉得是到處被毀謗」
[00:24:30.000 --> 00:24:35.000]  可能這群人是嫉妒保羅的成功
[00:24:35.000 --> 00:24:38.000]  更加不願意見到保羅的影響力
[00:24:38.000 --> 00:24:40.000]  繼續擴大
[00:24:40.000 --> 00:24:43.000]  為了爭奪市場的佔有率
[00:24:43.000 --> 00:24:47.000]  他們比先前更加積極傳揚福音
[00:24:47.000 --> 00:24:50.000]  保羅有沒有為自己自辯呢?
[00:24:50.000 --> 00:24:56.000]  有沒有說他們去搶奪自己的功勞呢?
[00:24:56.000 --> 00:24:57.000]  沒有
[00:24:57.000 --> 00:24:59.000]  保羅一詞定音說到
[00:24:59.000 --> 00:25:02.000]  基督究竟是被傳開
[00:25:02.000 --> 00:25:05.000]  為此我就歡喜
[00:25:05.000 --> 00:25:07.000]  回響路加福音
[00:25:07.000 --> 00:25:10.000]  九章四十九到五十節
[00:25:10.000 --> 00:25:13.000]  約翰走來
[00:25:13.000 --> 00:25:15.000]  向耶穌領功
[00:25:15.000 --> 00:25:20.000]  我阻止了那個人奉你的名來趕鬼
[00:25:20.000 --> 00:25:24.000]  因為他不是和我們一起的
[00:25:24.000 --> 00:25:26.000]  耶穌怎麼說呢?
[00:25:26.000 --> 00:25:27.000]  耶穌說
[00:25:27.000 --> 00:25:31.000]  「不要禁止他們
[00:25:31.000 --> 00:25:34.000]  因為不抵擋你們的
[00:25:34.000 --> 00:25:36.000]  就是幫助你的」
[00:25:36.000 --> 00:25:38.000]  保羅的情操是
[00:25:38.000 --> 00:25:41.000]  「成功不需因我
[00:25:41.000 --> 00:25:45.000]  但成功只需由我」
[00:25:45.000 --> 00:25:49.000]  一切都是為了福音
[00:25:49.000 --> 00:25:53.000]  保羅不單以福音為先作為考量
[00:25:53.000 --> 00:25:56.000]  更加實踐以福音為先
[00:25:56.000 --> 00:25:59.000]  保羅等待審判的處境
[00:25:59.000 --> 00:26:02.000]  引發了他深刻的反思
[00:26:02.000 --> 00:26:05.000]  他主要擔心兩件事
[00:26:05.000 --> 00:26:10.000]  第一是監禁和審判的結果
[00:26:10.000 --> 00:26:16.000]  如果我們從事行傳來看到
[00:26:16.000 --> 00:26:19.000]  他坐了兩年多
[00:26:19.000 --> 00:26:22.000]  我們有讀者的視覺
[00:26:22.000 --> 00:26:24.000]  知道他兩年多
[00:26:24.000 --> 00:26:26.000]  但是保羅不知道的
[00:26:26.000 --> 00:26:30.000]  保羅不知道自己要等多久
[00:26:30.000 --> 00:26:35.000]  大家都試過排街症
[00:26:35.000 --> 00:26:39.000]  有時候真的不知道要等多久
[00:26:39.000 --> 00:26:42.000]  每個人都走了
[00:26:42.000 --> 00:26:44.000]  明明我是最早來的
[00:26:44.000 --> 00:26:45.000]  為什麼每個人都走了
[00:26:45.000 --> 00:26:50.000]  每次都是走成我呢?
[00:26:50.000 --> 00:26:52.000]  不知道要等多久
[00:26:52.000 --> 00:26:56.000]  第二是死亡的可能性
[00:26:56.000 --> 00:27:00.000]  因為上告該殺
[00:27:00.000 --> 00:27:03.000]  是有機會死刑的
[00:27:03.000 --> 00:27:07.000]  因為來到最高的法院
[00:27:07.000 --> 00:27:10.000]  去宣判死刑的話
[00:27:10.000 --> 00:27:12.000]  就不能被推翻
[00:27:12.000 --> 00:27:14.000]  是一定執行
[00:27:14.000 --> 00:27:17.000]  隨著等待的日子
[00:27:17.000 --> 00:27:19.000]  面對的壓力不斷增加
[00:27:19.000 --> 00:27:24.000]  保羅能夠擴大地談論生死
[00:27:24.000 --> 00:27:26.000]  不是他心臟強大
[00:27:26.000 --> 00:27:30.000]  而是願意選擇以福音為先
[00:27:30.000 --> 00:27:32.000]  生死這個課題
[00:27:32.000 --> 00:27:36.000]  正正是表述他以福音為先
[00:27:36.000 --> 00:27:38.000]  20-21節說
[00:27:38.000 --> 00:27:40.000]  「照著我所切勿所盼望的
[00:27:40.000 --> 00:27:43.000]  沒有一事叫我羞愧
[00:27:43.000 --> 00:27:44.000]  只要凡事放膽
[00:27:44.000 --> 00:27:47.000]  無論是生是死
[00:27:47.000 --> 00:27:51.000]  總叫基督在我身上照常掩戴」
[00:27:51.000 --> 00:27:54.000]  保羅的喜樂和自信
[00:27:54.000 --> 00:27:57.000]  是同一種態度的兩種表現
[00:27:57.000 --> 00:28:00.000]  他相信靠著神的恩典
[00:28:00.000 --> 00:28:03.000]  他的願望能夠達成
[00:28:03.000 --> 00:28:06.000]  為什麼他說到自己的生死
[00:28:06.000 --> 00:28:08.000]  好像與自己無關
[00:28:08.000 --> 00:28:11.000]  好像是時下的年青人
[00:28:11.000 --> 00:28:13.000]  去回應其他人
[00:28:13.000 --> 00:28:14.000]  回應老師
[00:28:14.000 --> 00:28:16.000]  回應家人的血面的時候
[00:28:16.000 --> 00:28:17.000]  他會說
[00:28:17.000 --> 00:28:19.000]  「你忍我吧
[00:28:19.000 --> 00:28:24.000]  我管你死」
[00:28:24.000 --> 00:28:27.000]  或者是否他收到內幕的消息
[00:28:27.000 --> 00:28:28.000]  收到風
[00:28:28.000 --> 00:28:30.000]  可以大步跨過
[00:28:30.000 --> 00:28:36.000]  等待結果是令人勞累
[00:28:36.000 --> 00:28:39.000]  等待去報告
[00:28:39.000 --> 00:28:42.000]  醫生的檢查報告
[00:28:42.000 --> 00:28:44.000]  身體的報告
[00:28:44.000 --> 00:28:46.000]  在手術室外
[00:28:46.000 --> 00:28:48.000]  去等候家人
[00:28:48.000 --> 00:28:53.000]  去接受手術出來
[00:28:53.000 --> 00:28:57.000]  這個等待是令人勞累
[00:28:57.000 --> 00:28:59.000]  患得患失
[00:28:59.000 --> 00:29:05.000]  與保羅面對人生生死之間的處事態然
[00:29:05.000 --> 00:29:08.000]  進入了平衡時空
[00:29:08.000 --> 00:29:12.000]  因為他確信自己已經得救
[00:29:12.000 --> 00:29:14.000]  因為我知道
[00:29:14.000 --> 00:29:16.000]  「這是藉著你們的祈禱
[00:29:16.000 --> 00:29:18.000]  和耶穌基督之靈的幫助
[00:29:18.000 --> 00:29:20.000]  終必要我得救」
[00:29:20.000 --> 00:29:22.000]  問題的重點
[00:29:22.000 --> 00:29:24.000]  是「得救」是指什麼?
[00:29:24.000 --> 00:29:28.000]  保羅談到他得救的語氣堅定
[00:29:28.000 --> 00:29:32.000]  這是帶有自信的意味
[00:29:32.000 --> 00:29:35.000]  「得救」可以指身體救贖
[00:29:35.000 --> 00:29:37.000]  宣判無罪
[00:29:37.000 --> 00:29:41.000]  因為羅馬政府仍然不能區別
[00:29:41.000 --> 00:29:45.000]  基督教和猶太教之間兩者的差別
[00:29:45.000 --> 00:29:49.000]  所以包容猶太教的前提下
[00:29:49.000 --> 00:29:53.000]  對保羅的案件可以寬大處理
[00:29:53.000 --> 00:29:59.000]  也可以解釋保羅面對審判結果
[00:29:59.000 --> 00:30:01.000]  無愧無懼
[00:30:01.000 --> 00:30:03.000]  生死皆可
[00:30:03.000 --> 00:30:07.000]  繼續拘禁或者被判處極刑
[00:30:07.000 --> 00:30:09.000]  一切都是處許可
[00:30:09.000 --> 00:30:13.000]  有神的心意和計劃
[00:30:13.000 --> 00:30:16.000]  「得救」也可以指終末的救恩
[00:30:16.000 --> 00:30:19.000]  保羅可以引用七十字譯本
[00:30:19.000 --> 00:30:23.000]  「勃不自羞愧」
[00:30:23.000 --> 00:30:28.000]  明顯是借用約伯記十三章十三到十八節
[00:30:28.000 --> 00:30:33.000]  約伯深信在主面前去陳述他的案件時
[00:30:33.000 --> 00:30:35.000]  終必得救
[00:30:35.000 --> 00:30:38.000]  這三個解釋都有聖經學者支持
[00:30:38.000 --> 00:30:41.000]  就經文的文氣來說
[00:30:41.000 --> 00:30:45.000]  「照著我所切勿我所盼望的
[00:30:45.000 --> 00:30:48.000]  沒有一時叫我羞愧
[00:30:48.000 --> 00:30:50.000]  凡事放膽
[00:30:50.000 --> 00:30:52.000]  無論是生是死
[00:30:52.000 --> 00:30:57.000]  總叫基督在我身上照常顯大」
[00:30:57.000 --> 00:31:03.000]  保羅不在乎上訴羅馬皇帝終審結果
[00:31:03.000 --> 00:31:07.000]  他更在乎透過他生死
[00:31:07.000 --> 00:31:10.000]  面對生死的表現
[00:31:10.000 --> 00:31:13.000]  成為耶穌基督活培的見證人
[00:31:13.000 --> 00:31:20.000]  來到當時的凱撒皇帝面前
[00:31:20.000 --> 00:31:24.000]  這就是他見證基督的機會
[00:31:24.000 --> 00:31:28.000]  他能夠將他的信仰陳明
[00:31:28.000 --> 00:31:31.000]  他善忘神彼的恩典
[00:31:31.000 --> 00:31:33.000]  在這個時刻
[00:31:33.000 --> 00:31:35.000]  可以宣認信仰的時候
[00:31:35.000 --> 00:31:38.000]  「不自蒙羞」
[00:31:38.000 --> 00:31:42.000]  羅馬的審判對他來說是一個機會
[00:31:42.000 --> 00:31:45.000]  經過生命的歷練
[00:31:45.000 --> 00:31:46.000]  信仰的沉澱
[00:31:46.000 --> 00:31:51.000]  去作出信心的宣告
[00:31:51.000 --> 00:31:58.000]  保羅是表達一種向死而生的決絕
[00:31:58.000 --> 00:32:00.000]  在這段落結束的時間
[00:32:00.000 --> 00:32:05.000]  保羅以假設可以選擇生或死的難題
[00:32:05.000 --> 00:32:09.000]  他如何在生死之間作出選擇
[00:32:09.000 --> 00:32:12.000]  為主殉道與處同在
[00:32:12.000 --> 00:32:13.000]  是好得無比的
[00:32:13.000 --> 00:32:18.000]  或者存留性命繼續與肥立比教會並肩作戰
[00:32:18.000 --> 00:32:21.000]  兩個都是好的選擇
[00:32:21.000 --> 00:32:23.000]  最終他選擇生
[00:32:23.000 --> 00:32:25.000]  若果可以的話
[00:32:25.000 --> 00:32:27.000]  他捨棄自己的想法
[00:32:27.000 --> 00:32:29.000]  寧願為信徒的遠故
[00:32:29.000 --> 00:32:31.000]  繼續為主作歌
[00:32:31.000 --> 00:32:33.000]  活在主內
[00:32:33.000 --> 00:32:35.000]  不論動機如何
[00:32:35.000 --> 00:32:37.000]  保羅就在任何選擇
[00:32:37.000 --> 00:32:38.000]  任何情況
[00:32:38.000 --> 00:32:40.000]  他的生命去到盡頭
[00:32:40.000 --> 00:32:41.000]  他所關心
[00:32:41.000 --> 00:32:43.000]  他所實踐的
[00:32:43.000 --> 00:32:46.000]  基督在他身上照常顯大
[00:32:46.000 --> 00:32:52.000]  見證神恩惠的福音
[00:32:52.000 --> 00:32:55.000]  近來在網絡見到一則新聞
[00:32:55.000 --> 00:33:02.000]  是拍攝一位88歲的奶奶和孫子
[00:33:02.000 --> 00:33:04.000]  陪同一口氣
[00:33:04.000 --> 00:33:08.000]  走過14層樓梯
[00:33:08.000 --> 00:33:15.000]  回到已經被燒到昏黑的家居
[00:33:15.000 --> 00:33:17.000]  兩個人帶著頭燈
[00:33:17.000 --> 00:33:19.000]  因為沒有電
[00:33:19.000 --> 00:33:20.000]  房子是黑的
[00:33:20.000 --> 00:33:23.000]  來到現場
[00:33:23.000 --> 00:33:29.000]  拿回覺得有紀念價值的物品
[00:33:29.000 --> 00:33:31.000]  限時限刻
[00:33:31.000 --> 00:33:34.000]  每個人都只能有限的時間
[00:33:34.000 --> 00:33:38.000]  在家裡做什麼呢?
[00:33:38.000 --> 00:33:40.000]  這個婆婆
[00:33:40.000 --> 00:33:42.000]  帶著頭燈
[00:33:42.000 --> 00:33:44.000]  還在家裡
[00:33:44.000 --> 00:33:48.000]  借去倖存的電子琴
[00:33:48.000 --> 00:33:49.000]  做什麼呢?
[00:33:49.000 --> 00:33:58.000]  在彈《耶和華是愛》
[00:33:58.000 --> 00:34:02.000]  她沒有激情地控訴
[00:34:02.000 --> 00:34:04.000]  沒有狂呼大叫
[00:34:04.000 --> 00:34:08.000]  只是堅定地咒惡
[00:34:08.000 --> 00:34:12.000]  面對無情的大火
[00:34:12.000 --> 00:34:15.000]  天災人禍
[00:34:15.000 --> 00:34:20.000]  老姐妹堅定地宣告
[00:34:20.000 --> 00:34:24.000]  《耶和華是愛》
[00:34:24.000 --> 00:34:29.000]  比什麼大道理更加令人信服
[00:34:29.000 --> 00:34:31.000]  她見證了
[00:34:31.000 --> 00:34:33.000]  活出了
[00:34:33.000 --> 00:34:35.000]  福音
