
[00:00:00.000 --> 00:00:08.500]  大家早 今天的題目是 教會出品必屬佳品 是問句來的
[00:20:01.500 --> 00:20:03.500]  和一些思想
[00:20:03.500 --> 00:20:04.500]  他聽完之後
[00:20:04.500 --> 00:20:06.500]  他不但為我們祈禱
[00:20:06.500 --> 00:20:09.500]  然後好像聖經所說的
[00:20:09.500 --> 00:20:11.500]  讓我們平平安安地去吧
[00:20:11.500 --> 00:20:13.500]  願你穿得暖吃得飽
[00:20:13.500 --> 00:20:15.500]  都清楚了求問神的大靈
[00:20:15.500 --> 00:20:16.500]  他不只是這樣
[00:20:16.500 --> 00:20:19.500]  而他竟然向我們提出
[00:20:19.500 --> 00:20:22.500]  每一個星期找一個晚上
[00:20:22.500 --> 00:20:24.500]  來到我們家裡和我們去查經
[00:20:24.500 --> 00:20:27.500]  和我們去分享生命
[00:20:27.500 --> 00:20:30.500]  和分享一些侍奉的經歷
[00:20:30.500 --> 00:20:33.500]  在當中我們有很多的領受很多的學習
[00:20:33.500 --> 00:20:34.500]  他不單止來到我們當中
[00:20:34.500 --> 00:20:36.500]  他還不時地開放他的家庭
[00:20:36.500 --> 00:20:38.500]  讓我們參與在當中
[00:20:38.500 --> 00:20:41.500]  經歷他們真實的生命
[00:20:41.500 --> 00:20:44.500]  在他們的生命裡我看到
[00:20:44.500 --> 00:20:46.500]  一個真實的牧者的家庭
[00:20:46.500 --> 00:20:50.500]  他們的侍奉有歡笑有眼淚
[00:20:50.500 --> 00:20:52.500]  最讓他們難過傷心的事情
[00:20:52.500 --> 00:20:54.500]  就是他們剛剛在牧會的時候
[00:20:54.500 --> 00:20:58.500]  他們見到他們經歷到教會的分裂
[00:20:58.500 --> 00:20:59.500]  在牧會的初期
[00:20:59.500 --> 00:21:04.500]  有些弟兄姊妹集體離開了教會
[00:21:04.500 --> 00:21:05.500]  去另外的地方
[00:21:05.500 --> 00:21:08.500]  造成了教會很大的傷害
[00:21:08.500 --> 00:21:11.500]  在教會很繁重的服事裡
[00:21:11.500 --> 00:21:13.500]  有時那種繁重的壓力
[00:21:13.500 --> 00:21:15.500]  幾乎壓倒了他們
[00:21:15.500 --> 00:21:16.500]  記得有一次
[00:21:16.500 --> 00:21:18.500]  我一個星期六的早上
[00:21:18.500 --> 00:21:19.500]  去到牧師的家裡
[00:21:19.500 --> 00:21:22.500]  那天我本身和太太約了
[00:21:22.500 --> 00:21:25.500]  我們希望帶他們兩個小朋友出來玩一天
[00:21:25.500 --> 00:21:28.500]  因為我們知道牧師師母都很辛苦
[00:21:28.500 --> 00:21:30.500]  特別是師母要照顧兩個孩子
[00:21:30.500 --> 00:21:32.500]  其實基本上年終無憂
[00:21:32.500 --> 00:21:33.500]  我們就有負擔
[00:21:33.500 --> 00:21:35.500]  就是我們找一天的時間
[00:21:35.500 --> 00:21:36.500]  帶著兩個小朋友出去
[00:21:36.500 --> 00:21:38.500]  讓師母和牧師
[00:21:38.500 --> 00:21:40.500]  特別是師母可以在家裡透透氣
[00:21:40.500 --> 00:21:42.500]  不用照顧兩個小朋友
[00:21:42.500 --> 00:21:43.500]  放放假
[00:21:43.500 --> 00:21:45.500]  但那天去到的時候
[00:21:45.500 --> 00:21:47.500]  我們見到師母
[00:21:47.500 --> 00:21:48.500]  但是牧師沒有出現
[00:21:48.500 --> 00:21:50.500]  我們覺得很奇怪
[00:21:50.500 --> 00:21:52.500]  然後師母跟我說
[00:21:52.500 --> 00:21:55.500]  原來牧師是星期日要港島
[00:21:55.500 --> 00:21:57.500]  但是那天星期六早上
[00:21:57.500 --> 00:21:59.500]  他對港島的信息
[00:21:59.500 --> 00:22:01.500]  還沒有一個確切的領受
[00:22:01.500 --> 00:22:04.500]  他現在正在書房裡祈禱
[00:22:04.500 --> 00:22:06.500]  安靜的去求問
[00:22:06.500 --> 00:22:08.500]  去求聖靈賜下他的信息
[00:22:08.500 --> 00:22:12.500]  都是去尋求這份港島的信息
[00:22:12.500 --> 00:22:13.500]  有時候我們會想
[00:22:13.500 --> 00:22:15.500]  有沒有搞錯啊牧者
[00:22:15.500 --> 00:22:16.500]  星期日港島
[00:22:16.500 --> 00:22:20.500]  星期六那篇講章還沒有預備好
[00:22:20.500 --> 00:22:22.500]  還說沒有領受
[00:22:22.500 --> 00:22:24.500]  怎麼算一個牧者
[00:22:24.500 --> 00:22:26.500]  會不會覺得這個牧者很懶
[00:22:26.500 --> 00:22:28.500]  但是對我來說
[00:22:28.500 --> 00:22:30.500]  因為我進入了這個牧者的生命裡
[00:22:30.500 --> 00:22:33.500]  我看到他絕對不是一個懶惰的牧者
[00:22:33.500 --> 00:22:37.500]  而是一位忠心謙卑尋求神的牧者
[00:22:37.500 --> 00:22:41.500]  很多時候我們看到牧者站在港台上
[00:22:41.500 --> 00:22:44.500]  或者在教會崇拜裡面
[00:22:44.500 --> 00:22:47.500]  看到短短一個小時兩個小時的時間
[00:22:47.500 --> 00:22:49.500]  但是他在港台的後面
[00:22:49.500 --> 00:22:52.500]  在崇拜以外的侍奉
[00:22:52.500 --> 00:22:54.500]  所擺上的時間生命
[00:22:54.500 --> 00:22:56.500]  其實我們不是很了解
[00:22:56.500 --> 00:23:01.500]  我們在這對牧師師母的身上
[00:23:01.500 --> 00:23:04.500]  我們看到的不是世人所認為的
[00:23:04.500 --> 00:23:06.500]  所謂的成功的牧者
[00:23:06.500 --> 00:23:12.500]  而是看到一個經歷真實謙卑侍奉主的牧者家庭
[00:23:12.500 --> 00:23:15.500]  雖然有軟弱虧欠
[00:23:15.500 --> 00:23:19.500]  但是依然忠心依靠主侍奉主
[00:23:19.500 --> 00:23:23.500]  而且願意開放自己的生命去闖開生命
[00:23:23.500 --> 00:23:26.500]  真真實實地帶領門徒去造就生命
[00:23:26.500 --> 00:23:28.500]  成為我們生命的榜樣
[00:23:28.500 --> 00:23:30.500]  雖然現在我們分開不同的地方去服侍主
[00:23:30.500 --> 00:23:32.500]  但是有時間有機會的話
[00:23:32.500 --> 00:23:34.500]  我們都會一同相見
[00:23:34.500 --> 00:23:36.500]  我相信這份師徒的情誼
[00:23:36.500 --> 00:23:38.500]  一直會長存下去
[00:23:38.500 --> 00:23:41.500]  在門徒訓練的時候
[00:23:41.500 --> 00:23:46.500]  生命導師作為榜樣的帶領非常重要
[00:23:46.500 --> 00:23:48.500]  但是有時候對我來說
[00:23:48.500 --> 00:23:51.500]  對導師來說是很大的挑戰
[00:23:51.500 --> 00:23:53.500]  求主幫助每一位導師
[00:23:53.500 --> 00:23:57.500]  首先我們需要願意在神裡面
[00:23:57.500 --> 00:24:00.500]  不斷地被神塑造我們的生命
[00:24:00.500 --> 00:24:03.500]  以至於我們的生命可以變得更加成熟
[00:24:03.500 --> 00:24:04.500]  更加像耶穌基督
[00:24:04.500 --> 00:24:06.500]  另一方面我們都願意
[00:24:06.500 --> 00:24:08.500]  真誠地打開我們的生命
[00:24:08.500 --> 00:24:10.500]  分享生命
[00:24:10.500 --> 00:24:13.500]  即便是有軟弱虧欠的地方
[00:24:13.500 --> 00:24:14.500]  但是求主使用
[00:24:14.500 --> 00:24:17.500]  因為神的恩典是夠我們用的
[00:24:17.500 --> 00:24:22.500]  神的大能就在軟弱當中得以完全
[00:24:22.500 --> 00:24:24.500]  對作為門徒的弟兄姊妹來說
[00:24:24.500 --> 00:24:27.500]  同樣地我們需要留意幾個方面
[00:24:27.500 --> 00:24:29.500]  第一個方面我們需要
[00:24:29.500 --> 00:24:32.500]  對生命導師有正確的期望
[00:24:32.500 --> 00:24:34.500]  我們都是蒙恩的罪人
[00:24:34.500 --> 00:24:36.500]  每個人都有軟弱虧欠
[00:24:36.500 --> 00:24:38.500]  包括使徒保羅
[00:24:38.500 --> 00:24:39.500]  保羅曾經說過
[00:24:39.500 --> 00:24:41.500]  你們該效法我
[00:24:41.500 --> 00:24:44.500]  好像我效法基督一樣
[00:24:44.500 --> 00:24:45.500]  問題的關鍵
[00:24:45.500 --> 00:24:48.500]  不在於生命導師本身
[00:24:48.500 --> 00:24:51.500]  生命達到一個怎樣的成熟狀況
[00:24:51.500 --> 00:24:53.500]  問題的關鍵在於
[00:24:53.500 --> 00:24:55.500]  生命導師願不願意
[00:24:55.500 --> 00:24:57.500]  不斷地去效法基督
[00:24:57.500 --> 00:24:59.500]  在主裡學習成長
[00:24:59.500 --> 00:25:01.500]  即便有軟弱限制
[00:25:01.500 --> 00:25:04.500]  但依然願意被主去改變
[00:25:04.500 --> 00:25:05.500]  第二方面我們要留意
[00:25:05.500 --> 00:25:07.500]  其實在不同的歷程裡
[00:25:07.500 --> 00:25:11.500]  我們都可能有不同的生命導師
[00:25:11.500 --> 00:25:12.500]  神都會為我們預備
[00:25:12.500 --> 00:25:17.500]  不同的生命導師去效法基督
[00:25:17.500 --> 00:25:19.500]  現在的社會流動性非常大
[00:25:19.500 --> 00:25:22.500]  我爺爺一世人住在廣州一個地方
[00:25:22.500 --> 00:25:24.500]  但是看回我現在
[00:25:24.500 --> 00:25:25.500]  其實在生命歷程裡
[00:25:25.500 --> 00:25:28.500]  已經有三個不同的地方我居住過
[00:25:28.500 --> 00:25:29.500]  在不同的地方裡
[00:25:29.500 --> 00:25:31.500]  在不同的歷程裡
[00:25:31.500 --> 00:25:32.500]  我們需要察覺
[00:25:32.500 --> 00:25:34.500]  神為我們預備的生命師傅
[00:25:34.500 --> 00:25:36.500]  在這些生命師傅裡
[00:25:36.500 --> 00:25:37.500]  我們都有不同的學習
[00:25:37.500 --> 00:25:40.500]  他們生命上有不同的品格
[00:25:40.500 --> 00:25:41.500]  因此才幹
[00:25:41.500 --> 00:25:45.500]  都可以藉著我們和他們同行的過程
[00:25:45.500 --> 00:25:48.500]  我們當中有美好的學習
[00:25:48.500 --> 00:25:49.500]  回想我的經歷
[00:25:49.500 --> 00:25:50.500]  神都賜下恩典
[00:25:50.500 --> 00:25:53.500]  給我預備了四位不同的生命導師
[00:25:53.500 --> 00:25:54.500]  在他們身上
[00:25:54.500 --> 00:25:56.500]  我都學習到非常非常寶貴的功課
[00:25:56.500 --> 00:25:58.500]  他們現在都在世界不同的地方
[00:25:58.500 --> 00:25:59.500]  包括在德國
[00:25:59.500 --> 00:26:00.500]  在美國
[00:26:00.500 --> 00:26:01.500]  在澳洲
[00:26:01.500 --> 00:26:02.500]  雖然我們分開了
[00:26:02.500 --> 00:26:04.500]  但是他們的生命的榜樣
[00:26:04.500 --> 00:26:09.500]  至今還是深深地影響著我
[00:26:09.500 --> 00:26:10.500]  第三方面
[00:26:10.500 --> 00:26:11.500]  我們要留意
[00:26:11.500 --> 00:26:13.500]  其實我們同樣要成為生命的榜樣
[00:26:13.500 --> 00:26:15.500]  不要以為門徒就不需要
[00:26:15.500 --> 00:26:20.500]  其實專注於推廣禮儀門訓的增金法牧師
[00:26:20.500 --> 00:26:22.500]  他不斷地強調
[00:26:22.500 --> 00:26:25.500]  教會不只是建造門徒
[00:26:25.500 --> 00:26:29.500]  是要塑造一些能夠倍增門徒的門徒
[00:26:29.500 --> 00:26:30.500]  簡單來說
[00:26:30.500 --> 00:26:33.500]  門徒不只是門徒
[00:26:33.500 --> 00:26:37.500]  門徒還要同時成為別人生命的導師
[00:26:37.500 --> 00:26:39.500]  自己同樣要成為別人
[00:26:39.500 --> 00:26:41.500]  效法基督的生命的榜樣
[00:26:41.500 --> 00:26:43.500]  不是說我信了主五年十年
[00:26:43.500 --> 00:26:45.500]  或者我做了執事牧者
[00:26:45.500 --> 00:26:49.500]  才可以成為一個生命的導師
[00:26:49.500 --> 00:26:51.500]  而是從最開頭的時候
[00:26:51.500 --> 00:26:54.500]  如果確實地按照聖經說
[00:26:54.500 --> 00:26:55.500]  當我們接受主的時候
[00:26:55.500 --> 00:26:57.500]  當我們信主的一刻開始
[00:26:57.500 --> 00:27:01.500]  我們就可以成為生命的導師
[00:27:01.500 --> 00:27:04.500]  至少可以在未信主的家人朋友裡
[00:27:04.500 --> 00:27:06.500]  我們成為生命的導師
[00:27:06.500 --> 00:27:08.500]  因為當我們接受主的時候
[00:27:08.500 --> 00:27:10.500]  生命就被主改變
[00:27:10.500 --> 00:27:13.500]  我們就可以去彰顯神的榮耀
[00:27:13.500 --> 00:27:16.500]  讓他們看到神在我們身上的作為
[00:27:16.500 --> 00:27:18.500]  而在家庭裡
[00:27:18.500 --> 00:27:22.500]  我們可以成為我們兒女生命榜樣的導師
[00:27:22.500 --> 00:27:24.500]  這是最直接的門徒
[00:27:24.500 --> 00:27:25.500]  我有兩個女兒
[00:27:25.500 --> 00:27:27.500]  一個兩歲 一個六歲
[00:27:27.500 --> 00:27:29.500]  其實兩歲那個稍為困難一點
[00:27:29.500 --> 00:27:31.500]  六歲那個大女兒
[00:27:31.500 --> 00:27:35.500]  我盡力刻意地有機會栽培她
[00:27:35.500 --> 00:27:37.500]  當然除了跟她讀聖經
[00:27:37.500 --> 00:27:39.500]  去談論神的話語之外
[00:27:39.500 --> 00:27:42.500]  我還刻意地帶她去見一些
[00:27:42.500 --> 00:27:43.500]  例如我正在進修神學
[00:27:43.500 --> 00:27:46.500]  我帶她去見我的同學 我的老師
[00:27:46.500 --> 00:27:48.500]  參與在教會裡的聚會
[00:27:48.500 --> 00:27:49.500]  如果合適的話
[00:27:49.500 --> 00:27:51.500]  邀請她一起參與
[00:27:51.500 --> 00:27:52.500]  雖然她不明白很多
[00:27:52.500 --> 00:27:54.500]  但是那種感受 那種同行的時間
[00:27:54.500 --> 00:27:57.500]  她就更加了解爸爸所做的事情
[00:27:57.500 --> 00:27:59.500]  或者爸爸怎樣認識這位主
[00:27:59.500 --> 00:28:01.500]  怎樣服侍這位主
[00:28:01.500 --> 00:28:02.500]  求主幫助我們
[00:28:02.500 --> 00:28:04.500]  當中其實有很多機會
[00:28:04.500 --> 00:28:06.500]  可以去造就門徒
[00:28:06.500 --> 00:28:09.500]  造就門徒 從家裡可以開始
[00:28:09.500 --> 00:28:12.500]  我也希望今年我跟太太商量
[00:28:12.500 --> 00:28:15.500]  有機會 我的小女兒也兩歲
[00:28:15.500 --> 00:28:16.500]  看看有沒有機會
[00:28:16.500 --> 00:28:18.500]  今年一家四口一起參加短宣
[00:28:18.500 --> 00:28:20.500]  以至於在短宣當中
[00:28:20.500 --> 00:28:23.500]  再次去經歷上帝那份恩典
[00:28:23.500 --> 00:28:25.500]  母親按神在我們身上的作為
[00:28:25.500 --> 00:28:27.500]  當我們真心信服的時候
[00:28:27.500 --> 00:28:31.500]  我們就可以成為別人生命的祝福
[00:28:31.500 --> 00:28:33.500]  在弱勢團體裡有一個小組
[00:28:33.500 --> 00:28:35.500]  叫茶經小隊
[00:28:35.500 --> 00:28:37.500]  主要是一些大茶經的大型節目
[00:28:37.500 --> 00:28:38.500]  聚集在一起
[00:28:38.500 --> 00:28:40.500]  我們有御茶 有生命的建立
[00:28:40.500 --> 00:28:42.500]  在裡面我們建立了
[00:28:42.500 --> 00:28:45.500]  我們說了我們有三大核心的價值
[00:28:45.500 --> 00:28:47.500]  包括了深度交流
[00:28:47.500 --> 00:28:49.500]  彼此交漲和共同成長
[00:28:49.500 --> 00:28:52.500]  什麼是深度交流呢
[00:28:52.500 --> 00:28:55.500]  深度交流其實就是注重生命的反省
[00:28:55.500 --> 00:28:58.500]  有時候我們交流有很多層次
[00:28:58.500 --> 00:28:59.500]  譬如第一層的層次就是
[00:28:59.500 --> 00:29:01.500]  我將事情說出來
[00:29:01.500 --> 00:29:03.500]  然後說出我的感受
[00:29:03.500 --> 00:29:05.500]  這個可能是第一個層次
[00:29:05.500 --> 00:29:07.500]  進深一點的層次就是說
[00:29:07.500 --> 00:29:10.500]  我講了一件事 講了我的感受之外
[00:29:10.500 --> 00:29:13.500]  還表達一些我對這件事的反省
[00:29:13.500 --> 00:29:16.500]  我可以怎樣在這件事上學習的功課
[00:29:16.500 --> 00:29:19.500]  但第三個層次我們希望做到的是
[00:29:19.500 --> 00:29:20.500]  深度的交流
[00:29:20.500 --> 00:29:23.500]  我們不單止講這件事的過程
[00:29:23.500 --> 00:29:25.500]  我們的感受 我們的反省
[00:29:25.500 --> 00:29:27.500]  更加是將這件事和我們的信仰
[00:29:27.500 --> 00:29:29.500]  和聖經相結合
[00:29:29.500 --> 00:29:31.500]  以至於我們知道神藉著這件事
[00:29:31.500 --> 00:29:33.500]  怎樣幫助我們生命的成長
[00:29:33.500 --> 00:29:34.500]  這個生命的成長
[00:29:34.500 --> 00:29:35.500]  不單止是我自己的生命的成長
[00:29:35.500 --> 00:29:37.500]  而是在一個群體裏面
[00:29:37.500 --> 00:29:39.500]  我們共同去給予守望
[00:29:39.500 --> 00:29:41.500]  以至於有一個連結在裏面的時候
[00:29:41.500 --> 00:29:44.500]  我們共同的成長
[00:29:44.500 --> 00:29:46.500]  我們有時查經的時候
[00:29:46.500 --> 00:29:48.500]  我們看聖經 然後回到現實的生活
[00:29:48.500 --> 00:29:51.500]  但反過來 神給了很多生命的經歷給我們
[00:29:51.500 --> 00:29:52.500]  其實是反過來的
[00:29:52.500 --> 00:29:53.500]  由我們生命的經歷裏面
[00:29:53.500 --> 00:29:55.500]  回到聖經裏面
[00:29:55.500 --> 00:29:58.500]  以至於用我們經歷和神的話語相連結
[00:29:58.500 --> 00:30:02.500]  以至於帶出神給我們學習的功課
[00:30:02.500 --> 00:30:04.500]  深度交流非常重要
[00:30:04.500 --> 00:30:07.500]  願意我們在當中繼續經歷
[00:30:07.500 --> 00:30:10.500]  BMW B是什麼?
[00:30:10.500 --> 00:30:11.500]  Bible 是不是?
[00:30:11.500 --> 00:30:13.500]  M 是Model
[00:30:13.500 --> 00:30:17.500]  第三個就是進入一個經驗的累積
[00:30:17.500 --> 00:30:18.500]  耶穌基督的訓練
[00:30:18.500 --> 00:30:20.500]  很重要的一個元素就是
[00:30:20.500 --> 00:30:22.500]  要向門徒提供機會
[00:30:22.500 --> 00:30:25.500]  使他們去親臨現場
[00:30:25.500 --> 00:30:30.500]  去經歷一些事工 經歷一些服事
[00:30:30.500 --> 00:30:34.500]  重點的是要經歷大使命裏面所說的
[00:30:34.500 --> 00:30:39.500]  「我就常與你們同在」這個寶貴的應許
[00:30:39.500 --> 00:30:43.500]  門徒訓練是一個生命造就的旅程
[00:30:43.500 --> 00:30:48.500]  不單止包括關乎聖經的聖經真理
[00:30:48.500 --> 00:30:51.500]  和一個生命影響 生命的榜樣
[00:30:51.500 --> 00:30:53.500]  更加重要的是
[00:30:53.500 --> 00:30:57.500]  同時讓我們走出來走進人群
[00:30:57.500 --> 00:31:01.500]  看到生命的真實和經歷生命的改變
[00:31:01.500 --> 00:31:04.500]  大使命裏面的「去」、「高」
[00:31:04.500 --> 00:31:07.500]  就是強調了這方面的經驗累積
[00:31:07.500 --> 00:31:09.500]  耶穌呼召門徒來跟隨自己
[00:31:09.500 --> 00:31:12.500]  不是叫他們遠離實際的生活
[00:31:12.500 --> 00:31:14.500]  反而是叫他們走進人群當中
[00:31:14.500 --> 00:31:19.500]  教導他們和耶穌自己同行去共同的服事
[00:31:19.500 --> 00:31:22.500]  經驗的累積包括了兩大範疇
[00:31:22.500 --> 00:31:24.500]  一方面是拓展眼界
[00:31:24.500 --> 00:31:27.500]  另一方面是真正的實踐 實習
[00:31:27.500 --> 00:31:29.500]  我們首先看這段經文
[00:31:29.500 --> 00:31:30.500]  我們也不會陌生
[00:31:30.500 --> 00:31:33.500]  就是耶穌基督帶著門徒去到加拉森這個地方
[00:31:33.500 --> 00:31:35.500]  遇到一個被鬼附的人
[00:31:35.500 --> 00:31:37.500]  於是就趕出了一群鬼
[00:31:37.500 --> 00:31:41.500]  那些鬼就進入了兩千頭豬的裏面
[00:31:41.500 --> 00:31:42.500]  我請問大家
[00:31:42.500 --> 00:31:45.500]  那兩千頭豬最後的結局是怎樣
[00:31:45.500 --> 00:31:49.500]  頭在河裏淹死了 是不是
[00:31:49.500 --> 00:31:53.500]  豬年呀
[00:31:53.500 --> 00:31:55.500]  問一個問題
[00:31:55.500 --> 00:32:01.500]  為什麼耶穌會允許那群鬼進入這兩千頭豬的裏面
[00:32:01.500 --> 00:32:04.500]  然後最後那些豬死了呢
[00:32:04.500 --> 00:32:13.500]  我們知道猶太人不會養豬的
[00:32:13.500 --> 00:32:15.500]  不會養豬 是不會養豬的
[00:32:15.500 --> 00:32:17.500]  只有外邦人才會養豬
[00:32:17.500 --> 00:32:19.500]  在舊約聖經裏面
[00:32:19.500 --> 00:32:21.500]  豬是不潔淨的
[00:32:21.500 --> 00:32:23.500]  所以是不可以吃豬
[00:32:23.500 --> 00:32:25.500]  當然就不會養豬
[00:32:25.500 --> 00:32:26.500]  但對外邦人來說
[00:32:26.500 --> 00:32:27.500]  他們是養豬
[00:32:27.500 --> 00:32:30.500]  而且豬的價值是非常昂貴的
[00:32:30.500 --> 00:32:32.500]  用現在的價錢
[00:32:32.500 --> 00:32:34.500]  我上網查到
[00:32:34.500 --> 00:32:37.500]  一隻豬大概價值三千港幣左右
[00:32:37.500 --> 00:32:40.500]  我叫你整成三千乘以二千
[00:32:40.500 --> 00:32:42.500]  等於多少
[00:32:42.500 --> 00:32:44.500]  哪個數學快一點
[00:32:44.500 --> 00:32:46.500]  六百萬呀
[00:32:46.500 --> 00:32:48.500]  即是差不多一層樓的單位
[00:32:48.500 --> 00:32:50.500]  便宜一點的單位六百萬
[00:32:50.500 --> 00:32:51.500]  在香港可以買到
[00:32:51.500 --> 00:32:52.500]  是否很大的價值
[00:32:52.500 --> 00:32:53.500]  對外邦人來說
[00:32:53.500 --> 00:32:56.500]  二千頭豬衝進去死了
[00:32:56.500 --> 00:32:59.500]  其實耶穌基督正是要告訴世人
[00:32:59.500 --> 00:33:05.500]  一個人的生命遠比這二千頭豬寶貴得多
[00:33:05.500 --> 00:33:06.500]  還有一件事
[00:33:06.500 --> 00:33:08.500]  耶穌基督坐船去加拉森這個地方
[00:33:08.500 --> 00:33:10.500]  其實只是做了一件事
[00:33:10.500 --> 00:33:12.500]  祂趕完鬼之後
[00:33:12.500 --> 00:33:14.500]  就坐船離開了
[00:33:14.500 --> 00:33:16.500]  祂單單做這件事
[00:33:16.500 --> 00:33:19.500]  不單止是為了拯救被鬼附的人
[00:33:19.500 --> 00:33:20.500]  更加重要的
[00:33:20.500 --> 00:33:22.500]  祂同樣是在做一個門徒訓練
[00:33:22.500 --> 00:33:23.500]  不要忘記
[00:33:23.500 --> 00:33:26.500]  門徒一直跟著耶穌去到這個地方
[00:33:26.500 --> 00:33:29.500]  去目睹整件事的發生
[00:33:29.500 --> 00:33:32.500]  在門徒訓練的角度來理解這段經文的時間
[00:33:32.500 --> 00:33:35.500]  耶穌基督刻意就要透過這件事
[00:33:35.500 --> 00:33:37.500]  來開拓門徒的眼界
[00:33:37.500 --> 00:33:41.500]  讓他們看到生命是何等的寶貴
[00:33:41.500 --> 00:33:45.500]  遠超於兩千頭豬的價值
[00:33:45.500 --> 00:33:47.500]  而且還有一點
[00:33:47.500 --> 00:33:49.500]  剛才說到是外邦人
[00:33:49.500 --> 00:33:52.500]  神的救恩不單止要臨到猶太人
[00:33:52.500 --> 00:33:55.500]  而且他的救贖還要臨到外邦人
[00:33:55.500 --> 00:33:58.500]  使萬民作我的門徒
[00:33:58.500 --> 00:34:05.500]  耶穌基督不單止刻意讓門徒開拓眼界
[00:34:05.500 --> 00:34:08.500]  而且還要門徒參與一些實習
[00:34:08.500 --> 00:34:11.500]  在經文裡我們看到耶穌的門徒訓練的過程
[00:34:11.500 --> 00:34:14.500]  不止一次猜探門徒
[00:34:14.500 --> 00:34:16.500]  兩個兩個去不同的城市
[00:34:16.500 --> 00:34:18.500]  去做什麼呢?
[00:34:18.500 --> 00:34:23.500]  去醫病趕鬼 傳悔改的訊息
[00:34:23.500 --> 00:34:26.500]  在當中門徒有很多的學習
[00:34:26.500 --> 00:34:31.500]  刻意提供機會幫助門徒去累積一些經驗
[00:34:31.500 --> 00:34:34.500]  無論是拓展眼界還是實際參與
[00:34:34.500 --> 00:34:36.500]  侍奉都是非常重要
[00:34:36.500 --> 00:34:42.500]  在室團我們都希望可以做到一些活動
[00:34:42.500 --> 00:34:46.500]  以至於幫助團友在當中有經驗的累積
[00:34:46.500 --> 00:34:47.500]  在今年的三月
[00:34:47.500 --> 00:34:50.500]  我們邀請了前線警察會的同工
[00:34:50.500 --> 00:34:51.500]  來到我們團體當中
[00:34:51.500 --> 00:34:56.500]  舉辦一次「假如我是穆斯林」的互動體驗活動
[00:34:56.500 --> 00:34:59.500]  目的就是使到參與者
[00:34:59.500 --> 00:35:01.500]  可以無意成為一個穆斯林
[00:35:01.500 --> 00:35:03.500]  透過一個體驗
[00:35:03.500 --> 00:35:10.500]  來反省穆斯林群體是一個怎樣的信仰文化
[00:35:10.500 --> 00:35:12.500]  甚至我們進一步了解認識
[00:35:12.500 --> 00:35:16.500]  穆孫到底是一個怎樣的猜拳侍奉
[00:35:16.500 --> 00:35:18.500]  我們這個活動都開放給教會和其他電影節目
[00:35:18.500 --> 00:35:20.500]  如果大家有負擔或興趣
[00:35:20.500 --> 00:35:21.500]  都可以和我們聯絡
[00:35:21.500 --> 00:35:23.500]  我們一同參與
[00:35:23.500 --> 00:35:25.500]  除了開拓眼界之外
[00:35:25.500 --> 00:35:28.500]  我們都會刻意籌備一些活動
[00:35:28.500 --> 00:35:34.500]  使我們的電影節目可以直接參與大使命相關的服務
[00:35:34.500 --> 00:35:36.500]  譬如我們辦過兩次
[00:35:36.500 --> 00:35:40.500]  在2018年的時候有兩次的食肆的報道
[00:35:40.500 --> 00:35:42.500]  內容其實很刺激
[00:35:42.500 --> 00:35:44.500]  我們周圍的內容就是叫電影節目
[00:35:44.500 --> 00:35:48.500]  兩個兩個去到太古城附近的快餐店
[00:35:48.500 --> 00:35:50.500]  我們坐下來買一份飯
[00:35:50.500 --> 00:35:52.500]  然後就和街坊聊天
[00:35:52.500 --> 00:35:55.500]  去認識他們 去關心他們
[00:35:55.500 --> 00:35:56.500]  有機會的話
[00:35:56.500 --> 00:35:59.500]  甚至和他們講福音的訊息
[00:35:59.500 --> 00:36:02.500]  邀請他們參與教會的聚會
[00:36:02.500 --> 00:36:04.500]  剛剛開始的時候
[00:36:04.500 --> 00:36:08.500]  大部分的團友都抱著一個膽戰心驚的心態
[00:36:08.500 --> 00:36:10.500]  都不知道怎樣和他們開口
[00:36:10.500 --> 00:36:12.500]  坐下來和陌生人聊天是很難的
[00:36:12.500 --> 00:36:17.500]  不過當大家做完回來分享的時候
[00:36:17.500 --> 00:36:19.500]  絕大部分的團友都能夠感受到
[00:36:19.500 --> 00:36:22.500]  那份與主同工的美好
[00:36:22.500 --> 00:36:26.500]  真實地去經歷到大使命裏所應許的
[00:36:26.500 --> 00:36:30.500]  主上與我們同在的美好
[00:36:30.500 --> 00:36:34.500]  鼓勵大英姐妹都可以思想去安排
[00:36:34.500 --> 00:36:38.500]  去計劃一些相關類型的活動
[00:36:38.500 --> 00:36:42.500]  去看看上帝同在的美好
[00:36:42.500 --> 00:36:45.500]  很刺激 不過很有價值
[00:36:45.500 --> 00:36:49.500]  外出去傳福音 外出去關心社群
[00:36:49.500 --> 00:36:51.500]  走進人群可以有不同的方式
[00:36:51.500 --> 00:36:54.500]  記得我在柏林華人教會的時候
[00:36:54.500 --> 00:36:57.500]  我們都有做一些報道的侍奉
[00:36:57.500 --> 00:36:59.500]  那時候你知道外國的地方
[00:36:59.500 --> 00:37:02.500]  不是很多機會可以接觸到一群的華人
[00:37:02.500 --> 00:37:05.500]  很大份量的接觸華人
[00:37:05.500 --> 00:37:08.500]  我們試過在一些華人的商鋪外面
[00:37:08.500 --> 00:37:13.500]  去派單張或者去邀請他們參加教會
[00:37:13.500 --> 00:37:15.500]  但發覺後來不是太理想
