
[00:00:00.000 --> 00:00:10.000]  一連幾個星期講傳道書 大家聽到這裏的時候 應該對所羅門的事蹟都有些印象
[00:21:03.000 --> 00:21:07.000]  勸誡其他人要紀念做他的主
[00:21:07.000 --> 00:21:13.000]  要敬威神遵行他的使義
[00:21:13.000 --> 00:21:16.000]  不難去感受得到
[00:21:16.000 --> 00:21:20.000]  這些說話背後他的後悔
[00:21:20.000 --> 00:21:22.000]  我相信他是很大的後悔
[00:21:22.000 --> 00:21:24.000]  可以說所羅門王的故事
[00:21:24.000 --> 00:21:27.000]  是一個很警世的故事
[00:21:27.000 --> 00:21:29.000]  故事一開始的時候
[00:21:29.000 --> 00:21:31.000]  一個這麼精明的皇帝
[00:21:31.000 --> 00:21:34.000]  被神所賜福有無限的智慧
[00:21:34.000 --> 00:21:37.000]  但是故事完結的時候
[00:21:37.000 --> 00:21:41.000]  是一個身體虛弱的老頭子
[00:21:41.000 --> 00:21:44.000]  活在沒有喜樂的日子
[00:21:44.000 --> 00:21:46.000]  當回頭看的時候
[00:21:46.000 --> 00:21:48.000]  只有無限的唏噓和後悔
[00:21:48.000 --> 00:21:50.000]  為什麼
[00:21:50.000 --> 00:21:54.000]  在他仍然能夠把握人生機會的時候
[00:21:54.000 --> 00:21:57.000]  他是錯過了人生的機會
[00:21:57.000 --> 00:21:58.000]  很大的遺憾
[00:21:58.000 --> 00:22:00.000]  很大的後悔
[00:22:00.000 --> 00:22:03.000]  所羅門王的故事一開始的時候
[00:22:03.000 --> 00:22:05.000]  很有熱誠
[00:22:05.000 --> 00:22:07.000]  充滿熱誠的一個年輕人
[00:22:07.000 --> 00:22:10.000]  要追尋究竟人生的意義在哪裡
[00:22:10.000 --> 00:22:11.000]  人生真正的喜樂
[00:22:11.000 --> 00:22:12.000]  人生真正的滿足
[00:22:12.000 --> 00:22:14.000]  是在什麼地方上
[00:22:14.000 --> 00:22:17.000]  幾十年的追求過去了之後
[00:22:17.000 --> 00:22:19.000]  回頭一看發覺
[00:22:19.000 --> 00:22:22.000]  一直以來所追求
[00:22:22.000 --> 00:22:24.000]  都是虛空
[00:22:24.000 --> 00:22:27.000]  都是暴風
[00:22:27.000 --> 00:22:33.000]  最諷刺的事實是
[00:22:33.000 --> 00:22:35.000]  在他的追求裡面
[00:22:35.000 --> 00:22:37.000]  他所得到的
[00:22:37.000 --> 00:22:43.000]  只不過是暴風式的快樂
[00:22:43.000 --> 00:22:46.000]  好像你找個東西捉住風一樣
[00:22:46.000 --> 00:22:48.000]  虛橫的
[00:22:48.000 --> 00:22:51.000]  但是他卻是失去了
[00:22:51.000 --> 00:22:53.000]  他最寶貴的東西
[00:22:53.000 --> 00:22:56.000]  而最諷刺的就是
[00:22:56.000 --> 00:22:58.000]  這個最寶貴的東西
[00:22:58.000 --> 00:23:00.000]  原來在他一開始的時候
[00:23:00.000 --> 00:23:01.000]  他已經擁有了
[00:23:01.000 --> 00:23:03.000]  根本不需要追求
[00:23:03.000 --> 00:23:06.000]  令我想起一首歌的歌詞
[00:23:06.000 --> 00:23:08.000]  沒料到我所失的
[00:23:08.000 --> 00:23:10.000]  下一句是什麼
[00:23:10.000 --> 00:23:12.000]  大家會累
[00:23:12.000 --> 00:23:16.000]  竟已是我的所有
[00:23:16.000 --> 00:23:17.000]  我所失去的
[00:23:17.000 --> 00:23:19.000]  原來是我一直所擁有
[00:23:19.000 --> 00:23:21.000]  所羅門王所一直所擁有的
[00:23:21.000 --> 00:23:22.000]  是最寶貴的
[00:23:22.000 --> 00:23:24.000]  就是他的天父上帝
[00:23:24.000 --> 00:23:25.000]  就是做他的主
[00:23:25.000 --> 00:23:26.000]  是賜福給他
[00:23:26.000 --> 00:23:28.000]  引導他的天父上帝
[00:23:28.000 --> 00:23:30.000]  他一直都擁有
[00:23:30.000 --> 00:23:32.000]  走錯路
[00:23:32.000 --> 00:23:33.000]  用了這麼多年的時間
[00:23:33.000 --> 00:23:35.000]  來追尋一些
[00:23:35.000 --> 00:23:37.000]  他以為可以找到的
[00:23:37.000 --> 00:23:41.000]  真實的喜樂與滿足
[00:23:41.000 --> 00:23:43.000]  我相信所羅門
[00:23:43.000 --> 00:23:45.000]  很熟悉他的父親大衛王
[00:23:45.000 --> 00:23:47.000]  曾經寫過一篇詩篇
[00:23:47.000 --> 00:23:49.000]  詩篇二十三篇
[00:23:49.000 --> 00:23:51.000]  那篇詩篇講什麼
[00:23:51.000 --> 00:23:52.000]  那篇詩篇講到
[00:23:52.000 --> 00:23:53.000]  我們的天父上帝
[00:23:53.000 --> 00:23:55.000]  就是我們的大牧人
[00:23:55.000 --> 00:23:57.000]  是吧
[00:23:57.000 --> 00:23:59.000]  雖然所羅門王
[00:23:59.000 --> 00:24:02.000]  沒有完全的聽神的說話
[00:24:02.000 --> 00:24:06.000]  也沒有接受上帝的帶領
[00:24:06.000 --> 00:24:08.000]  但我相信他心底裡
[00:24:08.000 --> 00:24:09.000]  知道很清楚
[00:24:09.000 --> 00:24:10.000]  這個創造者
[00:24:10.000 --> 00:24:12.000]  就是他生命的大牧人
[00:24:12.000 --> 00:24:16.000]  所以在他這個
[00:24:16.000 --> 00:24:17.000]  在他這個傳道書的
[00:24:17.000 --> 00:24:18.000]  結尾的時候
[00:24:18.000 --> 00:24:19.000]  他說
[00:24:19.000 --> 00:24:20.000]  智慧人的言語
[00:24:20.000 --> 00:24:22.000]  好象似棍
[00:24:22.000 --> 00:24:23.000]  會中之師的言語
[00:24:23.000 --> 00:24:26.000]  又像釘韻的釘子
[00:24:26.000 --> 00:24:31.000]  都是一個牧者所賜的
[00:24:31.000 --> 00:24:33.000]  他知道他這個
[00:24:33.000 --> 00:24:36.000]  寫出來的對人生的忠告
[00:24:36.000 --> 00:24:37.000]  可能對有些人
[00:24:37.000 --> 00:24:39.000]  是吉內痛的
[00:24:39.000 --> 00:24:41.000]  但是
[00:24:41.000 --> 00:24:42.000]  他在這裡指出
[00:24:42.000 --> 00:24:44.000]  這些的忠告
[00:24:44.000 --> 00:24:46.000]  都是來自人生命裡面的
[00:24:46.000 --> 00:24:48.000]  唯一牧者
[00:24:48.000 --> 00:24:50.000]  而這個的忠告
[00:24:50.000 --> 00:24:52.000]  是好像一個釘一樣釘穩了
[00:24:52.000 --> 00:24:56.000]  讓人走在神的正確的路程上面
[00:24:56.000 --> 00:24:57.000]  這是什麼忠告
[00:24:57.000 --> 00:25:00.000]  這個忠告就是敬畏神
[00:25:00.000 --> 00:25:02.000]  謹守祂的誡命
[00:25:02.000 --> 00:25:06.000]  因為這是人所當盡的本分
[00:25:06.000 --> 00:25:08.000]  因為人所做的事
[00:25:08.000 --> 00:25:10.000]  連一切隱藏的事
[00:25:10.000 --> 00:25:12.000]  無論善與惡
[00:25:12.000 --> 00:25:15.000]  神都必審問
[00:25:15.000 --> 00:25:19.000]  這個就是所羅門王對人生
[00:25:19.000 --> 00:25:23.000]  的一個總結
[00:25:23.000 --> 00:25:26.000]  一個所羅門王是一個人物
[00:25:26.000 --> 00:25:28.000]  我覺得是令很多人羨慕
[00:25:28.000 --> 00:25:29.000]  但是同時
[00:25:29.000 --> 00:25:32.000]  也都令很多人惋惜
[00:25:32.000 --> 00:25:34.000]  不過無論我們從哪一個角度
[00:25:34.000 --> 00:25:36.000]  看所羅門王這個人物
[00:25:36.000 --> 00:25:37.000]  我覺得他的生命
[00:25:37.000 --> 00:25:39.000]  與他所給的人生忠告
[00:25:39.000 --> 00:25:41.000]  其實對我們每一個人
[00:25:41.000 --> 00:25:44.000]  都有很重的警世作用
[00:25:44.000 --> 00:25:46.000]  生命很短暫
[00:25:46.000 --> 00:25:50.000]  但是生命掌握在天父上帝的手裏面
[00:25:50.000 --> 00:25:52.000]  因為天父上帝就是我們的創造者
[00:25:52.000 --> 00:25:53.000]  我們的拯救者
[00:25:53.000 --> 00:25:54.000]  我們的大牧人
[00:25:54.000 --> 00:25:58.000]  也是我們生命生活的主人
[00:25:58.000 --> 00:26:00.000]  所以願意我們每一個人都
[00:26:00.000 --> 00:26:02.000]  彼此鼓勵
[00:26:02.000 --> 00:26:05.000]  從所羅門王的一生裏面
[00:26:05.000 --> 00:26:06.000]  學到這個功課
[00:26:06.000 --> 00:26:08.000]  請我們同低頭祈禱
[00:26:08.000 --> 00:26:11.000]  主祖師基督我們多謝你
[00:26:11.000 --> 00:26:13.000]  所羅門王的一生
[00:26:13.000 --> 00:26:17.000]  可以是很多人的故事
[00:26:17.000 --> 00:26:19.000]  我們很多時都是這樣
[00:26:19.000 --> 00:26:20.000]  我們有做對的地方
[00:26:20.000 --> 00:26:22.000]  也都有做錯的地方
[00:26:22.000 --> 00:26:25.000]  但神啊求你憐憫我們
[00:26:25.000 --> 00:26:26.000]  當我們不足夠的時候
[00:26:26.000 --> 00:26:28.000]  聖靈啊你幫助我們
[00:26:28.000 --> 00:26:30.000]  當我們走偏路的時候
[00:26:30.000 --> 00:26:32.000]  神啊求你
[00:26:32.000 --> 00:26:34.000]  用你的慈誠愛索
[00:26:34.000 --> 00:26:35.000]  再一次
[00:26:35.000 --> 00:26:37.000]  將我們引回你
[00:26:37.000 --> 00:26:39.000]  正確的路程上面
[00:26:39.000 --> 00:26:41.000]  我們多謝你給我們的一切
[00:26:41.000 --> 00:26:43.000]  因為你是我們的創造者
[00:26:43.000 --> 00:26:44.000]  拯救者
[00:26:44.000 --> 00:26:45.000]  大牧人
[00:26:45.000 --> 00:26:47.000]  也是我們人生
[00:26:47.000 --> 00:26:49.000]  每一步的主人
[00:26:49.000 --> 00:26:51.000]  我們求你幫助帶領
[00:26:51.000 --> 00:26:53.000]  以致我們整個人生
[00:26:53.000 --> 00:26:55.000]  是一個敬畏你的人生
[00:26:55.000 --> 00:26:58.000]  是一個遵行你心意的人生
[00:26:58.000 --> 00:26:59.000]  求你憐憫
[00:26:59.000 --> 00:27:00.000]  求你幫助
[00:27:00.000 --> 00:27:01.000]  祈禱
[00:27:01.000 --> 00:27:02.000]  奉主命求
[00:27:02.000 --> 00:27:03.000]  阿門
