
[00:00:00.000 --> 00:00:04.960]  所以我們現在要開始看看John 21
[00:28:50.240 --> 00:28:55.240]  我初初以為我們在講道之後有聖餐
[00:28:55.240 --> 00:29:00.240]  (中文翻譯)
[00:29:00.240 --> 00:29:05.240]  雖然我們之前已經有了聖餐
[00:29:05.240 --> 00:29:10.240]  但是還是一樣的,這個聖餐就是神豐盛地賜給我們
[00:29:10.240 --> 00:29:15.240]  (中文翻譯)
[00:29:15.240 --> 00:29:20.240]  正如在海灘上,耶穌歡迎那些門徒一樣
[00:29:20.240 --> 00:29:25.240]  (中文翻譯)
[00:29:25.240 --> 00:29:30.240]  我想當我們來到聖餐桌之前
[00:29:30.240 --> 00:29:35.240]  (中文翻譯)
[00:29:35.240 --> 00:29:40.240]  你愛我嗎?
[00:29:40.240 --> 00:29:45.240]  (中文翻譯)
[00:29:45.240 --> 00:29:50.240]  來跟從我
[00:29:50.240 --> 00:29:55.240]  (中文翻譯)
[00:29:55.240 --> 00:30:00.240]  我現在做一個祈禱
[00:30:00.240 --> 00:30:05.240]  (中文翻譯)
[00:30:05.240 --> 00:30:10.240]  我們一起祈禱
[00:30:10.240 --> 00:30:15.240]  (中文翻譯)
[00:30:30.240 --> 00:30:35.240]  (中文翻譯)
[00:30:35.240 --> 00:30:40.240]  (中文翻譯)
[00:30:40.240 --> 00:30:45.240]  天父上帝,感謝祢在耶穌裡面給我們描述和恩典
[00:30:45.240 --> 00:30:50.240]  求祢描述我們對祢的背叛
[00:30:50.240 --> 00:30:55.240]  求祢幫助我們重拾對祢起初的愛心
[00:30:55.240 --> 00:31:00.240]  多謝祢使我們與祢和好
[00:31:00.240 --> 00:31:05.240]  並且重新呼召我們繼續行祢的善事
[00:31:05.240 --> 00:31:10.240]  在服事的艱難當中,求祢幫助我們
[00:31:10.240 --> 00:31:15.240]  不斷地回到耶穌基督的愛和恩典裡面
[00:31:15.240 --> 00:31:20.240]  求祢幫助我們不失去對祢恩典和敬畏之心
