
[00:00:00.000 --> 00:00:00.920]  各位兄弟姐妹
[00:20:29.760 --> 00:20:35.760]  路德這個愛幫女子來到已經住定了
[00:20:35.760 --> 00:20:37.760]  開始應該認識朋友了
[00:20:37.760 --> 00:20:39.760]  聊聊天
[00:20:39.760 --> 00:20:42.760]  當然她也認識希伯來華
[00:20:42.760 --> 00:20:44.760]  跟我們也聊過天了
[00:20:44.760 --> 00:20:48.760]  但是路德仍與婆婆同住
[00:20:48.760 --> 00:20:51.760]  即是她沒有離開婆婆
[00:20:51.760 --> 00:20:53.760]  沒有自己住
[00:20:53.760 --> 00:20:55.760]  沒有認識其他男士
[00:20:55.760 --> 00:20:57.760]  她仍與婆婆同住
[00:20:57.760 --> 00:21:01.760]  維持著服侍婆婆的關係
[00:21:01.760 --> 00:21:03.760]  很忠誠
[00:21:03.760 --> 00:21:05.760]  今天就看到這裡
[00:21:05.760 --> 00:21:08.760]  看到一個很努力
[00:21:08.760 --> 00:21:11.760]  很賣力的路德
[00:21:11.760 --> 00:21:15.760]  一個很愛護路德的幫阿施
[00:21:15.760 --> 00:21:17.760]  而路德本身也很賣力
[00:21:17.760 --> 00:21:19.760]  也很感恩很開心
[00:21:19.760 --> 00:21:21.760]  他沒有壞
[00:21:21.760 --> 00:21:23.760]  手腳都軟了
[00:21:23.760 --> 00:21:25.760]  有餅吃的時候才過來
[00:21:25.760 --> 00:21:27.760]  撿幾個餅回去給婆婆
[00:21:27.760 --> 00:21:29.760]  我又吃就算了
[00:21:29.760 --> 00:21:31.760]  他很努力地撿
[00:21:31.760 --> 00:21:34.760]  撿到一個伊凡
[00:21:34.760 --> 00:21:37.760]  22公斤的墨水
[00:21:37.760 --> 00:21:39.760]  打埋拿回家
[00:21:39.760 --> 00:21:40.760]  真是難得
[00:21:40.760 --> 00:21:41.760]  非常感恩
[00:21:41.760 --> 00:21:43.760]  今天到這裡了
[00:21:43.760 --> 00:21:45.760]  我們一起禱告
[00:21:45.760 --> 00:21:48.760]  我們在今天這個故事
[00:21:48.760 --> 00:21:50.760]  路德的身上
[00:21:50.760 --> 00:21:52.760]  整個路德記
[00:21:52.760 --> 00:21:55.760]  和《士司記》很不同
[00:21:55.760 --> 00:21:58.760]  我們讀完一大輪《士司記》
[00:21:58.760 --> 00:22:01.760]  我們覺得《士司記》充滿了血腥
[00:22:01.760 --> 00:22:04.760]  充滿了對上主的勃逆
[00:22:04.760 --> 00:22:08.760]  充滿了對自己弟兄的仇恨
[00:22:08.760 --> 00:22:11.760]  充滿了任意而行
[00:22:11.760 --> 00:22:13.760]  各人自私自利
[00:22:13.760 --> 00:22:16.760]  各人甚至將上帝都放下
[00:22:16.760 --> 00:22:18.760]  不過在這裡路德記
[00:22:18.760 --> 00:22:21.760]  看到敬畏神的人
[00:22:21.760 --> 00:22:24.760]  波亞斯如何照顧
[00:22:24.760 --> 00:22:26.760]  甚至愛邦女子路德
[00:22:26.760 --> 00:22:29.760]  如何忠心服侍婆婆
[00:22:29.760 --> 00:22:31.760]  如何做一個很努力的人
[00:22:31.760 --> 00:22:34.760]  而被上帝恩待
[00:22:34.760 --> 00:22:36.760]  求主幫助我們
[00:22:36.760 --> 00:22:39.760]  在這個溫暖溫馨的故事當中
[00:22:39.760 --> 00:22:41.760]  愈發見到你的恩典
[00:22:41.760 --> 00:22:44.760]  其實這個故事都彰顯著
[00:22:44.760 --> 00:22:47.760]  你自己照顧你的百姓
[00:22:47.760 --> 00:22:50.760]  照顧你的兒女那一面
[00:22:50.760 --> 00:22:54.760]  亦都彰顯男女之間
[00:22:54.760 --> 00:22:58.760]  那種很純真的愛的關係
[00:22:58.760 --> 00:23:00.760]  幫助我們更多欣賞
[00:23:00.760 --> 00:23:02.760]  其中可以學習的
[00:23:02.760 --> 00:23:04.760]  禱告奉耶穌命求
[00:23:04.760 --> 00:23:05.760]  阿門
