
[00:00:00.000 --> 00:00:02.500]  能夠一同的敬拜是好得無比
[00:21:25.400 --> 00:21:29.000]  你們愛不愛這個大自然世界?
[00:21:29.000 --> 00:21:30.500]  在一生當中
[00:21:30.500 --> 00:21:36.200]  你有沒有一些和大自然的愛情故事?
[00:21:36.200 --> 00:21:38.600]  記不記得在年輕的時候
[00:21:38.600 --> 00:21:41.000]  你在田野、在岩石那裡
[00:21:41.000 --> 00:21:46.600]  你在溪旁那裡去玩
[00:21:46.600 --> 00:21:48.400]  和朋友去釣魚、去爬山
[00:21:48.400 --> 00:21:49.700]  記不記得?
[00:21:49.700 --> 00:21:52.200]  很開心
[00:21:52.200 --> 00:21:54.300]  我記得我小時候在助導會
[00:21:54.300 --> 00:21:55.400]  大約15歲的時候
[00:21:55.400 --> 00:21:59.600]  我就和一班助導會的朋友
[00:21:59.600 --> 00:22:02.900]  去登山、去露營
[00:22:02.900 --> 00:22:05.000]  那一晚真的很美
[00:22:05.000 --> 00:22:07.200]  沒有雲阻礙著
[00:22:07.200 --> 00:22:09.000]  看到很多的星星
[00:22:09.000 --> 00:22:12.200]  那些星星好像被子一樣蓋下來
[00:22:12.200 --> 00:22:15.000]  好像跟神很接近一樣
[00:22:15.000 --> 00:22:18.600]  天堂好像跟我們很接近一樣
[00:22:18.600 --> 00:22:22.800]  這個回憶帶來很多的平靜
[00:22:22.800 --> 00:22:24.200]  在那時候的經歷
[00:22:24.200 --> 00:22:26.500]  那個地方是很神聖的
[00:22:26.500 --> 00:22:28.400]  叫人驚奇的
[00:22:28.400 --> 00:22:32.000]  神是在那裡的
[00:22:32.000 --> 00:22:34.200]  不知道有沒有這樣的經歷呢?
[00:22:34.200 --> 00:22:37.200]  還是你已經忘記了?
[00:22:37.200 --> 00:22:39.200]  還是你說「是的,我現在記得」?
[00:22:39.200 --> 00:22:40.700]  在大自然當中
[00:22:40.700 --> 00:22:46.000]  我們真的可以敏銳地經歷到神的同在
[00:22:46.000 --> 00:22:49.200]  但一個的事實就是北京現在
[00:22:49.200 --> 00:22:53.200]  我們又跟大自然越來越遠
[00:22:53.200 --> 00:22:57.000]  我們好像跟大自然世界失去了聯絡
[00:22:57.000 --> 00:22:58.000]  因為曾幾何時
[00:22:58.000 --> 00:23:01.200]  我們要為事業的高峰去拼搏
[00:23:01.200 --> 00:23:03.000]  我們行色沖沖
[00:23:03.000 --> 00:23:04.400]  我們在工作以外
[00:23:04.400 --> 00:23:07.000]  我們很多的事情都是不能做的
[00:23:07.000 --> 00:23:08.400]  在工作以外很多事情
[00:23:08.400 --> 00:23:09.700]  我們都不敢做的
[00:23:09.700 --> 00:23:11.900]  我們說我們沒有時間去做
[00:23:11.900 --> 00:23:15.700]  我們沒有時間去看這個大地
[00:23:15.700 --> 00:23:19.000]  我們把自己埋葬在石屎森林裡面
[00:23:19.000 --> 00:23:20.800]  看不見天空
[00:23:20.800 --> 00:23:23.200]  看不見花草樹木
[00:23:23.200 --> 00:23:26.400]  其實香港的山很近的
[00:23:26.400 --> 00:23:30.900]  我們都看不見這些山
[00:23:30.900 --> 00:23:36.500]  西格德奧爾森Ocean是著名的環保人士
[00:23:36.500 --> 00:23:39.700]  他寫了一本書叫《歌唱的曠野》
[00:23:39.700 --> 00:23:42.800]  他講到了一次露營的經驗
[00:23:42.800 --> 00:23:45.400]  有一次當月圓的時候
[00:23:45.400 --> 00:23:46.800]  他出外去露營
[00:23:46.800 --> 00:23:48.400]  就躺在睡袋裡
[00:23:48.400 --> 00:23:50.600]  有個棚在那裡
[00:23:50.600 --> 00:23:54.200]  他看著前面的樹那些葉
[00:23:54.200 --> 00:23:57.200]  突然間聽到一些沙沙聲
[00:23:57.200 --> 00:24:00.200]  見到一隻類似老鼠的東西
[00:24:00.200 --> 00:24:01.800]  就在帳棚那裡
[00:24:01.800 --> 00:24:04.400]  在帳幕那裡爬上去
[00:24:04.400 --> 00:24:05.400]  拼命的爬
[00:24:05.400 --> 00:24:07.000]  爬又猶豫又善善
[00:24:07.000 --> 00:24:08.800]  爬上去又善
[00:24:08.800 --> 00:24:10.000]  爬又善
[00:24:10.000 --> 00:24:11.000]  瘋狂地爬
[00:24:11.000 --> 00:24:13.000]  後來又成功登了頂
[00:24:13.000 --> 00:24:14.400]  登了頂又在上面
[00:24:14.400 --> 00:24:15.800]  又滑下來
[00:24:15.800 --> 00:24:16.600]  又滑下來
[00:24:16.600 --> 00:24:18.300]  他又重複爬上去
[00:24:18.300 --> 00:24:19.800]  爬上去變得很熟練
[00:24:19.800 --> 00:24:21.800]  後來他很陶醉
[00:24:21.800 --> 00:24:23.500]  他可以這樣攤開
[00:24:23.500 --> 00:24:25.800]  滑下來
[00:24:25.800 --> 00:24:30.000]  他越來越喜歡陶醉在這種
[00:24:30.000 --> 00:24:36.300]  這麼新奇的體驗當中
[00:24:36.300 --> 00:24:37.600]  Ocean他這樣寫
[00:24:37.600 --> 00:24:39.500]  他說
[00:24:39.500 --> 00:24:44.800]  我在這裡看著一場無目的
[00:24:44.800 --> 00:24:48.600]  但是很快樂的活動
[00:24:48.600 --> 00:24:49.700]  他說
[00:24:49.700 --> 00:24:52.500]  月光是讓動物和人
[00:24:52.500 --> 00:24:55.700]  暫時忘記生活的嚴肅問題
[00:24:55.700 --> 00:24:58.700]  可以生活得美好一點的
[00:24:58.700 --> 00:25:02.700]  如果人可以捨棄自己的一些東西
[00:25:02.700 --> 00:25:07.000]  好像親愛的那隻類似老鼠的東西所做的
[00:25:07.000 --> 00:25:10.500]  每個月或者每年一次在月光底下
[00:25:10.500 --> 00:25:11.700]  爬上去
[00:25:11.700 --> 00:25:13.600]  滑下來的話
[00:25:13.600 --> 00:25:19.200]  是對他們的靈魂有好處
[00:25:19.200 --> 00:25:23.000]  我還記得2021年1月29日
[00:25:23.000 --> 00:25:27.600]  我和會務小組的牧者一起上山
[00:25:27.600 --> 00:25:30.200]  本來說要去獅子山
[00:25:30.200 --> 00:25:32.100]  說要去山腰
[00:25:32.100 --> 00:25:33.600]  我不知道科牧師
[00:25:33.600 --> 00:25:35.600]  你知道什麼是山腰嗎?
[00:25:35.600 --> 00:25:37.700]  是山腰吧?
[00:25:37.700 --> 00:25:38.900]  本來是這樣說的
[00:25:38.900 --> 00:25:40.300]  說要去山腰當然沒問題
[00:25:40.300 --> 00:25:42.100]  山腰而已
[00:25:42.100 --> 00:25:47.300]  誰不知道原來廣南弟兄和曾志聰牧師
[00:25:47.300 --> 00:25:50.300]  叫我們去山頂
[00:25:50.300 --> 00:25:52.300]  真的很辛苦
[00:25:52.300 --> 00:25:55.000]  我和你都很努力的上去
[00:25:55.000 --> 00:25:56.700]  不過很奇妙
[00:25:56.700 --> 00:25:58.100]  本來很辛苦的
[00:25:58.100 --> 00:26:00.200]  走完這次山
[00:26:00.200 --> 00:26:03.300]  我的身體好了一個月
[00:26:03.300 --> 00:26:04.800]  是出奇的好
[00:26:04.800 --> 00:26:07.900]  好像回復年輕人一樣
[00:26:07.900 --> 00:26:10.800]  這是很奇特的經驗
[00:26:10.800 --> 00:26:12.600]  接觸大自然
[00:26:12.600 --> 00:26:14.500]  在大自然當中
[00:26:14.500 --> 00:26:16.800]  是對身體有好處的
[00:26:16.800 --> 00:26:18.300]  這是個人的經歷
[00:26:18.300 --> 00:26:20.100]  其實都有自然科學
[00:26:20.100 --> 00:26:24.200]  有社會科學的資料在印證中
[00:26:24.200 --> 00:26:26.900]  在過去的二十年當中
[00:26:26.900 --> 00:26:28.700]  國家地理雜誌
[00:26:28.700 --> 00:26:34.700]  說到世界上五個地區是人口的壽命
[00:26:34.700 --> 00:26:38.100]  特別長命的地方的五個地區
[00:26:38.100 --> 00:26:41.600]  這些地區叫做藍色區域
[00:26:41.600 --> 00:26:44.000]  就是今天的意大利的薩丁島
[00:26:44.000 --> 00:26:46.700]  希臘的伊卡利亞
[00:26:46.700 --> 00:26:49.600]  哥斯達黎加的利科亞
[00:26:49.600 --> 00:26:52.600]  加利福尼亞州的諾瑪琳達
[00:26:52.600 --> 00:26:55.600]  和日本的沖繩
[00:26:55.600 --> 00:26:58.900]  這五個藍區的人
[00:26:58.900 --> 00:27:01.700]  都有生活的習慣
[00:27:01.700 --> 00:27:03.500]  他們花很多時間
[00:27:03.500 --> 00:27:06.500]  和家人和朋友一起
[00:27:06.500 --> 00:27:07.400]  很喜歡的
[00:27:07.400 --> 00:27:09.800]  他們在信仰方面很敬虔
[00:27:09.800 --> 00:27:13.400]  他們飲食方面以蔬菜水果為主
[00:27:13.400 --> 00:27:17.400]  他們很多時候都有戶外的活動
[00:27:17.400 --> 00:27:19.800]  很喜歡在大自然
[00:27:19.800 --> 00:27:21.700]  在神的創造之下
[00:27:21.700 --> 00:27:27.500]  被籠罩著在那裡去生活
[00:27:27.500 --> 00:27:29.300]  是的
[00:27:29.300 --> 00:27:31.200]  人在大自然
[00:27:31.200 --> 00:27:33.700]  被神的創造去籠罩著
[00:27:33.700 --> 00:27:35.700]  身體會好一點的
[00:27:35.700 --> 00:27:39.600]  更重要的人回到大自然當中
[00:27:39.600 --> 00:27:43.400]  靈性都會健康一點的
[00:27:43.400 --> 00:27:45.200]  好像這個Ocean所說
[00:27:45.200 --> 00:27:48.000]  如果能夠人放棄一些東西
[00:27:48.000 --> 00:27:52.400]  能夠每年一次 每個月一次
[00:27:52.400 --> 00:27:54.000]  當月圓的時候
[00:27:54.000 --> 00:27:56.900]  爬上去頂部滑下來的話
[00:27:56.900 --> 00:27:58.500]  滑到地上的時候
[00:27:58.500 --> 00:28:01.800]  那個靈魂都會有好處
[00:28:01.800 --> 00:28:03.400]  人在大自然當中
[00:28:03.400 --> 00:28:07.200]  人的靈性是有比喻的
[00:28:07.200 --> 00:28:11.400]  因為人和受造萬物結連
[00:28:11.400 --> 00:28:13.800]  都是會和創造主
[00:28:13.800 --> 00:28:18.800]  那位創造主最大的真神結連
[00:28:18.800 --> 00:28:21.600]  所以詩人就在詩篇104篇
[00:28:21.600 --> 00:28:22.600]  他就說
[00:28:22.600 --> 00:28:24.600]  看看世界吧
[00:28:24.600 --> 00:28:28.000]  你怎能夠不愛這個世界呢
[00:28:28.000 --> 00:28:29.500]  看看世界吧
[00:28:29.500 --> 00:28:33.500]  你怎能夠不愛那位創造的主
[00:28:33.500 --> 00:28:35.400]  你看看廣闊的海洋
[00:28:35.400 --> 00:28:38.200]  你看看連在海當中 水當中
[00:28:38.200 --> 00:28:41.000]  那些怪物都在玩
[00:28:41.000 --> 00:28:44.400]  你看不看到這些是神的作為
[00:28:44.400 --> 00:28:45.500]  看大自然
[00:28:45.500 --> 00:28:50.100]  我們看到那位神的作為的印記
[00:28:50.100 --> 00:28:51.900]  是的
[00:28:51.900 --> 00:28:54.800]  這個是天賦的世界
[00:28:54.800 --> 00:28:56.500]  值得讚美
[00:28:56.500 --> 00:28:59.500]  值得我們竭力去保護的
[00:28:59.500 --> 00:29:01.300]  我們保護這個世界
[00:29:01.300 --> 00:29:02.900]  因為我們都知道
[00:29:02.900 --> 00:29:05.000]  這個世界是天賦世界
[00:29:05.000 --> 00:29:06.600]  我們跟神一樣
[00:29:06.600 --> 00:29:07.400]  是知道
[00:29:07.400 --> 00:29:10.600]  因為我們看這一切所做的
[00:29:10.600 --> 00:29:15.200]  我們知道是非常好
[00:29:15.200 --> 00:29:16.000]  再者就是說
[00:29:16.000 --> 00:29:17.200]  我們保護這個世界
[00:29:17.200 --> 00:29:19.100]  因為我們喜歡這個世界
[00:29:19.100 --> 00:29:21.200]  我們愛這個大自然世界
[00:29:21.200 --> 00:29:21.800]  相反
[00:29:21.800 --> 00:29:22.600]  當然了
[00:29:22.600 --> 00:29:24.600]  你和我不會保護
[00:29:24.600 --> 00:29:26.700]  一個我們不喜歡
[00:29:26.700 --> 00:29:29.600]  我們不喜歡的世界
[00:29:29.600 --> 00:29:31.600]  關心大自然
[00:29:31.600 --> 00:29:33.600]  是從愛神
[00:29:33.600 --> 00:29:37.600]  愛萬物做開始的
[00:29:37.600 --> 00:29:41.000]  認識世界一切的美好
[00:29:41.000 --> 00:29:42.000]  真的好
[00:29:42.000 --> 00:29:43.500]  非常好
[00:29:43.500 --> 00:29:46.300]  這個是愛的先導
[00:29:46.300 --> 00:29:47.800]  是愛神
[00:29:47.800 --> 00:29:49.400]  愛創造主
[00:29:49.400 --> 00:29:52.500]  愛創造萬物的先導
[00:29:52.500 --> 00:29:54.300]  所以親愛的弟兄姊妹們
[00:29:54.300 --> 00:29:55.700]  讓我們一起
[00:29:55.700 --> 00:29:57.200]  成浸家的弟兄姊妹們
[00:29:57.200 --> 00:29:59.100]  聰明到不了
[00:29:59.100 --> 00:30:00.400]  是能夠看得見
[00:30:00.400 --> 00:30:02.100]  好像神一樣
[00:30:02.100 --> 00:30:05.300]  看得見一切所做的
[00:30:05.300 --> 00:30:07.200]  都是非常好
[00:30:07.200 --> 00:30:08.600]  所以我們是很自然的
[00:30:08.600 --> 00:30:11.800]  我們會愛大自然的世界
[00:30:11.800 --> 00:30:14.300]  我們很喜歡跑到大自然
[00:30:14.300 --> 00:30:18.200]  在那裡向神打開我們的心房
[00:30:18.200 --> 00:30:20.400]  我們一起激發
[00:30:20.400 --> 00:30:23.200]  我們對於創造主的愛
[00:30:23.200 --> 00:30:25.600]  所以我們多一點爭取機會
[00:30:25.600 --> 00:30:27.300]  一起一個人
[00:30:27.300 --> 00:30:28.200]  幾個人
[00:30:28.200 --> 00:30:29.400]  成長班
[00:30:29.400 --> 00:30:30.400]  幾個好朋友
[00:30:30.400 --> 00:30:31.400]  幾個老友
[00:30:31.400 --> 00:30:33.000]  我們出去大自然
[00:30:33.000 --> 00:30:34.600]  可以走走平地
[00:30:34.600 --> 00:30:36.200]  可以走走小山
[00:30:36.200 --> 00:30:38.000]  可以走走高一點的山
[00:30:38.000 --> 00:30:41.800]  我們與受造萬物結連
[00:30:41.800 --> 00:30:45.500]  我們與創造主結連
[00:30:45.500 --> 00:30:49.100]  因為基督是主
[00:30:49.100 --> 00:30:53.800]  你們要與受造萬物結連
[00:30:53.800 --> 00:30:54.400]  阿們
