
[00:00:00.000 --> 00:00:03.640]  我在年青的時候 特別是考試的時候
[00:18:39.240 --> 00:18:41.000]  當大衛寫這篇詩篇的時候
[00:18:41.000 --> 00:18:42.360]  他真是悔改
[00:18:42.360 --> 00:18:45.000]  所以他一個嘆息
[00:18:45.000 --> 00:18:46.840]  大家有沒有試過
[00:18:46.840 --> 00:18:47.960]  無論男或女
[00:18:47.960 --> 00:18:50.360]  我們都有軟弱的時間
[00:18:50.360 --> 00:18:52.680]  當你軟弱的時候
[00:18:52.680 --> 00:18:54.920]  做了一些事得罪人得罪神
[00:18:54.920 --> 00:18:57.320]  你會不會一聲嘆息
[00:18:57.320 --> 00:18:59.560]  特別是信了耶穌越來越久
[00:18:59.560 --> 00:19:04.520]  你會一聲為什麼會這樣
[00:19:04.520 --> 00:19:06.600]  我都結了婚
[00:19:06.600 --> 00:19:09.560]  你猜我和師母有沒有爭執
[00:19:09.560 --> 00:19:10.440]  當然有
[00:19:10.440 --> 00:19:13.320]  你不要想著神聖的牧師很神聖
[00:19:13.320 --> 00:19:14.040]  有
[00:19:14.040 --> 00:19:15.400]  但不是很常
[00:19:15.400 --> 00:19:16.840]  但當有爭執的時候
[00:19:16.840 --> 00:19:19.400]  心裏面就有些不安
[00:19:19.400 --> 00:19:21.720]  好像得罪了對方
[00:19:21.720 --> 00:19:24.120]  好像要堅持
[00:19:24.120 --> 00:19:26.200]  所以有聲嘆息
[00:19:26.200 --> 00:19:28.120]  然後要和師母說
[00:19:28.120 --> 00:19:31.480]  對不起
[00:19:31.480 --> 00:19:34.680]  剛才我的火氣大了點
[00:19:34.680 --> 00:19:37.080]  當耶穌悔改的時候
[00:19:37.080 --> 00:19:37.960]  舊約就是一聲嘆息
[00:19:37.960 --> 00:19:39.080]  但新約是什麼呢
[00:19:39.080 --> 00:19:44.840]  新約就是改變你的生活
[00:19:44.840 --> 00:19:46.520]  改變你的生活
[00:19:46.520 --> 00:19:48.280]  為什麼要改變
[00:19:48.280 --> 00:19:49.400]  我想用一個人
[00:19:49.400 --> 00:19:50.520]  他叫潘霍華
[00:19:50.520 --> 00:19:53.240]  這個人在第二次世界大戰的時候
[00:19:53.240 --> 00:19:55.400]  他被人關在監獄裏面
[00:19:55.400 --> 00:19:58.840]  他的生命和信徒一樣
[00:19:58.840 --> 00:20:02.040]  所以他說了一句話
[00:20:02.040 --> 00:20:03.400]  廉價的福音
[00:20:03.400 --> 00:20:04.760]  即是很便宜
[00:20:04.760 --> 00:20:06.360]  很便宜的福音
[00:20:06.360 --> 00:20:08.200]  很便宜的東西會怎樣
[00:20:08.200 --> 00:20:10.760]  你買的東西很便宜嗎
[00:20:10.760 --> 00:20:12.760]  大家每個2元店
[00:20:12.760 --> 00:20:15.720]  買的東西很快就賣完了
[00:20:15.720 --> 00:20:18.760]  不知是便宜的東西不好
[00:20:18.760 --> 00:20:21.320]  還是你撿到的貨是不好
[00:20:21.320 --> 00:20:24.680]  他說便宜價的福音
[00:20:24.680 --> 00:20:27.640]  是信耶穌不需要悔改的
[00:20:27.640 --> 00:20:28.600]  告訴隔壁的人
[00:20:28.600 --> 00:20:32.040]  便宜價的福音
[00:20:32.040 --> 00:20:35.160]  信耶穌是不用悔改的
[00:20:35.160 --> 00:20:37.000]  什麼叫信耶穌不用悔改
[00:20:37.000 --> 00:20:39.000]  你信耶穌之前是怎樣的
[00:20:39.000 --> 00:20:40.840]  現在就照樣
[00:20:40.840 --> 00:20:42.760]  不過肯定大家
[00:20:42.760 --> 00:20:44.520]  已經不是一個便宜價的福音
[00:20:44.520 --> 00:20:45.720]  因為你未信耶穌之前
[00:20:45.720 --> 00:20:47.320]  星期日不會回來教會
[00:20:47.320 --> 00:20:48.360]  現在都回來了
[00:20:48.360 --> 00:20:49.720]  起碼你變了什麼
[00:20:49.720 --> 00:20:51.000]  十步你變了一步
[00:20:51.000 --> 00:20:52.360]  起碼你那麼當眾
[00:20:52.360 --> 00:20:53.880]  因為你覺得耶穌愛你
[00:20:53.880 --> 00:20:55.800]  所以你回來去敬拜祂
[00:20:55.800 --> 00:20:57.160]  你是配得的
[00:20:57.160 --> 00:21:00.280]  所以當潘博華說
[00:21:00.280 --> 00:21:01.480]  便宜價的福音
[00:21:01.480 --> 00:21:02.600]  是不需要悔改的時候
[00:21:02.600 --> 00:21:04.280]  那麼重價的福音是什麼
[00:21:04.280 --> 00:21:05.720]  就是要悔改
[00:21:05.720 --> 00:21:10.520]  所以悔改裏面有幾個領域
[00:21:10.520 --> 00:21:13.080]  我以下想講這三個領域
[00:21:13.080 --> 00:21:15.640]  給大家思索一下
[00:21:15.640 --> 00:21:17.560]  第一個領域
[00:21:17.560 --> 00:21:21.720]  當一個人在做一些事情
[00:21:21.720 --> 00:21:25.560]  令他困鎖 令他不得自由
[00:21:25.560 --> 00:21:28.120]  包括你打麻將打到不能脫身
[00:21:28.120 --> 00:21:30.200]  又包括你吸毒吸到嗅K仔
[00:21:30.200 --> 00:21:31.960]  嗅到不可以不嗅
[00:21:31.960 --> 00:21:35.560]  又包括你看網看到不可以停
[00:21:35.560 --> 00:21:38.760]  打機打到就算夫婦要離婚
[00:21:38.760 --> 00:21:40.520]  你都繼續打
[00:21:40.520 --> 00:21:43.480]  這些就是被那些東西克制
[00:21:43.480 --> 00:21:47.960]  在聖經講這是一個罪
[00:21:47.960 --> 00:21:50.040]  其實最簡單講就是
[00:21:50.040 --> 00:21:52.600]  永遠都不叫天父創造的天父爸爸
[00:21:52.600 --> 00:21:53.880]  是天父爸爸
[00:21:53.880 --> 00:21:55.800]  這是一個罪
[00:21:55.800 --> 00:21:57.720]  這叫堅持
[00:21:57.720 --> 00:22:01.560]  第一個悔改就是當我們在罪核制的時候
[00:22:01.560 --> 00:22:05.400]  我們從這個不願意去叫天父爸爸
[00:22:05.400 --> 00:22:08.600]  我們在被打麻將打機
[00:22:08.600 --> 00:22:10.920]  上網 我指的是走網
[00:22:10.920 --> 00:22:14.360]  困鎖的時候我們照轉過來
[00:22:14.360 --> 00:22:15.960]  我們可以很自由的
[00:22:15.960 --> 00:22:17.320]  我們不打機
[00:22:17.320 --> 00:22:18.760]  要打機的時候可以打
[00:22:18.760 --> 00:22:20.040]  不打的時候就不打
[00:22:20.040 --> 00:22:21.080]  這些叫做甚麼
[00:22:21.080 --> 00:22:23.240]  釋放嘛 是不是
[00:22:23.240 --> 00:22:25.880]  這個就是第一個的悔改
[00:22:25.880 --> 00:22:28.040]  我不知道弟兄姊妹們
[00:22:28.040 --> 00:22:29.880]  你在信耶穌之後
[00:22:29.880 --> 00:22:32.840]  有沒有這些的轉變
[00:22:32.840 --> 00:22:36.280]  以下有兩個聖經的人物想和大家分享一下
[00:22:36.280 --> 00:22:38.760]  一個是正面的改變 悔改
[00:22:38.760 --> 00:22:39.960]  改變了他的生活
[00:22:39.960 --> 00:22:41.800]  Change his life
[00:22:41.800 --> 00:22:42.840]  另一個沒有
[00:22:42.840 --> 00:22:45.160]  一個就是遂尼撒該
[00:22:45.160 --> 00:22:49.720]  遂尼撒該就是一個很貪錢的官
[00:22:49.720 --> 00:22:51.800]  一直收稅不按標準
[00:22:51.800 --> 00:22:53.320]  所以沒有一個猶太人喜歡他
[00:22:53.320 --> 00:22:55.000]  但當他見到耶穌的時候
[00:22:55.000 --> 00:22:56.680]  他的生命開始改變
[00:22:56.680 --> 00:22:57.400]  他改變了甚麼
[00:22:57.400 --> 00:22:58.200]  他跟耶穌說
[00:22:58.200 --> 00:22:59.480]  我騙了誰
[00:22:59.480 --> 00:23:01.560]  我四倍還他
[00:23:01.560 --> 00:23:02.920]  這個很厲害
[00:23:02.920 --> 00:23:07.640]  這個就是在當中叫悔改
[00:23:07.640 --> 00:23:12.120]  另一個就是出賣耶穌的猶太
[00:23:12.120 --> 00:23:15.240]  有人說猶太是死不悔改
[00:23:15.240 --> 00:23:17.480]  嘩 當我們這樣看的時候
[00:23:17.480 --> 00:23:21.080]  我一直都覺得猶太很陰險
[00:23:21.080 --> 00:23:22.680]  一直都跟著耶穌
[00:23:22.680 --> 00:23:24.120]  都是想著出賣
[00:23:24.120 --> 00:23:25.560]  其實不是的
[00:23:25.560 --> 00:23:27.960]  我相信呢
[00:23:27.960 --> 00:23:30.680]  猶太是十二個揀選的門徒當中
[00:23:30.680 --> 00:23:33.160]  最正直的一個
[00:23:33.160 --> 00:23:34.760]  你知不知道猶太管甚麼的
[00:23:34.760 --> 00:23:36.200]  猶太管甚麼的
[00:23:36.200 --> 00:23:37.560]  管錢的
[00:23:37.560 --> 00:23:40.280]  你想想你揀十二個門生
[00:23:40.280 --> 00:23:41.960]  給誰去管錢呢
[00:23:41.960 --> 00:23:43.240]  當然是從認識當中
[00:23:43.240 --> 00:23:45.160]  誰最老實那個
[00:23:45.160 --> 00:23:46.600]  揀頒獎也是
[00:23:46.600 --> 00:23:47.880]  一班老同學
[00:23:47.880 --> 00:23:48.760]  四十幾個人
[00:23:48.760 --> 00:23:50.680]  以前的老師就是揀頒獎
[00:23:50.680 --> 00:23:52.520]  當然是揀那個
[00:23:52.520 --> 00:23:54.680]  最高最大那個
[00:23:54.680 --> 00:23:56.680]  他不會揀前面最矮小的那一個
[00:23:56.680 --> 00:23:58.120]  我不知道為甚麼
[00:23:58.120 --> 00:24:00.520]  同樣當猶太被揀選的時候
[00:24:00.520 --> 00:24:02.680]  耶穌就看他老實
[00:24:02.680 --> 00:24:03.320]  忠厚
[00:24:03.320 --> 00:24:05.960]  所以就給他管錢
[00:24:05.960 --> 00:24:07.800]  但是錢多下
[00:24:07.800 --> 00:24:08.760]  多下
[00:24:08.760 --> 00:24:09.720]  多下的時候
[00:24:09.720 --> 00:24:11.880]  他就開始被試探
[00:24:11.880 --> 00:24:14.760]  直至到他人生最後
[00:24:14.760 --> 00:24:16.840]  他為錢出賣耶穌
[00:24:16.840 --> 00:24:18.760]  他被錢去困鎖
[00:24:18.760 --> 00:24:19.880]  僅止門門
[00:24:19.880 --> 00:24:21.640]  第一個改變你的生活
[00:24:21.640 --> 00:24:24.280]  就從我們被捆綁
[00:24:24.280 --> 00:24:25.640]  不得釋放的時候
[00:24:25.640 --> 00:24:26.920]  你要求耶穌
[00:24:26.920 --> 00:24:29.240]  這個福音的大能能夠改變你
[00:24:29.240 --> 00:24:30.680]  以至你可以改變
[00:24:30.680 --> 00:24:33.320]  放棄這些去困鎖
[00:24:33.320 --> 00:24:35.880]  如果所有信耶穌的人
[00:24:35.880 --> 00:24:37.560]  你仍然還有困鎖
[00:24:37.560 --> 00:24:39.960]  我鼓勵你今天
[00:24:39.960 --> 00:24:43.720]  你請耶穌福音的大能釋放你
[00:24:43.720 --> 00:24:46.520]  我再講一次
[00:24:46.520 --> 00:24:48.280]  廉價的福音
[00:24:48.280 --> 00:24:51.960]  是信耶穌要悔改
[00:24:51.960 --> 00:24:53.320]  很cheap的福音
[00:24:53.320 --> 00:24:54.520]  很平價的福音
[00:24:54.520 --> 00:24:57.320]  是信耶穌不需要悔改
[00:24:57.320 --> 00:24:59.240]  有人就說
[00:24:59.240 --> 00:25:01.240]  反正都信耶穌廉於價
[00:25:01.240 --> 00:25:02.520]  重於價
[00:25:02.520 --> 00:25:04.040]  結果都是上天堂的
[00:25:04.040 --> 00:25:05.960]  為甚麼我這麼認真
[00:25:05.960 --> 00:25:07.000]  等一會門門
[00:25:07.000 --> 00:25:08.200]  耶穌告訴我
[00:25:08.200 --> 00:25:09.160]  當你信耶穌的時候
[00:25:09.160 --> 00:25:10.200]  會得生命
[00:25:10.200 --> 00:25:11.960]  並且得到更豐盛
[00:25:11.960 --> 00:25:13.240]  一個豐盛的生命
[00:25:13.240 --> 00:25:15.320]  就是當他回應的時候
[00:25:15.320 --> 00:25:16.520]  是一個重價
[00:25:16.520 --> 00:25:19.480]  所以他經歷甚麼叫豐盛
[00:25:19.480 --> 00:25:21.960]  一個只有生命
[00:25:21.960 --> 00:25:22.680]  又悔改
[00:25:22.680 --> 00:25:25.720]  那種叫做廉價福音
[00:25:25.720 --> 00:25:26.920]  所以你會明白
[00:25:26.920 --> 00:25:28.040]  當我信了耶穌的時候
[00:25:28.040 --> 00:25:29.480]  我很大量的奉獻
[00:25:29.480 --> 00:25:31.160]  其實好像很貧乏
[00:25:31.160 --> 00:25:32.040]  但我心靈裏面
[00:25:32.040 --> 00:25:33.160]  我覺得非常開心
[00:25:33.160 --> 00:25:33.960]  因為我知道
[00:25:33.960 --> 00:25:35.400]  我在天國裏面
[00:25:35.400 --> 00:25:36.520]  我在天國裏面
[00:25:36.520 --> 00:25:38.840]  有豐富的財寶
[00:25:38.840 --> 00:25:40.040]  我們將信擺上去
[00:25:40.040 --> 00:25:41.080]  這是第一個層次
[00:25:41.080 --> 00:25:42.040]  去悔改
[00:25:42.040 --> 00:25:44.200]  就是將你裏面所困所的
[00:25:44.200 --> 00:25:45.880]  靠耶穌的大能去釋放
[00:25:45.880 --> 00:25:47.800]  第二個層次就是
[00:25:47.800 --> 00:25:51.000]  對自己掌控的生命不滿足
[00:25:51.000 --> 00:25:54.040]  這是一種悔改
[00:25:54.040 --> 00:25:55.000]  當然這種悔改裏面
[00:25:55.000 --> 00:25:56.440]  是對信了耶穌的人
[00:25:56.440 --> 00:25:57.400]  或者在生命裏面
[00:25:57.400 --> 00:25:58.680]  尋索認真的人
[00:25:58.680 --> 00:26:02.440]  對自己掌控的生命不滿足
[00:26:02.440 --> 00:26:04.120]  我不知道在在當中
[00:26:04.120 --> 00:26:05.320]  有沒有人未信耶穌
[00:26:05.320 --> 00:26:07.000]  或者你信耶穌
[00:26:07.000 --> 00:26:08.440]  你仍然有自己的夢想
[00:26:08.440 --> 00:26:09.960]  或者耶穌擺在我心裏面
[00:26:09.960 --> 00:26:11.320]  佔一部小部份
[00:26:11.320 --> 00:26:13.240]  很小部份
[00:26:13.240 --> 00:26:14.600]  但如果是這樣的時候
[00:26:14.600 --> 00:26:15.880]  請你認真看一下
[00:26:15.880 --> 00:26:17.480]  你第二種的情況
[00:26:17.480 --> 00:26:20.040]  去生命悔改
[00:26:20.040 --> 00:26:23.000]  在聖經有一個人物叫少年的官
[00:26:23.000 --> 00:26:25.080]  這個年少的官
[00:26:25.080 --> 00:26:29.160]  很年輕的時候做了官
[00:26:29.160 --> 00:26:30.840]  他可能很不滿足
[00:26:30.840 --> 00:26:32.280]  他一次來就問耶穌
[00:26:32.280 --> 00:26:34.520]  怎樣才可以承受永生
[00:26:34.520 --> 00:26:35.320]  上帝告訴他
[00:26:35.320 --> 00:26:36.040]  要做什麼
[00:26:36.040 --> 00:26:36.600]  做什麼
[00:26:36.600 --> 00:26:38.440]  他說我什麼都做了
[00:26:38.440 --> 00:26:40.360]  耶穌告訴他一件事
[00:26:40.360 --> 00:26:43.000]  當變了你所有
[00:26:43.000 --> 00:26:45.400]  然後來跟從我
[00:26:45.400 --> 00:26:47.320]  當他聽到這句說話的時候
[00:26:47.320 --> 00:26:48.920]  他又憂憂愁愁
[00:26:48.920 --> 00:26:50.280]  因為他的夢想
[00:26:50.280 --> 00:26:51.960]  他窮一生所賺的
[00:26:51.960 --> 00:26:53.640]  你叫我變了出來
[00:26:53.640 --> 00:26:55.160]  當然不願意
[00:26:55.160 --> 00:26:57.080]  在座當中有人說
[00:26:57.080 --> 00:26:58.520]  你銀行那本紅寶仔
[00:26:58.520 --> 00:26:59.320]  現在用紅寶仔
[00:26:59.320 --> 00:27:00.760]  不理有沒有寶仔也好
[00:27:00.760 --> 00:27:02.360]  總之你銀行有五位數字
[00:27:02.360 --> 00:27:03.080]  六位數字
[00:27:03.080 --> 00:27:04.280]  我叫你現在來跟從
[00:27:04.280 --> 00:27:11.560]  耶穌放下去神樂園受訓
[00:27:11.560 --> 00:27:13.160]  當然如果沒有特別的呼召
[00:27:13.160 --> 00:27:14.600]  你不要這樣做
[00:27:14.600 --> 00:27:15.480]  但如果你想一下
[00:27:15.480 --> 00:27:16.840]  你稍微這樣想
[00:27:16.840 --> 00:27:18.120]  是一個很大的挑戰
[00:27:18.120 --> 00:27:21.000]  當年少年的官就是這樣
[00:27:21.000 --> 00:27:23.320]  他對自己掌控生命不滿足
[00:27:23.320 --> 00:27:25.240]  但當耶穌挑戰他的時候
[00:27:25.240 --> 00:27:28.760]  他發覺付不起代價
[00:27:28.760 --> 00:27:32.040]  但第二個例證可以告訴大家
[00:27:32.040 --> 00:27:36.840]  就是耶穌在馬福音講完之後
[00:27:36.840 --> 00:27:40.440]  他呼召幾個漁夫的門徒
[00:27:40.440 --> 00:27:41.960]  我想給大家知道
[00:27:41.960 --> 00:27:45.880]  今天的漁夫是過著很貧苦的生活
[00:27:45.880 --> 00:27:47.480]  如果大家看香港電台那些
[00:27:47.480 --> 00:27:49.720]  又說不准用網去捕魚
[00:27:49.720 --> 00:27:50.840]  網是千金的
[00:27:50.840 --> 00:27:52.440]  現在又不讓我用網
[00:27:52.440 --> 00:27:53.720]  接著用釣
[00:27:53.720 --> 00:27:56.120]  所以現在的漁夫是很窮
[00:27:56.120 --> 00:27:59.160]  但耶穌的時代的漁夫是很有錢
[00:27:59.160 --> 00:28:00.440]  不是說很有錢
[00:28:00.440 --> 00:28:02.840]  他的生活可以是中產
[00:28:02.840 --> 00:28:04.840]  一網裏面就有錢
[00:28:04.840 --> 00:28:06.360]  總之每天打網就有錢
[00:28:06.360 --> 00:28:07.160]  你試一下
[00:28:07.160 --> 00:28:08.680]  你這樣
[00:28:08.680 --> 00:28:09.800]  這樣就有幾百元
[00:28:09.800 --> 00:28:10.600]  試一下有沒有
[00:28:10.600 --> 00:28:14.200]  有沒有
[00:28:14.200 --> 00:28:15.640]  幾百元又不見了
[00:28:15.640 --> 00:28:18.440]  拿著錢
[00:28:18.440 --> 00:28:20.920]  但昔日的漁夫很有錢
[00:28:20.920 --> 00:28:22.520]  算是中產生活
[00:28:22.520 --> 00:28:24.840]  但當耶穌呼召彼得與漢雅各的時候
[00:28:24.840 --> 00:28:26.440]  他就放下他們的願望
[00:28:26.440 --> 00:28:28.520]  跟從耶穌
[00:28:28.520 --> 00:28:30.280]  你對他自己掌控的時候
[00:28:30.280 --> 00:28:31.560]  他覺得這件事很好
[00:28:31.560 --> 00:28:33.320]  不過耶穌這樣挑戰的時候
[00:28:33.320 --> 00:28:34.760]  看到耶穌的生命
[00:28:34.760 --> 00:28:36.680]  他覺得值得去跟從
[00:28:36.680 --> 00:28:38.600]  所以耶穌給他的掌上一句說話
[00:28:38.600 --> 00:28:45.400]  我們要你得人如得魚一樣
[00:28:45.400 --> 00:28:47.560]  我記得1985年
[00:28:47.560 --> 00:28:49.800]  其實我1974年都信了耶穌
[00:28:49.800 --> 00:28:52.680]  但1977年我就立志
[00:28:52.680 --> 00:28:54.760]  如果我會考五科合格
[00:28:54.760 --> 00:28:59.560]  我就要奉獻給上帝
[00:28:59.560 --> 00:29:02.380]  所以1977年 你猜我五科合格嗎?
[00:29:02.380 --> 00:29:03.560]  其實我合格
[00:29:03.560 --> 00:29:05.560]  不過既然你又給我合格了
[00:29:05.560 --> 00:29:07.560]  即是讓我可以繼續讀啦
[00:29:07.560 --> 00:29:10.960]  一直讀 讀完大學畢業之後
[00:29:10.960 --> 00:29:13.360]  讀完啦 其實有個聲音
[00:29:13.360 --> 00:29:16.860]  你應該讀完啦 你應該繼續去呼召 回應我
[00:29:16.860 --> 00:29:20.960]  讀完之後就和上帝去爭拗
[00:29:20.960 --> 00:29:22.960]  沒做事的經驗不行的 是不是?
[00:29:22.960 --> 00:29:25.460]  那我就去教書
[00:29:25.460 --> 00:29:29.260]  當教書的時候 教了一年 很開心
[00:29:29.260 --> 00:29:32.160]  不過第二年開始 上帝就動我
[00:29:32.160 --> 00:29:37.660]  將所有我可以走的路都關了
[00:29:37.660 --> 00:29:40.260]  而當時的天氣就好像前幾天
[00:29:40.260 --> 00:29:43.360]  我記得星期五那天 梅雨天
[00:29:43.360 --> 00:29:47.560]  陰陰暗暗 整個人很消沉
[00:29:47.560 --> 00:29:48.360]  大家有沒有試過?
[00:29:48.360 --> 00:29:50.160]  今天很不同 很爽
[00:29:50.160 --> 00:29:51.860]  當時的天氣就是這樣
[00:29:51.860 --> 00:29:53.960]  整個人沒有意志
[00:29:53.960 --> 00:29:58.160]  但是當安靜坐在靈修的時候
[00:29:58.160 --> 00:30:00.160]  好像沒有什麼出路 打開
[00:30:00.160 --> 00:30:05.160]  突然當天 我那時候在用每日靈糧
[00:30:05.160 --> 00:30:07.160]  一打開就見到經文
[00:30:07.160 --> 00:30:09.960]  就是生命記
[00:30:09.960 --> 00:30:13.360]  23章21節
[00:30:13.360 --> 00:30:15.160]  哇 神真是很厲害
[00:30:15.160 --> 00:30:17.160]  這個就是我生命第二個Kairos
[00:30:17.160 --> 00:30:20.560]  經文說 立了的願你就要還
[00:30:20.560 --> 00:30:25.060]  我就馬上想起1977年向上帝立的願
[00:30:25.060 --> 00:30:28.960]  我就馬上安靜 裡面有一個很喜樂的心
[00:30:28.960 --> 00:30:32.160]  我知道是這個神時間要呼召我
[00:30:32.160 --> 00:30:35.760]  所以同年我就入了香港浸宿會神學院
[00:30:35.760 --> 00:30:38.560]  這個就是對生命不滿足的時候
[00:30:38.560 --> 00:30:40.160]  如果你不滿足
[00:30:40.160 --> 00:30:42.060]  上帝會令你覺得不滿足
[00:30:42.060 --> 00:30:45.560]  要你有生命的契機
[00:30:45.560 --> 00:30:49.860]  第三個 生命要悔改就是
[00:30:49.860 --> 00:30:52.460]  你對生命的渴求
[00:30:52.460 --> 00:30:57.160]  前者是被困鎖 上帝的福音要你悔改
[00:30:57.160 --> 00:30:59.360]  第二者是可能你信了耶穌
[00:30:59.360 --> 00:31:00.460]  或者你未信耶穌
[00:31:00.460 --> 00:31:02.160]  你生命有個夢想繼續追求
[00:31:02.160 --> 00:31:05.060]  上帝要你悔改 去跟從祂
[00:31:05.060 --> 00:31:08.160]  第三者 你一直都在渴求
[00:31:08.160 --> 00:31:11.660]  就好像尼哥底姆
[00:31:11.660 --> 00:31:14.760]  又好像司徒函傳的哥利留
[00:31:14.760 --> 00:31:16.660]  對生命有個渴求
[00:31:16.660 --> 00:31:19.060]  這些人上帝很看重
[00:31:19.060 --> 00:31:22.060]  所以無論哪三種人都好
[00:31:22.060 --> 00:31:24.760]  上帝當我們信了耶穌的時候
[00:31:24.760 --> 00:31:26.860]  你當悔改
[00:31:26.860 --> 00:31:28.660]  就是你的生活要怎樣
[00:31:28.660 --> 00:31:29.560]  改變
[00:31:29.560 --> 00:31:30.660]  親愛的節目們
[00:31:30.660 --> 00:31:32.460]  如果你信耶穌到現在
[00:31:32.460 --> 00:31:34.860]  你的生命 你的生活
[00:31:34.860 --> 00:31:36.860]  沒有一絲絲悔改
[00:31:36.860 --> 00:31:38.260]  我想請你
[00:31:38.260 --> 00:31:40.360]  待會在回應的時候
[00:31:40.360 --> 00:31:41.960]  問一下上帝
[00:31:41.960 --> 00:31:44.560]  我生命應該怎樣回應你
[00:31:44.560 --> 00:31:45.560]  最近看了一本書
[00:31:45.560 --> 00:31:48.360]  這個PowerPoint幫助我們
[00:31:48.360 --> 00:31:49.660]  這本書叫做
[00:31:49.660 --> 00:31:54.060]  《小教會大復興》
[00:31:54.060 --> 00:31:55.860]  這本書裏面
[00:31:55.860 --> 00:31:58.760]  它講到一個情況就是
[00:31:58.760 --> 00:32:00.460]  沒有啊 OK
[00:32:00.460 --> 00:32:01.960]  這個《小教會大復興》
[00:32:01.960 --> 00:32:03.060]  無論有沒有PowerPoint都好
[00:32:03.060 --> 00:32:04.460]  就是這本書
[00:32:04.460 --> 00:32:05.860]  它講到一個牧者
[00:32:05.860 --> 00:32:08.460]  在某一間教會三十多人
[00:32:08.460 --> 00:32:09.260]  在一間小教會
[00:32:09.260 --> 00:32:11.660]  帶他和弟兄姊妹的
[00:32:11.660 --> 00:32:14.660]  相親相交
[00:32:14.660 --> 00:32:16.260]  是帶領教會復興
[00:32:16.260 --> 00:32:18.060]  其中每一個
[00:32:18.060 --> 00:32:19.160]  有很多個題目
[00:32:19.160 --> 00:32:20.060]  每一個題目後面
[00:32:20.060 --> 00:32:21.560]  都有說這個牧師
[00:32:21.560 --> 00:32:23.560]  或者他自己想
[00:32:23.560 --> 00:32:25.760]  有十樣東西要提醒他做
[00:32:25.760 --> 00:32:27.060]  其中一個單元裏面
[00:32:27.060 --> 00:32:28.160]  我很喜歡
[00:32:28.160 --> 00:32:29.560]  我求主都幫助我
[00:32:29.560 --> 00:32:30.960]  每天現在我都想一下
[00:32:30.960 --> 00:32:33.660]  求主都幫助我有些改變
[00:32:33.660 --> 00:32:35.960]  信者耶穌有生命的改變
[00:32:35.960 --> 00:32:36.560]  我就是這樣
[00:32:36.560 --> 00:32:38.460]  其中印三個給大家
[00:32:38.460 --> 00:32:40.160]  去為我祈禱的
[00:32:40.160 --> 00:32:41.160]  第一個
[00:32:41.160 --> 00:32:43.260]  做人要嚴謹
[00:32:43.260 --> 00:32:44.760]  但不要嚴苛
[00:32:44.760 --> 00:32:46.760]  和禍害可親
[00:32:46.760 --> 00:32:48.060]  我不知道我
[00:32:48.060 --> 00:32:49.160]  到不到這個標準
[00:32:49.160 --> 00:32:50.960]  不過我覺得我是不夠
[00:32:50.960 --> 00:32:53.360]  所以求主叫我嚴謹
[00:32:53.360 --> 00:32:55.060]  其實如果認出我
[00:32:55.060 --> 00:32:58.460]  我是差不多先生的徒弟
[00:32:58.460 --> 00:33:01.160]  知不知道誰是差不多先生
[00:33:01.160 --> 00:33:01.960]  我是他的徒弟
[00:33:01.960 --> 00:33:03.660]  其實差不多就可以了
[00:33:03.660 --> 00:33:05.260]  其實就可以了
[00:33:05.260 --> 00:33:06.360]  為什麼這麼認真
[00:33:06.360 --> 00:33:08.960]  所以求主幫助我要嚴謹
[00:33:08.960 --> 00:33:10.460]  但不要嚴苛
[00:33:10.460 --> 00:33:11.960]  和禍害可親
[00:33:11.960 --> 00:33:13.260]  第二個
[00:33:13.260 --> 00:33:14.260]  我一直講到
[00:33:14.260 --> 00:33:15.460]  我都是這樣禱告
[00:33:15.460 --> 00:33:16.760]  我不單要教導人
[00:33:16.760 --> 00:33:18.360]  而要影響生命
[00:33:18.360 --> 00:33:20.460]  請弟兄姊妹都為我祈禱
[00:33:20.460 --> 00:33:22.760]  要我生命有更多的改變
[00:33:22.760 --> 00:33:24.060]  第三
[00:33:24.060 --> 00:33:26.160]  不是表面正直的人
[00:33:26.160 --> 00:33:29.060]  而是內裡誠實正直
[00:33:29.060 --> 00:33:31.760]  今天可能你看到的楊啟毅牧師
[00:33:31.760 --> 00:33:34.760]  可能都是正人君子
[00:33:34.760 --> 00:33:36.560]  但我知道我自己背後
[00:33:36.560 --> 00:33:39.760]  有不夠的地方
[00:33:39.760 --> 00:33:40.760]  上為男人
[00:33:40.760 --> 00:33:41.760]  一日你未死
[00:33:41.760 --> 00:33:43.760]  都有男人的怨恙
[00:33:43.760 --> 00:33:44.560]  其實
[00:33:44.560 --> 00:33:45.860]  在這本書裏面
[00:33:45.860 --> 00:33:46.960]  有一樣我沒有印出來
[00:33:46.960 --> 00:33:49.160]  他說可以防止
[00:33:49.160 --> 00:33:51.660]  飛鳥在你面前
[00:33:51.660 --> 00:33:53.760]  你不可以防止它在你面前飛
[00:33:53.760 --> 00:33:55.960]  但你可以防止它
[00:33:55.960 --> 00:33:58.360]  在你的頭裏面捉巢
[00:33:58.360 --> 00:34:00.760]  其實當它防止飛鳥在你面前飛
[00:34:00.760 --> 00:34:01.660]  是什麼意思
[00:34:01.660 --> 00:34:03.560]  一些
[00:34:03.560 --> 00:34:06.160]  不合乎主想的思想
[00:34:06.160 --> 00:34:07.860]  你不可以不想它
