
[00:00:00.000 --> 00:00:03.200]  我相信大部分的成年人都記得
[00:23:11.480 --> 00:23:13.480]  向親友傳福音
[00:23:13.480 --> 00:23:16.480]  那你的親戚朋友鄰居同事
[00:23:16.480 --> 00:23:17.480]  他們將來
[00:23:17.480 --> 00:23:19.480]  如果你不跟他們傳福音
[00:23:19.480 --> 00:23:21.480]  將來在天國見不到他們
[00:23:21.480 --> 00:23:23.480]  第二參與教會的事物
[00:23:23.480 --> 00:23:24.480]  實際的參與
[00:23:24.480 --> 00:23:26.480]  全印堂有很多事物
[00:23:26.480 --> 00:23:28.480]  不夠人做
[00:23:28.480 --> 00:23:32.480]  我9點3回來
[00:23:32.480 --> 00:23:35.480]  見了丹尼奧做招待
[00:23:35.480 --> 00:23:36.480]  很開心
[00:23:36.480 --> 00:23:39.480]  其實我們每一個
[00:23:39.480 --> 00:23:41.480]  每一個歡迎者
[00:23:41.480 --> 00:23:44.480]  都應該數15分鐘回來
[00:23:44.480 --> 00:23:46.480]  那你做都要做得好
[00:23:46.480 --> 00:23:51.480]  不單止這樣還有其他的服事
[00:23:51.480 --> 00:23:54.480]  我鼓勵大家來到教會里面參與
[00:23:54.480 --> 00:23:55.480]  這個是你的家
[00:23:55.480 --> 00:23:56.480]  這個是避難城
[00:23:56.480 --> 00:23:59.480]  我們就在裏面的一個一分子
[00:23:59.480 --> 00:24:02.480]  第三位普世宣教徒
[00:24:02.480 --> 00:24:05.480]  因爲耶穌基督爲什麼不回來住呢
[00:24:05.480 --> 00:24:07.480]  因爲他給我們有機會
[00:24:07.480 --> 00:24:09.480]  多一些的傳福音
[00:24:09.480 --> 00:24:10.480]  所以弟兄姊妹
[00:24:10.480 --> 00:24:16.480]  在這個漫天瘋火的時候
[00:24:16.480 --> 00:24:18.480]  很多人沒聽到福音
[00:24:18.480 --> 00:24:20.480]  沒有希望
[00:24:20.480 --> 00:24:22.480]  對人生沒有價值
[00:24:22.480 --> 00:24:26.480]  但是其實上帝的福音是榮耀的
[00:24:26.480 --> 00:24:28.480]  是爲他們帶來價值的
[00:24:28.480 --> 00:24:31.480]  我們鼓勵他們去到上帝
[00:24:31.480 --> 00:24:33.480]  我們一起低頭飛
[00:24:33.480 --> 00:24:34.480]  跟上帝我們多謝你
[00:24:34.480 --> 00:24:36.480]  求你的靈感動我們
[00:24:36.480 --> 00:24:40.480]  讓我們看到原來我們有榮耀的盼望
[00:24:40.480 --> 00:24:41.480]  有榮耀的使命
[00:24:41.480 --> 00:24:44.480]  我們是避難城的長老
[00:24:44.480 --> 00:24:50.480]  我們是拯救在睏乏痛苦當中的萬民
[00:24:50.480 --> 00:24:52.480]  求你自己使用你的教會
[00:24:52.480 --> 00:24:55.480]  在一個末世叫多人跪向你
[00:24:55.480 --> 00:24:57.480]  特別祝福全因堂每個弟兄姊妹
[00:24:57.480 --> 00:24:59.480]  讓我們同心協力
[00:24:59.480 --> 00:25:03.480]  有喜樂有朝氣有盼望
[00:25:03.480 --> 00:25:04.480]  來過我們的生活
[00:25:04.480 --> 00:25:06.580]  祂的生活榮耀你的命
[00:25:06.580 --> 00:25:08.180]  奉耶穌基督的名求
[00:25:08.180 --> 00:25:09.180]  阿穆基督
