
[00:00:00.000 --> 00:00:13.000]  每年年底的時候,爲什麼我們要聽小孩子耶穌的故事呢?
[00:25:30.000 --> 00:25:32.000]  因爲在猶太的歷史裏面
[00:25:32.000 --> 00:25:36.000]  每當發生以色列人的動亂的時候
[00:25:36.000 --> 00:25:39.000]  每當發生以色列人的動亂的時候
[00:25:39.000 --> 00:25:43.000]  當時的羅馬帝國政府
[00:25:43.000 --> 00:25:46.000]  當時的羅馬帝國政府
[00:25:46.000 --> 00:25:49.000]  就會毫不猶豫地出動軍隊去鎮壓
[00:25:49.000 --> 00:25:52.000]  就會毫不猶豫地出動軍隊去鎮壓
[00:25:52.000 --> 00:25:56.000]  就會出現很多暴力和血腥的事件
[00:25:56.000 --> 00:25:59.000]  就會出現很多暴力和血腥的事情出現
[00:25:59.000 --> 00:26:01.000]  所以簡單來說
[00:26:01.000 --> 00:26:03.000]  所以簡單來說
[00:26:03.000 --> 00:26:08.000]  無論希律王也好或者耶路撒冷城的人也好
[00:26:08.000 --> 00:26:12.000]  無論希律王也好或者耶路撒冷的人也好
[00:26:12.000 --> 00:26:14.000]  他們不想改變
[00:26:14.000 --> 00:26:15.000]  他們不想改變
[00:26:15.000 --> 00:26:19.000]  他們寧願追求一些平安穩妥的生活
[00:26:19.000 --> 00:26:22.000]  他們寧願追求一些平安穩妥的生活
[00:26:22.000 --> 00:26:25.000]  也都不會認真地去接待耶穌
[00:26:25.000 --> 00:26:28.000]  也都不會認真地去接待耶穌
[00:26:28.000 --> 00:26:30.000]  是他們的救主基督
[00:26:30.000 --> 00:26:33.000]  是他們的救主基督
[00:26:33.000 --> 00:26:35.000]  在這個聖誕的節節裏面
[00:26:35.000 --> 00:26:37.000]  在這個聖誕的節節裏面
[00:26:37.000 --> 00:26:38.000]  在這個聖誕的節節裏面
[00:26:38.000 --> 00:26:39.000]  求神藉着今天的經文
[00:26:39.000 --> 00:26:41.000]  求神藉着今天的經文
[00:26:41.000 --> 00:26:46.000]  讓我們可以再次思想和親近我們的救主耶穌基督
[00:26:46.000 --> 00:26:51.000]  讓我們可以再次思想和親近我們的救主耶穌基督
[00:26:51.000 --> 00:26:53.000]  我們要留心觀望
[00:26:53.000 --> 00:26:55.000]  我們要留心觀望
[00:26:55.000 --> 00:26:57.000]  不單止向上望
[00:26:57.000 --> 00:27:00.000]  不單止向上望
[00:27:00.000 --> 00:27:04.000]  嘗試尋找神向我們發出的啓示
[00:27:04.000 --> 00:27:08.000]  嘗試尋找上帝向我們發出的啓示
[00:27:08.000 --> 00:27:11.000]  讓神引導我們來到基督耶穌的面前
[00:27:11.000 --> 00:27:14.000]  讓神引導我們來到基督耶穌的面前
[00:27:14.000 --> 00:27:17.000]  細心聆聽祂對我們所說的話
[00:27:17.000 --> 00:27:19.000]  細心聆聽祂對我們所說的話
[00:27:19.000 --> 00:27:23.000]  或者祂要指示我們要做些什麼事
[00:27:23.000 --> 00:27:26.000]  或者祂要指示我們要做些什麼事
[00:27:26.000 --> 00:27:29.000]  另一方面我們也要向內望
[00:27:29.000 --> 00:27:31.000]  另一方面我們都要向內看
[00:27:31.000 --> 00:27:34.000]  求主讓我們看看自己的內心
[00:27:34.000 --> 00:27:37.000]  求主讓我們看看我們自己的內心
[00:27:37.000 --> 00:27:40.000]  是不是好像希律王和耶路撒冷的人一樣
[00:27:40.000 --> 00:27:43.000]  是不是好像希律王和耶路撒冷的人一樣
[00:27:43.000 --> 00:27:46.000]  是不是充滿了嫉妒
[00:27:46.000 --> 00:27:48.000]  是不是充滿了嫉妒
[00:27:48.000 --> 00:27:51.000]  是不是隻顧自己個人的利益
[00:27:51.000 --> 00:27:53.000]  是不是隻顧自己個人的利益
[00:27:53.000 --> 00:27:57.000]  以致連拯救我們的救主都忽略了
[00:27:57.000 --> 00:28:01.000]  以致連拯救我們的救主都忽略了
[00:28:01.000 --> 00:28:09.000]  有沒有把基督應有的尊崇放棄了呢?
[00:28:09.000 --> 00:28:14.000]  有沒有把基督應有的尊崇放棄了呢?
[00:28:14.000 --> 00:28:19.000]  我們有沒有把祂當得的榮耀歸給祂呢?
[00:28:19.000 --> 00:28:22.000]  我們有沒有把祂當得的榮耀歸給祂呢?
