
[00:00:00.000 --> 00:00:04.540]  2025年在御苦期的40天裡
[00:21:07.600 --> 00:21:10.600]  好了 今天和大家分享到這裡
[00:21:10.600 --> 00:21:13.600]  耶穌你是我的主 是我的神
[00:21:13.600 --> 00:21:16.600]  而且你是生命與真光
[00:21:16.600 --> 00:21:18.600]  我們一起祈禱
[00:21:18.600 --> 00:21:20.600]  讚美上主
[00:21:20.600 --> 00:21:23.600]  多謝祢差派祢的兒子耶穌基督
[00:21:23.600 --> 00:21:25.600]  來拯救了我們
[00:21:25.600 --> 00:21:28.600]  於是我們可以得著道路真理生命
[00:21:28.600 --> 00:21:29.600]  可以去到那裡
[00:21:29.600 --> 00:21:33.600]  因為有生命與真光照耀
[00:21:33.600 --> 00:21:35.600]  我們走在前面就知道
[00:21:35.600 --> 00:21:38.600]  我們可以小心到那些陷阱
[00:21:38.600 --> 00:21:39.600]  不要陷溺在其中
[00:21:39.600 --> 00:21:42.600]  雖然我們曾經偏行幾路跌下去
[00:21:42.600 --> 00:21:44.600]  不過是這個真光
[00:21:44.600 --> 00:21:46.600]  是祢的生命帶領我們爬上來
[00:21:46.600 --> 00:21:48.600]  又繼續向前行
[00:21:48.600 --> 00:21:52.600]  有一天就走到父的面前
[00:21:52.600 --> 00:21:54.600]  讚美上主
[00:21:54.600 --> 00:21:56.600]  我們讚美祢 尊崇祢
[00:21:56.600 --> 00:21:59.600]  願祢得著榮耀 尊貴
[00:21:59.600 --> 00:22:02.600]  我們滿心稱頌主
[00:22:02.600 --> 00:22:04.600]  願祢得著榮耀
[00:22:04.600 --> 00:22:06.600]  祈禱奉耶穌名求 阿們
