
[00:00:00.000 --> 00:00:06.200]  在2006年,有一位澳洲女士叫Ronda Byrne
[00:23:55.500 --> 00:24:00.500]  還有當摩西帶領猶太人出埃及的時候
[00:24:00.500 --> 00:24:02.500]  要有一隻逾越節的羊羔
[00:24:02.500 --> 00:24:04.500]  要殺一隻羊羔
[00:24:04.500 --> 00:24:08.500]  這兩樣東西都可以說是動作的預表
[00:24:08.500 --> 00:24:13.500]  預表到耶穌基督要成為人的代罪羔羊
[00:24:13.500 --> 00:24:17.500]  所以耶穌基督一定是要在逾越節那天死的
[00:24:17.500 --> 00:24:19.500]  結果就是這樣
[00:24:19.500 --> 00:24:23.500]  就是應驗了舊約裏面的預表
[00:24:23.500 --> 00:24:28.500]  也可以說是承傳了舊約的東西
[00:24:28.500 --> 00:24:34.500]  有關馬太福音五章十七節的解釋
[00:24:34.500 --> 00:24:36.500]  還有一樣東西我們要注意的
[00:24:36.500 --> 00:24:38.500]  就是時間性的問題
[00:24:38.500 --> 00:24:40.500]  當主耶穌說這句話的時候
[00:24:40.500 --> 00:24:44.500]  是祂剛剛出來傳道的時間
[00:24:44.500 --> 00:24:48.500]  祂離祂的死還有三年的時間
[00:24:48.500 --> 00:24:52.500]  祂當然是沒有廢除舊約的意思
[00:24:52.500 --> 00:24:55.500]  直到三年之後
[00:24:55.500 --> 00:24:58.500]  祂死之前的逾越節晚餐的時候
[00:24:58.500 --> 00:25:01.500]  祂才說出那句話
[00:25:01.500 --> 00:25:05.500]  這個杯是用我的血所立的新約
[00:25:05.500 --> 00:25:11.500]  因為祂很快就馬上圓滿地承傳了舊約
[00:25:11.500 --> 00:25:16.500]  所以就另外立一個新約
[00:25:16.500 --> 00:25:21.500]  我們還可以看看加拉太書三章二十五節
[00:25:21.500 --> 00:25:30.500]  那裏說現在是信的時代 法律不再監護我們了
[00:25:30.500 --> 00:25:34.500]  有這麼多段新約的經文指出
[00:25:34.500 --> 00:25:38.500]  舊約和基督徒沒有關係
[00:25:38.500 --> 00:25:43.500]  我們也不必遵守舊約的律法
[00:25:43.500 --> 00:25:46.500]  不過雖然我們不用遵守舊約的律法
[00:25:46.500 --> 00:25:49.500]  並不是說基督徒不用讀舊約
[00:25:49.500 --> 00:25:51.500]  這是有分別的
[00:25:51.500 --> 00:25:54.500]  讀舊約和遵守其中的律法是不同的
[00:25:54.500 --> 00:25:56.500]  保羅也說過一句話
[00:25:56.500 --> 00:25:59.500]  他說全部聖經是受上帝靈感而寫的
[00:25:59.500 --> 00:26:02.500]  對於教導真理 指責謬誤糾正過錯
[00:26:02.500 --> 00:26:05.500]  指示人生正路都是有益處
[00:26:05.500 --> 00:26:09.500]  為要使侍奉上帝的人得到充分的準備
[00:26:09.500 --> 00:26:12.500]  能夠做各樣的善事
[00:26:12.500 --> 00:26:16.500]  當保羅寫提摩太後書的時候
[00:26:16.500 --> 00:26:18.500]  其實沒有新約聖經
[00:26:18.500 --> 00:26:21.500]  所以當這裡說全部聖經
[00:26:21.500 --> 00:26:25.500]  聖經只是指舊約的聖經
[00:26:25.500 --> 00:26:28.500]  但我們要留意舊約聖經的功能是什麼
[00:26:28.500 --> 00:26:30.500]  它的功用是什麼
[00:26:30.500 --> 00:26:32.500]  這裡說是教導真理
[00:26:32.500 --> 00:26:34.500]  指責謬誤糾正過錯
[00:26:34.500 --> 00:26:37.500]  指示人生正路
[00:26:37.500 --> 00:26:41.500]  它不是說有約束性的效用
[00:26:41.500 --> 00:26:45.500]  約束性的效用就是你一定要這樣做
[00:26:45.500 --> 00:26:48.500]  你如果開車就知道了
[00:26:48.500 --> 00:26:50.500]  如果是叫你行60km的地區
[00:26:50.500 --> 00:26:52.500]  你行70km你要被罰的
[00:26:52.500 --> 00:26:54.500]  這些就叫約束性
[00:26:54.500 --> 00:26:56.500]  有約束力的
[00:26:56.500 --> 00:26:58.500]  不造會罰的
[00:26:58.500 --> 00:27:01.500]  但是舊約不是這樣的
[00:27:01.500 --> 00:27:03.500]  現在我們不行舊約
[00:27:03.500 --> 00:27:05.500]  我們不會觸犯規條
[00:27:05.500 --> 00:27:07.500]  要被罰 要獻上贖罪祭
[00:27:07.500 --> 00:27:09.500]  不是這樣的
[00:27:09.500 --> 00:27:12.500]  不過裡面當然有很多教訓
[00:27:12.500 --> 00:27:15.500]  使我們知道上帝的聖情
[00:27:15.500 --> 00:27:18.500]  還有很多其他方面的教訓
[00:27:18.500 --> 00:27:21.500]  使我們明白新約的教導
[00:27:21.500 --> 00:27:24.500]  我們要進行新約的教導
[00:27:24.500 --> 00:27:26.500]  明白了上帝的奧秘
[00:27:26.500 --> 00:27:28.500]  是藉著基督耶穌的水
[00:27:28.500 --> 00:27:30.500]  使所有信徒能夠和上帝和好
[00:27:30.500 --> 00:27:32.500]  和彼此相愛
[00:27:32.500 --> 00:27:37.500]  對我們人生有什麼幫助
[00:27:37.500 --> 00:27:40.500]  有非常重要的影響
[00:27:40.500 --> 00:27:42.500]  非常重要的影響
[00:27:42.500 --> 00:27:45.500]  這個奧秘首先改變了我們的身份
[00:27:45.500 --> 00:27:47.500]  使我們成為上帝的兒女
[00:27:47.500 --> 00:27:50.500]  使我們成為上帝家裡的人
[00:27:50.500 --> 00:27:53.500]  這個奧秘帶給我們盼望
[00:27:53.500 --> 00:27:58.500]  我們知道這個世界不是我們永久的家鄉
[00:27:58.500 --> 00:28:00.500]  我們有盼望可以進入去
[00:28:00.500 --> 00:28:05.500]  另外一個存留到永遠的上帝空間
[00:28:05.500 --> 00:28:09.500]  這個奧秘也會改變我們的人生目標
[00:28:09.500 --> 00:28:11.500]  正如保羅一樣
[00:28:11.500 --> 00:28:15.500]  他本來在猶太人當中很有前途
[00:28:15.500 --> 00:28:18.500]  可以成為社會上流人士
[00:28:18.500 --> 00:28:20.500]  有權的人士
[00:28:20.500 --> 00:28:22.500]  但是他改了行
[00:28:22.500 --> 00:28:24.500]  因為他認識了這個奧秘
[00:28:24.500 --> 00:28:25.500]  認識了耶穌
[00:28:25.500 --> 00:28:30.500]  他改了行去做福音的僕人
[00:28:30.500 --> 00:28:32.500]  不單止是保羅
[00:28:32.500 --> 00:28:34.500]  歷史上有很多的宣教士
[00:28:34.500 --> 00:28:36.500]  他們都不是普通人
[00:28:36.500 --> 00:28:39.500]  很多宣教士不是沒有學識沒有學問的人
[00:28:39.500 --> 00:28:43.500]  很多宣教士其實都是專業人士
[00:28:43.500 --> 00:28:46.500]  很聰明的睿智的人
[00:28:46.500 --> 00:28:49.500]  但是當他們明白上帝的奧秘
[00:28:49.500 --> 00:28:51.500]  福音的寶貴之後
[00:28:51.500 --> 00:28:53.500]  他們成為宣教士
[00:28:53.500 --> 00:28:56.500]  離開自己原本很舒適的生活
[00:28:56.500 --> 00:28:58.500]  去到一些窮鄉僻壤的地方宣教
[00:28:58.500 --> 00:29:00.500]  這個上帝的奧秘
[00:29:00.500 --> 00:29:04.500]  還可以幫助我們面對人生的苦難
[00:29:04.500 --> 00:29:09.500]  我知道人生必然會遇到艱難苦難
[00:29:09.500 --> 00:29:11.500]  但是有了上帝
[00:29:11.500 --> 00:29:14.500]  我們就一不怕苦二不怕死
[00:29:14.500 --> 00:29:16.500]  基督徒真的可以做得到
[00:29:16.500 --> 00:29:18.500]  一不怕死二不怕苦
[00:29:18.500 --> 00:29:21.500]  正如保羅在三一一節告訴我們
[00:29:21.500 --> 00:29:24.500]  其實當時他是在坐牢
[00:29:24.500 --> 00:29:26.500]  但是在第十三節
[00:29:26.500 --> 00:29:28.500]  他要求以分疏信徒
[00:29:28.500 --> 00:29:32.500]  你不要因為我為你們受苦而灰心
[00:29:32.500 --> 00:29:35.500]  也要以此為榮
[00:29:35.500 --> 00:29:37.500]  嘩,多不一樣
[00:29:37.500 --> 00:29:41.500]  我們看人生的苦難的眼光多不一樣
[00:29:41.500 --> 00:29:44.500]  我們的價值觀多不一樣
[00:29:44.500 --> 00:29:47.500]  但是在新的一年開始的時候
[00:29:47.500 --> 00:29:50.500]  我只能夠借用保羅的說話
[00:29:50.500 --> 00:29:51.500]  鼓勵大家
[00:29:51.500 --> 00:29:55.500]  願你們能夠理解基督那超越知識
[00:29:55.500 --> 00:29:57.500]  所能領悟的愛
[00:29:57.500 --> 00:30:04.500]  鼓勵你們能夠完全被上帝的完美所充滿
[00:30:04.500 --> 00:30:07.500]  讓我們一起祈禱
[00:30:27.500 --> 00:30:30.500]  在你的愛裡面有根有基
[00:30:30.500 --> 00:30:33.500]  和所有上帝的子民一起體會
[00:30:33.500 --> 00:30:36.500]  基督的愛是多麼的長闊高深
[00:30:36.500 --> 00:30:38.500]  奉主耶穌基督的名祈禱
[00:30:38.500 --> 00:30:40.500]  阿們
