
[00:00:00.000 --> 00:00:01.920]  各位電影姐妹早晨
[00:16:04.360 --> 00:16:07.280]  其實是最能夠見證神的時候
[00:16:07.280 --> 00:16:10.120]  就是最能夠見證神的時刻
[00:16:10.120 --> 00:16:12.360]  不是,你在很蒙恩典的時候
[00:16:12.360 --> 00:16:15.040]  在舉行感恩會讚美會的時候
[00:16:15.040 --> 00:16:16.200]  最能夠見證上帝
[00:16:16.200 --> 00:16:17.720]  不是你非常蒙恩典
[00:16:17.720 --> 00:16:20.640]  你在這裡舉行一個蒙恩會
[00:16:20.640 --> 00:16:22.040]  敬拜讚美的會
[00:16:22.040 --> 00:16:24.960]  你就代表你是屬靈了
[00:16:24.960 --> 00:16:27.320]  相反就是在你最困難的時候
[00:16:27.320 --> 00:16:29.920]  相反在你最困難的時候
[00:16:29.920 --> 00:16:34.320]  你仍然能夠表現對上帝的敬畏讚美的心
[00:16:34.320 --> 00:16:38.360]  你仍然對上帝發出敬畏讚美的心
[00:16:38.360 --> 00:16:40.280]  最能夠見證神的真實
[00:16:40.280 --> 00:16:43.200]  最能夠見證神的真實
[00:16:43.200 --> 00:16:44.440]  我聽過很多見證
[00:16:44.440 --> 00:16:45.840]  我聽過很多見證
[00:16:45.840 --> 00:16:48.280]  其中一個見證我今天跟大家分享的
[00:16:48.280 --> 00:16:50.840]  其中有一個見證我今天跟大家分享
[00:16:50.840 --> 00:16:52.440]  你應該都聽過的
[00:16:52.440 --> 00:16:54.160]  你應該會聽過的
[00:16:54.160 --> 00:16:57.760]  就是台灣的一位女士叫做杏林子
[00:16:57.760 --> 00:17:00.720]  就是台灣有一位女士叫心靈子
[00:17:00.720 --> 00:17:02.360]  有沒有人沒聽過的
[00:17:02.360 --> 00:17:05.200]  有沒有人還沒聽過的
[00:17:05.200 --> 00:17:05.960]  舉一下手
[00:17:05.960 --> 00:17:06.600]  沒聽過
[00:17:06.600 --> 00:17:07.600]  很多人
[00:17:07.600 --> 00:17:08.800]  那要聽一下了
[00:17:08.800 --> 00:17:10.400]  那你需要聽的
[00:17:10.400 --> 00:17:12.760]  我想弄一些power point給大家看一下
[00:17:12.760 --> 00:17:15.160]  我想給大家看投影片的
[00:17:15.160 --> 00:17:16.640]  不過我弄得不好的
[00:17:16.640 --> 00:17:19.360]  可是我弄得不好
[00:17:19.360 --> 00:17:20.800]  又不想大家分心
[00:17:20.800 --> 00:17:22.280]  又不想大家分心了
[00:17:22.280 --> 00:17:24.280]  那我想現在你只要在Google
[00:17:24.280 --> 00:17:25.640]  你打杏林子
[00:17:25.640 --> 00:17:26.680]  有了她的照片
[00:17:26.680 --> 00:17:27.560]  有了她的資料
[00:17:27.560 --> 00:17:29.680]  所以你現在打起來一起看都可以
[00:17:29.680 --> 00:17:33.400]  所以我覺得你在網上打心靈子
[00:17:33.400 --> 00:17:34.720]  都會找到她的資料
[00:17:34.720 --> 00:17:38.240]  所以你現在可以用手機去上網
[00:17:38.240 --> 00:17:40.800]  去找一下她的資料也可以的
[00:17:40.800 --> 00:17:42.440]  那這個杏林子姊妹呢
[00:17:42.440 --> 00:17:44.600]  這位心靈子姊妹
[00:17:44.600 --> 00:17:46.080]  她十二歲的時候
[00:17:46.080 --> 00:17:47.680]  她十二歲的時候
[00:17:47.680 --> 00:17:51.200]  她就突然間患了一個類風濕關節炎
[00:17:51.200 --> 00:17:55.040]  她突然間患了一個類風濕關節炎
[00:17:55.040 --> 00:17:57.200]  而且是頗嚴重的情況
[00:17:57.200 --> 00:17:59.360]  而且蠻嚴重的情況
[00:17:59.360 --> 00:18:03.240]  這個病是一個免疫系統失調的病來的
[00:18:03.240 --> 00:18:07.800]  這個病是一種免疫系統失調的一種病來的
[00:18:07.800 --> 00:18:09.600]  就是她的身體的關節
[00:18:09.600 --> 00:18:12.560]  會不斷受到侵蝕和發炎的
[00:18:12.560 --> 00:18:14.840]  就是她身體的關節
[00:18:14.840 --> 00:18:19.160]  就是不斷的會受到發炎侵蝕
[00:18:19.160 --> 00:18:21.800]  所以她的關節就會很痛
[00:18:21.800 --> 00:18:23.760]  所以關節就非常痛
[00:18:23.760 --> 00:18:26.560]  還有類似萎縮
[00:18:26.560 --> 00:18:28.280]  而且會萎縮
[00:18:28.280 --> 00:18:31.640]  當時的醫學更加未能夠醫好這個病
[00:18:31.640 --> 00:18:34.480]  當時的醫學當然不能醫好
[00:18:34.480 --> 00:18:35.920]  把這個病醫好
[00:18:35.920 --> 00:18:37.400]  這個病的特徵是什麼呢
[00:18:37.400 --> 00:18:39.640]  這個病的特徵是什麼
[00:18:39.640 --> 00:18:40.520]  就是痛苦
[00:18:40.520 --> 00:18:41.800]  就是痛苦
[00:18:41.800 --> 00:18:44.320]  所以杏林子姊說
[00:18:44.320 --> 00:18:46.880]  她把痛苦分為五種
[00:18:46.880 --> 00:18:49.480]  所以心靈子姊她就說
[00:18:49.480 --> 00:18:52.040]  她把痛苦分成五種
[00:18:52.040 --> 00:18:53.360]  五個級數
[00:18:53.360 --> 00:18:55.120]  五個級數
[00:18:55.120 --> 00:18:59.480]  就是小痛、中痛、大痛、巨痛和狂痛
[00:18:59.480 --> 00:19:05.200]  小痛、中痛、大痛、巨痛、狂痛
[00:19:05.200 --> 00:19:06.680]  就是等於你吃米線
[00:19:06.680 --> 00:19:08.560]  好像你吃米線
[00:19:08.560 --> 00:19:09.440]  明白了吧
[00:19:09.440 --> 00:19:10.360]  一說你就明白
[00:19:10.360 --> 00:19:11.480]  記得杏林子
[00:19:11.480 --> 00:19:13.160]  一講你就懂了
[00:19:13.160 --> 00:19:14.840]  小辣、中辣、大辣
[00:19:14.840 --> 00:19:17.360]  小辣、中辣、大辣、超辣
[00:19:17.360 --> 00:19:19.160]  她就把她的痛自己分開
[00:19:19.160 --> 00:19:20.840]  你都很佩服她
[00:19:20.840 --> 00:19:22.320]  只能夠這樣說笑
[00:19:22.320 --> 00:19:24.880]  你也應該很佩服她
[00:19:24.880 --> 00:19:27.920]  她還能這樣說開玩笑
[00:19:27.920 --> 00:19:30.120]  她的家人都這樣跟她開玩笑
[00:19:30.120 --> 00:19:32.880]  她家裡的人也這樣跟她開玩笑的
[00:19:32.880 --> 00:19:34.560]  今天你幾級痛啊
[00:19:34.560 --> 00:19:36.840]  我今天有幾級痛啊
[00:19:36.840 --> 00:19:38.280]  但是說笑還不說笑
[00:19:38.280 --> 00:19:41.040]  但是開玩笑就算了
[00:19:41.040 --> 00:19:42.520]  她母親說過
[00:19:42.520 --> 00:19:44.480]  她母親曾經說過
[00:19:44.480 --> 00:19:46.840]  自從杏林子患了這個病
[00:19:46.840 --> 00:19:49.840]  自從心靈子她患了這個病
[00:19:49.840 --> 00:19:51.600]  她沒有一分一秒
[00:19:51.600 --> 00:19:54.080]  不是在痛苦裡面掙扎的
[00:19:54.080 --> 00:19:55.720]  她沒有一分一秒
[00:19:55.720 --> 00:19:58.320]  不是在痛苦裡面掙扎的
[00:19:58.320 --> 00:20:01.760]  數十年來她都是前面病塌
[00:20:01.760 --> 00:20:07.320]  幾十年來她都是躺在那個病塌上面
[00:20:07.320 --> 00:20:08.640]  需要人照顧的
[00:20:08.640 --> 00:20:10.760]  需要人去照顧
[00:20:10.760 --> 00:20:14.600]  早上就坐在輪椅上出入
[00:20:14.600 --> 00:20:17.400]  早上就坐在輪椅上出入
[00:20:17.400 --> 00:20:22.520]  晚上還要用呼吸的儀器來幫她睡覺的
[00:20:22.520 --> 00:20:27.560]  晚上睡覺的時候還需要用一些幫助呼吸的儀器
[00:20:27.560 --> 00:20:30.400]  感謝神後來她有機會信了主
[00:20:30.400 --> 00:20:33.360]  感謝神後來她有機會相信主
[00:20:33.360 --> 00:20:35.200]  她16歲的時候信耶穌的
[00:20:35.200 --> 00:20:38.000]  她16歲的時候相信耶穌
[00:20:38.000 --> 00:20:40.240]  但是一開始她當然不是說
[00:20:40.240 --> 00:20:43.200]  對神很有信心很認識神
[00:20:43.200 --> 00:20:46.240]  但是當然一開始她不是
[00:20:46.240 --> 00:20:48.640]  對神很有信心很認識神
[00:20:48.640 --> 00:20:49.800]  直到有一晚
[00:20:49.800 --> 00:20:51.560]  直到有一天晚上
[00:20:51.560 --> 00:20:55.760]  她自己說了一個見證
[00:20:55.760 --> 00:20:57.400]  她自己說了一個見證
[00:20:57.400 --> 00:21:00.920]  她說我為了自己的情況在哭泣
[00:21:00.920 --> 00:21:03.880]  我為了自己的情況在哭泣
[00:21:03.880 --> 00:21:07.520]  我突然間感受到神好像就在我身邊一樣
[00:21:07.520 --> 00:21:10.280]  我突然間就感受到
[00:21:10.280 --> 00:21:12.240]  好像神就在我旁邊
[00:21:12.240 --> 00:21:14.000]  雖然我看不見祂
[00:21:14.000 --> 00:21:15.640]  雖然我看不見祂
[00:21:15.640 --> 00:21:16.840]  聽不到祂
[00:21:16.840 --> 00:21:18.080]  聽不到祂
[00:21:18.080 --> 00:21:20.960]  但是很清楚感受到祂的同在
[00:21:20.960 --> 00:21:23.840]  但是很清楚感受到神的同在
[00:21:23.840 --> 00:21:26.040]  祂的安慰和祂的慈愛
[00:21:26.040 --> 00:21:27.960]  祂的安慰和慈愛
[00:21:27.960 --> 00:21:30.360]  令我的心豁然開朗
[00:21:30.360 --> 00:21:32.720]  讓我的心豁然開朗
[00:21:32.720 --> 00:21:36.000]  就是那一晚她和上帝真真正正相遇
[00:21:36.000 --> 00:21:39.600]  就是那一晚她真正的與神相遇
[00:21:39.600 --> 00:21:42.440]  從此她不再怨天尤人
[00:21:42.440 --> 00:21:45.520]  從此她不會再怨天尤人
[00:21:45.520 --> 00:21:50.120]  神將她得病的消極思想轉化為很積極
[00:21:50.120 --> 00:21:54.440]  神將她得病的消極思想轉化為很積極
[00:21:54.440 --> 00:21:57.440]  轉為很樂觀的一種人生態度
[00:21:57.440 --> 00:22:00.640]  轉為一種很樂觀的人生態度
[00:22:00.640 --> 00:22:03.640]  她說生命對我來說是很艱苦的
[00:22:03.640 --> 00:22:06.960]  她說生命對我來說是很艱苦的
[00:22:06.960 --> 00:22:11.000]  但正因為這樣我才體會到生命的寶貴
[00:22:11.000 --> 00:22:15.200]  就是這樣我才能夠體會到生命的寶貴
[00:22:15.200 --> 00:22:20.080]  她說我明白神容在苦難臨到我們身上
[00:22:20.080 --> 00:22:24.200]  她說我明白神容在苦難臨到我們身上
[00:22:24.200 --> 00:22:28.080]  是要我們從患難中學習我們應學的功課
[00:22:28.080 --> 00:22:32.840]  是要我們從患難中學習我們應學的功課
[00:22:32.840 --> 00:22:35.160]  凡是有價值的東西
[00:22:35.160 --> 00:22:37.120]  凡是有價值的東西
[00:22:37.120 --> 00:22:38.520]  都必須付代價的
[00:22:38.520 --> 00:22:40.280]  都必須付代價的
[00:22:40.280 --> 00:22:44.880]  苦難是唯一鍛鍊我們信心和人格的工具
[00:22:44.880 --> 00:22:48.840]  苦難是唯一鍛鍊我們信心和人格的工具
[00:22:48.840 --> 00:22:51.480]  作為一個基督徒最大的福分
[00:22:51.480 --> 00:22:54.040]  作為一個基督徒最大的福分
[00:22:54.040 --> 00:22:56.680]  就是即使我們失去一切
[00:22:56.680 --> 00:22:59.240]  就是即使我們失去一切
[00:22:59.240 --> 00:23:02.000]  也仍然有主可以憑藉
[00:23:02.000 --> 00:23:04.640]  也仍然有主可以憑藉
[00:23:04.640 --> 00:23:06.080]  有主可以依靠
[00:23:06.080 --> 00:23:07.600]  有主可以依靠
[00:23:07.600 --> 00:23:09.080]  有主可以安慰
[00:23:09.080 --> 00:23:11.080]  有主可以安慰
[00:23:11.080 --> 00:23:13.080]  在無可指望的時候
[00:23:13.080 --> 00:23:14.680]  在無可指望的時候
[00:23:14.680 --> 00:23:17.880]  因為我對神有信心仍然有盼望
[00:23:17.880 --> 00:23:21.680]  因為我對神有信心仍然有盼望
[00:23:21.680 --> 00:23:25.880]  為此我不是應該獻上比別人更多的感激嗎?
[00:23:25.880 --> 00:23:31.680]  為此我不是應該比別人獻上更多的感激嗎?
[00:23:31.680 --> 00:23:33.680]  很積極的一種態度
[00:23:33.680 --> 00:23:35.680]  非常積極的一種態度
[00:23:35.680 --> 00:23:37.280]  但她不是真的只有說話
[00:23:37.280 --> 00:23:39.880]  但她不是光口裡說
[00:23:39.880 --> 00:23:43.480]  如果你看到她的照片你就知道
[00:23:43.480 --> 00:23:45.880]  她其實只有幾隻手指會動
[00:23:45.880 --> 00:23:48.680]  如果你看到她的照片你就會發現
[00:23:48.680 --> 00:23:51.880]  她其實只有幾隻手指會動
[00:23:51.880 --> 00:23:55.080]  因為她的關節已經扭曲了
[00:23:55.080 --> 00:23:58.080]  因為她的關節已經扭曲了
[00:23:58.080 --> 00:24:01.280]  當她明白上帝的大愛和生命的意義之後
[00:24:01.280 --> 00:24:04.880]  當她明白上帝的大愛和生命的意義的時候
[00:24:04.880 --> 00:24:08.080]  她就是用她的三隻手指寫書
[00:24:08.080 --> 00:24:12.280]  她就是用她那三根手指去寫一本書
[00:24:12.280 --> 00:24:15.280]  她寫了很多書
[00:24:15.280 --> 00:24:20.080]  那些書在台灣拿了很多獎
[00:24:20.080 --> 00:24:23.880]  那些書安慰了很多年輕人
[00:24:23.880 --> 00:24:27.080]  那些書安慰了很多年輕人
[00:24:27.080 --> 00:24:28.680]  如果你只看那本書
[00:24:28.680 --> 00:24:31.280]  你不知道作者的背景
[00:24:31.280 --> 00:24:33.080]  如果你只看那本書
[00:24:33.080 --> 00:24:34.880]  不知道作者的背景
[00:24:34.880 --> 00:24:38.480]  你絕對不會知道作者是一個重病的人
[00:24:38.480 --> 00:24:42.680]  你絕對不會知道作者患了重病
[00:24:42.680 --> 00:24:46.680]  因為她寫的書都是很正面、很陽光的
[00:24:46.680 --> 00:24:49.680]  因為她寫的書都是很正面、很陽光的
[00:24:49.680 --> 00:24:51.280]  很喜樂、很激勵人的
[00:24:51.280 --> 00:24:54.080]  很喜樂、很激勵別人的
[00:24:54.080 --> 00:24:56.280]  她是來過香港訪問的
[00:24:56.280 --> 00:24:58.480]  她是來過香港訪問的
[00:24:58.480 --> 00:25:02.480]  我看過她的照片和影片
[00:25:02.480 --> 00:25:05.080]  我看過她的照片和影片
[00:25:05.080 --> 00:25:09.080]  如果你不是看到她坐在病床和輪椅上
[00:25:09.080 --> 00:25:11.080]  你是不會知道她是這樣有重病的
[00:25:11.080 --> 00:25:16.280]  如果你不是看到她坐在病床和輪椅上
[00:25:16.280 --> 00:25:19.080]  你是不會知道她有患重病的
[00:25:19.080 --> 00:25:26.280]  因為她的面容是很慈祥、很喜樂、很陽光的
[00:25:26.280 --> 00:25:31.480]  因為她的面容是很慈祥、很喜樂、很陽光的
[00:25:31.480 --> 00:25:33.680]  她60歲生日的時候
[00:25:33.680 --> 00:25:36.080]  她60歲生日的時候
[00:25:36.080 --> 00:25:37.280]  她說了一句話
[00:25:37.280 --> 00:25:38.480]  她說了一句話
[00:25:38.480 --> 00:25:39.480]  我很佩服的
[00:25:39.480 --> 00:25:40.680]  我很佩服的
[00:25:40.680 --> 00:25:42.280]  她說我要活到90歲
[00:25:42.280 --> 00:25:45.280]  我要活到90歲
[00:25:45.280 --> 00:25:47.880]  寬恕我的軟弱
[00:25:47.880 --> 00:25:49.680]  寬恕我的軟弱
[00:25:49.680 --> 00:25:51.480]  如果我也是這樣病
[00:25:51.480 --> 00:25:53.680]  如果我像她這樣的病
[00:25:53.680 --> 00:25:56.080]  我會祈禱神,你快點接我就可以了
[00:25:56.080 --> 00:25:58.080]  我會禱告神,你快點來接我
[00:25:58.080 --> 00:26:00.080]  我不埋怨你,你快點接走我走
[00:26:00.080 --> 00:26:04.080]  我不埋怨你,但是你快點把我接走
[00:26:04.080 --> 00:26:05.680]  因為我們做牧師
[00:26:05.680 --> 00:26:09.880]  你知道我們探很多老人家中風的病人
[00:26:09.880 --> 00:26:12.280]  我明白他們是很辛苦的
[00:26:12.280 --> 00:26:14.080]  因為你知道我們當牧師的
[00:26:14.080 --> 00:26:18.080]  我們會常常去探望一些老人家中風的病人
[00:26:18.080 --> 00:26:21.280]  我們會知道他們很辛苦的
[00:26:21.280 --> 00:26:23.480]  所以我其實沒有什麼向神求
[00:26:23.480 --> 00:26:26.080]  其實我沒有什麼向神求
[00:26:26.080 --> 00:26:27.880]  我就是求神我晚年
[00:26:27.880 --> 00:26:29.480]  或者我最後的日子
[00:26:29.480 --> 00:26:31.280]  是不用經歷這類痛苦
[00:26:31.280 --> 00:26:34.680]  我是祈求神給我晚年或者最後的日子
[00:26:34.680 --> 00:26:37.080]  不要經歷這些痛苦
[00:26:37.080 --> 00:26:40.480]  這個就是差不多我唯一的重要的祈禱
[00:26:40.480 --> 00:26:44.080]  這個就是我差不多唯一一個重要的禱告
[00:26:44.080 --> 00:26:45.480]  神真的聽了我祈禱
[00:26:45.480 --> 00:26:47.480]  神真的聽了我的禱告
[00:26:47.480 --> 00:26:48.680]  你患了心臟病
[00:26:48.680 --> 00:26:50.680]  我現在就患了心臟病
[00:26:50.680 --> 00:26:52.480]  心臟病可能如果到時發作
[00:26:52.480 --> 00:26:53.880]  突然間就走了
[00:26:53.880 --> 00:26:56.280]  如果心臟病發作了
[00:26:56.280 --> 00:26:58.480]  就可能突然間就走了
[00:26:58.480 --> 00:27:00.280]  一說就這麼說笑
[00:27:00.280 --> 00:27:02.480]  但都真的不是壞事來的
[00:27:02.480 --> 00:27:04.280]  雖然好像開玩笑
[00:27:04.280 --> 00:27:06.880]  但是想想都不是一件壞事來的
[00:27:06.880 --> 00:27:08.280]  我家人是突然一點
[00:27:08.280 --> 00:27:10.280]  對家人來講是很突然
[00:27:10.280 --> 00:27:11.480]  對當事人來講
[00:27:11.480 --> 00:27:14.280]  對我自己來講是最少辛苦的
[00:27:14.280 --> 00:27:17.080]  但是對當事人來講是最少的辛苦
[00:27:17.080 --> 00:27:20.080]  所以你明白近來瓊瑤自殺過身
[00:27:20.080 --> 00:27:25.080]  所以你明白最近瓊瑤他自殺離開世界了
[00:27:25.080 --> 00:27:26.280]  他都八十幾歲
[00:27:26.280 --> 00:27:27.880]  他都八十多歲了
[00:27:27.880 --> 00:27:31.480]  但他就是接受不了要在病床裏面
[00:27:31.480 --> 00:27:34.480]  那種類似的痛苦
[00:27:34.480 --> 00:27:36.480]  就是因為他接受不了
[00:27:36.480 --> 00:27:39.080]  會躺在病床上面的痛苦
[00:27:39.080 --> 00:27:41.680]  人同此心心同此理我們明白
[00:27:41.680 --> 00:27:45.880]  人將心比己我們是明白的
[00:27:45.880 --> 00:27:47.680]  所以你要佩服杏林子
[00:27:47.680 --> 00:27:49.880]  所以你要佩服杏林子
[00:27:49.880 --> 00:27:52.480]  他一個病了這麼多年的人
[00:27:52.480 --> 00:27:54.480]  一個病了這麼多年的人
[00:27:54.480 --> 00:27:56.680]  他還說我要活到九十歲
[00:27:56.680 --> 00:27:59.280]  他還說我要活到九十歲
[00:27:59.280 --> 00:28:00.080]  為甚麼
[00:28:00.080 --> 00:28:00.680]  為甚麼
[00:28:00.680 --> 00:28:02.680]  因為他就是覺得生命寶貴
[00:28:02.680 --> 00:28:05.280]  因為他就是覺得生命寶貴
[00:28:05.280 --> 00:28:07.680]  他不是學你們可以自由去旅行
[00:28:07.680 --> 00:28:10.280]  他不像你們可以自由的去旅行
[00:28:10.280 --> 00:28:12.680]  不是學大家可以去運動一下
[00:28:12.680 --> 00:28:14.680]  不像大家可以去運動
[00:28:14.680 --> 00:28:16.680]  而是他每天都是睡在病床
[00:28:16.680 --> 00:28:18.680]  每天都需要人照顧
[00:28:18.680 --> 00:28:21.680]  而是每天都要躺在病床上
[00:28:21.680 --> 00:28:24.280]  每天都需要人去照顧
[00:28:24.280 --> 00:28:26.080]  但他仍然覺得生命寶貴
[00:28:26.080 --> 00:28:28.880]  但是他仍然覺得生命寶貴
[00:28:28.880 --> 00:28:30.680]  他說他還有很多書要寫
[00:28:30.680 --> 00:28:33.080]  他說他還有很多書要寫
[00:28:33.080 --> 00:28:35.480]  他說還有很多人等待他關心
[00:28:35.480 --> 00:28:38.280]  他說還有很多人等待他關心
[00:28:38.280 --> 00:28:40.080]  他還要向很多人傳福音
[00:28:40.080 --> 00:28:42.280]  他還要向很多人傳福音
[00:28:42.280 --> 00:28:44.080]  所以他要活到九十歲
[00:28:44.080 --> 00:28:46.480]  所以他要活到九十歲
[00:28:46.480 --> 00:28:48.880]  他就是可以用一種這麼豁達
[00:28:48.880 --> 00:28:51.280]  又很幽默的態度去面對人生
[00:28:51.280 --> 00:28:56.680]  他就是能夠用擴大幽默的一種態度面對人生
[00:28:56.680 --> 00:28:59.080]  苦難沒有勝過他
[00:28:59.080 --> 00:29:01.280]  苦難沒有勝過他
[00:29:01.280 --> 00:29:05.880]  相反他在苦難中能夠表現出一種生命是榮耀上帝的
[00:29:05.880 --> 00:29:11.480]  相反他能夠在苦難中表現一種生命是榮耀上帝的
[00:29:11.480 --> 00:29:13.080]  我更佩服他一件事
[00:29:13.080 --> 00:29:16.080]  我更佩服他一件事
[00:29:16.080 --> 00:29:19.480]  杭林子的真名叫劉俠
[00:29:19.480 --> 00:29:22.680]  杭林子他的真名叫劉俠
[00:29:22.680 --> 00:29:24.080]  劉俠
[00:29:24.080 --> 00:29:26.880]  俠二俠 俠道的俠
[00:29:26.880 --> 00:29:34.480]  他呢 直到他患了病四十年之後
[00:29:34.480 --> 00:29:37.280]  他患病四十年之後
[00:29:37.280 --> 00:29:39.280]  他開了一個感恩會
[00:29:39.280 --> 00:29:41.480]  他開了一個感恩會
[00:29:41.480 --> 00:29:46.280]  那個感恩會叫做劉俠患病四十週年感恩會
[00:29:46.280 --> 00:29:53.280]  那個感恩會的名字叫劉俠患病四十週年感恩會
[00:29:53.280 --> 00:29:57.080]  你是不是很佩服他
[00:29:57.080 --> 00:29:59.080]  你是否很佩服他呢
[00:29:59.080 --> 00:30:01.080]  但你開過感恩會沒有
[00:30:01.080 --> 00:30:03.080]  弟兄姊妹你開過感恩會嗎
[00:30:03.080 --> 00:30:05.080]  我們開感恩會不是為了什麼而開的
[00:30:05.080 --> 00:30:07.680]  我們開感恩會為什麼而開的
[00:30:07.680 --> 00:30:10.080]  做完手術康復開過感恩會
[00:30:10.080 --> 00:30:12.080]  多謝上帝請大家吃飯
[00:30:12.080 --> 00:30:14.080]  做完手術感謝上帝
[00:30:14.080 --> 00:30:18.080]  我成日了就舉行一個感恩會
[00:30:18.080 --> 00:30:21.080]  總之一定是為了好事我們開感恩會的
[00:30:21.080 --> 00:30:26.080]  總之我們一定會為一些好的事情去開一個感恩會
[00:30:26.080 --> 00:30:29.080]  我們患了病四個月就埋怨上帝了
[00:30:29.080 --> 00:30:32.080]  我們患病四個月就開始埋怨上帝
[00:30:32.080 --> 00:30:35.080]  他可以患病四十年然後開一個感恩會
[00:30:35.080 --> 00:30:38.080]  他可以患病四十年而去開一個感恩會
[00:30:38.080 --> 00:30:40.080]  所以真的不到我不佩服他
[00:30:40.080 --> 00:30:42.080]  不能到我不佩服他了
[00:30:42.080 --> 00:30:45.080]  因為他在夜間四十年
[00:30:45.080 --> 00:30:47.080]  因為他在夜間四十年
[00:30:47.080 --> 00:30:49.080]  歌唱了四十年
[00:30:49.080 --> 00:30:51.080]  同意嗎
[00:30:51.080 --> 00:30:53.080]  有時候如果我們信心好一點
[00:30:53.080 --> 00:30:55.080]  可能我們都可以在夜間歌唱
[00:30:55.080 --> 00:30:58.080]  不過可能只是一段很短的日子
[00:30:58.080 --> 00:31:00.080]  可能我們在心情好一點的時候
[00:31:00.080 --> 00:31:03.080]  我們也能夠在夜間歌唱
[00:31:03.080 --> 00:31:05.080]  但是可能時間比較短
[00:31:05.080 --> 00:31:07.080]  我們受苦幾天可以
[00:31:07.080 --> 00:31:09.080]  我們受苦幾天可以的
[00:31:09.080 --> 00:31:11.080]  受苦一段短時間都可以
[00:31:11.080 --> 00:31:13.080]  受苦一段短的時間可以的
[00:31:13.080 --> 00:31:15.080]  但是這個姐妹能夠受苦四十年
[00:31:15.080 --> 00:31:17.080]  仍然這樣去榮耀上帝
[00:31:17.080 --> 00:31:20.080]  但是這個姐妹受苦了四十年
[00:31:20.080 --> 00:31:24.080]  仍然去這樣的感謝上帝是非常的難
[00:31:24.080 --> 00:31:26.080]  所以袁杏林自己的見證
[00:31:26.080 --> 00:31:28.080]  成為我們信仰一個很大的鼓勵
[00:31:28.080 --> 00:31:30.080]  袁杏林自己的見證
[00:31:30.080 --> 00:31:33.080]  成為我們信仰上很大的鼓勵
[00:31:33.080 --> 00:31:36.080]  有一句猶太人的諺語
[00:31:36.080 --> 00:31:38.080]  有一句猶太人的諺語
[00:31:38.080 --> 00:31:39.080]  這樣說的
[00:31:39.080 --> 00:31:43.080]  他說一個奴隸若果能夠滿足自己的環境
[00:31:43.080 --> 00:31:46.080]  一個奴隸若能滿足於自己的環境
[00:31:46.080 --> 00:31:48.080]  他可以是一個自由人
[00:31:48.080 --> 00:31:50.080]  他可以是一個自由人
[00:31:50.080 --> 00:31:51.080]  相反
[00:31:51.080 --> 00:31:52.080]  相反
[00:31:52.080 --> 00:31:53.080]  一個自由人
[00:31:53.080 --> 00:31:55.080]  一個自由人
[00:31:55.080 --> 00:31:57.080]  若果不滿足於自己的環境
[00:31:57.080 --> 00:31:59.080]  卻不滿足自己的環境
[00:31:59.080 --> 00:32:00.080]  卻不滿足自己的環境
[00:32:00.080 --> 00:32:02.080]  則成為奴隸
[00:32:02.080 --> 00:32:04.080]  則成為奴隸
[00:32:04.080 --> 00:32:06.080]  大家希望明白這個意思
[00:32:06.080 --> 00:32:09.080]  希望大家能明白這個意思
[00:32:09.080 --> 00:32:12.080]  所以杏林自己很特別
[00:32:12.080 --> 00:32:14.080]  所以杏林自己很特別
[00:32:14.080 --> 00:32:17.080]  你可能說是某些特別的人
[00:32:17.080 --> 00:32:20.080]  百年一遇才做到這樣
[00:32:20.080 --> 00:32:23.080]  你可能會說百年一遇吧
[00:32:23.080 --> 00:32:28.080]  就是有時候有一個很特別的人才能做到這種
[00:32:28.080 --> 00:32:30.080]  我們普通人很難這樣
[00:32:30.080 --> 00:32:32.080]  我們普通人很難做到這種事
[00:32:32.080 --> 00:32:33.080]  那我又不反對
[00:32:33.080 --> 00:32:35.080]  我不反對這種說法
[00:32:35.080 --> 00:32:38.080]  不過我們就希望在我們普通的基督徒中間
[00:32:38.080 --> 00:32:41.080]  我們都應該有這樣的生命可以榮耀上帝吧
[00:32:41.080 --> 00:32:46.080]  但是我希望在我們普通的基督徒生命當中也能榮耀上帝
[00:32:46.080 --> 00:32:47.080]  但是我希望在我們普通的基督徒生命當中也能榮耀上帝
[00:32:47.080 --> 00:32:48.080]  我認識一個姊妹
[00:32:48.080 --> 00:32:49.080]  我認識一個姊妹
[00:32:49.080 --> 00:32:50.080]  我認識一位姊妹
[00:32:50.080 --> 00:32:54.080]  我跟她相識的時候她是二十歲左右
[00:32:54.080 --> 00:32:57.080]  我跟她相識的時候她大概二十歲左右
[00:32:57.080 --> 00:32:59.080]  有一次她回來教會的祈禱會
[00:32:59.080 --> 00:33:01.080]  有一次她回來教會的禱告會
[00:33:01.080 --> 00:33:03.080]  祈禱會之前
[00:33:03.080 --> 00:33:04.080]  祈禱會之前
[00:33:04.080 --> 00:33:06.080]  她突然間收到一個電話
[00:33:06.080 --> 00:33:09.080]  她突然間收到一通電話
[00:33:09.080 --> 00:33:11.080]  就是她在澳洲的男朋友
[00:33:11.080 --> 00:33:13.080]  就是她在澳洲的男朋友
[00:33:13.080 --> 00:33:14.080]  原來遇到車禍
[00:33:14.080 --> 00:33:16.080]  原來遇到車禍
[00:33:16.080 --> 00:33:17.080]  受很重的傷
[00:33:17.080 --> 00:33:18.080]  受很重的傷
[00:33:18.080 --> 00:33:19.080]  受了重傷
