
[00:00:00.000 --> 00:00:07.000]  我們在正式講道之前做個簡單的祈禱
[00:24:02.000 --> 00:24:05.000]  我們還有海外短宣
[00:24:05.000 --> 00:24:07.000]  剛才也提過
[00:24:07.000 --> 00:24:14.000]  我們是要回應中南美洲的呼聲
[00:24:14.000 --> 00:24:15.000]  也鼓勵你
[00:24:15.000 --> 00:24:25.000]  歡迎你加入中南美洲的短宣隊
[00:24:25.000 --> 00:24:28.000]  各位大英姐妹
[00:24:28.000 --> 00:24:30.000]  我們看了聖經
[00:24:30.000 --> 00:24:33.000]  我們又聽到這麼多福音的意象
[00:24:33.000 --> 00:24:36.000]  又聽到這麼多侍奉的機會
[00:24:36.000 --> 00:24:42.000]  我們的心裡面有沒有一種火熱呢
[00:24:42.000 --> 00:24:46.000]  求聖靈燃起我們心裡面的熱火
[00:24:46.000 --> 00:24:49.000]  求聖靈首先去復興我們自己
[00:24:49.000 --> 00:24:51.000]  復興我們每一個人
[00:24:51.000 --> 00:24:56.000]  然後我們的教會才會得到復興
[00:24:56.000 --> 00:25:03.000]  最後我和大家一起重讀兩節的聖經
[00:25:03.000 --> 00:25:06.000]  來給我們作為今天訊息的指引
[00:25:06.000 --> 00:25:10.000]  或者作為結束
[00:25:10.000 --> 00:25:16.000]  我們讀47節和48節
[00:25:16.000 --> 00:25:18.000]  我們一起讀
[00:25:18.000 --> 00:25:19.000]  並且
[00:25:19.000 --> 00:25:20.000]  對不起
[00:25:20.000 --> 00:25:26.000]  其實我是想將「我」字
[00:25:26.000 --> 00:25:30.000]  將「他們」的字變成「我們」
[00:25:30.000 --> 00:25:32.000]  要小心讀
[00:25:32.000 --> 00:25:34.000]  將「他們」變成「我們」的字
[00:25:34.000 --> 00:25:39.000]  將「人」變成「我們」
[00:25:39.000 --> 00:25:40.000]  所以我們再讀一遍
[00:25:40.000 --> 00:25:41.000]  1、2、3
[00:25:41.000 --> 00:25:46.000]  並且我們要奉他的名傳悔改赦罪的道
[00:25:46.000 --> 00:25:50.000]  從耶路撒冷起直傳到萬邦
[00:25:50.000 --> 00:25:51.000]  48節
[00:25:51.000 --> 00:25:54.000]  我們就是這些事的見證人
[00:25:54.000 --> 00:25:55.000]  再讀一次
[00:25:55.000 --> 00:26:00.000]  我們就是這些事的見證
[00:26:00.000 --> 00:26:01.000]  清楚了嗎
[00:26:01.000 --> 00:26:04.000]  我們就是這些事的見證
[00:26:04.000 --> 00:26:09.000]  我們一起讀
[00:26:09.000 --> 00:26:14.000]  天父我們謝謝你愛我們
[00:26:14.000 --> 00:26:18.000]  謝謝你已經從萬民中呼召了我們
[00:26:18.000 --> 00:26:21.000]  拯救了我們成為你的兒女
[00:26:21.000 --> 00:26:22.000]  得到救恩
[00:26:22.000 --> 00:26:24.000]  得到永生
[00:26:24.000 --> 00:26:29.000]  耶穌基督復活是為萬人的
[00:26:29.000 --> 00:26:31.000]  也吩咐了我們
[00:26:31.000 --> 00:26:34.000]  要做祂的復活見證人
[00:26:34.000 --> 00:26:37.000]  將這個消息傳給萬邦
[00:26:37.000 --> 00:26:38.000]  神啊
[00:26:38.000 --> 00:26:41.000]  求祢的靈在我們心裡動功
[00:26:41.000 --> 00:26:45.000]  去熾熱我們心裡傳福音的火熱
[00:26:45.000 --> 00:26:51.000]  讓我們能夠將這麼好的復活的訊息
[00:26:51.000 --> 00:26:53.000]  能夠傳給萬邦
[00:26:53.000 --> 00:26:56.000]  起碼傳給我們身邊周圍的人
[00:26:56.000 --> 00:26:58.000]  求聖靈繼續引領我們
[00:26:58.000 --> 00:27:00.000]  熾恩給我們
[00:27:00.000 --> 00:27:01.000]  我們這樣祈禱
[00:27:01.000 --> 00:27:02.000]  奉耶穌基督的聖名
[00:27:02.000 --> 00:27:03.000]  Amen
