
[00:00:00.000 --> 00:00:03.480]  親愛的主 你就是那位創始成中的主
[00:23:07.520 --> 00:23:12.520]  聽完道就走呢?
[00:23:12.520 --> 00:23:17.520]  我們都很需要走入人群裏面
[00:23:17.520 --> 00:23:21.520]  因為耶穌來到這個世界裏面
[00:23:21.520 --> 00:23:23.520]  讓我們去認識祂之後
[00:23:23.520 --> 00:23:26.520]  我們要成為祂的門徒
[00:23:26.520 --> 00:23:29.520]  我們要走去地極
[00:23:29.520 --> 00:23:32.520]  去傳揚祂的道
[00:23:32.520 --> 00:23:35.520]  求主幫助我們
[00:23:35.520 --> 00:23:36.520]  想清楚
[00:23:36.520 --> 00:23:40.520]  我們是不是隨便做一個普通的基督徒
[00:23:40.520 --> 00:23:42.520]  像耶穌一樣
[00:23:42.520 --> 00:23:46.520]  一邊聽一邊問呢?
[00:23:46.520 --> 00:23:49.520]  我們一起祈禱
[00:23:49.520 --> 00:23:50.520]  親愛的主
[00:23:50.520 --> 00:23:53.520]  祢就是那位沒有憐憫
[00:23:53.520 --> 00:23:56.520]  沒有愛的主
[00:23:56.520 --> 00:24:00.520]  我們都是很卑微地在祢的面前
[00:24:00.520 --> 00:24:03.520]  求主幫助我們
[00:24:03.520 --> 00:24:07.520]  我們有很多人都很想有心去認識祢
[00:24:07.520 --> 00:24:11.520]  但是我們都會覺得很艱難、很懼怕
[00:24:11.520 --> 00:24:13.520]  求主幫助我們
[00:24:13.520 --> 00:24:15.520]  要我們剛強壯膽
[00:24:15.520 --> 00:24:18.520]  可以和我們身邊的弟兄姊妹
[00:24:18.520 --> 00:24:21.520]  一起分享聖經所得的樂趣
[00:24:21.520 --> 00:24:23.520]  讓我們在聖經裏面
[00:24:23.520 --> 00:24:27.520]  得到更加多驚奇的答案
[00:24:27.520 --> 00:24:29.520]  求主幫助我們
[00:24:29.520 --> 00:24:32.520]  讓我們走進這個世界裏面
[00:24:32.520 --> 00:24:35.520]  去祝福我們身邊所有人
[00:24:35.520 --> 00:24:37.520]  因為我們身邊實在有太多人
[00:24:37.520 --> 00:24:40.520]  都在困惑、困難裏面
[00:24:40.520 --> 00:24:42.520]  求主都憐憫我們
[00:24:42.520 --> 00:24:45.520]  讓我們成為祢的使者
[00:24:45.520 --> 00:24:47.520]  我們去祝福其他人
[00:24:47.520 --> 00:24:49.520]  我們這樣禱告
[00:24:49.520 --> 00:24:51.520]  是奉主耶穌基督的聖名求
[00:24:51.520 --> 00:24:52.520]  阿們
