
[00:00:00.000 --> 00:00:12.000]  每年的第一日都提供了世人一個新思想、人生意義的機會
[00:32:41.000 --> 00:32:43.000]  另外一個恩賜
[00:32:43.000 --> 00:32:44.000]  是他音樂的恩賜
[00:32:44.000 --> 00:32:54.000]  大家都聽過《奇妙十家》
[00:32:54.000 --> 00:32:57.000]  他作了很多詩歌
[00:32:57.000 --> 00:33:01.000]  《奇妙十家》使很多基督徒
[00:33:01.000 --> 00:33:06.000]  在靈命上得到復興
[00:33:06.000 --> 00:33:10.000]  最多基督徒喜歡這首歌
[00:33:10.000 --> 00:33:14.000]  其他基督徒都喜歡
[00:33:14.000 --> 00:33:17.000]  神給他的恩賜
[00:33:17.000 --> 00:33:21.000]  我只唸出今天信息有關的幾句
[00:33:21.000 --> 00:33:26.000]  每逢思念《奇妙十家》
[00:33:26.000 --> 00:33:31.000]  榮耀救主在上圓誇
[00:33:31.000 --> 00:33:35.000]  求主禁我別有所誇
[00:33:35.000 --> 00:33:40.000]  只誇救主寫身十家
[00:33:40.000 --> 00:33:45.000]  神聖大愛奇妙難測
[00:33:45.000 --> 00:33:55.000]  願獻我命我心我身
[00:33:55.000 --> 00:33:58.000]  Fujimura有兩個才能
[00:33:58.000 --> 00:33:59.000]  第一個是藝術
[00:33:59.000 --> 00:34:05.000]  他有一個日本文叫做Kintsugi
[00:34:05.000 --> 00:34:08.000]  是用貴重的金屬修補
[00:34:08.000 --> 00:34:11.000]  修補破碎的陶器
[00:34:11.000 --> 00:34:13.000]  修補了之後
[00:34:13.000 --> 00:34:18.000]  那個陶器變成
[00:34:18.000 --> 00:34:23.000]  很多很多很多倍原來的價錢
[00:34:23.000 --> 00:34:31.000]  變成現在有名的一個藝術
[00:34:31.000 --> 00:34:33.000]  Kintsugi展示出
[00:34:33.000 --> 00:34:35.000]  被修補的陶器
[00:34:35.000 --> 00:34:39.000]  比破碎以前更加美麗
[00:34:39.000 --> 00:34:41.000]  破碎的碎片
[00:34:41.000 --> 00:34:48.000]  代表我們更新的機會
[00:34:48.000 --> 00:34:50.000]  他又用礦物
[00:34:50.000 --> 00:34:53.000]  用硬碎的礦物來做油
[00:34:53.000 --> 00:34:55.000]  來繪圖畫
[00:34:55.000 --> 00:34:59.000]  這是另外一個
[00:34:59.000 --> 00:35:03.000]  Nahonga的藝術
[00:35:03.000 --> 00:35:05.000]  是日本的藝術
[00:35:05.000 --> 00:35:12.000]  他著名是用礦石來繪製圖畫
[00:35:12.000 --> 00:35:17.000]  不是用油漆
[00:35:17.000 --> 00:35:22.000]  這個藝術使得Fujiruma
[00:35:22.000 --> 00:35:25.000]  領會到創造的神
[00:35:25.000 --> 00:35:30.000]  在創造萬物的時候
[00:35:30.000 --> 00:35:35.000]  那個歷史他感受到非常豐富
[00:35:35.000 --> 00:35:37.000]  於是乎他寫了一本書
[00:35:37.000 --> 00:35:39.000]  這本書是得獎
[00:35:39.000 --> 00:35:42.000]  最近這三年得獎
[00:35:42.000 --> 00:35:49.000]  得到宗教組織的得獎
[00:35:49.000 --> 00:35:51.000]  叫做「Art and Faith」
[00:35:51.000 --> 00:35:55.000]  翻譯為「藝術與信仰」
[00:35:55.000 --> 00:35:59.000]  藝術透視出神學
[00:35:59.000 --> 00:36:02.000]  很多神學家都認為這本書
[00:36:02.000 --> 00:36:06.000]  比神學家出的書
[00:36:06.000 --> 00:36:10.000]  更加容易使信徒
[00:36:10.000 --> 00:36:19.000]  領受到神話語
[00:36:19.000 --> 00:36:21.000]  他的內容
[00:36:21.000 --> 00:36:24.000]  他寫出他的心得
[00:36:24.000 --> 00:36:31.000]  他說生命是隱藏的藝術作品
[00:36:31.000 --> 00:36:36.000]  生命是隱藏藝術的作品
[00:36:36.000 --> 00:36:43.000]  想像是信仰的核心
[00:36:43.000 --> 00:36:50.000]  耶穌、使徒和門徒都是藝術家
[00:36:50.000 --> 00:36:54.000]  我再說一次
[00:36:54.000 --> 00:36:58.000]  他的心得就是這樣說
[00:36:58.000 --> 00:37:04.000]  生命是隱藏的藝術作品
[00:37:04.000 --> 00:37:11.000]  你的我的生命都是隱藏藝術的藝術作品
[00:37:11.000 --> 00:37:15.000]  你知不知道你的生命是藝術的作品
[00:37:15.000 --> 00:37:20.000]  想像是信仰的核心
[00:37:20.000 --> 00:37:22.000]  你不要以為別人說你信
[00:37:22.000 --> 00:37:25.000]  這樣就得救
[00:37:25.000 --> 00:37:29.000]  還要想像一下神的愛
[00:37:29.000 --> 00:37:30.000]  想像一下我們
[00:37:30.000 --> 00:37:35.000]  天父如何在神的右邊為我們祈禱
[00:37:35.000 --> 00:37:42.000]  想像一下聖靈如何居在我們的心裡
[00:37:42.000 --> 00:37:49.000]  耶穌、使徒和門徒都是藝術家
[00:37:49.000 --> 00:37:56.000]  希望我們各位都變成一個藝術家
[00:37:56.000 --> 00:38:01.000]  你用什麼因子去侍奉神呢
[00:38:27.000 --> 00:38:37.000]  今天分享的努力為主而活的行動
[00:38:37.000 --> 00:38:39.000]  可以歸納兩個重點
[00:38:39.000 --> 00:38:41.000]  第一個活出信主的見證
[00:38:41.000 --> 00:38:45.000]  第二個用因子去侍奉神
[00:38:45.000 --> 00:38:50.000]  求神幫助我們努力為主而活
[00:38:50.000 --> 00:38:52.000]  我們現在一起祈禱
[00:38:52.000 --> 00:38:56.000]  祈禱之後我會祝福各位
[00:38:56.000 --> 00:38:58.000]  請大家低頭祈禱
[00:38:58.000 --> 00:39:01.000]  聖徒的聖靈我感謝你
[00:39:01.000 --> 00:39:05.000]  你給你的信息能夠放了出來
[00:39:05.000 --> 00:39:07.000]  願意我們聽的都能夠接受
[00:39:07.000 --> 00:39:10.000]  放在心裡
[00:39:10.000 --> 00:39:13.000]  努力為主而活
[00:39:13.000 --> 00:39:15.000]  但願主耶穌的恩惠
[00:39:15.000 --> 00:39:16.000]  天父的慈愛
[00:39:16.000 --> 00:39:18.000]  聖靈的感動
[00:39:18.000 --> 00:39:23.000]  常常與我們同在從今天直到永遠
[00:39:23.000 --> 00:39:27.000]  常常努力為主而活
[00:39:27.000 --> 00:39:29.000]  阿們
