
[00:00:00.000 --> 00:00:11.900]  各位親愛的朋友 弟兄姊妹 大家好
[00:23:22.300 --> 00:23:24.300]  Protect
[00:23:24.300 --> 00:23:26.300]  Keep和Guard
[00:23:26.300 --> 00:23:28.300]  就是保護我們
[00:23:28.300 --> 00:23:31.300]  中文聖經就簡單一點
[00:23:31.300 --> 00:23:36.300]  全部都用保護這個詞來翻譯
[00:23:36.300 --> 00:23:38.300]  祂要保護你
[00:23:38.300 --> 00:23:41.300]  免受各樣的災害
[00:23:41.300 --> 00:23:43.300]  是一切的災害
[00:23:43.300 --> 00:23:46.300]  沒有災害可以困擾你
[00:23:46.300 --> 00:23:47.300]  第二
[00:23:47.300 --> 00:23:50.300]  祂保護你的命
[00:23:50.300 --> 00:23:52.300]  你最重要的地方
[00:23:52.300 --> 00:23:54.300]  就是你的性命
[00:23:54.300 --> 00:23:56.300]  祂都保護你
[00:23:56.300 --> 00:23:57.300]  最後第八節
[00:23:57.300 --> 00:24:00.300]  「你出你入」
[00:24:00.300 --> 00:24:02.300]  耶和華要保護你
[00:24:02.300 --> 00:24:05.300]  「出入」就是你出去戰場
[00:24:05.300 --> 00:24:07.300]  你回來家裡
[00:24:07.300 --> 00:24:10.300]  「你出你入」也可以說是
[00:24:10.300 --> 00:24:13.300]  早上你離開家裡去上班
[00:24:13.300 --> 00:24:15.300]  然後晚上你下班
[00:24:15.300 --> 00:24:17.300]  你回家你出你入
[00:24:17.300 --> 00:24:21.300]  「出入」也可以代表一個人的一生
[00:24:21.300 --> 00:24:24.300]  你由母胎出生
[00:24:24.300 --> 00:24:26.300]  到你入土為安
[00:24:26.300 --> 00:24:28.300]  你的一生
[00:24:28.300 --> 00:24:30.300]  耶和華要保護你
[00:24:30.300 --> 00:24:33.300]  「出入」也可以代表年幼的時候
[00:24:33.300 --> 00:24:35.300]  到你晚年
[00:24:35.300 --> 00:24:39.300]  你年老要被人照顧的時候
[00:24:39.300 --> 00:24:42.300]  「出入」耶和華都要保護你
[00:24:42.300 --> 00:24:46.300]  而且是從今時一直到永遠
[00:24:46.300 --> 00:24:50.300]  由現在一直到永永遠遠
[00:24:50.300 --> 00:24:54.300]  有哪一個的保障可以這麼大呢?
[00:24:54.300 --> 00:24:59.300]  我知道現代人都會買保險的
[00:24:59.300 --> 00:25:01.300]  買人壽保險
[00:25:01.300 --> 00:25:03.300]  買家居保險
[00:25:03.300 --> 00:25:05.300]  買各式各樣的保險
[00:25:05.300 --> 00:25:06.300]  危疾保險
[00:25:06.300 --> 00:25:08.300]  現在疫症的時候
[00:25:08.300 --> 00:25:12.300]  保險公司都推出很多特別的保險
[00:25:12.300 --> 00:25:15.300]  是不是有保險你就有保障
[00:25:15.300 --> 00:25:18.300]  唯有耶和華的保護
[00:25:18.300 --> 00:25:20.300]  祂要保護你
[00:25:20.300 --> 00:25:24.300]  從今時一直到永遠
[00:25:24.300 --> 00:25:26.300]  所以詩篇120
[00:25:26.300 --> 00:25:30.300]  一篇實在是一篇很寶貴的詩篇
[00:25:30.300 --> 00:25:34.300]  我今天就將這篇詩送給各位
[00:25:34.300 --> 00:25:40.300]  讓我們用這首詩歌歌頌我們的神
[00:25:40.300 --> 00:25:43.300]  我們的人生有什麼可以依靠呢?
[00:25:43.300 --> 00:25:46.300]  我們的人生在哪裡得到力量呢?
[00:25:46.300 --> 00:25:51.300]  原來力量的源頭就在上頭而來
[00:25:51.300 --> 00:25:54.300]  當我們舉目仰望的時候
[00:25:54.300 --> 00:25:58.300]  我就知道我的幫助從何而來
[00:25:58.300 --> 00:26:01.300]  願天父賜福給各位
